@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0005202102,SCOPUS_ID:0005202102,2-s2.0-0005202102,"Seed size, number, and habitat of a fleshy-fruited plant: Consequences for seedling establishment",Parciak W.,Ecology,00129658,83,3,794-808,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0794:SSNAHO]2.0.CO;2,"I examined the consequences of local environmental variation on the seedling establishment of Prunus virginiana, common chokecherry. In western Montana, USA, this species produces large crops of small seeds in mesic riparian habitats and small crops of large seeds in xeric slope habitats. From 1996 to 1999, I manipulated seed and seedling distributions. I altered seed size, density, distance from adult canopies, habitat, degree of protection from seedling predators, and the amount of soil moisture. In riparian habitats, seed dispersers tended to deposit seeds away from fruit tree canopies, and seedling establishment was greater away from canopies than under them. In both riparian and slope habitats, large seeds were more likely to be depredated than small seeds. However, seed and seedling depredation were more intense in riparian habitats. In slope habitats, seedling establishment was greatest under fruit tree canopies, where seed deposition by frugivores was most likely. In this habitat, large seeds produced seedlings with higher growth rates, and desiccation, rather than depredation, was the predominant cause of seedling mortality. In slope habitats, seedlings from small seeds experienced reduced survival when I did not provide supplemental water. On slopes, the importance of large seed size for seedling establishment may override the negative effects of size on dispersal likelihood. Because the canopy of slope plants may have overall positive effects on establishment, dispersal may be relatively unimportant or even undesirable. In contrast, in riparian habitats, the production of small, highly dispersible seeds may be critical because it reduces the negative effects of parental canopies.",41,Journal,ar,Article,100,1,1,Abiotic stress | Common chokecherry | Habitat variation | Prunus virginiana | Reproductive trade-offs | Seed dispersal | Seed size vs. number | Seed survival | Seedling establishment,20308,undefined,0,FALSE,254,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0003246994,SCOPUS_ID:0003246994,2-s2.0-0003246994,Ecological responses of two Mojave Desert shrubs to soil horizon development and soil water dynamics,Hamerlynck E.,Ecology,00129658,83,3,768-779,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0768:EROTMD]2.0.CO;2,"In the arid southwestern United States, subtle differences in soil horizon development affect seasonal soil hydrology and consequently influence plant performance and community structure. We measured canopy development, population structure, and seasonal ecophysiology (predawn water potential, ψpd, and midday net photosynthetic assimilation, Anet) of two co-dominant warm-desert shrubs, the evergreen Larrea tridentata and drought-deciduous Ambrosia dumosa, in five Mojave Desert soils varying in surface and sub-surface soil development, and we used process-based soil hydrology modeling output to determine longer-term soil water dynamics underlying soil/plant responses. We hypothesized that ecophysiological performance would covary with plant development, which would reflect soil hydrological characteristics. Among three sites on alluvial fan deposits of different geological ages (Young Alluvial, <4000 yr BP; Intermediate Alluvial, ∼12 000 yr BP; Old Alluvial, ∼40 000 yr BP), total canopy volume of Larrea (cubic meters per 100 m2 ground area) was highest on the Young Alluvial site, in close agreement with soil modeling results showing that these coarse-textured, weakly developed soils permit deeper water infiltration. In older, stronger developed soils, infiltration and persistence of soil water was sharply reduced, which was reflected by lower individual Larrea plant volumes. However, during peak spring conditions, ψpd and Anet were highest in Larrea at the Intermediate Alluvial site (-4.2 ± 0.32 MPa and 3.2 ± 0.91 μmol·m-2·s-1), where soils had substantial surface and subsurface horizons, and at the Pavement site, where soils had strong surface layers but little subsurface development. Concurrent plant performance at the Young Alluvial site was unexpectedly low (-4.8 ± 0.49 MPa and 1.7 ± 0.56 μmol·m-2·s-1, respectively). During summer drought ψpd and Anet remained high in Intermediate Alluvial plants, but were extremely low in Pavement site Larrea (-8.17 MPa and -0.04 μmol·m-2·s-1, respectively), due to curtailed infiltration of summer precipitation. These findings suggest that Larrea growing in older soils experience greater mortality and reduced growth but are not subject to strong intra-specific competition resulting from the persistence of large individuals apparent in younger, coarser textured soils. In contrast to Larrea, density of Ambrosia increased with soil horizon development, but smaller plant sizes resulted in similar canopy volume per area, and identical ψpd and Anet across all soils where it occurred, suggesting greater plasticity to the transmittal of precipitation. These findings show that a strong geomorphology and soils context is essential for understanding the variation in plant responses and vegetation structure in desert environments.",91,Journal,ar,Article,100,4,4,Alluvial fan | Ambrosia dumosa | Bajadas | Drought | Larrea tridentata | Mojave Desert | Photosynthesis | Seasonal productivity | Soil development | Water potential,20308,undefined,0,FALSE,255,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0003184420,SCOPUS_ID:0003184420,2-s2.0-0003184420,The ant fauna of a tropical rain forest: Estimating species richness three different ways,Longino J.,Ecology,00129658,83,3,689-702,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0689:TAFOAT]2.0.CO;2,"Species richness is an important characteristic of ecological communities, but it is difficult to quantify. We report here a thorough inventory of a tropical rain forest ant fauna and use it to evaluate species richness estimators. The study was carried out in ∼1500 ha of lowland rain forest at La Selva Biological Station, Costa Rica. Diverse methods were used, including canopy fogging, Malaise traps, Berlese samples, Winkler samples, baiting, and manual search. Workers of 437 ant species were encountered. The abundance distribution was clearly lognormal, and the distribution emerged from a veil line with each doubling of sampling effort. Three richness estimates were calculated: the area under the fitted lognormal distribution, the asymptote of the Michaelis-Menten equation fit to the species accumulation curve, and the Incidence-based Coverage Estimator (ICE). The performance of the estimators was evaluated with sample-based rarefaction plots. The inventory was nearly complete because the species accumulation curve approached an asymptote, the richness estimates were very close to the observed species richness, and the uniques and duplicates curves were both declining. None of the richness estimators was stable in sample-base rarefaction plots, but regions of stability of estimators occurred. The explanation of rarity is one key to understanding why richness estimates fail. Fifty-one species (12% of the total) were still uniques (known from only one sample) at the end of the inventory. The rarity of 20 of these species was explained by ""edge effects"": ""methodological edge species"" (possibly abundant at the site but difficult to sample because of their microhabitat), and ""geographic edge species,"" known to be common in habitats or regions outside of La Selva. Rarity of 31 species remained unexplained. Most of the 51 rare species were known from additional collections outside of La Selva, either in other parts of Costa Rica or in other countries. Only six species were ""global uniques,"" known to date from only one sample on Earth. The study demonstrates that patterns of species occurrence early in an inventory may be inadequate to estimate species richness, but that relatively complete inventories of species-rich arthropod communities are possible if multiple sampling methods and extensive effort are applied.",475,Journal,ar,Article,100,3,3,"Abundance distribution | Ants | Biodiversity | Costa Rica | Formicidae | Incidence-based coverage estimator | Inventories, species | La Selva | Lognormal | Michaelis-Menten | Richness estimation | Species accumulation curves | Tropical rain forest",20308,undefined,0,FALSE,256,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001190768,SCOPUS_ID:0001190768,2-s2.0-0001190768,Consumer control of grassland plant production,Frank D.A.,Ecology,00129658,83,3,602-606,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0602:CCOGPP]2.0.CO;2,"The effect of herbivory on grassland whole-plant production is poorly understood. Herbivores can increase grassland aboveground productivity, and laboratory experiments suggest that herbivory should reduce grass root growth. However, few field studies have directly measured the response of grassland root production to herbivores. We examined the effect of native migratory ungulates on grassland primary production by comparing aboveground (NAP) and belowground (NBP) production in grazed vs. ungrazed (fenced) grassland at nine variable sites in Yellowstone National Park. NBP was determined with minirhizotrons to account for root turnover. Grazers stimulated aboveground, below-ground, and whole-grassland productivity by 21%, 35%, and 32%, respectively. Root production was stimulated seven times more (217 g/m2) than shoot production (30 g/m2), indicating that the major effect of herbivores in this system was a positive feedback on root growth. Results refute the prevailing notion that grassland herbivory leads to a reduction in root productivity, and a concomitant decline in soil carbon content, and provide a potential explanation for how organic-rich soil developed in grassland that was grazed throughout millennia.",175,Journal,ar,Article,100,3,3,Grassland | Herbivory | Minirhizotron | Primary production | Root growth | Ungulates | Yellowstone National Park,20308,undefined,0,FALSE,257,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001069578,SCOPUS_ID:0001069578,2-s2.0-0001069578,Predator chemicals induce changes in mayfly life history traits: A whole-stream manipulation,Peckarsky B.,Ecology,00129658,83,3,612-618,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0612:PCICIM]2.0.CO;2,"In high-elevation streams of western Colorado, mayflies (Baetis bicaudatus) develop faster, but mature at a smaller size where trout are present compared to streams where fish are absent. These life history traits reduce the time of larval exposure to trout predation, but cost reduced fecundity. We designed a field experiment involving manipulation of whole streams to determine whether these changes were caused by the presence of brook trout, and specifically, whether they could be triggered by trout chemical cues. In 1999 and 2000, we introduced water from containers with brook trout (Salvelinus fontinalis) into five naturally fishless streams, and fishless stream water into five adjacent control streams, to determine whether these cues alone could induce the mayfly life history traits we have observed in natural trout streams. As in previous small-scale experiments, the size at which mayflies matured declined significantly in streams with added trout chemicals but did not change in streams with fishless water only. Thus, life history traits similar to those observed in the field were induced within the natural variability inherent in streams. These results demonstrate the strength of this predator-prey interaction and indicate that brook trout are an important agent of natural selection on mayfly life history traits.",102,Journal,ar,Article,100,4,4,Chemical induction | Field experiment | Life history traits | Mayflies | Nonconsumptive effects | Predation | Scale | Size at emergence | Streams | Trout,20308,undefined,0,FALSE,258,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001045044,SCOPUS_ID:0001045044,2-s2.0-0001045044,Oviposition habitat selection by mosquitoes (Culiseta longiareolata) and consequences for population size,Spencer M.,Ecology,00129658,83,3,669-679,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0669:OHSBMC]2.0.CO;2,"Many kinds of adaptive behavior, including responses to risk of predation, have been documented, but there have been few attempts to translate these behaviors into consequences for populations. We present one of the first models to predict the consequences of adaptive behavior for population size in a specific natural system. Larvae of the mosquito Culiseta longiareolata (Diptera: Culicidae) develop in freshwater pools. They are vulnerable to predation by the backswimmer Notonecta maculata (Hemiptera: Heteroptera), and to intraspecific competition. Adult female C. longiareolata usually avoid ovipositing in pools that contain N. maculata. This is presumably an adaptive response that increases individual fitness, but it is also likely to affect the size of the population. We take a novel approach to understanding the relationship between adaptive behavior and population dynamics in C. longiareolata. We use a nonlinear stage-structured population model to predict the evolutionarily stable oviposition strategy and its consequences for the size of the C. longiareolata population. Our model predicts that female C. longiareolata should always avoid ovipositing in pools with N. maculata. Such avoidance will increase the equilibrium size of the C. longiareolata population, relative to a population in which oviposition is indiscriminate with respect to N. maculata. The qualitative effect on population size is the same even if, as observed, C. longiareolata occasionally oviposit in pools containing N. maculata. These predictions have important practical implications for assessing the effectiveness of predators as biological control agents.",119,Journal,ar,Article,100,3,3,Adaptive oviposition behavior | Biological control | Culiseta longiareolata | Evolutionarily stable strategy | Habitat selection | Notonecta maculata | Population dynamics | Risk of predation | Stage-structured population model,20308,undefined,0,FALSE,259,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001031968,SCOPUS_ID:0001031968,2-s2.0-0001031968,Reduced light increases herbivore production due to stoichiometric effects of light/nutrient balance,Urabe J.,Ecology,00129658,83,3,619-627,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0619:RLIHPD]2.0.CO;2,"Ecological common sense says that decreased solar energy should reduce herbivore production because of reduced energy flow through primary producers. However, a field experiment in a Phosphorus-limited lake showed that production of zooplankton herbivores was increased by shading. This paradoxical outcome was caused by a decoupling of producer carbon fixation and nutrient uptake under high light that reduced food quality for herbivores. At low nutrient supplies, shading increased nutrient contents relative to carbon within algal food, outweighing effects of decreased primary production. Thus, light/nutrient balance affects the degree of mismatch between primary producers and herbivores in nature, which in turn influences mass-transfer efficiencies along food chains. To predict how energy transfer efficiency and biological interactions will respond to perturbations, it is essential to take into account changes in light/nutrient balance and its effects on the stoichiometry of autotroph-herbivore interactions.",135,Journal,ar,Article,100,6,6,C:P ratio | Daphnia | Energy transfer efficiency | Food quality | Herbivores | Light and nutrient balance | Stoichiometry | Zooplankton,20308,undefined,0,FALSE,260,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000669117,SCOPUS_ID:0000669117,2-s2.0-0000669117,"Using stable isotopes to estimate trophic position: Models, methods, and assumptions",Post D.,Ecology,00129658,83,3,703-718,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0703:USITET]2.0.CO;2,"The stable isotopes of nitrogen (δ15N) and carbon (δ13C) provide powerful tools for estimating the trophic positions of and carbon flow to consumers in food webs; however, the isotopic signature of a consumer alone is not generally sufficient to infer trophic position or carbon source without an appropriate isotopic baseline. In this paper, I develop and discuss methods for generating an isotopic baseline and evaluate the assumptions required to estimate the trophic position of consumers using stable isotopes in multiple ecosystem studies. I test the ability of two primary consumers, surface-grazing snails and filter-feeding mussels, to capture the spatial and temporal variation at the base of aquatic food webs. I find that snails reflect the isotopic signature of the base of the littoral food web, mussels reflect the isotopic signature of the pelagic food web, and together they provide a good isotopic baseline for estimating trophic position of secondary or higher trophic level consumers in lake ecosystems. Then, using data from 25 north temperate lakes, I evaluate how δ15N and δ13C of the base of aquatic food webs varies both among lakes and between the littoral and pelagic food webs within lakes. Using data from the literature, I show that the mean trophic fractionation of δ15N is 3.4‰ (1 SD = 1‰) and of δ13C is 0.4‰ (1 SD = 1.3‰), and that both, even though variable, are widely applicable. A sensitivity analysis reveals that estimates of trophic position are very sensitive to assumptions about the trophic fractionation of δ15N, moderately sensitive to different methods for generating an isotopic baseline, and not sensitive to assumptions about the trophic fractionation of δ13C when δ13C is used to estimate the proportion of nitrogen in a consumer derived from two sources. Finally, I compare my recommendations for generating an isotopic baseline to an alternative model proposed by M. J. Vander Zanden and J. B. Rasmussen. With an appropriate isotopic baseline and an appreciation of the underlying assumptions and model sensitivity, stable isotopes can help answer some of the most difficult questions in food web ecology.",4526,Journal,ar,Article,100,1,1,Isotopic baseline | Lake food webs | Long-lived consumers | Stable isotopes | Trophic fractionation | Trophic position | δ C 13 | δ N 15,20308,undefined,0,FALSE,261,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000313627,SCOPUS_ID:0000313627,2-s2.0-0000313627,Interspecific competition among insect parasitoids: Field experiments with whiteflies as hosts in cotton,Bográn C.E.,Ecology,00129658,83,3,653-668,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0653:ICAIPF]2.0.CO;2,"Manipulative field experiments assessing the importance of interspecific competition on the dynamics of parasitoid populations and the impact of multiple parasitoids on host populations are virtually absent from the ecological literature. We report findings from such experiments assessing competitive interactions among three species of parasitoids (Hymenoptera: Aphelinidae) of the silverleaf whitefly Bemisia argentifolii Bellows & Perring (Homoptera: Aleyrodidae), a pestiferous species of worldwide importance. The parasitoids used in the study (Encarsia pergandiella Howard, Eretmocerus mundus Mercet, and Encarsia formosa Gahan) encompass the range of life histories found within Aphelinidae, and they exhibit a high degree of niche overlap. The objectives of our studies were (1) to investigate the occurrence of interspecific competition among the whitefly parasitoids, (2) to quantify shifts in resource utilization patterns as influenced by experimental manipulations of the parasitoid assemblage, and (3) to assess the impact of interspecific competition on the ability of the parasitoids to suppress their host populations. Field cages enclosing cotton plants were inoculated with whitefly by releasing adults at either a high or a low rate followed by releases of all possible combinations of the parasitoid species (including a no-parasitoid release control). The treatments were replicated three and four times each in 1996 and 1997. The presence of interspecific competitors reduced population growth rates of E. formosa and E. pergandiella but not the population growth rate of E. mundus. The spatial distribution of parasitism by E. pergandiella along the vertical axis of cotton plants differed in the multiple species treatments compared to the single species treatments. Changes in parasitoid activity in the presence of competitors may reduce potentially adverse effects of competition and promote species coexistence. Only releases of E. formosa together with E. pergandiella resulted in lower levels of host mortality than would be expected based on observed mortality by individual species. Our results demonstrate competitive interactions among three parasitoids of B. argentifolii under field manipulations but indicate that, in most cases, competitive interactions among parasitoids do not affect host population suppression.",89,Journal,ar,Article,100,3,3,Autoparasitoid | Biological control | Community composition | Heteronomous hyperparasitoid | Interspecific interactions | Parasitoid | Resource allocation patterns,20308,undefined,0,FALSE,262,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000083727,SCOPUS_ID:0000083727,2-s2.0-0000083727,Intraguild predation diminished in complex-structured vegetation: Implications for prey suppression,Finke D.,Ecology,00129658,83,3,643-652,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0643:IPDICS]2.0.CO;2,"Multiple-predator limitation of prey populations may be mediated by both predator-predator interactions and vegetation structure. Antagonistic interactions among predators, such as intraguild predation, can diminish the collective impact of natural enemies on prey population size. However, structurally complex vegetation may moderate such interactions by providing a refuge for predators, thereby enhancing prey suppression. Specifically, we examined the combined impact of two salt-marsh-inhabiting invertebrate predators, the mirid Tytthus vagus and the wolf spider Pardosa littoralis, on suppression of their shared prey, the planthopper Prokelisia dolus, in simple (thatch-free) and complex (thatch-rich) vegetation. In structurally simple habitats in the laboratory, the predators interacted antagonistically, due to the intraguild predation of mirids by spiders, and predation pressure on the planthopper population was relaxed. However, structurally complex habitats dampened this antagonistic interaction by providing a refuge for mirids from spider predation, thereby increasing the combined effectiveness of these predators in suppressing planthopper populations. Consistent with our laboratory results, we found enhanced co-occurrence of these predators in complex habitats in the field, where mirids are apparently at lower risk from spider predation and outbreaks of planthoppers are less likely. In contrast, in simple habitats, mirids were relatively less abundant, a finding consistent with the expectation of increased intraguild predation from spiders. Therefore, in this salt marsh system, complex vegetation diminished the occurrence of intraguild predation between mirids and spiders and increased overall enemy impact on their shared herbivore prey, demonstrating for the first time that plants can mediate enemy effects on insect herbivores by influencing predator-predator interactions.",304,Journal,ar,Article,100,2,2,Antagonistic predator-predator interactions | Functional response | Indirect bottom-up effects | Intraguild predation | Pardosa littoratis | Predator-prey interaction | Prokelisia dolus | Refuge | Spartina | Top-down impact | Tytthus-vagus,20308,undefined,0,FALSE,263,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000021065,SCOPUS_ID:0000021065,2-s2.0-0000021065,Resource and top-predator regulation in the pitcher plant (Sarracenia purpurea) inquiline community,Kneitel J.,Ecology,00129658,83,3,680-688,2002-03-01,1 March 2002,10.1890/0012-9658(2002)083[0680:RATPRI]2.0.CO;2,"The effects of top-down and bottom-up forces on species abundance and diversity were quantified in the inquiline communities found in the water-filled leaves of the pitcher plant, Sarracenia purpurea. A press field experiment was conducted in which the abundances of resources (dead ants) and the top predators (larva of the mosquito Wyeomiia smithii) were each maintained at three levels in a factorial design for 23 d. Abundances of mites, rotifers, protozoans, and bacteria increased significantly with prey addition. Protozoan species richness also increased with increasing resource levels, whereas additional resources did not affect bacterial species richness. Increases in top-predator density decreased rotifer abundance but increased bacterial abundance and species richness. Increases in bacterial abundance and richness indicate that a trophic cascade occurs via the larvae, rotifer, and bacteria pathway; omnivory appears to be not strong enough to affect the trophic cascade. Top-down and bottom-up forces both had strong, but different, effects on the abundance and richness of intermediate trophic levels. For most components of the inquiline community, species richness and population sizes are resource limited, whereas predator limitation targets a limited set of groups.",120,Journal,ar,Article,100,2,2,Bacteria | Bottom-up effects | Omnivory | Protozoans | Rotifers | Sarracenia purpurea | Species diversity | Top-down effects | Trophic cascade | Wyeomyia smithii,20308,undefined,0,FALSE,264,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036165982,SCOPUS_ID:0036165982,2-s2.0-0036165982,Quadratic variation in old-field species richness along gradients of disturbance and nitrogen,Wilson S.D.,Ecology,00129658,83,2,492-504,2002-01-01,2002,10.1890/0012-9658(2002)083[0492:QVIOFS]2.0.CO;2,"We followed species richness, colonizations, extirpations, and turnover for eight years in 16 combinations of disturbance and nitrogen addition applied to a 30-yr-old Minnesota field. Four levels each of disturbance and nitrogen were applied in a completely factorial design, producing 16 treatments. There were four replicates of most treatments and 14 replicates of the four extreme treatments (lowest and highest disturbance and nitrogen). After 5-6 yr, species richness varied quadratically and significantly with disturbance in plots receiving no nitrogen or the lowest level of added nitrogen. Richness increased over time at intermediate disturbance as annuals colonized plots otherwise dominated by perennials. The number of growth forms also varied quadratically with richness, whereas the number of species belonging to each growth form did not, suggesting that high richness was due to coexistence of species with different life histories. The strongest quadratic variation in species richness was associated with significant quadratic variation in colonization with increasing disturbance, and no significant variation in extirpation, suggesting that increased richness at intermediate disturbance was attributable to colonization at the middle of the disturbance gradient, and not to extirpation at either end of the gradient. Richness decreased with increasing nitrogen at all levels of disturbance. Colonization also decreased and extirpation increased with increasing nitrogen availability, suggesting that decreases in richness with increasing nitrogen reflect accelerated extirpation, and not colonization of nitrogen-poor soils. Simultaneous competition experiments showed colonizations in disturbed plots to be related to reduced root competition, and extirpations in fertilized plots to be related to increased shoot competition. Surprisingly, untreated control plots had higher rates of colonization, extirpation, and species turnover than disturbed or fertilized plots. Turnover in control plots was caused mostly by uncommon species, and control plots were always dominated by the perennial grass Schizachyrium scoparium. In contrast, the dominant species of the extreme environmental treatments varied over time in spite of their low levels of richness. The array of responses generated by our factorial experiment helps explain why richness varies with disturbance and fertility in different ways along different natural gradients: patterns and dynamics of richness clearly depend on location within the fertility - Disturbance matrix.",132,Journal,ar,Article,100,2,2,Colonization | Disturbance | Diversity | Extirpation | Nitrogen | Old field | Species richness,20308,undefined,0,FALSE,265,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036165308,SCOPUS_ID:0036165308,2-s2.0-0036165308,Joint effects of UV radiation and phosphorus supply on algal growth rate and elemental composition,Xenopoulos M.A.,Ecology,00129658,83,2,423-435,2002-01-01,2002,10.1890/0012-9658(2002)083[0423:JEOURA]2.0.CO;2,"Phytoplankton growth and elemental composition are influenced by a number of factors such as photosynthetically active radiation (PAR) and nutrient availability. However, little is known about the influence of solar ultraviolet radiation (UVR) and interactions with nutrients on algal growth processes in situ. We tested the effects of solar radiation and phosphorus supply on algal growth kinetics and elemental composition in two boreal lakes (northwestern Ontario, Canada) during summer 1999. Growth bioassays (at five phosphorus concentrations) assessed changes in algal growth and elemental composition exposed to (1) ultraviolet A [UVA], ultraviolet B [UVB], and photosynthetically active radiation [PAR], (2) UVA and PAR, and (3) PAR only. Growth rates, calculated from changes in seston carbon and chlorophyll, responded strongly to both P and UVR. Results indicated that phytoplankton growth was co-regulated by P limitation and UVR suppression, with highest growth rates found in high P, low UVR treatments. Phytoplankton exposed to both UVA and UVB generally grew more slowly than those exposed to PAR only, even at high P levels. UVB and UVA reduced maximum growth rates by 8-66% and 11-21%, respectively. Phytoplankton growth was more strongly affected by UVB in spring than later in summer, possibly due to shifts in the dominant species present. Manipulations of light and P supply both significantly affected seston C:P ratios. UVR reduced sestonic C:P. Such changes in growth rates and C:P ratios from UVR exposure may have important implications for pelagic food web dynamics.",78,Journal,ar,Article,100,3,3,"C:P ratio | Canada, northwestern Ontario | Elemental composition | Growth kinetics | Lakes, boreal | Multiple stressors | Phosphorus limitation | Photosynthetically active radiation | Phytoplankton growth | Ultraviolet radiation",20308,undefined,0,FALSE,266,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036165306,SCOPUS_ID:0036165306,2-s2.0-0036165306,Territoriality in a cannibalistic burrowing wolf spider,Moya-Laraño J.,Ecology,00129658,83,2,356-361,2002-01-01,2002,10.1890/0012-9658(2002)083[0356:TIACBW]2.0.CO;2,"Field experiments to test the hypothesis that a cannibalistic species is territorial are rare. We conducted two field experiments to test the hypothesis that adult females of the Mediterranean tarantula, Lycosa tarentula (L.) are territorial. In a relatively long-term experiment we placed a female intruder in an artificial burrow within the hypothesized territory of a resident. The intruders disappeared from their burrows at 7× the rate of spiders in a reference and two control treatments. Residency status, not relative size, determined whether the intruder or the resident remained, and evidence suggests that the winner frequently cannibalized the loser. We also conducted a short-term field experiment in which we induced encounters between females. The results were consistent with territorial defense because escalation was more likely if spiders were similar in size, and cannibalism, the outcome of one-third of the encounters, occurred only after escalation. Thus, adult females of the Mediterranean tarantula are territorial, and cannibalism may be a consequence of territorial defense.",36,Journal,ar,Article,100,5,5,Burrowing wolf spiders | Cannibalism | Cannibalistic territoriality | Fatal fighting | Field experiments | Lycosa tarentula | Territoriality,20308,undefined,0,FALSE,267,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036165096,SCOPUS_ID:0036165096,2-s2.0-0036165096,Differential effects of precipitation on production and decomposition along a rainfall gradient in Hawaii,Austin A.T.,Ecology,00129658,83,2,328-338,2002-01-01,2002,10.1890/0012-9658(2002)083[0328:deopop]2.0.co;2,"I assessed the differential effects of water availability on aboveground net primary production (ANPP) and decomposition along a natural rainfall gradient ranging from 500 to 5500 mm mean annual precipitation (MAP). All sites were native forest vegetation on the island of Hawai'i, at similar elevation and of similar substrate age. Measurements of production were conducted for 12 months, with monthly collections of litterfall, biannual measurement of tree diameter increase, and nondestructive measures of grass production. Aboveground net primary production increased linearly with increasing site rainfall in the first four sites (up to 2000 mm MAP) and then declined at the wettest site. Grass production was a small component of total ANPP at the two driest sites and was absent elsewhere. When compared with decomposition of surface litter along the same gradient, patterns of ANPP were distinct from those of rates of mass loss and nutrient release. The balance between production and decomposition was illustrated with a simple model that predicted changes in detrital mass and nutrient content and concentration of detritus along the precipitation gradient. The change in the relative effect on these two processes along the gradient of precipitation suggests a complexity to the regional control of rainfall on ecosystem functioning that could not be seen when examining a single process alone.",78,Journal,re,Review,100,1,1,ANPP | Carbon cycling | Climate | Decomposition | Detritus | Hawaii | Metrosideros polymorpha | Native forest | Net primary productivity | Nutrient cycling | Precipitation gradient | Tropical ecosystems,20308,undefined,0,FALSE,268,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036165089,SCOPUS_ID:0036165089,2-s2.0-0036165089,Landscape heterogeneity at differing scales: Effects on spatial distribution of mule deer,Kie J.G.,Ecology,00129658,83,2,530-544,2002-01-01,2002,10.1890/0012-9658(2002)083[0530:LHADSE]2.0.CO;2,"We quantified relationships between a suite of landscape metrics measured at different spatial scales and sizes of home ranges for female mule deer (Odocoileus hemionus) to test whether spatial heterogeneity played a major role in determining the distribution of deer. We collected data on female mule deer and their habitats at five diverse study sites that spanned the length of California, USA. Sizes of home ranges (95% adaptive-kernel analysis) for 80 adult female mule deer varied markedly among individual deer (39-2878 ha) and among the five study sites (range of means for each study site, 49-1138 ha). We measured landscape metrics within varying radii (250, 500, 1000, and 2000 m) from the center of the home range for each deer. Landscape metrics such as edge density, mean shape index, and double-log fractal dimension were inversely correlated with the size of loge-transformed home ranges in deer across all spatial scales. Mean nearest neighbor and contagion index were positively correlated with home-range size across all scales. Significant responses of other metrics such as mean patch size, patch size coefficient of variation, mean edge contrast index, and patch richness density were scale dependent; that is, evident at some spatial scales but not others. We explicitly tested the role of spatial heterogeneity in determining home-range size in female mule deer using a multiple-regression model at the 2000-m scale, which included patch richness density, mean nearest neighbor, mean shape index, and mean edge contrast index. That model explained 57% of the variation in home-range size of mule deer. Models at successively smaller spatial scales explained progressively less of the variation in sizes of deer home ranges. Although home-range size in mule deer was expected to vary with an array of landscape and other variables such as season, reproductive status, and availability of food and water, we explained much of the variation in home-range size with metrics related specifically to heterogeneity of habitats. That outcome highlights the potential importance of spatial heterogeneity in determining the distribution of large herbivores. Such landscape metrics largely have been ignored in attempting to understand the dynamics of home ranges of animals. Better correspondence between landscape heterogeneity and home-range size at larger spatial scales further indicated that mule deer likely made decisions about habitat selection at scales larger than their home ranges. That result has implications for models of habitat choice that rely on home-range size as the appropriate scale for analyses. Moreover, our results indicated that habitat heterogeneity was more important than single landscape measures, such as the amount of habitat edge, in determining home-range size. That outcome has consequences for paradigms used to manage habitats for large herbivores. Finally, we believe that incorporating knowledge concerning habitat heterogeneity into the design of landscape treatments holds the potential to affect the distribution of deer and, thereby, their local population density.",272,Journal,ar,Article,100,5,5,California | Habitat | Home range | Landscape metrics | Mule deer | Odocoileus hemionus | Scale | Spatial distribution | Spatial heterogeneity,20308,undefined,0,FALSE,269,NA,NA,NA
