@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0026288324,SCOPUS_ID:0026288324,2-s2.0-0026288324,Biological Flora of the British Isles: Triglochin maritima L. (Triglochin maritimum L.),Davy A.J.,Journal of Ecology,00220477,79,2,531-555,1991-01-01,1991,10.2307/2260731,"No 172 in the series reviews this perennial, clonal grass of saline habitats, particularly of coastal salt marshes and grassy palces on rocky shores throughout the UK. Sea arrow-grass is described before examining: geographical and altitudinal distribution; habitat; communities; response to biotic factors; gregariousness; performance in various habitats, and effect of frost and drought; morphology, mycorrhiza, reproduction, chromosomes, and physiological and biochemical data; phenology, floral biology, seed production and dispersal, and germination; animal feeders, plant parasites and diseases; and history. -J.W.Cooper",26,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,49,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026288251,SCOPUS_ID:0026288251,2-s2.0-0026288251,Above-ground crop mass and species richness of the principal types of herbaceous rich-fen vegetation of lowland England and Wales,Wheeler B.D.,Journal of Ecology,00220477,79,2,285-301,1991-01-01,1991,10.2307/2260713,"For 86 examples of rich-fen vegetation, September standing crop (SC) and litter-mass values ranged from 80-2918 g m-2 and 37-2115 g m-2, respectively. The April-September net standing crop increment ranged from 58-2799 g m-2. Communities of highest production were almost always deciduous and had very small April standing crop mass. Most low productivity stands had proportionately large April SC mass, reflecting their winter-green character. Stands with greatest September standing crop usually had small proportions of September, litter, probably because of rapid decomposition. An exception to this was some stands dominanted by Cladium mariscus where large September standing crop and litter mass was combined. Some of these stands had the greatest total crop mass (maximum 5011 g m-2). All crop variables except April SC showed a significant negative relationship with species density (number of spp. 4 m-2) in regressions. April-September SC increment (36%) and September SC (32%) accounted for most variation in species density in single regressions. When ""rare species score' (number of rare species 4 m-2) was the dependent variable, similar relationships were found but the crop mass variables generally accounted for rather less of its variation. Samples with large crop mass had particularly few, if any, rare species. -from Authors",118,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,50,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026288247,SCOPUS_ID:0026288247,2-s2.0-0026288247,Resource allocation patterns as a function of clonal morphology: a general model applied to a foraging clonal plant,De Kroon H.,Journal of Ecology,00220477,79,2,519-530,1991-01-01,1991,10.2307/2260730,"A general model relates resource investment in clonal plants in terms of allocation to spacers (rhizomes, stolons), to clonal morphology in terms of spacer length and branching intensity (number of spacers produced per ramet). Based on the branching pattern and biomass accumulation of spacers and ramets (roots and shoots) of a hypothetical clonal plant, equations were derived that relate spacer mass S to ramet mass R. For sufficiently large R, this allocation function was linear. The morphological parameters of the model were modified as a function of patch quality (resource availability). In accordance with characteristic responses of foraging clonal plants, spacer length was decreased and branching intensity increased with increasing patch quality. Simulations show that resource allocation to spacers will be low both at extremely low and at extremely high levels of patch quality, but higher at intermediate qualities. This bell-shaped pattern appeared to be a direct result of the opposite responses of branching intensity and spacer length to patch quality. Results suggest that foraging behaviour in clonal plants produces much more complicated patterns of resource investment than foraging in animals. -from Authors",55,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,51,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026284462,SCOPUS_ID:0026284462,2-s2.0-0026284462,Keystone characteristics of bird-dispersed Ficus in a Malaysian lowland rain forest,Lambert F.,Journal of Ecology,00220477,79,3,793-809,1991-01-01,1991,10.2307/2260668,"At Kuala Lompat, the guild of 29 species of bird-dispersed Ficus exhibited asynchronous fruiting phenology, with no recurrent annual pattern. Fig crops were available in all 36 months of the study, but whilst medium-sized and small-sized figs were always available, crops of large-fruited (mean fig diameter of >20 mm) bird-dispersed Ficus were scarce, with only c16 fruiting events yr-1 km-2 of forest. Seven Ficus species exhibited fruiting patterns which suggested some seasonality, with significantly more fruitings than expected in the period February-April. This period is before the usual major annual community peak in fruiting, at a time when other fruit resources are relatively scarce. Ficus forms a uniquely important group with the subset of plants with bird-eaten fruit because of their numerical abundance, intra-crown synchrony of fruit ripening, relatively short intervals between fruiting, large crop sizes and intra-population fruiting asynchrony. These characteristics, combined with their availability at times when other fruits are scarce, makes Ficus a most important keystone plant resource. For frugivores to be dependent on figs in South-east Asia they need to be wide-ranging. Frugivorous birds with small home ranges may have to rely on keystone plants other than Ficus during some periods of fruit scarcity. -from Authors",168,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,52,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026283709,SCOPUS_ID:0026283709,2-s2.0-0026283709,Microhabitat and diel tissue acidity changes for two sympatric cactus species differing in growth habit,Nobel P.,Journal of Ecology,00220477,79,1,167-182,1991-01-01,1991,10.2307/2260791,"Of two cactus species occurring sympatrically in the NW Sonoran Desert, Echinocereus engelmannii has short stems occurring in tightly packed clumps, whereas Opuntia acanthocarpa has stems that freely branch, producing a taller and more open canopy; the stems of E. engelmannii are also much more spinose, being shaded 62% by spines compared with only 10% for O. acanthocarpa. Because of differences in height, the mean daily wind speed was 2.4-fold higher and the daytime air temperature 5°C lower at the top of O. acanthocarpa than at the top of E. engelmannii; similar root depths for the two species led to similar soil water potentials, CO2 levels and temperatures in the root zone. Nocturnal increases in stem acidity and osmotic pressure in the field were about twice as high for O. acanthocarpa as for E. engelmannii, as was the nocturnal CO2 uptake in the laboratory, consistent with the higher photosynthetic photon flux density on the stem surface of the former species. Root length and the ground area explored by roots per unit shoot area were about three-fold higher for O. acanthocarpa, consistent with a three-fold higher daily transpiration per unit shoot area, than for E. engelmannii. Thus, O. acanthocarpa apparently has distinct advantages over E. engelmannii with respect to water acquisition and net CO2 uptake. -Authors",18,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,53,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026282866,SCOPUS_ID:0026282866,2-s2.0-0026282866,"Dormancy, germination and mortality of seeds in a chalk-grassland flora",Pons T.,Journal of Ecology,00220477,79,3,765-780,1991-01-01,1991,10.2307/2260666,"Seeds of 13 herbaceous species from chalk grassland in The Netherlands were buried in their natural habitat. Seed mortality was low, except in Gentianella germanica and Origanum vulgare. In Carlina vulgaris, Leontodon hispidus and Scabiosa columbaria disappearance of seeds was mainly caused by germination in the soil. Freshly harvested seeds of Arenaria serpyllifolia and Linum catharticum had an absolute light requirement for germination which was retained during burial. Burial induced a light requirement for germination in O. vulgare. All species that germinated showed some degree of primary dormancy and seasonal change in secondary dormancy. This was most pronounced in short-lived species. The seasonal change in secondary dormancy of surviving seeds was most evident either from germinability in light (Arenaria, Daucus carota, Linum), in darkness (Carlina, Leontodon, Plantago lanceolata, Scabiosa), or both (Centaurea scabiosa). The response of the seeds to temperature also varied seasonally. The amplitude of seasonal change in dormancy tended to decrease during the 3-yr of burial in some species (Arenaria, Linum, Daucus). Rhinanthus minor and R. alectorolophus seeds only germinated in late winter and were dormant during the remainder of the year. -from Author",60,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,54,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026279710,SCOPUS_ID:0026279710,2-s2.0-0026279710,The ecology and genetics of fitness in forest plants. II. Microspatial heterogeneity of the edaphic environment,Lechowicz M.J.,Journal of Ecology,00220477,79,3,687-696,1991-01-01,1991,10.2307/2260661,"Variation in the physical environment was investigated at scales of 0.1-50 m in the understorey of a Quebec forest, near Montreal, dominated by Acer saccharum and Fagus grandifolia, to determine if the spatial heterogeneity necessary to account for the evolution and maintenance of genetically diverse populations of forest plants exists in this old-growth forest. To characterize spatial heterogeneity in the understorey during the late summer, soil pH and the availability of K+ and NO3- ions in the soil solution were measured. All three edaphic measures are predictably similar up to c2m, but at greater distances the predictability is negligible and the environmental regime is best estimated by the mean for the site as a whole. Results demonstrate environmental variance at scales relevant to seed dispersal and genetic neighbourhood size in understorey herbs such as Impatiens pallida. This spatial pattern of environmental variation may contribute to the maintenance of genetic variation through selection of locally adapted subpopulations. (See also 92L/07956 and 07963). -from Authors",215,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,55,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026279510,SCOPUS_ID:0026279510,2-s2.0-0026279510,Ecological genetic variation in seed banks I. Establishment of a time transect,McGraw J.,Journal of Ecology,00220477,79,3,617-625,1991-01-01,1991,10.2307/2260657,"In cold environments, such as Arctic tundra, buried seeds can potentially persist in the soil for centuries or millennia. The possibility of obtaining time-stratified seed populations from Alaskan tundra was investigated: 1) a deep layer of organic soil was sampled from a vertical profile through accumulating peat in Eriophorum-tussock tundra, and 2) an organic soil buried by the slow, downslope erosional deposition of mineral soil (solifluction) at Eagle Creek was sampled. Both buried organic soils contained viable seeds. In Eriophorum-tussock tundra, only seeds of Carex bigelowii were found at depth. Dating by accelerator mass spectrometry of seed coats showed that they were essentially modern. Several species germinated from the solifluction-buried organic soil, with viable seeds of Luzula parviflora and C. bigelowii being found in greatest numbers and persisting for the longest time. These seeds persisted for at least 197 ± 80 yr, although viable seeds were also found associated with wood fragments 295 ± 75 yr old. The buried seed profile under the solifluction lobe represents a ""time transect' two or three centuries long. Because seed coats were dated without killing the emerging seedling, this time transect can be used to make direct ecological genetic comparisons of past and present individuals from a single population. (See also 92L/07965 and 07966). -from Authors",58,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,56,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026278217,SCOPUS_ID:0026278217,2-s2.0-0026278217,"Population responses to fire in a tropical savanna grass, Andropogon semiberbis: a matrix model approach",Silva J.,Journal of Ecology,00220477,79,2,345-356,1991-01-01,1991,10.2307/2260717,"The burnt population is capable of increasing rapidly (λ1 = 1.2524, r = 0.2251), whereas the unburnt population is unable to persist (λ1 = 0.2762, r = 1.2886). Most of this difference is due to effects on the growth, survival and reproduction of the smallest two size classes, which are the most important to population growth in both populations. The stable size distributions and reproductive values are similar in the two populations. Both deterministic and stochastic analyses reveal a critical frequency of fire (c0.85) below which this species is unable to maintain itself. This apparent reliance on fire frequency suggests that the spread and evolution of this species had been closely related to human occupation of neotropical savannas. -from Authors",112,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,57,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026274345,SCOPUS_ID:0026274345,2-s2.0-0026274345,Succession from heather moorland to birch woodland. I. Experimental alteration of specific environmental conditions in the field,Hester A.J.,Journal of Ecology,00220477,79,2,303-315,1991-01-01,1991,10.2307/2260714,"The effects of experimental alteration of light intensity, nutrient availability and simultated grazing on plant communities beneath different ages of birch are examined at Glenlivet (Grampian) and Speyside (Highland Region), Scotland. A generalized sequence of changes in species dominance as the birch (Betula pendula and B. pubescens) ages is identified. Calluna vulgaris gradually declines and is replaced by Vaccinium myrtillus as the birch canopy closes. This is subsequently replaced by Deschampsia flexuosa and then Agrostis capillaris as the woodland matures and the canopy opens out. Growth of Calluna was greatly reduced in shaded plots and nutrient addition had no significant compensatory effect. Empetrum nigrum showed similar growth responses. Vaccinium myrtillus and D. flexuosa also grew less well in reduced light but D. flexuosa responded positively to nutrient addition. Clipping reduced the growth of Calluna, E. nigrum, V. myrtillus and D. flexuosa in most plots. Only Galium saxatile showed increased growth after clipping at one site. -from Authors",52,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,58,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026274146,SCOPUS_ID:0026274146,2-s2.0-0026274146,Changes in sex ratio in experimental populations of Rumex acetosella,Escarre J.,Journal of Ecology,00220477,79,2,379-387,1991-01-01,1991,10.2307/2260720,"Sheep's sorrel is a dioecious perennial species which reproduces both by seeds and by adventitious shoots. The progression of the floral sex ratio was monitored for four years in populations grown from seeds. In the first year, sex ratios were balanced, or slightly female biased. In the second year, sex ratios varied quite widely, depending on census date, population and replicate sample within the population. In the third and fourth years, male ramets greatly outnumbered females. Thus in the long term, male ramets showed greater clonal growth, ie recovered better than females following the repeated energetic cost of sexual reproduction. -from Authors",16,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,59,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026273989,SCOPUS_ID:0026273989,2-s2.0-0026273989,Effect of sheep grazing on the demography of Anthyllis vulneraria in southern France,Bastrenta B.,Journal of Ecology,00220477,79,2,275-284,1991-01-01,1991,10.2307/2260712,"Free grazing and controlled grazing compared with no grazing strongly affected seed output but had no effect on the survival of juveniles and vegetative adults. Vegetative plants provide an important population reserve of dormant buds. Grazing diminished fecundity by reducing plant resources; this effect was greater when grazing was unrestricted. Under controlled grazing, the reduction in fecundity was correlated with an increase in the survival of individuals, relative to free grazing and no grazing. The population dynamics of A. vulneraria are more dependant on reproductive characteristics than on factors influencing survival. -from Author",17,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,60,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026273696,SCOPUS_ID:0026273696,2-s2.0-0026273696,"Forest and moorland in the south Pennine uplands in the mid- Flandrian period. III. The spread of moorland - local, regional and national",Tallis J.,Journal of Ecology,00220477,79,2,401-415,1991-01-01,1991,10.2307/2260722,"Pollen analyses from basal peat deposits at a range of sites in different topographic situations in the South Pennine uplands are compared with a long radiocarbon-dated pollen diagram from one of the sites, and used to reconstruct the patterns of blanket peat initiation on the moorlands. Three distinct phases of peat initiation in water-collecting situations, followed by subsequent spread to water-shedding situations, are recognized: c9000 BP, 7500-7000 BP; and c5500 BP. Published pollen analyses and radiocarbon dates of basal peat deposits at other upland sites in England and Wales show a similar protracted period of peat initiation (from c9000-1000 BP overall). It is concluded that the replacement of the upland forest and scrub of the early Flandrian period by moorland vegetation occurred in response to a complex of environmental changes, including forest clearance, climatic change and soil deterioration, that varied in their balance and timing from region to region. -from Author",35,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,61,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026273128,SCOPUS_ID:0026273128,2-s2.0-0026273128,Limiting nutrients in acid-mire vegetation: peat and plant analyses and experiments on plant responses to added nutrients,Hayati A.,Journal of Ecology,00220477,79,1,75-95,1991-01-01,1991,10.2307/2260785,"In pot experiments on a wet-heath peat from E Devon, Cirsium dissectum showed a strong positive response to lime but not to CaCl2, and to added P but not to N. Carex echinata responded strongly to lime, N and P. Peat samples were analysed from two lowland wet heaths (Ericion tetralicis), an upland blanket bog (Calluno-Sphagnion papillosi/Oxycocco-Ericion), and three upland poor-fens (Caricion nigrae). Extractable amounts of the major cations were similar at the six sites, with somewhat higher levels of K in the wet heaths, Mg and Na in the blanket bog, Ca in the poor-fens. The wet-heath sites were lowest in extractable NH4-N and P; highest NH4-N values were in the poor-fens. Total P was highest in the poor-fens; total Mn and Al were lowest in the blanket peat. Plant analyses suggested greater availability of Fe and Mn in the wet heath and poor-fen sites, but otherwise did not closely reflect the peat analyses. A nutrient-additional experiment with C. echinata showed that N and P were limiting growth on all sites. N was more strongly limiting on the wet heath peats and P on the blanket bog. Both N and P appeared more freely available in the poor-fen peats. K appeared to be in at least adequate supply in all but the blanket-bog peat. Differences in processes of N supply and uptake in the wet heaths and blanket bog on the one hand, and the poor-fens on the other, are suggested. -from Authors",45,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,62,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026270878,SCOPUS_ID:0026270878,2-s2.0-0026270878,Ecological genetic variation in seedbanks. III. Phenotypic and genetic differences between young and old seed populations of Carex bigelowii,Vavrek M.,Journal of Ecology,00220477,79,3,645-662,1991-01-01,1991,10.2307/2260659,"Three approaches were used to determine if phenotypic and genetic variation existed among seed subpopulations of different ages within an Arctic seed bank (Eagle Creek, Alaska): 1) morphology and growth rate of seedlings were compared under a common environment; 2) morphology, growth rates and ecological response to temperature-controlled environments and density were compared using vegetative offspring (ramets); and 3) relative competitive responses of ramets were compared under multiple environments. Phenotypic differences in leaf length and number of leaves were demonstrated among the subpopulations. Seedlings of the young subpopulation initially had longer leaves, a difference lost within 4 wk indicating that the difference was probably of maternal or historical origin. The young subpopulation consistently maintained a greater number of leaves across environments and through time, however. These differences indicate that genetic change occurred in the population under natural conditions within c200 yr. Consistent differences in response to environment and density were also found. The old subpopulation did not show as great a response to increasing temperature as the young subpopulation. Also, biomass of the old subpopulation was unaffected by an increase in density, whereas the young subpopulation showed less growth at increased density. The origin of these differences are probably due to evolutionary change within the extant, seed-producing population rather than genetic change occurring within the seed bank. (See also 92L/07922 and 07965) . -from Authors",30,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,63,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026270751,SCOPUS_ID:0026270751,2-s2.0-0026270751,The demography of northern populations of Panax quinquefolium (American ginseng),Charron D.,Journal of Ecology,00220477,79,2,431-445,1991-01-01,1991,10.2307/2260724,Panax quinquefolium in S Quebec reaches its northern limit of distribution in North America. All four examined populations possessed similar size-structure and flowering patterns. There was a net dominance of individuals of reproductive stages over non-reproductive individuals and annual mortality was higher for smaller plants (69-92%) than for larger ones (<10%). Differences were detected between the four populations with respect to reproductive and mortality rates. Values of λ (population growth rate) varied from 0.87-1.19. Elasticity analyses revealed that changes affecting size classes 3 and 4 (largest plants) had the highest impact on the populations. Simulations of the effects of harvesting plants showed that 0% (poor growing season) to 16% (good growing season) of the individuals of each size class of a population can be harvested without threatening population survival. -from Authors,94,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,64,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026267688,SCOPUS_ID:0026267688,2-s2.0-0026267688,The ecology and genetics of fitness in forest plants. I. Environmental heterogeneity measured by explant trials,Bell G.,Journal of Ecology,00220477,79,3,663-685,1991-01-01,1991,10.2307/2260660,"Environmental heterogeneity involves the overall variance of sites within an area, and the way in which the variance between sites changes with the distance separating them. In explant studies, plants are grown in samples of the environment under controlled conditions. Explant studies give conservative estimates of heterogeneity. This paper describes explant trials within a 50 × 50 m area of undisturbed Fagus grandifolia-Acer saccharum forest near Montreal, Quebec. Trials were conducted using Arabidopsis thaliana and another using Hordeum vulgare. Plants were sown into soil cores in the glasshouse, and several characters scored on each, including dry mass at harvest, which is closely related to reproductive success. Random sampling gave substantial and significant estimates of environmental variance for most characters, including all measures of dry mass in both species. (See also 92L/07963 and 08004). -from Authors",52,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,65,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026267569,SCOPUS_ID:0026267569,2-s2.0-0026267569,"Population sex ratios, population mixtures and fecundity in a clonal dioecious macrophyte, Vallisneria americana",Lovett Doust J.,Journal of Ecology,00220477,79,2,477-489,1991-01-01,1991,10.2307/2260727,"Sex ratios and plant densities were determined for three populations of Vallisneria americana in the Detroit River-St Clair River system. In this clonal aquatic macrophyte, the majority of ramets (58-72%) did not flower. The flowering ramets were significantly male-biased in their sex ratio, ranging from a male:female ratio of 9.9:1 at the northernmost, upstream site, to 3.2:1 at the southernmost site. Sites differed in the density of shoots present. Female plants had significantly greater mass and more leaves than males at each site, suggesting that female ramets need to be larger before they are capable of flowering. About half of all male flowers examined were sterile. Populations may be differentiated in their relative extents of clonal growth. -from Authors",33,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,66,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000359929,SCOPUS_ID:0000359929,2-s2.0-0000359929,Effects of water-table oscillation on redox property of peat in a floating mat,Haraguchi A.,Journal of Ecology,00220477,79,4,1113-1121,1991-01-01,1991,10.2307/2261102,"(1) Seasonal changes in redox potential (Eh) of peat were investigated in a floating mat which experiences a periodical inundation. In the inundated season (late December-June), Eh of the peat within 3cm of the surface was 150-200 mV vs. NHE (standard hydrogen electrode) and it fluctuated little. It became <50mV in July, although the mat surface emerged from water and the peat surface was in direct contact with the air. (2) Redox potential began to increase in late July and reached its maximum in early November. Maximum Eh in slightly elevated areas (Menyanthes trifoliata community accompanied by Eriocaulon hondoense f. pilosum) WaS 484mV, although the value in the relatively low area (pure community of M. trifoliata) Was 295 mV. (3) An experiment on artificial emergence of submerged peat using plastic pots with peat supported the field observations. Even in peat that was exposed to the air in and after early May (2 months earlier than the emergence of mat surface), the peat near the surface became reducing in July as the surface of the floating mat. The earlier the peat exposed to the air, the higher the Eh became in autumn.",16,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,67,NA,NA,13652745
