@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,dc:description,pubmed-id,author-count.$,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/79952795550,SCOPUS_ID:79952795550,2-s2.0-79952795550,Karyotype and male pre-reductional meiosis of the sharpshooter Tapajosa rubromarginata (Hemiptera: Cicadellidae),Revista de Biologia Tropical,00347744,59,1,309-314,2011-03-01,March 2011,5,Journal,ar,Article,100,4,13567,undefined,0,FALSE,134,de Bigliardo G.,"Cicadellidae in one of the best represented families in the Neotropical Region, and the tribe Proconiini comprises most of the xylem-feeding insects, including the majority of the known vectors of xylem-born phytopathogenic organisms. The cytogenetics of the Proconiini remains largely unexplored. We studied males of Tapajosa rubromarginata (Signoret) collected at El Manantial (Tucumán, Argentina) on native spontaneous vegetation where Sorghum halepense predominates. Conventional cytogenetic techniques were used in order to describe the karyotype and male meiosis of this sharpshooter. T. rubromarginata has a male karyological formula of 2n=21 and a sex chromosome system XO:XX (♂:♀). The chromosomes do not have a primary constriction, being holokinetic and the meiosis is pre-reductional, showing similar behavior both for autosomes and sex chromosomes during anaphase I. For this stage, chromosomes are parallel to the acromatic spindle with kinetic activities in the telomeres. They segregate reductionally in the anaphase I, and towards the equator during the second division of the meiosis. This is the first contribution to cytogenetic aspects on proconines sharpshooters, particularly on this economic relevant Auchenorrhyncha species.",21513200,4,Cicadellidae | Holokinetic chromosomes | Insecta | Karyotype | Proconiini | Sex chromosomes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952794264,SCOPUS_ID:79952794264,2-s2.0-79952794264,In vitro rhizogenesis: Histoanatomy of Cedrela odorata (Meliaceae) microcuttings,Revista de Biologia Tropical,00347744,59,1,447-453,2011-03-01,March 2011,14,Journal,ar,Article,100,3,13567,undefined,0,FALSE,135,Millán-Orozco L.,"Cedrela odorata (Meliaceae) is considered as one of the most valuable forest tree in the tropics. Clonal propagation of this species provide an alternative method to propagate superior genotypes, being the production of good quality adventitious roots one of the most important steps in micropropagation techniques. The sequence of anatomical changes that takes place during the formation of adventitious roots in shoots of Cedrela odorata cultured in vitro is described in this study. Eigth-week-old shoots, from multiplication cultures, were rooted in Murashige and Skoog ́s medium (1962) with half-strength macronutrients and with 0 or 1mg/l indole-3-butyric acid (IBA). Between 12 and 24h after the start of rooting, some cambium, phloem and interfascicular parenchyma cells became dense cytoplasm, nuclei with prominent nucleoli and the first cell divisions were observed, especially in shoots treated with auxin (dedifferentiation phase). After 3-4 days, the number of dedifferentiated cells and mitotic divisions increased considerably, and the formation of groups of some 30-40 meristematic cells (meristemoids) was observed (induction phase). The first primordial roots developed from the 4th-5th day. The vascular tissues of these primordia connected to those of the explant, and roots began to emerge from the base by day 6. Development of the primordial roots was similar in the control shoots and shoots treated with 1mg/l IBA, although there were more roots per explant in the latter.",21513204,3,Adventitious rooting | Anatomical study | Histology | In vitro culture | Spanish cedar,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952793817,SCOPUS_ID:79952793817,2-s2.0-79952793817,"Dinoflagellates (Dinophyta) of orders Dinophysiales and Prorocentrales of the Veracruz Reef System, Mexico",Revista de Biologia Tropical,00347744,59,1,501-514,2011-03-01,March 2011,4,Journal,ar,Article,100,3,13567,undefined,0,FALSE,136,Parra-Toriz D.,"Dinoflagellates are a major taxonomic group in marine phytoplankton communities in terms of diversity and biomass. Some species are also important because they form blooms and/or produce toxins that may cause diverse problems. The composition of planktonic dinoflagellates of the orders Prorocentrales and Dinophysiales, in the Veracruz Reef System, were obtained during the period of October 2006 to January 2007. For this, samples were taken from the surface at 10 stations with net of 30μm mesh, and were analyzed by light and scanning electron microscopy. Each species was described and illustrated, measured and their distribution and ecological data is also given. A total of nine species were found and identified, belonging to four genera: Dinophysis was represented by three species; Prorocentrum by three, Phalacroma by two, and only one species of Ornithocercus was detected. From the samples, four potentially toxin-producer species were found: Dinophysis caudata, D. rapa, Phalacroma rotundata and Prorocentrum micans. The number of species found in this study is low, especially considering the higher numbers observed in other areas of the Gulf of Mexico, where some reports have recorded up to 53 species of the order Dinophysiales and 14 for Prorocentrales. Identification keys for orders, genera and species for the study area are provided with this study.",21516662,3,Dinoflagellates | Morphology | Phytoplankton | Taxonomy | Veracruz reef system,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952793223,SCOPUS_ID:79952793223,2-s2.0-79952793223,Illustrated key for the Chilean fishes of the family Serranidae (Teleostei: Perciformes),Revista de Biologia Tropical,00347744,59,1,247-253,2011-03-01,March 2011,2,Journal,ar,Article,100,3,13567,undefined,0,FALSE,137,Pequeño G.,"A taxonomic key for identification of fish species of the family Serranidae of Chile, grouped in the subfamilies Epinephelinae, Serraninae and Anthiinae is presented. Basic data about the taxonomic of the group to facilitate the identification is given. In each specific case, the geographical distribution is showed. Reduced illustrations for the currently 13 serranid species considered in the Chilean ichthyofauna are included.",21516648,3,Chile | Serranidae | South Eastern Pacific | Taxonomy,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952793221,SCOPUS_ID:79952793221,2-s2.0-79952793221,Antioxidant effect and polyphenol content of Syringodium filiforme (Cymodoceaceae),Revista de Biologia Tropical,00347744,59,1,465-472,2011-03-01,March 2011,2,Journal,ar,Article,100,5,13567,undefined,0,FALSE,138,García K.L.G.,"The marine phanerogam Syringodium filiforme, known as ""manatee grass"", is a common species that grows in coastal areas associated to Thalassia testudinum. With the aim to describe some of its possible chemical characteristics, this study was performed with a sample of 1.2kg, collected in March 2009, in Guanabo beach, Havana, Cuba. The sample was dried (less than 12% humidity) and a total extract prepared; other three extracts were prepared with the use of solvents of increasing polarity. The phytochemical screening and analytical determinations of each fraction were undertaken Total polyphenol content was determined using pyrogallol as reference ́s standard; chlorophyll a and b and anthocyanin content were also quantified. Total extract and fractions antioxidant activity were evaluated by using the free radical scavenging activity assay with 1,1-Diphenyl-2-Picrylhydrazyl reactive (knowing as DPPH ́s method). The phytochemical screening of the different extracts detected the presence of high concentrations of flavonoids, phenols, terpenes, antocyaninns, reducing sugars and alkaloids. The total extract and methanol fraction showed significant free radical scavenging properties, while the petroleum ether fraction showed moderate activity, and the chloroform fraction and the aqueous soluble precipitate (residual salt) obtained didn't show antioxidant properties against free radicals. The results of this work confirmed the potentialities of this species for biological purposes.",21516660,5,Antioxidant activity | Phenolic compounds | Phytochemistry | Syringodium filiforme,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952792576,SCOPUS_ID:79952792576,2-s2.0-79952792576,Historic record of Gastrotheca ovifera (Anura: Hemiphractidae): Decline evidence in Venezuelan coastal cloud forests,Revista de Biologia Tropical,00347744,59,1,329-345,2011-03-01,March 2011,3,Journal,ar,Article,100,5,13567,undefined,0,FALSE,139,Valera-Leal J.,"G. ovifera is a marsupial frog of the cloud and riparian forest from Western and Litoral sections of the Venezuelan Cordillera de la Costa (820-2 000m). This amphibian is considered as an endangered species by the IUCN Species Red List, due to its population decline in pristine and well preserved environments. This conservation status is based on anecdotic interpretations. We collected disperse data from museum records (national and international) and explored the possible association between collection records and precipitation data available for the Henri Pittier National Park (PNHP). Likewise, we carried out a systematic population monitoring of G. ovifera in historic and additional localities among the cloud forest of Rancho Grande, PNHP. We found 106 individuals in 11 zoological collections deposited during 1929-2007. After an effort of 646 hours/ person we did not detect G. ovifera individuals in the evaluated localities; as well as no statistical significant associations between the annual precipitation average and the historic records of the species during 1941-1997 period (rs=-0.054, p=0.820, n=19). We discussed the distribution, fluctuation and population changes of this species, analyzing it conservation status.",21516654,5,Amphibian decline | Gastrotheca ovifera | Henri Pittier National Park | Marsupial frogs | Museum data,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952789512,SCOPUS_ID:79952789512,2-s2.0-79952789512,Reproductive season onset and time invested in territory defense in Colinus leucopogon males (Galliformes: Odontophoridae),Revista de Biologia Tropical,00347744,59,1,363-372,2011-03-01,March 2011,6,Journal,ar,Article,100,1,13567,undefined,0,FALSE,140,Sandoval L.,"The factors that determine the onset of the reproductive season and the relationship between territory defense and mating success of Colinus leucopogon males are unknown. Here I report on climatic variables influencing the time of permanence on the territory, and how this affects the species mating success. I also analyze the relationship between the time devoted by males on territory defense and the relationship of song and territorial characteristics. The onset of the reproductive season was determined by an amount of rain greater than 14.3mm during March, favouring the food availability and nesting places abundance, and also allowed an increase in the reproductive success of Colinus leucopogon. The time invested in territory defense by males was not related with their mating success. Moreover, the duration in territory defense was similar for males that paired, compared with those that did not. In addition, song and territory characteristics were not related with males invested time in their territory defense. Therefore, this could be another reason explaining the lack of a relationship between the duration in the territories by males and pair formation, and suggests that song characteristics strongly influence the formation of pairs in this species.",21516656,1,Mating success | Rain season | Reproduction | Song | Spot-bellied Bobwhite | Territory behaviour,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952787930,SCOPUS_ID:79952787930,2-s2.0-79952787930,Effects of salinity on growth and survival in five Artemia franciscana (Anostraca: Artemiidae) populations from Mexico Pacific Coast,Revista de Biologia Tropical,00347744,59,1,199-206,2011-03-01,March 2011,8,Journal,ar,Article,100,6,13567,undefined,0,FALSE,141,Castro-Mejía J.,"Salinity is an important factor influencing growth and survival of aquatic organisms such as Artemia, a valuable aquaculture species. This study evaluated the effects of salinity on A. franciscana populations from different water bodies in Mexico's Pacific Coast. With this purpose, five autochthonous bisexual Artemia populations were tested to assess their survival and growth values against salinities of 40, 60, 80, 100 and 120g/l, under laboratory conditions (25±2oC; pH 8-10; constant light and aeration). The organisms were fed with 100mL of rice bran and 2L of Tetraselmis suecica (500 000cel/ml). The culture experiments were made in 200L plastic tanks, and survival and growth final values were obtained after 21 culture days. Survival and growth curves were determined by a regression analysis (R2). The significant differences between salinities were determined by ANOVA test (p<0.05). The best survival and growth rates were found at salinities of 100-120g/l. When the Mexican Artemia populations were cultivated at 40g/l of salinity, 100% mortality was observed in the juvenile stage. This study determined that survival and growth values of A. franciscana populations increased with salinity. The five A. franciscana populations presented significant differences in their survival rate under various salinity regimes. The studied populations experienced high mortality at salinities under 60g/l and over 200g/l, and especially during the metanauplius stage. The present study confirms that growth rates in Mexican A. franciscana populations from Pacific Coast habitats are not inversely proportional to salinity. These A. franciscana populations should be cultured at 100-120g/l of salinity to obtain better survival and growth rates. This data is useful to improve culture systems in aquaculture biomass production systems.",21513197,6,Artemia franciscana | Growth | Mexico | Pacific coast | Salinity | Survival,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952787164,SCOPUS_ID:79952787164,2-s2.0-79952787164,Hurricane impact on Thalassia testudinum (Hydrocharitaceae) beds in the Mexican Caribbean,Revista de Biologia Tropical,00347744,59,1,385-401,2011-03-01,March 2011,12,Journal,ar,Article,100,4,13567,undefined,0,FALSE,142,Arellano-Méndez L.,"Hurricanes have increased in strength and frequency as a result of global climate change. This research was conducted to study the spatio-temporal distribution and changes of Thalassia testudinum, the dominant species in Bahia de la Ascension (Quintana Roo, Mexico), when affected by heavy weather conditions. To complete this objective, a 2001 Landsat ETM+ image and the information from 525 sampling stations on morpho-functional and coverage of T. testudinum were used, and the seeds generated for the classification of eight benthic habitats. To quantify the changes caused by two hurricanes, we used two images, one of 1988 (Gilberto) and another of 1995 (Roxanne); other three data sets (2003, 2005 and 2007) were also used to describe the study area without major weather effects. Six categorial maps were obtained and subjected to analysis by 8 Landscape Ecology indexes, that describe the spatial characteristics, structure, function, change of the elements (matrix-patch-corridor), effects on ecosystems, connectivity, edges, shape and patch habitat fragmentation. Models indicate that T. testudinum may be classified as a continuum (matrix), since the fragments were not observed intermittently, but as a progression from minimum to maximum areas in reference to their coverage (ecological corridors). The fragments do not have a regular shape, indicating that the impacts are recent and may be due to direct effects (high-intensity hurricanes) or indirect (sediment). Fragments of type ""bare soils"" have a discontinuous distribution, and are considered to be the sites that have remained stable over a long timescale. While more dense coverage areas (""beds"", ""medium prairie"" and ""prairie"") have low fragmentation and high connection of fragments. Features have an irregular perimeter and radial growth of formal; suggesting that the impact of meteors has no effect on the resilience of T. testudinum in this ecosystem, indicating good environmental quality to grow in this bay.",21516658,4,Fragmentation coverage | Global climate change | Hurricanes | Indexes | Landsat ETM+ | Landscape ecology | Resilience | Thalassia testudinum,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952783294,SCOPUS_ID:79952783294,2-s2.0-79952783294,Diversity and microstructure of quitons (Mollusca: Polyplacophora) from the Caribbean of Costa Rica,Revista de Biologia Tropical,00347744,59,1,129-136,2011-03-01,March 2011,4,Journal,ar,Article,100,2,13567,undefined,0,FALSE,143,García-Ríos C.I.,The polyplacophorans of the coral reef on the Caribbean coast of Costa Rica have been insufficiently studied. The examination of coral rubble accumulated in the shallow sublitoral waters on four collection stations in Provincia Limón revealed a higher diversity of chitons than was documented. From the country eight species were previously known: Ischnochiton erythronotus (C.B. Adams 1845); Ischnoplax pectinata (Sowerby 1840); Stenoplax boogii (Haddon 1886); S. purpurascens (C.B. Adams 1845); Acanthopleura granulata (Gmelin 1791); Chiton marmoratus Gmelin 1791; C. tuberculatus Linnaeus 1758 and Acanthochitona rhodea (Pilsbry 1893). This study added five more species that are reported here for the first time: Callistochiton portobelensis Ferreira 1976; Ischnochiton kaasi Ferreira 1987; I. pseudovirgatus Kaas 1972; Acanthochitona balesae Abbott 1954 and Cryptoconchus floridanus (Dall 1889).,21516641,2,Caribbean coast | Costa Rica | Mollusca | New records | Polyplacophora,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952783293,SCOPUS_ID:79952783293,2-s2.0-79952783293,"Influence of lunar cycle on catches of spiny lobster Panulirus argus (Decapoda: Palinuridae) in the Gulf of Batabanó, Cuba",Revista de Biologia Tropical,00347744,59,1,207-216,2011-03-01,March 2011,4,Journal,ar,Article,100,3,13567,undefined,0,FALSE,144,Lopeztegui A.,"Many biological processes such as reproductive and migratory behaviours have been associated with moon cycles. In this study, the nocturnal light levels associated with lunar cycle (INT) were correlated with daily catch rate of lobster P. argus, during seven lunar months of 2002 fishing period, to determine a possible relationship between these variables. The lobster catches were obtained from three fishing companies that develop their activities in the Gulf of Batabanó: EPICOL that fishes in Coloma area; PESCAHABANA in Batabanó area and PESCAISLA in Isla area. Daily catch per boat (CDB) was used as a measurement of daily catch variations (catch rate). The correlation was analyzed showing it in chronological graphs based on average of CDB per lunar phases, comparing lobster catch rate per lunar phases -with the Kruskal-Wallis test-. Spearman rank correlation coefficient and cross correlation techniques were also applied. Similarities between lobster catch rate and the lunar cycle were not found. Spearman rank correlation coefficient was modularly smaller than 0.1 in all cases and demonstrated quantitatively that correlation between CDB and INT does not exist. Kruskal-Wallis test detected differences only in Batabanó area but not when making the analyses for the whole Gulf of Batabanó. Finally, the cross correlations do not detected significance in any zone, as well. It is concluded that, in opposition to what other authors have reported, the catch rates of P. argus and the lunar cycle did not show significant correlation in the Gulf of Batabanó. This trend was independent of the fishing art, which varied according to the time of the year that was analyzed.",21516646,3,Catch rate | Cross correlation | Gulf of batabanó | Lunar cycle | Panulirus argus | Spiny lobster,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952782468,SCOPUS_ID:79952782468,2-s2.0-79952782468,In-vitro predatory activity of nematophagous fungi from Costa Rica with potential use for controlling sheep and goat parasitic nematodes,Revista de Biologia Tropical,00347744,59,1,37-52,2011-03-01,March 2011,10,Journal,ar,Article,100,7,13567,undefined,0,FALSE,145,Soto-Barrientos N.,"In tropical and subtropical regions of the world, parasitic diseases are a main cause of losses in livestock productivity. The increased acquired resistence to anthelmintics by gastrointestinal nematodes, requires biological control be considered as a potential feasible and effective alternative. The most effective natural soil enemies of nematodes are nematophagous fungi. In order to collect and identify predator nematophagous fungi (PNF), samples were obtained from 51 farms distributed throughout the seven provinces of Costa Rica. The origin samples included: soil from different crops (potatoes, tomatoes, bananas, ornamental plants, squash and coffee); animal feces (cattle, sheep, goat and horse); soil and fallen leaves from forest; and plants with signs of nematode infection. Each sample was processed using three techniques for the extraction of fungi from soil: sprinkling technique, soil dilution and humidity chamber. Twenty four strains of nematophagous fungi were found in 19 farms; 83.3% of the fungi were isolated by sprinkling technique. The following fungi were idenified: Arthrobotrys oligospora (n=13); Candelabrella musiformis (n=9); and for the first time there was isolation of A. conoides (n=1) and A. dactyloides (n=1) in the country. Moreover, 16 strains from Trichoderma (n=13), Beauveria (n=1), Clonostachys (n=1) and Lecanicillium (n=1) were obtained. In addition, pH of each possible fungal isolation source was measured, and it varied from 5.2 to 9.9, however PNF isolates fell within the range of 5.6 to 7.5. The PNF strains were cultivated in four different media for the production of chhlamydospores: potato dextrose agar (PDA); corn meal agar (CMA); malt extract agar (MEA) and potato carrot agar (PCA). Out of these cultures, 95.8% of the strains formed chlamydospores primarily in the PCA. Of these strains, the profilic spore producers were subjected to ruminant artificial gastrointestinal conditions. A total of 14 fungi were tested, out of which 42.9% survived the digestive analysis. Neither A. conoides nor A. dactyloides were viable following the in vitro gastrointestinal test. The PNF isolated in this study demostrated an action against ovine and caprine gastrointestinal nematodes and are candidates for use in biological control of these organisms. Among these microorganisms, Candelabrella musiformis appears to be the most promising fungi for use as a biological control agent in Costa Rica.",21513192,7,Arthrobotrys spp | Candelabrella musiformis | Chlamydospores | Predatory nematophagous fungi,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952778413,SCOPUS_ID:79952778413,2-s2.0-79952778413,"Distribution, population parameters, and diet of Astropecten marginatus (Asteroidea: Astropectinidae) in the Venezuelan Atlantic coast",Revista de Biologia Tropical,00347744,59,1,53-69,2011-03-01,March 2011,9,Journal,ar,Article,100,3,13567,undefined,0,FALSE,146,Ortega I.,"Astropecten marginatus is a sea star widely distributed in Northern and Eastern South America, found on sandy and muddy bottoms, in shallow and deep waters. To describe some of its ecological characteristics, we calculated it spatial-temporal distribution, population parameters (based on size and weight) and diet in the Orinoco Delta ecoregion (Venezuela). The ecoregion was divided in three sections: Golfo de Paria, Boca de Serpiente and Plataforma Deltana. Samples for the rainy and dry seasons came from megabenthos surveys of the ""Línea Base Ambiental Plataforma Deltana (LBAPD)"" and ""Corocoro Fase I (CFI)"" projects. The collected sea stars were measured, weighted and dissected by the oral side to extract their stomach and identify the preys consumed. A total of 570 sea stars were collected in LBAPD project and 306 in CFI one. The highest densities were found during the dry season in almost all sections. In LBAPD project the highest density was in ""Plataforma Deltana"" section (0.007±0.022ind/m2 in dry season and 0.014±0.06ind/m2 in rainy season) and in the CFI project the densities in ""Golfo de Paria"" section were 0.705±0.829ind/m2 in rainy season and 1.027±1.107ind/m2 in dry season. The most frequent size range was 3.1-4.6cm. The highest biomass was found in ""Golfo de Paria"" section (7.581±0.018mg/m2 in dry season and 0.005±6.542×10-06mg/m2 in rainy season for 2004-2005 and 3.979±4.024mg/m2 in dry season; and 3.117±3.137mg/m2 in rainy season for 2006). A linear relationship was found between the sea star size and its weight but no relationship was observed between its size and the depth where it was collected. Mollusks are dominant in the sea star diet (47.4% in abundance). The diet in any of the sections, seasons or between projects or size class was heterogeneous, using multivariate ordinations (MDS) and SIMPER analysis and there was no difference in the prey number or food elements that a sea star can eat. Although A. marginatus has been described as a predator, in this study were also inferred scavenger and detritivorous habits.",21516638,3,Astropecten marginatus | Astropectinidae | Diet | Distribution | Echinodermata | Megabenthos | Venezuela,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952778412,SCOPUS_ID:79952778412,2-s2.0-79952778412,"Effect of probiotic bacteria on survival and growth of Cortez oyster larvae, Crassostrea corteziensis (Bivalvia: Ostreidae)",Revista de Biologia Tropical,00347744,59,1,183-191,2011-03-01,March 2011,21,Journal,ar,Article,100,6,13567,undefined,0,FALSE,147,Campa-Córdova A.,"Disease control problems have major constraints in aquaculture production, and the use of probiotics in larviculture is a valid alternative to antibiotics. This study analyzed the effect of probiotic bacteria on survival and final size of Cortez oyster larvae Crassostrea corteziensis. Two different probiotic concentrations were evaluated, 1×104 and 1×105CFU/ml of Lactic acid bacteria (strain NS61) isolated from Nodipecten subnodosus, and bacilli isolated from the white leg shrimp, Litopenaeus vannamei (Pseudomonas aeruginosa, strain YC58) and C. corteziensis (Burkholderia cepacia, strain Y021). Bacteria were added directly into culture tanks, starting the bioassays from veliger to pediveliger stages as follows: (1) Control, without probiotics; (2) lactic acid bacteria (Lb); (3) bacilli mix (Mb) in a proportion 1:1. Results showed a higher larval survival with Lb and Mb at a dose of 1×104CFU/ml compared to the control group. Larvae exposed to Mb at 1×105CFU/ml showed higher survival than Lb and control. Larval final size was not significantly increased with the tested probiotics, but larvae treated with Lb at 1×105CFU/ml showed less survival rate than those treated at 1×104CFU/ml. This study showed the beneficial effect of these probiotics, added individually or mixed in C. corteziensis larvae culture.",21516645,6,"Growth | Larvae, Crassostrea corteziensis | Probiotic bacteria | Survival",NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952777604,SCOPUS_ID:79952777604,2-s2.0-79952777604,"Hematology and blood cell cytochemistry of Rhinella fernandezae (Amphibia: Anura) from Espinal and Delta-Islands of Paraná River, Argentina",Revista de Biologia Tropical,00347744,59,1,17-28,2011-03-01,March 2011,14,Journal,ar,Article,100,7,13567,undefined,0,FALSE,148,Cabagna Zenklusen M.,"The description of amphibian hematology is scarce and most of these studies have been done in species from North America, Asia and Europe. With the purpose to obtain basic hematological information of Rhinella fernandezae, 23 blood samples from Santa Fe and Entre Ríos natural reserves were studied. Blood of each individual was extracted by cardiac puncture and hemograms were carried out. Morphological and cytochemical description of blood cells were analyzed in slides and were inspected for extra and intra cellular parasites. Five leucocytes types were observed, being lymphocytes the predominant ones followed by basophiles. Heterophils and eosinophils were positive to PAS, Sudan B and peroxidase. The erythrocytes and its precursors were negative for cytochemical reactions. Micronuclei and nuclear alterations frequencies were scarce. No significant differences (p>0.05) were observed between sexes neither in hemograms nor in blood cells morphology. Microfilarias were the only hemoparasites found with a relative low prevalence and infection intensity. The hematological characteristics studied were similar to those reported for other amphibians, suggesting that R. fernandezae individuals present optimal nutritional and immunological status.",21516637,7,Blood cell morphology | Bufonidae | Citochemistry | Hematology parameters | Rhinella fernandezae,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952777394,SCOPUS_ID:79952777394,2-s2.0-79952777394,Thermal parameters changes in males of Rhinella arenarum (Anura:Bufonidae) related to reproductive periods,Revista de Biologia Tropical,00347744,59,1,347-353,2011-03-01,March 2011,8,Journal,ar,Article,100,2,13567,undefined,0,FALSE,149,Sanabria E.A.,"The regulation of body temperature in ectotherms has a major impact in their physiological and behavioral processes. Observing changes in thermal parameters related with reproduction allows us to better understand how Rhinella arenarum optimizes a thermal resource. The aim of this study was to compare the thermal parameters of this species between breeding and non-breeding periods. In the field, we recorded the body temperature from captured animals, the air temperature, and the temperature of the substrate. In the laboratory, we measured the temperature R. arenarum selected on a thermal gradient and the critical extreme temperatures. The results of our study show variations in thermal parameters between the two situations studied. This species makes efficient use of thermal resources during the breeding period by basking to significantly increase body temperature. Because calling is energetically costly for males, this behavior results in increased efficiency to callers during the breeding period.",21513201,2,Argentina | Reproduction | Rhinella arenarum | Selected temperature | Thermal extremes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952776254,SCOPUS_ID:79952776254,2-s2.0-79952776254,"Lipid and fatty acid profile of Perna viridis, green mussel (Mollusca: Bivalvia) in different areas of the Eastern Venezuela and the West coast of Trinidad",Revista de Biologia Tropical,00347744,59,1,171-182,2011-03-01,March 2011,3,Journal,ar,Article,100,4,13567,undefined,0,FALSE,150,Koftayan T.,"The species Perna viridis is a highly consumed species, which fast growth makes it an interesting aquaculture alternative for Venezuelan and Trinidad coasts. With the aim to contribute with its nutritional value information, this study analyzed lipid and fatty acid contents from samples taken in five locations from Eastern Venezuela and three from Trinidad West Coast. Total lipids were extracted and quantified, from a pooled sample of 100 organisms per location, by standard gravimetric methods, and their identification and quantification was done by TLC/FID (Iatroscan system). Furthermore, the esterified fatty acids of total lipid, phospholipids and triacylglycerols were identified and quantified by gas chromatography. Eastern Venezuela samples from Los Cedros, La Brea and Chaguaramas showed the highest total lipid values of 7.92, 7.74 and 7.53, respectively, and the minimum values were obtained for La Restinga (6.08%). Among lipid composition, Chacopata samples showed the lowest phospholipid concentration (48.86%) and the maximum values for cholesterol (38.87%) and triacylglycerols (12.26%); besides, La Esmeralda and Rio Caribe samples exhibited maximum phospholipids (88.71 and 84.93 respectively) and minimum cholesterol (6.50 and 4.42%) concentrations. Saturated fatty acids represented between 15.04% and 65.55% within total lipid extracts, with maximum and minimum values for La Esmeralda and Chacopata, respectively. Polyunsaturated results resulted between 7.80 and 37.18%, with higher values in La Brea and lower values in La Esmeralda. For phospholipids, saturated fatty acids concentrations varied between 38.81 and 48.68% for Chaguaramas and Chacopata samples, respectively. In the case of polyunsaturated fatty acids, these varied between non detected and 34.51%, with high concentrations in Los Cedros (27.97%) and Chaguaramas (34.51%) samples. For the triacylglycerols, the saturated fatty acids composition oscillated between 14.27 and 53.80% with low concentrations for Chacopata and high concentration for La Restinga; the polyunsaturated fatty acids were between 4.66 and 35.55% with lower values for Chacopata and higher values for Chaguaramas samples. P. viridis is recommended for human being consumption, according to the high content of unsaturated fatty acids found for this species.",21516644,4,Bivalve | Fatty acids | Lipids | Perna viridi | Triaciylglycerol,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952776253,SCOPUS_ID:79952776253,2-s2.0-79952776253,"Mammals' camera-trapping in Sierra Nanchititla, Mexico: Relative abundance and activity patterns",Revista de Biologia Tropical,00347744,59,1,373-383,2011-03-01,March 2011,48,Journal,ar,Article,100,5,13567,undefined,0,FALSE,151,Monroy-Vilchis O.,"Species conservation and their management depend on the availability of their population behavior and changes in time. This way, population studies include aspects such as species abundance and activity pattern, among others, with the advantage that nowadays new technologies can be applied, in addition to common methods. In this study, we used camera-traps to obtain the index of relative abundance and to establish activity pattern of medium and large mammals in Sierra Nanchititla, Mexico. The study was conducted from December 2003 to May 2006, with a total sampling effort of 4 305 trap-days. We obtained 897 photographs of 19 different species. Nasua narica, Sylvilagus floridanus and Urocyon cinereoargenteus were the most abundant, in agreement with the relative abundance index (RAI, number of independent records/100 trap-days), and according to previous studies with indirect methods in the area. The activity patterns of the species showed that 67% of them are nocturnal, except Odocoileus virginianus, Nasua narica and others. Some species showed differences with previously reported patterns, which are related with seasonality, resources availability, organism sex, principally. The applied method contributed with reliable data about relative abundance and activity patterns.",21516657,5,Abundance | Camera-traps | Mammals | Nocturnal habits,NA,NA,NA,NA,NA
