@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:description,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0037829282,SCOPUS_ID:0037829282,2-s2.0-0037829282,Adaptive plasticity in ontogenetic niche shifts stabilizes consumer-resource dynamics,Takimoto G.,American Naturalist,00030147,162,1,93-109,2003-07-01,1 July 2003,10.1086/375540,34,12856239,Journal,ar,Article,100,1,1,Adaptive behavior | Bluegill | Largemouth bass | Perch | Persistence | Time delays,12604,undefined,0,FALSE,NA,NA,70,"Ontogenetic niche shifts, changes in the diet or habitats of organisms during their ontogeny, are widespread among various animal taxa. Ontogenetic niche shifts introduce stage structure in a population with different stages interacting with different communities and can substantially affect their dynamics. In this article, I use mathematical models to test the hypothesis that adaptive plasticity in the timing of ontogenetic niche shifts has a stabilizing effect on consumer-resource dynamics. Adaptive plasticity allows consumers in one ontogenetic niche to perform an early shift to the next ontogenetic niche if the resource density of the first niche is low. The early shift will reduce predation by the consumer on the scarce resource. On the other hand, adaptive plasticity allows consumers to delay their shift to the next niche if the resource density of the first niche is high. The delayed shift will increase the predation on the abundant resource. As a result, the scarce resource will tend to increase, and the abundant resource will tend to decrease. This causes density-dependent negative feedback in the resource dynamics, which stabilizes the consumer-resource dynamics. To test this hypothesis, I compare three consumer-resource models differing in terms of mechanisms controlling the timing of the ontogenetic niche shift: the fixed-age model assumes that the age at which the ontogenetic niche shift occurs is fixed; the fixed-size model assumes that the size at the shift is fixed; and the adaptive plasticity model assumes that the timing of the shift is such that the individual fitness of the consumer is maximized. I show that only the adaptive plasticity model has a locally stable equilibrium and that the stabilizing effect is due to the density-dependent negative feedback in the resource dynamics. I discuss the ontogenetic niche shifts of lake fish in light of the obtained result.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037491752,SCOPUS_ID:0037491752,2-s2.0-0037491752,The importance of the natural sciences to conservation: (An American Society of Naturalists Symposium Paper),Dayton P.K.,American Naturalist,00030147,162,1,1-13,2003-07-01,1 July 2003,10.1086/376572,126,12856233,Journal,cp,Conference Paper,100,1,1,Conservation | Ecosystem | Education | Fisheries | Natural history | Recoverability | Restoration | Stability | Taxonomy,12604,undefined,0,FALSE,NA,NA,71,"The last century has seen enormous environmental degradation: many populations are in drastic decline, and their ecosystems have been vastly altered. There is an urgent need to understand the causes of the decline, how the species interact with other components of the environment, and how ecosystem integrity is determined. A brief review of marine systems emphasizes the importance of natural sciences to understanding the systems and finding solutions. These environmental crises coincide with the virtual banishment of natural sciences in academe, which eliminate the opportunity for both young scientists and the general public to learn the fundamentals that help us predict population levels and the responses by complex systems to environmental variation. Science and management demands that complex systems be simplified, but the art of appropriate simplification depends on a basic understanding of the important natural history. It seems unlikely that meaningful conservation and restoration can be accomplished unless we recover the tradition of supporting research in and the teaching of natural history. We must reinstate natural science courses in all our academic institutions to insure that students experience nature first-hand and are instructed in the fundamentals of the natural sciences.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037491745,SCOPUS_ID:0037491745,2-s2.0-0037491745,The influence of neighbor relatedness on multilevel selection in the Great Lakes sea rocket,Donohue K.,American Naturalist,00030147,162,1,77-92,2003-07-01,1 July 2003,10.1086/375299,64,12856238,Journal,ar,Article,100,1,1,Competition | Dispersal | Genetic relatedness | Group selection | Levels of selection | Natural selection,12604,undefined,0,FALSE,NA,NA,72,"Natural selection can operate at the individual and group level in natural populations. This study investigates the ecological factors that determine the relative importance of individual versus group selection. In particular, it determines how the relatedness of interacting neighbors influences multilevel natural selection in a population of the Great Lakes sea rocket. Focal plants were grown in groups of siblings, groups of plants that were themselves siblings but unrelated to the focal plants, and groups of plants with mixed genotypes. Significant group selection on plant size was observed only when the neighbors were siblings but not when they were unrelated. In sibling groups, individuals with heavier stems had higher fitness, and individuals growing with heavier but shorter neighbors also had higher fitness. Thus, individual and group selection on stem weight operated in the same direction. The detection of group selection in sibling groups can be attributed in part to an increased opportunity for group selection in these groups since sibling groups differed more from one another than the other group types. In addition, the quality of the selective environment in sibling groups may have differed from that for the other group types. Group selection was therefore more prevalent in the most genetically structured sample, in which responses to group selection are also most likely to occur.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038641042,SCOPUS_ID:0038641042,2-s2.0-0038641042,Mussel disturbance dynamics: Signatures of oceanographic forcing from local interactions,Guichard F.,American Naturalist,00030147,161,6,889-904,2003-06-01,1 June 2003,10.1086/375300,102,12858274,Journal,re,Review,100,5,5,Benthic communities | Criticality | Lattice model | Scale invariance | Self-organization | Wave disturbance,12604,undefined,0,FALSE,NA,NA,73,"Local interactions, biotic and abiotic, can have a strong influence on the large-scale properties of ecosystems. However, ecological models often explore the influence of local biotic interactions where physical disturbance is included as a large-scale and imposed source of variability but is not allowed to interact with biotic processes at the local scale. In marine intertidal communities dominated by mussels, wave disturbances create gaps in the mussel bed that recover through a successional sequence. We present a lattice model of mussel disturbance dynamics that allows local interactions between wave disturbance and mussel recolonization, in which each cell of the lattice can be empty, occupied by a mussel bed element, or disturbed (which corresponds to a newly disturbed cell that has unstable edges). As in natural ecosystems, wave disturbance can also spread from disturbed to adjacent occupied cells, and recolonization can also spread from occupied to adjacent empty cells. We first validate the local rules from artificial gap experiments and from natural gap monitoring along the Oregon coast. We analyze the properties of the model system as a function of different oceanographic forcings of productivity and disturbance. We show that the mussel bed can go through phase transitions characterized by a large sensitivity of mussel cover and patterns to oceanographic forcings but also that criticality (scale invariance) is observed over wide ranges of parameters, which suggests self-organization. We also show that spatial patterns in the intertidal can provide a robust signature of local processes and can inform about oceanographic regimes. We do so by comparing the large-scale patterns of the simulation (scaling exponents) with field data, which suggest that some experimental sites are close to criticality. Our results suggest that regional patterns in disturbed populations can be explained by local biotic and abiotic processes submitted to oceanographic forcing.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038302128,SCOPUS_ID:0038302128,2-s2.0-0038302128,Males influence maternal effects that promote sexual selection: A quantitative genetic experiment with dung beetles Onthophagus taurus,Kotiaho J.S.,American Naturalist,00030147,161,6,852-859,2003-06-01,1 June 2003,10.1086/375173,94,12858271,Journal,ar,Article,100,4,4,Coefficient of additive genetic variance | Differential allocation | Heritability | Indirect genetic effects | Maternal effects,12604,undefined,0,FALSE,all,All Open Access,74,"Recently, doubt has been cast on studies supporting good genes sexual selection by the suggestion that observed genetic benefits for offspring may be confounded by differential maternal allocation. In traditional analyses, observed genetic sire effects on offspring phenotype may result from females allocating more resources to the offspring of attractive males. However, maternal effects such as differential allocation may represent a mechanism promoting genetic sire effects, rather than an alternative to them. Here we report results from an experiment on the horned dung beetle Onthophagus taurus, in which we directly compare genetic sire effects with maternal effects that are dependent on sire phenotype. We found strong evidence that mothers provide more resources to offspring when mated with large-horned males. There were significant heritabilities for both horn length and body size, but when differential maternal effects were controlled, the observed estimates of genetic variance were greatly reduced. Our experiment provides evidence that differential maternal effects may amplify genetic effects on offspring traits that are closely related to fitness. Thus, our results may partly explain the relatively high coefficients of additive genetic variation observed in fitness-related traits and provide empirical support for the theoretical argument that maternal effects can play an important role in evolution.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038302114,SCOPUS_ID:0038302114,2-s2.0-0038302114,Shared control of epidemiological traits in a coevolutionary model of host-parasite interactions,Restif O.,American Naturalist,00030147,161,6,827-836,2003-06-01,1 June 2003,10.1086/375171,108,12858269,Journal,ar,Article,100,2,2,Coevolution | Parasite | Resistance | Tolerance | Virulence,12604,undefined,0,FALSE,NA,NA,75,"Most models concerning the evolution of a parasite's virulence and its host's resistance assume that each component of the relationship (transmission, virulence, recovery, etc.) is controlled by either the host or the parasite but not by both. We present a model that describes the coevolution of host and parasite, assuming that the rate of transmission or the virulence depends on both genotypes. The evolution of these traits is constrained by trade-offs that account for costs of defense and attack strategies, in line with previous studies on the separate evolution of the host and the parasite. Considering shared control by the host and the parasite in determining the traits of the relationship leads to several novel predictions. First, the host should evolve maximal investment in defense against parasites with an intermediate replication rate. Second, the evolution of the parasite strongly depends on the way the host's defense is described. Third, the coevolutionary process may lead to decreasing the parasite's virulence as a response to a rise in the host's background mortality, contrary to classical predictions.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038302055,SCOPUS_ID:0038302055,2-s2.0-0038302055,A theoretical investigation of the evolution and maintenance of mirror-image flowers,Jesson L.,American Naturalist,00030147,161,6,916-930,2003-06-01,1 June 2003,10.1086/375176,22,12858276,Journal,re,Review,100,3,3,Enantiostyly | Frequency-dependent selection | Geitonogamy | Plant sexual polymorphism | Pollen transfer,12604,undefined,0,FALSE,NA,NA,76,"Enantiostyly is the deflection of the female sex organ either to the left or to the right side of the floral axis, resulting in mirror-image flowers. Two types of enantiostyly occur: in monomorphic enantiostyly, individuals exhibit both flower forms, whereas in dimorphic enantiostyly, the forms occur on separate plants. Monomorphic enantiostyly is known from at least 10 families, whereas dimorphic enantiostyly is reported in only three. Phylogenetic evidence suggests that monomorphic enantiostyly has evolved from a straight-styled ancestor and that dimorphic enantiostyly is derived from monomorphic enantiostyly. Here, we use theoretical models to investigate the role of pollen transfer in influencing these evolutionary transitions. We used numerical calculations to examine the evolution of monomorphic and dimorphic enantiostyly under different conditions of pollen transfer, inbreeding depression, and pollinator visitation. Our results demonstrate that in comparison to a putative straight-styled ancestor, both monomorphic and dimorphic enantiostyly function to reduce geitonogamous pollen transfer with a concomitant increase in pollen export. Our calculations suggest that the first stage in the evolution of monomorphic enantiostyly involves the deflection of the style only, followed by selection for reciprocity in anther position to promote more precise cross-pollination. Constraints associated with the developmental genetics of left-right asymmetries may account for the low number of evolutionary transitions from monomorphic to dimorphic enantiostyly, despite the evolutionary stability of this condition once it arises.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037626656,SCOPUS_ID:0037626656,2-s2.0-0037626656,A synthetic review of the theory of gynodioecy,Jacobs M.,American Naturalist,00030147,161,6,837-851,2003-06-01,1 June 2003,10.1086/375174,68,12858270,Journal,re,Review,100,2,2,Cytonuclear epistasis | Cytoplasmic male sterility | Genomic conflict | Gynodioecy | Selfish gene | Sex ratio bias,12604,undefined,0,FALSE,NA,NA,77,"Cytoplasmic male sterility alleles (CMS) and corresponding nuclear restorer alleles (R) determine gender expression in gynodioecious populations. In this article, we combine cytonuclear epistasis theory, multilevel selection theory, and resource allocation theory to partition the many selective forces acting in gynodioecious species. This description of selective forces reveals that the notion that genomic conflict leads to the spread of restorers is erroneous. By elucidating the effect of each selective force alone and in combination with the others, our approach shows why change in a single parameter, such as the degree of restorer dominance or the cost of restoration, can result in a myriad of opposing selective effects, making it difficult to test theoretical predictions in experimental systems. In particular, our approach allows us to identify the harmonic mean resource allocation between pollen and ovules and the attendant Fisherian selection as playing a critical role in the evolution of the restorer allele and gender polymorphism. We use this conceptual framework to propose empirical methods that emphasize the role of Fisherian selection acting in gynodioecious populations. Because our approach increases the number and specificity of theoretical predictions, we argue that it provides a better framework for empirical testing.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037626644,SCOPUS_ID:0037626644,2-s2.0-0037626644,Three-way coexistence in obligate mutualist-exploiter interactions: The potential role of competition,Morris W.,American Naturalist,00030147,161,6,860-875,2003-06-01,1 June 2003,10.1086/375175,61,12858272,Journal,ar,Article,100,3,3,Coexistence | Competition | Exploiter | Obligate mutualism | Pollinating seed parasite | Yucca,12604,undefined,0,FALSE,NA,NA,78,"Many mutualisms host ""exploiter"" species that consume the benefits provided by one or both mutualists without reciprocating. Exploiters have been widely assumed to destabilize mutualisms, yet they are common. We develop models to explore conditions for local coexistence of obligate plant/pollinating seed parasite mutualisms and nonpollinating exploiters. As the larvae of both pollinators and (at a later time) exploiters consume seeds, we examine the importance of intraspecific and (asymmetric) interspecific competition among and between pollinators and exploiters for achieving three-way coexistence. With weak intra- and interspecific competition, exploiters can invade the stable mutualism and coexist with the mutualists (either stably or with oscillations), provided the exploiters' intrinsic birthrate (bE) slightly exceeds that of the pollinators. At higher bE, all three species go locally extinct. When facing strong interspecific competition, exploiters cannot invade and coexist with the mutualists if intraspecific competition in pollinators and exploiters is weak. However, strong intraspecific competition in pollinators and exploiters facilitates exploiter invasion and coexistence and greatly expands the range of bE over which stable coexistence occurs. Our results suggest that mutualist/exploiter coexistence may be more easily achieved than previously thought, thus highlighting the need for a better understanding of competition among and between mutualists and exploiters.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037626641,SCOPUS_ID:0037626641,2-s2.0-0037626641,The ontogeny of fluctuating asymmetry,Kellner J.R.,American Naturalist,00030147,161,6,931-947,2003-06-01,1 June 2003,10.1086/375177,62,12858277,Journal,ar,Article,100,2,2,Bioindicator | Developmental instability | Fluctuating asymmetry | Ontogeny | Stress,12604,undefined,0,FALSE,NA,NA,79,"We tested seven hypotheses regarding the mechanisms by which fluctuating asymmetry (FA) originates. We did this by analyzing data on four bilateral characters measured repeatedly during the development of individual domestic fowl. Immediately post-hatching, there was substantial directional asymmetry, which rapidly decreased. We detected FA at significant levels in all characters in the majority of our measurements over the remainder of development. We also examined the effects of known environmental stressors (food and density stress) on levels of FA. At the levels we examined, changes in these stressors did not alter the degree of asymmetry we found in fowl. Time series of asymmetry for individuals did not exhibit regular oscillations, as much of the relevant literature predicts. Asymmetry levels reflected the combined effects of developmental noise, which was random in degree and direction, and feedback processes, which decreased asymmetry by altering growth rates on both sides of the body. Our findings best fit the predictions of the residual asymmetry and compensatory growth hypotheses, which suggest that levels of asymmetry reflect only recent growth history.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037626604,SCOPUS_ID:0037626604,2-s2.0-0037626604,Foray search: An effective systematic dispersal strategy in fragmented landscapes,Conradt L.,American Naturalist,00030147,161,6,905-915,2003-06-01,1 June 2003,10.1086/375298,84,12858275,Journal,ar,Article,100,5,5,Colonization dynamics | Dispersal behavior | Dispersal patterns | Habitat fragmentation | Metapopulation ecology,12604,undefined,0,FALSE,all,All Open Access,80,"In the absence of evidence to the contrary, population models generally assume that the dispersal trajectories of animals are random, but systematic dispersal could be more efficient at detecting new habitat and may therefore constitute a more realistic assumption. Here, we investigate, by means of simulations, the properties of a potentially widespread systematic dispersal strategy termed ""foray search."" Foray search was more efficient in detecting suitable habitat than was random dispersal in most landscapes and was less subject to energetic constraints. However, it also resulted in considerably shorter net dispersed distances and higher mortality per net dispersed distance than did random dispersal, and it would therefore be likely to lead to lower dispersal rates toward the margins of population networks. Consequently, the use of foray search by dispersers could crucially affect the extinction-colonization balance of metapopulations and the evolution of dispersal rates. We conclude that population models need to take the dispersal trajectories of individuals into account in order to make reliable predictions.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037626593,SCOPUS_ID:0037626593,2-s2.0-0037626593,Qualitative stability and ambiguity in model ecosystems,Dambacher J.,American Naturalist,00030147,161,6,876-888,2003-06-01,1 June 2003,10.1086/367590,110,12858273,Journal,re,Review,100,4,4,Community matrix | Community structure | Hurwitz criteria | Lyapunov stability | Qualitative stability | System feedback,12604,undefined,0,FALSE,NA,NA,81,"Qualitative analysis of stability in model ecosystems has previously been limited to determining whether a community matrix is sign stable or not with little analytical means to assess the impact of complexity on system stability. Systems are seen as either unconditionally or conditionally stable with little distinction and therefore much ambiguity in the likelihood of stability. First, we reexamine Hurwitz's principal theorem for stability and propose two ""Hurwitz criteria"" that address different aspects of instability: positive feedback and insufficient lower-level feedback. Second, we derive two qualitative metrics based on these criteria: weighted feedback (wFn) and weighted determinants (wΔn). Third, we test the utility of these qualitative metrics through quantitative simulations in a random and evenly distributed parameter space in models of various sizes and complexities. Taken together they provide a practical means to assess the relative degree to which ambiguity has entered into calculations of stability as a result of system structure and complexity. From these metrics we identify two classes of models that may have significant relevance to system research and management. This work helps to resolve some of the impasse between theoretical and empirical discussions on the complexity and stability of natural communities.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038781670,SCOPUS_ID:0038781670,2-s2.0-0038781670,Bergmann's rule and body size in mammals,Freckleton R.P.,American Naturalist,00030147,161,5,821-825,2003-05-01,1 May 2003,10.1086/374346,133,12858287,Journal,no,Note,100,3,3,NA,12604,undefined,0,FALSE,NA,NA,82,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038443891,SCOPUS_ID:0038443891,2-s2.0-0038443891,A model for the coevolution of immunity and immune evasion in vector-borne diseases with implications for the epidemiology of malaria,Koella J.C.,American Naturalist,00030147,161,5,698-707,2003-05-01,1 May 2003,10.1086/374202,49,12858279,Journal,ar,Article,100,2,2,Coevolution | Host-parasite evolution | Immuno-suppression | Malaria | Resistance,12604,undefined,0,FALSE,NA,NA,83,"We describe a model of host-parasite coevolution, where the interaction depends on the investments by the host in its immune response and by the parasite in its ability to suppress (or evade) its host's immune response. We base our model on the interaction between malaria parasites and their mosquito hosts and thus describe the epidemiological dynamics with the Macdonald-Ross equation of malaria epidemiology. The qualitative predictions of the model are most sensitive to the cost of the immune response and to the intensity of transmission. If transmission is weak or the cost of immunity is low, the system evolves to a coevolutionarily stable equilibrium at intermediate levels of investment (and, generally, at a low frequency of resistance). At a higher cost of immunity and as transmission intensifies, the system is not evolutionarily stable but rather cycles around intermediate levels of investment. At more intense transmission, neither host nor parasite invests any resources in dominating its partner so that no resistance is observed in the population. These results may help to explain the lack of encapsulated malaria parasites generally observed in natural populations of mosquito vectors, despite strong selection pressure for resistance in areas of very intense transmission.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038443886,SCOPUS_ID:0038443886,2-s2.0-0038443886,Incompletely informed shorebirds that face a digestive constraint maximize net energy gain when exploiting patches,Van Gils J.A.,American Naturalist,00030147,161,5,777-793,2003-05-01,1 May 2003,10.1086/374205,96,12858284,Journal,ar,Article,100,4,4,Currency | Digestive constraint | Giving-up density | Incomplete information | Marginal value theorem | Optimal foraging,12604,undefined,0,FALSE,all,All Open Access,84,"Foragers that feed on hidden prey are uncertain about the intake rate they can achieve as they enter a patch. However, foraging success can inform them, especially if they have prior knowledge about the patch quality distribution in their environment. We experimentally tested whether and how red knots (Calidris canutus) use such information and whether their patch-leaving decisions maximized their long-term net energy intake rate. The results suggest that the birds combined patch sample information with prior knowledge by making use of the potential value assessment rule. We reject five alternative leaving rules. The potential encounter rate that the birds choose as their critical departure threshold maximized their foraging gain ratio (a modified form of efficiency) while foraging. The high experimental intake rates were constrained by rate of digestion. Under such conditions, maximization of the foraging gain ratio during foraging maximizes net intake rate during total time (foraging time plus digestive breaks). We conclude that molluscivore red knots, in the face of a digestive constraint, are able to combine prior environmental knowledge about patch quality with patch sample information to obtain the highest possible net intake over total time.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038443885,SCOPUS_ID:0038443885,2-s2.0-0038443885,Circadian rhythmicity and photoperiodism in the pitcher-plant mosquito: Adaptive response to the photic environment or correlated response to the seasonal environment?,Bradshaw W.,American Naturalist,00030147,161,5,735-748,2003-05-01,1 May 2003,10.1086/374344,61,12858281,Journal,ar,Article,100,3,3,Adaptive dispersal | Biological clocks | Circadian rhythms | Evolution | Photoperiodism,12604,undefined,0,FALSE,NA,NA,85,"Many plants and animals use the length of day or photoperiod to cue their seasonal patterns of development, reproduction, dormancy, and migration. Among temperate arthropods, the median or critical photoperiod increases with latitude or altitude. Concomitantly, in beetles, moths, mites, flies, and mosquitoes, there is a declining expression of a rhythmic, presumably circadian-based, component of photoperiodic response. It has been proposed that the long summer days in the north select for a reduced response to light by the circadian clock, which results in this declining rhythmic expression and, consequently, longer northern critical photoperiods. However, these patterns might also be due to direct, seasonal selection on the critical photoperiod itself, which results in a correlated reduction in the rhythmic component as a result of internal physiological constraints within the organism. Using standard light duration and selection experiments, we show that evolution of photoperiodic time measurement in the mosquito, Wyeomyia smithii, results from the direct response of critical photoperiod to seasonal selection and a correlated response of the rhythmic component of photoperiodic time measurement. We conclude that expression of the circadian clock is necessary neither for the central mechanism of photoperiodic time measurement nor for the adaptive modification of critical photoperiod.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038443883,SCOPUS_ID:0038443883,2-s2.0-0038443883,Landmarks in territory partitioning: A strategically stable convention?,Mesterton-Gibbons M.,American Naturalist,00030147,161,5,685-697,2003-05-01,1 May 2003,10.1086/374203,30,12858278,Journal,ar,Article,100,2,2,Conventions | Landmarks | Spatial games | Territoriality,12604,undefined,0,FALSE,NA,NA,86,"A convention is a rule based on arbitrary cues that allows quick resolution of potentially protracted disputes. A familiar example is the Bourgeois strategy, in which the second of two animals to discover a resource yields it to the first, even though it may be stronger than its opponent. Here we develop a game-theoretic model to show that neighbors with imperfect information about one another's fighting abilities can be favored to accept a landmark as the designator of a territory boundary, even when the resulting territory is smaller than the one that would have been won through fighting. Thus, the use of landmarks or other mutually obvious solutions can serve as a convention for territory partitioning. For a distribution of fighting ability with low variance and high skew, there is a remarkably high probability that an animal will accept a smaller territory than it would have won through fighting. The analysis provides a possible explanation for the observed use of landmarks as boundary markers by territorial animals in a variety of taxa, including birds, fish, insects, and mammals. The analysis also suggests why territory boundaries are stable, once established, despite changes in characteristics of the residents or the environment.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038443862,SCOPUS_ID:0038443862,2-s2.0-0038443862,Predicting which species will benefit from corridors in fragmented landscapes from population growth models,Hudgens B.,American Naturalist,00030147,161,5,808-820,2003-05-01,1 May 2003,10.1086/374343,58,12858286,Journal,ar,Article,100,2,2,Conservation | Corridor | Metapopulation | Model,12604,undefined,0,FALSE,NA,NA,87,"Connecting isolated patches of habitat in fragmented landscapes with corridors is a popular conservation strategy. This strategy is also controversial in large part because of uncertainty about what characteristics of a species and its environment promote corridor use. In this article we address the question, For what types of species will populations benefit from corridors? We asked this question using a model of two logistically growing populations connected by migration in which both emigration and migration success were determined by the presence or absence of a corridor. We found that in the short run (e.g., during recovery from disaster), corridors are most effective for species with fast-growing populations that have low survivorship when dispersing through unsuitable (matrix) habitat. We also found that emigration rates and habitat-specific mortality rates are key determinants of the effects of corridors on population size. In the long term, corridors are most likely to benefit species with slow-growing populations that have low survivorship when dispersing through matrix habitat. Our results confirm the major conclusions from previous empirical studies of corridor benefits. However, most studies fail to consider the most appropriate questions to determine the potential benefits of habitat corridors. First, what is the time scale of the conservation goal? Corridors have positive effects on different suites of species in the short and long term. Second, is the major threat of local extinction due to sustained population decline or boom-bust cycles? Third, what is the migration rate through the matrix? Fourth, what fraction of migrants dispersing through the matrix successfully immigrate to another patch?",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038104682,SCOPUS_ID:0038104682,2-s2.0-0038104682,Epistasis in polygenic traits and the evolution of genetic architecture under stabilizing selection,Hermisson J.,American Naturalist,00030147,161,5,708-734,2003-05-01,1 May 2003,10.1086/374204,90,12858280,Journal,ar,Article,100,3,3,Canalization | Epistasis | Genetic architecture | Genetic variance | Mutation-selection balance | Mutational robustness | Quantitative genetics,12604,undefined,0,FALSE,all,All Open Access,88,"We consider the effects of epistasis in a polygenic trait in the balance of mutation and stabilizing selection. The main issues are the genetic variation maintained in equilibrium and the evolution of the mutational effect distribution. The model assumes symmetric mutation and a continuum of alleles at all loci. Epistasis is modeled proportional to pairwise products of the single-locus effects. A general analytical formalism is developed. Assuming linkage equilibrium, we derive results for the equilibrium mutation load and the genetic and mutational variance in the house of cards and the Gaussian approximation. The additive genetic variation maintained in mutation-selection balance is reduced by any pattern of the epistatic interactions. The mutational variance, in contrast, is often increased. Large differences in mutational effects among loci emerge, and a negative correlation among (standard mean) locus mutation effects and mutation rates is predicted. Contrary to the common view since Waddington, we find that stabilizing selection in general does not lead to canalization of the trait. We propose that canalization as a target of selection instead occurs at the genic level. Here, primarily genes with a high mutation rate are buffered, often at the cost of decanalization of other genes. An intuitive interpretation of this view is given in the discussion.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038104675,SCOPUS_ID:0038104675,2-s2.0-0038104675,A new version of the size-advantage hypothesis for sex change: Incorporating sperm competition and size-fecundity skew,Muñoz R.,American Naturalist,00030147,161,5,749-761,2003-05-01,1 May 2003,10.1086/374345,83,12858282,Journal,ar,Article,100,2,2,Coral reefs | Protogyny | Scaridae | Seagrass beds | Size-fecundity skew | Sperm competition,12604,undefined,0,FALSE,NA,NA,89,"Traditional sex-change theory cannot explain the existence of protogynous species in which the largest females do not change sex when provided an opportunity. We present an expected reproductive success threshold model that incorporates previously unconsidered factors (size-fecundity skew and sperm competition) that can strongly affect reproductive expectations. The model predicts a variety of circumstances when the largest females remaining in a social group should not change sex in the absence of the dominant male, yet it also predicts that these same conditions should promote sex change in smaller females. If a large female's fecundity is markedly higher than the aggregate of the other members of her social group (i.e., there exists a skew in the size-fecundity distribution that raises a large female's expected reproductive success threshold), she should defer from sex change. Sperm competition can strongly lower the expectation of paternity obtained as a sex-changed male, and this also raises the threshold. The model suggests that deferral of sex change should be more common in species in which intense sperm competition is prevalent (such as fishes living in seagrass beds). This prediction appears consistent with patterns seen in nature.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038104663,SCOPUS_ID:0038104663,2-s2.0-0038104663,Buffered development: Resilience after aggressive subordination in infancy,Drummond H.,American Naturalist,00030147,161,5,794-807,2003-05-01,1 May 2003,10.1086/375170,62,12858285,Journal,ar,Article,100,3,3,Booby | Broods | Development | Dominance | Infants | Siblings,12604,undefined,0,FALSE,NA,NA,90,"Do aggressive dominance and subordination in vertebrate broods and litters affect development? We examined 1,167 fledglings from two-chick broods of the blue-footed booby (Sula nebouxii), a species in which the first-hatched chick dominates with violent attacks throughout the nestling period and subordinates suffer lower fledging success, but if both broodmates survive, they grow to the same size. There was little evidence that dominant fledglings were more likely to recruit into the breeding population than were subordinate fledglings, and there was no evidence that dominant and subordinate recruits differed in their age, date, brood size, or nest success at first reproduction or in their summed brood sizes or total nest success over the first 5 yr or first 10 yr of life. Compared with dominants, subordinate fledglings were less prejudiced by late hatching and established clutches earlier over the first 10 yr, and subordinate recruits had 33% larger broods over the first 5 yr. However, in broods where both chicks fledged, accumulated reproductive success for chicks up to age 5 yr was similar for dominants and subordinates. Exercising dominance throughout infancy apparently does not fortify a chick for the future and may incur a long-term cost, and suffering violent subordination throughout infancy has little or no prejudicial effect and may even steel a chick for adult life.",NA,NA
