@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0022183477,SCOPUS_ID:0022183477,2-s2.0-0022183477,Evidence for selection against hybrids in the family Cyprinidae (genus Notropis).,Dowling T.E.,Evolution,00143820,NA,39,1,152-158,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04087.x,31,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,56,"Notropis cornutus and N. chrysocephalus hybridize extensively in the Midwest. Statistical analysis was used to determine if the deficiency of such hybrids can be attributed partly to selection against hybrids. Analysis supported the conclusion that hybrids are less fit than parentals in nature; however, this analysis did not include a test of selection at zygotic and larval life history stages or partial infertility of hybrids. Selection eliminated hybrids at a rate of 9.2% per year. -from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022181547,SCOPUS_ID:0022181547,2-s2.0-0022181547,A stochastic simulation study on speciation by sexual selection.,Chung-I Wu ,Evolution,00143820,NA,39,1,66-82,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04080.x,72,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,57,"A 2-loci multi-allele sexual isolation model incorporating mutation and genetic drift which was first proposed by Nei et al (1983) is studied. One locus controls the male mating character, the other female receptivity. All females are assumed to have equal mating success. Therefore, the frequencies of female receptivity alleles are changed by mutation, drift and hitchhiking with male character alleles. Without hitchhiking, development of sexual isolation between allopatric populations proceeds faster in smaller populations. The hitchhiking effect, by triggering the mutual reinforcement of mating behavior of both sexes speeds up the evolution of sexual isolation significantly. For populations with 2Nv = or < 0.2 (N = population size, v = mutation rate), the rates of divergence all approach the maximum possible rate. Sympatric sexual isolation develops quite frequently if 2 favorable conditions are met: 1) There is no selection on female phenotype (except in some limited cases), and 2) the population size is large enough to carry several female receptivity alleles. -from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022180674,SCOPUS_ID:0022180674,2-s2.0-0022180674,Demographic genetics of the grass Danthonia spicata: success of progeny from chasmogamous and cleistogamous flowers.,Clay K.,Evolution,00143820,NA,39,1,205-210,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04094.x,17,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,58,"Seeds from CH and CL flowers in D. spicata differ in size, shape, dispersibility, and germination requirements, which may influence fitness but may not be related to genetic differences between them. Ramets, or clones, derived from plants of known CH or CL origin were used so that genetic and non-genetic differences could be separated. -from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022178505,SCOPUS_ID:0022178505,2-s2.0-0022178505,"Aerodynamics, thermoregulation, and the evolution of insect wings: differential scaling and evolutionary change.",Kingsolver J.,Evolution,00143820,NA,39,3,488-504,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00390.x,97,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,59,"Using physical models of Paleozoic insects in a wind tunnel, explored the potential effects of wings for increasing gliding distance, increasing dispersal distance during parachuting, improving attitude control or stability, and elevating body temperatures during thermoregulation. The effect of body size and shape, wing length, number, and venation, and meteorological conditions are considered. Hypotheses consistent with both fixed and moveable wind articulations are examined. A hypothesis is proposed in which the transition from thermoregulatory to aerodynamic function for winds involved only isometric changes in body size. Changes in body form were not a prerequisite for this major evolutionary change in function.-from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022178284,SCOPUS_ID:0022178284,2-s2.0-0022178284,Proximate mechanisms of sexual selection in wood frogs.,Howard R.D.,Evolution,00143820,NA,39,2,260-277,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05665.x,159,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,60,"For female Rana sylvatica, larger individuals produce larger clutches; for males, larger individuals can better remain clasped to females when contested by rival males and can better depose males clasped to other females. No results obtained support the existence of mate choice in either sex. Males were 4.74 times as variable as females in the number of zygotes produced per individual per season, but much of the variation in male reproductive success (RS) resulted from a male-biased sex ratio at the breeding site rather than from sexual selection. After taking sex ratio effects into consideration, males were only 1.63 times as variable as females. Patterns of variation in RS in males and females are associated with numerous sex-specific differences in life history and morphology. Interpretation of how the body size dimorphism (females larger than males) relates to sexual selection is consistent with information on how similar variations in body size influence RS for each sex, and how males and females differ in the functional relationship between body size and RS. Sexual selection influences male arm length. The male body size:RS relationship probably results as an incidental correlation.-from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022174379,SCOPUS_ID:0022174379,2-s2.0-0022174379,"Hierarchical selection theory and sex ratios. II. On applying the theory, and a test with fig wasps.",Frank S.A.,Evolution,00143820,NA,39,5,949-964,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00440.x,173,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,61,"Predictions from the theory of sex ratios in subdivided populations are tested by studying Agaonidae. Observations strongly support the qualitative prediction that fig wasp sex ratios (males/total) decrease with increasing amounts of both inbreeding and competition among male relatives for access to mates (local mate competition), but the observed sex ratio is consistently lower than predicted by previous quantitative models. Many assumptions underlying these models are unrealistic. New predictions compared to data in an a posteriori fashion are much closer to the observations. -from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022173856,SCOPUS_ID:0022173856,2-s2.0-0022173856,"Bergmann's rule, seasonality, and geographic variation in body size of house sparrows.",Murphy E.C.,Evolution,00143820,NA,39,6,1327-1334,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05698.x,83,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,62,"Body size of Passer domesticus is postively correlated with seasonality (annual temperature range) in both North America and Europe. Previously used climatic variables gave inconsistent or contrasting results for the 2 continental samples. The physiological advantage of large size in seasonal environments appears to be increased fasting ability, but this may be offset somewhat, particularly for females, by other factors, eg competitive interactions that influence rates of energy intake or ability to initiate breeding in the spring. Minimization of maintenance energy costs on a per individual basis, and thus small size, is advantageous in equable (and predictable) environments. -Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022173693,SCOPUS_ID:0022173693,2-s2.0-0022173693,Local population differentiation of compatibility in an annual legume and its host-specific fungal pathogen.,Parker M.A.,Evolution,00143820,NA,39,4,713-723,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00414.x,144,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,63,"Severe attack by the fungal pathogen Synchytrium decipiens frequently occurs in natural populations of Amphicarpaea bracteata in E North America. There is significant population differentiation in the plant-fungus association over distances of 1 km or greater: plants transplanted back into their population of origin become heavily infected, while foreign plants from populations 1 or 100 km away experience little or no infection. Local population differentiation in plant-pathogen compatibility may be related to A. bracteata's high degree of self-pollination. Limited long-distance recombination in A. bracteata due to self-pollination and spatially restricted pollen flow may be a major factor preventing the evolution of increased plant resistance to fungal attack.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022173683,SCOPUS_ID:0022173683,2-s2.0-0022173683,Group size factors and geographic variation of morphometric correlation.,Riska B.,Evolution,00143820,NA,39,4,792-803,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00421.x,33,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,64,"Within-locality correlations among 8 morphological traits of the fundatrix and among 15 morphological traits of the alate fundatrigeniae of the aphid Pemphigus populicaulis were examined for among-locality variation. A jackknife procedure revealed highly significant differences among correlation matrices representing 34 local samples from eastern North America. Despite significant differences among localities, spatial autocorrelation tests failed to reveal any significant geographic pattern in correlations. Factor analyses of the pooled within-locality correlation matrices reveal appendage and body-size factors for both alates and stem mothers. It is hypothesized that the apparently random geographic differences in correlation are caused by change differences in the mode of response to short-term selection. Geographic patterns in trait means are established by selection, but, because local population sizes are finite, similar response to selection occurs by diverse physiological or developmental mechanisms in different populations.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022173549,SCOPUS_ID:0022173549,2-s2.0-0022173549,The physiological basis of natural selection at the Lap locus.,Hilbish T.J.,Evolution,00143820,NA,39,6,1302-1317,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05696.x,99,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,65,Rates of carbon and nitrogen metabolism were monitored in a population of the mussel Mytilus edulis near the center of the Lap allele frequency cline on the north shore of Long Island. Rates of amino acid and ammonia excretion were significantly dependent upon Lap genotype; individuals with the Lap94 allele exhibited greater rates of nitrogen loss. These differences among genotypes were most evident in the fall. The genotype-dependent component of rates of nitrogen loss were also largest relative to the total rate of excretion during the fall period. Other aspects of the nitrogen metabolism (acquisition) and rates of carbon metabolism were independent of Lap genotype. -from Authors,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022172982,SCOPUS_ID:0022172982,2-s2.0-0022172982,The effects of multiple factors on viability selection in Hyla gratiosa tadpoles.,Travis J.,Evolution,00143820,NA,39,5,1097-1099,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00449.x,33,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,0,FALSE,66,"Two full sib families of Hyla gratiosa larvae were compared in growth rate and survival under 12 ecological conditions, viz absence or presence of 2 predators (nymphal dragonflies and larval salamanders) and a range of 3 initial tadpole densities (8, 16, 32 larvae per enclosure), making a 2 X 2 X 3 design for variance analysis. The presence of either predator reduced survival levels by 24%. There was no consistent effect of tadpole density on survival, but, at low tadpole density the presence of salamanders did not affect tadpole survival levels; effect of the salamanders was restricted to the higher densities. The combined effect on overall survival of the 2 predators was additive. One sibship (denoted A) consistently displayed a higher survival level than the other (denoted B), but the level of differential survival, measured as the survival of B relative to A, varied among predator combinations. Survival differences among treatments and sibships were related to body size differences. The changing levels of differential survival between sibships reflected an ecologically mediated change in the relationship between the level of body size variation and the subsequent level of survival variation. -from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022172866,SCOPUS_ID:0022172866,2-s2.0-0022172866,Microgeographic lineage analysis of mitochondrial genotype: variation in the cotton rat ( Sigmodon hispidus).,Kessler L.G.,Evolution,00143820,NA,39,4,831-837,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00424.x,13,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,67,"Evaluated the use of mitochondrial DNA (mtDNA) genetic markers to describe population structure and matrilineal kinship on a microgeographic scale. An analysis of restriction site variation in 134 cotton rats collected from a 3.2 ha field revealed significant spatial and temporal heterogeneity in frequencies of mtDNA genotypes among nest sites. Inspection of particular genotypes provided additional information about minimum numbers of female lineages (family units) per nest site, and the possible matrilineal affiliations of individuals. However, since shared genotypes are not necessarily synapomorphs having arisen within the study area, conclusions about dispersal must remain reserved.-from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022169783,SCOPUS_ID:0022169783,2-s2.0-0022169783,Reproductive ecology and biogeography of Indo-West Pacific angelfishes (Pisces: Pomacanthidae).,Thresher R.E.,Evolution,00143820,NA,39,4,878-887,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00429.x,65,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,68,"Analysis of the relationships between duration of the pelagic larval stage, adult size, and the extent of the geographic distribution for Indo-West Pacific Pomacanthidae indicates that neither adult size nor larval duration significantly predicts extent of the distribution, either individually or jointly in a multiple regression. Results are robust for both the family as a whole and the genus best represented in the data (Centropyge). Larval duration and adult size correlate significantly and negatively with one another. The operational factor seems to be egg size, which correlates positively with adult size, and negatively with duration of the pelagic larval stage.-from Authors Centropyge Pomacanthidae",all,All Open Access
