@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0029661475,SCOPUS_ID:0029661475,2-s2.0-0029661475,Changes in tree species abundance in a neotropical forest: Impact of climate change,Condit R.,Journal of Tropical Ecology,02664674,12,2,231-256,1996-01-01,March 1996,10.1017/S0266467400009433,"The abundance of all tree and shrub species has been monitored for eight years in a 50 ha census plot in tropical moist forest in central Panama. Here we examine population trends of the 219 most numerous species in the plot, assessing the impact of a long-term drying trend. Population change was calculated as the mean rate of increase (or decrease) over eight years, considering either all stems ≥10 mm diameter at breast height (dbh) or just stems ≥100 mm dbh. For stems ≥10 mm, 40% of the species had mean growth rates <1% per year (either increasing or decreasing) and 12% had changes ≥5% per year. For stems ≥100 mm, the figures were 38% and 8%. Species that specialize on the slopes of the plot, a moist microhabitat relative to the plateau, suffered significantly more declines in abundance than species that did not prefer slopes (stems ≥10 mm dbh). This pattern was due entirely to species of small stature: 91% of treelets and shrubs that were slope-specialists declined in abundance, but just 19% of non-slope treelets and shrubs declined. Among larger trees, slope and non-slope species fared equally. For stems ≥100 mm dbh, the slope effect vanished because there were few shrubs and treelets with stems ≥100 mm dbh. Another edaphic guild of species, those occurring preferentially in a small swamp in the centre of the plot, were no more likely to decline in abundance than non-swamp species, regardless of growth form. Species that preferentially colonize canopy gaps in the plot were slightly more likely to decrease in abundance than non-colonizing species (only for stems ≥10 mm dbh, not ≥100 mm). Despite this overall trend, however, several colonizing species had the most rapidly increasing populations in the plot. The impact of a 25-year drying trend and an associated increase in the severity of the 4-month dry season is having an obvious impact on the BCI forest. At least 16 species of shrubs and treelets with affinities for moist microhabitats are headed for extinction in the plot. Presumably, these species invaded the forest during a wetter period prior to 1966. A severe drought of 1983 that caused unusually high tree mortality contributed to this trend, and may also have been responsible for sharp increases in abundance of a few gap-colonizers because it temporarily opened the forest canopy. The BCI forest is remarkably sensitive to a subtle climatic shift, yet we do not know whether this is typical for tropical forests because no other large-scale censuses exist for comparison.",243,Journal,ar,Article,100,3,3,Demography | Population dynamics | Tropical populations,23435,undefined,0,FALSE,48,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661471,SCOPUS_ID:0029661471,2-s2.0-0029661471,Structure and floristic composition of a tropical evergreen forest in south-west India,Pascal J.P.,Journal of Tropical Ecology,02664674,12,2,191-210,1996-01-01,March 1996,10.1017/s026646740000941x,"A permanent plot of 28 ha was established in a dense wet evergreen forest, in the Western Ghats of India to study the functioning of the ecosystem. Since April 1990, 1981 trees of ≊30 cm gbh have been enumerated in a systematic sampling of five strips totalling 3.12 ha. this paper describes the main structural and floristic characteristics of the plot. The density (635 trees ≥30 cm gbh per hectare) and basal area (39.7 m2 ha-1) are high. Despite the high diversity (Simpson's D = 0.92 and Shannon's H́ = 4.56), four species are distinctly dominant in terms of an importance value index (relative density + relative basal area). Each of these four species occupies a different layer in the ecosystem: Humboldtia brunonis wall. (Fabaceae) dominates the undergrowth, Myristica dactyloïdes Gaertn. (Myristicaceae) the intermediate strata, Vateria indica L. (Dipterocarpaceae) the higher canopy level and Dipterocarpus indicus Bedd (Dipterocarpaceae) the emergents. This pronounced species hierarchy is one of the most important characteristics of the evergreen forests of the Western Ghats. The two dipterocarps account for 20.1% of the total number of trees and contribute 40.9% to the total basal area. This formation can therefore, be considered as the westernmost lowland dipterocarp forest of Asia. Analysis of the spatial variations in the floristic composition and in the structure of the main species populations shows that two kinds of mature phases can be identified: where the topography is raised and gently sloping, the vertical structure of the stand is discontinuous, with Dipterocarpus indicus and Vateria indica forming an emergent layer above a dense undergrowth; on slopes, the stand is lower, vertically continuous and saturated with Vateria indica and Myristica dactyloïdes. The link between the structure of the stand and dynamic processes is discussed.",124,Journal,ar,Article,100,2,2,Floristic composition | India | Population structure | Spatial structure | Tropical evergreen forest | Western Ghats,23435,undefined,0,FALSE,49,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661468,SCOPUS_ID:0029661468,2-s2.0-0029661468,Germination and development of sown mahogany (Swietenia macrophylla King) in secondary tropical dry forest habitats in Costa Rica,Gerhardt K.,Journal of Tropical Ecology,02664674,12,2,275-289,1996-01-01,March 1996,10.1017/s0266467400009457,"Effects of irradiance, root competition and water availability on germination and seedling establishment of Swietenia macrophylla King were investigated in tropical secondary dry forests in the Guanacaste Conservation Area, Costa Rica. The fate of seeds sown in the beginning and the middle of the rainy season was studied in abandoned pasture, and in deciduous and semi-evergreen secondary forest. In the pasture, experimental treatments were mown and unmown grass. In the forest sites, thinning to increase light and trenching to reduce root competition were combined in a factorial design. Effects of moisture availability on germination were tested by supplementing natural rainfall in the initial rainy month. Germination at the beginning of the rainy season was not influenced by the supplementary water and was higher in the semi-evergreen forest than in the deciduous forest and pasture. In the forests, germination was little affected by irradiance or root competition. More seeds germinated in unmown than in mown pasture during the initial rains, but were not influenced by mowing when sown in the peak of the rainy season. Seedling mortality was low (<10%) during the initial months, but increased greatly in the dry season. Seedlings germinating early in the rainy season had a higher survival than those germinating later. The relatively slight effects of the different treatments and habitats on seedling establishment suggest that this species is rather insensitive to the large microsite variation in secondary vegetation.",22,Journal,ar,Article,100,1,1,Germination | Mahogany | Seed | Seedling establishment | Tropical dry forest | Water availability,23435,undefined,0,FALSE,50,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661466,SCOPUS_ID:0029661466,2-s2.0-0029661466,A comparison of ground-dwelling small mammal communities in primary and secondary tropical rainforests in China,Wu D.,Journal of Tropical Ecology,02664674,12,2,215-230,1996-01-01,March 1996,10.1017/S0266467400009421,"Trapping was conducted in primary and secondary forests to investigate the effects of past logging on small mammal communities. Thirteen 1-ha sites were snap-trapped for three consecutive days in tropical monsoon rainforest in Xishuangbanna Nature Reserve, southern China. A total of 3900 trap-days yielded 198 captures, of which 118 were in the primary forest and 80 in the secondary forest. A total of 12 ground-dwelling species (eight Rodentia, Muridae; three Insectivora, Soricidae; one Insectivora, Erinaceidae) were caught, five (all Rodentia, Muridae) occurred in the primary forest and 11 in the secondary forest. The most abundant species was Niviventer confucianus, accounting for 62% and 39% of the total captures in the primary and the secondary forests, respectively. In the secondary forest the mean abundances of the two dominant species, N. confucianus and Maxomys surifer, were reduced, and a non-commensal form of Rattus rattus disappeared, but N. fulvescens showed no change while Mus pahari increased. The seven species which occurred only in secondary forest had very low abundance. Overall, the multivariate Mantel test showed the two communities to be significantly different. After logging, species diversity increased, and the two dominant species had increased body mass and their mean abundance decreased.",21,Journal,re,Review,100,3,3,Biomass | China | Diversity | Logging | Small mammals | Tropical forests,23435,A18930327,0,FALSE,51,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661465,SCOPUS_ID:0029661465,2-s2.0-0029661465,Species richness and density of ground herbs within a plot of lowland rainforest in north-west Borneo,Poulsen A.,Journal of Tropical Ecology,02664674,12,2,177-190,1996-01-01,March 1996,10.1017/S0266467400009408,"In a 1-ha plot all ground herb species were recorded. Within the plot selected properties were investigated in three 20 m × 20 m subplots. The number of ground herb species and individuals in the subplots were lowest near to a local hilltop and they increased towards the lowest part of the plot. There was no significant difference in canopy openness, or in thickness of leaf litter layer, between the upper and lower subplots. In the upper subplot the soil layer was thin and the weathered bedrock was close to the surface. In the lower subplot the soil was much deeper. The pH and concentrations of Mg were significantly lower and % loss-on-ignition, total P and total N concentrations were significantly higher in the upper subplot. Elevation and soil moisture were significantly correlated in the upper 10cm of soil. It is not possible to select any one abiotic property as being the critical determinant of the gradient of ground herbs. However, it is suspected that the availability of water in the topsoil, particularly after droughts, may be more important than the soil nutrients in limiting herb distribution.",47,Journal,ar,Article,100,1,1,Borneo | Dipterocarp forest | Ground herbs | Leaf litter | Soil | Species richness | Topographic gradient,23435,11-9018,0,FALSE,52,"FNU, DFF","Natur og Univers, Det Frie Forskningsråd",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660152,SCOPUS_ID:0029660152,2-s2.0-0029660152,"Resource use within the crab-eating guild of the upper Kairezi River, Zimbabwe",Butler J.R.A.,Journal of Tropical Ecology,02664674,12,4,475-490,1996-01-01,July 1996,10.1017/S0266467400009718,"Cape clawless otters Aonyx capensis and African mottled eels Anguilla bengalensis were suspected of reducing numbers of rainbow trout Oncorhyncus mykiss in the upper Kairezi River, Zimbabwe, by preying on them and competing for the river crab Potamon perlatus. The analysis of otter, eel and trout diets showed that this is unlikely. Trout was an unimportant prey item for otters, none were found in the stomachs of 13 large eels, and any predation was probably minimised by the low densities of these predators. Some competition was probably present because crabs occurred in the diets of otters (relative occurrence 41.9%), eels (63.2%) and trout (7.4%), but it was impossible to quantify. Since these predators shared the crab food resource, the guild concept provided the basis for an analysis of their potential competitive relationships. Comparisons between the sizes of crabs selected and those available suggested that resource partitioning was occurring. Trout selected small crabs from the invertebrate drift, and because they were restricted by their mouth gapes. Otters and large eels ate larger, more abundant crab sizes; it is proposed that they instead partition resources spatially by feeding in separate micro-habitats. Intraguild predation by otters on eels may benefit trout by reducing competition for aquatic insects. Cempetition within the guild probably recedes in the dry season, when eels become inactive.",18,Journal,ar,Article,100,2,2,Anguilla bengalensis | Aonyx capensis | crab-eating guild | intraguild predation | Onchorynchus mykiss | resource partitioning,23435,undefined,0,FALSE,53,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660151,SCOPUS_ID:0029660151,2-s2.0-0029660151,Ecology of small mammals in tropical forest habitats of southern India,Chandrasekar-Rao A.,Journal of Tropical Ecology,02664674,12,4,561-571,1996-01-01,July 1996,10.1017/S0266467400009779,"Five species of rodent (Rattus rattus wroughtoni, Mus platythrix, Funambulus tristriatus, Cremnomys blanfordi and Golunda ellioti) were live- trapped over a period of eight months in three different habitat types (moist evergreen forest, moist deciduous forest and teak plantation) in Anaimalais Wildlife Sanctuary, Tamil Nadu, India. Small mammal densities ranged between 16.3 individuals ha-1 and 20.7 ha-1 for the natural forest sites and were 10.4 ha-1 in the teak plantation. Moist deciduous forest had the highest species richness and diversity scores. Although the teak plantation site had the same mammal species richness as the moist evergreen forest numbers of individuals and overall small mammal biomass in the plantation was far lower than on the natural forest sites. Compared to moist deciduous forest, species richness and diversity were significantly lower on the teak plantation. R. r. wroughtoni and M. ptatythrix were the two most common species captured on all three sites. R. r. wroughtoni was the most common small mammal species captured, reaching densities of 14.5 ha-1 in moist evergreen forest. G. ellioli was the least common species, present only in moist deciduous forest. Demographic patterns and microhabitat selection were examined for R. r. wroughtoni, M. platythrix, and F. tristriatus. Only M. platythrix appeared to show any distinct seasonality in reproduction, with an increase in capture of breeding individuals towards the end of the wet season, Discriminant analysis did not reveal any distinct microhabitat preferences for any of the species. However, R. r. wroughtoni showed a significant association with bamboo, and F. tristriatus was associated with areas of higher canopy height and density in moist deciduous forest.",27,Journal,ar,Article,100,2,2,India | plantations | small mammals | species diversity | species richness | tropical forests,23435,undefined,0,FALSE,54,UF,University of Florida,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660145,SCOPUS_ID:0029660145,2-s2.0-0029660145,Distributional patterns of raptors along altitudinal gradients in the northern Andes and effects of forest fragmentation,Thiollay J.,Journal of Tropical Ecology,02664674,12,4,535-560,1996-01-01,July 1996,10.1017/S0266467400009767,"A survey of the diurnal raptor community (46 resident species) at five altitudinal levels from 100 to 4600 m was made in Venezuela using 106 1- km2 sample quadrats and then compared with similar censuses (211 plots) in southwestern Colombia and eastern Ecuador. Six habitat types were defined and habitat preferences were measured from every encountered birds and from the association between individual abundances and the coverage of habitat types on plots. The overall species richness steeply declined with elevation in all three countries. The raptor community consisted mostly of tropical species that rapidly decreased in both abundance and frequency of occurrence with elevation. A small set of subtropical-temperate forest specialists partly replaced them at mid-elevation and only two species occurred in the paramo of Venezuela, against 5-7 in the other countries. Although originally the gradients were probably almost completely covered with forest, a large part of the raptor community is flow composed of grassland species, three of them extending from the lowlands to the tree line. The relative impoverishment of the Venezuelan community, especially at upper levels, is attributed to a peninsular effect at the narrow extreme northern tip of the Andes and perhaps also to former forest fragmentation. Within some species, different subspecies had discrete altitudinal distributions and interspecific competition may explain differences in the range extension of some species between countries. Today, however, accelerating deforestation may result in a severe decline of forest-interior species and a probable reduction in the altitudinal range of at least some of them. Species naturally associated with forest gaps or edges usually tolerate a high degree of forest fragmentation and degradation but only one of them may become abundant in heavily human-altered woodlands. Few grassland specialists have become more widely distributed in the increasingly deforested landscapes.",35,Journal,ar,Article,100,1,1,Andes | elevation | forest fragmentation | gradient | habitat selection | raptors | species richness,23435,undefined,0,FALSE,55,CNRS,Centre National de la Recherche Scientifique,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660143,SCOPUS_ID:0029660143,2-s2.0-0029660143,"The life history of a tropical dragonfly: Cora marina (Odonata: Polythoridae) in Guanacaste, Costa Rica",Pritchard G.,Journal of Tropical Ecology,02664674,12,4,573-581,1996-01-01,July 1996,10.1017/S0266467400009792,"The life history of Cora marina was followed for one year in two permanent streams at 600 m elevation in Guanacastle National Park. Costa Rica. The water temperature was c. 21°C year-round but there was a distinct wet-dry seasonality, very little rain falling from January to May. In both streams, C. marina was univoltine Adults first appeared at the beginning of May and the flight period coincided with the wet season. The availability of water-soaked logs as oviposition sites probably restricts reproduction to the wet season. Eggs hatched from mid-July to December. Recruitment to subsequent larval instars was slow during die wet season but increased at the start of the dry season. Final-instar larvae were collected from March to October. Oviposition in logs above the stream and the ability to live in the low oxygen conditions of the hyporheic zone probably allow eggs and small larvae to survive wet season spates.",20,Journal,ar,Article,100,1,1,Cora | Costa Rica | dragonflies | life history | Odonata | seasonality,23435,undefined,0,FALSE,56,NSERC,Natural Sciences and Engineering Research Council of Canada,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660141,SCOPUS_ID:0029660141,2-s2.0-0029660141,Frugivory and the fate of dispersed and non-dispersed seeds of six African tree species,Chapman C.A.,Journal of Tropical Ecology,02664674,12,4,491-504,1996-01-01,July 1996,10.1017/S026646740000972X,"The relationship between seedling recruitment (under and away from parent trees) and the behaviour of seed dispersers and predators, was explored in a three-year study in Kibale National Park, Uganda. On the basis of 1261 hours of observation, the foraging activity of the diurnal frugivores which fed on fruit from six tree species was quantified. The fate of dispersed and non-dispersed seeds and seedlings was examined experimentally. The findings suggest that a trade-off exists between factors that promote seedling growth in areas with high seedling density and Factors that promote dispersal by fugivores. For example, dispersal of Mimusops bagshawei increases both seed and seedling survival; seeds placed away from adult conspecifics had a 8% lower probability of disappearing than seeds placed under adults and seedlings away from adults had a 30% greater probability of surviving than seedlings grown under adults. In contrast, for Uvariopsis congensis, dispersed seeds had a 56% greater probability of disappearing than seeds directly under a parent tree, while the survival of dispersed and non-dispersed seedlings was similar. Non-dispersed seed and seedling disappearance were correlated with the percentage of the fruit crop removed from focal trees, suggesting that the ability to survive under an adult maybe related to other aspects of the tree's life history.",90,Journal,ar,Article,100,2,2,Africa | Kibale National Park | life history | recruitment | seed dispersal | tropical forests | Uganda,23435,INT93-08276,0,FALSE,57,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660139,SCOPUS_ID:0029660139,2-s2.0-0029660139,"Trophic relationships and food webs of the benthic invertebrate fauna of two aseasonal tropical streams on Bougainville Island, Papua New Guinea",Yule C.,Journal of Tropical Ecology,02664674,12,4,517-534,1996-01-01,July 1996,10.1017/S0266467400009755,"The trophic ecology of Konaino Creek, a small mountain headwater stream draining rainforest in the aseasonal tropics on Bougainville Island, Papua New Guinea, was examined and a food web was constructed. The major source of energy in Konaiano Creek was allochthonous detritus, most of which had been terrestrially degraded to fine particulate organic matter rather than entering the stream as leaf Jitter. This fine detritus was collected by the filter-feeders (mostly Simuliidae and also Hydropsychidae) which formed the dominant functional feeding group (64.4% of the fauna). Thus filterers processed most of the allochthonous detritus and made the energy available to other trophic levels, rather than shredders (1.7% of the fauna) which perform this role in temperate headwater streams. Collector- gatherers made up 22.7% of the fauna, carnivores, mostly Odonata, Decapoda (crabs) and Hydrobiosidae, comprised 2.8% of the fauna and grazerscrapers made up 7.4%. The latter were inhibited by low instream production owing to heavy shading and the instability and abrasion of the substrate due to frequent spates. In comparison the trophic ecology of the nearby, coastal, Bovo River (with a catchment mainly in rainforest but mostly cleared with introduced species at the study site) was quite different and it was dominated by collector- gatherers (74 %) and grazer-scrapers (15%).",52,Journal,ar,Article,100,1,1,Aseasonal trophical trophic ecology | Bougainville Island | food webs,23435,undefined,0,FALSE,58,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660137,SCOPUS_ID:0029660137,2-s2.0-0029660137,"Stand dynamics in Mpanga Research Forest Reserve, Uganda, 1968-1993",Taylor D.M.,Journal of Tropical Ecology,02664674,12,4,583-597,1996-01-01,July 1996,10.1017/S0266467400009809,"Changes in the composition and structure of mid-altitude, semi- deciduous tropical forest in Mpanga Reseach Forest Reserve, Uganda are described for a 25-year period between 1968 and 1993. Three surveys of a 0.64 ha (80 m x 80 m) permanent plot were carried out in 1968, 1982 and 1993, during which a total of 397 trees with a dbh≤9.5 cm were identified. Forty-nine species were identified in total, representing 29 families. Eight individuals remain unidentified. Dbh measurements were recorded for 359 non- buttressed trees, whilst the equivalent measurement for 38 buttressed trees was the diameter of the trunk immediately above the buttress. Basal area, diversity and density of trees increased within the plot during the survey period by, respectively, 8% (from 39.2 to 42.2 m2 ha-1), 7% (from 44 to 47 species) and 11% (459 to 508 trees ha-1). The main compositional changes were increases in understorey trees and a decline in seral taxa. Growth rates (productivity) and turnover were lower during the period 1982 to 1993 than the period 1968 to 1982. Rates of growth and mortality were generally highest in seral species and lowest in main canopy taxa. Mortality rates were also highest amongst the smallest trees enumerated (dbh <30 cm). Changes in composition and structure over the survey period are believed to reflect forest recovery after low intensity pit-sawing was curtailed from 1951. Forest recovery also may have caused the reduced growth rates and turnover recorded for the most recent survey period, by restricting the opportunities for light-demanding, faster-growing and relatively productive seral taxa, and to have outweighed any effects of externally- driven processes, such as changes in atmospheric conditions.",19,Journal,ar,Article,100,5,5,permanent plot | stand dynamics | tropical forest | Uganda,23435,undefined,0,FALSE,59,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660136,SCOPUS_ID:0029660136,2-s2.0-0029660136,Do elephants over-utilize mopane woodlands in northern Botswana?,Ben-Shahar R.,Journal of Tropical Ecology,02664674,12,4,505-515,1996-01-01,July 1996,10.1017/S0266467400009731,"Evidence from southern Africa semi-arid savannas suggests that high elephant densities in nature reserves cause the over-utilization of woodlands. Northern Botswana, with its prolific elephant population, is expected to follow such a pattern unless the densities of elephants which could be sustained by indigenous woodlands are determined and maintained at carrying capacity. Above ground biomass production was estimated for mopane (Colophospermum mopane) woodlands, a principal food source for elephants) which grows over much of northern Botswana. Densities of trees and shrubs, dimensions of plants and elephant densities were recorded within stratified plots situated according to a regional rainfall gradient. Mean estimates of above ground biomass (foliage and twigs) were 9.41 and 7.83 t ha-1 for shrubs and trees respectively. A logistic model described the maximum levels of biomass removal from plants before over-utilization of mopane occurred. Variables incorporated in the model included above ground biomass of mopane shrubs and trees, growth rates of plants and expected off-take by elephants. The model predicted a complete biomass regain within 10 y if no elephant browsing occurs. Intensive elephant browsing in woodlands containing 15 elephants km-2, however, can suppress biomass production if growth rates of plants fall below 70% of the maximum annual rate. Nonetheless, there was no substantial evidence to suggest that elephants will reduce the biomass of mopane woodlands in northern Botswana below a sustainable level if their numbers are allowed to increase considerably beyond the current estimate.",35,Journal,ar,Article,100,1,1,biomass | Botswana | Colophospermum mopane | elephants | production | rainfall | savanna | shrubs | trees,23435,undefined,0,FALSE,60,NA,Wildlife Conservation Society,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029659925,SCOPUS_ID:0029659925,2-s2.0-0029659925,The phytoplankton periodicities of two warm-climate lakes subject to marked seasonal variability,Khan M.,Journal of Tropical Ecology,02664674,12,4,461-474,1996-01-01,July 1996,10.1017/S0266467400009706,"The phytoplankton periodicity of a tropical upland reservoir in Nigeria (Liberty Dam, Jos Plateau) and a temperate-type lake (L. Naranbagh) from the Kashmir Himalaya were compared. Variations in the phytoplankton communities in the water-bodies were both quantitative and qualitative. Liberty Dam conformed to the oligotrophic-desmid plankton type whilst in L.Naranbagh, phytoplankton resembled the eutrophic chlorococcales-diatom plankton type. Contrary to the general belief of muted (or lack of) seasonal changes in tropical regions, phytoplankton succession in the Jos reservoir was pronounced with dense persistence of some species for relatively short periods. The most striking fluctuations, typical of many temperate waters, were characteristic of L. Naranbagh with a build-up of plankton during summer and autumn. Variability in photosynthetic productivity was related to shifts in the climate-dependent population densities. The seasonal growth of the Jos phytoplankton reflected the alteration from the dry 'Harmattan' (December-February) to wetter (May-September) periods. These are analogous to the winter (December-February) and summer (June-August) seasons of the Kashmir Himalayan Valley, Phytoplankton associations and periodicities in each of the two warm-belt lakes were strongly driven by their respective local environments, including especially the marked seasonality of the climatic variables (rain, wind and solar radiation). Detailed comparisons of adequate long-term data from tropical and temperate waters are still required.",5,Journal,ar,Article,100,1,1,ecology | Jos Plateau | Kashmir Himalaya | periodicity | phytoplankton | warm- belt lakes,23435,undefined,0,FALSE,61,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029659923,SCOPUS_ID:0029659923,2-s2.0-0029659923,Habitat specificity and food preferences of an assemblage of tropical Australian dung beetles,Hill C.,Journal of Tropical Ecology,02664674,12,4,449-460,1996-01-01,July 1996,10.1017/S026646740000969X,"Two dung beetle assemblages from rainforest and open forest in the wet tropics of north-eastern Australia are described. The fauna was sampled using flight intercept traps, baited pitfall traps and light traps, with flight intercept traps being the most effective sampling technique. Dung beetle species were found to be highly habitat specific with a switch from rainforest to open forest assemblages occurring over tens of metres. The majority of the fauna was active at night. The most abundant species were attracted to a variety of food types but several species appeared to specialize on either dung or mushrooms.",57,Journal,ar,Article,100,1,1,dung beetle | food preference | functional group | habitat specificity | rainforest | Scarabacinae | Scarabaeidae,23435,undefined,0,FALSE,62,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029659334,SCOPUS_ID:0029659334,2-s2.0-0029659334,"Size structure of a dominant neotropical forest tree species, Dicymbe altsonii, in Guyana and some factors reducing seedling leaf area",Isaacs R.,Journal of Tropical Ecology,02664674,12,4,599-606,1996-01-01,July 1996,10.1017/S0266467400009810,NA,14,Journal,ar,Article,100,5,5,NA,23435,undefined,0,FALSE,63,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001687655,SCOPUS_ID:0001687655,2-s2.0-0001687655,Overcompensation by Acacia erubescens in response to simulated browsing,Dangerfield J.,Journal of Tropical Ecology,02664674,12,6,905-908,1996-01-01,November 1996,10.1017/S0266467400010178,NA,20,Journal,ar,Article,100,2,2,NA,23435,undefined,0,FALSE,64,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001254903,SCOPUS_ID:0001254903,2-s2.0-0001254903,"The water status of six woody species coexisting in the Sahel (Ferlo, Senegal)",Berger A.,Journal of Tropical Ecology,02664674,12,5,607-627,1996-01-01,1996,10.1017/S0266467400009834,"In the Sahel during recent decades, anthropogenic disturbance and periods of drought have caused changes in woody species frequency. The internal water status of six coexisting species was analysed to estimate the importance of water constraints in this process. Predawn and midday xylem pressure potential and stomatal conductance were monitored monthly for two years. The relations between xylem pressure potential and transpiration made it possible to determine the hydraulic conductivity of the soil-plant system. Two types of results were obtained. First, there was considerable diversity in water status of the different species. Minimum predawn xylem pressure potentials (dry season) ranged from -1.5 MPa to -5 MPa depending on species, with interseasonal variation from 0.08 MPa to 2 MPa. Response to rainfall was very rapid (a few days) or very slow (several months). The three functioning types defined using these results were compared with the phytogeographical status of the species. Second, more specific phenomena were observed. (a) Some species (Balanites aegyptiaca and Boscia senegalensis) showed an imbalance between the predawn xylem pressure potential and the soil water status during the rainy season; (b) a sharp increase in xylem pressure potential was observed in deciduous species in the middle of the dry season; probably related to bud break; and (c) the water status was always favourable for Combretum glutinosum. The few remaining individuals seem to benefit from very favourable subsoil water supply conditions.",23,Journal,ar,Article,100,3,3,Bud break | Deciduous species | Evergreen species | Hydraulic conductivity | Midday xylem pressure potential | Plant-soil water equilibrium | Predawn xylem pressure potential | Sahel | Water recovery rate | Woody species,23435,89181,0,FALSE,65,ANRT,Association Nationale de la Recherche et de la Technologie,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000858556,SCOPUS_ID:0000858556,2-s2.0-0000858556,Staheliomyces (Phallales) visited by Trigona (Apidae): Melittophily in spore dispersal of an Amazonian stinkhorn?,Burr B.,Journal of Tropical Ecology,02664674,12,3,441-445,1996-01-01,May 1996,10.1017/S0266467400009652,NA,9,Journal,ar,Article,100,3,3,Apidae | Bee-fungus interaction | Ecuador | Phallales | Spore dispersal | Staheliomyces | Trjgona | Tropical rainforest,23435,undefined,0,FALSE,66,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000245802,SCOPUS_ID:0000245802,2-s2.0-0000245802,Diet and vertical space use of three sympatric opossums in a Brazilian Atlantic forest reserve,Leite Y.,Journal of Tropical Ecology,02664674,12,3,435-440,1996-01-01,May 1996,10.1017/S0266467400009640,NA,67,Journal,ar,Article,100,3,3,Body size | Caluromys philander | Didelphis aurita | Diet | Micoureus demerarae | Resource partitioning | Space use,23435,undefined,0,FALSE,67,SI,Smithsonian Institution,NA,NA
