@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024880948,SCOPUS_ID:0024880948,2-s2.0-0024880948,Impact of insect predation on ovule survivorship in Eucalyptus baxteri,Andersen A.,Journal of Ecology,00220477,NA,77,1,62-69,1989-01-01,1989,10.2307/2260916,"Insect predation is a major factor influencing ovule survivorship throughout ovule development in Eucalyptus baxteri in SE Australia. Buds of E. baxteri are produced over summer, and flowering occurs two summers later. One cohort of buds was heavily galled, and <20% flowered. Galling appeared to have adverse effects on the proportion of surviving buds flowering and on the proportion of flowers maturing fruit. Mortality of the previous cohort of buds, which was not galled, and also high, but was apparently caused by low water availability. The proportion of flowers maturing fruit was c30% in both cohorts. At this stage total ovule mortality was at least 95%. The woody fruits mature late in the year following flowering and many persist unopened for several years. Pre-dispersal insect seed predators reduced seed production by at least 70% due primarily to their effects on seed/ovule ratios and on seed viability, and seed-harvesting ants destroyed about 90% of dispersed seeds. The proportion of ovules that became viable seeds available for germination was less than 0.2%. -from Author",18,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024879857,SCOPUS_ID:0024879857,2-s2.0-0024879857,Demography of short-lived plants in chalk grassland. I. Life cycle variation in annuals and strict biennials,Kelly D.,Journal of Ecology,00220477,NA,77,3,747-769,1989-01-01,1989,10.2307/2260983,"Detailed demographic observations were made on 3 hemiparasitic summer annuals (Euphrasia pseudokerneri, E. nemorosa, Rhinanthus minor) and 2 strict biennials (Linum catharticum, Gentianella amarella) at 3 chalk grassland sites in SE England. All species flowered in the autumn and germinated in the spring. Variation over 3 yr in exact time of germination was correlated with temperature in E. pseudokerneri and Gentianella. Linum germinated at the same time every year, even at sites in different counties; daylength may be a controlling factor. In 1981, early-germinating seedlings had lower survival to flowering in Linum and Gentianella, but in E. pseudokerneri germination date had no effect on survival. In summer 1980, both biennials had a sizeable seed bank (600-2500 m-2), but E. pseudokerneri had virtually none. For all 3 species, most seeds which germinate apparently do so in the first after seedfall. In the field, 14% of seeds sown in autumn 1980 germinated the following spring for Euphrasia, 24% for Linum and 30% for Gentianella. Survival from germination to flowering varied significantly between years by as much as 30-fold. Survival to flowering ranged from 43% to 0.8% in the annuals and from 12% to 6% in the biennials. Many flowering plants (up to 38%) and many flowers (up to 46%) set no seed. Seed outputs per fruiting plant were very low (10-25 for the Euphrasia spp. and Linum, and 30-90 for Rhinanthus and Gentianella). -from Author",48,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024878909,SCOPUS_ID:0024878909,2-s2.0-0024878909,Changes over twenty-one years in the Kolombangara rain forests,Whitmore T.,Journal of Ecology,00220477,NA,77,2,469-483,1989-01-01,1989,10.2307/2260763,"The 12 dominant canopy-top tree species have differing requirements of canopy disturbance for regeneration, and can be given a pioneer index on the scale 1-4. The pioneer index of the forests as a whole fell by 0.21 during 21.2 yr study, ie disturbance was not sufficient to maintain their initial composition. Individual forest types differed from the mean and within the types the component plots differed from one another, in percentage canopy disturbance, in pioneer index and in gains and losses to individual species. Usually, but not always, extensive canopy disturbance was followed by an increase in tree numbers of species with a high pioneer index. Results show strong spatial and temporal differences in population size and turnover of species and in extent of canopy disturbance; and that generalizations on forest species composition and its change with time are highly dependent on timescale and space scale. -from Author",68,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024878365,SCOPUS_ID:0024878365,2-s2.0-0024878365,"Macro- and microalgal production within a Nitella opaca bed in Lake Thingvallavatn, Iceland",Kairesalo T.,Journal of Ecology,00220477,NA,77,2,332-342,1989-01-01,1989,10.2307/2260753,"Nitella opaca forms a dense bed at a depth of 10-18 m in Lake Thingvallavatn. In 1985 Nitella started growth in early May and achieved maximum height (70-80 cm) and biomass (up to 170 g dry wt m-2, or c50 g C m-2) in October. During November and December the macroalgae collapsed and many of the thalli became detached. During May-September average Nitella biomass accumulation was 153±10 (SE) mg C m-2 day-1 at a depth of 10-16 m. Measurements of O2 exchange yielded distinctly higher community production rates than did the 14C-method, possibly due to recycling of 14CO2. Field measurements of 14C-fixation showed that during July-September 40-78% of the total primary production of the Nitella community was attributable to epiphytic (+ epipelic) and planktonic microalgae (mainly diatoms). Microalgal production is sufficient to sustain the rich benthic fauna living among Nitella thalli. -from Authors",6,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024877519,SCOPUS_ID:0024877519,2-s2.0-0024877519,Root morphology and aerenchyma formation as indicators of the flood- tolerance of Rumex species,Laan P.,Journal of Ecology,00220477,NA,77,3,693-703,1989-01-01,1989,10.2307/2260979,"Rumex species are zoned along a gradient of elevation in the river ecosystem in The Netherlands; R. thyrsiflorus, R. acetosa, R. obtusifolius, R. crispus, R. conglomeratus and R. maritimus were flooded to identify adaptive features. Most Rumex species have a tap-root from which the laterals originate. As a response to flooding, new laterals are formed. Number, place of origin, growth direction and formation rate of new laterals differed between the species. Number and formation rate of new roots were associated with the elevational distribution of the species: as a response to flooding, low-elevation species formed more new roots, and faster, than high-elevation species. The high-elevation species had root porosity values <10%; intermediate- and low-elevation species had values >10%. Schizogenous aerenchyma was constitutively formed by the low-elevation and flood-tolerant R. maritimus, and not by the high-elevation and flood-intolerant R. thyrsiflorus. In the intermediate-elevation R. crispus it was induced in stagnant hypoxic solution cultures. Development of aerenchyma in the new roots is the main determinant in the flood-tolerance of Rumex species. -from Authors",166,Journal,ar,Article,100,5,5,29602,undefined,0,FALSE,55,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024876865,SCOPUS_ID:0024876865,2-s2.0-0024876865,"Secondary dispersal of seed across snow in Betula lenta, a gap- colonizing tree species",Matlack G.,Journal of Ecology,00220477,NA,77,3,853-869,1989-01-01,1989,10.2307/2260990,"Seed was released preferentially on days with high winds and below-freezing temperatures. Catkins held in experimental environments released seed at low humidity, regardless of temperature. Through secondary dispersal across a snow surface, seeds in a natural population were distributed over an area 3.3 times greater than the area covered by aerial dispersal alone. Large numbers of seeds accumulated in indentations in the snow, and in shallow depressions corresponding to the bases of uprooted trees. Very few seeds were deposited on the smooth snow surface. Daily control of seed release during an autumn-winter dispersal period appears to promote long-range secondary dispersal by wind across a snow surface. Through this mechanism, ""passive' dispersal by wind produces non-random, aggregated seed distributions, and increases the chances of seeds arriving in suitable regeneration sites. -from Author",54,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024876582,SCOPUS_ID:0024876582,2-s2.0-0024876582,"Patterns of nutrient immobilization and release in decomposing forest litter in Central Himalaya, India",Upadhyay V.,Journal of Ecology,00220477,NA,77,1,127-146,1989-01-01,1989,10.2307/2260921,"Decomposition of leaf litter from 10 woody species was studied using litter bags incubated for 2 yr in 5 forest ecosystems, and Quercus leucotrichophora leaf litter was placed in each forest site to provide uniform substrate quality. Annual weight loss ranged from 47-100% among species. Differences between sites and species were significant. Most species exhibited 2 phases in their nutrient dynamics, a net immobilization phase followed by a net release phase. Net immobilization of N and P occurred in all litter species except Mallotus philippensis, Lyonia ovalifolia and Quercus leucotrichophora, while Ca and K exhibited only a release phase except in Pinus roxburghii and Myrica esculenta, where net immobilization of Ca occurred for a short period. The periods of net immobilization of various nutrients overlapped to a considerable extent. Material with higher initial C:nutrient ratios had a longer duration of immobilization and, in turn, a slower release phase. The critical C:N ratio (at which net release of N occurred), varied from 15:1 to 55:1. Species having higher N contents (1.20-3.04%) had higher weight loss rates. Species having >17% initial lignin accumulated more N. Mean annual temperature, altitude and lignin content were the principal regulating factors for weight loss and nutrient mineralization. -from Authors",47,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024875648,SCOPUS_ID:0024875648,2-s2.0-0024875648,Species interactions in a successional grassland. I. Seed rain and seedling recruitment,Peart D.,Journal of Ecology,00220477,NA,77,1,236-251,1989-01-01,1989,10.2307/2260927,"Seed rain and recruitment for the 5 most abundant species of grasses were quantified in a California coastal grassland undergoing succession after release from sheep grazing. Species distributions were very patchy: 4 patch types accounted for c95% of total cover. Three patch types (""perennial patches') were dominated, respectively, by 1 of 3 species of perennial grasses, Anthoxanthum odoratum, Holcus lanatus or Deschampsia holciformis. ""Annual patches' were dominated by annual grasses, including the most abundant annual Vulpia bromoides, the perennial grass Rytidosperma pilosum and forbs. Species not present in patches contributed little to the seed rain and nothing to recruitment in the interiors of those patches. Species differed significantly in the densities of their seed rain in the patches they dominated, ranging from 2300 m-2 for R. pilosum to 82 300 m-2 for H. lanatus. Density of seed rain was patchy on all spatial scales examined (from cm to km), but was not significantly correlated with densities of recruits on any scale for the perennial species. However, V. bromoides recruitment correlated positively with the density of its seed rain on small spatial scales (up to 1 m2) in annual patches. The poor relationship between seed rain and recruitment for the perennials probably reflects the over-riding importance of adult interference as an influence on seedling establishment in the perennial vegetation. A. odoratum has relatively high recruitment (30 m-2) in the patches it dominated. Other perennials had very low recruitment in their own stands (less than 5 m-2). V. bromoides had the highest recruitment (904 m-2) in annual patches. -from Author",83,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024875641,SCOPUS_ID:0024875641,2-s2.0-0024875641,Foliage-crown development and interaction in Quercus gilva and Q. acuta,Koike F.,Journal of Ecology,00220477,NA,77,1,92-111,1989-01-01,1989,10.2307/2260919,"The mechanisms of foliage-crown development and crown-to-crown interactions mediated by light conditions were measured in evergreen oak trees. Three crowns were expressed in terms of a spatial foliage-density distribution, and the coarse of the interactions was considered as a long-term change of this distribution in each crown. The critical light level, below which shoot population could not be maintained, was c30% of full light in Q. acuta and c10% in Q. gilva. Actual light intensity under foliage-crowns of both species was less than that of their critical light level, due to active multiplication of foliage at the canopy surface and light interception by old leaves. The process of crown development was described mathematically as changes in the spatial distribution of foliage density, taking into account light conditions. Such changes were estimated from the leaf area of current-year's shoots, leaf survivorship and shoot population dynamics (ie yearly changes in the spatial distribution of shoot population density). All parameters in this model were obtained from actual crowns. The development of interacting foliage-crowns was reproduced by simulation. In actual foliage-crowns, dense foliage was found in the upper and peripheral parts of the total canopy composed of both crowns, and foliage density was low at the lower side. -from Author",64,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024873866,SCOPUS_ID:0024873866,2-s2.0-0024873866,Responses of Mediterranean grassland plants to grazing and protection,Noy-Meir I.,Journal of Ecology,00220477,NA,77,1,290-310,1989-01-01,1989,10.2307/2260930,"Of the 73 most common species in an Israeli grassland, 49 showed responses to grazing by cattle that were largely consistent over sites, being either significantly more abundant on the more protected side, significantly more abundant on the more grazed side, or not significantly different. The remaining 24 species were inconsistent, being significantly more abundant on the protected side in some sites and on the grazed side in others. Of the inconsistent species, 14 showed a pattern of responses over sites that could be explained by a unimodal response to grazing intensity, with an optimum at intensities between the extremes of complete protection and very heavy continuous grazing. Perennial species with long growing seasons were somewhat more frequent among protection increasers, and their total cover greater in protected grassland. Grazing responses was strongly and significantly associated with plant growths form: protection increasers were mostly tall erect plants; grazing increasers mostly small, prostrate or rosette plants; and species with intermediate responses mostly erect plants of medium height. Ungrazed grassland was dominated (60-80% cover) by tall perennials and tall, annual grasses. Under light to moderate grazing their cover decreased to the benefit of annuals of a wide range of growth forms and families; of those, under heavy grazing, small and prostrate annuals, rosette crucifers and thistles remained abundant. Responses to grazing can be explained best by the opening of establishment gaps in the closed sward of foliage and mulch maintained by the dominants. At moderate to heavy grazing the vertical differential defoliation gradient imposed by cattle, particularly early in the growing season, becomes the major mechanism of grassland change. -from Authors",407,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024873482,SCOPUS_ID:0024873482,2-s2.0-0024873482,Variation in the impact of insect herbivory on Trifolium pratense through early plant succession,Gange A.,Journal of Ecology,00220477,NA,77,2,537-551,1989-01-01,1989,10.2307/2260768,"Under reduced levels of insect herbivory, plants grew taller and produced more leaves while individual leaf area was unchanged. Herbivory resulted in a reduction in plant size (assessed by total leaf area) and an increase in size variability (measured by the coefficient of variation). Number of seed heads per plant and individual seed weight were reduced by herbivory. There was no difference in seed viability, but more plants became established from seeds produced by insecticide-treated plants. In 2 of 3 communities, herbivory significantly reduced plant survivorship, due to the death of small individuals. -from Authors",12,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024873329,SCOPUS_ID:0024873329,2-s2.0-0024873329,Species interactions in a successional grassland. II. Colonization of vegetated sites,Peart D.,Journal of Ecology,00220477,NA,77,1,252-266,1989-01-01,1989,10.2307/2260928,"Colonization and inhibition abilties were quantified and compared in a patchy Californian grassland community. The 4 most abundant perennial species, Anthoxanthum odoratum, Holcus lanatus, Deschampsia holciformis and Rytidosperma pilosum, differed greatly in colonizing ability, as measured by survival, growth and reproduction. All perennial species effectively inhibited colonization of their stands, but annual vegetation could be colonized by Anthoxanthum and to a lesser degree by Holcus. Species differences in colonizing ability depended in part on their different densities of seed rain, but there were major differences in intrinsic, per-seed colonizing ability as well. Species differences in inhibition ability could be explained by above-ground biomass alone; intrinsic differences among species in their per-unit biomass inhibition effects were not important. -from Author",54,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024872982,SCOPUS_ID:0024872982,2-s2.0-0024872982,"Seed banks, fire season, safe sites and seedling recruitment in five co-occurring Banksia species",Enright N.,Journal of Ecology,00220477,NA,77,4,1111-1122,1989-01-01,1989,10.2307/2260826,"Quantity of seed stored in the canopy of 5 co-occurring Banksia species varied by nearly 2 orders of magnitude. The 3 species which resprout vegetatively after fire, produced less seeds and retained smaller seed banks than 2 non-sprouting species. Contiguous patches of scrub-heath were burned in spring and autumn. The spring fire was cooler, and both sets of seed released subsequently did not germinate until the following (common) winter. Rate of seed release was higher after the autumn fire. The non-sprouting species released more seeds after each fire and yielded more seedlings per parent than the resprouting species. Percentage (field) germination of the non-sprouters was not consistently different from that of the resprouters. Seeds exposed on the soil surface during summer soon lost viability compared with buried seeds. The large number of seedlings established up to 8 months after the spring fire resulted from many seeds escaping exposure by dispersal into litter-covered ""safe' sites. Although litter microsites covered only 30% of the ground surface after the spring burn, they accounted for 80% of seedlings both before and after the summer drought. Litter microsites covered only 14% of the autumn-burned site but accounted for 60% of seedlings before summer and 40% after summer, suggesting density-dependent thinning of seedlings. The autumn-burned site supported more than twice the density of seedlings than the spring-burned site by the end of the 1st winter. Summer mortality of seedlings was 32% in the spring-burned site and 65% in the autumn-burned site, equalizing the seedling:parent ratio at both sites. Net recruitment of 1-yr-old seedlings varied from 0 for 2 resprouters to >100 per parent for a non-sprouter. -Authors",187,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024872980,SCOPUS_ID:0024872980,2-s2.0-0024872980,Seed dispersal of four sympatric grassland annual species of Erodium,Stamp N.,Journal of Ecology,00220477,NA,77,4,1005-1020,1989-01-01,1989,10.2307/2260819,"Four sympatric Erodium (Geraniaceae) species explosively discharged their awned fruits (diaspores), which then dispersed further and buried themselves by hygroscopic movements. Without neighbouring plants the fruits were thrown up to 1 m, but this was reduced to a minimum of 0.3 m by contacting neighbours (the usual situation). The largest diaspores (E. botrys) rarely buried themselves, regardless of substrate or time of exposure to water. In the field, the rate of diaspore burial declined throughout the season. The 2 larger diaspores (E. botrys, E. brachycarpum buried themselves more often than the smaller diaspores (E. cicutarium, E. moschatum); large numbers of diaspores (of both sizes) failed to bury themselves and thus remained on the soil surface over the summer months. Percentage germination was higher when diaspores were buried. With normal watering, seedling biomass was greater for those in bare soil compared to those in straw-littered soil. However, under drought conditions, seedlings in the straw-littered soil were larger than those in bare soil. The sixfold difference in diaspore size among these species does not reflect partitioning of microhabitats, but may relfect the advantage that large plants, which produce large diaspores, may have when the growing season (= rainy period) is relatively long and, in contrast, the advantage that small plants, which produce diaspores sooner, may have when the growing season is short. -from Author",29,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024872955,SCOPUS_ID:0024872955,2-s2.0-0024872955,Density-dependent regulation of ramet populations within the bunchgrass Schizachyrium scoparium: interclonal versus intraclonal interference,Briske D.,Journal of Ecology,00220477,NA,77,4,963-974,1989-01-01,1989,10.2307/2260816,"Ramet populations were under density-dependent regulation due to both interclonal and intraclonal interference: ramet recruitment increased by 57% and 71% following the reduction of interclonal and intraclonal interference, respectively, during the 2 growing seasons the populations were monitoried. Some 70% of the ramet recruitment occurred on the clone periphery, rather than in the interior, irrespective of interferences from neighbouring ramets or clones. Ramet recruitment responded more rapidly to the reduction of interclonal rather than intraclonal interference, even though the total number of ramets recruited did not differ significantly. Asynchronous recruitment responses suggest that these two categories of interference may be temporally separated within the growing season. Reduction in either interclonal or intraclonal interference extended the seasonality of ramet recruitment and increased total recruitment but did not affect ramet survivorship or reproductive development in comparison with non-thinned clones. Only 5% of the ramets initially marked survived throughout the 16-month investigation and the half-lives of cohorts recruited during the investigation ranged between 3-9 months. -from Authors",63,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024784196,SCOPUS_ID:0024784196,2-s2.0-0024784196,Influence of tree canopies on the quantity of water and amount of chemical elements reaching the peat surface of a basin mire in the Midlands of England,Ahmad-Shah A.,Journal of Ecology,00220477,NA,77,2,357-370,1989-01-01,1989,10.2307/2260755,"Percentage throughfall of incident precipitation under pine, fen and mixed broadleaved woodlands was 68%, 79%, and 80% respectively. Substantial quantities of plant nutrient elements reach the mire surface in rainfall which is supplemented in passing through the tree layer. The order of increase in total chemical complement of throughfall is: pine woodland > fen woodland > mixed woodland. Comparison is made with rainfall and throughfall data collected at other forest sites. The ways in which vegetation canopies may change the chemical content of rainfall are discussed and the external sources of nutrient enrichment to rainfall are considered. Of the ions studied, those which show greatest increase in passing through the tree canopies are sodium, potassium, calcium, magnesium, ammonium, sulphate and chloride. -from Authors",27,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024475158,SCOPUS_ID:0024475158,2-s2.0-0024475158,"Acidification of lakes in Galloway, southwest Scotland: A diatom and pollen study of the post-glacial history of the Round Loch of Glenhead",Jones V.,J. ECOL.,00220477,NA,77,1,1-23,1989-01-01,1989,10.2307/2260912,"(1) Potential acidification by chemical weathering, soil leaching and organic matter accumulation in the catchment of the Round Loch of Glenhead is evaluated using diatom and pollen analysis of a radiocarbon dated sediment core. The Round Loch is situated on granite bedrock and is likely to have been sensitive to acidification throughout the post-glacial period. (2) About 9000 years B.P. the open habitats of the late and early post-glacial were replaced by birch/hazel woodland, then oak/elm/pine woodland, and oak/hazel/alder woodland by about 5400 years B.P. After 5700 years B.P., blanket mires increasingly replaced woodland. The present vegetation on the blanket peat is a Molinia/Calluna heathland. (3) The lake was acid in the late-glacial period (pH 5.3-5.7). No evidence of long-term acidification in the early post-glacial period was found, and from 9000-4150 years B.P. the pH of the loch was probably between 5.3 and 5.6. In the mid post-glacial no indication of lake acidification that might be associated with peat development in the catchment was identified, and from 4100 years B.P. there is evidence that a slight increase in pH or nutrient availability or both occurred. (4) Despite a clear change from mineral to acid organic soils in the catchment in the mid post-glacial, feedback mechanisms operated to maintain a lake with pH stable at 5 and above for most of the post-glacial period. With the introduction of strong acid anions associated with acid deposition after A.D. 1800 the pH fell to its present value of 4.7.",62,NA,ar,Article,100,3,3,29602,undefined,0,FALSE,67,NA,NA
