@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/77949897636,SCOPUS_ID:77949897636,2-s2.0-77949897636,"Impact of artificial light on nesting in the leatherback turtle dermochelys coriacea (Testudines: Dermochelyidae) at Cipara beach, Venezuela",Médicci M.,Revista de Biologia Tropical,00347744,57,3,515-528,2009-09-01,September 2009,"The number of Leatherback turtle nests and their spatial distribution was compared between years with and without artificial light, and between dark and lighted beach segments, in Cipara Beach, Paria Peninsula, Venezuela. Residents were interviewed to identify their perceptions about the impact of artificial light on sea turtles. Mean volume of sand per meter of beach was larger at La Peña, Cipara and La Remate and smaller at Varadero (p<0.001), increasing from April to June and later decreasing until August (p<0.05). Mean percentage of gravel was higher at Varadero and La Peña, and lower at La Remate and Cipara. Most interviewed people said that artificial light does not affect sea turtles. Between 2000 and 2005, 1 217 leatherback landings and 1 056 nests were observed. Successful nests increased with the years (p=0.035) as well as total nest number (p=0.015). From 2000 through 2003 there were 743 landings, 661 nests and 374 clutches. During the two years with electric light (2004-2005), there were 474 landings, 395 nests and 232 clutches. Proportion of landings with nest building decreased significantly during the years with electric light (p= 0.005), but nesting success did not vary (p= 0.402). No significant difference was found between landings per beach meter in dark and lighted sectors (p=0.244), between nests built (p=0.379) and in the rate of successful nesting (p=0.516). Dark and lighted sectors did not differ in the proportion of landings with nest building (p=0.067) and success rate (p=0.833).",2,Journal,ar,Article,100,3,3,Artificial lighting | Cipara Beach | Dermochelys coriacea | Leatherback | Nesting | Sea turtles | Venezuela,13567,undefined,0,FALSE,74,19928451,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949896702,SCOPUS_ID:77949896702,2-s2.0-77949896702,"Velvet worm taxonomy from Santander, Colombia and thermogravimetry, differential scanning calorimetry and infrared spectroscopy of the adhesive secretion (Onychophora: Peripatidae)",Jerez-Jaimes J.,Revista de Biologia Tropical,00347744,57,3,567-588,2009-09-01,September 2009,"Onychophoran worms are terrestrial organisms that have changed relatively little since the mid-Cambrian. We collected Macroperipatus geagy in coffee plantations at ""Hacienda El Roble"", Santander, Colombia, and here redescribe the species based on 15 individuals. A digital three-dimensional reconstruction of the ventral side of the body indicates that the primary and accessory papillae lack a defined distribution pattern. Diagnostic characters: one main tooth and one accessory tooth in the outer jaw, and one main tooth, one accessory tooth and seven denticles in the internal jaw. Measurements: length (X=45.66 mm; SD=26.10), weight (X= 0.95 g; SD= 2.21) and number of lobopods (X= 28.13 pairs; SD= 1.30). We present a taxonomic key for six species of Macroperipatus. The liquid adhesive secretion lost 60% of the initial weight at 70 °C (solid: 13% close to 90 °C). The stability phase of the liquid secretion was within 90-280 °C (100 °C -205 °C in the solid secretion). The starting degradation temperature of the sample was 355 °C. Heat flow changes in the solid and liquid secretions were confirmed by the sample behavior during thermogravimetric analysis. The percentage of β sheets calculated by infrared spectrum was 59%. In comparison with Nephila spiders, the onychophoran secretion lost more weight and entered the phase of degradation at lower temperatures. This secondary structure of proteins gives the onychophoran adhesive secretion a tensile strength and extensibility similar to those of the silk produced by spiders for prey-capture.",9,Journal,ar,Article,100,2,2,Beta sheet | Denticles | Infrared spectrum | Inner jaw | Macroperipatus geagy | Silk spiders | Velvet worms,13567,undefined,0,FALSE,75,19928455,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949894785,SCOPUS_ID:77949894785,2-s2.0-77949894785,Conceptual and statistical problems associated with the use of diversity indices in ecology,Barrantes G.,Revista de Biologia Tropical,00347744,57,3,451-460,2009-09-01,September 2009,"Diversity indices, particularly the Shannon-Wiener index, have extensively been used in analyzing patterns of diversity at different geographic and ecological scales. These indices have serious conceptual and statistical problems which make comparisons of species richness or species abundances across communities nearly impossible. There is often no a single statistical method that retains all information needed to answer even a simple question. However, multivariate analyses could be used instead of diversity indices, such as cluster analyses or multiple regressions. More complex multivariate analyses, such as Canonical Correspondence Analysis, provide very valuable information on environmental variables associated to the presence and abundance of the species in a community. In addition, particular hypotheses associated to changes in species richness across localities, or change in abundance of one, or a group of species can be tested using univariate, bivariate, and/or rarefaction statistical tests. The rarefaction method has proved to be robust to standardize all samples to a common size. Even the simplest method as reporting the number of species per taxonomic category possibly provides more information than a diversity index value.",29,Journal,ar,Article,100,2,2,Diversity indices | Highland avifauna | Multivariate analyses | Species abundance | Species richness,13567,undefined,0,FALSE,76,19928446,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949894784,SCOPUS_ID:77949894784,2-s2.0-77949894784,"Chronology of tropical dry forest regeneration in Santa Rosa, Guanacaste, Costa Rica. II. Vegetation in relation to the soil",Leiva J.A.,Revista de Biologia Tropical,00347744,57,3,817-836,2009-09-01,September 2009,"Chronology of tropical dry forest regeneration in Santa Rosa, Guanacaste, Costa Rica. II. Vegetation in relation to the soil. Tropical dry forest (TDF) succession was monitored in Santa Rosa, Costa Rica. We analyzed the effect of soil type on forest structure and diversity. Eight seasonally-dry TDF sites located along a successional chrono-sequence (10, 15, 20, 40, 60 and >100 years) were examined in relation to 17 soil pedons and six soil orders. Soils had moderate to high fertility and were classified as Entisols and Vertisols, although Mollisols, Alfisols, Inceptisols and Ultisols were also present. One-hundred and thirty 500 m2 plots were established, 20 plots in secondary and 10 plots in mature TDFsites. Diameter at breast height (dbh) and total tree height were measured for saplings (dbh ≥1 and <5 cm), shrubs and trees (dbh ≥5 cm). With the exception of two sites (40 and 60 years), soil type did not have significant effects on forest structure. However, tree diversity measured with Shannon-Wiener's H' and Fisher's α rarefaction curves, showed substantial differences among soil types, which became accentuated in mature forests. This pattern might be explained by non-random distributions of TDF trees, the scale of the study, the plot shape, and the use of systematic sampling designs. Low-fertility sites in general had higher species richness, consistent with idea that more restrictive soils reduce competition among trees and allow co-existence of species with contrasting growth rates. Changes in soil properties along a chrono-sequence of Entisols indicated that trees may experience more severe water stress as succession progresses, which may require adjustments in biomass allocation and phenological behavior of the dominant species. Our results suggest that edaphic specialization is more pronounced in mature TDF forests, and that most TDF trees are generalists in relation to soil type, highly tolerant to site heterogeneity, and show little physiological specializations in response to edaphic heterogeneity.",10,Journal,ar,Article,100,4,4,Mature forests | Santa Rosa National Park | Secondary forests | Soil chemical properties | Soil physical properties | Succession | Tropical dry forest | Tropical soils,13567,undefined,0,FALSE,77,19928474,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949892025,SCOPUS_ID:77949892025,2-s2.0-77949892025,Costa Rica mangroves: The north Pacific,Zamora-Trejos P.,Revista de Biologia Tropical,00347744,57,3,473-488,2009-09-01,September 2009,"Costa Rica mangroves: the north Pacific. Costa Rica has mangrove forests on both the Caribbean and Pacific coasts. The Pacific side has 99% of the mangrove area of the country. In this review we compile available information on the mangroves of the north Pacific coast of Costa Rica, from Bahía Salinas, on the border with Nicaragua, to the tip of the Peninsula de Nicoya at Cabo Blanco. We provide information on the location of the mangroves and all available information for each mangrove forest. These mangrove communities are smaller in extension and tree sizes, and have lower diversity compared to the mangroves on the southern section of the Pacific coast of Costa Rica. The dominant species are Rhizophora mangle and Rhizophora racemosa along the canal edges, backed by Avicennia germinans, and farther inland Avicennia bicolor, Laguncularia racemosa and Conocarpus erectus. At Potrero Grande a healthy population of Pelliciera rhizophorae, a rare species, has been reported. We recognized 38 mangrove communities in this part of the country, based on the National Wetland Inventory, published papers, field observations, theses, technical reports, and the national topographic maps (1:50 000, Instituto Geográfico Nacional). Relatively detailed information could be found for only five mangrove forests, for 14 more only prelimary and incomplete lists of plants and in some cases of animal species are available, for nine there is even less information, and for nine more only their location is known, which in some cases was not correct. Detail mapping, characterization of the vegetation and fauna, physiological studies, analyses of biogeochemical and physical processes, economic valuations, and determination of the health status of the mangrove of the northern Pacific coast, as well as for the rest of Costa Rica, are neccesary and urgent.",16,Journal,ar,Article,100,2,2,Costa Rica | Eastern tropical Pacific | Guanacaste | Human impact | Mangroves,13567,undefined,0,FALSE,78,19928448,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949890188,SCOPUS_ID:77949890188,2-s2.0-77949890188,Karyotype of the tropical gar Atractosteus tropicus Lepisosteiformes: Lepisosteidae) and chromosomal variation in their larval and adults,Arias-Rodríguez L.,Revista de Biologia Tropical,00347744,57,3,529-539,2009-09-01,September 2009,"Karyotype of the tropical gar Atractosteus tropicus Lepisosteiformes: Lepisosteidae) and chromosomal variation in their larval and adults. The karyotype of the tropical gar Atractosteus tropicus is described from conventional Giemsa-staining of 295 mitotic chromosome slides from 120 larvae and 15 adults (five females and ten males) from Tabasco, southern of Mexico. The diploid number 2n = 56 chromosomes was calculated (73 spreads from 206 larval and 208 adult metaphases). Variation on chromosome number was from 46 (4.4%) to 64 (3.9%) chromosome elements on larval samples, whereas 58 (11.7 %) chromosomes were the second most abundant after the diploid number of 2n = 56 (35%). Such variation was related with the presence of mobile microchromosomes. The karyotype was determined from six clear chromosome spreads photographed from three females and three males. The averaged karyotype was integrated by eight pairs of metacentric (m) chromosomes, four submetacentric (sm) pairs, eight telocentric (t) pairs and eight pairs of telocentric microchromosomes (*t). The fundamental number was FN = 80 chromosome arms. We saw no sexual differences on chromosome structure.",9,Journal,ar,Article,100,4,4,Atractosteus tropicus | Chromosomes | Gar | Karyotype | Lepisosteidae,13567,undefined,0,FALSE,79,19928452,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949890002,SCOPUS_ID:77949890002,2-s2.0-77949890002,"Sex ratio in two species of Pegoscapus wasps (Hymenoptera: Agaonidae) that develop in figs: Can wasps do mathematics, or play sex ratio games?",Ramírez-Benavides W.,Revista de Biologia Tropical,00347744,57,3,605-621,2009-09-01,September 2009,"The fig pollinating wasps (Hymenoptera: Agaonidae) have obligate arrhenotoky and a breeding structure that fits local mate competition (LMC). It has been traditionally assumed that LMC organisms adjust the sex ratio by laying a greater proportion of male eggs when there is superparasitism (several foundresses in a host). We tested the assumption with two wasp species, Pegoscapus silvestrii, pollinator of Ficus pertusa and Pegoscapus tonduzi, pollinator of Ficus eximia (= F. citrifolia), in the Central Valley of Costa Rica. Total number of wasps and seeds were recorded in individual isolated naturally colonized syconia. There was a constant additive effect between the number of foundresses and the number of males produced in the brood of a syconium, while the number of females decreased. Both wasp species seem to have precise sex ratios and probably lay the male eggs first in the sequence, independently of superparasitism and clutch size: consequently, they have a non-random sex allocation. Each syconium of Ficus pertusa and of F. eximia colonized by one foundress had similar mean numbers of females, males, and seeds. The two species of wasps studied do not seem to adjust the sex ratio when there is superparasitism. Pollinating fig wasp behavior is better explained by those models not assuming that females do mathematical calculations according to other females' sex ratios, size, number of foundresses, genetic constitution, clutch size or environmental conditions inside the syconium. Our results are in agreement with the constant male number hypothesis, not with sex ratio games.",9,Journal,ar,Article,100,3,3,Costa Rica | Fig pollinators | Local mate competition | Pegoscapus | Sex ratio adjustment,13567,undefined,0,FALSE,80,19928457,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949889816,SCOPUS_ID:77949889816,2-s2.0-77949889816,"Land snails from the Viñales limestone highlands, Pinar del Río, Cuba",Oliva-Olivera W.,Revista de Biologia Tropical,00347744,57,3,589-604,2009-09-01,September 2009,"The land snails inhabiting the limestone highlands in Cuba are poorly known. From field surveys, traditional collection catalogues, and the literature, we list 136 species, 49 genera and 19 families, 90 % of the species endemic to Cuba; only five species are non-indigenous of the Cuban archipelago. Annulariidae and Urocoptidae are the most represented families, and Chondrothyra and Liocallonia are the genera with the highest number of species. Forty-four species of this list were absent from the consulted collections. We provide 16 new records of species in localities of the region; and 12 species seem to have become locally extinct.",6,Journal,ar,Article,100,2,2,Cuba | Distribution | Gastropods | Malacological collections | Species diversity | Viñales,13567,undefined,0,FALSE,81,19928456,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949889484,SCOPUS_ID:77949889484,2-s2.0-77949889484,The feeding activity of herbivorous fishes and their impact on coral reefs with different levels of anthropogenic degradation,Durán A.,Revista de Biologia Tropical,00347744,57,3,687-697,2009-09-01,September 2009,"The feeding activity of three herbivorous fishes (Sparisoma viride, Scarus iserti and Acanthurus coeruleus) and its impact on two coral reefs were studied during the dry (February) and rainy (August) seasons of 2006 in Cuba. One of the reef stations is at the ""Acuario"" dive point in the Guanahacabibes National Park, and is relatively pristine. The second one is located at the north coast of Havana City facing the Instituto de oceanología (IdO) and is subject to pollution and fishing pressures. Herbivore fish composition was analized, and foraging intensity was measured for all Acanthurid and Scarid species, by counting fish bites in 1 m2 during five minute intervals (25 replicates). Concurrently, species foraging intensity was measured for juvenile, intermediate, and adult phases, counting fish bites during 10 minutes intervals (10 replicates). Algal consumption rate was estimated using a coefficent of consumed biomass per bite, for each size class. The algal cover was sampled at 20 m linear transects with four replicates at each site. Food items were assessed sampling algae at the observed bitten substrates. Compared to Acuario, herbivores in IdO showed lower species richness and higher density of small size fishes, but large-sized parrotfish was almost absent due to intense fishing. The highest bite rate was observed for the smallest fish size, but net consumption rate was three times greater for medium and great size fishes, which were more abundant in the protected area. Algal cover was lower in Acuario, while in IdO it was very high, and coral cover was very low. In both locations epiphytic algae were the preferred food. These results support generalizations referring to the importance of great size herbivores fishes in controlling excesive algal proliferation on coral reefs.",3,Journal,ar,Article,100,2,2,Acanthurus coeruleus | Algal consumption | Algal cover | Coral reefs | Guanahacabibes | Herbivore fishes | Scarus iserti | Sparisoma viride,13567,undefined,0,FALSE,82,19928463,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949886253,SCOPUS_ID:77949886253,2-s2.0-77949886253,"Growth and natural mortality of the fish Haemulon aurolineatum (Teleostei: Haemulidae) in the Southwest of Margarita Island, Venezuela",Bravo E.,Revista de Biologia Tropical,00347744,57,3,699-706,2009-09-01,September 2009,"We analyzed the growth and natural mortality of the cují (Haemulon aurolineatum) in the southwest of Margarita Island, from July 2005 through June 2006. A sample of 1 378 males and 1 143 females collected from Boca del Río artisanal fishing vessels was analyzed. The common relation for both sexes was expressed by the equation P=0.038*L2.87. From the frequency data, a preliminary asymptotic length (L∞) was estimated applying the routine of Powell and Wetherall, and the coefficient of growth (k) through ELEFAN I using program FISAT II (FAO-ICLARM). The modal progression analysis was used, previous decomposition of the frequency of lengths according to Bhattacharya, and it optimized the estimations of L∞ and k according to the procedure of Gulland and Holt. The curve of growth in length was fit to the model of von Bertalanffy, and described anexponential curve, where growth accelerated until the two years of age. The rate of natural mortality was high (M = 1.15 year-1), probably from high predation.",2,Journal,ar,Article,100,3,3,Cují | Growth | Haemulon aurolineatum | Margarita Island | Mortality | Venezuela,13567,undefined,0,FALSE,83,19928464,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949883356,SCOPUS_ID:77949883356,2-s2.0-77949883356,"Seed predation by mammals in forest fragments in Monteverde, Costa Rica",Chinchilla F.A.,Revista de Biologia Tropical,00347744,57,3,865-877,2009-09-01,September 2009,"Few studies have evaluated seed predation in fragmented landscapes, in which lower species diversity is expected to modifying ecological interactions. The rates of seed removal by mammals were investigated in a continuous forest and two fragmented patches of Premontane Tropical Moist Forest, in Monteverde, Costa Rica. The composition of mammalian seed-predators in each site was recorded during 16 months. The removal of four native tree species of experimental seeds: Ocotea valeriana and Ocotea whitei (Lauraceae), Panopsis costaricensis (Proteaceae) and Billia colombiana (Hippocastanaceae) in forest understories was followed during two annual fruiting seasons for each species. Results indicated similar species composition of seed-predators between continuous forest, the largest fragment (350 ha). However the smaller fragment (20 ha), had fewer seed predators. In this fragment, the specialized seed predator Heteromys desmarestianus (Rodentia) was more abundant. Unexpectedly, seed-predation in the two forest fragments and the continuous forest did not differ statistically for any of the seed species. Apparently, the higher abundance of small seed-predators in the fragments was compensated by the absence of medium and large seed-predators, like Agouti paca, Dasyprocta punctata (both Rodentia) and Pecari tajacu (Artiodactyla) recorded in continuous forest. Removal of experimentally-placed seeds was higher when the number of naturally occurring seeds in the sites was lower. This result could best be attributed to differential satiation of seed predators rather than differences in richness or abundance of seed predators.",5,Journal,ar,Article,100,1,1,Forest fragmentation | Predator satiation | Seed predators | Seed removal,13567,undefined,0,FALSE,84,19928478,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949882563,SCOPUS_ID:77949882563,2-s2.0-77949882563,Perch-height specific predation on tropical lizard clay models: Implications for habitat selection in mainland neotropical lizards,Steffen J.,Revista de Biologia Tropical,00347744,57,3,859-864,2009-09-01,September 2009,"Predation has been hypothesized to be a strong selective force structuring communities of tropical lizards. Comparisons of perch height and size-based predation frequencies can provide a unique window into understanding how predation might shape habitat selection and morphological patterns in lizards, especially anoles. Here I use plasticine clay models, placed on the trunks of trees and suspended in the canopy to show that predation frequency on clay models differs primarily according to habitat (canopy vs. trunk-ground), but not according to size. These data are discussed in light of observed lizard abundances in the lowland forests of Costa Rica, and are presented as partial explanation for why fewer lizards are found in tree canopies, and more lizards are found on ground-trunk habitats.",11,Journal,ar,Article,100,1,1,Canopy | Clay model | Lizard | Predation | Tree trunk,13567,undefined,0,FALSE,85,19928477,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949881054,SCOPUS_ID:77949881054,2-s2.0-77949881054,Is the red spotted green frog Hypsiboas punctatus (Anura: Hylidae) selecting its preys? The importance of prey availability,López J.,Revista de Biologia Tropical,00347744,57,3,847-857,2009-09-01,September 2009,"The study of the feeding ecology of amphibians is an old issue in herpetology. Notwithstanding, the lack of food resources data in many studies of amphibians feeding has lead to partial understanding of frog feeding strategies. In this study we evaluate the trophic selectivity of a red spotted green frog (Hypsiboas punctatus) population from a Middle Paraná River floodplain pond in Argentina, and discuss the importance of prey availability data when interpreting results from diet analysis. We analyzed the gut contents of 47 H. punctatus adults and compared frog's diet with the environmental food resources. Prey availability was estimated by systematically seep-netting the microhabitat where anurans were localized foraging. We identified 33 taxonomic categories from gastrointestinal contents. Numerically, the most important prey categories were dipterans, followed by hemipterans, homopterans and coleopterans. The diet similarity between males and females was high and no statistical differences in diet composition were found. The most abundant food resources in the environment were dipterans, coleopterans, homopterans and collembolans. In order to assess whether frogs were selecting their preys, we calculated Pianka's niche overlap index and Jacobs' electivity index comparing gut contents to prey availability data. Trophic niche overlap was medium but significantly higher than expected by chance. The electivity index indicated that H. punctatus foraged dipterans slightly above their environmental abundance. Among the secondary preys, hemipterans were foraged selectively, homopterans were consumed in the same proportion to their occurrence in the environment, coleopterans were foraged quite under their availability and collembolans were practically ignored by frogs. Without food resources data, H. punctatus could be classified as a specialist feeder, but dipterans also were quite abundant in the environment. Our results show that H. punctatus fit better as a generalist feeder, foraging on their main food item and some secondary preys in similar proportion to their environmental availability; even though other secondary preys are being selectively preferred or ignored by frogs. Our data illustrate the importance of including the resource availability data on diet studies to improve the understanding of amphibian feeding ecology.",36,Journal,ar,Article,100,4,4,Anuran | Diet | Food resources | Hypsiboas punctatus | Trophic selectivity,13567,undefined,0,FALSE,86,19928476,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949876906,SCOPUS_ID:77949876906,2-s2.0-77949876906,Resprouting from roots in four Brazilian tree species,Hayashi A.,Revista de Biologia Tropical,00347744,57,3,789-800,2009-09-01,September 2009,"Previous studies pointed out that species richness and high density values within the Leguminosae in Brazilian forest fragments affected by fire could be due, at least partially, to the high incidence of root sprouting in this family. However, there are few studies of the factors that induce root sprouting in woody plants after disturbance. We investigated the bud formation on root cuttings, and considered a man-made disturbance that isolates the root from the shoot apical dominance of three Leguminosae (Bauhinia forficata Link., Centrolobium tomentosum Guill. ex Benth, and Inga laurina (Sw.) Willd) and one Rutaceae (Esenbeckia febrifuga (St. Hil.) Juss. ex Mart.). All these species resprout frequently after fire. We also attempted to induce bud formation on root systems by removing the main trunk, girdling or sectioning the shallow lateral roots from forest tree species Esenbeckia febrifuga and Hymenaea courbaril L. We identified the origin of shoot primordia and their early development by fixing the samples in Karnovsky solution, dehydrating in ethyl alcohol series and embedding in plastic resin. Serial sections were cut on a rotary microtome and stained with toluidine blue O. Permanent slides were mounted in synthetic resin. We observed different modes of bud origin on root cuttings: close to the vascular cambium (C. tomentosum), from the callus (B. forficata and E. febrifuga) and from the phloematic parenchyma proliferation (I. laurina). Fragments of B. forficata root bark were also capable of forming reparative buds from healing phellogen formed in callus in the bark's inner side. In the attempt of bud induction on root systems, Hymenaea courbaril did not respond to any of the induction tests, probably because of plant age. However, Esenbeckia febrifuga roots formed suckers when the main trunk was removed or their roots were sectioned and isolated from the original plant. We experimentally demonstrated the ability of four tree species to resprout from roots after disturbance. Our results suggest that the release of apical dominance enables root resprouting in the studied species.",14,Journal,ar,Article,100,2,2,Anatomy | Leguminosae | Propagation | Root buds | Rutaceae | Wood cuttings,13567,undefined,0,FALSE,87,19928472,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449733022,SCOPUS_ID:70449733022,2-s2.0-70449733022,"Growth and mortality of the fish Haemulon aurolineatum (Teleostei: Haemulidae) from Southwest of Margarita Island, Venezuela",Bravo E.,Revista de Biologia Tropical,00347744,57,1-2,105-112,2009-06-01,June 2009,"We analyzed the growth and natural mortality of the fish known locally as cují (H. aurolineatum) in the southwest of Margarita Island, July 2005 to June 2006. A sample of 1 378 males and 1 143 females from artisanal fishing vessels of Boca del Río was analyzed. The common relation for both sexes was expressed by the equation P=0.038*L2.87. The asymptotic length (L∞) was estimated with Powell's (1979) routine and Wetherall (1986), and the growth coefficient (k) with ELEFAN I-FISAT II (FAO-ICLARM). The modal progression analysis was used after decomposition of lengths frequency according to Bhattacharya, and the estimations of L∞ and k optimized according to Gulland and Holt (1959). The growth curve was fitted to von Bertalanffy (1960); it is exponential, with accelerated growth in the first two years and less growth as the fish approaches maximal length. The rate of natural mortality was high (M=1.15 year-1), and probably was caused by high depredation.",1,Journal,ar,Article,100,3,3,Growth | Haemulon aurolineatum | Margarita Island | Mortality | Venezuela,13567,undefined,0,FALSE,88,19637692,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449733020,SCOPUS_ID:70449733020,2-s2.0-70449733020,Recruitment dynamics of the tropical rainforest tree Dipteryx oleifera (Fabaceae) in eastern Nicaragua,Ruiz J.,Revista de Biologia Tropical,00347744,57,1-2,321-338,2009-06-01,June 2009,"Seed production, seed dispersal and recruitment are critical processes in population dynamics, because they are almost never completely successful. We recorded the recruitment dynamics for the population of Dipteryx oleifera in a tropical rainforest in eastern Nicaragua (12°05' N., 83°55' W.) from March 2002 to August 2006. Seeds and seedlings had highly clumped distributions, while sapling distributions appeared to be random. Seedling survival increased away from the nearest conspecifc adult tree, where seedling density is lower. Since relative growth rates of seedlings are not correlated with the distance to the nearest conspecific adult, seedling survival appears to be independent of seedling growth. Seedling density is inversely correlated with seedling insect herbivory damage. Seedling survival correlated negatively with the number of saplings per sub-plot (10x10m), suggesting that insect herbivore may also cue in on saplings rather than only on adult D. oleifera trees in order to locate seedlings. Seedling establishment is significantly clumped with respect to the nearest adult tree. Larger clumps of seedlings seems more ephemeral than isolated smaller clumps located away from the nearest D. oleifera tree. These results support current empirical evidence presented earlier for the Janzen-Connell hypothesis for Dipteryx oleifera at seed and seedling stages and, the Recruitment Limitation hypothesis at the sapling stage, because sapling individuals might have recruited after random light-gap formation.",6,Journal,ar,Article,100,4,4,Dipteryx oleifera | Dipteryx panamensis | Janzen-Connell hypothesis | Nicaragua | Recruitment limitation hypothesis | Saplings | Seedlings | Seeds,13567,0135350,0,FALSE,89,19637710,BIO,Directorate for Biological Sciences,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449731189,SCOPUS_ID:70449731189,2-s2.0-70449731189,Soil dehydrogenase in a land degradation-rehabilitation gradient: Observations from a savanna site with a wet/dry seasonal cycle,Doi R.,Revista de Biologia Tropical,00347744,57,1-2,223-234,2009-06-01,June 2009,"Soil dehydrogenase activity is a good indicator of overall microbial activity in soil, and it can serve as a good indicator of soil condition. However, seasonal changes in soil moisture content may have an effect on soil dehydrogenase activity, making an accurate assessment of soil condition difficult. In this study, we attempted to determine the significance of soil dehydrogenase activity for assessing soil condition, and we attempted to find a way to account for the influence of soil moisture content on soil dehydrogenase activity. Soils were sampled in dry evergreen forest (original vegetation), bare ground (severely degraded) and Acacia plantation plots established on bare ground in 1986 and 1987 in Sakaerat, Thailand. Soil physico-chemical characteristics and dehydrogenase activity in the Acacia plantation soil had few differences from those in the evergreen forest soil. Soil dehydrogenase activity varied significantly between the bare ground and the forests regardless of the season (wet or dry), while the season did not produce a significant variation in soil dehydrogenase activity, as determined by repeated measures analysis of variance (p=0.077). The physico-chemical data provided the first principal component as a good measure of soil fertility. Values of soil dehydrogenase activity significantly correlated to scores of the soil samples of the first principal component (R=0.787, p<0.001). We found that soil dehydrogenase activity is a useful indicator of the extent of soil degradation and the rehabilitative effects of reforestation in this part of Thailand.",15,Journal,ar,Article,100,2,2,Acacia auriculiformis | Land degradation and rehabilitation | Savanna | Soil dehydrogenase | Soil moisture,13567,undefined,0,FALSE,90,19637703,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449731185,SCOPUS_ID:70449731185,2-s2.0-70449731185,"Composition of the Araneae (Arachnida) fauna of the provincial Iberá Reserve, Corrientes, Argentina",Avalos G.,Revista de Biologia Tropical,00347744,57,1-2,339-351,2009-06-01,June 2009,"A survey of the spider community composition and diversity was carried out in grasslands and woods in three localities: Colonia Pellegrini, Paraje Galarza and Estancia Rincón (Iberá province Reserve). Pit fall traps, leaf litter sifting, foliage beating, hand collecting and sweep nets were used. Shannon's diversity index, evenness, Berger-Parker's dominance index, β and γ diversity were calculated, and a checklist of spider fauna was compiled. Species richness was estimated by Chao 1, Chao 2, first and second order Jack-knife. A total of 4 138 spiders grouped into 150 species from 33 families of Araneomorphae and two species from two families of Mygalomorphae were collected. Five species are new records for Argentina and eleven for Corrientes province. Araneidae was the most abundant family (39.8%), followed by Salticidae (10.9%), Anyphaenidae (7.9%), Tetragnathidae (7.4%), and Lycosidae (5.5%). The other families represented less than 5% of the total catch. The web-builder guild had the highest number of specimens and the highest richness index. The abundance, observed richness, Shannon diversity and evenness indexes were highest in Colonia Pellegrini woodland and Paraje Galarza grassland. Alpha diversity represented 89% of the gamma; the remaining 11% corresponded to β diversity. According to the indexes, between 67% and 97% of the existing spider fauna was represented in the collected specimens from Iberá.",19,Journal,ar,Article,100,5,5,Araneae | Corrientes | Diversity | Grassland | Iberá reserve | Woods,13567,undefined,0,FALSE,91,19637711,NA,NA,NA,NA,NA
