@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/34247354213,SCOPUS_ID:34247354213,2-s2.0-34247354213,Predicting the long-term effects of hunting on plant species composition and diversity in tropical forests,Muller-Landau H.C.,Biotropica,00063606,17447429,39,3,372-384,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00290.x,"Hunting can change abundances of vertebrate seed predators and seed dispersers, causing species-specific changes in seed dispersal and seed predation and altering seedling communities. What are the consequences of these changes for the adult plant community in the next generation and beyond? Here, I derive equations showing how reduced seed dispersal reduces plant reproduction by intensifying kin competition, increasing vulnerability to natural enemies, and reducing the proportion of seeds passing through disperser guts. I parameterize these equations with available empirical data to estimate the likely effects on next-generation abundances. I then consider the indirect effects and longer-term feedbacks of changed seed or adult abundances on reproductive rates due to density-dependent interactions with natural enemies and mutualists, as well as niche differentiation with competitors, and discuss their likely qualitative effects. The factors limiting seed disperser and seed predator populations in natural and hunted forests emerge as critical for determining the long-term effects of hunting on rates of seed dispersal and seed predation. For example, where seed dispersers are held to a constant abundance by hunters, decreases in the availability of their preferred food plants are expected to lead to increased per-seed dispersal probabilities, potentially to the point of compensating for the initial disperser decline. I close by discussing the likely reversibility of hunting-induced changes in tropical forests and key questions and directions for future research. © 2007 The Author(s).",81,Journal,ar,Article,100,1,1,Defaunation | Diversity maintenance | Extinction risk | Herbivory | Hunting | Population regulation | Seed dispersal | Seed predation | Trophic cascades | Tropical forest,13817,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247352083,SCOPUS_ID:34247352083,2-s2.0-34247352083,Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species,Beckman N.G.,Biotropica,00063606,17447429,39,3,328-339,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00273.x,"Many of the mammals undergoing drastic declines in tropical forests worldwide are important seed dispersers and seed predators, and thus changes in mammal communities due to hunting will affect plant recruitment. It has been hypothesized that larger-seeded species will suffer greater reductions in seed removal and thus greater increases in predispersal seed predation than smaller-seeded species. We compared primary and secondary seed removal and predispersal seed predation of two tree species between hunted and nonhunted sites in Central Panama. Seeds of Oenocarpus mapora (Arecaceae) are 16-times greater in size than those of Cordia bicolor (Boraginaceae). We quantified primary seed removal and predispersal seed predation using seed traps, and we assessed secondary seed removal using seed removal plots. Primary removal of C. bicolor was 43 percent lower in the hunted sites, while primary removal of O. mapora was not significantly different. Secondary removal of unprotected O. mapora seeds on the ground was 59 percent lower in hunted sites, while secondary removal of C. bicolor was not significantly different. Predispersal seed predation of O. mapora by mammals was significantly lower in hunted sites, while predispersal seed predation by insects was not significantly different in either species. In combination with other studies, our results suggest that seed size is not a reliable predictor of the impacts of hunting. Mammal defaunation differentially affects stages and modes of seed dispersal and seed predation of different plant species, suggesting that these influences are complex and related to multiple plant traits. © 2007 The Author(s).",58,Journal,ar,Article,100,2,2,Conservation | Cordia bicolor | Defaunation | Life history traits | Oenocarpus mapora | Panama | Seed dispersal | Seed size,13817,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247345375,SCOPUS_ID:34247345375,2-s2.0-34247345375,The role of mammals in creating and modifying seedshadows in tropical forests and some possible consequences of their elimination,Stoner K.E.,Biotropica,00063606,17447429,39,3,316-327,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00292.x,"Mammal populations are increasingly hunted, yet the consequences of their disappearance from tropical forests have only recently been explored. Here, we summarize current research on the role of mammals in seed dispersal and postdispersal processes, such as seed predation and secondary dispersal, in different tropical regions. We evaluate how mammal features influence seedshadows and ultimately forest regeneration. Finally, we discuss the potential effect of changes in seedshadows caused by the elimination of many medium- and large-sized mammals. The complex role that mammals play in creating and modifying seedshadows in tropical forests cannot be easily quantified, and in this review we emphasize the variation that exists both within and among mammal taxa and across continents. To bridge this gap in information, we suggest that more studies should evaluate the relative importance of the disappearance of both seed dispersers and seed predators for particular plant species so that we may begin to understand the balance between these two influences. We also suggest that future studies identify ecological redundancy in nonhunted vertebrates within any particular community to evaluate compensatory behavior that may help ameliorate some of the negative effects of hunting of large and medium mammals. © 2007 The Author(s).",104,Journal,re,Review,100,4,4,Conservation | Frugivory | Hunting | Neotropics | Paleotropics | Seed dispersal | Seed predation,13817,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247343724,SCOPUS_ID:34247343724,2-s2.0-34247343724,Colonization strategies of two liana species in a tropical dry forest canopy,Avalos G.,Biotropica,00063606,17447429,39,3,393-399,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00265.x,"Lianas impose intense resource competition for light in the upper forest canopy by displaying dense foliage on top of tree crowns. Using repeated access with a construction crane, we studied the patterns of canopy colonization of the lianas Combretum fruticosum and Bonamia trichantha in a Neotropical dry forest in Panama. Combretum fruticosum flushed leaves just before the rainy season, and its standing leaf area quickly reached a peak in the early rainy season (May-June). In contrast, B. trichantha built up foliage area continuously throughout the rainy season and reached a peak in the late rainy season (November). Both species displayed the majority of leaves in full sun on the canopy surface, but C. fruticosum displayed a greater proportion of leaves (26%) in more shaded microsites than B. trichantha (12%). Self-shading within patches of liana leaves within the uppermost 40-50 cm of the canopy reduced light levels measured with photodiodes placed directly on leaves to 4-9 percent of light levels received by sun leaves. Many leaves of C. fruticosum acclimated to shade within a month following the strongly synchronized leaf flushing and persisted in deep shade. In contrast, B. trichantha produced short-lived leaves opportunistically in the sunniest locations. Species differences in degree of shade acclimation were also evident in terms of structural (leaf mass per area, and leaf toughness) and physiological characters (nitrogen content, leaf life span, and light compensation point). Contrasting leaf phenologies reflect differences in light exploitation and canopy colonization strategies of these two liana species. © 2007 The Author(s).",19,Journal,ar,Article,100,4,4,Bonamia trichantha | Combretum fruticosum | Light acclimation | Panama,13817,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247342873,SCOPUS_ID:34247342873,2-s2.0-34247342873,Phosphorus fertilization increases the abundance and nitrogenase activity of the cyanolichen Pseudocyphellaria crocata in Hawaiian montane forests,Benner J.,Biotropica,00063606,17447429,39,3,400-405,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00267.x,"Nitrogen-fixing epiphytes (especially lichens with a cyanobacterial symbiont - cyanolichens) have the potential to contribute significant amounts of nitrogen (N) to montane tropical forests, which are typically low in N - but the factors controlling the abundance and distribution of epiphytic cyanolichens are poorly understood. In long-term fertilization experiments in montane forests on a 4.l million-yr-old Oxisol on the island of Kauà'i and on a 152-yr-old lava flow on the island of Hawai'i, the epiphytic cyanolichen Pseudocyphellaria crocata increased significantly in abundance in canopies of host trees fertilized with phosphorus (P). There was no response to fertilization with N or other essential elements. Nitrogen-fixation rates were also elevated in lichens in P-fertilized plots at both sites. Phosphorus supply to host trees may be an important factor controlling N inputs to montane tropical forests by N-fixing epiphytes. © 2007 The Author(s).",63,Journal,ar,Article,100,5,5,Epiphyte | Lobariaceae | Nitrogen fixation | Tropical montane forest,13817,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247338107,SCOPUS_ID:34247338107,2-s2.0-34247338107,Hunting of mammals reduces seed removal and dispersal of the afrotropical tree Antrocaryon klaineanum (Anacardiaceae),Wang B.C.,Biotropica,00063606,17447429,39,3,340-347,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00275.x,"Throughout the tropics, mammalian seed dispersers are being driven to local extinction by intense hunting pressure, generating concern not only about the loss of these species, but also about the consequences for the plants they disperse. We compared two rain forest sites in Cameroon - one with heavy hunting pressure and one protected from hunting - to appraise the loss of mammalian seed dispersers and to assess the impact of this loss on seed removal and seed dispersal of Antrocaryon klaineanum (Anacardiaceae), a mammal-dispersed tree. Surveys of arboreal frugivores indicate that three of the five monkey species, as well as chimpanzee and gorilla, have been extirpated from the hunted forest. Diaspore counts underneath A. klaineanum adults (six trees per site) indicate that seed removal is severely reduced in the hunted forest. Finally, genetic maternity exclusion analysis (using 3-7 nuclear microsatellite loci) of maternally inherited endocarp tissue from diaspores collected under the canopies of 12 fruiting ""mother"" trees (six trees per site) revealed that seed dispersal in the hunted forest is also greatly reduced. In the hunted forest with reduced mammal dispersal agents, only 1 of the 53 assayed endocarps (2%) did not match the mother and was determined to be from a dispersed diaspore. By contrast, in the protected forest, 20 of the 48 assayed endocarps (42%) were from dispersed diaspores. This study provides strong evidence that loss of dispersal agents can lead to reduced seed removal and loss of seed dispersal, disrupting the seed dispersal cycle. © 2007 The Author(s).",84,Journal,ar,Article,100,4,4,Africa | Antrocaryon klaineanum | Hunting | Microsatellite | Seed dispersal | Seed removal | Tropical forest,13817,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247331861,SCOPUS_ID:34247331861,2-s2.0-34247331861,The impact of hunting on the mammalian fauna of tropical Asian forests,Corlett R.,Biotropica,00063606,17447429,39,3,292-303,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00271.x,"People have hunted mammals in tropical Asian forests for at least 40,000 yr. This period has seen one confirmed global extinction (the giant pangolin, Manis palaeojavanica) and range restrictions for several large mammals, but there is no strong evidence for unsustainable hunting pressure until the last 2000-3000 yr, when elephants, rhinoceroses, and several other species were progressively eliminated from the large parts of their ranges. Regional declines in most species have occurred largely within the last 50 yr. Recent subsistence hunting has typically focused on pigs and deer (hunted with dogs and spears or with snares), monkeys and other arboreal mammals (often caught with blowpipes), and porcupines and other rodents (smoked or dug out of burrows). Over the last 50 yr, the importance of hunting for subsistence has been increasingly outweighed by hunting for the market. The hunted biomass is dominated by the same species as before, sold mostly for local consumption, but numerous additional species are targeted for the colossal regional trade in wild animals and their parts for food, medicines, raw materials, and pets. Many populations of mammalian dispersers of large seeds and understory browsers have been depleted or eliminated, while seed predators have had a more variable fate. Most of this hunting is now illegal, but the law enforcement is generally weak. However, examples of successful enforcement show that hunting impacts can be greatly reduced where there is sufficient political will. Ending the trade in wild animals and their parts should have the highest regional conservation priority. © 2007 The Author(s).",309,Journal,re,Review,100,1,1,Asia | Endangered species | Hunting | Mammals | Traditional medicine | Tropical forest | Wildlife trade,13817,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247329805,SCOPUS_ID:34247329805,2-s2.0-34247329805,Basin-wide effects of game harvest on vertebrate population densities in Amazonian forests: implications for animal-mediated seed dispersal,Peres C.,Biotropica,00063606,17447429,39,3,304-315,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00272.x,"Vertebrate responses to hunting are widely variable for target and nontarget species depending on the history of hunting and productivity of any given site and the life history traits of game species. We provide a comprehensive meta-analysis of changes in population density or other abundance estimates for 30 mid-sized to large mammal, bird and reptile species in 101 hunted and nonhunted, but otherwise undisturbed, Neotropical forest sites. The data set was analyzed using both an unnested approach, based on population density estimates, and a nested approach in which pairwise comparisons of abundance metrics were restricted to geographic groups of sites sharing similar habitat and soil conditions. This resulted in 25 geographic clusters of sites within which 1811 population abundance estimates were compared across different levels of hunting pressure. Average nested changes in abundance across increasingly greater levels of hunting pressure ranged from moderately positive to highly negative. Populations of all species combined declined across greater differences in hunting pressure by up to 74.8 percent from their numeric abundance in less intensively hunted sites, but harvest-sensitive species faired far worse. Of the 30 species examined, 22 declined significantly at high levels of hunting. Body size significantly affected the direction and magnitude of abundance changes, with large-bodied species declining faster in overhunted sites. Frugivorous species showed more marked declines in abundance in heavily hunted sites than seed predators and browsers, regardless of the effects of body size. The implications of hunting for seed dispersal are discussed in terms of community dynamics in semi-defaunated tropical forests. © 2007 The Author(s).",338,Journal,ar,Article,100,2,2,Dispersal limitation | Game harvest | Hunting | Large vertebrates | Meta-analysis | Population density | Seed dispersal | Tropical forests,13817,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247329510,SCOPUS_ID:34247329510,2-s2.0-34247329510,An ant mosaic revisited: Dominant ant species disassemble arboreal ant communities but co-occur randomly,Sanders N.,Biotropica,00063606,17447429,39,3,422-427,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00263.x,"The spatial distributions of many tropical arboreal ant species are often arranged in a mosaic such that dominant species have mutually exclusive distributions among trees. These dominant species can also mediate the structure of the rest of the arboreal ant community. Little attention has been paid to how diet might shape the effects of dominant species on one another and the rest of the ant community. Here, we take advantage of new information on the diets of many tropical arboreal ant species to examine the intra- and inter-guild effects of dominant species on the spatial distribution of one another and the rest of the tropical arboreal ant community in a cocoa farm in Bahia, Brazil. Using null model analyses, we found that all ant species, regardless of dominance status or guild membership, co-occur much less than expected by chance. Surprisingly, the suite of five dominant species showed random co-occurrence patterns, suggesting that interspecific competition did not shape their distribution among cocoa trees. Across all species, there was no evidence that competition shaped co-occurrence patterns within guilds. Co-occurrence patterns of subordinant species were random on trees with dominant species, but highly nonrandom on trees without dominant species, suggesting that dominant species disassemble tropical arboreal ant communities. Taken together, our results highlight the often complex nature of interactions that structure species-rich tropical arboreal ant assemblages. © 2007 The Author(s).",65,Journal,ar,Article,100,5,5,Assembly rules | Brazil | Co-occurrence | Community structure | Null model | Tropical diversity,13817,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247325617,SCOPUS_ID:34247325617,2-s2.0-34247325617,Low inbreeding and high pollen dispersal distances in populations of two Amazonian forest tree species,Cloutier D.,Biotropica,00063606,17447429,39,3,406-415,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00266.x,"Recent studies suggest that tropical tree species exhibit low inbreeding and high gene dispersal levels despite the typically low density of conspecifics in tropical forests. To examine this, we undertook a study of pollen gene dispersal and mating system of two Amazonian tree species. We analyzed 341 seeds from 33 trees at four microsatellite loci in a Carapa guianensis population from Brazil, and 212 seeds from 22 trees at four microsatellite loci in a Sextonia rubra population from French Guiana. Differentiation of allele frequencies among the pollen pool of individual trees was ΦFT = 0.053 (95% CI: 0.027-0.074) for C. guianensis and ΦFT = 0.064 (95% CI: 0.017-0.088) for S. rubra. The mean pollen dispersal distances were estimated at 69-355 m for C. guianensis, and 86-303 m for S. rubra, depending on the pollen dispersal model and the estimate of reproductive tree density used. The multi-locus outcrossing rate was estimated at 0.918 and 0.945, and the correlation of paternity at 0.089 and 0.096, for C. guianensis and S. rubra, respectively, while no significant levels of biparental inbreeding were detected. Comparing trees with high and low local density of conspecifics, we found no evidence for differences in inbreeding levels. The results are discussed within the framework of the emerging picture of the reproductive biology of tropical forest trees. © 2007 The Author(s).",17,Journal,ar,Article,100,7,7,Carapa guianensis | Correlated paternity | Mating system | Microsatellite loci | Sextonia rubra | Tropical wet forest | TwoGener,13817,undefined,0,FALSE,65,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/33847001666,SCOPUS_ID:33847001666,2-s2.0-33847001666,Site variation in spatial aggregation and phorophyte preference in Psychilis monensis (Orchidaceae),Otero J.T.,Biotropica,00063606,17447429,39,2,227-231,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00258.x,"Aggregation patterns of plants vary according to spatial scale and developmental stage, and are dependent on vegetation dynamics and species composition. We describe the aggregation patterns of the epiphytic orchid Psychilis monensis from two sites with different vegetation structure and composition on Mona Island, Puerto Rico. We analyzed spatial variation for seedlings, juveniles, and adults using the density-independent, standardized Morisita index (IMS). We censused a total of 879 plants. Strong preferences for some phorophyte species were evident, including dead trees, but association with bark roughness was equivocal. The highest densities occurred in the site with the lowest fruit and seed production, suggesting that the best sites for pollination and seedling establishment were not the same. Seedlings at one site were significantly aggregated, but all other stages were indistinguishable from a random distribution. Nevertheless, adults at both sites had the lowest IMS values indicating that they tend to be the least aggregated of the three life history stages. The abundance and age structure of P. monensis were clearly affected by the frequency of their preferred hosts, but site-specific factors affecting seedling survival probably play a major role in site differences. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",30,Journal,ar,Article,100,3,3,Density-dependent mortality | Orchid | Phorophyte preference | Puerto Rico | Spatial variation,13817,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847000917,SCOPUS_ID:33847000917,2-s2.0-33847000917,"Effects of season, rainfall, and hydrogeomorphic setting on mangrove tree growth in Micronesia",Krauss K.,Biotropica,00063606,17447429,39,2,161-170,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00259.x,"Seasonal patterns of tree growth are often related to rainfall, temperature, and relative moisture regimes. We asked whether diameter growth of mangrove trees in Micronesia, where seasonal changes are minimal, is continuous throughout a year or conforms to an annual cycle. We installed dendrometer bands on Sonneratia alba and Bruguiera gymnorrhiza trees growing naturally within mangrove swamps on the islands of Kosrae, Federated States of Micronesia (FSM), Pohnpei, FSM, and Butaritari, Republic of Kiribati, in the eastern Caroline Islands of the western Pacific Ocean. Trees were remeasured monthly or quarterly for as long as 6 yr. Annual mean individual tree basal area increments ranged from 7.0 to 79.6 cm2/yr for all S. alba trees and from 4.8 to 27.4 cm2/yr for all B. gymnorrhiza trees from Micronesian high islands. Diameter increment for S. alba on Butaritari Atoll was lower at 7.8 cm 2/yr for the one year measured. Growth rates differed significantly by hydrogeomorphic zone. Riverine and interior zones maintained up to seven times the annual diameter growth rate of fringe forests, though not on Pohnpei, where basal area increments for both S. alba and B. gymnorrhiza were approximately 1.5 times greater in the fringe zone than in the interior zone. Time-series modeling indicated that there were no consistent and statistically significant annual diameter growth patterns. Although rainfall has some seasonality in some years on Kosrae and Pohnpei and overall growth of mangroves was sometimes related positively to quarterly rainfall depths, seasonal diameter growth patterns were not distinctive. A reduced chance of moisture-related stress in high-rainfall, wetland environments may serve to buffer growth of Micronesian mangroves from climatic extremes. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",54,Journal,ar,Article,100,5,5,Bruguiera gymnorrhiza | Butaritari Atoll | Coastal forests | Dendrometry | ENSO | Kiribati | Kosrae | Pohnpei | Rainfall dependence | Sonneratia alba,13817,undefined,0,FALSE,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846995127,SCOPUS_ID:33846995127,2-s2.0-33846995127,"Vascular epiphyte communities in the inner-crown of Hyeronima alchorneoides and Lecythis ampla at La Selva Biological Station, Costa Rica",Cardelús C.L.,Biotropica,00063606,17447429,39,2,171-176,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00253.x,"The community composition and percent cover of vascular epiphytes were examined in relation to photosynthetic photon flux density (PFD), temperature, vapor pressure, and tree characteristics in the inner-crown of two emergent tree species, Hyeronima alchorneoides and Lecythis ampla, at La Selva Biological Station, Costa Rica. A total of 53 species were found in a total sampled branch area of 32 m2 in eight trees - four trees per species. Community composition varied both among individuals of the same tree species and between tree species. However, percent cover patterns of vascular epiphytes were significantly different between the two tree species; Hyeronima had a significantly greater percent cover of epiphytes than Lecythis. The higher percent light transmittance as well as lower humidity in Lecythis are likely causes of its lower percent cover of epiphytes. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",25,Journal,ar,Article,100,1,1,Epiphyte community | Forest canopy | Hyeronima | Lecythis | Species richness,13817,undefined,0,FALSE,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846992304,SCOPUS_ID:33846992304,2-s2.0-33846992304,"Resource partitioning in sympatric Cynopterus bats in lowland tropical rain forest, Thailand",Bumrungsri S.,Biotropica,00063606,17447429,39,2,241-248,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00245.x,"Diet and habitat use of the closely related and size-overlapping sympatric Cynopterus brachyotis and C. sphinx were established in lowland dry evergreen forest, Thailand, between March 1998 and March 2000. Feces from netted bats were analyzed, and the recapture rate determined. Although both species share a set of food plants, and fruits from early successional forest contribute about half of their diet, C. brachyotis, the smaller of the two species, ate a significantly greater proportion of fruits from early successional forest than C. sphinx. The latter ate a significantly greater proportion of fruit species in larger size classes. More C. brachyotis were captured in early successional forest in almost every month, while C. sphinx is more common in old-growth forest. However, the capture rate of C. sphinx increased in early successional forest in the mid-dry season when its preferred fruits become available. The recapture rate of C. brachyotis in early successional forest was significantly higher than that of C. sphinx, and the reverse situation was observed in old-growth forest. Male C. sphinx had a significantly higher recapture rate in early successional forest than females. Fruit size and habitat use are the major determinants of resource partitioning between these size-overlapping congeners. © 2006 The Author(s) Journal compilation © 2006 by The Association for Tropical Biology and Conservation.",29,Journal,ar,Article,100,3,3,Brachyotis | Cynopterus sphinx | Diet | Fruit bats | Habitat use | Interspecific variation,13817,undefined,0,FALSE,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846990939,SCOPUS_ID:33846990939,2-s2.0-33846990939,Phenology of Plumeria alba and its herbivores in a tropical dry forest,Sloan S.A.,Biotropica,00063606,17447429,39,2,195-201,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00249.x,"Understanding phenology in plant populations requires distinction between proximate mechanisms and ultimate (evolutionary) causation. Leaf production and abscission, flower production, and herbivory were monitored for 2 yr in a population of the stem succulent tree, Plumeria alba L. in the Guánica State Forest in southwest Puerto Rico. Dependence of phenological events on abiotic (rainfall and day length) and biotic factors (herbivore abundance/damage) was quantified to discern potential relationships. Leaf flush and flowering were not associated with periods of highest rainfall as might be expected in a dry tropical forest. Rather, these events were highly correlated with day length. We observed that most leaf flush began in March and April, which was several months before the wettest period of the year (August to November). This result is consistent with other studies that show that leaf flush in Plumeria is under photoperiodic control and that the plants initiate growth and reproduction when cloudiness is low and seasonal light availability is greatest. Herbivore damage by caterpillars of the sphinx moth Pseudosphinx tetrio is restricted primarily to the wettest season, consistent with the hypothesis that early leaf flush and reproduction has been selected to avoid herbivory. It is not clear whether photoperiodic control of leaf flush and reproduction serves to maximize seasonal light availability, minimize the impact of herbivores, or both. However, it is clear that peak rainfall is not likely to have been the sole selective factor determining leaf flush and flowering in P. alba. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",27,Journal,ar,Article,100,3,3,Apocynaceae | Guánica | Herbivory | Photoperiod | Plant-insect interaction | Pseudosphinx tetrio | Puerto Rico | Sphingidae,13817,undefined,0,FALSE,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846990558,SCOPUS_ID:33846990558,2-s2.0-33846990558,Upland soil charcoal in the wet tropical forests of central Guyana,Hammond D.S.,Biotropica,00063606,17447429,39,2,153-160,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00257.x,"A soil charcoal survey was undertaken across 60,000 ha of closed-canopy tropical forest in central Guyana to determine the occurrence, ubiquity, and age of past forest fires across a range of terra firme soil types. Samples were clustered around six centers consisting of spatially nested sample stations. Most charcoal was found between 40 and 60 cm depth with fewest samples yielding material at 0-20 cm depth. The first core yielded charcoal at most stations. Charcoal ages of a random subsample ranged from less than 200 YBP to 9500 YBP with a noticeable peak between 1000 and 1250 YBP. Results reinforce a view that most closed-canopy tropical forests in eastern Amazonia have been subject to palaeo-fire events of unknown severity with a peak in charcoal age consistently appearing between 1000 and 2000 YBP. The two samples dated to the early Holocene represent some of the oldest indicators of paleo-fire known from upland Neotropical forest soils. Ubiquitous soil charcoal in central Guyana further indicate both forest resilience to fire and the widespread propensity for regional forests to burn, particularly during anomalous periods of drought. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",38,Journal,ar,Article,100,3,3,Disturbance history | El Niño-Southern Oscillation | Fire | Guiana Shield | Precambrian | Radiocarbon,13817,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846989807,SCOPUS_ID:33846989807,2-s2.0-33846989807,Associations of spiders of the genus Peucetia (Oxyopidae) with plants bearing glandular hairs,Vasconcellos-Neto J.,Biotropica,00063606,17447429,39,2,221-226,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00250.x,"Two common South American species of lynx spiders, Peucetia rubrolineata and P. flava (Oxyopidae), were surveyed on three localities in southeastern Brazil to determine plant choice. Both species were found to be associated with plants bearing glandular trichomes. A literature review and complementary data show that ten Peucetia species are associated with up to 55 plant species bearing glandular trichomes in at least 20 distinct vegetation types (phytophysiognomies) in more than 36 localities in the Neotropical, Neartic, Afrotropical, and Paleartic regions. The main plant families used by the spiders were Solanaceae, Asteraceae, and Melastomataceae. The specialization of the Peucetia species for plants bearing glandular trichomes may have evolved because insects adhered to these sticky structures may be used as prey by the spiders. © 2007 The Author(s) Journal compilation © 2007 by The Association for Tropical Biology and Conservation.",36,Journal,re,Review,100,4,4,Evolution | Foraging | Host plant specificity | Lynx spider | Specific associations,13817,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846985996,SCOPUS_ID:33846985996,2-s2.0-33846985996,"Frugivory by small vertebrates within a deforested, dry tropical region of Central America",Griscom H.P.,Biotropica,00063606,17447429,39,2,278-282,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00242.x,"Small vertebrates were inventoried within three habitat types in a degraded dry forest region of Panama. Animals were classified as frugivorous if they were observed foraging on fruit or if fecal samples contained mostly or exclusively seeds. Overall, we found that eight bat species and 21 bird species consumed fruit. The greatest numbers of birds were observed within live fences and bird species richness was greatest within riparian forests. Bat assemblages were not significantly different between habitats. The implication is that ecosystem services such as seed dispersal may still be functional in this landscape. © 2006 The Author(s) Journal compilation © 2006 by The Association for Tropical Biology and Conservation.",27,Journal,ar,Article,100,3,3,Dry forest | Fragmented | Frugivores | Live fences | Panama | Pastures | Reforestation | Riparian forest | Seed dispersal,13817,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846984275,SCOPUS_ID:33846984275,2-s2.0-33846984275,"Avian foraging behavior in two different types of coffee agroecosystem in Chiapas, Mexico",Dietsch T.,Biotropica,00063606,17447429,39,2,232-240,2007-03-01,March 2007,10.1111/j.1744-7429.2006.00248.x,"This study describes the foraging ecology of birds during summer and winter in two different types of coffee agroecosystems in Chiapas, Mexico. Avian foraging behavior is documented in two agroecosystems of differing management intensity, structurally similar but with different levels of floristic diversity, during summer and winter seasons. The distribution of tree species used by birds was more even, and birds used a greater diversity of tree species, in the more diverse coffee shade system. Much of the variation in resource use derived from shifts in the use of flowers and fruit, highlighting the importance in resource phenology for birds. Insectivory was more frequent in winter than summer for the coffee layer, and in summer for the shade layer. Given the vegetative structural similarity of the two coffee agroecosystems included in this study, floristic differences probably accounted for much of the difference in the bird communities between the management systems, especially given the strong seasonal response to flowering and fruiting. This work suggests that plentiful and diverse food resources associated with the high diversity of plant species may facilitate coexistence of the high number of bird species found in shade-grown coffee agroecosystems. © 2006 The Author(s) Journal compilation © 2006 by The Association for Tropical Biology and Conservation.",20,Journal,ar,Article,100,3,3,Floristic diversity | Frugivory | Insectivory | Nectivory | Neotropics | Seasonal variation | Tropical agriculture,13817,undefined,0,FALSE,74,all,All Open Access
