@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/1642316335,SCOPUS_ID:1642316335,2-s2.0-1642316335,"Anatomy and uses of the mature leaves of three species of Sabal (Arecaceae) of the Yucatan Peninsula, Mexico (Spanish)",Pérez M.,Revista de Biologia Tropical,00347744,51,2,333-344,2003-06-01,June 2003,"This paper describes the leaf anatomy of Sabal mauritiiformis (Karst.) Griseb. & H. Wendl., Sabal mexicana Mart, and Sabal yapa Wright ex Becc., three of the four most representative species of the Yucatán Península, in Mexico. These species are locally used: in the roofing of traditional homes, as food (fruits and apical buds), and in the production of hats, brooms and handicrafts. Leaf samples were collected in secondary growth of lower montane rainforest in the state of Quintana Roo and in two home gardens in the state of Yucatán. Herbarium samples were obtained, and samples of blade and petiole were fixed in formaline-acetic acid-alcohol. Cross incisions were made on the blade and petiole, and were dyed with safranin and toluidine blue O. The results show that S. mauritiiformis and S. yapa are morphologically alike: both are tall, slim palm trees; the leaf in S. mauritiiformis is a shorter palm-like structure compared with the other two species. The shape of the main nerve, as seen in cross section, is rectangular in the three species. The hastula in the three species is acuminate and adaxial. The foliar anatomic structure is similar in the three species, although there are some differences. The adaxial an abaxial epidermis of the blade consist of one layer and, superficially, the anticlinal walls are straight; the stomata are intercostal, of the tetracytic type, present on both surfaces in S. mexicana and S. yapa and only on the abaxial surface on S. mauritiiformis. The hypodermis is one layer thick in S. yapa and in S. mexicana and two layers thick in S. mauritiiformis. In the three species the palisade parenchyma consists of several undefined strata as the cells are similar -in shape and size- to the cells in the spongy parenchyma, so there is no marked difference between these strata and the spongy parenchyma seems almost continuous. Both fibrous and vascular bundles are distributed between the hypodermis and the palisade parenchyma; the fiber bundles can be found towards the abaxial surface while the vascular and fiber bundles are located towards the adaxial surface. The fibers, in the three species, are elongated, with the pointed tips, undivided and unseptated. One to three wide vessels of metaxilem can be seen in the vascular bundles, those in S. yapa being the widest in diameter. The vascular bundles are surrounded by thick fiber sheaths which come in pairs. The anatomic structure of the petiole is similar to that of the blade, and is characterized by the many vascular and fiber bundles dispersed in the parenchymatous tissue, and which are very resistant. The histological structure of the blade and petiole reflects strength and flexibility, qualities which make these plants adequate in the construction of roofs for rural housing and other buildings.",9,15162726,Journal,ar,Article,100,2,2,Foliar anatomy | Mexico | Palms | Quintana Roo | Sabal | Tropical rain forest | Uses | Yucatán,13567,undefined,0,FALSE,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642313772,SCOPUS_ID:1642313772,2-s2.0-1642313772,"A survey of the epibiota of Eretmochelys imbricata (Testudines: Cheloniidae) of Mona Island, Puerto Rico",Schärer M.T.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,87-90,2003-06-01,June 2003,"Epibiotic organisms inhabiting non-nesting hawksbill sea turtles, Eretmochelys imbricata (Linnaeus, 1766), are described from Mona and Monito Islands, Puerto Rico. Epibiont samples from 105 turtles of shallow (< 40 m) water foraging habitats were collected and identified to the lowest possible taxon. This epibiotic assemblage consisting of at least 4 algal functional groups and 12 animal phyla represents the greatest phylogenetic diversity for marine turtle epibiota. Six groups are considered new reports for marine turtles. Most epibiont colonization was found on posterior marginal scutes and under overlapping scutes. Ecological attributes of epibiota and their symbiosis with E. imbricata provide a tool to understand basi and epibiont populations.",22,15264558,Journal,cp,Conference Paper,100,1,1,Ecology | Epibiont | Epibiota | Eretmochelys imbricata | Mona Island | Puerto Rico,13567,undefined,0,FALSE,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642311325,SCOPUS_ID:1642311325,2-s2.0-1642311325,"Feeding habits of Lutjanus peru (Pisces: Lutjanidae)in the coasts of Guerrero, Mexico",Miranda A.S.,Revista de Biologia Tropical,00347744,51,2,503-517,2003-06-01,June 2003,"In this paper we describe the feeding habits of the Red snapper (Lutjanus peru) in the southern coast of Guerrero state, Mexico. This data could be relevant to local fisheries management. In total 385 full stomachs (206 from females and 179 from males) were collected monthly in 1993 and 1994, from commercial catches. Stomach contents were identified to species level when possible. Food items were grouped into taxonomically coherent groups, and their numbers, weight and frequency of occurrence obtained. The index of relative importance (IRI) was calculated for the total sample, by month, sex and size class. In 1993, a total of 42 different food items were obtained, and 43 in 1994. Food items consisted of fishes, crustaceans, and mollusks. The grouping of prey species, genera, or families rendered 14 food groups, as follows: Mollusks, Amphipods, Copepods, Stomatopods, Penaeus vannamei, Brachiuran Larvae, Stomatopods Larvae, Family Albuneidae Larvae, Other crustaceans, Anchoa ischana, Anchoa lucida, Other fishes, Salps and Unidentified organic matter. Anchoa ischana dominated the trophic spectrum in both years. Although, Amphipods, Anchoa lucida and Other fishes had important indexes in 1994. There was high variability in the diet composition by month. Nevertheless, in 1993, from February to August, crustaceans as a whole dominated the diet. In 1994, crustaceans only dominated in March and August. No differences in food habits were found between immature fish, males and females. The diet of the Red snapper varies as they grow, although the same food groups are found always. At the adult phase, in length classes over 261 mm FL, there is some degree of specialization, as they consume more fish, particularly engraulids.",11,15162743,Journal,ar,Article,100,3,3,Feeding habits | Gravimetric Index | Index of Relative Importance | Lutjanus peru | Numeric Index | West central Mexico,13567,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642311208,SCOPUS_ID:1642311208,2-s2.0-1642311208,Checklist of the continental malacofauna (Mollusca: Gastropoda) from the Pacific of Nicaragua,Pérez A.M.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,405-451,2003-06-01,June 2003,"Up to the present, the continental mollusk fauna of Nicaragua had been addressed in a sporadic, indirect way, and within the frame of very general publications, most of them now out-dated. The present paper comprises the first application experience in Nicaragua, and apparently in the Neotropical region, of the UTM cartographic method to the study of distribution and taxonomy of the country's snail fauna. The species list of taxa present in the Nicaraguan Pacific Slope is given; it includes 104 species distributed over 52 genera and 30 families. For each species, field and bibliographic data regarding type locality, geographic distribution in the country, geographic extension outside the country, habitat, commentaries on morphology or distribution, habitat, and references, are presented.",7,NA,Journal,ar,Article,100,2,2,Freshwater snails | Land snails | Nicaragua,13567,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642310519,SCOPUS_ID:1642310519,2-s2.0-1642310519,"White plague disease outbreak in a coral reef at Los Roques National Park, Venezuela",Croquer A.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,39-45,2003-06-01,June 2003,"Coral diseases have been reported as a major problem affecting Caribbean coral reefs. During August 2000, a coral mortality event of White Plague Disease-11 (WPD-II) was observed at Madrizqui Reef in Los Roques National Park, Venezuela. This disease was identified as the major cause of coral mortality, affecting 24% of all colonies surveyed (n = 1 439). Other diseases such as Black Band Disease (BBD), Yellow Blotch Disease (YBD), Dark Spots Disease (DSD) and White Band Disease (WBD) were also recorded, but showed a lower incidence (0.14-0.97%). Two depth intervals, D1 (5.5-6.5 m) and D2 (9-9.5 m) were surveyed with two sets of three band transects 50 x 2 m long, placed parallel to the long axis of the reef. All healthy and injured corals, along each band transect, were counted and identified to species level. Additionally, all diseases and recent mortality that were still identifiable on each colony also were recorded. The incidence of colonies affected by WPD-II ranged from 12.8 to 33% among transects, where thirteen species of scleractinian corals showed several degrees of mortality. The species most affected were Montastraea annularis (39.13%), M. faveolata (26.67%), M. franksi (9.86%), Stephanocoenia intersepta (7.25%), Colpophyllia natans (6.96%), Diploria labyrinthiformis (2.99%), Mycetophyllia aliciae (2.03%), M. cavernosa (1.74%), and D. strigosa (1.45%). WPD-II was more common in the deeper strata (9-9.5 m), where 63% of the surveyed colonies were affected, although the disease was present along the entire reef. Presently, it is imperative to determine how fast the disease is spreading across the reef, how the disease spreads across the affected colonies and what the long-term effects on the reef will be.",26,15264552,Journal,cp,Conference Paper,100,3,3,Coral diseases | Coral reef | Los Roques | Venezuela | White plague disease,13567,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642310518,SCOPUS_ID:1642310518,2-s2.0-1642310518,"Response of Millepora alcicornis (Milleporina: Milleporidae) to two bleaching events at Puerto Morelos reef, Mexican Caribbean",Banaszak A.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,57-66,2003-06-01,June 2003,"Two naturally occurring colonies of Millepora alcicornis were monitored during 1997 and 1998, both years in which this species bleached in the Mexican Caribbean. One colony (HL) was naturally exposed to a high light environment and another nearby colony (LL) was exposed to 5.9 times lower light levels due to shadowing by a pier. For 10 days in August 1997, seawater temperatures in the surrounding reef lagoon rose up to 1.5°C above the 6-year August average. The HL colony bleached to white during this period, whereas, the LL colony remained dark-brown colored. The HL colony recovered its normal dark-brown coloration (reversible bleaching) within several weeks, during which time the seawater temperatures returned to average. The following year, for 10 days, seawater temperatures rose up to 3°C above the 7-year August average and both colonies bleached to white and neither colony recovered (irreversible bleaching). Both colonies were rapidly overgrown by algae and hydroids and, as of June 2003, no recovery has taken place. Prior to the 1997 bleaching, experiments using solar radiation showed that the quantum yield of photosystem II charge separation of branches from HL and LL colonies were affected for several hours by exposure to ultraviolet radiation (UVR, 280 to 400 nm), but recovered by the same evening, suggesting that UVR does not have long-term effects on photochemistry in M. alcicornis. In situ effective quantum yield of photosystem II charge separation (ΔF/Fm′) measurements before the 1998 bleaching event indicate that both colonies were healthy in terms of the physiological status of their endosymbionts. During and after the 1998 bleaching event, both colonies showed a reduction in ΔF/Fm′ and consequently an increase in excitation pressure on photosystem II. The data suggest that temperature is not the only factor that causes bleaching and that solar radiation may play an important role in coral bleaching.",17,15264554,Journal,cp,Conference Paper,100,5,5,Chlorophyll fluorescence | Coral bleaching | Light stress | Millepora | Symbiotic dinoflagellates | Thermal stress | Ultraviolet radiation,13567,undefined,0,FALSE,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642308816,SCOPUS_ID:1642308816,2-s2.0-1642308816,RNA/DNA ratio as an index of physiological condition of Colossoma macropomum and Piaractus brachypomus (Pisces: Characiformes) during embryonic development,Gil H.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,91-96,2003-06-01,June 2003,"We evaluated RNA/DNA ratio as an index of physiological condition during larval development of a hybrid between the fishes Colossoma macropomum (cachama) and Piaractus brachypomus (morocoto). The samples were obtained by induced reproductive technology and the eggs were maintained in acrylic conical incubator with a continuous waterflow. Embryonic development, from egg fertilization to cell division and hatch out, took 12 hours 20 minutes at 29.5°C, dissolved oxygen contents of 6.0 ppm and pH 7.5. Nucleic acids quantification was determined by fluorometry with ethidium bromide and Hoechst 33258 dyes. We observed significant changes of RNA/DNA ratios during all stages of the embryonic larval development. Therefore, RNA/DNA relation is an useful technique to evaluate physiological condition in short period and could be utilized as nutritional condition and/or instantaneous growth for routine check to verify the health status in early life of cultivated species.",2,15264559,Journal,cp,Conference Paper,100,4,4,Larval fish condition | Physiological index | RNA-DNA ratio,13567,undefined,0,FALSE,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642308036,SCOPUS_ID:1642308036,2-s2.0-1642308036,Ultrastructural morphologic description of the wild rice species Oryza latifolia (Poaceae) in Costa Rica,Sánchez E.,Revista de Biologia Tropical,00347744,51,2,345-353,2003-06-01,June 2003,"The wild rice species Oryza latifolia is endemic to Tropical America, allotetraploid and has a CCDD genome type. It belongs to the officinalis group of the genus Oryza. This species is widely distributed throughout the lowlands of Costa Rica and it is found on different life zones, having great morphologic diversity. The purpose of this research is to perform a morphologic description of O. latifolia samples of three Costa Rican localities (Carara, Liberia and Canas) and to see if the phenotypic diversity of the species is reflected at the ultrastructure level. Structures such as the leaf blade, ligule, auricles and spikelet were analyzed. Leaf blade morphology of the specimens from the three localities is characterized by the presence of diamond-shaped stomata with papillae, zipper-like rows of silica cells; a variety of evenly distributed epicuticular wax papillae and bulky prickle trichomes. The central vein of the leaf blade from the Cañas populations is glabrous, while those from Carara and Liberia have abundant papillae. There are also differences among the borders of the leaf blade between these locations. Canas and Liberia present alternating large and small prickle trichomes ca. 81 and 150 μm, while Carara exhibits even sized prickle trichomes of ca. 93 μm. Auricles from Cañas are rectangular and present long trichomes along the surface ca. 1.5 mm, while those of Liberia and Carara wrap the culm and exhibit trichomes only in the borders. The ligule from the plants of Carara has an acute distal tip, while that of Cañas and Liberia is blunt. The Liberia spikelet has large lignified spines while Canas and Carara show flexible trichomes.",5,15162727,Journal,ar,Article,100,3,3,Anatomy | Diversity | Morphology | Oryza latifolia | Rice | Ultrastructure,13567,undefined,0,FALSE,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642308030,SCOPUS_ID:1642308030,2-s2.0-1642308030,"Distribution and abundance of Caiman crocodilus in the Caño Negro National Wild Life Refuge, Costa Rica (Spanish)",Peña J.C.,Revista de Biologia Tropical,00347744,51,2,571-578,2003-06-01,June 2003,"The distribution and abundance of a population of Caiman crocodilus fuscus were estimated by monthly counting of eyeshines at night, from February 1999 to March 2000 in six transects of Río Frío in the Caño Negro National Refuge (RNVSCN), Northern Costa Rica. March was the month with the greatest abundance of caimans observed. The visible fraction of the population (PV2 index) fluctuated between 42.59 % to 54.71 % during the wet season and 35.49 % to 53.93 % in the dry season. The transects of river with greater abundance of caimans were Terrón-Sabogal and Sabogal-Playuela. Significant differences were determined in the abundance of caimans between transects, except the transects Entrada San Sebastían-Las Cubas and Las Cubas-Entrada Caño Los Patos and Entrada Caño Los Patos-Terrón and Boca Sabogal-Playuela. The population of estimated brown caiman in this study was 2283.48 ± 313.5. The statistical analysis by seasons did not show significant differences in the number of caimans observed. Estimated mean number of caimans per km of river was 74.36 /km for 30.7 km of habitat. The results of this study indicated that the fluctuation in population density during the seasons is attributable to local movements.",8,15162749,Journal,ar,Article,100,4,4,Abundance | Caiman crocodilus fuscus | Caño Negro National Wildlife Refuge | Costa Rica | Population density,13567,undefined,0,FALSE,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642306453,SCOPUS_ID:1642306453,2-s2.0-1642306453,How do mangrove forests induce sedimentation?,Kathiresan K.,Revista de Biologia Tropical,00347744,51,2,355-359,2003-06-01,June 2003,"The mangrove forests play a significant role as sediment traps. They reduce tidal flows and induce sedimentation of soil particles at low tide. However, there are no such processes taking place in the non-mangrove areas. Site of Avicennia-Rhizophora interphase is more efficient than Avicennia and or Rhizophora zones, in trapping the sediment by 30, 25 and 20% respectively at low tide as compared to high tide.",87,15162728,Journal,ar,Article,100,1,1,Avicennia | Mangrove | Rhizophora | Sedimentation,13567,undefined,0,FALSE,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642303105,SCOPUS_ID:1642303105,2-s2.0-1642303105,Terrestrial gastropods from Northeast Mexico,Sandoval A.C.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,507-522,2003-06-01,June 2003,"The terrestrial gastropods of the northeastern region of México were studied. Sixty genera, 159 species and 24 subspecies belonging to 27 families were recorded. Are micromollusks 19.64% of the species. Helicina chrysocheila Binney, Succinea luteola Gould, Thysanophora horni (Gabb) and Praticolella berlandieriana (Moricand) are the species with greatest distribution considering habitat features. The main zoogeographic feature was the endemism (44.7%: 71 species). The malacologic provinces of the Sierra Madre Oriental and Veracruzana, in northeastern México, are proposed. The malacologic collections ITCVZ, University of Florida and Academy of Natural Sciencies of Philadelphia are the most important for the region.",7,NA,Journal,re,Review,100,1,1,Diversity | Endemism | Land snails | Mexico,13567,undefined,0,FALSE,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642300709,SCOPUS_ID:1642300709,2-s2.0-1642300709,"Disease in scleractinian corals: A new problem in the reef at Cayo Sombrero, Morrocoy National Park, Venezuela?",Cróquer A.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,167-172,2003-06-01,June 2003,"At the beginning of 1996 coral reefs in Morrocoy National Park, Venezuela, suffered an unprecedented mass mortality event. As a consequence, live coral cover dropped to 2-10%. One of the few reefs that kept live coral cover over 35% was Cayo Sombrero; nonetheless, the presence of some coral diseases has been detected within the past 2 years, representing a new source of coral mortality. Due to this situation, this study started a monitoring program on the incidence of coral diseases and syndromes in the reef of Cayo Sombrero. The CARICOMP protocol was used in order to evaluate reef health. Ten parallel band-transects (20 x 2m) where established at two depth intervals: Five between 3-8 m and five between 8-12 m, and the frequency of both, healthy and unhealthy colonies of each coral species was recorded along each band transect. In addition to other sources of coral damage (predation, siltation, etc), significant differences in disease incidence between the two depths intervals were tested with a Kruskall-Wallis test. The main problems observed were coral diseases such as yellow band (4,2%), dark spots (1.61%) and white plague-II (1.4%), mainly affecting Montastraea faveolata, M. annularis and Siderastrea siderea. Siltation, affecting massive colonies, such as Colpophyllia natans and Diploria strigosa; algae overgrowth, predation, anchor damage, and bleaching. Significant differences were found in the incidence of unhealthy (Kruskall-Wallis, p<0.05) bleached (Kruskall-Wallis, p < 0.05) and colonies affected by siltation (Kruskall-Wallis, p<0.05). More than 60% of the 585 coral colonies surveyed at both depths were found to be healthy, indicating that the Cayo Sombrero reef is still in good conditions compared to other localities in the Park. This study stresses the need to conduct early monitoring programs that survey coral disease incidence as a source of mortality for this coral reef.",8,15264568,Journal,cp,Conference Paper,100,2,2,Caribbean | Coral disease | Coral reefs | Damage | Siltation | Venezuela,13567,undefined,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642299917,SCOPUS_ID:1642299917,2-s2.0-1642299917,The aqueous extract of Triumfetta semitriloba (Tiliaceae) does not inhibit the in-vitro hydrolytic activity of the major pancreatic enzymes,Arce-Urbina M.E.,Revista de Biologia Tropical,00347744,51,2,313-316,2003-06-01,June 2003,"The aqueous extract of Triumfetta semitriloba is part of the Costa Rican folk pharmacopoeia. It shows no in-vitro inhibitory action on the hydrolytic activity of porcine pancreatic amylase, lipase or proteases, thus diminishing the concern of intestinal malabsorption in human beings.",1,15162723,Journal,ar,Article,100,3,3,Diabetes mellitus | Mozote de caballo | Obesity | Pancreatic enzymes inhibition | Triumfetta semitriloba,13567,undefined,0,FALSE,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642299049,SCOPUS_ID:1642299049,2-s2.0-1642299049,"Present state of diseases and other signs of reef deterioration at seven coral reefs at Los Roques Archipelago National Park, Venezuela",García A.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,173-180,2003-06-01,June 2003,"This work was aimed to determine the incidence of coral diseases in six different reef sites at the Parque Nacional Archipiélago de Los Roques, Venezuela: Arrecife de herradura, Arrecife costanero, both at Dos Mosquises Sur Key, Boca de Cote, Carenero, Crasquí and Pelona de Rabusquí. Each reef was surveyed by using ten 10 m2 -band transects (10 x 1 m), placed parallel to the long axis of the reef within a depth gradient ranging from 1 to 9 m depth. All healthy and injured corals, along each band transect, were counted and identified to species level. Additionally, all diseases and recent mortality that were still identifiable on each colony were also recorded. The occurrence of diseased colonies and other signs of reef decline between localities were compared by means of a Chi2 test. The absolute, relative and mean incidence was estimated for each disease and other signs of damage observed for all coral species surveyed at each site. The overall incidence of coral diseases was low for all the localities surveyed, only 6.04 % of the 3 344 colonies observed, showed signs of diseases. The most important diseases recorded were the Yellow-Blotch Disease (YBD) and Dark Spots Disease (DSD) with 2.1% ± 1.52 y 2.1% ± 2.54, respectively. Significant differences were found in the incidence of coral diseases between reef sites (Chi2 p < 0.05). Finally, the occurrence of colonies injured by parrotfish bites and pomacentrids was higher compared with the incidence of coral diseases for all the reefs surveyed. In conclusion, currently the proportion of healthy colonies at Los Roques coral reefs is higher than the percentage of both diseased and injured colonies.",9,15264569,Journal,cp,Conference Paper,100,3,3,Archipiélago de Los Roques | Coral diseases | Coral reefs | Scleractinean corals | Venezuela,13567,undefined,0,FALSE,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642290941,SCOPUS_ID:1642290941,2-s2.0-1642290941,"Community structure of fishes on the east coast of the island of Cabagua, Venezuela",Parra B.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,197-203,2003-06-01,June 2003,"The community structure of fishes on a sandy beach with patch of Thalassia and coral reefs was studied at Punta Las Cabeceras, Cubagua Island, Venezuela. Diurnal monthly samples were obtained from March 1999 to February 2000. Numerical abundance of fish species was recorded to determine the specific diversity. A total of 1 268 individual from 38 species and 20 families were identified: Haemulidae, Scaridae and Gerreidae were the more abundant, with 7, 4 and 3 species, respectively. Nicholsina usta, Eucinostomus argenteus, Halichoeres bivittatus and Tylosurus crocodiles made up 74.38% of the abundance, and present in 50% of the samples. The number of species occasional visitors was 30 (78.94%), indicative of the mobilization from another areas. On a monthly basis, the species number varied between 2 and 12; diversity index between 0.98 and 2.93 bits ind -1., equitability (J′) from 0.44 to 0.98, both indices showing the same tendency. N. usta and E. argenteus had the highest biological index equivalent to 59.1 and 60.0 %, respectably, of the maximum possible total and were dominants and characteristics fishes of the community.",2,15264572,Journal,cp,Conference Paper,100,2,2,Cubagua Island | Fish community structure | Sandy beach | Venezuela,13567,undefined,0,FALSE,83,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642290149,SCOPUS_ID:1642290149,2-s2.0-1642290149,Revision of the Natada fusca complex and description of six new Neotropical species (Lepidoptera: Limacodidae),Corrales J.F.,Revista de Biologia Tropical,00347744,51,2,445-462,2003-06-01,June 2003,"Six new species in the genus Natada, which have been hidden under Natada fusca Druce, are described and defined primarily by genitalia. New species include N. burnsi, N. truncata, N. singulara, N. chaconi, N. covelli, and N. confusa. Five of eight species in the Natada fusca complex, which also includes N. fuscodivisa Dognin, occur in Costa Rica. Distribution of the complex ranges from Mexico to the upper Amazon Basin and Guianas. Detailed geographic information and multiple genitalic drawings of males of one species, N. confusa, are provided to help define and separate species. The lectotype and paralectotype of N. fusca are designated.",0,15162738,Journal,ar,Article,100,2,2,Costa Rica | Defoliation | Larval host plants | Limacodidae | Natada | Natada fusca complex,13567,undefined,0,FALSE,84,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642288540,SCOPUS_ID:1642288540,2-s2.0-1642288540,"Ecological affinity and current distribution of Primates (Cebidae) in Campeche, Mexico",Fernández E.,Revista de Biologia Tropical,00347744,51,2,591-600,2003-06-01,June 2003,"We carried out surveys realized field work from March to September 2000 to get the current distribution of Cebids in the state of Campeche, Mexico. Based on interviews and direct observations. We defined the distribution of Ateles geoffroyi yucatanensis and Alouatta pigra and we documented the first time localities where Allouata palliata is found in the state. We made distributional maps of each species using vegetation overlays from Inventario Nacional Forestal (Inv For) and each point documented during fieldwork. We presented the distribution of species according to confiability of the verified or expected data. Using the attributes table of Inv For, we calculated the areas of distribution which were 22 735 km2 for Alouatta sp. and 18 501km2 for A. g. yucatanensis. We also presented the area occupied by each species according to vegetation types and the relative proportion of these vegetation types in the state. We confirmed the ability of Alouatta sp. to survive in disturbed environments produced by habitat fragmentation, and the affinity of A. g. yucatanesis to well preserved habitats.",5,15162751,Journal,re,Review,100,3,3,Conservation | Ecology | GIS | Habitat affinity | New record,13567,undefined,0,FALSE,85,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642286076,SCOPUS_ID:1642286076,2-s2.0-1642286076,"Behavioral and ecological correlates of foureye butterflyfish, Chaetodon capistratus, (Perciformes: Chaetodontidae) infected with Anilocra chaetodontis (Isopoda: Cymothoidae)",Meadows D.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,77-81,2003-06-01,June 2003,"We observed the behavior and ecology of Chaetodon capistratus infected and uninfected with the ectoparasitic isopod Anilocra chaetodontis to assess whether there may be parasite induced alterations in host biology, host defenses against infection, and/or pathology related to infection. We also examined habitat related differences in infection rates. Infected fish had higher rates of interaction with conspecifics and spent more time in low flow environments (which might improve transmission of juvenile parasites to new hosts). Butterflyfish without isopods were chased more frequently by damselfishes, fed more, and had larger territories. Time spent near conspecifics, and fish condition and gonadosomatic index did not vary between infected and uninfected fish. These results suggest that foureye butterflyfish behavior is altered by the isopod parasite in order for the isopods to more easily gain mates or transmit offspring to new hosts.",9,15264556,Journal,cp,Conference Paper,100,2,2,Caribbean | Coral reef | Fish | Host behavior | Isopod | Parasite,13567,undefined,0,FALSE,86,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642284390,SCOPUS_ID:1642284390,2-s2.0-1642284390,Organic extracts with antimicrobian activity from Penicillium sp. (Moniliales) isolated from the sponge Irciniafelix (Porifera: Demospongiae),Gómez-Guiñán Y.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,141-147,2003-06-01,June 2003,"This research expresses the potential of the bacterial activity present in the organic extracts obtained from Penicillium sp., isolated from the esponge Ircinia felix. This activity was evaluated through agar diffusion test and Minimal Inhibitory Concentration (MIC). The susceptibility trials of organic fractions were carried out against Staphylococcus aureus, S. epidermidis, Bacillus cereus and B. subtilis. The use of the chromatographic techniques (CLV and TLC), permitted to obtain bioactive organic extracts of different polarities, of which only the EtOAc and MeOH fractions inhibited the growth of the bacteria used. Of the EtOAc fractionation, only fraction number 3 EtOAc/Hex presented greatest activity against the Gram-positive bacteria. Number 1 EtOAc/Hex fraction increased its activity against S. aureus (24 mm) and S. epidermidis (25 mm), which can be explained by the loss of possible antagonistic effect during the fractionation process. The CMI trials were carried out for the EtOAc number 1 subfraction against S. aureus, S. epidermidis, B. cereus and B. subtilis, wich was clinical interest, and shows the potential of this organic extract as antimicrobial agent.",7,15264564,Journal,cp,Conference Paper,100,4,4,Antibacterial activity | Gram-positive bacteria penicillium sp. | IMC | Ircinia felix | Organic compounds,13567,undefined,0,FALSE,87,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642281917,SCOPUS_ID:1642281917,2-s2.0-1642281917,Basic techniques to study molluscs,Monge-Nájera J.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,5-12,2003-06-01,June 2003,"This chapter overviews the basic techniques for statistical analysis, molecular study, photography and illustration in malacological research. A guide of how to select the appropriate statistical tests, with malacological examples, as well as digital photography, are included together with selected references.",0,NA,Journal,re,Review,100,1,1,Digital photography | Malacological research | Techniques,13567,undefined,0,FALSE,88,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642281454,SCOPUS_ID:1642281454,2-s2.0-1642281454,History of malacology in Mexico with emphasis on continental malacology,Naranjo García E.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,463-471,2003-06-01,June 2003,"Late 20th. Century malacology in Mexico represents the fusion of two lines of action from the previous century: natural history museums established in the 18th. Century and field collecting that began in the 16th Century. Museum activity suffered from political influence, mainly in the 19th century. Field work by expeditions from Europe and the USA were important around the 19th century (e.g. the large works by Fischer and Crosse, 1870-1902; von Martens, 1890-1901; Strebel, 1873-1882 and Díaz de Leon, 1912), but continental mollusc research done by Mexicans was very sporadic (specially in the 19th Century, less in the 20s and 50s of the 20th century) until 1980.",4,NA,Journal,re,Review,100,1,1,Freshwater snails | Land snails | Malacology history | México,13567,undefined,0,FALSE,89,NA,NA
