@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0032322641,SCOPUS_ID:0032322641,2-s2.0-0032322641,Mating systems of three tropical dry forest tree species,James T.,Biotropica,00063606,30,4,587-594,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00098.x,"Polymorphic allozyme loci were used to estimate outcrossing rates for three tree species from a disturbed dry forest in southern Costa Rica. Estimates of the multilocus outcrossing rates of Cedrela odorata and Jacaranda copaia were 0.969 and 0.982, respectively, and suggest that these species may be self-incompatible. The subcanopy tree Stemmadenia donnell-smithii also demonstrated little self-fertilization based on an estimated outcrossing rate of 0.896. Significant heterogeneity in pollen allele frequencies among maternal trees was detected for at least two enzyme loci for each species. A test of correlated mating between progeny of S. donnell-smithii revealed that all seeds within a fruit were singly sired. In addition, the low estimates of biparental inbreeding and significant differences in pollen and ovule allele frequencies for this species suggest that gene flow into the sampled forest fragment may occur. The implications of deforestation on the mating systems of these tropical tree taxa are discussed.",45,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,44,Allozymes | Cedrela odorata | Deforestation | Dry forest | Forest fragments | Jacaranda copaia | Mating system | Self-incompatibility | Stemmadenia donnell-smithii,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032321867,SCOPUS_ID:0032321867,2-s2.0-0032321867,Growth rates of tree height six years after hurricane damage at four localities in eastern Nicaragua,Vandermeer J.,Biotropica,00063606,30,4,502-509,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00090.x,"Growth rates for 44 species of trees in a posthurricane forest in Nicaragua were measured. The pattern is consistent with the interpretation of succession as a two stage process: an initial building phase after the hurricane followed by a thinning phase. Localities that were damaged less from the hurricane are now entering the thinning phase of postdisturbance succession, while those subjected to the most severe damage appear to remain in the building phase.",14,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,45,Disturbance | Forest | Hurricanes | Tree growth,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0032321857,SCOPUS_ID:0032321857,2-s2.0-0032321857,"Predation on an Atta cephalotes colony by an army ant, Nomamyrmex esenbeckii",Swartz M.,Biotropica,00063606,30,4,682-684,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00110.x,NA,24,Journal,no,Note,100,1,1,13817,undefined,0,FALSE,46,Army ant | Atta | Nomamyrmex,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032321847,SCOPUS_ID:0032321847,2-s2.0-0032321847,Structure and composition of one hectare of central Amazonian terra firme forest,Milliken W.,Biotropica,00063606,30,4,530-537,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00093.x,"The trees, vines, and stranglers ≥10 cm in diameter in 1 ha of terra firme forest in Amazonas State, Brazil, were measured and identified. The plot contained 645 trees representing 201 species, 95 genera, and 34 families (basal area ca 31 m2); 16 vines representing 14 species, 13 genera, and 8 families; and 1 strangler. The dominant families of trees present were the Leguminosae (sensu latu), Lecythidaceae, Sapotaceae, Burseraceae, and Moraceae; the dominant species were Clathrotropis macrocarpa (Leguminosae), Eschweilera coriacea (Lecythidaceae), and Protium hebetatum (Burseraceae). In terms of structure, diversity, and floristic composition, this plot is reasonably typical of the terra firme forests in the central Amazon, as far as this diverse biota can be typified.",28,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,47,Amazonia | Brazil | Composition | Diversity | Floristics | Forest | Structure | Terra firme,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032321846,SCOPUS_ID:0032321846,2-s2.0-0032321846,Environmental effects of canopy gap formation in high-rainfall Mangrove forests,Ewel K.,Biotropica,00063606,30,4,510-518,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00091.x,"This study investigated the importance of gap formation in mangrove swamps on the island of Kosrae, Federated States of Micronesia, in order to understand better both natural processes of forest development and the effects of harvesting trees for firewood in these wetlands. Measurements were concentrated in seven plots located near four rivers: three in fringe zones and four in basin zones. Each plot was a duster of five points and covered an area of ca 1.3 ha. From every point in each of the seven plots, the nearest canopy gap ≥10 m2 was located; 25 of the 35 gaps were formed by harvesting. Porewater salinity was significantly higher under the canopy in fringe mangrove forests than in basin mangrove forests. Although gaps were small (mean gap size = 158 m2; median gap size = 92 m2), soil temperatures were significantly higher in gaps of both zones. Soil redox potential was significantly lower and porewater salinity significantly higher in the gaps than under the canopy in the basin zone only. Higher porewater salinity may be attributed to high evaporation rates from the soil and high transpiration rates from trees surrounding gaps. There were significantly more seedlings in gaps than under the canopy only in the fringe zones. Although gap formation alters the soil environment of Kosraean mangrove swamps, high freshwater input may buffer these effects in basin mangrove swamps by reducing porewater salinity. Current harvesting rates do not appear to be changing canopy species composition, but large gaps, especially in mangrove forests in more arid areas, may lead to major changes.",54,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,48,Bruguiera gymnorrhiza | Harvesting | Kosrae | Micronesia | Nypa fruticans | Porewater salinity | Rhizophora | Soil redox potential | Sonneratia alba,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032321838,SCOPUS_ID:0032321838,2-s2.0-0032321838,"Stand biomass and tree mortality from permanent forest plots on Krakatau, Indonesia, 1989-1995",Whittaker R.,Biotropica,00063606,30,4,519-529,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00092.x,"Forest closure on the three original Krakatau Islands (Panjang, Rakata, and Sertung) took place ca 1930, about 50 yr after the apparent sterilization of the islands due to volcanic eruptions. Two permanent forest plots were established on each of these islands in 1989. A full enumeration of these plots, of two additional Rakata plots, and of two 'mainland' plots from the Ujung Kulon National Park, West Java, was undertaken in 1992. These data provide the first estimates of aboveground biomass from Krakatau. The values reported for Krakatau are below the local West Javan figures, with considerable variation occurring within the islands. In 1992, the fourth Krakatau island, Anak Krakatau, began an eruption sequence which continued through the study period, depositing ash on the study sites of Panjang and Sertung. A further partial survey of these plots in 1994-1995 revealed a significant increase in mortality since the volcanic activity recommenced, with an increase in deaths of larger stems. Although Rakata has not been influenced directly by volcanism, three sites surveyed on Rakata in 1994-1995 have experienced increased tree mortality, in two cases as a consequence of storm damage and in particular, of lightning strikes. Stand dynamics on Krakatau thus appear to be strongly influenced by episodic environmental disturbance with varying degrees of dependence on the volcanic activity of Anak Krakatau.",4,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,49,Biomass estimates | Disturbance | Indonesia | Krakatau | Permanent plots | Succession | Tree mortality | Tropical forest | Volcano,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031720402,SCOPUS_ID:0031720402,2-s2.0-0031720402,The influence of temporal changes in fruit availability on diet composition and seed handling in blue monkeys (Cercopithecus mitis doggetti),Kaplin B.,Biotropica,00063606,30,1,56-71,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00369.x,"We investigated the relation between temporally varying resources, diet composition, and seed-handling behaviors in a group of blue monkeys (Cercopithecus mitis doggetti) in a tropical montane forest of Rwanda. Changes in diet composition were related to concurrent phenological studies of fruit-producing trees, and density and abundance of tree resources within the monkey's home range. Fruit composed nearly 50 percent of the diet. Over 50 percent of the fruits eaten had juicy fleshy pulp. Observations of seed handling behavior provided insights into the role of these animals as potential seed dispersal agents. The monkeys moved the seeds of 29 species out of parent canopies by defecating seeds intact and by potentially carrying seeds in cheek pouches and dropping them later. Seeds of 18 species were found intact in fecal piles. Our study showed community-level phenology patterns did not indicate a decrease in fruit availability during the study period, but an analysis of the preferred fruits consumed by the monkeys showed distinct periods of low fruit availability. The study period included two dry seasons; only one of these produced a period of fruit scarcity for the animals. The animals employed different strategies during times of preferred fruit scarcity. They increased consumption of leaves and other fleshy fruits, and diet diversity increased, or became mainly seed predators and diet diversity decreased. The variable responses of these monkeys to changes in food availability highlights their dietary plasticity and imposes significant variations in their role as potential seed dispersers.",48,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,50,Blue monkeys | Frugivory | Fruit scarcity | Phenology | Rwanda | Seed dispersal | Seed handling,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031719690,SCOPUS_ID:0031719690,2-s2.0-0031719690,Patterns of genetic population differentiation in four species of Amazonian frogs: A test of the riverine barrier hypothesis,Gascon C.,Biotropica,00063606,30,1,104-119,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00373.x,"Patterns and levels of allozyme variation among populations of Amazonian frogs were used to test the riverine barrier hypothesis of species differentiation. Two frog species were sampled from each of the two main forest habitats on both banks of the Juruá River in the southwestern Brazilian Amazon Basin at various points along its course to contrast different barrier strengths. Scarthyla ostinodactyla and Scinax rubra were sampled from flooded forest (varzea), and Physalaemus petersi and Epipedobates femoralis from non-flooded forest (terra firme). All species showed high levels of within-population genetic variation. Average Nei's (1978) and Rogers' (1972) genetic distances between sampled sites for all species were high indicating substantial among-population differentiation. The observation of low gene flow between sampled sites within species was further substantiated with Slatkin's (1993) M̂ analyses. Randomization tests suggested that there was some population structure at a few assayed polymorphic loci that was consistent with the riverine barrier hypothesis. However, it was apparent from the raw allozyme frequency data that these results were largely driven by substantial differentiation at one or a few collecting localities rather than by basin-wide patterns of riverine differentiation. Phenograms using genetic distance matrices supported this interpretation. Patterns of geographic variation are probably more consistent with the idea of this region being a zone of secondary contact.",94,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,51,Allozymes | Amazon | Amphibians | Neotropics | Riverine barrier hypothesis,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031719689,SCOPUS_ID:0031719689,2-s2.0-0031719689,The quantity and turnover of dead wood in permanent forest plots in six life zones of Venezuela,Delaney M.,Biotropica,00063606,30,1,2-11,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00364.x,"Dead wood can be an important component of the carbon pool in many forests, but few measurements have been made of this pool in tropical forests. To fill this gap, we determined the quantity of dead wood (downed and standing dead) in 25 long-term (up to 30 yr) permanent forest plots located in six different life zones of Venezuela. Downed wood was separated into fine (< 10 cm in diameter) and coarse (≥ 10 cm in diameter) classes, and three decomposition states (sound, intermediate, or rotten). The total quantity of dead wood, averaged by life zone, was lowest in the dry (2.43 Mg/ha), reached a peak in the moist (42.33 Mg/ha) and decreased slightly in the wet (34.50 Mg/ha) life zone. Most of the dead wood was in the standing dead category (about 42-76% of the total). The decomposition state of dead wood in all plots was mostly rotten (45%) or intermediate (44%); there was little sound wood (11%). Turnover rates of dead wood generally ranged between 0.03/yr to 0.52/yr with no clear trend with life zone. The large amount of dead wood in some plots was equivalent to about 20 percent or less of aboveground biomass, indicating that dead wood can represent a significant amount of carbon in these forests.",161,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,52,Dead wood | Tropical forests | Turnover rate | Venezuela | Woody debris,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031717816,SCOPUS_ID:0031717816,2-s2.0-0031717816,Biology of the mongoose (Herpestes javanicus) in a rain forest of Puerto Rico,Vilella F.,Biotropica,00063606,30,1,120-125,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00374.x,"Ecological aspects of the mongoose (Herpestes javanicus) were studied in the Luquillo Mountains, a rain forest region in eastern Puerto Rico. Information was obtained by removal trapping of mongoose from grids placed in tree plantations, Colorado and tabonuco forests. Trapping efficiency was two mongoose per 100 trap-days, suggesting mongoose abundance is low in wet montane forests of Puerto Rico. Sex ratio was biased (2.6:1) in favor of males. Body masses of male mongoose inhabiting rain forests of the Luquillo Mountains were larger than those in dry forests at Guánica (P < 0.0001). Stomach contents from 18 mongoose were examined, animal matter comprised 75 percent of the total food items encountered. Of these, 33 percent were from vertebrates. The food items most frequently encountered were lizards (Anolis spp.), centipedes (Scolopendra spp.), and cockroaches (Blatellidae).",31,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,53,Anolis | Herpestes javanicus | Mongoose | Moraceae | Puerto Rico | Rain forest | Scolopendra,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031717815,SCOPUS_ID:0031717815,2-s2.0-0031717815,Soil characteristics and vegetation structure in a heavily deteriorated mangrove forest in the Caribbean Coast of Colombia,Cardona P.,Biotropica,00063606,30,1,24-34,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00366.x,"Mass mortality and biomass of mangrove trees are related to soil factors in the Caribbean Coast of Colombia. Soil properties measured were particle size distribution, bulk density, organic matter, total nitrogen, total phosphorus, pH, redox potential, salinity, and extractable nitrogen (NO2, NO3, NH4) and phosphorus (PO4). Sampling was performed at three locations along two 50 m transects at each site. Soil nutrient concentrations of either exchangeable nitrogen or phosphorus were comparable to other reported values. Redox potentials (Eh) were variable probably due to microtopographic conditions and to the amount of water and organic matter present in the soil. Hydrogen potentials (pH) are within the range reported as normal for mangrove soils. Locations with highest biomass had an average soil salinity of 35 with a range of 20 to 53. Sites with dead or dwarfed vegetation had an average soil salinity of 74 and minimum and maximum values observed were 52 and 100 respectively. Statistical analysis exhibited temporal and spatial differences in soil salinity and suggest that this parameter is most correlated to the development and distribution of mangrove vegetation in the area indicating that basal area and biomass volume are inversely correlated with soil salinity.",51,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,54,Caribbean coast of Colombia | Ciénaga Grande de Santa Marta | Mangrove mortality | Soil hypersalinization | Vegetation attributes,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031714018,SCOPUS_ID:0031714018,2-s2.0-0031714018,Local and regional-scale food web structure in Nepenthes alata pitchers,Sota T.,Biotropica,00063606,30,1,82-91,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00371.x,"Tropical Nepenthes pitcher plants provide small, isolated aquatic habitats. We examined inter-pitcher variation in the community structure of the inhabitants of Nepenthes alata Blanco in West Sumatra, focusing on the conditions of the pitchers, bacterial density in the pitcher fluid, density and biomass of metazoan inhabitants, and the frequencies of interspecific encounters. Older pitchers contained more insect carcasses. The bacterial density increased with the age of the pitchers, but decreased in withered pitchers that contained finely decomposed detritus. In live pitchers, the bacterial density, the density, mass and species richness of metazoa, and the number of trophic levels per pitcher were positively correlated with detrital mass, which was correlated with volume of pitcher fluid. The metazoan fauna from N. alata consisted of 4 predators and 12 saprophages, among the richest known for Nepenthes species. However, each individual pitcher harbored a limited numbers of species, owing to (1) the low incidence of many species, and (2) the aggregated distribution and different temporal colonization pattern of major species. Six dipteran taxa (one predator and five saprophages) accounted for the bulk of metazoan inhabitant biomass. Of 48 combinations of predator-prey encountered, only four occurred frequently (in > 30% of pitchers), which included two predators and three saprophages. Thus, individual pitchers harbored relatively simple communities despite the regional species richness, and only limited kinds of predator-prey encounters seemed to occur frequently in the regional food web. The local-scale properties of the subdivided communities presented here provide the basic information for understanding the maintenance of regional species richness and food web complexity.",22,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,55,Bacteria | Community structure | Diptera | Food web | Mosquitoes | Nepenthes | Patchy environment | Pitcher plant | Sumatra,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031697788,SCOPUS_ID:0031697788,2-s2.0-0031697788,"Growth, net production, litter decomposition, and net nitrogen accumulation by epiphytic bryophytes in a tropical montane forest",Clark K.,Biotropica,00063606,30,1,12-23,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00365.x,"To understand the ecological roles of epiphytic bryophytes in the carbon (C) and nitrogen (N) cycles of a tropical montane forest, we used samples in enclosures to estimate rates of growth, net production, and N accumulation by shoots in the canopy, and litterbags, to estimate rates of decomposition and N dynamics of epiphytic bryophyte litter in the canopy and on the forest floor in Monteverde, Costa Rica. Growth of epiphytic bryophytes was estimated at 30.0-49.9 percent/yr, net production at 122-203 g/m2/yr, and N accumulation at 1.8-3.0 g N/m2/yr. Cumulative mass loss from litterbags after one and two years in the canopy was 17 ± 2 and 19 ± 2 percent (mean ± 1 SE) of initial sample mass, respectively, and mass loss from litter and green shoots in litterbags after one year on the forest floor was 29 ± 2 and 45 ± 3 percent, respectively. Approximately 30 percent of the initial N mass was released rapidly from litter in both locations. Nitrogen loss from green shoots on the forest floor was greater; about 47 percent of the initial N mass was lost within the first three months. There was no evidence for net N immobilization by litter or green shoots, but the remaining N in litter was apparently recalcitrant. Annual net accumulation of C and N by epiphytic bryophytes was estimated at 37-64 g C/m2/yr and 0.8-1.3 g N/m2/yr, respectively. Previous research at this site indicated that epiphytic bryophytes retain inorganic N from atmospheric deposition to the canopy. Therefore, they play a major role in transforming N from mobile to highly recalcitrant forms in this ecosystem.",51,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,56,Annual production | Carbon cycle | Costa rica | Epiphytic bryophytes | Litter decomposition | Litter nitrogen dynamics | Monteverde | Nitrogen cycle,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031671772,SCOPUS_ID:0031671772,2-s2.0-0031671772,"Growth rings, phenology, hurricane disturbance and climate in Cyrilla racemiflora L., a rain forest tree of the luquillo mountains, Puerto Rico",Drew A.P.,Biotropica,00063606,30,1,35-49,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00367.x,"The growth phenology of Cyrilla racemiflora L., the dominant tree species of the montane rain forest, (subtropical lower montane rain forest, sensu Holdridge) of the Luquillo Mountains of Puerto Rico was studied intensively during 1989, and then semiannually through mid-1993 to determine the periodicity of changes in xylem structure. Four trees at 770 m were monitored for flowering, branch elongation, leaf litterfall, and xylem cell growth and differentiation in the lower stem, and these events were related to local seasonal patterns of rainfall and temperature. Hurricane Hugo defoliated study trees in September, 1989. Bud-break and branch elongation in March, 1989 were followed by earlywood xylem cell production in the lower stem in April and the onset of flowering in May. Leaf litterfall was greatest between April and June, coinciding with peak branch growth and new leaf formation. Latewood xylem was produced in December. The general phenological pattern was synchronized between trees and over study years. Vessel diameter and density were monitored along with thickness of earlywood and latewood and the former converted to vessel lumen area, a measure of xylem conductance capacity. Annual growth rings were formed with periods of earlywood and latewood production coinciding with traditional summer (rainy) and winter (dry) seasons, respectively, in the Luquillo Mountains. Hurricane defoliation was followed by heavy flowering in 1990, a year of reduced branch elongation and annual xylem ring width, and was associated with maximum vessel lumen area, as was flowering in 1989, prior to the hurricane. Hurricane Hugo provided a perturbation that, through its elicited stress response, allowed for the demonstration of the interplay between flowering, branching, structural growth of xylem, and xylem function.",9,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,57,Cyrilla racemiflora | Defoliation | Earlywood | Flowering | Growth rings | Hurricane disturbance | Hurricane Hugo | Latewood | Phenology | Xylem differentiation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031671099,SCOPUS_ID:0031671099,2-s2.0-0031671099,Cannibalistic interactions resulting from indiscriminate predatory behavior in tadpoles of poison frogs (Anura: Dendrobatidae),Caldwell J.,Biotropica,00063606,30,1,92-103,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00372.x,"Poison frogs in the genus Dendrobates have very small clutch sizes (2-6 eggs among species for which there are data) and typically transport their tadpoles singly to small phytotelmata, such as bromeliad tanks, leaf axils, fallen fruit capsules, and treeholes. Tadpoles of many species are predaceous, consuming larvae of insects that use the same microhabitat for breeding, such as giant damselflies and mosquitoes. Previous studies and observations on the behavior of poison frog tadpoles led us to question whether tadpoles might be cannibalistic. We studied a population of Dendrobates castaneoticus in lowland rainforest in Pará, Brazil; additional data were collected on Dendrobates auratus in Nicaragua. At the study site in Brazil, we established a grid of 40 Brazil nut capsules, the microhabitat used by D. castaneoticus for tadpole deposition. Of 42 tadpoles deposited during the 55 days of the study, 20 were killed or died; 16 of these were presumably killed by conspecific tadpoles. Growth rate and time to metamorphosis was higher among tadpoles that consumed three or more tadpoles or relatively large larvae of the mosquito Trichoprosopon digitatum, a colonist of newly opened Brazil nut capsules. We propose that selection has favored the development of predatory behavior in poison frog tadpoles primarily as a mechanism to eliminate predators from the small phytotelmata in which they develop and that cannibalism is a secondary outcome of this behavior. Predatory behavior also provides tadpoles with a source of food, which is frequently limited in these microhabitats. Additional studies of the biology of tadpoles of other species of Dendrobates are needed to determine the evolution of predatory and cannibalistic behavior in the clade.",60,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,58,Bertholletia excelsa | Brazil nut trees | Cannibalism | Dendrobates auratus | Dendrobates castaneoticus | Lecythidaceae | Phytotelmata | Poison frogs | Predation | Tadpoles,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031669884,SCOPUS_ID:0031669884,2-s2.0-0031669884,"Evidence for effective seed dispersal by the Sulawesi red-knobbed hornbill, Aceros cassidix",Kinnaird M.,Biotropica,00063606,30,1,50-55,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00368.x,"The Sulawesi red-knobbed hornbill (Aceros cassidix) is a large-bodied, frugivorous bird that nests in high densities in the Tangkoko-DuaSudara Nature Reserve, North Sulawesi, Indonesia. I measured seedling abundance and species richness, diversity, and dominance in plots placed below and immediately behind 20 active nest sites to evaluate the role of red-knobbed hornbills as agents of seed dispersal. Comparisons of treatment (below nests) and control plots (behind nests) show that hornbills affect the abundance and distribution of diet-species seedlings. Nondiet and nest tree seedlings did not differ between control and treatment plots suggesting that differences in diet species were the result of additional input by hornbills rather than by random or other dispersal events. Significantly greater numbers of diet seedlings germinated below nests, and the diversity of diet species was greater than that of nondiet species. Dominance of a few species in the treatment plots is consistent with the hypothesis that hornbills are effectively dispersing seeds of some, but not all, of their diet species. Although seedlings under nests may eventually experience density-dependent mortality, seedlings survived at least 12 months, indicating that red-knobbed hornbills were effectively dispersing seeds and influencing the initial fate of seeds of several tropical forest tree species.",37,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,59,Dispersal | Frugivory | Germination | Hornbills | Nests | Sulawesi,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031665857,SCOPUS_ID:0031665857,2-s2.0-0031665857,Predatory mites in tropical Australia: Local species richness and complementarity,Walter D.,Biotropica,00063606,30,1,72-81,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00370.x,"Although little supporting data is available, mites (Acari) are often considered to be one of the 'hyperdiverse' taxa in tropical ecosystems. To test this assumption, we sampled single guilds of predatory mites (Hydracarina and Mesostigmata) in three different habitats (fresh water, rotting fungi, and forest foliage) across a range of sites in monsoonal, wet-tropical, and subtropical Australia. Most species (61%) were collected at a single site; as a result, all seven collector's curves rose steeply with little indication of reaching asymptotes. Regional faunas ranged from 87-94 percent distinct and of the 247 species identified, 114 (46%) were previously unknown in Australia and appear to be new. Even within taxonomically well-studied groups, such as the Hydracarina and Phytoseiidae, we found many new species (32% and 60%, respectively). Our results suggest that the diversity of tropical mites is very high and comparable to that of many insect taxa. We propose a simple model to explain our results, i.e. that in the tropics, high levels of complementarity between sites amplify local mite species richness. We tested this model by additional sampling, comparing within-site to between-site complementarity, and contrasting temperate with tropical foliar Mesostigmata. As predicted by the model, collecting at new sites continued to accumulate new species, complementarity was significantly greater between-sites than within-sites (72 vs. 25%), and temperate collections were more homogeneous and less diverse than tropical collections.",25,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,60,Acari | Aquatic | Canopy | Complementarity | Fungi | Hydracarina | Hyperdiverse | Mesostigmata | Predator | Rainforest,NA,NA
