@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0024881593,SCOPUS_ID:0024881593,2-s2.0-0024881593,Alternative models for the evolution of offspring size,Shine R.,American Naturalist,00030147,134,2,311-317,1989-01-01,1989,10.1086/284982,40,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,56,"Optimal egg sizes should be determined by the relative survival rates of eggs and free-living juveniles. If the egg stage is a ""safe harbor' (as in species with parental care), whereas juvenile life is hazardous, selection should favor an increase in egg size and thus a decrease in the duration of the high-risk juvenile phase. This safe-harbor hypothesis for the evolution of offspring size has recently been criticized on several grounds. Although the author maintains that several criticisms of the safe-harbor hypothesis are in error, the general correlation between parental care and large offspring size may be due to a combination of processes rather than the single process originally envisaged. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880958,SCOPUS_ID:0024880958,2-s2.0-0024880958,Relatedness and intraspecific competition in Plantago lanceolata,Tonsor S.J.,American Naturalist,00030147,136,4,897-906,1989-01-01,1989,10.1086/285020,59,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,57,"Relatedness among competitors did not affect aboveground dry weight, but there was a significant decrease in the within-pot variance of vegetative and total dry weights. There was also an increase in the number of plants flowering per pot with an increase in relatedness. Differences in within-pot dry-weight variances and the propensity for reproduction among relatedness treatments are at least partially explained by the differences among relatedness treatments in the contribution of maternally inherited variation in performance to the within-pot variances of performance. Inherited variation is likely to be a major determinant of the differences in the fitness effects of relatedness seen in existing empirical studies. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880935,SCOPUS_ID:0024880935,2-s2.0-0024880935,Must connectance decrease with species richness?,Winemiller K.,American Naturalist,00030147,134,6,960-968,1989-01-01,1989,10.1086/285024,60,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,58,"Examined food-web properties of tropical aquatic communities at 4 sites over the course of an annual cycle. Two sites are located in the W llanos in Portuguesa, Venezuela, 2 are in Parque Nacional Tortuguero in the Limon province of Costa Rica's Atlantic lowlands. By defining the universe of the food web in different ways, diet data taken over the course of a year could be used to produce several legitimate food webs from the same study site. Each system was divided into seasonal (wet, dry) and combined-annual food webs. The community occurring at a site was defined as either the ""total' (all species except rare ones with a sample size of one or two) or ""common community' (only the most common species contributing to 95% of the total number of individual fishes collected during the sampling period). Food webs were assembled as either the complete web or the top-predator sink web, the former defined by the assemblage of fishes collected at a site, and the latter defined as an assemblage consisting of the top predator, all of its prey, all of the preys' prey, and so on. Connectance was calculated using all observed trophic links or excluding all weak trophic links. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880683,SCOPUS_ID:0024880683,2-s2.0-0024880683,Crowding and a plant's ability to defend itself against herbivores and diseases,Karban R.,American Naturalist,00030147,134,5,749-760,1989-01-01,1989,10.1086/285009,50,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,59,"Populations of spider mites were reduced on cotton Gossypium hirsutum seedlings that had been damaged as cotyledons by a brief bout of feeding by mites, but this induced resistance was found only for seedlings grown in relativley uncrowded conditions. The strength of induced resistance against both spider mites and Verticillium wilt diminished as plant density incresed. Crowded plants may be unable to express the response to damage. If this result is general, then preventing induced resistance against herbivores and diseases may represent an important and overlooked consequence and mechanism of plant competition. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880609,SCOPUS_ID:0024880609,2-s2.0-0024880609,Have southern Texas savannas been converted to woodlands in recent history?,Archer S.,American Naturalist,00030147,134,4,545-561,1989-01-01,1989,10.1086/284996,346,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,60,"Discrete clusters of woody plants form in herbaceous clearings following the invasion of mesquite Prosopis glandulosa var. glandulosa, an arborescent legume. The growth rate of these clusters varies with precipitation and size. A simulation model was developed in which the establishment of other woody species beneath invading Prosopis occurred within 10-15 yr. As a cluster developed around the Prosopis nucleus, species richness increased rapidly for 35-45 yr and became asymptotic at 10 species per cluster. Estimated age of the oldest Prosopis plant found in clusters was 172-217 yr, but model-derived size-age relationships predicted that 90% of clusters and mesquite plants at the site are <100 yr old. A lack of field evidence of mortality among large clusters and Prosopis plants suggests that populations are young and expanding geometrically. There was no evidence of density-dependent restrictions on recruitment or expansion. Thus, as new clusters are initiated and existing clusters expand, coalescence to continuous canopy woodlands may eventually occur. Predicted long-term mean radial trunk growth of Prosopis (0.8-1.9 mm.yr) was reasonable in comparison with short-term field measurements on Prosopis in other, more-mesic systems (2-4 mm/yr). Model output was consistent with historical observations suggesting that the conversion of savannas to woodlands in the Rio Grande Plains has been recent and coincident with both heavy grazing by livestock and seasonal shifts in precipitation that began in the late 1800s. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880562,SCOPUS_ID:0024880562,2-s2.0-0024880562,Similarity coefficients: measures of co-occurrence and association or simply measures of occurrence?,Jackson D.,American Naturalist,00030147,133,3,436-453,1989-01-01,1989,10.1086/284927,223,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,61,"Data on the presence or absence of 25 fish species in a survey of 52 lakes from the watersheds of the Black and Hollow rivers of S- central Ontario were analyzed with 8 similarity coefficients. Co-occurrence coefficients reflect a general size effect similar to that commonly found in principal-components analysis. Measures of association and Ochiai's coefficient incorporate implicit centering transformations that reduce the size influence associated with the frequency of occurrence. Cluster analyses using co-occurrence coefficients are most susceptible to this size effect. The interpretations of many dendrograms fail to recognize size effects that arise from employing non-centered similarity coefficients. Arguments contrasting phenetic and phylogenetic methods may unknowingly debate the utility of centered versus non-centered coefficients, since the size effect undoubtedly contributes to the apparent strength of phylogenetic approaches. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880520,SCOPUS_ID:0024880520,2-s2.0-0024880520,The Drosophila paulistorum endosymbiont in an alternative species,Ehrman L.,American Naturalist,00030147,134,6,890-896,1989-01-01,1989,10.1086/285019,4,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,NA,NA,62,"Drosophila paulistorum consists of 6 semispecies that are the intracellular, cytoplasmic hosts for cell-wall-deficient microorganisms (streptococcal L-forms). Drosophila pavlovskiana is its uninfected sibling species, which can be crossed with D. paulistorum with difficulty. Parental types and hybrids resulting from crosses of these drosophilids were subjected to ultrastructural analyses for the presence of endosymbionts. Drosophila paulistorum has naturally infected, but functional, gonads; D. pavlovskiana has normal, symbiont-free gonads, which correlates well with the lack of infectivity shown by the genetic crosses. The F1 generation consisted of fertile daughters, but sterile, hybrid sons, burdened by excessive microbial growth in their testes and retarded spermatogenesis. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024880257,SCOPUS_ID:0024880257,2-s2.0-0024880257,"Satellite nests, early males, and plasticity of reproductive behavior in a paper wasp",Page R.,American Naturalist,00030147,134,5,731-748,1989-01-01,1989,10.1086/285008,36,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,63,"The Polistes fuscatus variatus population demonstrated a remarkable amount of reproductive behavioral plasticity. At least 14% of all nests produced a few males early in the season, before the emergence of the majority of reproductives. At least 17% of all nests were part of polydomous colonies that consisted of 2-9 separate nests with 2-9 foundresses. During the 1st year of study, 10 satellite nests were founded, some of which contained mated, spring-produced females and, in late summer, produced male and female offspring. Early males apparently mate with early-season reproductive females that supersede orphaned nests or oviposit on satellites. The small number of males produced may represent a trade-off between their early-season reproductive value and their cost later in the season. The cost of an early male is the reproductive value of males and females that could have been produced in late summer if resources had been invested in workers. Satellite nest were closely associated with polydomous colonies, suggesting that a reduction in the ability of alpha foundresses to maintain their reproductive dominance of polydomous colonies leads to the expression of alternative reproductive behavior. Functional polygyny results in reduced genetic relationships between adults and reproductive offspring and should favor behavior that increases individual reproduction. Satellite nests were functionally like additional nests in polydomous colonies, but alpha foundresses (queens) were never observed on them, and spring-produced female offspring appear to have been the sole egg layers. Other unmated, nonreproductive (presumably worker) offspring incorporated satellite nests into the set of nests they worked. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024879961,SCOPUS_ID:0024879961,2-s2.0-0024879961,A model of noncooperative foraging in social insects,Goss S.,American Naturalist,00030147,134,2,273-287,1989-01-01,1989,10.1086/284980,19,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,NA,NA,64,"Presents a model of foraging that applies to social insects foraging without recruitment, cooperation, or communication in the search for or retrieval of food. It simulates a colony's foraging via a series of differential equations that quantify the forager activity, the food-source dynamics, the interactions of foragers and food sources, and the colony's energy budget for foraging, defined as the number of nonforagers that the foragers can feed. At the colonial level, the influence of the number of foragers and the size of the foraging area is examined; the colony's social structure, in which only a small proportion of workers forage, greatly limits its potential benefit, leading to the definition of a maximum socially compatible foraging benefit. This is measured in relation to forager characteristics (size and the possession or lack of a memory of food-source location) and to food-source characteristics (size and duration of availability). Foragers without memory obtain their highest benefit when the food sources equal in size their load-carrying capacity, but those with memory can exploit sources several times larger with nearly maximum benefit. There is always on forager size that achieves a maximum benefit greater than that of other sizes. Increasing the sources' duration of availability, or decreasing the competition for them, increases this size. Larger foragers achieve their maximum benefit with larger foraging areas and lower foraging densities. For sources of intermediate size and long availability, a large forager without memory has a higher benefit than a small one with memory; with short availability, the reverse is true. It is predicted that social insects foraging without recruitment or cooperation tend to group into 2 classes. One is characterized by large colonies, foragers, foraging areas, and prey, low foraging densities, and aggressive territorial behavior; the other class is the inverse. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024879611,SCOPUS_ID:0024879611,2-s2.0-0024879611,The optimal clutch size of insects when many females oviposit per patch,Ives A.,American Naturalist,00030147,133,5,671-687,1989-01-01,1989,10.1086/284944,63,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,65,"When >1 female insect oviposits on the same patch of larval food, the optimal clutch size depends not only on the number of other females that oviposit but also on the form of larval competition within patches. Models show that, depending on type of larval competition, the evolutionarily stable clutch size can either decrease or increase as more females oviposit per patch. The models predict decreases in the evolutionarily stable clutch size with increasing numbers of females ovipositing per patch when larval competition causes rapid mortality at high densities, and they predict increases in the evolutionarily stable clutch size when larval competition is more benign. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024879309,SCOPUS_ID:0024879309,2-s2.0-0024879309,The meaning of developmental time: a metric for comparative embryology,Reiss J.,American Naturalist,00030147,134,2,170-189,1989-01-01,1989,10.1086/284974,38,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,66,"The lack of a suitable metric for developmental time has prevented comparison of development rates and tempos between species, thus precluding analyses of heterochronic processes in evolution that do not depend on the use of morphology or size as an index of age. At least 2 problems exist in using clock time itself as the measure of developmental time: temperature effects within a species, and size effects across species. Physiological time, defined as the integral of mass-specific metabolic rate over clock time, may be a suitable metric; this definition is based on an extension of previous concepts of physiological time to reflect ontogenetic changes in mass and metabolic rate. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024879047,SCOPUS_ID:0024879047,2-s2.0-0024879047,"The continuum of plant responses to herbivory: the influence of plant association, nutrient availability, and timing",Maschinski J.,American Naturalist,00030147,134,1,1-19,1989-01-01,1989,10.1086/284962,668,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,67,"In a single population of Ipomopsis arizonica (Polemoniaceae), there is a continuum of compensatory responses to vertebrate herbivory. From 1985-1987, the most common response to vertebrate herbivory was equal compensation, whereby grazed plants set numbers of fruits and seeds equal to controls within the same growing season, but there were also cases of significant over- and undercompensation. In 1985 and 1987, overcompensation occurred in vertebrate-grazed plants that were supplemented with nutrients and growing free of competition. These plants produced 33% to 120% more fruit than control, ungrazed plants. Cases of undercompensation occurred in groups where I. arizonica grew in association with grasses or where nutrients were not supplemented. Grazed and clipped plants in these groups produced from 28% to 82% as many fruits as did ungrazed controls. The compensatory response of plants to grazing is probabilistic when 3 external factors are considered. The probability of compensation for herbivory decreases as competition with other plants increases, as nutrient levels decrease, and as the timing of herbivory comes later in the growing season. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024878191,SCOPUS_ID:0024878191,2-s2.0-0024878191,Resource edibility and the effects of predators and productivity on the outcome of trophic interactions,Leibold M.,American Naturalist,00030147,134,6,922-949,1989-01-01,1989,10.1086/285022,401,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,68,"Population regulation of organisms is frequently viewed as being either by predation (""top-down' regulation) or by resource productivity (""bottom-up' regulation). These 2 types of regulation should ultimately balance, and the abundances of interacting organisms that result in any given environment should depend on the densities that can satisfy the balancing conditions. A simple model examines interactions among consumers and 7 types of resources that differ in edibility, and predicts that the effects of predation and productivity will depend strongly on the diet breadth of the consumers. Predictions are tested on the plankton of an oligotrophic lake by manipulating fish predation and nutrient productivity. Results are compared with those of 46 other similar experiments. The effects of predators and nutrients on consumers (zooplankton) and resources (phytoplankton) predicted by the model differ when the consumer assemblage is dominated by a generalist herbivore (Daphnia) from those expected in the absence of such a generalist herbivore. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024876921,SCOPUS_ID:0024876921,2-s2.0-0024876921,Alternative dynamic regimes for canopy-forming kelp: a variant on density-vague population regulation,Nisbet R.,American Naturalist,00030147,134,3,377-408,1989-01-01,1989,10.1086/284987,39,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,69,"Develops a family of models for canopy-forming marine plants, based on the idea that recruitment can occur under appropriate conditions of temperature, bottom irradiance, and other unknown or unpredictable factors represented through a two-state birth-and-death process. In a constant environment, one can obtain a stable equilibrium set by the level of adult mortality, or can obtain a limit cycle about that population density for which self-shading is sufficiently strong to inhibit recruitment. Seasonal variation in temperature or average daily irradiance may have no effect, may cause complex patterns of multiyear cycles with no recruitment in certain years. Stochastic effects, which in the model act to further interrupt recruitment, may enhance the likelihood of multiyear fluctuations. The models predict cycle periods of the same order (3-5 yr) as have been observed in some natural populations of giant kelp Macrocystis pyrifera. With higher mortality rates and strong seasonal forcing, the model predicts annual bursts of recruitment. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024876833,SCOPUS_ID:0024876833,2-s2.0-0024876833,Temporal patterns in species' abundances that imply a balance between competition and predation,Glasser J.W.,American Naturalist,00030147,134,1,120-127,1989-01-01,1989,10.1086/284968,4,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,70,"Biological explanations for lognormal distributions of species' abundance are unnecessary. Moreover, this null model predicts an inverse relation between the number of species and the evenness of their frequencies, whereas the opposite occurs in nature. Observations for which hypothetical mechanicms of resource partitioning are approprate led to a simultaneous-breakage analogy that is equivalent to a more plausible sequential one in which the probabilities of segments' being broken vary directly with their lengths. One such mechanism, which accounts for successional dynamics in several natural communities, is outlined, and precise predictions are derived therefrom. -Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024876271,SCOPUS_ID:0024876271,2-s2.0-0024876271,Adaptive variation in environmental sex determination in a nematode,Blackmore M.,American Naturalist,00030147,134,5,817-823,1989-01-01,1989,10.1086/285013,28,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,71,"Provides the first evidence of adaptive variation in the expression of environmental sex determination (ESD) in a spatially patchy environment. A nematode parasite of mosquito larvae shows ESD with respect to growth opportunities for immatures. Within a population, hosts that allow larger growth produce mostly females; the converse, males. However, in populations with better overall growth opportunities (ie the emerging worms are larger on the average), the worm size at the shift from male to female is itself larger. This between-population adjustment of the threshold size is as predicted by adaptive-sex-ratio theory. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024875658,SCOPUS_ID:0024875658,2-s2.0-0024875658,Selection on clutch size in birds,Price T.,American Naturalist,00030147,134,6,950-959,1989-01-01,1989,10.1086/285023,80,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,72,"In bird populations, it is commonly observed that 1) clutch size is positively correlated with the number of surviving young a clutch produces and 2) the most productive clutch size is higher than the average clutch size. Such patterns are inevitable if females in different health or nutritional states vary in both the number of eggs they lay and the number of chicks they raise. A persistent selection differential for clutch size is expected at evolutionary equilibrium, even if clutch size is heritable. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024875619,SCOPUS_ID:0024875619,2-s2.0-0024875619,Population dynamics and parasitic castration: test of a model,Blower S.,American Naturalist,00030147,134,6,848-858,1989-01-01,1989,10.1086/285017,8,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,73,Qualitative testable predictions in terms of population parameters were developed from a mathematical model for a specific marine host-parasite castration system. The model appears to describe the differences in the degree of parasitism among host species at each of 3 sites and to describe the biogeographic pattern of parasitism by the epicarid isopod Hemioniscus balani in the barnacle Chthamalus dalli along the West Coast of North America. Six of 6 predictions were substantiated with field data. -from Authors
true,https://api.elsevier.com/content/abstract/scopus_id/0024875032,SCOPUS_ID:0024875032,2-s2.0-0024875032,Demography and dispersal patterns of a tamarin population: possible causes of delayed breeding,Goldizen A.,American Naturalist,00030147,134,2,208-224,1989-01-01,1989,10.1086/284976,50,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,74,"Saddle-back tamarins Saguinus fuscicollis in Peru live in small groups with 1 reproductive female and 1-2 breeding males. Most animals do not first breed for at least 1yr past the age of potential sexual maturity. Data on survival of adults and lengths of tenure of breeders suggest that breeding vacancies are not frequent. Emigration and survival patterns are not significantly different for the sexes. Delayed first breeding may occur in this species for any or all of the following reasons: a shortage of breeding positions, territories, or helpers; the risks of solitary dispersal; and the inclusive fitness benefits gained from helping. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024875026,SCOPUS_ID:0024875026,2-s2.0-0024875026,Desert lizard diversity: additional comments and some data,Pianka E.,American Naturalist,00030147,134,3,344-364,1989-01-01,1989,10.1086/284985,63,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,75,"A complex mega-hypothesis invoking multiple causality has been proposed to explain the high diversity of lizards in arid Australia (Morton & James 1988; see 89L/07344). Putative causal links in its intricate scheme are evaluated, and data are presented that can be brought to bear on the problem. Evidence that Australian soils are infertile is less than compelling. Chenopod-shrubs sites do not necessarily support impoverished termite faunas. Termites dominate the diets of Kalahari lizards and appear to be more abundant in the Kalahari semi-desert than in Australian deserts. A greater percentage of lizard species specialize on termites in the Kalahari than in Australia. A fire-succession cycle is quite important in spinifex habitats in Australia, generating a mosaic of habitats with differing degrees of openness at various post-fire ages; this greatly enhances lizard diversity. Fires may reticulate more in inland Australia than in grassland regions in other parts of the world. Fires, and fire-generated spatial heterogeneity, should be added to the list of physical factors driving the desert-lizard system. Historical and biogeographic phenomena must be better integrated into attempts to explain differences in diversity between geographical regions. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024874530,SCOPUS_ID:0024874530,2-s2.0-0024874530,Nonlethal injury to organisms as a mechanism of population regulation,Harris R.,American Naturalist,00030147,134,6,835-847,1989-01-01,1989,10.1086/285016,55,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,76,"Nonlethal injury and the loss of body parts, including autotomy, caused by intraspecific and interspecific contact can adversely affect survival and reproduction until regeneration occurs. Rate of injury is likely to be positively related to prey density. Two models that capture these features predict that the susceptible population comes to a stable equilibrium if nonlethal injury reduces survival or reproduction or both. If injury is caused by another species, then the growth rate of the predator population must be coupled to prey density (and, hence, to the amount of injury) for stability to occur. In some salamanders, tail loss prevents reproduction and may explain observed population-size stability and the occurrence of reproductive and nonreproductive components in the population. In general, the injury models predict stable population dynamics, whereas the dynamically similar Lotka-Volterra predation model is less table. Nonlethal injury may play an important role in the regulatory biology of population size in many species. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024874163,SCOPUS_ID:0024874163,2-s2.0-0024874163,Molecular evolution and polymorphism: SAS-CFF meets the mutational landscape,Gillespie J.,American Naturalist,00030147,134,4,638-658,1989-01-01,1989,10.1086/285001,5,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,77,"A Markov model of molecular evolution resulting from natural selection in a fluctuating environment that appears to be in substantial agreement with many of the observations on genetic variation within and between species is described. Although the Markov model is based on a particular model of selection, the Stochastic Additive Scale-Concave Fitness Function model, the approach (which uses strong-selection, weak-mutuation limits) suggests a general strategy for approximating the dynamics of a much broader class of models. The main dynamic features of the model are a rapid buildup phase that introduces new alleles into the population, an allelic-exchange phase that slowly replaces polymorphic alleles, and allelic constrictions, rare events that cause a complete turnover of alleles. The model exhibits many properties commonly observed in sequence data, among which are the variability of rates of evolution, the frequency spectrum of segregating sites, and the generation-time effect. -Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024874138,SCOPUS_ID:0024874138,2-s2.0-0024874138,Population genetic structure and social evolution in the sphecid wasp Microstigmus comes,Ross K.,American Naturalist,00030147,134,4,574-598,1989-01-01,1989,10.1086/284998,23,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,78,"No higher-level genetic structure was discernible at the level of the subpopulation, and microgeographic structure at the level of the local deme or individual host palm was, at most, modest. In contrast, genetic structure at the level of the individual nest was striking, with the average genetic relatedness among female nest mates estimated to be 0.62-0.67. This high relatedness results from the fact that colonies comprise relatively simple families, which are, in many instances, matrifilial monogynous societies. High relatedness among female nest mates and the absence of conspicious higher-level structure, in conjunction with the observed female-biased sex-investment ratios, are compatible with the interpretation that kin selection has played a major role in the origin of eusocial behavior in the recent ancestors of this wasp. The inferred colony composition and social organization further suggests that this social evolution may have occurred via a subtropical route, with simple matrifilial families rather than polygynous groups serving as the principal setting for the development of worker altruism. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024874078,SCOPUS_ID:0024874078,2-s2.0-0024874078,Search modes of birds and lizards: evidence for alternative movement patterns,McLaughlin R.,American Naturalist,00030147,133,5,654-670,1989-01-01,1989,10.1086/284943,112,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,79,"Predators may been seen as either ""sit-and-wait foragers' or ""active searchers'; these search strategies correlate with syndromes of behavioral, physiological and morphological traits (the syndrome hypothesis). Move-frequency data (moves per minute) for 58 species of forest birds and 22 species of lizards demonstrate that the move-frequency distributions of these 2 predator types are bimodal. Hence the dichotomous view of predator search strategies is realistic but there is variation within the 2 basic movement patterns. The author demonstrates that move frequency is a good descriptor of search mode; argues that the approach used in this interspecific analysis can be employed intraspecifically to determine whether predators switch search tactics; suggests that the degree to which physiology and morphology limit a predator's ability to switch modes can be examined by comparing intraspecific move-frequency distributions against the interspecific distributions provided here; and provides 2 hypotheses for the bimodality observed in the move-frequency distributions of birds and lizards. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024873651,SCOPUS_ID:0024873651,2-s2.0-0024873651,Iterated prisoner's dilemma: an approach to evolutionarily stable cooperation,Lima S.,American Naturalist,00030147,134,5,828-834,1989-01-01,1989,10.1086/285015,36,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,80,"Develops a simple approach to evolutionarily stable cooperation in an iterated prisoner's-dilemma game that may yield stable cooperation over a wide range of conditions. Strategies for stable cooperation such as tit-for-tat (TFT) represent attempts to remove altruism from apparent cooperation; such attempts place cooperation wholly within the self-interest of the players in an effort to achieve stability. Stable cooperation in the iterated prisoner's dilemma this requires that the players are actually not caught in the dilemma. A way is explored to achieve this end by considering a situation in which the fitness of one player depends explictly on the fitness it allows the other player via its own actions. The ""mutual dependencies' depicted here are probably common in the actual payoff structure of iterated games; thus, apparent cooperation in social animals may not necessarily reflect a TFT-like strategy. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024873553,SCOPUS_ID:0024873553,2-s2.0-0024873553,A sexual-selection model for the evolution of imitative learning of song in polygynous birds,Aoki K.,American Naturalist,00030147,134,4,599-612,1989-01-01,1989,10.1086/284999,28,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,81,"Although normal song development in oscines depends on imitative learning, it presumably was innately determined (directly inherited, nonmodifiable) in the ancestral species. Evolution of imitative song from innate song is investigated theoretically, using a genetic model of sexual selection by female choice in a polygynous population. Since song is usually limited to sexually mature males and since females exhibited preferences with respect to various aspects of song, sexual selection may well have been involved. Specifically, it is assumed that imitative learning may give rise to a variant song that some females prefer over innate song and also that female preference is not affected by early song experience. However, the assumption of polygyny restricts the applicability of results, since most bird species are monogamous. Coevolution of imitative song and female preference from low initial frequencies requires a strong preference. Transmission from father to son is critical and must be efficient, unless compensated for by strong female preference. Initial increase of imitative song is less likely to occur if paternal song is forgotten and replaced by a new song learned from another adult male. These predictions may be difficult to reconcile with the assumption of polygyny, which may imply limited opportunity for interaction between father and son. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024873502,SCOPUS_ID:0024873502,2-s2.0-0024873502,Monodominant and species-rich forests of the humid tropics: causes for their co-occurrence,Hart T.B.,American Naturalist,00030147,133,5,613-633,1989-01-01,1989,10.1086/284941,213,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,82,"A study of the structure and floristics at a transition zone from a monodominant to a more diverse forest in the African humid tropics, Ituri Forest, Zaire, was conducted to elucidate the mechanisms maintaining floristic diversity and the discontinuity between mixed forests and forests dominated by a single tree species (monodominant). The mixed forest's greater diversity could not be explained by substrate differences, greater maturity, or greater predation on seeds or juveniles. The dominant species of the monodominant forest was shade-tolerant and had poorly dispersed seeds. Tree species associated with the dominant were also found in the mixed forest. Monodominant and mixed forests also occur side by side in the Asian and American tropics. As in the African example, many of these monodominant forests share most species with neighboring mixed forests. Characteristically, the dominant species have large seeds and shade-tolerant seedlings. Monodominant tropical forests are widespread and may indicate areas that have not experienced large-scale disturbance for long periods. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024572046,SCOPUS_ID:0024572046,2-s2.0-0024572046,Anti-herbivory chemical defense in plants: a note on the concept of cost,Fagerstrom T.,American Naturalist,00030147,133,2,281-287,1989-01-01,1989,10.1086/284918,35,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,83,"We still lack a precise, general definition of the cost concept that has ecological as well as evolutionary meaning while retaining its physiological relevance. Such a definition is proposed with a demonstration of how it can be applied to various questions. Cost should be expressed as a loss in relative growth rate of somatic tissue, but extended to include turnover and recirculation of defensive substances. The analysis is confined to the case of exponential growth for 3 reasons: 1) when cost is expressed in terms of lost growth rate, it is implicit that the plant should be in a phase of active growth (eg, pre-reproductive phase), a phase in which exponential growth is often a good approximation of the real growth pattern; 2) single integrated physiological units may often grow exponentially even if the whole plant has ceased to do so; and 3) exponential growth is the only nontrivial case for which simple analytical solutions can be found to the kinetic equations used. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024570723,SCOPUS_ID:0024570723,2-s2.0-0024570723,Sperm competition in the thirteen-lined ground squirrel: differential fertilization success under field conditions,Foltz D.,American Naturalist,00030147,133,2,257-265,1989-01-01,1989,10.1086/284914,51,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,84,"Collected mating-history data on >40 estrous females Spermophilus tridecemlineatus in a population on the outskirts of Norman, Oklahoma. In most cases, females simply copulate with any and all males that approach and attempt to mate. This study confirms that the sperm competition experienced by males produces patterns of differential fertilization that are correlated with mating order. -from Authors"
