@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0032770708,SCOPUS_ID:0032770708,2-s2.0-0032770708,"Fire as a recurrent event in tropical forests of the eastern Amazon: Effects on forest structure, biomass, and species composition",Cochrane M.A.,Biotropica,00063606,31,1,2-16,1999-01-01,March 1999,"The effects of fire on forest structure and composition were studied in a severely fire-impacted landscape in the eastern Amazon. Extensive sampling of area forests was used to compare structure and compositional differences between burned and unburned forest stands. Burned forests were extremely heterogeneous, with substantial variation in forest structure and fire damage recorded over distances of <50 m. Unburned forest patches occurred within burned areas, but accounted for only six percent of the sample area. Canopy cover, living biomass, and living adult stem densities decreased with increasing fire intensity/frequency, and were as low as 10-30 percent of unburned forest values. Even light burns removed >70 percent of the sapling and vine populations. Pioneer abundance increased dramatically with burn intensity, with pioneers dominating the understory in severely damaged areas. Species richness was inversely related to burn severity, but no clear pattern of species selection was observed. Fire appears to be a cyclical event in the study region: <30 percent of the burned forest sample had been subjected to only one burn. Based on estimated solar radiation intensities, burning substantially increases fire susceptibility of forests. At least 50 percent of the total area of all burned forests is predicted to become flammable within 16 rainless days, as opposed to only 4 percent of the unburned forest. In heavily burned forest subjected to recurrent fires, 95 percent of the area is predicted to become flammable in <9 rain-free days. As a recurrent disturbance phenomenon, fire shows unparalleled potential to impoverish and alter the forests of the eastern Amazon.",371,Journal,ar,Article,100,2,2,Biomass | Cyclical disturbance | Eastern Amazon | Fire | Fire susceptibility | Forest degradation | Forest ecology | Species shifts | Succession | Tropical rain forest,13817,undefined,0,FALSE,59,10.1111/j.1744-7429.1999.tb00112.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032770482,SCOPUS_ID:0032770482,2-s2.0-0032770482,Ecology of Aglaia mackiana (Meliaceae) seedlings in a New Guinea rain forest,Mack A.L.,Biotropica,00063606,31,1,111-120,1999-01-01,March 1999,"The large seeds of Aglaia mackiana (Meliaceae) germinate and produce vigorous seedlings under closed canopies or in large gaps. To assess seedling ecology after germination, we measured growth, herbivore damage, and survivorship of seedlings over one year. The sample included shaded seedlings from dispersed seeds, undispersed seeds under parent trees, and seedlings transplanted to gaps. We quantified the light environment using hemispherical canopy photographs taken above seedlings at the beginning and end of the one-year study. Seedlings transplanted to gaps grew faster and had more leaves, larger total leaf surface area, longer secondary roots, and greater root mass than shaded seedlings. Seedlings in gaps did not differ from shaded seedlings in survivorship or amount of herbivore- and pathogen-caused leaf damage. The canopy photographs taken one year apart suggest there is a rough equilibrium in closed canopies with slight changes occurring around an average light level. Sites with < 0.06 ISF (a unitless, relative measure of canopy openness or reflected sunlight) tended to remain the same with minor fluctuations toward brighter or darker. Sites with canopy openness > 0.06 ISF tended to close; few gaps grew larger. Seedlings under parent trees and seedlings away from parent trees had similar amounts of leaf damage and virtually identical survivorship after 18 months, but seedlings under parent trees had slower growth rates and smaller total leaf surface areas. Dispersal did not strongly benefit seeds via escaping high levels of mortality or competition around the parent.",10,Journal,ar,Article,100,5,5,Meliaceae | Papua New Guinea | Seed dispersal | Seedling ecology | Treefall gaps | Tropical rain forest,13817,undefined,0,FALSE,60,10.1111/j.1744-7429.1999.tb00122.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032765950,SCOPUS_ID:0032765950,2-s2.0-0032765950,Fruiting phenology and the conservation of the great Pied Hornbill (Buceros bicornis) in the Western Ghats of Southern India,Kannan R.,Biotropica,00063606,31,1,167-177,1999-01-01,March 1999,"The phenology of principal fruits consumed by the endangered Great Pied Hornbill (Buceros bicornis) was monitored for two years in a wet forest habitat in southern India. Lipid-rich fruits, produced by several interior forest trees mainly of the family Lauraceae, were highly seasonal in their availability, and their production in the dry, hot season coincided with the breeding of the hornbill. Sugary fruits, produced mainly by several species of Ficus, were available year-round due to aseasonal fruiting patterns. Because Ficus fruited even at times of low fruit resource availability, and was heavily utilized by hornbills and other frugivores, it played a keystone role in the maintenance of the avian frugivore community. Overall fruit production was scarce between July and January during the southwest and northeast monsoon seasons. Vitex altissima produced berries abundantly during much of this time (September-December) and thus was another important fruit resource for avian frugivores. To safeguard the fruit resource base for the Great Pied Hornbill, we recommend: (1) The protection of Ficus and Vitex trees from overexploitation, and (2) the conservation of forest integrity to maintain compositions and densities of the lipid-rich fruit tree species utilized by the hornbill.",28,Journal,ar,Article,100,2,2,Buceros bicornis | Ficus | Frugivory | Hornbills | India | Keystone species | Nesting | Phenology | Vitex | Western Ghats,13817,undefined,0,FALSE,61,10.1111/j.1744-7429.1999.tb00127.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032765578,SCOPUS_ID:0032765578,2-s2.0-0032765578,"Ant-homoptera interactions in a neotropical savanna: The honeydew-producing treehopper, Guayaquila xiphias (Membracidae), and its associated ant fauna on Didymopanax vinosum (Araliaceae)",Del-Claro K.,Biotropica,00063606,31,1,135-144,1999-01-01,March 1999,"We investigate the ant fauna associated with the Neotropical treehopper, Guayaquila xiphias, on shrubs of Didymopanax vinosum in the cerrado (savanna) of SE Brazil. Treehoppers infested plants at the border of the cerrado almost exclusively and preferably fed near the apical meristem. During the reproductive phase of the host plant, however, the vast majority of the treehoppers aggregated on the inflorescences. We found 21 ant species harvesting honeydew at G. xiphias aggregations, the most frequent being Camponotus rufipes, Ectatomma edentatum, C. crassus, and C. renggeri. Such a taxonomic diversity of ants tending G. xiphias aggregations in the cerrado is far greater than that reported for any other ant-homopteran system. Daily turnover of ant species at a given treehopper aggregation was observed on 29 percent (64 out of 222) of the G. xiphias aggregations recorded on D. vinosum shrubs. Species replacements probably reflect distinct humidity and temperature ranges tolerated by the species, and may ultimately reduce interspecific competition at homopteran aggregations. Since predation and parasitism on G. xiphias can be severe, and tending ants protect the homopterans against predators and parasitoids, the round-the-clock activity by ants at G. xiphias aggregations is regarded as crucial for the survival of these treehoppers in the cerrado.",110,Journal,ar,Article,100,2,2,Ant assemblages | Ant species turnover | Ant-Homoptera interaction | Cerrado savanna | Daily foraging schedule | Didymopanax vinosum | Guayaquila xiphias | Honeydew | Mutualism | Plant phenology,13817,undefined,0,FALSE,62,10.1111/j.1744-7429.1999.tb00124.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032752630,SCOPUS_ID:0032752630,2-s2.0-0032752630,"Mortal mimicry in the fly, Plocoscelus sp. (Diptera, Micropezidae)",Eberhard W.G.,Biotropica,00063606,31,3,535,1999-01-01,1999,NA,3,Journal,no,Note,100,1,1,Diptera | Micropezidae | Mimicry | Plocoscelus,13817,undefined,0,FALSE,63,10.1111/j.1744-7429.1999.tb00399.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032752108,SCOPUS_ID:0032752108,2-s2.0-0032752108,"Patterns of clonal diversity in Dicranopteris linearis on Mauna Loa, Hawaii",Russell A.,Biotropica,00063606,31,3,449-459,1999-01-01,September 1999,"The clonal mat-forming fern, Dicranopteris linearis (N. L. Burm.) Underw., dominates vast areas of rainforests on the windward slopes of Mauna Loa Volcano on the island of Hawai'i. Because clone size has important ecological and evolutionary consequences in such a dominant species, we used isozyme analysis to investigate clone size and other aspects of genetic diversity and reproduction over a broad range of environmental conditions on primary successional sites (pahochoe lava substrates). Isozyme analysis provided a measure of the upper limit of clonal size in this interdigitating clonal species. Each 0.5-ha primary successional site on Mauna Loa was comprised of a minimum of two to four clones. Genetic diversity in Dicranopteris was low; of 32 putative loci investigated, only 4 were polymorphic, with 2 or 3 alleles/locus. Over the 17 study locations on Mauna Loa and Kilauea Volcanoes, we identified nine multilocus genotypes based on unique combinations of allozymes. Seven of the nine genotypes were heterozygous for at least one locus, evidence of an intergametophytic mating system. Highly dispersible spores, coupled with intergametophytic mating should promote higher genetic diversity. We propose that the following factors contributed to low genetic diversity: founder effects; extreme isolation from mainland gene pools; high potential for mating among different gametophytes produced from the same sporophyte; relatively low numbers of safe sites for gametophyte establishment over space and time; and long-term reliance on vegetative growth. Leaf phenotypes were associated with genotype, but also with environmental conditions. Enough variability within a genotype existed to support the current treatment of Hawaiian Dicranopteris as one species. Vegetative growth was the primary means by which Dicranopteris covered the landscape. Nevertheless, spore production, gametophyte establishment, and sexual reproduction were absolutely essential for colonization of the few favorable microsites available on pahoehoe lava substrates of Mauna Loa following lava eruptions, dieback, and similar landscape-level disturbances.",10,Journal,ar,Article,100,4,4,Clones | Dicranopteris linearis | Fern reproduction | Genetic diversity | Gleicheniaceae | Primary succession | Tropical montane forest | Vegetative growth,13817,undefined,0,FALSE,64,10.1111/j.1744-7429.1999.tb00387.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032750259,SCOPUS_ID:0032750259,2-s2.0-0032750259,Leaf optical properties of trees and lianas in the outer canopy of a tropical dry forest,Avalos G.,Biotropica,00063606,31,3,517-520,1999-01-01,September 1999,NA,38,Journal,no,Note,100,3,3,Absorptance | Canopy ecology | Canopy leaves | Lianas | Panama | Reflectance | Transmittance | Tropical dry forest,13817,undefined,0,FALSE,65,10.1111/j.1744-7429.1999.tb00395.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032749819,SCOPUS_ID:0032749819,2-s2.0-0032749819,"Seed dispersal by bats and birds in forest and disturbed habitats of Chiapas, Mexico",Medellin R.A.,Biotropica,00063606,31,3,478-485,1999-01-01,September 1999,"We examined seed dispersal by bats and birds in four habitats of the Selva Lacandona tropical rain forest region, Chiapas, Mexico. The four habitats represented a disturbance gradient: active cornfield, ten-year-old abandoned cornfield, cacao plantation, and forest. Using seed traps examined before sunrise (0400 h) and before sunset (1800 h), we compared volant vertebrate seed dispersal, assuming that seeds found at the end of the night were dispersed by bats and those found at the end of the day were dispersed by birds. We did not find seeds from other frugivores such as monkeys or opossums. In all habitats bats dispersed more seeds than birds. In most months bats also dispersed more seeds than birds, except in December when no seeds were found in the traps. Bats also consistently dispersed more species of seeds than birds, although a χ2 comparison showed differences not to be significant. Fifty percent of the species represented in the dispersed seeds in all habitats were pioneer species. Cecropia seeds represented a high percentage (up to 87% of those dispersed by bats and up to 83% by birds) of dispersed seeds that fell in our traps. The influence of bats and birds on secondary successional processes is likely to be fundamental for the establishment of vegetation. Since bats dispersed more seeds than birds (primarily to disturbed areas and consisting primarily of pioneer species), they are likely to play an important role in successional and restoration processes among habitats as structurally and vegetationally different as cornfields, old fields, cacao plantations, and forest.",169,Journal,ar,Article,100,2,2,Bats | Birds | Cacao plantation | Cornfield | Old field | Seed dispersal | Tropical rain forest,13817,undefined,0,FALSE,66,10.1111/j.1744-7429.1999.tb00390.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032749817,SCOPUS_ID:0032749817,2-s2.0-0032749817,Short-term disappearance of foliar litter in three species before and after a hurricane,Sullivan N.H.,Biotropica,00063606,31,3,382-393,1999-01-01,September 1999,"Litter disappearance was examined before (1989) and after (1990) Hurricane Hugo in the Luquillo Experimental Forest, Puerto Rico using mesh litterbags containing abscised Cyrilla racemiflora or Dacryodes excelsa leaves or fresh Prestoea montana leaves. Biomass and nitrogen dynamics were compared among: (i) species; (ii) mid- and high elevation forest types; (iii) riparian and upland sites; and (iv) pre- and post-hurricane disturbed environments. Biomass disappearance was compared using multiple regression and negative exponential models in which the slopes were estimates of the decomposition rates subsequent to apparent leaching losses and the y-intercepts were indices of initial mass losses (leaching). Cyrilla racemiflora leaves with low nitrogen (0.39%) and high lignin (22.1%) content decayed at a low rate and immobilized available nitrogen. Dacryodes excelsa leaves had moderate nitrogen (0.67%) and lignin (16.6%) content, decayed at moderate rates, and maintained the initial nitrogen mass. Prestoea montana foliage had high nitrogen (1.76%) and moderate lignin (16.7%) content and rapidly lost both mass and nitrogen. There were no significant differences in litter disappearance and nitrogen dynamics among forest types and slope positions. Initial mass loss of C. racemiflora leaves was lower in 1990 but the subsequent decomposition rate did not change. Initial mass losses and the overall decomposition rates were lower in 1990 than in 1989 for Dacryodes excelsa. Dacryodes excelsa and C. racemiflora litter immobilized nitrogen in 1990 but released 10-15 percent of their initial nitrogen in 1989, whereas P. montana released nitrogen in both years (25-40%). Observed differences in litter disappearance rates between years may have been due to differences in the timing of precipitation. Foliar litter inputs during post-hurricane recovery of vegetation in Puerto Rico may serve to immobilize and conserve site nitrogen.",26,Journal,ar,Article,100,3,3,Cyrilla racemiflora | Dacryodes excelsa | Decomposition | Hurricane | Nitrogen | Prestoea montana | Puerto Rico | Tropical forest,13817,undefined,0,FALSE,67,10.1111/j.1744-7429.1999.tb00380.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032745986,SCOPUS_ID:0032745986,2-s2.0-0032745986,"Biomass allocation in Cyperus papyrus in a tropical wetland, Lake Naivasha, Kenya",Boar R.,Biotropica,00063606,31,3,411-421,1999-01-01,September 1999,"The nutrient status of Lake Naivasha, a freshwater lake in southeastern Kenya, has been rising since at least 1982. A potential effect of increases in nutrient supply to the lake's floating papyrus is increasing of the plants' investment in above-water material and reduction of the amount of energy invested in uptake and storage. Biomass and its allocation between culms, panicles, roots, and rhizomes was measured in 17 sites around the 150-km2 lake. Although above-water biomass was greatest in sites closest to the lake's major nutrient inflow, the River Malewa, there was little evidence of corresponding decreases in the biomass of uptake and storage tissues. In August 1995, the average ± SD biomass of papyrus in the lake was 11,540 ± 3020 g/m2, with the papyrus containing about 4500 ± 1900 g total carbon/m2 and about 100 ± 70 g total nitrogen/m2. Plant nitrogen contents did not vary with distance from the main external nutrient supply. Together with low nitrogen concentrations in the plants (0.60 ± 0.26 in culms and 0.99 ± 0.50% in rhizomes), very high carbon to nitrogen ratios (49 ± 20:1) and nitrogen fixation in the rhizosphere explaining only about half of the plants' nitrogen, papyrus is a likely net sink for nitrogen supplied from the lake's increasingly cultivated watershed. Despite this role, clearance of papyrus in favor of agriculture partly explains the reductions in the area of papyrus within the lake basin from 48 km2 in the late 1960s to 14 km2 in 1995.",49,Journal,ar,Article,100,3,3,Assimilation | Carbon | Eichhornia crassipes | Nitrogen | Nitrogen storage | Nitrogen uptake | Rhizomes | Swamps,13817,undefined,0,FALSE,68,10.1111/j.1744-7429.1999.tb00383.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032744264,SCOPUS_ID:0032744264,2-s2.0-0032744264,Effects of light regime on antioxidant content of foliage in a tropical forest community,Frankel S.,Biotropica,00063606,31,3,422-429,1999-01-01,September 1999,"A basic tenet of plant ecology is that under high light and limiting nutrient levels, carbon becomes relatively more available for investment in anti-herbivore defense. Rarely considered in discussions of such defense investments, however, is the necessity for plants to defend themselves against oxidative damage caused by light exposure itself. To determine if the ability to respond to elevated levels of light exposure by increasing production of antioxidant compounds is a general characteristic of foliage in tropical plants, we conducted a broad survey of antioxidant content in foliage of 55 species in a tropical forest community by comparing individuals within forest gaps to conspecifics in the closed canopy forest. To do so, we devised a rapid assay to use under field conditions. Of the 41 species of shrubs, trees, and lianas demonstrating a discernible difference in antioxidant content under the two light regimes, 34 (68%) showed higher antioxidant content under high light conditions. In a quantitative laboratory-based study using four of these species, light was associated with a 15 to 45 percent increase in water-soluble antioxidants in three species; one species displayed a 118 percent increase in fat-soluble antioxidants as well. Thus, changes in the chemistry of plant foliage in response to light may reflect plant investments in defense against abiotic stress factors as well as investments in defense against biotic stress factors.",11,Journal,ar,Article,100,2,2,Antioxidant | Faramea occidentalis | Mouriri myrtilloides subsp. parvifolia | Oureata lucens | Plant defense | Psychotria marginata | Ultraviolet light,13817,undefined,0,FALSE,69,10.1111/j.1744-7429.1999.tb00384.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032743515,SCOPUS_ID:0032743515,2-s2.0-0032743515,Effects of end of dry season shoot removal on the growth of three savanna grasses with different phenologies,Silva J.,Biotropica,00063606,31,3,430-438,1999-01-01,September 1999,"This paper presents the results of a field experiment investigating the effects of shoot removal at the end of the dry season on tillering and aerial biomass in three perennial savanna grasses. The experiment was intended to simulate the effects of savanna fires at the end of the dry season. The experiment included three initial size classes of plants that were allowed to grow free from competitors. The results showed an immediate negative effect of shoot removal on tiller number in all three species; however, at the end of the experiment, defoliated plants had recovered and their final sizes did not differ significantly from those of control plants. We registered an overcompensating response to shoot removal on aerial biomass of Trachypogon plumosus, while the other two species (Andropogon semiberbis and Leptocoryphium lanatum) compensated completely for the removed aerial biomass. Differences in initial plant size were only significant in L. lanatum. Shoot removal resulted in a significant decrease in the fraction of flowering tillers in T. plumosus, but had no significant effects on flowering in A. semiberbis. Experimental plants of L. lanatum did not flower during the experiment. Although immediate shoot removal effects were strongly negative, the three species were able to recover not only in the number of tillers but also in aerial biomass. Based on the differences between actual burning and experimental removal of shoots, we expect that the compensating responses to actual fire would be greater than the ones resulting from this study.",7,Journal,ar,Article,100,2,2,Clipping | Compensatory growth | Defoliation | Fire | Grasses | Phenology | Savanna | Tillering | Venezuela,13817,undefined,0,FALSE,70,10.1111/j.1744-7429.1999.tb00385.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032743385,SCOPUS_ID:0032743385,2-s2.0-0032743385,"Feeding ecology of the giant otter, Pteronura brasiliensis",Rosas F.,Biotropica,00063606,31,3,502-506,1999-01-01,September 1999,"The food habits of the giant otter, Pteronura brasiliensis, were determined by analyzing fecal samples collected year-round from communal latrines at Xixuau Creek (00°48'S, 61°33'W), Jauaperi River (central Brazilian Amazon) between 1993 and 1994. Communal latrines were also sampled during the low water season at Aquidauana River (19°32'S, 56°40'W), Pantanal of Mato Grosso do Sul (central Brazil). Fragments of vertebrae, mandibles, teeth, scales, and fin spines provided an estimate of the diet composition. Remains of fish were present in all of the samples. The main fish groups found at Xixuau Creek were Perciformes, represented specifically by Cichlidae (97.3% of all samples), Characiformes (86.5%) and Siluriformes (5.4%). The Characiformes were represented mainly by Erythrinidae (Hoplias sp. 90.6%), followed by Serrasalmidae (28%). The Anostomidae occurred with a frequency of 18.7 percent, while Characinae, Bryconinae, and Cynodontidae were only observed in 3.1 percent of the Characiformes records. At Aquidauana River, the Characiformes were the most frequent fish group, represented in 100 percent of all samples, followed by Siluriformes (66.6%) and Perciformes (33.3%). The fish from the main groups identified in the diet of the giant otters prefer riverbanks, lakes, and flooded forests. The feeding habits of Pteronura brasiliensis are probably influenced by the vulnerability and abundance of the prey consumed by this carnivore.",43,Journal,ar,Article,100,3,3,Amazon | Brazil | Ecology | Feeding habits | Pteronura brasiliensis,13817,undefined,0,FALSE,71,10.1111/j.1744-7429.1999.tb00393.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032743383,SCOPUS_ID:0032743383,2-s2.0-0032743383,Dispersal of Amazonian trees: Hydrochory in Swartzia polyphylla,Williamson G.,Biotropica,00063606,31,3,460-465,1999-01-01,September 1999,"Hydrochory was investigated in the seeds of the Amazonian floodplain tree, Swartzia polyphylla, in which pods open on the tree to release one large seed. Seeds collected from beach drift along the Rio Negro showed a high percentage of floaters (82%). Yet most seeds sank following collection from: adult trees (89%), unflooded ground under adults (96%), and flooded ground under adults (86%). The specific gravity of the seeds was near that of water, 1.04 ± 0.03 for sinkers and 0.98 ± 0.02 for floaters. The ability to float was correlated directly with the volume of the air pocket between the two cotyledons, which varied from 5.6 to 20.5 percent of the total seed volume. In a long-term floatation test lasting 81 days, 45 percent of the seeds never floated, 33 percent always floated, and 22 percent first sank for one week and then floated for at least one month. Seeds that never floated eventually rotted, but not until days 6373. Seeds that were floating at day 81, regardless of how long they had been floating, were placed on moistened filter paper for 18 days during which time 36 percent germinated, 45 percent rotted, and 19 percent did neither but remained viable. These results suggest that S. polyphylla achieves dimorphism in flotation of its seeds, some sinking and some floating, by producing seeds of continuous variation in specific gravity around a mean close to 1.00. Seeds that float can be dispersed long distances along river margins, while those that sink may be moved only marginally from the parent tree.",21,Journal,ar,Article,100,3,3,Amazonia | Dispersal | Fabaceae | Flooding | Flotation | Hydrochory | Seed | Specific gravity | Swartzia polyphylla | Water,13817,undefined,0,FALSE,72,10.1111/j.1744-7429.1999.tb00388.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032728287,SCOPUS_ID:0032728287,2-s2.0-0032728287,Plant and litter influences on earthworm abundance and community structure in a tropical wet forest,Gonzalez G.,Biotropica,00063606,31,3,486-493,1999-01-01,September 1999,"Plant communities differ in species composition and litter input. To examine the influence of plant species on the abundance and community structure of soil fauna, we sampled earthworms in areas close to and away from the bases of Dacryodes excelsa and Heliconia caribaea, two distinct plant communities within a tropical wet forest in Puerto Rico. We also carried out a litter manipulation experiment to examine the short-term responses of earthworms to litter removal and litter addition treatments. We found that: (1) the density and biomass of both soil-feeding endogeic and litter-feeding anecic worms did not differ between areas close to and away from Dacryodes trees (in contrast, the density and biomass of anecic worms was higher in areas away from Heliconia plants despite the lack of differences for endogeic worms); and (2) total dry weight of earthworms tended to be higher in the litter addition treatment than in the control within the Heliconia community. Our results suggest that Heliconia caribaea has a strong negative influence on anecic earthworms and that earthworms in the Heliconia community are more sensitive to litter input than in the Dacryodes community.",32,Journal,ar,Article,100,2,2,Litterfall | Plant-earthworm interactions | Pontoscolex corethrutus | Puerto Rico | Soil fauna,13817,undefined,0,FALSE,73,10.1111/j.1744-7429.1999.tb00391.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032728049,SCOPUS_ID:0032728049,2-s2.0-0032728049,"Use of Ludwigia (Onagraceae) pollen by a specialist bee, Diadasina distincta (Hymenoptera: Apidae), at a nesting site in southeastern Brazil",Martins R.,Biotropica,00063606,31,3,530-534,1999-01-01,September 1999,NA,10,Journal,no,Note,100,2,2,Apidae | Brazil | Diadasina distincta | Feeding niche | Ludwigia laruotteana | Niche breadth | Oligolecty | Onagraceae | Specialization,13817,undefined,0,FALSE,74,10.1111/j.1744-7429.1999.tb00398.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032728047,SCOPUS_ID:0032728047,2-s2.0-0032728047,Inflorescence height affects visitation behavior of bees - A case study of an aquatic plant community in Bolivia,Gumbert A.,Biotropica,00063606,31,3,466-477,1999-01-01,September 1999,"We studied the bee fauna visiting a plant community of 10 species of flowering aquatic plants in an inundated savanna region in Bolivia. In total we observed 36 bee species in 17 genera at the flowers. Cluster analysis of the similarities among the plant species in terms of their visitor spectra showed a division into two groups: plants with inflorescence heights shorter than the grass height and plants with inflorescences projecting out of the surrounding vegetation. Larger bees of the genera Apis, Melipona, Bombus, and Xylocopa were observed only at flowers above the surrounding vegetation. Smaller, mainly solitary bees (e.g., Augochlorella, Ancyloscelis) visited flowers in the dense vegetation near the water surface. Analyses of the pollen loads revealed that most individuals were highly flower consrant. When bees carried different pollen types, it was generally pollen from flowers within a single stratum. We discuss specialization, flower constancy, competition, and different foraging strategies as possible reasons for stratum fidelity.",20,Journal,ar,Article,100,2,2,Apoidea | Aquatic plants | Bees | Bolivia | Flight strata | Foraging | Inflorescence height | Inundated savanna | Pollen loads | Pollination,13817,undefined,0,FALSE,75,10.1111/j.1744-7429.1999.tb00389.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032727957,SCOPUS_ID:0032727957,2-s2.0-0032727957,"The mating system of Pterocarpus indicus Willd. at Mt. Makiling, Philippines",Finkeldey R.,Biotropica,00063606,31,3,525-530,1999-01-01,September 1999,NA,2,Journal,no,Note,100,3,3,Allozyme gene loci | Fabaceae | Insect pollination | Mating system | Mixed mating | Pollen allele frequencies | Pterocarpus indicus | Tropical tree,13817,undefined,0,FALSE,76,10.1111/j.1744-7429.1999.tb00397.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032727117,SCOPUS_ID:0032727117,2-s2.0-0032727117,Variation in nickel content in the nickel-hyperaccumulating shrub Psychotria douarrei (Rubiaceae) from New Caledonia,Boyd R.S.,Biotropica,00063606,31,3,403-410,1999-01-01,September 1999,"Plants that hyperaccumulate Ni contain > 1000 ppm (dry wt.) in their tissues. Variation of Ni content within hyperaccumulating plant species is poorly explored. Using the Ni-hyperaccumulating shrub Psychotria douarrei, we documented variation of leaf Ni levels within individual shrubs, and variation with respect to plant size and leaf age. Plant size did not correlate significantly with leaf Ni content, and leaf Ni content did not correlate significantly with soil Ni content. Older leaves contained twice as much Ni as younger leaves. Older leaves also contained greater concentrations of Ca, Fe, and Cr but less K, P, and Cu. Five elements (Zn, Pb, Co, Mn, Mg) showed no significant variation due to leaf age. We also examined the effect of leaf age on epiphyll cover, finding increased epiphyll cover on the upper surface of older leaves. The dominant leafy liverwort epiphyll had a relatively high Ni content (400 ppm), suggesting that epiphylls of Ni hyperaccumulators obtain some Ni from host leaves. Individual shrubs differed in mean leaf Ni content almost two-fold (14,900-27,700 ppm). Variation among branches within individuals also ranged widely; however, this intraplant variability was not strongly correlated with the mean leaf Ni content of an individual shrub. We concluded that Ni contents in leaves of P. douarrei vary considerably due to leaf age, among individual shrubs, and among branches within a shrub.",28,Journal,ar,Article,100,3,3,Elemental defense | Epiphylls | Epiphytes | Leaf age | Leafy liverwort | New Caledonia | Nickel hyperaccumulation | Plant size | Psychotria douarrei | Serpentine soil,13817,undefined,0,FALSE,77,10.1111/j.1744-7429.1999.tb00382.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032720848,SCOPUS_ID:0032720848,2-s2.0-0032720848,Population structure and life cycle of Borassus aethiopum mart.: Evidence of early senescence in a palm tree,Barot S.,Biotropica,00063606,31,3,439-448,1999-01-01,September 1999,"As with other plants having a relatively simple morphology, solitary palms are useful biological models for studying the life histories of long-lived plants. In the first study to investigate the life history of Borassus aethiopum, a widespread dioecious palm growing in African savannas, we found that: (1) the number of leaves increased up to reproductive maturity and then decreased during the reproductive period, while height increased throughout life; (2) female fecundity, measured as the number of seedlings within a few meters under the female canopies, decreased markedly in old individuals with few leaves; and (3) height distribution was strongly bimodal. This bimodality was due to variations in the stem elongation rate during the life of the palm and the accumulation of adults with low mortality rates in the taller height classes. The observed pattern of fecundity and number of leaves in relation to height clearly suggests a senescence period that began just after sexual maturity and appeared to be protracted. Comparisons between the life history of B. aethiopum and the life histories of some forest palms showed that environmental conditions cannot in themselves explain the various palm life histories.",28,Journal,ar,Article,100,2,2,Borassus aethiopum | Growth | Humid savanna | Ivory coast | Life history | Palm tree | Population structure | Reproduction | Sex ratio,13817,undefined,0,FALSE,78,10.1111/j.1744-7429.1999.tb00386.x,NA,NA
