@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33745878234,SCOPUS_ID:33745878234,2-s2.0-33745878234,"Seasonality in reproduction, age structure and density of the gracile mouse opossum Gracilinanus microtarsus (Marsupialia: Didelphidae) in a Brazilian cerrado",Martins E.G.,Journal of Tropical Ecology,02664674,14697831,22,4,461-468,2006-07-01,July 2006,10.1017/S0266467406003269,S0266467406003269,"The temporal pattern of reproduction and its consequences for age structure and density were investigated in a population of the gracile mouse opossum Gracilinanus microtarsus in south-eastern Brazil. Individuals of G. microtarsus were monitored through capture-mark-recapture methods from August 2000 to February 2003 in a remnant of cerradão, a forest-like physiognomy of the highly seasonal cerrado biome. The temporal pattern of reproduction of the population studied was highly seasonal with rearing of the offspring occurring in the first half of the warm-wet season, when the abundance of food resources - primarily insects - in the cerrado is high. Shortly after reproduction, the density of adults decreased sharply, possibly because of high post-mating mortality, leading to a gradual replacement of adults by their offspring in the following months and little overlap of generations. Our data suggest that climatic and environmental factors affect the onset of reproduction and interact with endogenous factors that decrease post-mating survival to produce the observed pattern of seasonal variation in age structure and density. It is suggested that the dynamics of populations of G. microtarsus may be driven primarily by food limitation and that long-term studies are needed to understand its feedback structure. Copyright © 2006 Cambridge University Press.",33,Journal,ar,Article,100,4,4,Closed population models | Marsupial | Mortality | Population dynamics | Population ecology,23435,undefined,0,FALSE,41,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645914143,SCOPUS_ID:33645914143,2-s2.0-33645914143,"Phytomass and fire occurrence along forest-savanna transects in the Comoé National Park, Ivory Coast",Hennenberg K.,Journal of Tropical Ecology,02664674,14697831,22,3,303-311,2006-05-01,May 2006,10.1017/S0266467405003007,S0266467405003007,"In tropical West Africa, distribution patterns of forest islands in savannas are influenced by fires which occur regularly in the grass stratum. Along continuous forest-savanna transects in the Comoé National Park, the change in the amount and composition of non-woody phytomass was investigated from savanna to forest interior. This was correlated with the cover of vegetation strata above, soil depth, and the occurrence of seasonal surface fires. Phytomass mainly consisted of leaf litter in the forests (about 400 g m-2 at the end of the rainy season, and about 600 g m-2 at the end of the dry season) and of grasses in the savanna (about 900 g m-2). Low grass biomass appeared to be primarily the result of suppression by competing woody species and not of shallow soil. The occurrence of early dry-season fires seemed to be determined mainly by the amount of grass biomass as fuel because fires occurred in almost all savanna plots while forest sites remained unaffected. However, late dry-season fires will encounter higher amounts of leaf litter raising fire probability in forests. Due to the importance of the amount of combustible phytomass, fire probability and intensity might increase with annual precipitation in both savanna and forest. Copyright © 2006 Cambridge University Press.",70,Journal,ar,Article,100,8,8,Africa | Biomass | Fire | Forest boundary | Forest island | Fuel load | Savanna,23435,undefined,0,FALSE,42,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645890274,SCOPUS_ID:33645890274,2-s2.0-33645890274,"A new local estimator of regional species diversity, in terms of 'shadow species', with a case study from Sumatra",Rennolls K.,Journal of Tropical Ecology,02664674,14697831,22,3,321-329,2006-05-01,May 2006,10.1017/S0266467406003142,S0266467406003142,"In a local biodiversity inventory the locally rare species are of particular importance. The main problem of sample-based inventories is that many species are so rare that they will not be observed. The observed frequencies of species in the sample provide an estimate of the species proportion in the population. This may be used to estimate the number of species which exist in the population, but which were not observed in the sample (shadow species). This non-parametric approach provides an unbiased estimate of the relative frequency distribution of the species in the population, which differs very significantly from the sample distribution, particularly for the rare species. The approach leads to a new and ecologically meaningful estimator of the Rényi-Hill generalized species diversity measure, which includes species abundance, the Shannon-Weaver and Simpson's diversity measures, amongst others. The use of the estimator is illustrated on data from a biodiversity inventory of trees on a 3-ha forest sample plot in Sumatra. Copyright © 2006 Cambridge University Press.",4,Journal,ar,Article,100,2,2,Abundance | Coverage | Diversity | Expansion estimator | Rényi-Hill | Shadow species | Shannon-Weaver | Simpson,23435,undefined,0,FALSE,43,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645887236,SCOPUS_ID:33645887236,2-s2.0-33645887236,"Are giraffes pollinators or flower predators of Acacia nigrescens in Kruger National Park, South Africa?",Fleming P.A.,Journal of Tropical Ecology,02664674,14697831,22,3,247-253,2006-05-01,May 2006,10.1017/S0266467405003123,S0266467405003123,"We examined the relationship between giraffes (Giraffa camelopardalis) and Acacia nigrescens in Kruger National Park, South Africa, to determine whether these tall ungulates may be providing a pollination service for the trees, or are simply flower predators. We quantified florivory and subsequent fruit set in the presence and absence of giraffes. Acacia nigrescens flowers are clearly a substantial dietary component for giraffes. Although A. nigrescens flowers contain almost three times as much condensed tannin as leaves, giraffes consume large quantities of flowers (∼85% of flowers within reach), resulting in distinct browse lines on the trees. This substantial florivory is detrimental to the overall fecundity of A. nigrescens, with significantly reduced fruit set at heights on trees that are accessible to giraffes. Fruit set increased above the reach of giraffes, suggesting successful pollination by insects. Giraffes were effectively flower predators of A. nigrescens in the season we examined. Copyright © 2006 Cambridge University Press.",20,Journal,ar,Article,100,4,4,Florivory | Giraffa camelopardalis | Non-flying mammal pollination | Pollination ecology,23435,undefined,0,FALSE,44,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645879812,SCOPUS_ID:33645879812,2-s2.0-33645879812,Co-existence of ants and an arboreal earthworm in a myrmecophyte of the Indian Western Ghats: Anti-predation effect of the earthworm mucus,Gaume L.,Journal of Tropical Ecology,02664674,14697831,22,3,341-344,2006-05-01,May 2006,10.1017/S0266467405003111,S0266467405003111,NA,17,Journal,ar,Article,100,4,4,Ant-plant | Anti-predation mechanism | Domatia | Humboldtia | India | Perionyx | Repellent secretion | Tropical forest,23435,undefined,0,FALSE,45,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645871842,SCOPUS_ID:33645871842,2-s2.0-33645871842,"Fire history along environmental gradients in the subtropical pine forests of the Cordillera Central, Dominican Republic",Martin P.,Journal of Tropical Ecology,02664674,14697831,22,3,289-302,2006-05-01,May 2006,10.1017/S0266467406003178,S0266467406003178,"Fire history was reconstructed from fire-scarred individuals of the endemic pine (Pinus occidentalis) along climatic gradients in the Cordillera Central, Dominican Republic. We analysed variation in fire frequency by climate, elevation and aspect (windward and leeward of the central massif). A high correspondence between known fires and fire-scar chronologies indicates that the primary rings of this species are annual. Evidence was found for 41 fire years since 1727 A.D.; 28 were landscape-scale fires, nine of which were exceptionally large and linked to El Niño-triggered droughts. Mean fire return interval (FRI; the mean of individual samples) and mean fire interval (MFI; the composite mean of a group of samples) were used to estimate the upper and lower range in fire frequency. Mean FRI of the entire study area was 31.5 y (± 24.9 y SD) and MFI for landscape-scale fires was 5.6 y (± 4.1 y SD). The fire regime varied significantly with elevation and aspect. Mean FRI was 42.1 y (± 27.6 y SD) and MFI was 9.8 y (± 16.7 y SD) on moister windward zones, and mean FRI was 16.7 y (± 7.8 y SD) and MFI 4.2 y (± 1.9 y SD) in drier leeward zones. On windward slopes, high-elevation mean FRI (26.4 y) was significantly shorter than at middle (44.5 y) and low elevations (58.4 y). On leeward slopes, mean FRI did not vary significantly with elevation. The strong windward elevational patterning of the fire regime is driven by the trade wind inversion which traps moist air below 2000-2300 m. Such elevational patterns may be characteristic of montane fire regimes throughout the tropical trade wind belt. Copyright © 2006 Cambridge University Press.",28,Journal,ar,Article,100,2,2,Cloud forest | Dendrochronology | Dominican Republic | El Niño | Fire history | Fire regimes | Fire scars | Pinus occidentalis | Trade wind inversion | Tropical montane forest,23435,undefined,0,FALSE,46,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645866168,SCOPUS_ID:33645866168,2-s2.0-33645866168,Seed dispersal by spider monkeys and its importance in the maintenance of neotropical rain-forest diversity,Link A.,Journal of Tropical Ecology,02664674,14697831,22,3,235-246,2006-05-01,May 2006,10.1017/S0266467405003081,S0266467405003081,"Seed dispersal by frugivores is thought to play an important role in the maintenance of tropical forest diversity. Spider monkeys (Ateles spp.) are amongst the most frugivorous primates known, and they incorporate a diverse array of fruit species in their diets. In a 1-y study in lowland Ecuador, 670 h of focal observations and data on 916 faecal depositions were collected, and these data are used to describe the seed dispersal patterns of one group of wild spider monkeys (Ateles belzebuth) in terms of both the quantity of seeds dispersed and the primary seed shadows generated. Spider monkeys fed on the fruits of at least 152 plant species and swallowed seeds from more than 98% of these. Collected faecal samples contained seeds from at least 133 different plant species, with an average of 1.9 species (range: 0-7) per defecation. Individual spider monkeys dispersed a minimum of ∼195 000 seeds >1 mm in diameter per year, ∼35 000 of which were >3 mm in diameter. Mean retention time for seeds was 4.5 h. Seed dispersal distances averaged 443 m, but some seeds were moved >1250 m away from parental sources. These results suggest that declines in populations of spider monkeys might have a direct effect on forest dynamics, especially if other disperser species cannot compensate for their lost ecological services. Copyright © 2006 Cambridge University Press.",97,Journal,ar,Article,100,2,2,Ateles belzebuth | Dispersal distance | Ecuador | Primates | Retention time | Seed dispersal | Seed shadows | Spider monkeys,23435,undefined,0,FALSE,47,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645861094,SCOPUS_ID:33645861094,2-s2.0-33645861094,"Granivory, seed dynamics and suitability of the seed-dish technique for granivory estimations in a neotropical savanna",Pérez E.,Journal of Tropical Ecology,02664674,14697831,22,3,255-265,2006-05-01,May 2006,10.1017/S0266467405003093,S0266467405003093,"Spatial and seasonal patterns of seed removal by rodents, ants and birds were evaluated using seed-dish experiments in a Trachypogon savanna in Venezuela. Four-day experiments were conducted on three dates and at four different sites. Seeds from 10 native plant species representing a broad mass range were offered at densities equivalent to 3145 seeds m-2. We found that total seed removal and relative importance of granivorous groups varied widely among sites and dates. Rodents were the major seed predators in all the habitats, except for the savanna/forest border where birds dominated. Ants removed more seeds than birds, but since they preferred the smallest seeds, ants ranked last in mass removed. We found a temporally variable relationship between seed removal rates and seed rain or seed bank. We inferred monthly seed predation from seed-dish experiments as well as through the decline of the seed bank in the environment during the dry season, and compared both estimations to evaluate the suitability of the seed-dish technique for estimating granivory. We initially hypothesized that seed-dish experiments that emulate seed availability more closely may yield a better estimate of seed predation, but in fact, they may still overestimate granivory intensity. Copyright © 2006 Cambridge University Press.",13,Journal,ar,Article,100,4,4,Ants | Birds | Granivory | Rodents | Savanna | Seed bank | Seed rain | Seed-dish experiments | Venezuela,23435,undefined,0,FALSE,48,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645857062,SCOPUS_ID:33645857062,2-s2.0-33645857062,Feeding activities of soil organisms at four different forest sites in Central Amazonia using the bait lamina method,Römbke J.,Journal of Tropical Ecology,02664674,14697831,22,3,313-320,2006-05-01,May 2006,10.1017/S0266467406003166,S0266467406003166,"A recently developed technique in soil ecology is the use of the bait lamina method, for assessing the feeding activity of soil animals in situ. Here the bait lamina method (slightly adapted to tropical conditions) was used for the comparison of four closely situated sites (a primary rain forest, a secondary rain forest and two mixed-species tree plantations) in the Brazilian Amazon (project SHIFT ENV-52). The total feeding activity (portion of empty apertures in a set of laminae) and the vertical distribution of the feeding activity were evaluated for differences between the sites. The feeding activities in the primary and secondary forest were at the same level and significantly lower than in the two plantations. Feeding activity in subplots where surface litter has been experimentally removed was significantly lower than in the controls with the litter layer intact, at all four sites. The abundance of soil macrofauna or Enchytraeidae was not correlated with the results of the bait lamina tests, while the abundance of mesofauna (probably mainly Oribatida) was consistent with the pattern of feeding activity. The feeding activities as determined with bait laminae did not correlate with the decomposition activities determined with litterbags. Due to the easy applicability in combination with its feasibility for statistical evaluation and its consistent responses to site differences in experimental treatments we consider the bait lamina method to be a promising approach for the biological assessment of tropical soils. Copyright © 2006 Cambridge University Press.",32,Journal,ar,Article,100,4,4,Bait lamina test | Decomposition | Feeding activity | Soil fauna | Tropical forest,23435,undefined,0,FALSE,49,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645856166,SCOPUS_ID:33645856166,2-s2.0-33645856166,"Bat assemblages in a naturally fragmented ecosystem in the Yucatan Peninsula, Mexico: Species richness, diversity and spatio-temporal dynamics",Montiel S.,Journal of Tropical Ecology,02664674,14697831,22,3,267-276,2006-05-01,May 2006,10.1017/S026646740500307X,S026646740500307X,"Investigations of bats in naturally fragmented ecosystems may help refine assumptions about bat responses to fragmentation of their habitats by human activity. Bat species assemblages were studied for a 3.5-y period in a naturally fragmented landscape in the north-west Yucatan Peninsula, Mexico. Bats were systematically sampled using mist nets in a total of 16 forest islands of four categories (four sites each): large (> 20 ha), small (< 5 ha), far and near (sites located > 10 km or < 1 km away from the nearest forest island, respectively). We captured a total of 1134 bats representing 17 species. Bat diversity and species richness were similar among categories of forest island. Fruit-eating bats (78-93% of captures) were significantly more abundant in large and in small than in forest islands in the far or near categories. Differences in density of Manilkara zapota trees in the forest islands might underlie the observed variations in the abundance of frugivorous bats. Distances traversed by bats (0.65-38 km) between forest islands (typically 100-300 m away), facilitates the mobility of bats across the landscape. However, the moderately rich bat species assemblage detected, suggests that other species may not be able to persist in such naturally fragmented ecosystems. Copyright © 2006 Cambridge University Press.",52,Journal,ar,Article,100,3,3,Bats | Coastal wetlands | Forest fragmentation | Habitat-island | Neotropics,23435,undefined,0,FALSE,50,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645851634,SCOPUS_ID:33645851634,2-s2.0-33645851634,Liana-host tree associations in a subtropical montane forest of north-western Argentina,Malizia A.,Journal of Tropical Ecology,02664674,14697831,22,3,331-339,2006-05-01,May 2006,10.1017/S026646740600318X,S026646740600318X,"In a subtropical montane forest of north-western Argentina (27°S, 1000 m elevation), we analysed the effect of crown illumination, trunk diameter, foliar phenology and tree species identity as determinants of liana-host tree associations, as well as the spatial pattern of liana abundance in a 6-ha permanent plot. We recorded 2346 liana individuals ≥ 2 cm and 2320 trees ≥ 10 cm dbh. Sixty-five per cent of the trees hosted at least one liana stem. Large and well-lit trees were more likely to support lianas and supported more liana abundance than small and shaded trees. Yet, when trees were standardized by their size (liana basal area/tree basal area ratio), lianas were more abundant in smaller and less-exposed trees. Foliar phenology and tree species identity showed no association with the frequency of liana colonization and their abundance. Overall, tree features played a minor or even neutral role in structuring the liana community within this forest. Instead, lianas showed a positive autocorrelation at spatial scales up to 40 m. This suggests that lianas might be mostly structured by light- and dispersal-related factors such as those involving canopy access or canopy disturbances, with a negligible effect of host species identity and foliar phenology. Copyright © 2006 Cambridge University Press.",38,Journal,ar,Article,100,2,2,Climbers | Liana-tree associations | Lianas | Montane forests | Yungas,23435,undefined,0,FALSE,51,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645845733,SCOPUS_ID:33645845733,2-s2.0-33645845733,Foraging and distribution patterns in a termite assemblage dominated by fungus-growing species in semi-arid northern Botswana,Schuurman G.,Journal of Tropical Ecology,02664674,14697831,22,3,277-287,2006-05-01,May 2006,10.1017/S0266467405003044,S0266467405003044,"Termite foraging was monitored with cellulose baits in both the wet and dry season in the semi-arid Okavango Delta region of northern Botswana. Seven wood-feeding species were found. Fungus-growing termites dominated the assemblage in all plots, and four species (Macrotermes michaelseni, Odontotermes sp. A, Allodontermes sp. and Microtermes sp.) were found in most. Foraging by smaller-bodied Allodontermes sp. and Microtermes sp. was largely confined to the wet season. Foraging by M. michaelseni and Odontotermes sp. A was more constant, but showed a general peak in the early dry season (May and June), likely due to nutrient and energy demands associated with alate production. Despite extensive overlap in distributions of these species, co-occurrences on baits were significantly less frequent than expected by chance. In addition, incidence in a plot of Allodontermes sp. and Microtermes sp. was negatively correlated in the wet season, as was that of M. michaelseni and Odontotermes sp. A in the dry season. Differences in body size, life history, and nest structure produce temporal and spatial heterogeneity in the foraging and distribution patterns of termites, and therefore suggest that consideration of community composition can improve prediction of the influence of termite assemblages on decomposition. Copyright © 2006 Cambridge University Press.",13,Journal,ar,Article,100,1,1,Allodontermes | Community composition | Macrotermes | Macrotermitinae | Microtermes | Mopane woodland | Odontotermes | Okavango Delta | Soil fauna | Soil particle size,23435,undefined,0,FALSE,52,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645842489,SCOPUS_ID:33645842489,2-s2.0-33645842489,Potential predators of an invasive frog (Eleutherodactylus coqui) in Hawaiian forests,Beard K.,Journal of Tropical Ecology,02664674,14697831,22,3,345-347,2006-05-01,May 2006,10.1017/S0266467406003154,S0266467406003154,NA,20,Journal,ar,Article,100,2,2,Amphibian | Bufo marinus | Herpestes javanicus | Introduced mammals | Invasive | Rattus exulans | Rattus rattus | Stomach content,23435,undefined,0,FALSE,53,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645841069,SCOPUS_ID:33645841069,2-s2.0-33645841069,Differences in growth and light requirement of two sympatric congeneric tree species in an Indonesian floodplain forest,Yamada T.,Journal of Tropical Ecology,02664674,14697831,22,3,349-352,2006-05-01,May 2006,10.1017/S026646740500310X,S026646740500310X,NA,5,Journal,ar,Article,100,3,3,Equilibrium coexistence | Interspecific comparison | Light | Pterospermum diversifolium | Pterospermum javanicum | Regeneration niche | Sterculiaceae,23435,undefined,0,FALSE,54,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044465743,SCOPUS_ID:32044465743,2-s2.0-32044465743,Nitrogen and phosphorus as limiting factors for growth and primary production in a flooded savanna in the Venezuelan Llanos,Sarmiento G.,Journal of Tropical Ecology,02664674,14697831,22,2,203-212,2006-03-01,March 2006,10.1017/S0266467405003068,S0266467405003068,"The effects of N, P, NP and NPKS application on plant growth, above-ground primary production and N and P accumulation in the above-ground biomass of a flooded savanna were assessed over two growth cycles. Application of N or P did not improve plant growth and primary production, addition of NP had a noticeable effect, whereas NPKS fertilization led to a three-fold increase in plant production. The four most important grasses in the analysed ecosystem responded to nutrient application with increasing growth, indicating that they all are constrained by nutrient availability, but each species exhibited a different seasonal growth pattern suggesting a temporal division of nutrient resources. N accumulated in the harvested biomass during the growth season was 50% above that of control plants when NP was applied and showed a four-fold increase when NPKS was added. With NP addition, in 2 mo plants accumulated three times more P in the harvested biomass than the control plants. The maximum N accumulated during the growth season in the NPKS treatment represented half the fertilizer N, and probably all the N added (15 g m-2) may have been used if the whole biomass had been considered. With the rather small amounts of P added to the soil in the P treatment (2 g m-2), the maximum amount of P accumulated after 2 mo scarcely represented 13% of the added P, suggesting that most of the fertilizer P became rapidly immobilized or sorbed, not being available to plants in the short term. However, the increasing growth rates of grasses during the following 7 mo indicate that some P fluxed from these pools to the soil solution and to plants. Copyright © 2006 Cambridge University Press.",20,Journal,ar,Article,100,4,4,Grasses | Hyperseasonal savanna | Nutrient limitation | P sorption | Tropical grassland,23435,undefined,0,FALSE,55,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044464520,SCOPUS_ID:32044464520,2-s2.0-32044464520,Juvenile tree growth in relation to light availability in second-growth tropical rain forests,Palomaki M.B.,Journal of Tropical Ecology,02664674,14697831,22,2,223-226,2006-03-01,March 2006,10.1017/S0266467405002968,S0266467405002968,NA,9,Journal,ar,Article,100,4,4,Increment growth | Red:far-red ratio | Shade tolerance | Succession | Tropical wet forest,23435,0851933,0,FALSE,56,NA,NA,NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/32044453100,SCOPUS_ID:32044453100,2-s2.0-32044453100,Post-fire resprouting of Colophospermum mopane saplings in a southern African savanna,Mlambo D.,Journal of Tropical Ecology,02664674,14697831,22,2,231-234,2006-03-01,March 2006,10.1017/S026646740500297X,S026646740500297X,NA,12,Journal,ar,Article,100,2,2,Colophospermum mopane | Defoliation | Fire | Resprouts | Saplings | Savanna,23435,undefined,0,FALSE,57,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044446944,SCOPUS_ID:32044446944,2-s2.0-32044446944,"Diet of two sympatric carnivores, Cerdocyon thous and Procyon cancrivorus, in a restinga area of Espirito Santo State, Brazil",Gatti A.,Journal of Tropical Ecology,02664674,14697831,22,2,227-230,2006-03-01,March 2006,10.1017/S0266467405002956,S0266467405002956,NA,53,Journal,ar,Article,100,4,4,Allagoptera arenaria | Crab-eating fox | Diet | Mammals | Niche | Raccoon,23435,undefined,0,FALSE,58,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044444807,SCOPUS_ID:32044444807,2-s2.0-32044444807,Comparing composition and diversity of parasitoid wasps and plants in an Amazonian rain-forest mosaic,Sääksjärvi I.E.,Journal of Tropical Ecology,02664674,14697831,22,2,167-176,2006-03-01,March 2006,10.1017/S0266467405002993,S0266467405002993,"Local species richness and between-site similarity in species composition of parasitoid wasps (Hymenoptera: Ichneumonidae; Pimplinae and Rhyssinae) were correlated with those of four plant groups (pteridophytes, Melastomataceae, Burseraceae and Arecaceae) in a western Amazonian lowland rain forest mosaic. The mosaic structure of the forest was related to variation in soils within the non-inundated terrain. Significant matrix correlation between patterns in parasitoid wasp species composition and plant species composition was found. Most of the overall correlation was due to idiobiont parasitoids of weakly concealed hosts, which attack host larvae and pupae in exposed situations, with two of the four ecologically defined parasitoid groups showing no correlation at all. A positive correlation between the number of plant species and the number of Pimplinae and Rhyssinae species at a site was found when the latter was corrected for collecting effort. Consequently, the degree of floristic difference between sites may be indicative of the difference in species composition of ichneumonids, and the species richness of plants may serve as a predictor of the species richness of parasitoid wasps. Although these results were obtained in a mosaic including structurally and floristically clearly different types of rain forest, the correlation coefficients were relatively low, and the present results lend only weak support to the idea of using plant distributions as indicators of animal distributions. Copyright © 2006 Cambridge University Press.",42,Journal,ar,Article,100,8,8,Environmental heterogeneity | Faunistic composition | Floristic composition | Ichneumonidae | Lowland rain forest | Parasitoid wasps | Species richness,23435,undefined,0,FALSE,59,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044440737,SCOPUS_ID:32044440737,2-s2.0-32044440737,"Allometry, adult stature and regeneration requirement of 65 tree species on Barro Colorado Island, Panama",Bohlman S.,Journal of Tropical Ecology,02664674,14697831,22,2,123-136,2006-03-01,March 2006,10.1017/S0266467405003019,S0266467405003019,"This study provides a community-level analysis of how regeneration requirement and adult stature are related to tree allometry (diameter, height and crown size) throughout post-seedling ontogeny on Barro Colorado Island, Panama. Comparing 65 species, gap species are taller, have higher diameter growth rates and occupy more low-canopy sites (≤ 10 m canopy height) than shade species at small diameters (≤ 10 cm dbh). For trees > 10 cm dbh, diameter-height relationships and growth rates no longer differ between gap and shade species, but shade species have larger, particularly deeper, crowns than gap species. Species with tall adult stature have more slender stems with larger crowns compared with treelet and mid-canopy species starting at 5 cm dbh. From 10 to 40 cm dbh, diameter growth rate is also significantly greater for tall species. The consistent allometric differences between functional groups on a community level will, in part, determine vertical and horizontal stand structure. Copyright © 2006 Cambridge University Press.",85,Journal,ar,Article,100,2,2,Allometry | Forest structure | Functional groups | Panama | Tree architecture,23435,undefined,0,FALSE,60,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044436725,SCOPUS_ID:32044436725,2-s2.0-32044436725,Diversity and ensemble composition of geometrid moths along a successional gradient in the Ecuadorian Andes,Hilt N.,Journal of Tropical Ecology,02664674,14697831,22,2,155-166,2006-03-01,March 2006,10.1017/S0266467405003056,S0266467405003056,"Little is known about the change of species-rich tropical insect communities along habitat gradients. Diversity and species richness of geometrid moths were investigated at 15 anthropogenically disturbed sites in a montane area in the Andes of southern Ecuador representing a successional gradient. These plots were compared with six closed-forest understorey sites. We collected a total of 23,720 individuals representing 868 morphospecies. Local diversity increased with forest recovery and decreased with increasing distance to the natural forest. 18.6% of all species were found as unique singletons. The mean proportions of local singletons differed significantly between three succession classes. Forest understorey showed a higher proportion of singletons than early and late successional stages. Ordination of the moth samples showed a clear separation of geometrid ensembles at successional sites vs. the forest understorey sites. Patterns of species turnover were influenced by the degree of habitat openness, and to a lesser extent by elevation. However, faunal differences were not related to geographical distances between the sampling sites. In conclusion, geometrid moth ensembles of regenerating Andean montane forest remain diverse, but change significantly in composition relative to adjacent natural forest, whereas the diversity and composition of the geometrid fauna are far more strongly affected in non-forested habitats and abandoned pastures. Copyright © 2006 Cambridge University Press.",34,Journal,ar,Article,100,3,3,Geometridae | Habitat disturbance | Herbivorous insects | Montane rain forest | Species composition | Species richness,23435,undefined,0,FALSE,61,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044436047,SCOPUS_ID:32044436047,2-s2.0-32044436047,"Litter production, decomposition and nutrient release in cleared and uncleared pasture systems of central Queensland, Australia",Sangha K.,Journal of Tropical Ecology,02664674,14697831,22,2,177-189,2006-03-01,March 2006,10.1017/S0266467405003020,S0266467405003020,"The temporal impact of clearing trees on litter production, litter decomposition and on C, N and P release through decomposition of litter was examined in the pasture systems of a semi-arid zone of central Queensland. Paired sites for cleared pastures (developed from clearing woodlands) and uncleared (intact woodland) pastures were selected to represent three dominant tree communities of the region i.e. Eucalyptus populnea, E. melanophloia and Acacia harpophylla, with three different time-since-clearing (5, 11-13 and 33 y) treatments. Yearly litter production was greater at uncleared sites (1732-1948 kg ha-1 y-1 for eucalypt and 2 596 kg ha-1 y-1 for acacia communities) compared with cleared sites (1038-1282 kg ha-1 y-1 for eucalypt and 1100 kg ha-1 y -1 for acacia communities averaged over three time-since-clearing treatments). Rates of litter decomposition and of release of C, N and P from decomposing litter were higher at cleared than uncleared sites for all three tree communities. The cleared and uncleared sites did not differ significantly in total amount of C and N released per year since the concentrations of C and N were greater in litter from uncleared sites but the rate of release was less than that at cleared sites. Slow but continuous release of nutrients in eucalypt and acacia woodlands may be an adaptation of these communities to maintain the nutrient cycle and to avoid leaching of nutrients in the nutrient-poor soils of the region. Copyright © 2006 Cambridge University Press.",36,Journal,ar,Article,100,3,3,Litter decomposition | Litter production | Nutrient release | Pasture systems | Tree clearing,23435,undefined,0,FALSE,62,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044435814,SCOPUS_ID:32044435814,2-s2.0-32044435814,Nutrient use efficiency at ecosystem and species level in savanna areas of Central Brazil and impacts of fire,Nardoto G.,Journal of Tropical Ecology,02664674,14697831,22,2,191-201,2006-03-01,March 2006,10.1017/S0266467405002865,S0266467405002865,"Nutrient resorption efficiency of woody plants, litterfall and nutrient fluxes were investigated in a burned and an unburned cerrado plot between October 1997 and September 1999. A large experiment (Fire Project, Brasília, Brazil) on the effects of prescribed burnings was initiated in 1992. Cerrado plots were delimited and subjected to different fire regimes. Seasonal trend of litterfall was similar in both plots but the production in the burned plot was 42.2 g m-2 y-1 before the fourth prescribed fire (September 1998) and decreased by 22% 1 y after burning while in the unburned plot it was around 230 g m-2 y-1. Although nutrient concentrations in leaf litter were higher in the burned plot, the nutrient fluxes were 60-80% lower than in the unburned plot. Nutrient use efficiency (ecosystem level) was 4373 for P and 137 for N. Measured resorption efficiency for 10 cerrado species ranged from 14.5 to 37.2% for N and from 40 to 70.4% for P and in general, there were no differences between plots. N is in short supply, partly because of fire history, but the results, both at ecosystem and species levels (mean N/P in fresh leaves was 18), indicated a stronger limitation by P than by N. Copyright © 2006 Cambridge University Press.",95,Journal,ar,Article,100,4,4,Cerrado | Fire | Litterfall | Nitrogen | Nutrient content | Phosphorus | Resorption | Savanna,23435,undefined,0,FALSE,63,NA,NA,NA,NA
