@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0034997064,SCOPUS_ID:0034997064,2-s2.0-0034997064,Microevolution in an electronic microcosm,Yedid G.,American Naturalist,00030147,157,5,2001-01-01,2001,33,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,56,465-487,10.1086/319928,"The evolution of microbial populations in simple environments such as chemostats is still not fully understood. The classical interpretation of adaptation involves a process of successive substitution whereby a new dominant genotype arises by mutation from the genotype previously dominant and spreads more or less rapidly through the population until it is nearly fixed. The population is, thus, nearly uniform most of the time. Some observations suggest that the process may be more complicated, but it remains formidably difficult to assemble the phylogeny of an evolving culture in sufficient detail to be sure. We report experiments with an electronic microcosm inhabited by self-replicating computer programs whose phylogeny can be rendered completely transparent. The physiology of these programs is different in many respects from that of organic creatures, but their population biology has many features in common, including a very extensive, if not unbounded, range of variation. Experimental populations evolved through point mutations (many of which were quasineutral when they were viable) and through rearrangements that led to a change in genome size and often had large effects on fitness. As a general rule, smaller genomes execute fewer instructions in order to replicate, the rate of replication increases as the number of instructions executed declines, and the rate of replication in pure culture is a good predictor of success in mixture. When cultured with CPU (central processing unit) time as the sole limiting resource, smaller genomes, therefore, evolve as a correlated response to natural selection for faster replication. The genetic basis of adaptation was highly contingent and always differed in replicate experiments. The pattern of evolution depends on mutation rate. At low mutation rates of 0.01 per genome per generation or less, we observed classic periodic selection, with each dominant genotype descending from the previous dominant and rising to a frequency of 0.8 or more. At higher mutation rates of about 0.1 per genome per generation, the most abundant genotypes rarely exceeded a frequency of about 0.4, and rare genotypes present in a few copies comprised a large part of the population. New dominant genotypes did not usually descend directly from previous dominants but, instead, from one of the many rare or moderately abundant genotypes. We suggest that the conventional chemostat paradigm may hold only as a special case at very low mutation rates and that the dynamics and diversity of evolving populations, even in the simplest conditions, may be more complex than is usually recognized. Artificial genetic autoadaptive systems are likely to be useful in constructing theory for situations that lie beyond the boundary of conventional population genetics.",Autoadaptive genetic system | Experimental evolution | Genetic algorithm | Periodic selection | Successive substitution | Tierra,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034977703,SCOPUS_ID:0034977703,2-s2.0-0034977703,The ecology and macroecology of mammalian home range area,Kelt D.A.,American Naturalist,00030147,157,6,2001-01-01,2001,220,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,57,637-645,10.1086/320621,"Although many studies employ allometric relationships to demonstrate possible dependence of various traits on body mass, the relationship between home range size and body mass has been perhaps the most difficult to understand. Early studies demonstrated that carnivorous species had larger home ranges than herbivorous species of similar mass. These studies also argued that scaling relations (e.g., slopes) of the former were steeper than those of the latter and explained this in terms of the distribution of food resources, which are more uniformly distributed for most herbivores than for carnivores. In contrast to these studies, we show that scaling relations of home ranges for carnivorous mammals do not differ significantly from those of herbivorous and omnivorous species and that all three exhibit slopes that are significantly steeper than predicted on the basis of energetic requirements. We also demonstrate that home range size is constrained to fit within a polygonal constraint space bounded by lines representing energetic and/or biophysical limitations, which suggests that the log-linear relationship between home range area and mass may not be the appropriate function to compare against the energetically predicted slopes of 0.75 or 1.0. It remains unclear, however, why the slope of the relationship between home range area and body mass, whether based on raw data or on constraint lines, always exceeds that predicted by the energetic needs hypothesis.",Allometric relations | Constraint space | Energetics | Home range | Mammals,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034975482,SCOPUS_ID:0034975482,2-s2.0-0034975482,Variation in plant responses to neighbors at local and regional scales,Peltzer D.A.,American Naturalist,00030147,157,6,2001-01-01,2001,22,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,58,610-625,10.1086/320623,"Differences in the responses of plant species to neighbors may determine their distribution among contrasting environments, but no studies have compared variation in competitive or facilitative abilities both within and among environments. We determined whether the responses of plants to interspecific interactions varied at large scales (between environments) and small scales (among sites within an environment) across a tree line. We separated the effects of above- and belowground interactions on seedlings of grasses and trees grown in prairie or forest using vegetation removals at several sites. Species interactions generally had no significant effect on transplant survival. Competition reduced seeding growth by about 33%-89% in both prairie and forest environments. Despite the strong suppression of growth by neighbors, environment and species effects contributed more to variation in transplant performance than did neighbor removals. Responses to neighbors varied among transplant species but generally did not vary significantly between environments or among sites. With vegetation removed, grasses grew significantly faster in prairie and trees grew faster in forest. Thus, in the absence of neighbors, species showed distinct preferences for the environment in which they are most abundant. In summary, the responses of grasses and woody species to neighbors did not vary significantly at either large (between environments) or small (among sites) scales. These results suggest that species responses to interspecific interactions do not vary strongly with environment or smaller-scale site effects.",Competition | Competitive hierarchy | Facilitation | Forest | Grassland | Interspecific interactions,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034973850,SCOPUS_ID:0034973850,2-s2.0-0034973850,Contrasting effects of plant richness and composition on insect communities: A field experiment,Haddad N.,American Naturalist,00030147,158,1,2001-01-01,2001,347,Journal,ar,Article,100,5,5,12604,undefined,0,FALSE,59,17-35,10.1086/320866,"We experimentally separated the effects of two components of plant diversity - plant species richness and plant functional group richness - on insect communities. Plant species richness and plant functional group richness had contrasting effects on insect abundances, a result we attributed to three factors. First, lower insect abundances at higher plant functional group richness were explained by a sampling effect, which was caused by the increasing likelihood that one low-quality group, C4 grasses, would be present and reduce average insect abundances by 25%. Second, plant biomass, which was positively related to plant functional group richness, had a strong, positive effect on insect abundances. Third, a positive effect of plant species richness on insect abundances may have been caused by greater availability of alternate plant resources or greater vegetational structure. In addition, a greater diversity of insect species, whose individual abundances were often unaffected by changes in plant species richness, may have generated higher total community abundances. After controlling for the strong, positive influence of insect abundance on insect diversity through rarefaction, insect species richness increased as plant species richness and plant functional group richness increased. Although these variables did not explain a high proportion of variation individually, plant species richness and plant functional group richness had similar effects on insect diversity and opposing effects on insect abundances, and both factors may explain how the loss of plant diversity influences higher trophic levels.",Abundance | Composition | Diversity | Functional groups | Insects | Species richness,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034972735,SCOPUS_ID:0034972735,2-s2.0-0034972735,Effects of enrichment on simple aquatic food webs,Persson A.,American Naturalist,00030147,157,6,2001-01-01,2001,74,Journal,ar,Article,100,10,10,12604,undefined,0,FALSE,60,654-669,10.1086/320620,"Simple models, based on Lotka-Volterra types of interactions between predator and prey, predict that enrichment will have a destabilizing effect on populations and that equilibrium population densities will change at the top trophic level and every second level below. We experimentally tested these predictions in three aquatic food web configurations subjected to either high or low nutrient additions. The results were structured by viewing the systems as either food chains or webs and showed that trophic level biomass increased with enrichment, which contradicts food chain theory. However, within each trophic level, food web configuration affected the extent to which different functional groups responded to enrichment. By dividing trophic levels into functional groups, based on vulnerability to consumption, we were able to identify significant effects that were obscured when systems were viewed as food chains. The results support the prediction that invulnerable prey may stabilize trophic-level dynamics by replacing other, more vulnerable prey. Furthermore, the vulnerable prey, such as Daphnia and edible algae, responded as predicted by the paradox of enrichment hypothesis; that is, variability in population density increased with enrichment. Hence, by describing ecosystems as a matrix of food web interactions, and by recognizing the interplay between interspecific competition and predation, a more complete description of the ecosystem function was obtained compared to when species were placed into distinct trophic levels.",Food chain | Paradox of enrichment | Predation | Stability | Variability,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034972576,SCOPUS_ID:0034972576,2-s2.0-0034972576,Effects of resource distribution on sexual selection and the cost of reproduction in sandgobies,Lindström K.,American Naturalist,00030147,158,1,2001-01-01,2001,39,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,61,64-74,10.1086/320867,"I describe the results of an experimental manipulation of resource availability (nest substrate) and distribution (nest size), leading to effects on the opportunity for sexual selection and the survival of male sandgobies Pomatoschistus minutus competing for these resources. This study represents one of few such experimental manipulations. It shows a clear-cut effect of male-male competition on the survival of males, and it shows temporal variation in the opportunity for sexual selection, suggesting that short-term assessment of sexual selection could be misleading. Males breeding under male-male competition for nest sites lived on average 18 d less than males in the high-nest-availability treatment. This considerable cost of reproduction probably stems from increased stress levels as a result of higher levels of aggression. The opportunity for sexual selection was high throughout the 2-mo experiment in the low-nest-availability treatment, while in the high nest availability, it changed in a complex manner over the season. In the latter case, sexual selection was initially low but increased during midseason to values nearly as high as in the nest-site-limited environment and then decreased again toward the end of the season. Previous studies have shown that temporal variation in sexual selection follows variation in population density and sex ratio. This study demonstrates that there can be considerable temporal variation in the opportunity for sexual selection without changes in population parameters.",Life history | Longevity | Mating systems | Resource distribution | Sexual selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034972370,SCOPUS_ID:0034972370,2-s2.0-0034972370,Notes and comments: Pelagic tunicates: Why gelatinous?,Acuña J.,American Naturalist,00030147,158,1,2001-01-01,2001,48,Journal,no,Note,100,1,1,12604,undefined,0,FALSE,62,100-107,10.1086/320864,NA,Body size | Filtration | Fluid mechanics | Gelatinous zooplankton | Pelagic tunicate | Water content,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034971955,SCOPUS_ID:0034971955,2-s2.0-0034971955,The moran effect and phase synchronization in complex spatial community dynamics,Cazelles B.,American Naturalist,00030147,157,6,2001-01-01,2001,33,Journal,no,Note,100,2,2,12604,undefined,0,FALSE,63,670-676,10.1086/320624,NA,Chaotic dynamics | Cyclic phase difference | Moran effect | Phase synchronization | Population synchrony | Tritrophic models,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034971926,SCOPUS_ID:0034971926,2-s2.0-0034971926,Propagule size and the relative success of exotic ungulate and bird introductions to New Zealand,Forsyth D.,American Naturalist,00030147,157,6,2001-01-01,2001,109,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,64,583-595,10.1086/320626,"We investigated factors affecting the success of 14 species of ungulates introduced to New Zealand around 1851-1926. The 11 successful species had a shorter maximum life span and were introduced in greater numbers than the three unsuccessful species. Because introduction effort was confounded with other life-history traits, we examined whether independent introductions of the same species were more likely to succeed when a greater number of individuals were introduced. For the six species with introductions that both succeeded and failed, successful introductions always involved an equal or greater number of individuals than unsuccessful introductions of the same species. For all independent introductions, there was a highly significant relationship between the number of individuals introduced and introduction success. When data for ungulate and bird introductions to New Zealand were combined, a variable categorizing species as ungulate or bird was a highly significant predictor of introduction success, after variation in introduction effort was controlled. For a given number of individuals introduced, ungulates were much more likely to succeed than birds.",Biological invasions | Bird introductions | Extinction | Mammal introductions | Ungulates,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034970707,SCOPUS_ID:0034970707,2-s2.0-0034970707,Paleontology and the comparative method: Ancestral node reconstructions versus observed node values,Polly P.D.,American Naturalist,00030147,157,6,2001-01-01,2001,91,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,65,596-609,10.1086/320622,"Comparative methods are used to reconstruct ancestral node values for continuously varying traits. The confidence intervals (CIs) around such estimates may be wider than the range of tip data from which they are calculated. Without historical data with which to compare estimates, it is not clear whether such broad CIs reflect evolutionary lability or methodological imprecision. In this study, a fully resolved phylogeny of fossil carnivorans, in which observed samples are found not only at the tree tips but also along branches and at nodes, is used to compare observed ancestral node values with node estimates based on a Brownian motion model of evolution. As in previous studies, the CIs surrounding node estimates were wider than the range of tree tip values, but observed values fell well within them, reasonably close to the values predicted by comparative methods. Confidence intervals calculated using paleontological rate estimates were comparable to those calculated using only terminal taxa. This implies that evolution of at least some traits is conservative enough for node reconstruction techniques to be useful, despite their large standard errors. The Brownian motion model of evolutionary change was a good predictor of node values.",Brownian motion | Carnivora | Independent contrasts | Phylogenetically based statistical methods | Squared-change parsimony,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034969216,SCOPUS_ID:0034969216,2-s2.0-0034969216,"Signaling individual identity versus quality: A model and case studies with ruffs, queleas, and house finches",Dale J.,American Naturalist,00030147,158,1,2001-01-01,2001,159,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,66,75-86,10.1086/320861,"We develop an evolutionary model that predicts that characters selected to signal individual identity will have properties differing from those expected for indicator signals of quality. Traits signaling identity should be highly variable, often display polymodal distributions, not be condition dependent (i.e., be cheap to produce and/or maintain), not be associated with fitness differences, exhibit independent assortment of component characters, and often occur as fixed phenotypes with a high degree of genetic determination. We illustrate the existence of traits with precisely these attributes in the ornamental, conspicuously variable, and sexually dimorphic breeding plumages of ruff sandpipers Philomachus pugnax and red-billed queleas Quelea quelea. Although ruffs lek and queleas are monogamous, both species breed in high-density aggregations with high rates of social interactions (e.g., aggression and territory defense). Under these socioecological conditions, individual recognition based on visual cues may be unusually important. In contrast to these species, we also review plumage characteristics in house finches Carpodacus mexicanus, a nonterritorial, dispersed-breeding species in which plumage ornamentation is thought to signal quality. In keeping with expectations for quality signals, house finch plumage is relatively less variable, unimodally distributed, condition dependent, correlated with fitness measures, has positively correlated component characters, and is a plastic, environmentally determined trait. We briefly discuss signals of identity in other animals.",Identity signals | Individual recognition | Plumage color | Quality indicators | Sexual selection | Signal properties,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034969214,SCOPUS_ID:0034969214,2-s2.0-0034969214,The competition-colonization trade-off is dead; long live the competition-colonization trade-off,Yu D.,American Naturalist,00030147,158,1,2001-01-01,2001,187,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,67,49-63,10.1086/320865,"When applied at the individual patch level, the classic competition-colonization models of species coexistence assume that propagules of superior competitors can displace adults of inferior competitors (displacement competition). But if adults are invulnerable to displacement by propagules (as trees are to seeds), and propagules compete to replace adults that die for reasons independent of the outcome of juvenile competition (a lottery system), a competition-colonization trade-off alone is not able to produce coexistence. However, we show that coexistence is possible if patch density varies spatially, such that it becomes a niche axis. We also show how a dispersal-fecundity trade-off can partition variation in patch density. We discuss the application of these models to empirical systems. An important implication of communities coexisting via variation in patch density is that the amount of habitat loss necessarily interacts with the pattern of loss in affecting extinctions, invasions, and coexistence, in contrast to displacement competition models, for which the spatial pattern of loss is not important or is less important. Finally, with respect to mechanisms promoting coexistence, we suggest that trade-offs between different stages of colonization could be far more common in nature than a trade-off between competitive ability and colonization ability.",Alternative stable states | Habitat destruction | Metapopulation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034969212,SCOPUS_ID:0034969212,2-s2.0-0034969212,Fitness components and ecological risk of transgenic release: A model using Japanese medaka (Oryzias latipes),Muir W.,American Naturalist,00030147,158,1,2001-01-01,2001,66,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,68,1-16,10.1086/320860,"Any release of transgenic organisms into nature is a concern because ecological relationships between genetically engineered organisms and other organisms (including their wild-type conspecifics) are unknown. To address this concern, we developed a method to evaluate risk in which we input estimates of fitness parameters from a founder population into a recurrence model to predict changes in transgene frequency after a simulated transgenic release. With this method, we grouped various aspects of an organism's life cycle into six net fitness components: juvenile viability, adult viability, age at sexual maturity, female fecundity, male fertility, and mating advantage. We estimated these components for wild-type and transgenic individuals using the fish, Japanese medaka (Oryzias latipes). We generalized our model's predictions using various combinations of fitness component values in addition to our experimentally derived estimates. Our model predicted that, for a wide range of parameter values, transgenes could spread in populations despite high juvenile viability costs if transgenes also have sufficiently high positive effects on other fitness components. Sensitivity analyses indicated that transgene effects on age at sexual maturity should have the greatest impact on transgene frequency, followed by juvenile viability, mating advantage, female fecundity, and male fertility, with changes in adult viability, resulting in the least impact.",Fish | Fitness components | Genetically modified organisms | Life history | Risk assessment | Transgenics,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034969158,SCOPUS_ID:0034969158,2-s2.0-0034969158,Variation in response to artificial selection for light sensitivity in guppies (Poecilia reticulata),Endler J.,American Naturalist,00030147,158,1,2001-01-01,2001,48,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,69,36-48,10.1086/320862,"We performed artificial selection on the visual system in guppies (Poecilia reticulata), using the optomotor reaction threshold as the selection criterion. Two lines were selected for increased sensitivity to blue light, two were selected for increased sensitivity to red light, and two were unselected controls. There was significant response to selection in all four selected lines and significant heritability for sensitivity. An examination of the spectral sensitivity function showed that the form of the response differed between the red and blue lines and among the red lines. Such divergence is likely because there are many different mechanisms allowing response to selection for spectral sensitivity. Diverse mechanisms allow a divergent response by different populations to the same selective pressures. Such a mechanism can promote diversity in vision and visual signals, and any multicomponent system where different components can respond to the same selective regime.",Artificial selection | Genetic variation | Selection | Sensory drive | Vision,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034968866,SCOPUS_ID:0034968866,2-s2.0-0034968866,The matrix matters: Effective isolation in fragmented landscapes,Ricketts T.H.,American Naturalist,00030147,158,1,2001-01-01,2001,1098,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,70,87-99,10.1086/320863,"Traditional approaches to the study of fragmented landscapes invoke an island-ocean model and assume that the nonhabitat matrix surrounding remnant patches is uniform. Patch isolation, a crucial parameter to the predictions of island biogeography and metapopulation theories, is measured by distance alone. To test whether the type of interpatch matrix can contribute significantly to patch isolation, I conducted a mark-recapture study on a butterfly community inhabiting meadows in a naturally patchy landscape. I used maximum likelihood to estimate the relative resistances of the two major matrix types (willow thicket and conifer forest) to butterfly movement between meadow patches. For four of the six butterfly taxa (subfamilies or tribes) studied, conifer was 3-12 times more resistant than willow. For the two remaining taxa (the most vagile and least vagile in the community), resistance estimates for willow and conifer were not significantly different, indicating that responses to matrix differ even among closely related species. These results suggest that the surrounding matrix can significantly influence the ""effective isolation"" of habitat patches, rendering them more or less isolated than simple distance or classic models would indicate. Modification of the matrix may provide opportunities for reducing patch isolation and thus the extinction risk of populations in fragmented landscapes.",Butterflies | Dispersal | Fragmentation | Landscape ecology | Matrix | Maximum likelihood,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034967743,SCOPUS_ID:0034967743,2-s2.0-0034967743,"The role of jelly coats in sperm-egg encounters, fertilization success, and selection on egg size in broadcast spawners",Farley G.S.,American Naturalist,00030147,157,6,2001-01-01,2001,56,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,71,626-636,10.1086/320619,"Sperm limitation may be an important selective force influencing gamete traits such as egg size. The relatively inexpensive extracellular structures surrounding many marine invertebrate eggs might serve to enhance collision rates without the added cost of increasing the egg cell. However, despite decades of research, the effects of extracellular structures on fertilization have not been conclusively documented. Here, using the sea urchin Lytechinus variegatus, we remove jelly coats from eggs, and we quantify sperm collisions to eggs with jelly coats, eggs without jelly coats, and inert plastic beads. We also quantify fertilization success in both egg treatment groups. We find that sperm-egg collision rates increase as a function of sperm concentration and target size and that sperm are not chemotactically attracted to eggs nor to jelly coats in this species. In fertilization assays, the presence of the jelly coat is correlated with a significant but smaller-than-expected improvement in fertilization success. A pair of optimality models predict that, despite the large difference in the energetic value of egg contents and jelly material, the presence of the jelly coat does not diminish selection for larger egg cell size when sperm are limiting.",Collisions | Egg size | Fertilization | Jelly coat size | Selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034967382,SCOPUS_ID:0034967382,2-s2.0-0034967382,High species diversity in fleshy-fruited tropical understory plants,Smith J.F.,American Naturalist,00030147,157,6,2001-01-01,2001,62,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,72,646-653,10.1086/320625,"Key innovations may increase the number of taxa in a clade that possesses the proposed innovation in comparison to its sister group that lacks the trait through either increased speciation or reduced extinction rates. Comparing sister clades across several independent lineages provides statistical support that the trait has increased species diversity. Previous studies have indicated that there may not be a relationship between biotic dispersal and higher species diversity, but only a few of these studies specified habit, habitat, or type of disperser. No previous study has specified all of the above parameters and used a phylogenetic approach. This article examines species diversity in numerous lineages of tropical understory plants with small, fleshy, bird-dispersed fruits for which a reliable estimate of phylogenetic relationships is available. Clades with fleshy fruits are significantly more diverse than sister clades with dry fruits.",Dispersal | Diversity | Frugivory | Fruits | Key innovation | Plants,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034926481,SCOPUS_ID:0034926481,2-s2.0-0034926481,Conflict over sex allocation drives conflict over reproductive allocation in perennial social insect colonies,Herbers J.,American Naturalist,00030147,158,2,2001-01-01,2001,30,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,73,178-192,10.1086/321312,"Queen-worker conflict in the social Hymenoptera has become a cornerstone of sex-ratio theory. Extending that theory to conflict over life-history decisions, however, has proven controversial. Pamilo first proposed that queen-worker conflict over reproductive allocation should be important in perennial, social insect colonies, but Bourke and Chan have questioned the generality of that claim. Here, we reexamine this problem for the simplest case of a monogynous and monandrous hymenopteran society by relaxing assumptions of Pamilo's model. In populations with monomorphic sex ratios, queens and workers agree on allocation to growth versus reproduction. However, variation in sex allocation across colonies can induce queen-worker conflict over reproductive allocation; the former is a necessary condition for the latter. We explore how conflict over reproductive allocation depends on the population-wide sex ratio, the survivorship probabilities for existing colonies, and the likelihood of establishing new colonies. We then test our theory for two ant species, each with two years of data. We find considerable support for our contention of queen-worker conflict over reproductive allocation and suggest how future studies should be structured to explore this conflict further.",Life histories | Queen-worker conflict | Reproductive allocation | Sex ratios,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034926419,SCOPUS_ID:0034926419,2-s2.0-0034926419,Shared preferences by predators and females for male ornaments in swordtails,Rosenthal G.,American Naturalist,00030147,158,2,2001-01-01,2001,103,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,74,146-154,10.1086/321309,"Sexually dimorphic traits in many mate recognition systems have evolved in response to preexisting female biases. These biases are often quite general in form and are likely to be shared by predators, thereby imposing a cost on male trait expression. The Mexican tetra Astyanax mexicanus (Pisces: Characidae), a visual predator of swordtail fishes, exhibits the same visual preferences for male body size morphs as do females. Furthermore, tetras in populations where swordtails are absent prefer males with sword ornaments over males with swords removed. The predator preference is thus likely to have arisen prior to contact with fishes bearing the ornament, as has also been suggested for mating preferences for swords.",Poeciliidae | Predation | Sexual selection | Visual signals | Xiphophorus,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034921831,SCOPUS_ID:0034921831,2-s2.0-0034921831,What do the indices of reproductive skew measure?,Tsuji K.,American Naturalist,00030147,158,2,2001-01-01,2001,22,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,75,155-165,10.1086/321310,"Several indices of reproductive skew that quantify the degree of unequal partitioning of reproductive output among individuals have been proposed without consensus on their merits and defects. We believe that the major reason for the disagreement is the lack of discussion on what the population parameter of skew (population skew or true skew) should measure. In our view, the skew index should be an unbiased estimate of a population skew, and the estimated skew needs to satisfy the following two conditions. First, if the group size is equal and the distribution of potential of reproductive output (π), which is scaled by the proportion of the individual's to the total group reproductive output, is also fixed, skew remains constant even when the total number of offspring in the group changes. Second, if the group size is different, skew should have intuitive biological meaning. Our analyses revealed that, among various indices so far proposed, only the skews estimated by Kokko and Lindström's λ and Morisita's Iδ satisfy the first condition. However, the two indices estimate different population parameters, thus implying different biological meanings. Morisita's Iδ is a linear function of CV2 (squared coefficient of variation) of π, and λ is a positive function of Σ πi2 when offspring number follows a multinomial distribution. In the special cases where a group consists of discrete classes of breeders and nonbreeders, λ behaves roughly inversely parallel to the absolute number of breeders, while Iδ moves almost parallel to the proportion of nonbreeders. Furthermore, λ is sensitive to the total proportion of reproductive output possessed by the dominants but is relatively less sensitive to the number of subordinates. We discussed the possible situations where either of the two indices will be useful.",Group size | Index of reproductive skew | Mean reproductive output | Sampling error,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034921218,SCOPUS_ID:0034921218,2-s2.0-0034921218,Can the evolution of plant defense lead to plant-herbivore mutualism?,De Mazancourt C.,American Naturalist,00030147,158,2,2001-01-01,2001,52,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,76,109-123,10.1086/321306,"Moderate rates of herbivory can enhance primary production. This hypothesis has led to a controversy as to whether such positive effects can result in mutualistic interactions between plants and herbivores. We present a model for the ecology and evolution of plant-herbivore systems to address this question. In this model, herbivores have a positive indirect effect on plants through recycling of a limiting nutrient. Plants can evolve but are constrained by a trade-off between growth and antiherbivore defense. Although evolution generally does not lead to optimal plant performance, our evolutionary analysis shows that, under certain conditions, the plant-herbivore interaction can be considered mutualistic. This requires in particular that herbivores efficiently recycle nutrients and that plant reproduction be positively correlated with primary production. We emphasize that two different definitions of mutualism need to be distinguished. A first ecological definition of mutualism is based on the short-term response of plants to herbivore removal, whereas a second evolutionary definition rests on the long-term response of plants to herbivore removal, allowing plants to adapt to the absence of herbivores. The conditions for an evolutionary mutualism are more stringent than those for an ecological mutualism. A particularly counterintuitive result is that higher herbivore recycling efficiency results both in increased plant benefits and in the evolution of increased plant defense. Thus, antagonistic evolution occurs within a mutualistic interaction.",Adaptive dynamics | Evolution | Grazing optimization | Mutualism | Nutrient cycling | Plant-herbivore interaction,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034920898,SCOPUS_ID:0034920898,2-s2.0-0034920898,Sex ratio conflict and worker production in eusocial hymenoptera,Reuter M.,American Naturalist,00030147,158,2,2001-01-01,2001,71,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,77,166-177,10.1086/321311,"The best known of the conflicts occurring in eusocial Hymenoptera is queen-worker conflict over sex ratio. So far, sex ratio theory has mostly focused on optimal investment in the production of male versus female sexuals, neglecting the investment in workers. Increased investment in workers decreases immediate sexual productivity but increases expected future colony productivity. Thus, an important issue is to determine the queen's and workers' optimal investment in each of the three castes (workers, female sexuals, and male sexuals), taking into account a possible trade-off between production of female sexuals and workers (both castes developing from diploid female eggs). Here, we construct a simple and general kin selection model that allows us to calculate the evolutionarily stable investments in the three castes, while varying the identity of the party controlling resource allocation (relative investment in workers, female sexuals, and male sexuals). Our model shows that queens and workers favor the investment in workers that maximizes lifetime colony productivity of sexual males and females, whatever the colony kin structure. However, worker production is predicted to be at this optimum only if one of the two parties has complete control over resource allocation, a situation that is evolutionarily unstable because it strongly selects the other party to manipulate sex allocation in its favor. Queens are selected to force workers to raise all the males by limiting the number of eggs they lay, whereas workers should respond to egg limitation by raising a greater proportion of the female eggs into sexual females rather than workers as a means to attain a more female-biased sex allocation. This tug-of-war between queens and workers leads to a stable equilibrium where sex allocation is between the queen and worker optima and the investment in workers is below both parties' optimum. Our model further shows that, under most conditions, female larvae are in strong conflict with queens and workers over their developmental fate because they value their own reproduction more than that of siblings. With the help of our model, we also investigate how variation in queen number and number of matings per queen affect the level of conflict between queens, workers, and larvae and ultimately the allocation of resource in the three castes. Finally, we make predictions that allow us to test which party is in control of sex allocation and caste determination.",Colony growth | Conflict | Hymenoptera | Kin selection | Model,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034920065,SCOPUS_ID:0034920065,2-s2.0-0034920065,Food web laws or niche theory? Six independent empirical tests,Winemiller K.,American Naturalist,00030147,158,2,2001-01-01,2001,51,Journal,no,Note,100,4,4,12604,undefined,0,FALSE,78,193-199,10.1086/321315,NA,Assemblage | Connectance | Niche | Predator-prey interaction | Species packing,all,All Open Access
