@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/0030417132,SCOPUS_ID:0030417132,2-s2.0-0030417132,A plant pathogen influences pollinator behavior and may influence reproduction of nonhosts,Roy B.,Ecology,00129658,77,8,2445-2457,1996-01-01,1996,"Some plant pathogens attract pollinating insects and thus have the potential to influence the pollination of flowers, just as different flower species can influence one another's pollination. Showy, flower-like pseudoflowers caused by the rust fungus Puccinia monoica on Arabis holboellii (Brassicaceae) commonly co-occur with flowers of Anemone patens (Ranunculaceae). I evaluated the effects of pseudoflowers and anemone on each other's visitation, and the effect of pseudoflowers on the seed set of anemone. I expected that at low overall ""flower"" densities visitation would be facilitated in patches containing a mixture of these species. At low densities, pseudoflowers or flowers alone may be too rare to attract sufficient visitors, but the addition of the other species could make mixtures more attractive and thus increase visitation rates. At high densities I expected that ""flowers"" in mixtures would compete for pollinators because it is more energy efficient for pollinators to concentrate visits on the most rewarding species. I used artificial arrays to separate the effects of ""flower"" density and relative frequency on visitation. Local density was not a good predictor of the influence of one species on the other. Instead, visitation patterns depended most strongly on the kind of visitor (flies vs. bees). Visitation to A. patens by flies was facilitated by the presence of pseudoflowers at both high and low densities, whereas visitation to pseudoflowers was not significantly influenced by A. patens at either density. Local density affected visitation by bees, but relative frequency did not. In addition to observing visitation, I also quantified the effects of interspecific movement of both pollen and spores on the reproductive success of A. patens. Although the presence of pseudoflowers sometimes facilitates visitation to A. patens, this effect could be counterbalanced by competition through interspecific insect movement: sticky pseudoflowers remove pollen from visiting insects, and fungal spermatia deposited on flower stigmas reduce seed set.",40,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,111,10.2307/2265745,Anemone patens | Arabis holboellii | Competition | Facilitation | Floral mimicry | Fly pollination | Halictid bees | Puccinia monoica | Pulsatilla patens | Rust fungi,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030416923,SCOPUS_ID:0030416923,2-s2.0-0030416923,The role of history in community dynamics: A modelling approach,Tanner J.E.,Ecology,00129658,77,1,108-117,1996-01-01,1996,"Recent history plays an important role in the physiology, behavior, and ecology of individuals, and in the dynamics of populations and assemblages of species. In this paper, we examine the impact of history on the species composition of intertidal reef corals, by comparing simulation models that incorporate four different levels of knowledge about the recent past (over a time scale of 1-27 yr). The models are Markov or semi-Markov transition probability matrix models, based on rates of colonization, persistence, and species replacement measured from a long-term study spanning three decades at Heron Island, Great Barrier Reef. Rates of colonization (transitions from free space) varied 20-fold for different species groups, while mortality (transitions to free space) ranged fivefold, reflecting a wide range of life histories among the coral assemblage. Virtually all species groups could undergo reciprocal transitions (e.g., from A to B, and B to A) in a single time interval, indicating the lack of a single competitive dominant that was capable of outcompeting all or most other species. Transition probabilities changed markedly as a function of history. For most species groups, the probability of persisting (i.e., ""transitions"" from A to A) increased with time. Thus, a colony that had occupied space for some time was generally more likely to continue to do so than a new arrival. This result is consistent with an escape in size for older colonies from mortality agents such as competition and predation. However, three species groups showed the opposite pattern. Algae, Pocilloporid corals, and fragile tabular Acropora showed marked increases in transitions to free space after 3-5 yr, reflecting a more ephemeral suite of life history traits. Similarly, free space that had recently been generated had a higher rate of colonization than substratum that had been unoccupied for some time. These results falsify a major assumption of standard first-order models, i.e., that transition probabilities are constant, and that history is irrelevant. Although the changes in transition probabilities as a function of history were often striking, the four different models we employed show only minor variation in community composition in both transitory and climax (equilibrium) phases. Thus, while recent history was important in determining transition probabilities, it had little effect on community dynamics and structure in this system. This discrepancy is due to the rapid turnover of corals and algae on shallow reef crests, where only a small proportion of colonies survive long enough to display effects of history. All models agreed that the length of time required for this system to reach an equilibrium community structure is far longer than the observed interval between recurrent disturbances from tropical cyclones.",71,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,112,10.2307/2265660,Community dynamics | Competition | Coral reefs | Disturbance | Great Barrier Reef | History | Matrix models | Scleractinians | Semi-Markov model | Simulations | Succession,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030416922,SCOPUS_ID:0030416922,2-s2.0-0030416922,Plant tolerance of gall-insect attack and gall-insect performance,Fay P.,Ecology,00129658,77,2,521-534,1996-01-01,1996,"We examined plant tolerance of gall-insect attack and gall-insect performance in rosinweed (Silphium integrifolium, Asteraceae) and its apical meristem galler Antistrophus silphii (Hymenoptera: Cynipidae). Gall densities were varied in field rosinweed populations, while gall densities, water, and nutrients were varied for rosinweed in an experimental garden. Field plants grew under prevailing resource and competitive conditions, but garden plants grew free from competition, so gall-insect impacts, rosinweed regrowth, and gall-insect performance were observed under widely different growing conditions. Seasonal measures of rosinweed growth and leaf physiology, and end-of-season measures of biomass, reproduction, gall-wasp emergence, growth, sex ratios, and parasitism were made for both experiments. Rosinweed poorly tolerated Antistrophus gall damage in the field. Galls reduced plant height, leaf area, and inflorescence production. Rosinweed diverted biomass to stems, but produced no regrowth from axillary meristems. In the garden, rosinweed was much more tolerant of Antistrophus gall damage. Galls initially reduced plant height and leaf area, but axillary meristems grew profusely after gall formation, producing nearly all galled plant inflorescences and more than replacing leaf area initially lost to gall formation. Water- and nutrient-supplemented rosinweed were most tolerant of gall damage, experiencing little loss of total biomass or reproductive output. Field rosinweed failed to mount a toleranceenhancing regrowth response because galls, resource availability, and competition combined to constrain axillary meristem growth. Gall-wasp performance was largely independent of rosinweed tolerance. Emergence, growth, sex ratios, and parasitism were comparable in field and garden, and only slightly affected by resource availability. Gall-insect performance may be buffered from environmental variation, disconnecting plant and herbivore population dynamics. Rosinweed's poor tolerance of gall damage may typify forb responses to herbivory in highly competitive grassland plant communities.",80,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,113,10.2307/2265627,Antistrophus | Biomass allocation | Compensation | Cynipidae | Gall insect | Herbivory | Konza Prairie | Meristems | Parasite | Sex ratio | Silphium | Tallgrass prairie,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030415014,SCOPUS_ID:0030415014,2-s2.0-0030415014,Delayed inducible resistance in mountain birch in response to fertilization and shade,Ruohomäki K.,Ecology,00129658,77,8,2302-2311,1996-01-01,1996,"Delayed inducible resistance (DIR) is triggered by artificial or herbivore-caused foliar damage and is manifested as decreased performance of herbivore generation(s) feeding on the trees subsequent to the generation during which the damage took place. DIR is associated with increase in concentrations of foliage phenolics and decrease in nitrogen. The growth-differentiation balance hypothesis, and the carbon-nutrient balance (CNB) hypothesis contained in it, claim that DIR is caused by nutritional stress after defoliation of trees growing on nutrient-poor soils. In these environments, nutrient uptake limits plant growth more strongly than does photosynthesis; that is, carbon-based secondary metabolites (e.g., phenolics) are prone to accumulate. According to the CNB hypothesis, an excess of limiting nutrient(s) or reduced photosynthetic rate should lead to elimination of DIR. We tested this using same-aged Betula pubescens ssp. tortuosa trees of five open-pollinated families growing in a common arboretum in northernmost Finland. In addition to unmanipulated control trees, we had three nutritional treatments during three successive growth seasons: N-fertilization, PK-fertilization adding all nutrients except N, and shading to decrease carbon assimilation. Half of the trees in each treatment were artificially defoliated (50% leaf area) in the second study year, one year before the growth trial with geometrid (Epirrita autumnata) larvae. Tree growth measurements showed that N is the growth-limiting nutrient in our study area. N-fertilization and shading of the trees affected foliage chemistry generally as proposed by the CNB hypothesis. For example, they reduced foliar concentrations of total phenolics and condensed tannins. The birch families differed significantly in foliage chemistry, suggesting genetic differences, but the differences were not associated with fertilizations, shading, or defoliation of the trees. Contrary to fertilizing-shade treatments, changes in leaf chemistry and E. autumnata performance caused by defoliation were not consistent with the CNB hypothesis. For example, defoliation caused significant DIR irrespective of N-fertilization or shading. There were no significant differences among the birch families in performance of the moth larvae or in effects of fertilization, shade, or defoliation on larval performance. These responses to defoliation contrast with those of some other studies, especially those on the Betula resinifera-Rheumaplera hastata system in Alaska, which provide clear support for the CNB as an explanation of DIR. We find methodological differences to be an unlikely explanation for the different results but are unable to propose any single mechanism that will explain the diverse plant responses.",86,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,114,10.2307/2265732,Betula pubescens ssp. Tortuosa | Carbon nutrient balance hypothesis | Condensed tannins | Delayed inducible resistance | Epirrita autumnata | Fertilization | Larval performance | Manual defoliation | Nitrogen | Shading | Total phenolics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030412109,SCOPUS_ID:0030412109,2-s2.0-0030412109,Ramet population dynamics and net aerial primary productivity of Spartina Alterniflora,Dai T.,Ecology,00129658,77,1,276-288,1996-01-01,1996,"Ramet dynamics and net aerial primary productivity (NAPP) were studied in samples of Spartina alterniflora (smooth cordgrass) at Sapelo Island, Georgia. Three populations were compared: tall, short, and short with nitrogen fertilization in spring (short/N). Tall and short S. alterniflora populations had different demographic characteristics. The short population had a shorter leaf longevity (49 vs. 72 d) and a higher leaf turnover than the tall population, which may be due to high salinity and nitrogen limitation in the high marsh. Although the average ramet longevities of tall and short populations were similar (231 and 204 d, respectively), cohorts of the tall population that emerged early in the growing season had a significantly longer average life-span than those of the short population, probably because they had more support from belowground reserves that led to a higher initial survival rate. Leaf number, leaf area, shoot density, and biomass production of the short population were greatly increased by spring nitrogen fertilization, but the longevity of leaves and ramets was little affected. Using the demographic data and phytometric equations (nondestructive method), new growth was found throughout the year in S. alterniflora populations at Sapelo Island. The average dry mass NAPP was estimated to be 1105, 2244, and 1520 g·m-2·yr-1 for the short, short/N, and tall populations, respectively. Because of its higher leaf turnover, the short population had a higher leaf to stem production ratio than the tall population. NAPP estimates obtained by nondestructive methods usually lie between overestimates and underestimates from harvest methods, indicating that nondestructive methods give accurate estimates of NAPP for salt marshes. Using the highest spring aerial production rates, the upper limits of annual dry mass total production of S. alterniflora at Sapelo Island were calculated as 2555 g/m2 for the short population and 4526 g/m2 for the tall population. These limits are lower than many previous estimates of annual total primary production for S. alterniflora.",78,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,115,10.2307/2265677,Growth forms | Leaf life-span | Nitrogen fertilization | Nondestructive method | Primary production | Ramet life-span | Ramet population dynamics | Salt marsh | Spartina alterniflora,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030412108,SCOPUS_ID:0030412108,2-s2.0-0030412108,The long-term stability of the boreal forest limit in subarctic Québec,Lavoie C.,Ecology,00129658,77,4,1226-1233,1996-01-01,1996,"Using black spruce (Picea mariana) macrofossil remains at the forest-tundra to tundra transition in northern Québec, Canada, we address the question: did the boreal forest limit shift in unison with climate change during the Holocene? Logs buried in peatlands, charcoal in the organic soil layers on well-drained sites, and dry peat underlying stunted clonal spruce were sampled across a 60-km transect south and north of the modern forest limit. Of 146 spruce logs sampled south of the modern forest limit, 34 were 14C dated between 4580 and 1540 yr BP, and 34 additional logs were cross-dated with 14C-dated spruces (3010-1540 yr BP) using diagnostic tree rings. South of the forest limit, charcoal with abundant spruce fragments was widespread in dry-mesic sites and dated between 1920 and 1140 yr BP. No spruce logs or charcoal were found in all the surveyed sites north of the forest limit. The residence time of humified peat confined to the area occupied by tundra clonal spruces ranged between 3040 and 630 yr BP. The absence of spruce macrofossils in the tundra zone, together with the geographic coincidence of the charcoal limit and forest limit, strongly suggests that the forest limit remained stable during the last 2000-3000 yr BP. Old-aged peat produced by tundra spruces is additional evidence for the stability of the forest limit. Because only spruce is able to accumulate such a thick organic layer, the 14C dates of basal peat indicate that spruce clones developed continuously in the absence of external disturbance at least over the last 3000 yr BP. The stability of the forest limit during warm (≈2000 yr BP, medieval times, and this century) and cold (≈3000 and 1300 yr BP, and the Little Ice Age) periods of the late Holocene demonstrates that mechanisms allowing forest limit advance or retreat are not easily triggered by climatic change.",39,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,116,10.2307/2265591,Climate change | Fire | Forest limit | Holocene | Paleoecology | Palsa peatland | Picea mariana | Subarctic Québec | Tree line,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030412095,SCOPUS_ID:0030412095,2-s2.0-0030412095,Scale-dependent recolonization: the role of sediment stability in a dynamic sandflat habitat,Thrush S.F.,Ecology,00129658,77,8,2472-2487,1996-01-01,1996,"An important ecological issue is developing an understanding of how patterns and processes vary with scale. We designed a field experiment to test how differences in the aerial extent of disturbance affected macrofaunal recolonization on a sandflat. Three different plot sizes (0.203 m2, 0.81 m2, and 3.24 m2) were defaunated, and samples were collected to assess recovery over a 9-mo period. As the sandflat used for the experiment was prone to disturbance by wind-driven waves, we also measured changes in sediment bed height (an indicator of sediment stability) over the course of the experiment. Most common species revealed significant relationships between density and disturbance plot size. Scale-dependent recovery was also demonstrated by differences in species assemblage structure over the course of the experiment. Relative rates of colonization varied by ≈50% between large and small experimental plots. However, these differences were not related to specific species, particular functional groups, or potential modes of colonization. The results revealed an unusually slow rate of faunal recovery following defaunation. Both increasing numbers of colonists and density changes in ambient sediments made an important contribution to recovery. The relationship found between changes in sediment bed height and wind velocity indicated that wind-driven wave disturbance was an important factor influencing sediment instability. Sediment instability was higher in all experimental plots than in the ambient sediments, due to the initial removal of a dense spionid polychaete tube mat characteristically found at the study site. Sediment instability also increased with increasing plot size. Thus in this dynamic sandflat habitat, faunal emigration from recovering disturbed patches of sediment may significantly slow rates of recolonization. These results demonstrate that incorporating patch size, emigration, recovery time, and interactions between hydrodynamic conditions and habitat stability (particularly where colonists influence sediment stability) are crucial to generating a general understanding of recovery processes in soft-sediment habitats. While our results demonstrate the need for caution in scaling-up from small-scale studies, they do indicate that larger scale disturbances that destroy organisms with a role in maintaining habitat stability are likely to result in very slow recovery dynamics, particularly in wave-disturbed soft-sediment habitats.",184,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,117,10.2307/2265747,Disturbance | Habitat stability | Macrobenthic community | New Zealand | Patch size | Recolonization | Sandflat,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030411325,SCOPUS_ID:0030411325,2-s2.0-0030411325,Diversity and temporal change in the effective pollinators of asclepias tuberosa,Fishbein M.,Ecology,00129658,77,4,1061-1073,1996-01-01,1996,"Although pollination effectiveness is a central process underlying the evolution of plant and pollinator traits, it is difficult to measure and has rarely been reported for a diverse spectrum of visitors under natural conditions. We measured the effectiveness of all common flower visitors to Asclepias tuberosa (butterfly weed) at a site in southeastern Arizona, in terms of visitation rate, per-visit rate of pollinia removal and insertion, and pollinia load. Bombus and Apis (Hymenoptera) were the most effective pollinators, counter to predictions that A. tuberosa is butterfly-pollinated. We also documented large differences between 2 yr in the pollination effectiveness of visitors, primarily due to changes in visitation rate. Bombus were the most frequent and effective pollinators in 1992. In 1993, Apis were equivalent to Bombus. Battus (Lepidoptera) were the second most effective pollinators in 1992, but were scarce in 1993. Thus, conclusions about the identity of effective pollinators based on floral traits, casual observations of visitation, or even precise measurement of effectiveness in a single season are all potentially suspect. We compare our results to those of previous studies of Asclepias pollination.",209,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,118,10.2307/2265576,Arizona | Asclepias | Hymenoptera | Lepidoptera | Mutualism | Pollination effectiveness | Randomization test,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030406215,SCOPUS_ID:0030406215,2-s2.0-0030406215,An explicit genetic model for ecological character displacement,Doebeli M.,Ecology,00129658,77,2,510-520,1996-01-01,1996,"Realistic models for ecological character displacement should incorporate population genetics. In Slatkin's pioneering model (Slatkin 1980), the genetics of the quantitative character determining the competitive interactions are modeled by assuming that the character is normally distributed in each generation. Only the mean and the variance of the character distributions change over time. With symmetric ecological assumptions for the two competing species, and with normally distributed resources that are equally used by both species, this model did not yield significant displacement. This has led to the belief that ecological asymmetries or constraints on resource use, e.g., by constraining the phenotypic variances, are necessary for character displacement. I argue that the reason for the negative result in Slatkin's original model is that the genetics are modeled too rigidly. With a more flexible genetic model, obtained by explicitly modeling many loci with additive effects, character displacement occurs as a rule even for symmetric ecological assumptions and without constraints on the phenotype distributions. The model can also be used in other contexts than competition for resources. For example, character displacement in a host-parasite system can lead to parasite specialization. The results suggest that more detailed genetic models yield a finer resolution of the interaction between population genetics and ecological dynamics. Explicit genetics lead to more insights than the usual quantitative genetic assumption of normal character distribution.",88,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,119,10.2307/2265626,Apparent competition | Character displacement | Multilocus genetics | Population dynamics | Quantitative genetics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030406214,SCOPUS_ID:0030406214,2-s2.0-0030406214,Covariation of thermal biology and foraging mode in two mediterranean lacertid lizards,Belliure J.,Ecology,00129658,77,4,1163-1173,1996-01-01,1996,"Body temperatures, heat exchange rates, behavioral thermoregulation and movement behavior (as an index of foraging mode) were studied in two widely distributed, medium-sized lacertid lizards (Acanthodactylus erythrurus and Psammodromus algirus). P. algirus mainly inhabits broad-leaved forests, whereas A. erythrurus prefers open, sandy areas with sparsely distributed vegetation. These habitat preferences parallel differences between the areas in which both genera presumably originated: Eurosaharian xeric steppes with high operative temperatures (7e) for Acanthodactylus, and Mediterranean open forests with lower Te for Psammodromus. Field observations showed that percentage of time spent basking and basking rate (number of basks per minute) were negatively related to Te, although average bask duration was not. Percentage of time spent moving, moving rate (number of moves per minute) and the average duration of individual moves were inversely related to 7e and were higher in P. algirus. The percentage of total locomotion time that was spent moving in the shade was also higher in P. algirus. Behavioral thermoregulation strategies differed in a laboratory thermogradient, where P. algirus basked more often and for shorter periods and selected warmer patches than did A. erythrurus. Selected body temperatures (7b) in a laboratory thermogradient were significantly higher in A. erythrurus than in P. algirus. Shade Seeking Tb was higher in A. erythrurus, but Resume Basking Tb did not differ significantly between the two species. Heating and cooling rates also differed in the two species: A erythrurus warmed more slowly and cooled faster than did P. algirus. Our data support the existence of a complex syndrome that combines aspects of the behavior, physiology, and ecology of both species. The thermal consequences of inhabiting a certain type of habitat can be counterbalanced by behavioral and physiological means that, in turn affect movement and, hence, foraging behavior. Thus, the more active species (P. algirus) heated faster, cooled more slowly, and basked more often but for shorter periods and at warmer patches than the less active species (A. erythrurus).",68,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,120,10.2307/2265585,Acanthodactylus erythrurus | Basking behavior | Foraging mode | Heat exchange rates | Lacertids | Psammodromus algirus | Selected body temperature | Thermoregulation | Western mediterranean,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030404927,SCOPUS_ID:0030404927,2-s2.0-0030404927,New approaches to the analysis of population trends in land birds,James F.C.,Ecology,00129658,77,1,13-27,1996-01-01,1996,"Although there is strong evidence that a few Neotropical migrant land birds have severely declining populations, we know of no evidence of general overall declines. One widely cited analysis of data from the Breeding Bird Survey (BBS), the only continental-scale monitoring program for land birds in the breeding season, indicates declining populations in eastern forests in the 1980s, but other analyses conclude that most species have had stable or increasing populations in the last 25 yr. These conflicting results call for a new perspective. Here, we propose two approaches to the analysis of BBS data that emphasize the detection of temporal and geographic variation in population trends. The first approach uses nonlinear regression to detect temporal changes in population trends, and permits the construction of graphs that compare nonlinear trends among regions. The second approach provides statistical tests of multispecies patterns of geographic variation in population trends. We report analyses of BBS data for 1966 to 1992 for the 26 species of wood warblers (Parulinae) for which the most data are available and the chance of obtaining reliable estimates is best. Using pooled data for all 26 species for eastern and central North America, nonlinear regression indicated declining populations in the Appalachian Mountains and the Eastern Foothills in the 1970s, and stability elsewhere. As examples of the use of this first approach in single-species analyses, we give maps, graphs, and statistical tests to illustrate variation in population trends by physiographic strata in the Blue-winged Warbler (Vermivora pinus) and the Ovenbird (Seiurus aurocapillus). As an example of the second approach, we applied a probit-normal model to a matrix of increases and decreases in the 26 species in 37 geographic strata. The analysis identified specific highland areas as having unusually high proportions of declining populations. These results suggest that correlates of elevation should be considered as factors possibly regulating populations of warblers and other land birds. Our perspective is that focus on studies of temporal and geographic variation in population trends of all birds, including Neotropical migrants, could help conservation biologists identify where species and groups of species are in the most trouble.",124,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,121,10.2307/2265650,National Biological Survey | Neotropical migrants | Nonlinear regression | North American Breeding Bird Survey | Population trends,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030404926,SCOPUS_ID:0030404926,2-s2.0-0030404926,An experimental demonstration of exploitation competition in an ongoing invasion,Petren K.,Ecology,00129658,77,1,118-132,1996-01-01,1996,"A native asexual gecko, Lepidodactylus lugubris, declines numerically when the sexual gecko Hemidactylus frenatus invades urban/suburban habitats throughout the Pacific. Previous studies showed that the competitive displacement occurs rapidly and is facilitated by clumped insect resources. Five lines of evidence suggest that the mechanism of displacement is primarily due to differences in the ability of each species to exploit insect resources. (1) These species show nearly complete diet overlap. (2) Insects are a limiting resource for both geckos as evidenced by positive demographic effects with increased insect abundance. (3) Hemidactylus frenatus depletes insect resources to lower levels than L. lugubris, which results in reduced rates of resource acquisition in L. lugubris. (4) This reduced resource acquisition translates into significant reductions in the body condition, fecundity, and survivorship of L. lugubris individuals. (5) Evidence for interference (and other) mechanisms does not account for these negative demographic effects on L. lugubris. Interspecific competition is stronger than intraspecific competition for L. lugubris, with increasing L. lugubris density having negligible effect on H. frenatus, mirroring the asymmetry of the large-scale displacement. The superior harvesting ability of H. frenatus is most pronounced when insects are clumped spatially and temporally, and is attributable to a variety of species-specific traits such as their larger body size, faster running speed, and reduced intraspecific interference while foraging. We conclude that clumped resources can increase interspecific exploitation competition, and this mechanism may contribute to species turnover when human environmental alterations redistribute resources.",243,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,122,10.2307/2265661,Clumped resources | Competition | Exploitation | Geckos | Hemidactylus frenatus | Human impact | Insect predation | Interspecific competition | Intraspecific competition | Invasion | Lepidodactylus lugubris | Mechanism,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030404925,SCOPUS_ID:0030404925,2-s2.0-0030404925,Role of biotic interactions in a small mammal assemblage in semiarid chile,Meserve P.,Ecology,00129658,77,1,133-148,1996-01-01,1996,"The role of biotic interactions including vertebrate predation and interspecific competition was studied among members of a semiarid small mammal assemblage in a long-term field manipulation in north central Chile. Fences and netting selectively excluded mammalian and avian predators, and a putative rodent competitor, the degu (Octodon degus), from large, replicated grids. Small mammal populations were censused monthly over >4 yr, and effects of predator and degu exclusions on numbers and survival of small mammals were assessed with repeated measures ANOVAs. Marginally significant predator exclusion effects were detected on O. degus, and highly significant year × predation interactions in both wet and dry seasons; degu survival (= persistence) was also significantly longer on exclusion grids. Predation had significant effects on numbers of Phyllotis darwini, and a significant month × predator interaction existed in the wet season; survival was also significantly higher on predator exclusion grids. There was a marginally significant year × competitor interaction in the dry season for this species. Akodon olivaceus had significant month × predator and month × competitor interactions in the wet season only; survival was significantly longer on degu exclusion grids. An irruptive species, Oligoryzomys longicaudatus, showed no significant predator or competitor effects in 1991-1992; however, survival was significantly longer on predator + competitor exclusion (vs. control) grids. An uncommon species, Abrothrix longipilis, had marginally nonsignificant time × competitor interactions but no treatment differences in survival. Finally, a second uncommon rodent, Abrocoma bennetti (not analyzed numerically) had significantly longer survival on predator exclusion grids with degus. Degus and P. darwini were significantly overrepresented (relative to availability) in diets of culpeo foxes (Pseudalopex culpaeus) and three nocturnal owls, respectively, whereas A. bennetti was significantly overrepresented in predator diets generally. Vertebrate predation has pervasive effects on some species that, however, may be related to their intrinsic demographic characteristics. Competition may be mediated by subtle behavioral interactions among assemblage members. Long-term studies are necessary to elucidate the role of biotic and abiotic factors in semiarid environments.",81,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,123,10.2307/2265662,Chile | Competition | Ecological scale | Semiarid zone | Small mammals | South America | Vertebrate predation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030404883,SCOPUS_ID:0030404883,2-s2.0-0030404883,Cannibalism regulates densities of young wolf spiders: Evidence from field and laboratory experiments,Wagner J.,Ecology,00129658,77,2,639-652,1996-01-01,1996,"We conducted field and laboratory experiments to examine the relative contributions of mortality from natural enemies and cannibalism to population regulation of the wolf spider Schizocosa ocreata. This cursorial spider is a common generalist predator in the leaf litter of forests of the eastern United States. In our study site in Maryland, densities of recently dispersed young 5. ocreata can reach 60-90 individuals/m2, but decline to <15 spiders/m2 by early autumn. We investigated the cause of this rapid decline in spiderling density. We first performed a predator-exclusion field experiment to determine if natural enemies contributed significantly to spider mortality. Replicated enclosures with lip barriers to prevent emigration were stocked with newly dispersed S. ocreata spiderlings at either 0.75× or 3× mean field density, or had no S. ocreata added (0×). Before spiderlings were introduced, we reduced potential enemies in half of the plots by sifting the litter and removing other spiders, centipedes and predaceous beetles, and by installing 3-mm mesh netting to exclude birds, wasps and other predators of S. ocreata. Over a period of 2.5 mo we measured effects of natural enemies and spider density on prey (Collembola), spider growth, and spider survival. Spider mortality was high (≈80%) and strongly density dependent (DD). Survival in the 3× field-density plots was 50% lower than in the 0.75× plots. Increasing spiderling density did not significantly reduce Collembola density and resulted only in a minor DD reduction in spiderling growth (≈10%). Although overall spider mortality was high, excluding natural enemies did not significantly improve spider survival. The absence of emigration and the high spider mortality rates in the predator-reduction treatment strongly implicate cannibalism as the major DD mortality factor. We then conducted two laboratory experiments in order to obtain direct measurements of the rates of cannibalism. Rates of cannibalism were measured in 0.3-m2 arenas stocked with S. ocreata at densities equivalent to those used in the field experiment. In Experiment 1, habitat complexity and prey availability were manipulated in arenas stocked with 5. ocreata at 3× mean field densities. In Experiment 2, we manipulated spider density (0.75× and 3×) and prey density to evaluate the DD component of cannibalism. The laboratory experiments confirmed the importance of cannibalism as a DD mortality factor. DD mortality from cannibalism was influenced by both prey abundance and habitat complexity. The presence of prey significantly reduced rates of cannibalism, and there was a significant interaction between habitat complexity and prey availability. When prey were present, rates of cannibalism were higher in the complex habitat than the simple habitat. In the absence of prey, increasing habitat complexity had no effect on rates of cannibalism. Rates of cannibalism in the treatment that most closely mimicked field conditions-complex leaf-litter with prey at natural densities-did not differ significantly from the rate of mortality of S. ocreata in the field experiment. Considered together, the results of our field and laboratory experiments lead to the conclusion that cannibalism can act as a strong DD mortality factor for young instars of S. ocreata, with the potential to regulate densities of this abundant cursorial spider.",125,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,124,10.2307/2265637,"Cannibalism | Density-dependent mortality | Field experiment | Habitat complexity | Laboratory experiment | Patuxent Wildlife Research Center, Maryland | Population regulation | Predator exclusion | Rates of cannibalism | Schizocosa ocreata",NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030404802,SCOPUS_ID:0030404802,2-s2.0-0030404802,"Disease, endocrine-immune interactions, and sexual selection",Zuk M.,Ecology,00129658,77,4,1037-1042,1996-01-01,1996,"Parasites and disease have been increasingly recognized as agents of ecological and evolutionary importance. Because the endocrine and immune systems are related, it is also likely that hormonally controlled traits, such as secondary sexual characters, may be influenced by responses to disease. Testosterone appears to be associated with a suppressed immune system in many vertebrates, and evidence from captive Red Jungle Fowl suggests that the sexes differ in blood parameters involved in immunity and that comb length is negatively correlated with lymphocyte number in males. Immune system parameters may provide a useful gauge of condition in captive and field-caught animals.",132,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,125,10.2307/2265574,Disease ecology | Endocrine-immune interactions | Red jungle fowl | Sex differences | Sexual selection,NA,NA,NA
