@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/34247485864,SCOPUS_ID:34247485864,2-s2.0-34247485864,"Trenching increased growth, and irrigation increased survival of tree seedlings in the understorey of a semi-evergreen rain forest in Panama",Tanner E.V.J.,Journal of Tropical Ecology,02664674,14697831,23,3,257-268,2007-05-01,May 2007,10.1017/S0266467407004075,S0266467407004075,"Seedlings in tropical forests are ultimately the source of canopy trees, thus factors controlling their composition and growth potentially influence the composition of the forest. Seedlings are primarily limited by above-ground competition with trees, but below-ground competition is potentially also important. Over 4 y we experimentally reduced below-ground competition by trenching to 50 cm and reduced drought stress by irrigating in the dry seasons (6 cm every 2 d) in the understorey of a semi-evergreen rain forest in Panama. There were four irrigated plots and four unirrigated, in each plot there were eight subplots (four trenched, four untrenched); 32 seedlings (two per subplot) of each of four tree species were equally allocated to the four treaments; the four species were: Aspidosperma cruenta; Gustavia superba; Simarouba amara and Tachigali versicolor. Over all species together, trenching increased seedling height by 41% and leaf area by 140% over 4 y. The cause was likely to be increased nutrient supply, because the amounts of N, K and Ca were higher in trenched plants, though concentrations were not higher. Irrigation had no significant effect on growth. Irrigation, but not trenching, reduced seedling mortality. We conclude that below-ground competition was a major limitation for seedling growth for at least some common species (Gustavia and Tachigali in this experiment). More experiments are necessary to determine whether below-ground competition is also important in other tropical rain forests on fairly fertile soils. Copyright © 2007 Cambridge University Press.",17,Journal,ar,Article,100,2,2,Aspidosperma cruenta | Below-ground competition | Gustavia superba | Irrigation | Simarouba amara | Tachigali versicolor | Tree seedlings | Trenching | Tropical semi-evergreen forest,23435,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247464258,SCOPUS_ID:34247464258,2-s2.0-34247464258,Fungal endophytes nearly double minimum leaf conductance in seedlings of a neotropical tree species,Arnold A.,Journal of Tropical Ecology,02664674,14697831,23,3,369-372,2007-05-01,May 2007,10.1017/S0266467407004038,S0266467407004038,"Drought strongly influences plant phenology, growth and mortality in tropical forests, thereby shaping plant performance, population dynamics and community structure (Bunker & Carson 2005, Condit et al. 1995). Microbial symbionts of plants profoundly influence host water relations (Lösch & Gansert 2002), but are rarely considered in studies of tropical plant physiology. In particular, plant-fungus associations, which are ubiquitous in plant communities and especially common in tropical forests, play important and varied roles in plant water status. Fungal pathogens associated with roots, vascular tissue and foliage may interfere with water uptake and transport, increase rates of foliar transpiration, and induce xylem embolism and tissue death (Agrios 1997). In contrast, rhizosphere mutualists such as ecto- and arbuscular mycorrhizal fungi may benefit hosts by increasing surface area for water uptake, enhancing stomatal regulation of water loss, and increasing root hydraulic conductivity (Auge 2001, Lösch & Gansert 2002). Copyright © 2007 Cambridge University Press.",74,Journal,ar,Article,100,2,2,Cocoa | Endophytes | Minimum leaf conductance | Panama | Theobroma cacao | Water relations,23435,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247397510,SCOPUS_ID:34247397510,2-s2.0-34247397510,Bruchid beetle infestation and the value of Attalea butyracea endocarps for neotropical rodents,Gálvez D.,Journal of Tropical Ecology,02664674,14697831,23,3,381-384,2007-05-01,May 2007,10.1017/S0266467407003975,S0266467407003975,"Frugivorous and granivorous vertebrates often discriminate against seeds and fruits infested by insects (Sallabanks & Courtney 1992). Insects may actively render seed or fruit unpalatable or unusable to vertebrates as a strategy to maximize the amount of food available to themselves (Janzen 1977). Nevertheless, vertebrates sometimes do not differentiate between sound and infested seeds or fruits (Dixon et al. 1997, Weckerly et al. 1989), or even prefer insect-infested seeds and fruits to sound ones (Sallabanks & Courtney 1992, Semel & Andersen 1988, Steele et al. 1996, Valburg 1992). Possible reasons for vertebrates to prefer infested seeds include: (1) seeds with larvae having a higher nutritional value than sound ones, because larvae synthesize fat and/or proteins (Sallabanks & Courtney 1992, Valburg 1992) or other nutrients such as vitamins (Havera & Smith 1979, Semel & Andersen 1988, Steele et al. 1996); (2) seeds with larvae tasting better than sound seeds (Borowicz 1988); and (3) seeds with larvae may be more easily opened and consumed than sound seeds (Borowicz 1988). Copyright © 2007 Cambridge University Press.",25,Journal,ar,Article,100,2,2,Arecaceae | Dasyprocta punctata | Energy value | Food preferences | Sciurus variegatoides | Seed predation | Speciomerus giganteus | Tropical forest,23435,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847691101,SCOPUS_ID:33847691101,2-s2.0-33847691101,Leaf litter diversity and shredder preferences in an Australian tropical rain-forest stream,Bastian M.,Journal of Tropical Ecology,02664674,14697831,23,2,219-229,2007-03-01,March 2007,10.1017/S0266467406003920,S0266467406003920,"Consumption of terrestrial leaf litter by stream invertebrates is an important process, but little attention has been paid to the influence of leaf diversity on the process. Tropical forests are known to have much greater diversity of plant species than their temperate counterparts, but studies of litter processing in tropical streams have not explicitly addressed this issue. This paper documents the streambed leaf litter composition and diversity of an Australian tropical rain-forest stream and the leaf preferences of consumers in the stream. We hypothesized that there would be high diversity of litter in the stream and that the shredders would have broad preferences, given that litterfall of any one species would occur over a restricted period. Leaf litter was characterized by high species diversity (81 species from one stream reach sampled on two occasions). Leaf consumers ('shredders') were associated with a relatively broad suite of leaf species (38 species) and did not indicate clear leaf preferences. However, in a laboratory feeding experiment, using the three most common shredder species and some of the most abundant leaf species in the stream, all shredder species exhibited clear preference for a single leaf species (Endiandra bessaphila). Preference for this and other species was affected by the conditioning age of leaves (i.e. the length of time leaves were exposed to leaching and microbial colonization), with conditioned leaves usually being preferred, and previously non-selected leaves becoming more palatable with conditioning. Thus, different successional stages were more important than the identity of leaf species in determining the distribution of shredders among the leaves. Copyright © 2007 Cambridge University Press.",51,Journal,ar,Article,100,4,4,Australia | Litter processing | Shredder | Species richness | Stream invertebrates | Trichoptera | Tropics,23435,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847680949,SCOPUS_ID:33847680949,2-s2.0-33847680949,Prey selection by barn owls in relation to small-mammal community and population structure in a Sahelian agro-ecosystem,Granjon L.,Journal of Tropical Ecology,02664674,14697831,23,2,199-208,2007-03-01,March 2007,10.1017/S026646740600383X,S026646740600383X,"Barn owl pellet content was studied on seven occasions over a 2-y period during which terrestrial small-mammal populations were assessed via a capture-mark-recapture (CMR) programme in a Sahelian agro-ecosystem of the Inner Delta of Niger River in Mali. Rodents (especially Mastomys huberti representing 78.5% of the total number of prey) were the major prey of the barn owl on all but one occasion, when bats were dominant. This exception coincided with the period of lowest abundance of M. huberti at the study site. Distribution of M. huberti prey into four age classes was assessed through analysis of tooth wear in remains from the seasonal pellet samples. Comparisons with age structure of the CMR population indicate that the barn owl tended to prey on smaller-than-average (thus younger) individuals, especially when these are rare in the population (non-reproductive period between June and October). The spectrum of prey consumed is compared with data previously reported in Sahelian Africa, showing for the first time in this region a major shift in prey choice by the barn owl when its preferred prey becomes rare. At the rodent population level, the apparent choice of younger M. huberti prey at some periods is interpreted in the light of our knowledge on population dynamics of the species in this habitat. Copyright © 2007 Cambridge University Press.",16,Journal,ar,Article,100,2,2,Bats | Mali | Mastomys huberti | Murid rodents | Niger River delta | Predation | Prey choice,23435,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847678976,SCOPUS_ID:33847678976,2-s2.0-33847678976,"Feeding encounters between a group of howler monkeys and white-nosed coatis in a small forest fragment in Los Tuxtlas, Mexico",Asensio N.,Journal of Tropical Ecology,02664674,14697831,23,2,253-255,2007-03-01,March 2007,10.1017/S0266467406003865,S0266467406003865,NA,9,Journal,ar,Article,100,3,3,Alouatta palliata mexicana | Feeding | Ficus | Fragment | Nasua narica,23435,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847678063,SCOPUS_ID:33847678063,2-s2.0-33847678063,Do current stem size distributions predict future population changes? An empirical test of intraspecific patterns in tropical trees at two spatial scales,Feeley K.J.,Journal of Tropical Ecology,02664674,14697831,23,2,191-198,2007-03-01,March 2007,10.1017/S0266467406003919,S0266467406003919,"It is critical to understand the responses of tropical tree species to ongoing anthropogenic disturbances. Given the longevity of large trees and the scarcity of appropriately long-term demographic data, standing size distributions are a potential tool for predicting species' responses to disturbances and resultant changes in population structure. Here we test the utility of several different measures of size distribution for predicting subsequent population changes at the intraspecific level using demographic records from two subsampled 50-ha tree plots in Malaysia (Pasoh and Lambir). Most measures of size distribution failed to successfully predict population change better than random; however, the 'coefficient of skewness' (a measure of the relative proportion of small vs. large stems in a population) was able to correctly predict the direction of population change for approximately three-quarters of species at both sites. At Pasoh, the magnitude of this relationship decreased with adult stature and rate of turnover, but was unrelated to sapling growth rates at either site. Finally, using data for species common at both forests, we found that size distributions were generally uninformative of subsequent differences in population change between sites (only median dbh correctly predicted the direction of change for more species than random). Based on these results we conclude that some measures of intraspecific differences in size distribution are potentially informative of population trends within forests but have limited utility across broader spatial scales. Copyright © 2007 Cambridge University Press.",51,Journal,ar,Article,100,5,5,Coefficient of skewness | Forest dynamics | Malaysia | Population dynamics | Weibull distribution,23435,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847671352,SCOPUS_ID:33847671352,2-s2.0-33847671352,Roosting habits of bats affect their parasitism by bat flies (Diptera: Streblidae),Patterson B.D.,Journal of Tropical Ecology,02664674,14697831,23,2,177-189,2007-03-01,March 2007,10.1017/S0266467406003816,S0266467406003816,"The Smithsonian Venezuela Project (SVP) conducted extensive surveys of mammals and ectoparasites in the 1960s. The 25 238 individuals and 130 species of bat collected by SVP hosted 36 663 streblid bat flies, representing 116 species of these ectoparasitic dipterans. Roosts of bat species differ in durability and protection, and bat flies separate from the host to pupate in the roost. We predicted higher levels of parasitism and more parasitic associates for bats roosting in more permanent structures (e.g. caves, tunnels) that would facilitate their association with hosts. We also predicted wing development of flies should correlate inversely with roost duration, restricting flightless forms to bats in permanent roosts. Ranking roosting structures by durability and protection, we sought correlations among bat species in prevalence, mean intensity and number of associated fly species. All three measures of parasitism were positively and significantly related to roosting habits: bats roosting in more permanent, enclosed structures were more likely to be infested, to carry heavier parasite loads, and to harbour more species of ectoparasitic flies. However, roosting habits were not correlated with the average wing development of bat flies. Although other factors affect parasitism rates in bats, the study provides a compelling example of both ecological and evolutionary responses of parasites to features of the host's environment. Copyright © 2007 Cambridge University Press.",108,Journal,ar,Article,100,3,3,Chiroptera | Ectoparasites | Host-parasite systems | Mean intensity | Neotropics | Parasitic associations | Prevalence | Roosting habits | Venezuela,23435,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847668333,SCOPUS_ID:33847668333,2-s2.0-33847668333,Toads (Bufo bankorensis) influence litter chemistry but not litter invertebrates and litter decomposition rates in a subtropical forest of Taiwan,Huang C.Y.,Journal of Tropical Ecology,02664674,14697831,23,2,161-168,2007-03-01,March 2007,10.1017/S0266467406003932,S0266467406003932,"Few studies have been conducted to investigate ecological roles of litter amphibians in forest ecosystems. In this study, ten field enclosures (3 m x 2 m x 0.4 m) were used to evaluate effects of the toad Bufo bankorensis on the abundance of litter invertebrates (microbivores, fragmenters and predatory arthropods) and litter decomposition rates in a subtropical forest of southern Taiwan. Litterbags collected from toad and control (toad-excluded) enclosures were analysed for the communities and abundances of litter invertebrates and decay loss during this decomposition study from September to December 2001. The presence of B. bankorensis significantly changed phosphorus concentrations in the litter, but not the densities of litter invertebrates (microbivores, fragmenters and predatory arthropods) or rates of litter decomposition. These results were not consistent with previous studies, which have shown that Plethodon cenereus in a temperate forest of north-east USA and Eleutherodactylus coqui in a tropical rain forest of Puerto Rico significantly changed decomposition rates. We suggest that ecological roles of ground-dwelling amphibians may be species-specific and vary with different terrestrial ecosystems. Copyright © 2007 Cambridge University Press.",8,Journal,ar,Article,100,3,3,Amphibian | Fragmenters | Lowland rain forest | Microbivores | Nanjenshan | Nutrient cycling | Predators | Top-down control,23435,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847665567,SCOPUS_ID:33847665567,2-s2.0-33847665567,"Diet and habitat selection of the leopard cat (Prionailurus bengalensis borneoensis) in an agricultural landscape in Sabah, Malaysian Borneo",Rajaratnam R.,Journal of Tropical Ecology,02664674,14697831,23,2,209-217,2007-03-01,March 2007,10.1017/S0266467406003841,S0266467406003841,"Ten leopard cats (Prionailurus bengalensis borneoensis) were captured and radio tracked in an agricultural landscape in Sabah, Malaysia. Seventy-two leopard cat scats were analysed for diet while information on prey distribution and abundance was obtained from a concurrent study on small mammals. Mammals, namely murids, were the major prey with Whitehead's rat (Maxomys whiteheadi) being the principal prey species. Leopard cats significantly preferred the relatively open oil palm habitat over both selectively logged dipterocarp forest and secondary forest fragments. Although relative murid abundance was highest in selectively logged dipterocarp forest, oil palm harboured a higher relative abundance of Maxomys whiteheadi. Visibility and ease of movement for leopard cats was also better in oil palm, thereby possibly increasing their hunting success. We suggest that the significantly higher use of oil palm by leopard cats is related to their preference for areas with high prey 'catchability' rather than high prey density. Although secondary-forest fragments were least selected, they were important to leopard cats for resting and possibly breeding, highlighting the importance of forest fragments for the conservation of Bornean leopard cats in agricultural landscapes. Copyright © 2007 Cambridge University Press.",114,Journal,ar,Article,100,4,4,Diet | Habitat selection | Leopard cat | Oil palm | Prey catchability,23435,undefined,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847633005,SCOPUS_ID:33847633005,2-s2.0-33847633005,Seed rain during initial colonization of abandoned pastures in the premontane wet forest zone of southern Costa Rica,Dosch J.,Journal of Tropical Ecology,02664674,14697831,23,2,151-159,2007-03-01,March 2007,10.1017/S0266467406003853,S0266467406003853,"Understanding tropical succession requires insight into propagule availability, which constrains possible woody plant recruitment, yet seed rain composition in multiple post-agricultural sites has seldom been examined. We monitored seed rain for 60 wk in five abandoned pastures in southern Costa Rica, collecting a total of 1 140 688 seeds of 165 morphospecies. Most seeds (80.1%) arrived during the wet season. Species richness was highest in the wet season and greater in forest than in pasture. Seed rain density was greatest at the forest/pasture edge and decreased drastically just a few metres into pastures. In and near the forest, animal-dispersed seeds were more abundant than seeds dispersed by other means, while wind-dispersed taxa increased in relative importance at greater distances from the forest. Total seed input to pastures did not reflect size of adjacent forest fragments, although seed rain density varied more than threefold among sites. Among-site variation in density of regenerating woody seedlings was roughly proportional to among-site variation in seed rain. Morphospecies composition differed significantly among sites. Also, seed rain and woody plant colonists were rather dissimilar in composition, suggesting that while propagule availability is necessary for early woody plant establishment, it is a poor predictor of successional trajectory. Copyright © 2007 Cambridge University Press.",29,Journal,ar,Article,100,3,3,Dispersal limitation | Distance | Pasture | Post-agriculture | Seed rain | Succession,23435,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847616529,SCOPUS_ID:33847616529,2-s2.0-33847616529,Seed predation and seedling herbivory as factors in tree recruitment failure on predator-free forested islands,Lopez L.,Journal of Tropical Ecology,02664674,14697831,23,2,129-137,2007-03-01,March 2007,10.1017/S0266467406003828,S0266467406003828,"Sapling mortality exceeds recruitment for many species of trees in the dry forest of 16-y-old islets in Lago Guri, Venezuela. Failure of sapling recruitment is potentially attributable to the aberrant animal communities of these islands. Predators of vertebrates are absent and densities of pollinators and seed dispersers are substantially reduced in comparison to the nearby mainland. In contrast, predators of invertebrates, rodents and generalist herbivores (leaf-cutter ants, howler monkeys, common iguanas) are present at greatly elevated densities. Given these distortions in the animal community, recruitment failure of saplings could potentially be attributable to several causes: reduced pollination or seed dispersal, excessive seed predation or seedling herbivory. Two of these hypotheses are tested herein. The seed predation hypothesis predicts greater seed removal in the presence of hyperabundant rodents, and the seedling herbivory hypothesis predicts reduced seedling survival in the presence of hyperabundant herbivores. Seed removal trials were conducted with 18 species of forest trees, using both exposed and lightly buried seeds. Seed removal was not generally higher on islands supporting hyperabundant rodents, contrary to the seed predation hypothesis. Seedlings exposed to herbivores for 4 mo suffered the highest mortality on small islands supporting hyperabundant rodents and leaf-cutter ants. Saplings survived equally well in cages open to arthropods + rodents as in cages open only to arthropods, suggesting that there was no additive effect of rodents on seedling mortality. Current evidence points to excessive seedling herbivory by arthropods, especially by leaf-cutter ants, as the principal cause of recruitment failure on predator-free Lago Guri islets. Copyright © 2007 Cambridge University Press.",20,Journal,ar,Article,100,2,2,Lago Guri | Rodents | Seed predation | Seedling herbivory | Trophic cascade | Venezuela,23435,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847613276,SCOPUS_ID:33847613276,2-s2.0-33847613276,"Variation in the population dynamics of the palm Sabal yapa in a landscape shaped by shifting cultivation in the Yucatan Peninsula, Mexico",Pulido M.T.,Journal of Tropical Ecology,02664674,14697831,23,2,139-149,2007-03-01,March 2007,10.1017/S0266467406003877,S0266467406003877,"To understand the population dynamics of a species, it is necessary to document the way in which its demographic behaviour varies through space and time. Anthropogenic disturbance, such as shifting cultivation, is an important factor causing demographic variation in many tropical non-timber forest products. The leaves of the palm Sabal yapa are an important non-timber forest product used for thatching by Mayan peoples. The demography of Sabal yapa was studied in three habitats (mature forest, successional forest and crop fields), representing successional phases along the slash-and-burn agricultural cycle in the Yucatan Peninsula. Matrix population models, along with elasticity analyses and life-table-response experiments were employed. Population growth rate differed between patches (MF: λ = 1.043; SF: λ = 1.027; CF: λ = 0.959). Only the λ value of the mature forest was significantly higher than unity. Fecundity and seedling survival were lowest in the crop fields and highest in the mature forest. The elasticity analyses and life-table-response experiments showed that entries with a high positive contribution to λ also showed high elasticity values, while those with a negative contribution to λ showed low elasticity. Thus, both analyses are crucial to understand the demography of a species and to aid in conservation and management practices. Copyright © 2007 Cambridge University Press.",13,Journal,ar,Article,100,3,3,Demography | Forest regeneration cycle | Life-table-response experiments | Matrix population models | Mayan peoples | Non-timber forest products | Perturbation analyses | Slash-and-burn agriculture | Sustainability,23435,undefined,0,FALSE,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847612404,SCOPUS_ID:33847612404,2-s2.0-33847612404,Seasonal variation of arthropod abundance in gaps and the understorey of a lowland moist forest in Panama,Richards L.,Journal of Tropical Ecology,02664674,14697831,23,2,169-176,2007-03-01,March 2007,10.1017/S0266467406003907,S0266467406003907,"Treefalls gaps contribute to the habitat heterogeneity of tropical forest floors. Previous studies have shown that these gaps play an important role in plant and bird communities, however less is known about their role in arthropod communities. Using eight Malaise traps we investigated the difference in arthropod abundance of 19 taxonomic groups between gaps and understorey for 21 wk during the rainy season and 8 wk in the dry season on Barro Colorado Island, Panama. More (33.8%) arthropods were collected in gaps during the rainy season and 32.2% more in the understorey during the dry season. To assess the possible factors contributing to these differences we measured light, plant densities and young leaf densities, as indicators of abiotic factors and food resources for insect herbivores. Arthropod abundance was negatively correlated with light in the dry season. Thus, abiotic stress may explain the pattern of abundance in the dry season. While there was no correlation with light in the rainy season, predator abundance was positively correlated with herbivore abundance. The plant and young leaf density data suggest that there is significantly higher food availability for herbivores in gaps. Thus, less stressful abiotic conditions and more food resources may contribute to more herbivores followed by more predators in gaps during the rainy season. Copyright © 2007 Cambridge University Press.",79,Journal,ar,Article,100,2,2,Coleoptera | Communities | Hymenoptera | Malaise traps | Panama | Seasonality | Treefall gaps | Tropical forest,23435,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33847610036,SCOPUS_ID:33847610036,2-s2.0-33847610036,Flowering and fruiting phenologies of seasonal and aseasonal neotropical forests: The role of annual changes in irradiance,Zimmerman J.K.,Journal of Tropical Ecology,02664674,14697831,23,2,231-251,2007-03-01,March 2007,10.1017/S0266467406003890,S0266467406003890,"The seasonality of both rainfall and solar irradiance might influence the evolution of flowering and fruiting in tropical forests. In seasonally dry forests, to the degree that soil moisture limits plant productivity, community-wide peaks in reproduction are expected during the rainy season, with seedfall and germination timed to allow seedlings to become well established while soil moisture is available. Where soil moisture is never seasonally limiting, seasonal changes in light availability caused by periods of cloudiness or seasonally low zenithal sun angles should favour reproduction during seasons when irradiance levels are high. To evaluate these predictions, we documented the timing of flower and fruit fall for 10 and 15 y at El Verde, Puerto Rico, and Barro Colorado Island (BCI), Panama. At El Verde, rainfall is abundant year-round and solar declination largely determines seasonal variation in irradiance. At BCI, rainfall is abundant throughout the 8-mo wet season while drought develops and average solar irradiance increases by 40-50% over the 4-mo dry season. Seasonal variation in the number of species flowering and fruiting at both sites was generally consistent with the hypothesis that seasonal variation in irradiance limits the evolution of reproductive phenologies. Community-level metrics provided no evidence for a similar role for moisture availability at BCI. Seasonal variation in irradiance also strongly influenced seed development times at both sites. Thus, community-wide phenologies reveal a strong signature of seasonal changes in irradiance, even in those forests that exhibit some degree of seasonality in rainfall. Copyright © 2007 Cambridge University Press.",130,Journal,ar,Article,100,5,5,Barro Colorado Island | Luquillo Forest Dynamics Plot | Panama | Phenology | Puerto Rico | Rainfall | Reproduction | Seasonality | Solar irradiance,23435,undefined,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35648968692,SCOPUS_ID:35648968692,2-s2.0-35648968692,"Spatial relationship between elephant and sodium concentration of water disappears as density increases in Hwange National Park, Zimbabwe",Chamaillé-Jammes S.,Journal of Tropical Ecology,02664674,14697831,23,6,725-728,2007-01-01,November 2007,10.1017/S0266467407004531,S0266467407004531,NA,9,Journal,ar,Article,100,3,3,Foraging | Habitat selection | Loxodonta africana | Mineral nutrients | Waterhole,23435,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/35348816652,SCOPUS_ID:35348816652,2-s2.0-35348816652,Male rarity and putative sex-role reversal in Fijian damselflies (Odonata),Van Gossum H.,Journal of Tropical Ecology,02664674,14697831,23,5,591-598,2007-01-01,September 2007,10.1017/S0266467407004373,S0266467407004373,"Behavioural sex-role reversal occurs when males and females exchange their standard roles in territorial defence or parental care. One circumstance under which sex-role reversal may occur is when males are a limiting resource, so that females have to compete for access to mates. Here we report on male rarity and male and female behaviour of species within the damselfly genus Nesobasis, endemic to Fiji. Earlier reports suggested that, in some members of this genus, males were seldom observed and that females of these species were consequentially territorial, a phenomenon described as 'sex-role reversal'. Quantitative estimation of the ratio of adult males to females at 15 localities in 13 Nesobasis species (1489 individuals) indicated that males were extremely rare in some species, yet common in others. This interspecific variability in male rarity cannot be explained by elevation or habitat. Formal observations of three species with abundant males revealed that males of these species were highly territorial: they physically challenged intruders while remaining within a confined area. By contrast, in three species where males were consistently rare or absent, females were not territorial: instead, they moved widely and were primarily engaged in oviposition. While we do not know the underlying reason for the unusual rarity of males at oviposition sites in some species, it is clear that this rarity has not provided sufficient selection pressure to generate genuine sex-role reversal. Copyright © 2007 Cambridge University Press.",7,Journal,ar,Article,100,8,8,Fiji | Insects | Male rarity | Mating system | Odonata | Pacific | Sex-role reversal | Territoriality,23435,undefined,0,FALSE,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846263978,SCOPUS_ID:33846263978,2-s2.0-33846263978,"Contrasting nitrogen and phosphorus resorption efficiencies in trees and lianas from a tropical montane rain forest in Xishuangbanna, south-west China",Cai Z.,Journal of Tropical Ecology,02664674,14697831,23,1,115-118,2007-01-01,January 2007,10.1017/S0266467406003750,S0266467406003750,"Tropical montane rain forest is widely considered to be a highly threatened hotspot of global diversity (Brummitt & Nic Lughadha 2003), and one of the least understood humid tropical forest ecosystems in terms of nutrient cycling (Bruijnzeel & Proctor 1995). There is, therefore, an urgent need to improve our understanding of nutrient cycling processes in this ecosystem, including the absorption of nutrients (mainly N and P) from senescing leaves, which may be a key component of adaptive mechanisms that conserve limiting nutrients (Killingbeck 1996). Nutrients which are not resorbed, however, will be circulated through litterfall in the longer term (Aerts 1996). The degree of nutrient resorption affects litter quality, which consequently affects decomposition rates and soil nutrient availability (Aerts & Chapin 2000). The importance of resorption in nutrient conservation has led to general hypotheses that species adapted to nutrient-poor environments have high resorption efficiencies (Richardson et al. 2005), and that low leaf nutrient concentrations are associated with high resorption efficiencies within species (Aerts 1996, Kobe et al. 2005). Nutrient resorption has also been shown not to differ greatly between growth forms (e.g. shrubs, grasses, forbs and trees) (Aerts 1996). However, its relative importance among plant functional groups is still highly controversial (Richardson et al. 2005). Copyright © 2007 Cambridge University Press.",46,Journal,ar,Article,100,2,2,Leaf area shrinkage | Leaf mass loss | Nutrient relations | Resorption efficiency,23435,undefined,0,FALSE,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846257166,SCOPUS_ID:33846257166,2-s2.0-33846257166,Effect of three species of climber on the performance of Ceiba pentandra seedlings in gaps in a tropical forest in Ghana,Toledo-Aceves T.,Journal of Tropical Ecology,02664674,14697831,23,1,45-52,2007-01-01,January 2007,10.1017/S0266467406003725,S0266467406003725,"The proliferation of climbers can have deleterious effects on tree regeneration, especially in forest canopy gaps where climbers increase in abundance. In response to the colonization by climbers, the supporting tree can suffer a reduction in growth and its allometric relationships may be modified. We evaluated the effects of three species of climber on the performance of the pioneer tree Ceiba pentandra in a moist semi-deciduous tropical forest in Ghana. In each of three gaps, four plots were set up, each with eight Ceiba seedlings paired with a single plant of one of three climber species, planted within 5-10 cm of the tree seedling, plus a control (no climber). The climber species were: Centrosema pubescens, a nitrogen-fixing woody climber; Combretum racemosum, a woody climber and Dioscorea praehensilis, an herbaceous climber. After 12 mo, Centrosema and Combretum had about four to five times more biomass than Ceiba seedlings. There was no effect of climber competition on Ceiba biomass growth, and no relationship between climber biomass and Ceiba growth rate. Individual climber species, however, had other effects: Combretum caused a significant reduction in the height and diameter growth of Ceiba, whilst competition with Centrosema was associated with significant reduction in the crown area and increase in internode length in Ceiba. The results indicate that even very different climber species appear to cause negative effects on trees during regeneration. Copyright © 2007 Cambridge University Press.",19,Journal,ar,Article,100,2,2,Allometry | Centrosema pubescens | Combretum racemosum | Competition | Dioscorea praehensilis | Liana | Regeneration,23435,undefined,0,FALSE,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846250742,SCOPUS_ID:33846250742,2-s2.0-33846250742,"Predation on artificial nests and caterpillar models across a disturbance gradient in Subic Bay, Philippines",Posa M.R.C.,Journal of Tropical Ecology,02664674,14697831,23,1,27-33,2007-01-01,January 2007,10.1017/S0266467406003671,S0266467406003671,"One possible mechanism underlying species losses in the tropics is an increase in predation due to habitat degradation. Relative levels of predation at three heights (ground, 1-1.5 m, > 5 m for nests and > 3 m for caterpillars) were compared across a gradient of disturbance in the Subic Bay Watershed Forest Reserve, Philippines over a 2-mo period. Four 750-m transects were established in each habitat type (closed-canopy forest, open-canopy forest, rural areas) where artificial nests and caterpillar models were placed within 10-m-radius plots and checked after a 5-d exposure period. Nests in open-canopy forest were least predated (16.7%), with predation in rural areas (58.3%) being higher than in closed-canopy forest (32.8%). Predation on nests at 1-1.5 m was significantly lower than ground nests. General linear mixed model analysis suggested that effects of habitat type on nest predation differed among heights. Attacks on caterpillars increased with disturbance (46.1-59.4%), but height was not found to have a significant effect on predation. Markings on plasticine models, camera traps and live traps were used to establish possible predators. Shifts in predator dominance among the habitats were observed. Vegetation cover, tree density and small mammal abundance were not correlated with mean predation in the transects. Copyright © 2007 Cambridge University Press.",45,Journal,ar,Article,100,3,3,Deforestation | Habitat disturbance | Predation | Reproductive success | South-East Asia | Tropics,23435,undefined,0,FALSE,70,NA,NA
