@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/51449117178,SCOPUS_ID:51449117178,2-s2.0-51449117178,"Effects of hurricane ""Pauline"" (1997) on the fauna associated with the plant Eichhornia crassipes in Laguna Coyuca, South Pacific of Mexico",Román-Contreras R.,Revista de Biologia Tropical,00347744,56,2,603-611,2008-06-01,June 2008,"Reports on the effects of hurricanes on marine and coastal environments often deal with coral reefs, but little is known about their effect on the communities associated with the water hyacinth, Eichhornia crassipes. From January 1997 (pre-hurricane) through April 1998 (post-hurricane) we made montly collections of fauna in E. crassipes roots from Laguna Coyuca, Mexico (17°00'-16°54' N, 99°58'-100°05' W). The hurricane affected Coyuca on October 9th, 1997 and caused mortalities of that fauna. During the three subsequent months the absence of E. crassipes and its associated fauna in the study area was evident, but in January 1998, we found a partial reestablishment of E. crassipes and its associated fauna. Four months later, this community was almost back to pre-hurricane levels.",1,Journal,ar,Article,100,3,3,"Associated fauna | Coastal lagoon | Effects | Eichhornia crassipes | Hurricane ""Pauline""",13567,undefined,0,FALSE,112,19256431,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449115422,SCOPUS_ID:51449115422,2-s2.0-51449115422,Natural concentration of antimalaric components in Tropical arthropods (in vitro),Chinchilla-Carmona M.,Revista de Biologia Tropical,00347744,56,2,473-485,2008-06-01,June 2008,"Alcohol, hexane and dichlorometane extracts of 751 samples of Costa Rican arthropods were studied for the presence of antimalaric components. With Plasmodium berghei we set an in vitro model in which the effect of the extract was determined by staining of the parasites with cresil brilliant blue. Active extracts at concentration of 50 mg or less, were considered positive. Promissory extracts were found in the orders Lepidoptera (24.1%), Coleoptera (32.8%), Hemiptera (38.5%) and Polydesmida (81.3%). Since most of the Lepidoptera samples were in the immature stages, the relation with the host plant was analyzed. Cannaceae, Flacourtiaceae, Crisobalanaceae, Lauraceae, Fagaceae, Ulmaceae, Rosaceae, Asteraceae, Rubiaceae, Lauraceae and Caprifoliaceae were related with the Lepidoptera larvae, and an antimalaric effect has been reported in most of these families. In the orders Polydesmida, Opiliones and Blattodea, the extract from adults also had some important effect, probably because all of them fed on plants. Polydesmida and Opiliones have chemical substances that probably serve as defensive purposes; these chemicals could also have some antiparasitic effect. Therefore, the detection of antimalaric components in arthropod species led to the identification of plants with promissory antimalaric components.",3,Journal,ar,Article,100,6,6,Antimalaric activity | Arthropod extracts | Malaria | Treatment,13567,undefined,0,FALSE,113,19256421,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449114440,SCOPUS_ID:51449114440,2-s2.0-51449114440,Variation in the wood anatomical structure of Gmelina arborea (Verbenaceae) trees at different ecological conditions in Costa Rica,Moya R.,Revista de Biologia Tropical,00347744,56,2,689-704,2008-06-01,June 2008,"The tree Gmelina arborea has been widely introduced in Costa Rica for commercial purposes. This new conditions for melina cause variations on anatomy in secondary xylem of the trees growing in plantations. The objective of the present research was to determine the variation in the anatomy of xylem caused by the ecological conduction variation. Dimensions of fiber, axial parenchyma percentage of cross sections, parameters of vessels and the ray were measured. The results showed that some anatomical characteristics remained stable despite variations of ecological conditions, especially radial parenchyma and anatomical features which were less affected by the altitude. On the other hand, the vessels, axial parenchyma and fiber were less stable because they were affected significantly by the longitude, latitude, altitude and precipitation. Latitude significantly affected vessel percentage, length and diameter of the fiber and lumen. Longitude affected vessel percentage and fiber diameter. Altitude had a significant correlation with the amount of cells at ray height. Annual average precipitation affected vessel percentage and diameter, not only of the fiber, but also of the lumen. These results suggest that the new growth conditions of G. arborea trees in Costa Rica have produced an anatomic adaptation.",16,Journal,ar,Article,100,2,2,Geographical position | Plantation wood | Precipitation | Properties | Secondary xylem,13567,undefined,0,FALSE,114,19256437,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449114018,SCOPUS_ID:51449114018,2-s2.0-51449114018,"Pteridophytes that indicate environmental alteration in the temperate forest of San Jerónimo Amanalco, Texcoco, México",Rodríguez Romero L.,Revista de Biologia Tropical,00347744,56,2,641-656,2008-06-01,June 2008,"Pteridophytes that indicate environmental alteration in the San Jerónimo Amanalco temperate forest, Texcoco, Mexico. The patterns of distribution of 26 pteridophyte species were studied as possible indicators of environmental alteration in the temperate forest of San Jerónimo Amanalco, Texcoco, State of Mexico. The presence and abundance of the pteridoflora was studied in relation to edaphic, topographic and vegetation variables in 100 sampling locations within an area of 494 hectares. The relationship between these variables was studied using Canonical Correspondence Analysis. Five landscapes were recognized in the study zone according to the degree of deterioration: severe erosion, erosion, mountain with moderate reversible deterioration, mountain with no evident deterioration, and canyon with no evident deterioration. Cheilanthes bonariensis and Pellaea ternifolia are indicators of environmental degradation. The taxa that only grow in landscapes without apparent alteration are Adiantum andicola, Adiantum poiretii, Argyrochosma incana, Asplenium blepharophorum, Dryopteris pseudo filix-mas, Equisetum hyemale and Pteris cretica.",8,Journal,ar,Article,100,3,3,Environmental deterioration | Ferns | Mexico | Pteridophyta | Temperate forest,13567,undefined,0,FALSE,115,19256434,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449113822,SCOPUS_ID:51449113822,2-s2.0-51449113822,"Seasonal patterns of parasitism of the tropical spiders Theridion evexum (Araneae, Theridiidae) and Allocyclosa bifurca (Araneae, Araneidae) by the wasps Zatypota petronae and Polysphincta gutfreundi (Hymenoptera, Ichneumonidae)",Barrantes G.,Revista de Biologia Tropical,00347744,56,2,749-754,2008-06-01,June 2008,"The rates of parasitism of Theridion evexum by the parasitoid wasp Zatypota petronae, and Allocyclosa bifurca by Polysphincta gutfreundi, were followed for two years. Parasitism of T. evexum was very low (mean 1.39±1.8%), and restricted to nearly seven months of the year. Parasitism of A. bifurca was higher (mean 7.8±7.6%), and did not show a seasonal pattern. Reproduction of the host spider T. evexum was highly seasonal, with only one, highly coordinated generation per year, while adults of A. bifurca were present year round. Short-term autocorrelation on parasitism rates over time at different sites suggest that P. gutfreundi tend to return to the same sites to hunt hosts over periods of a few weeks.",15,Journal,ar,Article,100,3,3,Araneidae | Ichneumonidae | Koinobiont wasps | Parasitism rate | Parasitoids | Theridiidae,13567,undefined,0,FALSE,116,19256441,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449112778,SCOPUS_ID:51449112778,2-s2.0-51449112778,Revision of the South American species of Neralsia (Hymenoptera: Figitidae) with the description of eight new species,Jiménez M.,Revista de Biologia Tropical,00347744,56,2,795-828,2008-06-01,June 2008,"Neralsia is a genus of Figitid hymenopterans present in both the Neartic and the Neotropical regions. In this work, material from several museums (including all types of the South American species of Neralsia) was analyzed with light and electron microscopy. The South American species are studied as a whole, reviewing 26 previously cited species and describing eight new species. A key for their identification is included and the characters to differentiate species here considered are illustrated.",5,Journal,ar,Article,100,5,5,Cynipoidea | Figitidae | Figitinae | Neralsia | New species | Revision | South America,13567,undefined,0,FALSE,117,19256445,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449112103,SCOPUS_ID:51449112103,2-s2.0-51449112103,"Underwater topography determines critical breeding habitat for humpback whales near Osa Peninsula, Costa Rica: Implications for Marine Protected Areas",Oviedo L.,Revista de Biologia Tropical,00347744,56,2,591-602,2008-06-01,June 2008,"Migrating humpback whales from northern and southern feeding grounds come to the tropical waters near Osa Peninsula, Pacific of Costa Rica, to reproduce and raise their calves. Planning effective marine protected areas that encompass humpback critical habitats require data about which oceanographic features influence distribution during the breeding period. This study examines the relationship between water depth and ocean floor slope with humpback whale distribution, based on sightings during two breeding seasons (2005 and 2006). Data are from the Southern and Northern subpopulations in the Eastern Tropical Pacific (ETP). Analysis followed the basic principles of the Ecological Niche Factors Analysis (ENFA), where indices of Marginality and Tolerance provide insights on the restrictiveness of habitat use. At a fine scale, physical factors such as water depth and slope define the critical breeding and nursing habitat for M. novaeangliae. Divergence in the subsamples means of depths and slope distribution, with the global mean of the study area in both eco-geographical variables, determine habitat requirements restricted by topographic features such as depths (< 100 m) and slope (< 10%), and locate the key breeding and nursing habitat of the species within the continental shelf domains. Proposed Marine Protected Areas (MPA's) network plans should consider connectivity of Caño Island-Drake Bay and the extension of Corcovado National Park maritime borders.",33,Journal,ar,Article,100,2,2,Breeding area | Critical habitat | Marine protected area | Megaptera novaeangliae | Nursery area,13567,undefined,0,FALSE,118,19256430,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449111650,SCOPUS_ID:51449111650,2-s2.0-51449111650,Spatial distribution and species composition of small pelagic fishes in the Gulf of California,Lanz E.,Revista de Biologia Tropical,00347744,56,2,575-590,2008-06-01,June 2008,"Traditional regionalization methods in fisheries based on provinces or major fishing areas, includes large and arbitrary grids in which basic statistics or inferences on distribution or abundance are made. We describe a method for regionalization and analysis of fishing activities for small pelagic fisheries in the Gulf of California based on spatial patterns of landing and catch data in a Geographic Information System (GIS) environment. A fisheries database from logbooks with spatial attributes from October 2002 to June 2007 was analyzed. Landings and catching data were transformed to a Weighted Region Index (WRI) by using fuzzy logic operators. The WRI revealed fishing action centers characterized by areas with the highest WRI values, and a hierarchy for the relative importance of the regions was established. Guaymas, Desemboque de Caborca, Isla Patos, and Bahía San Rafael they were the most prominent ones. An analysis of the relative frequency of species composition showed that the Pacific sardine had an over 80 % abundance in the midriff islands, and remained as the most important in the upper gulf regions, while in the central part of the gulf, relative abundances of Pacific sardine and Northern anchovy were more balanced. Relative abundance of mackerel was significantly larger around Isla Patos than in any other place. Guaymas had the largest relative composition of Northern anchovy and the lowest values for Pacific sardine. Desemboque de Caborca showed the largest homogeneity in species relative composition. It is important to highlight that this results come from in situ data, while the results previously reported come from landing statistics by port. Therefore, the present method acknowledges the spatial differences of species by regions, additional to the traditional time series analysis.",9,Journal,ar,Article,100,4,4,Fishing regions | GIS | Gulf of California | Small pelagic fishes | Spatial distribution,13567,undefined,0,FALSE,119,19256429,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449111428,SCOPUS_ID:51449111428,2-s2.0-51449111428,Growth and metabolite production of the marine cyanobacterium Synechococcus sp. (Chroococcales) in function to irradiance,Rosales-Loaiza N.,Revista de Biologia Tropical,00347744,56,2,421-429,2008-06-01,June 2008,"Changes in salinity, temperature and irradiance during wet and dry seasons have induced metabolic versatility in cyanobacteria from saline environments. Cyanobacteria from these environments have biotechnological potential for the production of metabolites with pharmaceutical and industrial interest. We studied the growth, dry mass and metabolite production of the cyanobacterium Synechococcus sp. MOF-03 in function of irradiance (78, 156 and 234 μ mol q m-2 s-1). All batch cultures were maintained by triplicate in constant aeration, 12:12 h photoperiod, 30 ±2°C and 35‰. Maximum values of protein, carbohydrates and lipids, of 530.19 ±11.16, 408.94 ±4.27 and 56.20 ±1.17 μg ml-1, respectively, were achieved at 78 μmol q m-2 s-1. Pigments, analyzed by HPLC, showed maximum values at 78 μ mol q m-2 s-1 for chlorophyll a with 7.72 ±0.16 μg ml-1, and at 234 μmol q m-2 s-1 for β-carotene and zeaxanthin with 0.70 ±0.01 and 0.67 ±0.05 μ g ml-1. Chlorophyll a:β-carotene ratio decreased from 17.15 to 6.91 at 78 and 234 μ mol q m-2 s-1; whereas β-carotene:zeaxanthin ratio showed no changes between 78 and 156 μmol q m-2 s-1, around 1.21, and decreased at 234 μmol q m-2 s-1, to 1.04. Also, this cyanobacterium produced the greatest cell density and dry mass at 156 μmol q m-2 s-1, with 406.13 ±21.74 ×106 cell ml-1 and 1.49 ±0.11 mg ml -1, respectively. Exopolysaccharide production was stable between 156 y 234 μmol q m-2 s-1, around 110 μg ml -1. This Synechococcus strain shows a great potential for the production of enriched biomass with high commercial value metabolites.",2,Journal,ar,Article,100,4,4,Biochemical composition | Cyanobacteria | Irradiance | Synechococcus,13567,undefined,0,FALSE,120,19256416,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449108759,SCOPUS_ID:51449108759,2-s2.0-51449108759,Production systems of Spondias purpurea (Anacardiaceae) in Central West México,Ramírez Hernández B.C.,Revista de Biologia Tropical,00347744,56,2,675-687,2008-06-01,June 2008,"Morphological, physical and chemical traits related with fruit quality characteristics of Spondias purpurea L. agroecosystems were studied in Central-West Mexico for wild and cultivated populations. Spondias purpurea regularly thrive in shallow, rocky infertile soils unsuitable for conventional crops. The weight, axial and radial length, pH, total soluble solids (SST), reducing sugars, proteins and mineral content in fruits were recorded. The mean fresh fruit weight was superior in the cultivated varieties (20 g) than in the wild (16 g). Similarly the highest values of pH, SST, reducing sugars and protein content (3.3, 12.15° Brix, 0.38 g/100 g and 1.18 g/100 g, respectively) were observed in the cultivated plantations compared with wild populations (3.0, 8.31° Brix, 0.24 g/100 g and 0.14 g/100 g, respectively). In cultivated plantations, productivity ranged from 0.15 ton ha-1 to 5.0 ton ha-1, and must be considered satisfactory, considering the low inputs of fertilizers and pesticides applied to orchards. The fruits of S. purpurea are similar in nutrimental content to more important commercial fruit species; it produces fresh fruits during the dry months of spring, when few fresh fruits are available in the local markets. In addition, S. purpurea is a source of water and food for domestic animals and wild fauna. These traits emphasize their agronomical and ecological importance for tropical and subtropical environments, where it can also be used in reforestation programs because it can grow in infertile rocky soils, and in agroecosystems inhabited by low income farmers that practice subsistence agriculture. In fact, the cultivation of Spondias has helped convert marginal lands into productive lands.",12,Journal,ar,Article,100,6,6,Agroecosystem description | Anacardiaceae | Fruit chemical composition | Spondias purpurea | Subtropical climate,13567,undefined,0,FALSE,121,19256436,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449108084,SCOPUS_ID:51449108084,2-s2.0-51449108084,Vital traits of woody species in High Andean forest edges of the Cogua Forest Reserve (Colombia),Montenegro A.L.,Revista de Biologia Tropical,00347744,56,2,705-720,2008-06-01,June 2008,"The Cogua Forest Reserve was studied throughout eight months to detect the existence of functional species-groups associated with edge wood forest. A second goal was to determine which species were the most successful in edge areas and their particular vital traits. The regeneration and growth of the forest patches to the adjacent matrix depends on the establishment of these species and their tolerance to both habitats. Three types of High Andean edge forest were studied. Two forest patches were chosen for each of the three edge types: Chusquea scandens edge, ""paramune"" and old-edge; the name of the latter was given because of its advanced successional state. In each patch, the vegetation was evaluated in two 60 m transects perpendicular to the edge and along the matrix-edge-interior gradient of the forest. All woody species were identified and counted to determine their abundance. A total of nine species were chosen as representative of High Andean forest edges in the reserve, because of their high abundance in this environment, their presence in both patches of each edge type and their ability to colonize the adjacent matrix. Each species was evaluated using 20 vital attributes of individual, leaf, and reproductive traits. Six species groups were found through a Correspondence Analysis. However, all nine species have high variation and plasticity levels for the attributes, even inside the groups. This trend suggests that while they are not clearly differentiated functional groups, they probably are representing different strategies within a single functional group of great plasticity. Tibouchina grossa and Pentacalia Pulchella are found in all edge and matrix types; the other species are found in all edge types, except by Gaiadendron punctatum and Weinmannia tomentosa, absent in the Chusquea scandens edge. All nine species are important elements in the restoration of forest edges, mainly where they are more abundant, evidencing their success in the particular conditions of an edge type. Miconia ligustrina and M. squamulosa are the most relevant species in the Chusquea scandens edge and matrix; while G. punctatum, P. pulchella, W. tomentosa, W. balbisiana and especially Macleania rupestris, are more important in the paramune edge and matrix; Hedyosmum bonplandianum is more important in the edge than in the matrix regeneration, while T. grossa is the most successful edge and matrix regeneration species, because it is the most abundant and has high levels of tolerance, vegetative reproduction and litter production. These features are related with a high rate of tissue replacement, as well as a persistent seed bank with smaller and more numerous seeds, evidence of its high fecundity.",5,Journal,ar,Article,100,2,2,Disturbance | Forest edge | Plant functional groups | Restoration ecology | Tibouchina grossa | Vital traits,13567,undefined,0,FALSE,122,19256438,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449107877,SCOPUS_ID:51449107877,2-s2.0-51449107877,Microbiological contamination and antimicrobial activity of cristalised cane sugar on some medically important microorganisms in Costa Rica,Pujo V.,Revista de Biologia Tropical,00347744,56,2,431-437,2008-06-01,June 2008,"Unrefined cristalised cane sugar, obtained after the filtration and evaporation of sugar cane juice, is a nutritional product of traditional consumption in Costa Rica and other Neotropical countries. It has been used in the topic treatment of infected wounds, with satisfactory results even with some antibiotic-ressistant bacteria. We studied the microbiological quality of 50 commercial samples. The analyses included total aerobic and anaerobic bacteria plate count; aerobic and anaerobic spore count; mold and yeast count; total and fecal coliforms; and presence of Clostridium botulinum. The antimicrobial effect was tested for Staphylococcus aureus (ATCC 25923), S. epidermidis (UCR 2902), Pseudomonas aeruginosa (ATCC 9027), Escherichia coli (ATCC 25922), Salmonella enteritidis (ATCC 13076), Listeria monocytogenes (ATCC 19116) and Aspergillus niger (Asni 06). Most of the samples (76 %) presented counts lower than 100 CFU/g especially for sporulated forms (90 % lower than 20 CFU/g), the mold and yeast count was higher (38 % higher than 102 CFU/g), demonstrating the importance of these microorganisms in the spoilage of the product; 76 % of the samples presented fecal contamination; C. botulinum was not isolated with the methodology employed. No inhibitory effect was observed for A. niger, but all samples han an inhibitory effect over the other species, especially for P. aeruginosa and S. aureus.",0,Journal,ar,Article,100,4,4,Antimicrobial activity | Bacteria associated with wound infections | Microbiological quality,13567,undefined,0,FALSE,123,19256417,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449100761,SCOPUS_ID:51449100761,2-s2.0-51449100761,Leaf micrografic anatomy of the Neotropical palm Bactris gasipaes (Arecaceae),Chaimsohn F.P.,Revista de Biologia Tropical,00347744,56,2,951-959,2008-06-01,June 2008,"The economic importance of the palm Bactris gasipaes is growing in the Neotropoical region. We collected leaflets from plants under a chemical fertilization regime and a population of 5000 plants per hectare, in Costa Rica. The variety, Diamantes 10, has an ascendency fom the upper Amazon basin. We used Harries hematoxiline, eocine and standard light microscopy techniques. The presence of raphids and buliform cells was confirmed for the abaxial surface of the leaflets and for the hypodermic tissue on both sides. The absence of the Krantz anatomy was confirmed in consistence with former observations about the C3 photosynthesis in other species of Palmaceae. The average stomatal density on the abaxial surface was 96.87±16.31 stomata.mm-2 and 14.20±4.05 in the adaxial surface.",4,Journal,ar,Article,100,4,4,Bactris gasipaes | Krantz anatomy | Leaf micrographic anatomy | Stomata frequency,13567,undefined,0,FALSE,124,19256456,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449099595,SCOPUS_ID:51449099595,2-s2.0-51449099595,"Growth and reproduction of the shrimp Atya margaritacea (Decapoda: Atyidae) in Río Presidio, Sinaloa, Mexico",Palacios J.S.,Revista de Biologia Tropical,00347744,56,2,513-522,2008-06-01,June 2008,"Some growth and reproduction parameters of the population of the shrimp Atya margaritacea in Presidio River (Sinaloa, NW Mexico) were studied using 542 organisms collected with a Surber net in five sampling locations distributed from mid- to low river. Total lengths and gross weights ranged from 15 to 96 mm and 0.1 to 25.2 g. The male:female ratio was 1.96:1 and males had larger sizes and weights. The relations of total length (Lt) to gross weight (Pt) were Pt = 1.02×10-5 (Lt)3.2089 for males and Pt = 2.29×10-5 (Lt)3.0159 for females. Growth in males was positively allometric whereas in females it was isometric. The regressions between total lengths and cephalothorax (Lc) were Log Lc = 1.1118 (Log Lt)- 0.6087 for males and Log Lc = 0.9945 (Log Lt)- 0.4321 for females. The relative growth between these body parts was allometrically positive in males and isometric in females; this result indicates a clear sexual dimorphism. Ovigerous females appeared in the rainy season (July to November). The absolute fecundity ranged from 1 860 to 22 400 eggs in females of 43 to 59 mm in length and 1.9 to 6.0 g in weight. The equations relating the number of eggs to length and weight were Fec = 8.3×10-7 (Lt)5.8053 and Fec = 732 (Pt)1.836 respectively.",6,Journal,ar,Article,100,3,3,Allometric growth | Atya margaritacea | Fecundity | Presidio river | Sexual dimorphism,13567,undefined,0,FALSE,125,19256424,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449099157,SCOPUS_ID:51449099157,2-s2.0-51449099157,Felines: An alternative in genetic toxicology studies?,Zamora-Perez A.,Revista de Biologia Tropical,00347744,56,2,969-974,2008-06-01,June 2008,"The micronuclei (MN) test carry out in peripheral blood is fast, simple, economic and it is used to detect genotoxic environmental agents. MN are fragments of chromosomes or complete chromosomes remaining in the cytoplasm after cell division, which increase when organisms are exposed to genotoxic agents. Therefore, species with the highest values of spontaneous micronucleated erythrocytes (MNE) are the most suitable to be potentials biomonitor of micronucleogenic agents, using a drop of blood. Nine species of Felines that present spontaneous MNE in peripheral blood are shown. From these species, the cat has been previously proven, with positive results and also lion (Panthera leo), yaguaroundi (Felis yagoaroundi), lynx (Lynx ruffus), jaguar (Panthera onca), puma (Puma concolor), tiger (Panthera tigris), ocelote (Felis padalis) and leopard (Panthera pardus) display spontaneous MNE, and with this characteristic this Family can be propose like a potential group to be used in toxicogenetic studies.",2,Journal,ar,Article,100,8,8,Biomonitor | Erythrocytes | Felines | Genotoxicity | Micronuclei | Peripheral blood,13567,undefined,0,FALSE,126,19256458,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449095150,SCOPUS_ID:51449095150,2-s2.0-51449095150,"Biting Midges of the Forcipomyia (Forcipomyia) argenteola group in southern South America, with description of a new species and a key to the Neotropical species (Diptera: Ceratopogonidae)",Marino P.,Revista de Biologia Tropical,00347744,56,2,789-794,2008-06-01,June 2008,"A new species of the Forcipomyia (Forcipomyia) argenteola group, F. (F.) donatoi, is described and illustrated from males and females collected in several localities of northern Argentina and in Paraguay. The new species is compared with the similar congeners F. (F.) marini and F. (F.) uramaensis, both from Venezuela. The following three species: Forcipomyia (F.) argenteola, F. (F.) calatheae and F. (F.) quatei are recorded for the first time from Argentina, and a key is presented for the identification of the seven Neotropical species of the group.",4,Journal,ar,Article,100,2,2,Forcipomyia argenteola group | Key | Neotropical region | New records | New species,13567,undefined,0,FALSE,127,19256444,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449094345,SCOPUS_ID:51449094345,2-s2.0-51449094345,"Fecundity of the crustacean Mysidopsis californica (Mysida, Mysidae) under semi-controlled conditions",Ortega-Salas A.,Revista de Biologia Tropical,00347744,56,2,535-539,2008-06-01,June 2008,"Mysid crustaceans are frequently used in the laboratory to feed cephalopods and fish, but not along the Pacific coast, where they are scarce. There is no commercial aquaculture of mysids in the Pacific Ocean. To change this situation, we calculate fecundity, survival, and sex ratio of Mysidopsis californica under semi-controlled conditions. Mysids were collected manually using a 500 μm-mesh net along the rocky coast of Mazatlán, Sinaloa, Mexico. They were transferred to three 30 L seawater aquaria in the laboratory, and fed (ad libitum) Artemia nauplii and rotifers. Two generations were obtained. The relationship between the number of juveniles born and parent female lengths showed a rate of 1.56 juveniles released per each unit of increasing parent female length. An average parent female length of 6.92 mm (SD=0.82) gave 9.96 (SD=4.29) released juveniles. The frequency of female length showed a mean of 7.3 mm (SD=0.54), whereas that of juveniles showed a mean of 1.7 mm (SD=0.16). Survival and sex ratios (females-males) varied from 77.7 % to 88.6 % and 2.5:1 to 3.0:1, respectively.",7,Journal,ar,Article,100,3,3,"Fecundity | Mexican Pacific Ocean | Mysidopsis californica (Mysida, Mysidae) | Sex ratio | Survival",13567,undefined,0,FALSE,128,19256426,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449093027,SCOPUS_ID:51449093027,2-s2.0-51449093027,"Histometry of the sublingual gland in male and female mice (Mus musculus) infected with the RAL strain of the Chagas parasite, Trypanosoma cruzi",De Albuquerque S.,Revista de Biologia Tropical,00347744,56,2,459-471,2008-06-01,June 2008,"The aim of this work was to analyze histologically and histometrically the sublingual gland of mice infected with the RAL strain of T. cruzi, according to the sex. Swiss mice (Mus musculus) were inoculated with 2×104 blood trypomastigotes of the RAL strain of T. cruzi. In the peak of the parasitemia (12th day) the mice were sacrificed, and the sublingual glands were fixed in ALFAC. HE-stained histological sections were evaluated histometrically. The parasitemia was higher in females. Histopatologically, acini of the infected animals were smaller, with scanty production of secretion, and smaller striated ducts. The nuclei of the demilunes were smaller and showed amastigote nests in the cytoplasm. Karyometrically, nuclei of the acini, demilunes and striated ducts were smaller in the infected mice. Stereologically, it was observed that relative volumes of acini and ducts were smaller and, inversely, relative volumen were greater for the conjunctive tissue in the infected males. The surface densities of acini and ducts were bigger and the diameter and thickness of the wall were smaller in this group. On the other hand, relative volume of acini was smaller and those of the ducts and conjunctive tissue were bigger in the infected females. The diameter and thickness of the wall of acini were smaller, and those of the striated ducts were bigger in this group. The RAL strain of T. cruzi caused general atrophy in the sublingual gland, with numerous nests of parasites in the glandular parenchyma.",3,Journal,ar,Article,100,5,5,Histometry | Histopathology | Mouse | RAL strain | Sublingual gland | Trypanosoma cruzi,13567,undefined,0,FALSE,129,19256420,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51449092574,SCOPUS_ID:51449092574,2-s2.0-51449092574,"Ontogenetic and seasonal shifts in the diet of the pemecou sea catfish Sciades herzbergii (Siluriformes: Ariidae), from a macrotidal mangrove creek in the Curuçá estuary, Northern Brazil",Giarrizzo T.,Revista de Biologia Tropical,00347744,56,2,861-873,2008-06-01,June 2008,"The feeding ecology of pemecou sea catfish (Sciades herzbergii) was studied bimonthly from September 2003 to July 2004 in a macrotidal mangrove creek at Curuçá estuary, Brazil. Feeding activity and relative importance of prey groups were assessed in 528 and 226 specimens (6.2 to 36.0 cm total length), respectively, using stomach contents. A total of 1 820 specimens were caught. The fish left the creek with an average of 2.2 % of their body weight in prey. Feeding activity was lower in the dry season (September and November 2003) than in the rainy season (January to May 2004). The diet was dominated by Ocypodidae and Grapsidae. Feeding strategies of the pemecou sea catfish indicated a slight variation between the diets of adults and juveniles; however; the main factor leading to diversification in the diet were the seasons. Opportunistic feeding behavior was observed in the dry season, shifting to more specialized feeding in the wet season. This temporal diet shift may be explained by the environmental seasonal variations (e.g. transparency of the water, high water level) in the intertidal mangrove creek habitat.",22,Journal,ar,Article,100,2,2,Ariidae | Feeding strategy | Grapsidae | Mangrove | Ocypodidae | Sciades herzbergii | Stomach contents,13567,undefined,0,FALSE,130,19256449,NA,NA,NA
