@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0032413124,SCOPUS_ID:0032413124,2-s2.0-0032413124,"Reproductive ecology of Uapaca kirkiana (Euphorbiaceae) in Malawi, southern Africa",Ngulube M.R.,Journal of Tropical Ecology,02664674,14,6,743-760,1998-01-01,November 1998,10.1017/S0266467498000546,"The dioecious character (sex ratios and stand structures, conspecific neighbour relationships, inflorescence numbers and structure) and reproductive process (phenology, anthesis, flower visitors and fruit production) of a miombo woodland species, Uapaca kirkiana were investigated in natural populations in Malawi. The sex ratio of reproductive individuals ≥ 10 cm diameter at breast height was about 1:1 and departures from this ratio mostly resulted from a higher proportion of the males. Spatially, the sexes were randomly distributed but generally within 10 m of each other with no obvious gender differences in size. Throughout Malawi, male and female reproductive individuals flower synchronously between October-April (with a peak period in February-March). A 6: 1 male to female inflorescence sex ratio was common. Anthesis in female inflorescences lasts almost twice as long as in male inflorescences and only the latter have any odour. On male trees, inflorescences are in fascicles, whereas on female trees, they are solitary. In both cases, the infloresences are generally similar in size except for the peduncles of the male inflorescences which are longer than the female's. A range of insects visits U. kirkiana flowers but the most likely pollinators are bees (Apis mellifera), and beetles (Dothera bennigseni, Chelomenes lunata, Alcidodes denticulatus and Mitracamenta sp.). Apart from pollen from the male inflorescences, female flowers do not offer any obvious reward for flower visitors. Pollination studies revealed that assisted pollination did not significantly improve fruit production or seed quality over unpollinated or naturally pollinated inflorescences. Facultative agamospermy (apomixis) is suspected as a phenomenon requiring further attention in U. kirkiana.",13,Journal,ar,Article,100,3,3,Anthesis | Conspecific neighbours | Dioecious | Fruit production | Inflorescence | Phenology | Reproductive biology | Sex ratio | Uapaca,23435,undefined,0,FALSE,42,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032412688,SCOPUS_ID:0032412688,2-s2.0-0032412688,"Diversity, composition and structure of a tropical semideciduous forest in the Chiquitania region of Santa Cruz, Bolivia",Killeen T.J.,Journal of Tropical Ecology,02664674,14,6,803-827,1998-01-01,November 1998,10.1017/S0266467498000583,"An exhaustive floristic inventory was conducted in a 400-ha block of tropical semideciduous forest in the Chiquitania region of Santa Cruz, Bolivia. A total of 501 species were collected using both quantitative and traditional plant collecting methods. Trees represented the most diverse life form (124 spp), followed by herbs (101 spp), lianas (85), shrubs (66), herbaceous climbers epiphytes (15) and parasites (two). Floristic diversity was greatest for the forest floor community, when compared to either the understorey or canopy tree communities. Quantitative data were obtained for 336 species in 100 plots which contained a series of nested subplots to sample smaller-stature plants. Stem density for trees (dbh ≥ 5 cm) was 914 trees ha-1, with a total density for all life forms estimated to be 135,000 plants ha-1; the total basal area for the forest was estimated to be 27.6 m2 ha-1. Species richness when measured by standard methods was found to be one of the highest for a dry forest region reported for the Neotropics with a mean of 70.8 spp 0.1 ha-1 (dbh ≥2.5 cm) and 50 spp ha-1 (dbh ≥ 10 cm). Comparison of life forms and vertical strata showed that the flora on the forest floor was more diverse than all other vertical strata combined. Habitat heterogeneity was studied using ordination procedures based on floristic data and to identify the characteristic species of three plant communities: granite outcrops, valley forest and upland forest. The most abundant tree species in the study area were Acosmium cardenasii, Neea hermaphrodita, Aspidosperma tomentosa and Galipea trifoliata, while the species with the greatest basal area were Anadenanthera colubrina, Acosmium cardenasii, Caesalpinia floribunda, Aspidosperma tomentosa, Piptadenia viridiflora, Chorisia speciosa, Tabebuia impetiginosa, Centrolobium microchaete, and Machaerium scleroxylon. Most canopy and understorey tree species had a population structure characterized by numerous juveniles and relatively few large trees, while emergent species tended to have a size-class distribution with relatively few juvenile individuals. Lianas and canopy trees were predominantly anemochorous, while understorey trees and shrubs were predominantly zoochorous; herbaceous species were largely autochorous, with only fern species relying on wind dispersal (sporochory). A comparison of structural attributes with other dry forest areas in the Neotropics, demonstrates the heterogeneous nature of vegetation types that are commonly assigned to this ecosystem. The Chiquitano dry forest shares many floristic elements with the semideciduous forests of the Andean piedmont of northwestern Argentina, the Misiones region of eastern Paraguay and northeastern Argentina, as well as the Caatinga region of northeastern Brazil.",89,Journal,ar,Article,100,4,4,Biodiversity | Chiquitano dry forest | Pleistocene dry forest arc,23435,undefined,0,FALSE,43,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032409542,SCOPUS_ID:0032409542,2-s2.0-0032409542,Structural and physiological adaptation to light environments in neotropical Heliconia (Heliconiaceae),Rundel P.W.,Journal of Tropical Ecology,02664674,14,6,789-801,1998-01-01,November 1998,10.1017/S0266467498000571,"Influence of habitat on physiological and structural characteristics was investigated for broad-leaved tropical monocotyledons in the genus Heliconia (Heliconiaceae). Seven species were selected from three different light regimes, enabling an analysis of the extent to which this genus has adapted its photosynthetic strategies and morphological characteristics to different daily photon flux densities (PFD). Predictably, light response curves showed a clear gradient with respect to light saturation and rates of maximum net assimilation (A(max)). Heliconia latispatha, an open site species, showed saturation at higher PFD (1400 μmol m-2 s-1) and higher A(max) (14-16 μmol m-2 s-1) than H. mathiasiae, a forest edge species (PFD 1000 gmol m-2 s-1; A(max) 7.5-8.5 μmol m-2 s-1) and H. irrasa of deep-shade forest understorey (PFD 250 μmol m-2 s-1; A(max) 3.5 mol m-2 s-1). Leaf blade areas were largest in open sites, and leaf specific mass was also significantly higher, but leaf support efficiency was highest in understorey species. Species in open sites had thicker leaves with more chlorenchyma, whereas deep-shade species had very thin leaves and low stomatal densities. These rapidly growing herbaceous perennials appear to allocate much of their above-ground biomass to leaf tissues and have a relatively low investment in support tissues. This contrasts with understorey palms, in which leaf form and structural investment has been interpreted as a trade-off between economy and protection against tissue loss from falling branches. Presence of below-ground rhizomes in Heliconia may provide the key to this difference.",19,Journal,ar,Article,100,4,4,Carbon allocation | Costa Rica | Heliconia | Leaf anatomy | Leaf morphology | Light saturation | Neotropics | Tropical rain forest,23435,undefined,0,FALSE,44,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031977863,SCOPUS_ID:0031977863,2-s2.0-0031977863,Feeding behaviour of bats and the dispersal of Piper arboreum seeds in Brazil,Bizerril M.,Journal of Tropical Ecology,02664674,14,1,109-114,1998-01-01,January 1998,10.1017/S0266467498000108,NA,27,Journal,ar,Article,100,2,2,Bats | Brazil | Gallery forest | Mammal frugivory | Piper | Seed dispersal,23435,undefined,0,FALSE,45,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031977172,SCOPUS_ID:0031977172,2-s2.0-0031977172,"Phosphorus nutrition of ectomycorrhizal and arbuscular mycorrhizal tree seedlings from a lowland tropical rain forest in Korup National Park, Cameroon",Moyersoen B.,Journal of Tropical Ecology,02664674,14,1,47-61,1998-01-01,January 1998,10.1017/S0266467498000054,"The relationship between mycorrhizal colonisation and phosphorus acquired by seedlings of the arbuscular mycorrhizal tree Oubanguia alata Bak f. (Scytopetalaceae) and the ectomycorrhizal tree Tetraberlinia moreliana Aubr. (Caesalpinioideae) was evaluated at low and high inorganic phosphorus availability. AM colonisation was positively correlated with phosphorus uptake by O. alata at low, but not at high phosphorus availability. Seedlings growth was positively related to arbuscular mycorrhizal colonisation at both low and high phosphorus availability, suggesting that growth promotion by arbuscular mycorrhizas is not simply related to an increase of phosphorus uptake. In contrast, phosphorus uptake by T. moreliana was correlated with EM colonisation at both low and high phosphorus availability, but there was no relationship between growth and ectomycorrhizal colonisation. Promotion of phosphorus uptake by arbuscular mycorrhizas and ectomycorrhizas at low phosphorus availability is consistent with the co-occurrence of the two types of mycorrhiza in tropical rain forests where available soil phosphorus is low. However, ectomycorrhizal colonisation may also be of advantage where inputs of phosphorus rich litter raise the phosphorus status of the soil, as seen in the groves of ectomycorrhizal trees in Korup National Park, and may be one of the factors reinforcing local dominance by these trees.",35,Journal,ar,Article,100,3,3,Arbuscular mycorrhiza | Caesalpinioideae | Co-occurrence | Ectomycorrhiza | Phosp horus | Rain forest | Scytopetalaceae | Tropics,23435,undefined,0,FALSE,46,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031956701,SCOPUS_ID:0031956701,2-s2.0-0031956701,Seed dispersal of Asplundia peruviana (Cyclanthaceae) by the primate Saguinus fuscicollis,Knogge C.,Journal of Tropical Ecology,02664674,14,1,99-102,1998-01-01,January 1998,10.1017/S026646749800008X,NA,8,Journal,ar,Article,100,3,3,Asplundia preuviana | Diarrhoea | Digestive physiology | Saguinus fuscicollis | Seed dispersal,23435,undefined,0,FALSE,47,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031943129,SCOPUS_ID:0031943129,2-s2.0-0031943129,Soil seed bank from lowland rain forest in Singapore: Canopy-gap and litter-gap demanders,Metcalfe D.,Journal of Tropical Ecology,02664674,14,1,103-108,1998-01-01,January 1998,10.1017/S0266467498000091,NA,48,Journal,ar,Article,100,2,2,Germination | Litter removal | Seed size | Soil scarification,23435,undefined,0,FALSE,48,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031943128,SCOPUS_ID:0031943128,2-s2.0-0031943128,"Atmospheric deposition and net retention of ions by the canopy in a tropical montane forest, Monteverde, Costa Rica",Clark K.,Journal of Tropical Ecology,02664674,14,1,27-45,1998-01-01,January 1998,10.1017/S0266467498000030,"Meteorological variables, bulk cloud water and precipitation (BCWP), and bulk precipitation (BP) were measured above the canopy, and throughfall (TF; n = 20) was collected beneath an epiphyte-laden canopy of a tropical montane forest (TMF) for I y at Monteverde, Costa Rica. Total deposition (cloud + wet + dry) of inorganic ions to the canopy was estimated using a sodium (Na+) mass balance technique. Annual BCWP and BP depths were 2678 mm and 1792mm for events where mean windspeeds (u≤2ms-1, and 4077mm and 3191 mm for all events, respectively. Volume-weighted mean pH and concentrations of nitrate-N (NO3-N) and ammonium-N (NH1+-N) were 4.88, 0.09 and 0.09 mg 1-1 in BCWP, and 5.00, 0.05 and 0.05 mg 1-1 in BP, respectively. Cloud water and mist deposition to the canopy was estimated to be 356 mm. Estimated deposition of free acidity (H+), NO3-N, and NH4+-N to the canopy was (0.49, 3.4 and 3.4 kg ha -1 y-1, respectively. Mean TF depth was 1054 ± 83 mm (mean ± S.E.) for events where u ≤ 2 ms-1 and 2068 ± 132 mm for all events. Volume-weighted mean pH and concentrations of NO3 -N and NH4+-N in TF were 5.72, 0.04 mg-1, and 0.07 mg l-1 respectively. Mean fluxes of H+, NO3- -N, and NH4+-N in TF were 0.04 ± 0.01, 0.6± 0.2 and 1.3 ± 0.2 kg ha-1 y-1, and percent net retention of these inns by the canopy was 92 ± 2, 80 ± 6, and ± 6%, respectively. Phosphate, potassium, calcium and magnesium were leached from the canopy. Seasonal data suggest that biomass burning increased concentrations of NO3- and NH4+ in cloud water and precipitation at the end of the dry season. Regardless, a large majority of the inorganic N in atmospheric deposition was retained by the canopy at this site.",148,Journal,ar,Article,100,4,4,Atmospheric deposition | Cloud forest | Interception loss | Nitrogen retention | Precipitation chemistry | Throughfall | Tropics,23435,undefined,0,FALSE,49,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031942075,SCOPUS_ID:0031942075,2-s2.0-0031942075,Ecological relationships among sympatric lizards in a transitional forest in the northern Amazon of Brazil,Vitt L.,Journal of Tropical Ecology,02664674,14,1,63-86,1998-01-01,January 1998,10.1017/S0266467498000066,"Sympatric lizards in a transitional forest of Roraima, Brazil, dividing Amazon rain forest from savanna, contained a lizard assemblage of 16 species representing six families. Lizards varied in size, activity (diurnal versus nocturnal), microhabitats used, exposure to various conditions of light availability, prey types, and prey sizes. Overlaps in microhabitat occurrence varied from 0 (no overlap) to 1.0 (total overlap) whereas overlaps in prey types varied from 0.005 to 0.607. Microhabitat overlaps were higher overall than dietary overlaps. Pseudocommunity analyses on microhabitat data indicate that the community is not randomly assembled and that two distinct guilds exist, a leaf-litter guild and an arboreal guild, each with four species. Similar analyses on diet data revealed no apparent guild structure at the first rank (nearest neighbour). Lizard diets did not differ from a random assortment based on prey type. At lower levels, tim assemblage was structured with respect to food. Variation in prey use among lizard species was tied more closely to the effect of lizard body size on prey size (lizards ate different-sized prey items). Although exploitative competition among species may maintain structure within this assemblage it does not necessarily cause the observed differences. Several species are nearly identical ecologically to sister taxa in other environments and within different lizard assemblages suggesting that composition of the local assemblage limits the species that can enter the assemblage. Finally, lack of structure at the lowest (most similar) neighbour ranks may reflect the impact of a transitional habitat on stability of species interactions at the local level.",64,Journal,ar,Article,100,2,2,Amazon | Brazil | Diets | Ecology | Lizards | Microhabitat | Neotropics | Niche | Rain forest,23435,undefined,0,FALSE,50,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031919584,SCOPUS_ID:0031919584,2-s2.0-0031919584,Foraging patterns of capybaras in a seasonally flooded savanna of Venezuela,Barreto G.R.,Journal of Tropical Ecology,02664674,14,1,87-98,1998-01-01,January 1998,10.1017/S0266467498000078,"The foraging behaviour of capybaras (Hydrochaeris hydrochaeris) was assessed in relation to habitat and season in a flooded savanna of Venezuela from February (dry season) 1993 to June (rainy season) 1994. Direct observations were carried out to record group movements anti foraging activities of individual capybaras when feeding on specific plant species. The time devoted to feeding upon some species was recorded in relation to total foraging time (feeding + searching). Capybaras spent similar times feeding on reeds (Eleocharis interstincta; Cyperaceae) and Paratheria prostrata (Poaceae) patches during the dry' season though plant quality was different. During the rainy season, reeds were almost ignored by the animals which fed mainly on Hymenachne amplexicaulis, a grass with a significantly higher content of energy and protein. Capybaras fed for longer time during the dry season but more selectively during the rainy season. Capybaras were the dominant grazers in this flooded savanna as inferred from the comparative effects they produced in the height, biomass and quality of the pasture in relation to those effects produced by other vertebrate herbivores, namely, cattle, feral horses and asses.",26,Journal,ar,Article,100,2,2,Capybara | Foraging behaviour | Grazing | Herbivory | Hydrochaeris | Savannas | Venezuela,23435,undefined,0,FALSE,51,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031901602,SCOPUS_ID:0031901602,2-s2.0-0031901602,Changes in small mammal assemblage structure across a rain forest/open forest ecotone,Williams S.,Journal of Tropical Ecology,02664674,14,2,187-198,1998-01-01,March 1998,10.1017/S0266467498000157,"The effect of the change in vegetation structure from closed rain forest to tall open forest on the small mammal assemblage was studied by live trapping at three sites where the ecotone was very narrow (<20 m) near the southern end of the Wet Tropics World Heritage Area of Australia. Habitat heterogeneity was significantly higher in the mixed open forest/ecotone area than in the adjacent rain forest. There was a large change in the structure of the small mammal assemblage coincident with the vegetation discontinuity. Although the species richness of small mammals was relatively constant across the gradient, the evenness and diversity of the assemblage declined across the transition from open forest into rain forest and biomass increased, largely due to the high abundance of Rattus fuscipes in the rain forest. The results suggest that the species richness of the small mammal assemblage was not determined by the spatial heterogeneity of the vegetation structure. The species composition of the rain forest is probably related to the historical biogeography of the area whereas the species richness of the wet sclerophyll forest is probably due to a mass-area effect from the adjacent large areas of rain forest and dry sclerophyll forest. However, the evenness, and therefore the diversity of the assemblage, was strongly affected by habitat heterogeneity.",27,Journal,ar,Article,100,2,2,NA,23435,undefined,0,FALSE,52,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031894279,SCOPUS_ID:0031894279,2-s2.0-0031894279,Diversity and abundance of understorey plants on active and abandoned nests of leaf-cutting ants (Atta cephalotes) in a Costa Rican rain forest,Garrettson M.,Journal of Tropical Ecology,02664674,14,1,17-26,1998-01-01,January 1998,10.1017/S0266467498000029,"Nests of leaf-cutting ants (Hymenoptera: Formicidac: Attini) are abundant disturbances in Neotropical rain forests, and could affect the plant community both while the nests are active and after they are abandoned. We measured the diversity and abundance of understorey plants (<1 m in height) in the area around active and abandoned nests of leaf-cutting ants (Atta cephalotes) at the La Selva Biological Station in Costa Rica. Sample quadrats on active nests had reduced diversity (number of morphospecies) and abundance of both small (height < 10 cm) and large (10 cm-1 m) understorey plants, when compared to the nearby forest floor (3 and 13 m from the nest edge). Abandoned nests had greater diversity and marginally greater abundance of small understorey plants relative to nearby forest; there was no difference in diversity or abundance of large understorey plants. Leaf-cutting ant nests create gaps in the plant understorey when active, but serve as centres of recruitment for small plants after they are abandoned. Thus, like canopy gaps, ant nests could play an important role in recruitment of new individuals and maintenance of plant species diversity in tropical forests.",60,Journal,ar,Article,100,6,6,Ant nest | Atta cephalotes | Costa Rican rain forest | Disturbance | Gap | Insect herbivory | Leaf-cutting ants | Plant species diversity | Seedling recruitment | Understorey vegetation,23435,undefined,0,FALSE,53,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031850974,SCOPUS_ID:0031850974,2-s2.0-0031850974,Fruiting of a 19-year old secondary forest in French Guiana,Toriola D.,Journal of Tropical Ecology,02664674,14,3,373-379,1998-01-01,May 1998,10.1017/S0266467498000285,NA,3,Journal,ar,Article,100,1,1,French Guiana | Fruit quantity | Fruiting period | Secondary forest,23435,undefined,0,FALSE,54,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031819682,SCOPUS_ID:0031819682,2-s2.0-0031819682,"Ecosystem structure in the Brazilian Cerrado: A vegetation gradient of aboveground biomass, root mass and consumption by fire",De Castro E.,Journal of Tropical Ecology,02664674,14,3,263-283,1998-01-01,May 1998,10.1017/S0266467498000212,"Conversion to permanent agriculture is rapidly occurring over vast areas of the 1.8 million km2 Brazilian Cerrado; a region that is naturally a mosaic of grasslands, savannas and evergreen tropical woodlands. Yet, few studies have quantified total biomass of plant communities in this ecosystem, particularly the belowground component; a C pool of potential global significance. Total biomass (aboveground and belowground), and the quantity of biomass consumed by fires were measured in four plant communities comprising a vegetation gradient from pure grassland (campo limpo) to a woodland with a closed canopy of tall shrubs and scattered trees (cerrado denso) near Brasilia, DF, Brazil. Total aboveground biomass (TAGB) increased along this gradient from 5.5 Mg ha-1 in campo limpo to 29.4 Mg ha-1 in cerrado denso. Vegetation structure varied among communities; trees were nonexistent in campo limpo, but were at a density of 1000 ha-1 and a biomass of 12.9 Mg ha-1 in cerrado denso. Fires consumed 92 and 84% of the TAGB in campo limpo (pure grassland) and campo sujo (savanna), respectively. In cerrado aberto and cerrado denso, trees and tall shrubs were little affected by fire. Combustion factors of the TAGB in these communities was 54 and 33%, respectively. The total biomass consumed by fire ranged from 5.0 Mg ha-1 in campo limpo to 13.5 Mg ha-1 in cerrado aberto. Compared to other widespread Brazilian ecosystems (tropical dry forest and evergreen forest), the Cerrado has a lower aboveground biomass. The TAGB of cerrado denso is <9% of that of Amazonian tropical evergreen forest. The total quantity of biomass consumed by fire, and hence emissions to the atmosphere is lower in intact Cerrado communities compared to fires in slashed tropical forest. Total belowground biomass (TBGB) increased from 16.3 Mg ha-1 in campo limpo, to 30.1 Mg ha-1 in campo sujo, to 46.5 Mg ha-1 in cerrado aberto, and to 52.9 Mg ha-1 in cerrado denso. This quantity of belowground biomass is similar to, or exceeds that reported for many tropical dry and moist forests. More than 80% of the TBGB occurred in the upper 30 cm of the soil, except for cerrado denso (71%) where a greater proportion of tree roots were present at deeper levels. Root:shoot ratios were very high in all sites ranging from 2.9 in cerrado denso to 7.7 in campo sujo. Total ecosystem plant biomass (the total aboveground biomass and TBGB combined) ranged from 21.9 Mg ha-1 in campo limpo to 77.9 Mg ha-1 in cerrado denso. More than 71% of the live phytomass (aboveground biomass + root biomass) is belowground in the Brazilian Cerrado. At current rates of land cover change in the Brazilian Cerrado, these ecosystem pools are likely significant sources of increasing atmospheric C and other greenhouse gasses.",223,Journal,ar,Article,100,2,2,Aboveground biomass | Belowground biomass | Brazil | Cerrado | Fire ecology | Fuels | Root mass | Tropical savana,23435,undefined,0,FALSE,55,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031791878,SCOPUS_ID:0031791878,2-s2.0-0031791878,Dispersal of Miconia argentea seeds by the leaf-cutting ant Atta colombica,Dalling J.,Journal of Tropical Ecology,02664674,14,5,705-710,1998-01-01,September 1998,10.1017/S0266467498000492,NA,43,Journal,ar,Article,100,2,2,Atta colombica | Leaf-cutter ant | Miconia argentea | Seed dispersal | Seed germination,23435,undefined,0,FALSE,56,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031767671,SCOPUS_ID:0031767671,2-s2.0-0031767671,The importance of herbivore interactions for the dynamics of african savanna woodlands: An hypothesis,Van De Koppel J.,Journal of Tropical Ecology,02664674,14,5,565-576,1998-01-01,September 1998,10.1017/S0266467498000406,"Current hypotheses to explain dynamic transitions between savanna grasslands and woodlands in Africa focus on grazing by elephant or the influence of fire. Using a simple mathematical model, this paper argues that interactions between small herbivores such as impala or buffalo and large herbivores such as elephant or giraffe may provide a plausible alternative hypothesis. The interplay of competition and facilitation between these types of herbivores could explain transitions between grassland and woodland and vice versa. A review of the literature is presented in support of this hypothesis.",70,Journal,ar,Article,100,2,2,Competition | Facilitation | Functional response | Herbivory | Plant-herbivore model | Savanna ecosystems,23435,undefined,0,FALSE,57,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031767236,SCOPUS_ID:0031767236,2-s2.0-0031767236,Continuous change in Tanzanian moist forest tree communities with elevation,Lovett J.,Journal of Tropical Ecology,02664674,14,5,719-722,1998-01-01,September 1998,10.1017/S0266467498000510,NA,25,Journal,ar,Article,100,1,1,Altitudinal zonation | Forest | Tanzania | Trees,23435,undefined,0,FALSE,58,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031671020,SCOPUS_ID:0031671020,2-s2.0-0031671020,The soft scale (Coccidae) associates of Malaysian ant-plants,Heckroth H.P.,Journal of Tropical Ecology,02664674,14,4,427-443,1998-01-01,July 1998,10.1017/S0266467498000327,"Myrmecophytic species of the Paleotropical plant genus Macaranga (Euphorbiaceae) have hollow stems that are almost always occupied by ants of the genus Crematogaster and scale insects of the family Coccidae (Hemiptera: Coccoidea). The coccids have a cryptic endophytic lifestyle and are confined to this microhabitat. They are much more diverse than previously recognised. First data are presented on the diversity, prevalence, specificity and distribution of the coccids associated with myrmecophytic Macaranga species. Twenty-two species of Coccidae in total, including 15 previously unknown from Macaranga, were discovered from 19 species of Macaranga in Peninsular Malaysia and Borneo. The original describers tentatively assigned the known coccid species to Coccus (Coccinae) but the Macaranga coccids still require taxonomic research to establish their correct placing. The coccids varied in their host-plant specificity from species that occurred in most of the sampled Macaranga to one species that was found almost exclusively only on a single host species. In addition to their occurrence on Macaranga, only three species, C. macarangae and C. secretus and morphospecies C. 214 were found on rare occasions in the stem interior of a few other myrmecophytes and in a non-myrmecophytic liana, but did not regularly colonise these plants. Most of the coccids can be regarded as highly specific at the plant genus level.",48,Journal,ar,Article,100,5,5,Ant-plants | Coccidae | Crematogaster | Diversity | Macaranga | Malaysia | Scale insects | Specificity,23435,undefined,0,FALSE,59,NA,NA,NA
