@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/16244380226,SCOPUS_ID:16244380226,2-s2.0-16244380226,Lessons from the establishment of exotic species: A meta-analytical case study using birds,Cassey P.,Journal of Animal Ecology,00218790,NA,74,2,250-258,2005-01-01,March 2005,10.1111/j.1365-2656.2005.00918.x,"1. The establishment of species outside their natural geographical ranges is an important driver of changes in global biodiversity. This creates an imperative to understand why some species are more successful than others at establishing viable populations following introduction. 2. Historical data are particularly useful in this regard, and those for birds especially comprehensive. This has resulted in the publication of regional-scale studies that have used these data to attempt to quantify relationships between establishment success and characteristics of bird introductions. 3. We use a meta-analytical approach to summarize quantitatively the results of these studies, and to assess the influence of variables invoked to explain the variation in establishment success in birds. 4. We find that variables describing characteristics specific to the individual introduction event (i.e. event-level variables), such as introduction effort (or 'propagule pressure'), are the most consistent predictors of establishment success. © 2005 British Ecological Society.",54,Journal,ar,Article,100,4,4,Birds | Introductions | Meta-analysis | Propagule pressure,29544,undefined,1,TRUE,all,All Open Access,97
true,https://api.elsevier.com/content/abstract/scopus_id/16244365883,SCOPUS_ID:16244365883,2-s2.0-16244365883,Population dynamics and avian brood parasitism: Persistence and invasions in a three-species system,Ney-Nifle M.,Journal of Animal Ecology,00218790,NA,74,2,274-284,2005-01-01,March 2005,10.1111/j.1365-2656.2005.00921.x,"1. Avian brood parasites include species that are host specialists and others that are generalists. The impact of each kind of parasite on the persistence of the host population is studied by means of a population dynamics model. 2. Our model examines conditions for coexistence and invasions in a community of three South American cowbirds, the shiny cowbird Molothrus bonariensis (a generalist parasite), the screaming cowbird M. rufoaxillaris (a specialist parasite), and the baywinged cowbird Agelaiodes badius (a nonparasite that hosts the other two). 3. Three biologically realistic characteristics not previously included in brood parasitism models are explored and shown to be crucial for the stability of the system. These characteristics are: (i) female parasites take at least a day to produce an egg and cannot store eggs for delayed laying - this is modelled by means of a type II functional response; (ii) parasites often remove or puncture (destroy) host eggs when visiting a nest; and (iii) hosts desert nests when the total clutch (host plus parasite) exceeds some threshold. 4. These characteristics have a direct impact on parasite population renewal and reduce dramatically the stable coexistence conditions. 5. Comparing the stability conditions of the host-specialist system with those of the three-species system shows the impact of the arrival of a generalist parasite on the persistence of the host-specialist system when the three characteristics are present. The stability boundaries are restricted when the generalist is absent and change little for a realistic density of generalist. 6. The study of invasion by a specialist into a host-generalist stable community shows that the parameter region for coexistence and invasion coincide. 7. Comparison of our model against its precursors using field data for the parameters when available, shows that the three-species cowbird model system is stable for empirically realized parameter values, unlike a previous model by May & Robinson (1985; American Naturalist, 126, 475-494) where none of the three characteristics were included. © 2005 British Ecological Society.",5,Journal,ar,Article,100,4,4,Brood parasitism | Cowbirds | Host specialism | Molothrus sp. | Population dynamics,29544,undefined,1,TRUE,all,All Open Access,98
true,https://api.elsevier.com/content/abstract/scopus_id/16244363372,SCOPUS_ID:16244363372,2-s2.0-16244363372,Resource dilution effects on specialist insect herbivores in a grassland biodiversity experiment,Otway S.,Journal of Animal Ecology,00218790,NA,74,2,234-240,2005-01-01,March 2005,10.1111/j.1365-2656.2005.00913.x,"1. The resource concentration hypothesis predicts that specialist insect herbivores attain higher loads (density per unit mass of the host-plant species) when their food plants grow in high-density patches in pure stands. 2. We tested the resource concentration hypothesis for nine specialist insect herbivore species sampled from a field experiment where plant diversity had been manipulated experimentally, generating gradients of host-plant abundance. 3. The specialist insects responded to varying host-plant abundance in two contrasting ways: as expected, specialist herbivore species were more likely to be present when their host-plant species were abundant; however, counter to predictions, in plots where specialists were present we found strong negative linear relationships between herbivore loads and host-plant abundances - a 'resource dilution' rather than concentration effect. 4. Increased plant species-richness had an additional, but weak, negative influence on loads beyond that due to host-plant abundance. 5. We discuss the implications of resource dilution effects for biodiversity manipulation experiments and for the study of plant-herbivore interactions more generally. © 2005 British Ecological Society.",171,Journal,ar,Article,100,3,3,BIODEPTH project | Host-plant abundance | Plant diversity | Resource concentration | Specialist insect herbivores,29544,undefined,0,FALSE,NA,NA,99
true,https://api.elsevier.com/content/abstract/scopus_id/14844354716,SCOPUS_ID:14844354716,2-s2.0-14844354716,Predictors of reproductive cost in female Soay sheep,Tavecchia G.,Journal of Animal Ecology,00218790,NA,74,2,201-213,2005-01-01,March 2005,10.1111/j.1365-2656.2005.00916.x,"1. We investigate factors influencing the trade-off between survival and reproduction in female Soay sheep (Ovis aries). Multistate capture-recapture models are used to incorporate the state-specific recapture probability and to investigate the influence of age and ecological conditions on the cost of reproduction, defined as the difference between survival of breeder and non-breeder ewes on a logistic scale. 2. The cost is identified as a quadratic function of age, being greatest for females breeding at 1 year of age and when more than 7 years old. Costs, however, were only present during severe environmental conditions (wet and stormy winters occurring when population density was high). 3. Winter severity and population size explain most of the variation in the probability of breeding for the first time at 1 year of life, but did not affect the subsequent breeding probability. 4. The presence of a cost of reproduction was confirmed by an experiment where a subset of females was prevented from breeding in their first year of life. 5. Our results suggest that breeding decisions are quality or condition dependent. We show that the interaction between age and time has a significant effect on variation around the phenotypic trade-off function: selection against weaker individuals born into cohorts that experience severe environmental conditions early in life can progressively eliminate low-quality phenotypes from these cohorts, generating population-level effects. © 2005 British Ecological Society.",130,Journal,ar,Article,100,7,7,Multistate model | Recruitment | Survival | Trade-off function,29544,undefined,0,FALSE,NA,NA,100
true,https://api.elsevier.com/content/abstract/scopus_id/13844303638,SCOPUS_ID:13844303638,2-s2.0-13844303638,Digestive bottleneck affects foraging decisions in red knots Calidris canutus. I. Prey choice,Van Gils J.A.,Journal of Animal Ecology,00218790,NA,74,1,105-119,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00903.x,"1. Rate-maximizing foragers that only divide their time between searching and handling prey should, according to the classical contingency model (CM), only select those prey whose energy content per unit handling time (i.e. profitability) exceeds or equals long-term average energy intake rate. 2. However, if digestively constrained foragers were to follow this so-called 'zero-one rule', they would need to take digestive breaks and their energy intake over total time would not be maximized. They should, according to the digestive rate model (DRM), also consider the rate at which a prey type is digested (i.e. digestive quality), such that time lost to digestive breaks is minimized. 3. In three different contexts, we tested these competing models in a mollusc-eating shorebird, the red knot (Calidris canutus), that is often digestively constrained due to its habit of ingesting its bulky prey whole. Measurements on gizzard size (using ultrasonography) and prey-characteristics confirmed that in each test the birds were digestively bottlenecked and should thus follow the DRM in order to maximize long-term energy intake. 4. In the first experiment, knots were offered a choice between two fully exposed prey, and tended to select prey by the criterion of digestive quality rather than profitability. 5. In the second experiment, knots were offered two buried prey types and preferred the highest quality prey to the most profitable prey. 6. In the wild, knots mainly fed on high quality Mya and largely ignored poor quality, but equally profitable, Cerastoderma. 7. Thus, each test verified the predictions of the DRM and rejected those of the CM. Given that many species face digestion constraints, we expect that the DRM is likely to explain diet composition in many more studies.",110,Journal,ar,Article,100,7,7,Contingency model | Digestive constraint | Digestive rate model | Foraging decision | Gizzard | Intake rate | Optimal diet | Optimal foraging theory | Patch | Prey choice,29544,undefined,0,FALSE,all,All Open Access,101
true,https://api.elsevier.com/content/abstract/scopus_id/13844301904,SCOPUS_ID:13844301904,2-s2.0-13844301904,Optimal bird migration and predation risk: A field experiment with northern wheatears Oenanthe oenanthe,Schmaljohann H.,Journal of Animal Ecology,00218790,NA,74,1,131-138,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00905.x,"1. Experiments testing predictions of optimal migration theory so far have concentrated on time and energy as the expenses that birds strive to minimize during migration. Taking advantage of the high variation in numbers of migrating raptors over the island of Helgoland, a field experiment with northern wheatears Oenanthe oenanthe was carried out whereby special attention was paid to predation risk as a possible factor in the organization of migration. 2. Remote weighing of colour-marked birds supplied with ad libitum food revealed a positive correlation between departure fuel load and fuel deposition rate (FDR), an indication that wheatears during autumn migration behave like time-minimizers, which expect global variation of FDR. 3. Predation risk was measured as the rate of raptors flying over. This danger from the environment did not directly affect the departure decision of wheatears, but their FDR was negatively correlated with predation risk. Thus, predation risk influenced the stopover decision via FDR, because time-minimizers are said to skip stopover sites with low FDR when better refuelling conditions may be expected elsewhere along the migration route. 4. Departure fuel load was independent of the cost-benefit relation of predation risk and FDR, a confirmation that wheatears do not directly minimize predation risk during migration.",78,Journal,ar,Article,100,2,2,Fuel deposition rate | Optimal migration theory | Time minimization,29544,undefined,1,TRUE,all,All Open Access,102
true,https://api.elsevier.com/content/abstract/scopus_id/13844300183,SCOPUS_ID:13844300183,2-s2.0-13844300183,"Seasonal growth patterns of wild juvenile fish: Partitioning variation among explanatory variables, based on individual growth trajectories of Atlantic salmon (Salmo salar) parr",Bacon P.J.,Journal of Animal Ecology,00218790,NA,74,1,1-11,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00875.x,"1. We present an empirical, analytical model that estimates both temperature and seasonal response functions for the growth of wild juvenile fish without the need for costly tank experiments in less realistic conditions. 2. Analysis of monthly recapture data on the lengths and weights of individual wild juvenile fish demonstrates that simple temperature-driven models of growth can be less informative than more realistic, empirical, models. 3. A case study of wild Atlantic salmon parr (Salmo salar) showed that: most growth took place in a 10-week period in spring, at temperatures below those that previous published models report as necessary for rapid growth and at faster rates than the maximum that previous models predicted. 4. Temperature and fish size allometry explained 45% of growth variation, but the effects of temperature were significantly and markedly different at different seasons. 5. Seasonal effects explained an additional 18% of the variation and were strongly associated with the abundance of potential 'drift' food. 6. The seasonal patterns for growth in length and weight were different, implying differential allocation of resources to structural and reserve tissues. 7. The growth patterns of sexually maturing male parr and emigrants also differed in comparison to other parr. 8. Condition factor, length at first capture and seasonal interactions with both early maturity and smolting explained another 7% of the variation. 9. However, individual fish did not grow consistently better, or worse, than the 'average' fish. 10. This study emphasizes the necessity to test the adequacy of laboratory-based physiological models with suitably detailed field data and to focus model refinement by identifying processes which otherwise confound interpretation.",88,Journal,ar,Article,100,5,5,Defended energy reserves | Drift-food availability | Individual variation | Process-models | Temperature,29544,undefined,1,TRUE,all,All Open Access,103
true,https://api.elsevier.com/content/abstract/scopus_id/13844300181,SCOPUS_ID:13844300181,2-s2.0-13844300181,The effects of plant structure on the spatial and microspatial distribution of a bromeliad-living jumping spider (Salticidae),Romero G.,Journal of Animal Ecology,00218790,NA,74,1,12-21,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00893.x,"1. In several regions of South America, the neotropical jumping spider Psecas chapoda inhabits and reproduces strictly on the bromeliad Bromelia balansae. Previous studies reported that this spider is more frequent on bromeliads in grasslands than on those growing in forests, and on larger plants, but only when the bromeliads are without inflorescence. Upon blooming, B. balansae fold their leaves back, thereby changing the plant architecture from a tri-dimensional to a bi-dimensional flattened shape, and our hypothesis is that this alteration affects the spider's habitat-selection decisions. 2. In the present study, we examined experimentally the effects of inflorescence, plant size and blockade of the axil of the leaves (spider shelters) of forest bromeliads on the colonization of a bromeliad by P. chapoda. By using sticky traps, we also compared prey availability in grassland and forest. 3. Plants with simulated inflorescence were colonized at a lower frequency than those without inflorescence simulation. Grassland bromeliads in which the rosettes were blocked with dry leaves were colonized less frequently than open bromeliads, whereas forest bromeliads from which dry leaves had been removed were not colonized. Spiders generally abandoned bromeliads in which three-quarters of the length of the leaves had been removed, although females with eggsacs remained on these plants. Prey availability (biomass and number) was up to 18 fold higher in the grassland than in the forest. These results suggest that microhabitat structure and prey availability shape the spatial distribution of P. chapoda populations. 4. Our findings suggest that Psecas chapoda can evaluate, in fine detail, the physical state of its microhabitat, and this unusual spider-plant association is readily destabilized by changes in the microhabitat (i.e., it is strictly dependent on the size and morphology of the host plant). This study is one of the few to report a strict association between a spider species and its host plant, and also one of the few to examine the effects of habitat and microhabitat structure on the spatial distribution of active hunters on plants.",62,Journal,ar,Article,100,2,2,Animal-plant interaction | Bromeliad architecture | Habitat and microhabitat structure | Psecas chapoda | Salticidae | Spider colonization,29544,undefined,0,FALSE,NA,NA,104
true,https://api.elsevier.com/content/abstract/scopus_id/13844284223,SCOPUS_ID:13844284223,2-s2.0-13844284223,Butterfly life history and temperature adaptations; dry open habitats select for increased fecundity and longevity,Karlsson B.,Journal of Animal Ecology,00218790,NA,74,1,99-104,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00902.x,"1. Evidence suggests that changes of temperature-related performance curves can trigger a selective response in life-history traits. Hence, it should be expected that insects adapted to different temperature regimes should exhibit optimal performance at the temperature to which they are adapted. 2. To test this idea we investigated how fecundity and longevity are influenced by ambient temperatures in a set of satyrine butterflies adapted to live in dry open landscapes or in closed forest landscapes, respectively, by keeping egg-laying adult females at five different constant temperatures ranging between 20 and 40°C. 3. We studied four species, two of which are confined to dry and hot open habitats, namely the grayling (Hipparchia semele) and the small heath (Coenonympha pamphilus), and two of which are shade dwelling, namely the ringlet (Aphantopus hyperantus) and the speckled wood butterfly (Pararge aegeria). 4. As predicted, the results showed that lifetime fecundity exhibited bell-shaped curves in relation to temperature with the open landscape group peaking at a higher temperature, 30°C, compared with the shade-dwelling group that peaked at 25°C. Longevity decreased with increasing temperatures among all species, but the open landscape living species survived better at higher temperatures. Moreover, although the magnitude of reproductive effort measured as lifetime egg mass did not differ between the two ecological groups, lifetime fecundity did with open landscape species laying more and smaller eggs than the shade-dwelling species. 5. This difference in life-history character traits suggests either that dry and relatively warm open habitats open life-history opportunities in terms of higher fecundity and longevity that remain closed to butterflies adapted to cooler temperatures, or that life in dry open habitats actively selects for higher fecundity and survival as a result of increased offspring mortality.",68,Journal,ar,Article,100,2,2,Fitness | Lepidoptera | Life history | Nymphalidae | Reproduction | Temperature,29544,undefined,0,FALSE,NA,NA,105
true,https://api.elsevier.com/content/abstract/scopus_id/13844284212,SCOPUS_ID:13844284212,2-s2.0-13844284212,"Male-biased dispersal, female philopatry, and routes to fitness in a social corvid",Williams D.A.,Journal of Animal Ecology,00218790,NA,74,1,150-159,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00907.x,"1. Dispersal in many species is sex-biased. Greenwood (1980, Animal Behaviour, 28, 1140-1162) hypothesized that the direction of sex bias was dependent on the mating system, and suggested that female-biased dispersal in birds is associated with monogamy and resource defence by males, while mammalian male-biased dispersal is associated with polygyny and male defence of mates. 2. Cooperatively breeding brown jays Cyanocorax morio live in large territorial groups and are one of the few bird species known to exhibit male-biased dispersal. Survivorship of adults is high, and both males and females delay breeding for many years. 3. In this study, dispersers almost always moved to neighbouring social groups, rarely in response to a known breeding vacancy, and both sexes dispersed into groups with fewer members of the same sex than their origin group. 4. Dispersal and extra-group forays were strongly male biased. Forays were more common during nest building and egg laying, suggesting that males were monitoring mating opportunities, and many males later dispersed into the groups they visited. Genetic parentage analyses indicated that males mainly obtain paternity outside their natal groups through extra-group forays and dispersal. 5. The major routes to breeding status for females are inheritance of breeding positions on their natal territories and/or breeding there concurrently with an established breeder. Females usually dispersed on their own into groups where reproductive success had previously been poor. 6. Kin facilitation appears to affect male dispersal options: related males formed coalitions and tended to disperse to groups where male relatives were already established. 7. Male dispersal, female philopatry, and a matrilineal society correspond to three of Greenwood's seven predictions for a 'mate-defence' system, but overt mate defence itself is absent, territorial defence is communal, and genetic polyandry is common. Social behaviour appears to affect a reversal in sex-specific costs and benefits of dispersal, so that females benefit from philopatry and matrilineal inheritance, while males benefit from expanded dispersal options in part through kin facilitation, but without effective mate defence or clear cut sex-specific resource defence.",72,Journal,ar,Article,100,2,2,Cooperative breeding | New World jays | Sex-biased dispersal | Tropical birds,29544,undefined,1,TRUE,all,All Open Access,106
true,https://api.elsevier.com/content/abstract/scopus_id/13844282404,SCOPUS_ID:13844282404,2-s2.0-13844282404,The effect of propagule size on the invasion of an alien insect,Memmott J.,Journal of Animal Ecology,00218790,NA,74,1,50-62,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00896.x,"1. The movement of species from their native ranges to alien environments is a serious threat to biological diversity. The number of individuals involved in an invasion provides a strong theoretical basis for determining the likelihood of establishment of an alien species. 2. Here a field experiment was used to manipulate the critical first stages of the invasion of an alien insect, a psyllid weed biocontrol agent, Arytainilla spartiophila Förster, in New Zealand and to observe the progress of the invasion over the following 6 years. 3. Fifty-five releases were made along a linear transect 135 km long: 10 releases of two, four, 10, 30 and 90 psyllids and five releases of 270 psyllids. Six years after their original release, psyllids were present in 22 of the 55 release sites. Analysis by logistic regression showed that the probability of establishment was significantly and positively related to initial release size, but that this effect was important only during the psyllids' first year in the field. 4. Although less likely to establish, some of the releases of two and four psyllids did survive 5 years in the field. Overall, releases that survived their first year had a 96% chance of surviving thereafter, providing the release site remained secure. The probability of colony loss due to site destruction remained the same throughout the experiment, whereas the probability of natural extinction reduced steeply over time. 5. During the first year colonies were undergoing a process of establishment and, in most cases, population size decreased. After this first year, a period of exponential growth ensued. 6. A lag period was observed before the populations increased dramatically in size. This was thought to be due to inherent lags caused by the nature of population growth, which causes the smaller releases to appear to have a longer lag period.",107,Journal,ar,Article,100,5,5,Alien | Biocontrol | Establishment | Invasion | Lag period | Release size,29544,undefined,0,FALSE,NA,NA,107
true,https://api.elsevier.com/content/abstract/scopus_id/13844282315,SCOPUS_ID:13844282315,2-s2.0-13844282315,Processing of two detritus types by lake-dwelling shredders: Species-specific impacts and effects of species richness,Bjelke U.,Journal of Animal Ecology,00218790,NA,74,1,92-98,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00901.x,"1. In studies of processes in ecosystems, species are often merged into functional groups. The concept of functional groups requires that species have a similar function with respect to some process. However, in many cases little is known whether the actual species are sufficiently similar. 2. In the present study, species-specificity among lake-dwelling detritivores was investigated. Microcosms were used to test 10 species of shredders regarding ability to process alder (Alnus glutinosa) and oak (Quercus robur) leaves. Taxonomically, nine species were caddisfly larvae (Trichoptera Limnephilidae) and one a freshwater louse (Isopoda Asellidae). 3. The shredders differed significantly in ability to process leaf litter. The most common shredder in lakes of the study area (SE Sweden), the isopod Asellus aquaticus, was shown to be inferior both in terms of capacity per individual and per g animal biomass. Also among the trichopterans, significant differences were found. 4. Consequently, these species cannot be treated as a unit with equal properties in the decomposition process. 5. In addition, 12 multispecies combinations of the shredders were tested for synergistic effects breaking down alder and oak leaves. No positive or negative effects due to species richness were found; it was possible to predict the yield of multispecies treatments using the decomposition output from the single species experiment.",21,Journal,ar,Article,100,2,2,Decomposition | Ecosystem functioning | Functional groups | Shredders | Species richness,29544,undefined,1,TRUE,all,All Open Access,108
true,https://api.elsevier.com/content/abstract/scopus_id/13844282309,SCOPUS_ID:13844282309,2-s2.0-13844282309,"Describing breeding territories of migratory passerines: Suggestions for sampling, choice of estimator, and delineation of core areas",Barg J.,Journal of Animal Ecology,00218790,NA,74,1,139-149,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00906.x,"1. The goals of this study were to investigate the possibility of using kernel techniques to estimate male breeding territory size and delineate core areas, focusing on a small nontransmitter bearing bird, the cerulean warbler. We then compared the performance of kernel estimators with traditionally used minimum convex polygons (MCP). 2. Given the lack of a consistent across-male sample size-area relationship, we opted to use each male's full set of locations in the kernel calculation rather than standardizing sample size across males. 3. All locations collected for each male were biologically independent though statistically autocorrelated. Subsampling locations did not achieve independence even at time intervals far exceeding biological independence. 4. The physical space bounded by kernel and MCP methods differed drastically in certain cases, especially in situations where there were large areas within a territory that were never visited during our data collection sessions. 5. Kernel methods of territory estimation were far more accurate and informative than MCP for cerulean warblers. We suggest that evenly sampling individuals in a biologically relevant manner during a strictly defined study period is more important than standardizing sample size across individuals. Furthermore, sampling regimes can safely be guided by biological vs. statistical independence timelines. 6. Avian biologists should consider kernel estimators as an option especially for habitat selection studies where accurate territory boundary and size estimation is crucial.",124,Journal,ar,Article,100,3,3,Biological independence | Cerulean warbler Dendroica cerulea | Fixed kernel | Spatial autocorrelation | Utilization distribution,29544,undefined,0,FALSE,NA,NA,109
true,https://api.elsevier.com/content/abstract/scopus_id/13844280109,SCOPUS_ID:13844280109,2-s2.0-13844280109,Can solitary spiders (Araneae) cooperate in prey capture?,Pekár S.,Journal of Animal Ecology,00218790,NA,74,1,63-70,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00897.x,"1. Cooperation in prey capture has never been reported for a solitary spider. Here, we conducted a laboratory experiment to determine if group hunting occurs in the ant-eating Zodarion spiders and if it yields higher individual benefit than solitary prey capture. 2. Spiderlings of the second instar were kept in groups of one, three and six individuals. Their foraging behaviour was studied with two ant species as prey: a large Messor and a small Tapinoma. 3. Groups of three and six spiders had better capture success than a single individual. The paralysis time of Messor was reduced as the number of spiders in a group increased, while that of Tapinoma ants was similar for all group sizes. The feeding time on Messor increased with the number of spiders in a group; all six individuals could feed simultaneously. For Tapinoma ants, six spiders fed for a significantly shorter time than the group of three spiders due to more intraspecific interactions. Only one to two spiders fed on Tapinoma at the same time. For spiders feeding on Messor the individual gain was on average 1.5 times greater than that when feeding on Tapinoma. The per capita gain decreased with group size but was not shared equally between the group members: the catchers gained about twice as much as the intruders. The catchers, however, experienced higher capture risk than intruders. 4. Our results show that solitary foraging is more beneficial when Zodarion spiders hunt small ants, while the strategy of group foraging is more beneficial when hunting large ants. The observed foraging behaviour of immature Zodarion spiders seems to be an example of mutual parasitism in which catchers are parasitized by intruders. Such interaction has a character of cooperation on a long-term scale.",19,Journal,ar,Article,100,3,3,Evolution | Group hunting | Kleptobiosis | Myrmecophagy | Social,29544,undefined,1,TRUE,all,All Open Access,110
true,https://api.elsevier.com/content/abstract/scopus_id/13844278199,SCOPUS_ID:13844278199,2-s2.0-13844278199,An experimental test of the nature of predation: Neither prey- nor ratio-dependent,Schenk D.,Journal of Animal Ecology,00218790,NA,74,1,86-91,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00900.x,"1. There is a current debate about the appropriateness of prey-dependent vs. ratio-dependent functional responses in predator-prey models. This is an important issue as systems governed by these models exhibit quite different dynamical behaviour. However, the issue is not yet resolved on a theoretical basis, and there is a lack of experimental evidence in natural systems. We used a paper wasp-shield beetle system in a natural setting to assess the validity of either approach. 2. We manipulated the abundance of herbivorous insect prey on thistle plants and of predatory paper wasps in the immediate environment of the prey by opening or closing cages containing wasp nests. 3. The number of wasps foraging at the site increased when cages were opened, but rapidly reached an asymptote, indicating predator interference. The predation rate per predator decreased with the number of wasps in the environment. Thus, the functional response depended on both prey and predator density. 4. Neither a pure prey- nor a pure ratio-dependent model fitted perfectly our observations. However, the functional response of the paper wasps towards shield beetle larvae was closer to ratio-dependence. To our knowledge, this is the first experimental evidence discriminating between ratio- and prey-dependence in a natural setting with unconfined predators and prey. 5. Predator interference was most probably responsible for the specific form of the functional response found. We found indications that both direct (e.g. aggression) and indirect interference mechanisms (e.g. depletion of easy-to-find prey) were at work in our system. We conclude that predator density cannot be ignored in models of predator-prey interactions.",44,Journal,ar,Article,100,3,3,Cassida rubiginosa | Functional response | Polistes dominulus | Predation rate | Predator interference,29544,undefined,0,FALSE,all,All Open Access,111
true,https://api.elsevier.com/content/abstract/scopus_id/13844278183,SCOPUS_ID:13844278183,2-s2.0-13844278183,Weather to disperse? Evidence that climatic conditions influence vertebrate dispersal,Walls S.S.,Journal of Animal Ecology,00218790,NA,74,1,190-197,2005-01-01,January 2005,10.1111/j.1365-2656.2005.00914.x,"1. Dispersal is regarded as critical to the stability of existing populations and the spread of invading species, but empirical data on the effect of travelling conditions during the transfer phase are rare. We present evidence that both timing and distance of ex-natal dispersal in buzzards (Buteo buteo) are strongly affected by weather. 2. Dispersal was recorded more often when the wind changed to a more southerly direction from the more common westerly winds, and when minimum temperatures were lower. The effect of wind direction was greatest in the winter and minimum temperature was most important in the autumn. Poor weather did not appear to initiate dispersal. 3. Dispersal distance was most strongly correlated with maximum temperature during dispersal and wind direction in the following 5-day period. Combined with the sex of the buzzard these three variables accounted for 60% of the variation in dispersal distance. 4. These results are important for conservationists who manage species recovery programs and wildlife managers who model biological invasions.",36,Journal,ar,Article,100,3,3,Buzzard | Dispersal | Raptor | Weather,29544,undefined,1,TRUE,all,All Open Access,112
true,https://api.elsevier.com/content/abstract/scopus_id/13844273242,SCOPUS_ID:13844273242,2-s2.0-13844273242,Living slow and dying young? Life-history strategy and age-specific survival rates in a precocial small mammal,Kraus C.,Journal of Animal Ecology,00218790,NA,74,1,171-180,2005-01-01,January 2005,10.1111/j.1365-2656.2004.00910.x,"1. Mammalian life histories can be ordered along a slow-fast continuum from slow-developing, long-lived species with low reproductive rates at one end to rapidly developing, short-lived species with high reproductive rates at the other. Body size and mortality rate are strong correlates of the slow-fast axis, whereby juvenile and adult mortality rates correlate positively but are linked to certain life-history traits with differing strengths. The strong covariation of life-history traits renders it difficult to evaluate the adaptive value of single life-history elements. Species that deviate from the common pattern might help to identify specific selected strategies. 2. Caviomorph rodents show an unusual combination of life-history traits. Like slow-living mammals, they produce few precocial young after long gestation periods, but they have the early maturation potential of their fast-living counterparts. This combination of life-history traits suggests low levels of juvenile mortality but high adult mortality rates, and thus an unusually low ratio of juvenile to adult mortality compared to other small mammals. To test these predictions, we modelled age-specific survival probabilities using capture-recapture data from a wild population of Cavia magna. 3. Patterns of age-specific survival rates were in accordance with the predictions, but atypical for small mammals. Levels of adult survival were low, and comparable to those of much smaller rodent species. Juvenile survival probabilities were high relative to those reported for other small mammals and reached adult levels after only 1 month. The ratio of adult to early juvenile survival depended strongly on the date of birth. Whereas survival of young from the first birth cohort in spring did not differ from that of adults, early survivorship of later cohorts was lower. 4. Our results fit expectations from life-history theory and suggest that high levels of adult mortality selected for the early onset of reproduction in wild cavies. The comparatively low juvenile mortalities are probably a consequence of the precocial state of the cavy offspring. We suggest that the reproductive strategy of cavies represents a different solution to the trade-off between fecundity and juvenile survival compared to altricial small mammals.",57,Journal,ar,Article,100,4,4,Altricical-precocial dichotomy | Cavies | Fecundity-juvenile survival trade-off | Slow-fast continuum | Small mammals,29544,undefined,1,TRUE,all,All Open Access,113
true,https://api.elsevier.com/content/abstract/scopus_id/13844273237,SCOPUS_ID:13844273237,2-s2.0-13844273237,Gain functions for large herbivores: Tests of alternative models,Searle K.R.,Journal of Animal Ecology,00218790,NA,74,1,181-189,2005-01-01,January 2005,10.1111/j.1365-2656.2005.00911.x,"1. The gain function describes the amount of food consumed in a patch as a function of patch residence time. Gain functions play a central role in foraging theory but alternative functional forms portraying dynamics of gain have not been evaluated. We evaluated the strength of evidence in the data for alternative gain functions of mule deer (Odocoileus hemionus, Rafinesque 1817) and blue duikers (Cephalophus monticola, Blythe 1848) feeding in patches composed of different plant species and plant sizes. 2. Gain functions decelerated with patch residence time, but there was considerable variation among individual animals and patch types in the nature of this response. Asymptotic and piecewise-linear models received the greatest support in the data. 3. Deceleration in gain was caused by a composite of effects that retarded instantaneous intake rate, including reductions in bite mass and increases in bite interval (time between successive bites). Bite interval increased as a result of increases in processing time of accumulated forage in the mouth, rather than increases in time allocated to cropping. 4. We demonstrated that unwarranted assumptions about the shape of gain functions can have profound effects on predictions of patch models. Predictions of the classical patch model using purely asymptotic gain functions contrasted sharply with predictions of model-averaged gain functions that were supported by the data.",26,Journal,ar,Article,100,4,4,Functional response | Herbivore | Marginal value theorem | Patch depression,29544,undefined,0,FALSE,NA,NA,114
