@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33745023621,SCOPUS_ID:33745023621,2-s2.0-33745023621,"Feeding fauna and foraging habits of tiger beetles found in agro-ecosystems in Western Ghats, India",Sinu P.A.,Biotropica,00063606,17447429,38,4,500-507,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00174.x,5,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,41,"Cicindela (Calochroa) whithilli (Hope) and Cicindela (Calochroa) flavomaculata Hope (Cicindelidae: Coleoptera) are seasonally dominant predatory insects in the cultivated, and irrigated rice paddy fields of the South Indian peninsula. While studying the feeding ecology of these tiger beetles in rice paddy agro-ecosystems in Sringeri area of the central Western Ghats, we examined their potential as biocontrols on the major rice paddy pest populations available in this region. Earthworms and tadpoles were significant prey organisms during the early cultivation period, while other traditional prey organisms like ants and spiders (mainly wolf and jumping spiders) were more common as prey organisms toward the mid-season. The results showed that the feeding fauna of tiger beetles can extend to prey items beyond arthropods, to include vertebrates. Cicindela (Calochroa) duponti Dejean is another common species that occurs abundantly in the Areca orchards and on the bunds that separate rice paddy fields from adjacent uncultivated lands. We performed laboratory tests to determine the feeding guild of these beetles, and to investigate their possible role as a predator of the rice paddy pests. Although preliminary in nature, the results suggest that both C. whithilli and C. flavomaculata are ineffective as biocontrol agents of rice paddy agro-ecosystems. They appear to have only a marginal impact on the larvae of Leptocorisa acuta, a major insect pest of paddy rice, but further experimental and observational studies are needed to firmly establish the significance of this observation. © 2006 The Author(s).",Cicindela flavomaculata | Cicindela whithilli | Feeding guild | Generalist predators | India | Rice paddy agro-ecosystems | Western Ghats,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745023336,SCOPUS_ID:33745023336,2-s2.0-33745023336,Processes driving ontogenetic succession of galls in a canopy tree,Fonseca C.,Biotropica,00063606,17447429,38,4,514-521,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00175.x,34,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,42,"Herbivores can be associated with distinct ontogenetic stages of their host in a nonseasonal, directional, and continuous pattern of colonization and extinction of species populations called ontogenetic succession, but the processes behind this pattern are still largely unknown. We used plants of Cryptocarya aschersoniana Mez (Lauraceae) belonging to different ontogenetic stages, to examine how the density of different gall-inducing insects varies along the ontogeny of the host, and how gall density is influenced by mechanisms associated with host quality (plant height, plant shape, leaf area, specific leaf area, and hypersensitivity), and by mechanisms associated with their natural enemies (parasitoids, pathogens, and predators). In a remnant of Araucaria Forest, located in the São Francisco de Paula National Forest (Brazil), gall density (ind./100 g of leaf) was obtained for 42 plants of C. aschersoniana divided into three height classes. Two galling species were recorded, showing quite distinct density patterns among height classes of C. aschersoniana. While Hymenoptera gall density decreased almost 50 times from small plants to canopy trees, Hemiptera gall density increased almost 10 times. Path analyses showed that Hymenoptera density was higher in smaller plants, independent of other host traits, while Hemiptera density was higher in plants exhibiting smaller leaves. Natural enemies were not detected in the Hemiptera population, and mortality rates due to predators, parasitoids, and pathogens did not affect Hymenoptera density. Processes associated with plant quality play the main role in generating the observed ontogenetic succession pattern. © 2006 The Author(s).",Araucaria Forest | Cryptocarya aschersoniana | Hypersensitivity | Leaf area | Ontogenetic succession | Parasitism | Pathogen | Plant height | Predation | Specific leaf area,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745020121,SCOPUS_ID:33745020121,2-s2.0-33745020121,The use of French spikes to collect botanical vouchers in permanent plots: Evaluation of potential impacts,De Castilho C.V.,Biotropica,00063606,17447429,38,4,555-557,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00172.x,8,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,43,"We evaluated the impacts of the use of French climbing spikes on the growth rate and survival of trees during an interval of 14-28 mo. No climbed tree died during this interval and the growth rates of the climbed trees were not different from those trees that were not climbed. We recommend that users always record when a tree is climbed using spikes, especially in permanent plots. © 2006 The Author(s).",Amazonia | Botanical vouchers | Brazil | French spikes | Permanent plot | Tree climbing,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745015778,SCOPUS_ID:33745015778,2-s2.0-33745015778,The uncertain future of tropical forest species,Wright S.J.,Biotropica,00063606,17447429,38,4,443-445,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00177.x,79,Journal,no,Note,100,2,2,13817,undefined,0,FALSE,44,NA,Biodiversity loss | Deforestation rates | Population projections | Secondary forests | Species extinction,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646505710,SCOPUS_ID:33646505710,2-s2.0-33646505710,"Soil seedbank in a dipterocarp rain forest in Xishuangbanna, Southwest China",Tang Y.,Biotropica,00063606,17447429,38,3,328-333,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00149.x,15,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,45,"Dipterocarp rain forest reaches its northern latitudinal limit in Xishuangbanna, Southwest China. We studied the soil seedbank of dipterocarp rain forest in Xishuangbanna during the dry and wet seasons. Results showed that there were large seed accumulations in both the dry (mean ± SD; 3925 ± 2533 seeds/m2) and wet seasons (5415 ± 3232 seeds/m2). One hundred and sixteen species of seed plants were identified from germination, 66 percent of which were woody species. Weed or pioneer species dominated the seedbank. The soil seedbank in Xishuangbanna had similar species composition as compared to those in tropical Asia, but higher seed storage reflects the intense disturbance and forest fragmentation in this area. © 2006 by The Association for Tropical Biology and Conservation.",Forest regeneration | Soil seed germination | Tropical rain forest | Xishuangbanna,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646491347,SCOPUS_ID:33646491347,2-s2.0-33646491347,"Geological history, flora, and vegetation of Xishuangbanna, southern Yunnan, China",Zhu H.,Biotropica,00063606,17447429,38,3,310-317,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00147.x,139,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,46,"Xishuangbanna of southern Yunnan is biogeographically located at a transitional zone from tropical Southeast (SE) Asia to subtropical East Asia, and is at the junction of the Indian and Burmese plates of Gondwana and the Eurasian plate of Laurasia. The flora of the region consists of a recorded 3336 native seed plant species, belonging to 1140 genera in 197 families, among which 83.5 percent are tropical genera and 32.8 percent are endemic to tropical Asia, suggesting a strong affinity to tropical Asian flora. The vegetation of Xishuangbanna is organized into four forest types: tropical rain forest, tropical seasonal moist forest, tropical montane evergreen broad-leaved forest, and tropical monsoon forest. The tropical rain forest in Xishuangbanna has the same floristic composition of families and genera as some lowland equatorial rain forests in SE Asia, and is dominated (with a few exceptions) by the same families both in species richness and stem dominance. The exceptions include some deciduous trees in the canopy layer, fewer megaphanerophytes and epiphytes, and a higher abundance of lianas and microphyllic plants. We consider the tropical rain forest of Xishuangbanna as a type of tropical Asian rain forest, based on their conspicuous similarities in ecological and floristic characteristics. © 2006 by The Association for Tropical Biology and Conservation.",Floristic composition | Southern Yunnan | Tropical rain forest | Vegetation types | Xishuangbanna,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646488559,SCOPUS_ID:33646488559,2-s2.0-33646488559,Floral visitors and pollination of Psychotria tenuinervis(Rubiaceae): Distance from the anthropogenic and natural edges of an Atlantic forest fragment,Ramos F.N.,Biotropica,00063606,17447429,38,3,383-389,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00152.x,34,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,47,"Pollinators, especially insects, could be influenced by forest fragmentation. The aim of this paper was to examine whether there were differences in 1) the communities of floral visitors; 2) the frequency of visits; and 3) the fruit and seed sets of individuals of Psychotria tenuinervis occurring at anthropogenic edges (AEs), natural edges (NEs), and in the forest interior (FI) in 2 yr of study. In 2002, the total number of flower visits was greater in NE and lower in AE, while no difference among habitats was found in 2003. There were differences among sample plots, within habitats, in both years. Bees were the most frequent visitors of P. tenuinervis flowers, and the introduced honeybee Apis mellifera was the most common species observed. There were no differences in the fruit and seed sets, or in the density of reproductive individuals of P. tenuinervis among habitats. However, in 2002, NE showed the greatest proportion of fruits per flower and AE the smallest. The similarity among the habitats was probably due to the marked variation or heterogeneity among the sample plots and among the plants within the habitats, which may have masked any interhabitat differences. The observed heterogeneity and the likely importance of other factors, such as gaps and the age of the edge, on the fragment studied, could be viewed as important issues for conservation programs. © 2006 by The Association for Tropical Biology and Conservation.",Bees | Edge | Floral visitors | Fragmentation | Fruit set | Pollination | Seed set,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646486619,SCOPUS_ID:33646486619,2-s2.0-33646486619,Recovery of a subtropical dry forest after abandonment of different land uses,Colón S.M.,Biotropica,00063606,17447429,38,3,354-364,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00159.x,81,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,48,"We studied the ecological characteristics of 45-50-yr-old subtropical dry forest stands in Puerto Rico that were growing on sites that had been deforested and used intensively for up to 128 yr. The study took place in the Guánica Commonwealth Forest. Our objective was to assess the long-term effects of previous land use on this forest - i.e., its species composition, structure, and functioning. Previous land-use types included houses, farmlands, and charcoal pits. Stands with these land uses were compared with a nearby mature forest stand. The speed and path of forest recovery after deforestation and land-use abandonment depended on the conditions of the land. Study areas where land uses had removed the forest canopy and altered soil conditions (houses and farmlands) required a longer time to recover and had a different species composition than study areas where land uses retained a forest canopy (charcoal pits). Different forest attributes recovered at different rates. Crown area index, stem density, and litterfall rate recovered faster than stemwood and root, biomass, tree height, and basal area. Where previous land uses removed the canopy, Leucaena leucocephala, a naturalized alien pioneer species, dominated the regrowth. Native species dominated abandoned charcoal pits and mature forest. The change in species composition, including the invasion of alien species, appears to be the most significant long-term effect of human use and modification of the landscape. © 2006 by The Association for Tropical Biology and Conservation.","Alien species | Biomass | Caribbean forests | Disturbances | Dry forests | Land-use change, litterfall | Plant diversity | Puerto Rico | Rehabilitation | Secondary succession | Subtropical forests",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646485583,SCOPUS_ID:33646485583,2-s2.0-33646485583,Growth rates and body condition in Norops polylepis (Polychrotidae) vary with respect to sex but not mite load,Schlaepfer M.,Biotropica,00063606,17447429,38,3,414-418,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00157.x,10,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,49,"Norops polylepis is a common anoline lizard that occupies both forest and pasture habitats at various elevations in southern Costa Rica. Previous studies have documented significant spatial variation in mite loads (Eutrombicula chiggers) on N. polylepis. My objective was to investigate whether mite load has a negative impact on growth rates and body condition. Growth rates were estimated in three sites using mark-recapture with three intensive sampling periods over 12 mo. Nine hundred and forty lizards were captured and 200 individuals were recaptured across sampling periods. Mite load was significantly higher in forests than in pastures, and varied significantly among study sites. Males grew faster than females, and females and juveniles had higher body condition than males. I was unable, however, to detect any influence of mite load on growth rates or body condition. I conclude that Eutrombicula chiggers are either largely benign for N. polylepis or, if they do exert a negative effect on fitness, it is mediated through a trait other than growth or body condition. © 2006 by The Association for Tropical Biology and Conservation.",Body condition | Costa Rica | Eutrombicula | Growth rate | Norops polylepis | Parasitism,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646482465,SCOPUS_ID:33646482465,2-s2.0-33646482465,Zonation patterns of Belizean offshore mangrove forests 41 years after a catastrophic hurricane,Piou C.,Biotropica,00063606,17447429,38,3,365-374,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00156.x,74,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,50,"Mangroves are prone to bearing frequently the full brunt of hurricanes and tropical storms. The extent of destruction and early regeneration are widely studied. The purpose of this study was to add a long-term view of mangrove regeneration and assess the potential effects on mangrove horizontal zonation patterns of catastrophic destruction. Hattie, a category five hurricane, hit the Belizean coast in 1961. It passed directly over the Turneffe Atoll where our study area, Calabash Cay, is located. At four sites on this island, we analyzed mangrove forest structure along transects parallel to the shoreline within zones delineated by species dominance and tree height. We propose an index based on the Simpson index of diversity to express changes in the heterogeneity of the species dominance. Physical-chemical parameters and nutrient availability were also measured. The destruction levels were estimated by analysis of the distribution of diameter at breast heights of the bigger trees in the inland zones. Variations in species dominance among sites and zones could be explained by interactions of various factors. Further, different levels of destruction between the two sides of the island had a significant effect on current patterns of species and structural zonation at Calabash. We conclude that disturbance regime in general should be considered as a factor potentially influencing mangrove horizontal zonation patterns. © 2006 by The Association for Tropical Biology and Conservation.",Avicennia germinans | Belize | Hurricane disturbances | Laguncularia racemosa | Long-term regeneration | Mangrove forest dynamics | Rhizophora mangle | Species dominance heterogeneity | Turneffe Atoll | Zonation patterns,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646482155,SCOPUS_ID:33646482155,2-s2.0-33646482155,"Phenology of Ficus racemosain Xishuangbanna, Southwest China",Zhang G.,Biotropica,00063606,17447429,38,3,334-341,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00150.x,36,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,51,"Leaf and fig phenology (including leafing, flowering, and fruiting) and syconium growth of Ficus racemosa were studied in Xishuangbanna, China. Leaffall and flushing of F. racemosa occurred twice yearly: in mid-dry season (December to March) and mid-rainy season (July to September). The adult leaf stage of the first leaf production was remarkably longer than that of the second. F. racemosa bears syconia throughout the year, producing 4.76 crops annually. Asynchronous fig production was observed at a population level. Fig production was independent of leafing. Fig production peaks were not evident, but fluctuation was clear. Diameter growth rates of syconium were normally higher in early developmental stages than in later stages, and reached a peak coinciding with the female flower phase. The mean ± SD of syconium diameter of the female flower phase was 2.19 ± 0.36 cm, and reached 3.67 ± 0.73 cm of the male flower phase. Syconium diameter and receptacle cavity quickly enlarged at the female and male flower phases. Monthly diameter increment of the syconium was primarily affected by average monthly temperature, rather than rainfall or relative humidity. © 2006 by The Association for Tropical Biology and Conservation.",Fig trees | Leaffall | Southern Yunnan | Syconium,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646480812,SCOPUS_ID:33646480812,2-s2.0-33646480812,"Roost structure, modification, and availability in the white-throated round-eared bat, Lophostoma silvicolum(Phyllostomidae) living in active termite nests",Kalko E.,Biotropica,00063606,17447429,38,3,398-404,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00142.x,32,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,52,"We studied roost structure, modification, and availability in Lophostoma silvicolum (Phyllostomidae), an insectivorous gleaning bat, on Barro Colorado Island (BCI), Panamá. Collection of nest material beneath termitaria and infrared video filming indicated that males of L. silvicolum excavate and maintain cavities inside active termite nests. A binary logistic regression analysis showed that to be suitable as roosts, termite nests have to be larger than 30 cm in diameter and taller than 30 cm, well shaded, with few transecting branches, and freely accessible from below. Use of active termite nests as roosts may provide several benefits to L. silvicolum, including reduction of competition for roost sites with sympatric bat species, reduced parasite load and a suitable microclimate. A comparison of number of all termite nests in selected forest plots with number of termite nests that are potentially suited as bat roosts and number of termite nests that are actually used by bats suggests that L. silvicolum may not be roost-limited on BCI in spite of its highly specialized roost choice. © 2006 by The Association for Tropical Biology and Conservation.",Barro Colorado Island | Chiroptera | Lophostoma | Phyllostomidae | Roost availability | Roost modification | Roost structure | Termites,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646476890,SCOPUS_ID:33646476890,2-s2.0-33646476890,"Seed dispersal by kerama deer (Cervus nippon keramae) on Aka Island, the Ryukyu Archipelago, Japan",Yamashiro A.,Biotropica,00063606,17447429,38,3,405-413,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00158.x,13,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,53,"Endozoochorous seed dispersal by kerama deer (Cervus nippon keramae) was investigated at four sites on Aka Island, the Ryukyu Archipelago, Japan. Kerama deer feces contained seeds of 35 plant species. Most of the germinated seeds were small (1.3 ± 0.18 mm) and had a hard coat, comparable to the germinated seeds in several other studies of endozoochorous seed dispersal by herbivores. Both the numbers and species compositions of seeds differed among the four sites, reflecting differences in the food available to kerama deer among habitats. Although many graminoid seeds were found in the two open habitats (Sites A and B) and in the adjoining forest habitat (Site C), woody plant seeds dispersed endozoochorously by birds and mammals were dominant in the forest (Site D), away from the marsh. Although a majority of the graminoid species was growing in open habitats such as the marsh and open fields, few were growing in the forest. Therefore, the kerama deer spread many open-habitat graminoid seeds to the open and forest habitats. If a high density of kerama deer persists for a long time and gaps in forests are created by browsing kerama deer or by other means, graminoid species may spread substantially on Aka Island. Therefore, it is possible that seed dispersal by forest deer contributes to the expansion of grasslands. © 2006 by The Association for Tropical Biology and Conservation.",Cervus nippon keramae | Endozoochory | Kerama deer | Ryukyu Islands | Seed dispersal | Subtropical rain forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646475317,SCOPUS_ID:33646475317,2-s2.0-33646475317,"Primary seed dispersal by primates and secondary seed dispersal by dung beetles in Tikal, Guatemala",Ponce-Santizo G.,Biotropica,00063606,17447429,38,3,390-397,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00144.x,20,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,54,"We linked primary dispersal by spider monkeys (Ateles geoffroyi) and howler monkeys (Alouatta pigra) to post-dispersal seed fate by studying the effects of dung type and defecation pattern on secondary seed dispersal by dung beetles. First, we described the defecation patterns for both primate species. Howler monkeys generally defecated in groups (88% of observed defecations), with each individual producing on average 31 g of dung, resulting in a large area of the forest floor (31 m2) covered by large amounts of dung (clumped spatial pattern). Spider monkeys generally (96% of observed defecations) defecated individually, each individual producing an average of 11 g of dung, resulting in a small area of the forest floor (2 m2) covered by small amounts of dung (scattered spatial pattern). Secondly, we captured dung beetles using as bait the dung of both primate species, to detect differences in the assemblages of these secondary seed dispersers attracted to the dung of both primates. More individual dung beetles, but not more species, were attracted to howler monkey dung than to spider monkey dung. Finally, we assessed experimentally (using plastic beads as seed mimics) how dung type (Ateles vs. Alouatta) and defecation pattern (scattered vs. clumped) affect secondary seed dispersal by dung beetles. We found that post-dispersal seed fate was affected by dung type, with more seeds being buried when present in howler monkey dung, than in spider monkey dung, but was not affected by defecation pattern. It is important to consider post-dispersal processes, such as secondary seed dispersal by dung beetles, when comparing species of primary dispersers. © 2006 by The Association for Tropical Biology and Conservation.",Alouatta pigra | Ateles geoffroyi | Defecation pattern | Dung beetles | Primates | Seed dispersal | Seed fate | Tikal,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646474027,SCOPUS_ID:33646474027,2-s2.0-33646474027,Annual growth ring patterns in Brachystegia spiciformis reveal influence of precipitation on tree growth,Trouet V.,Biotropica,00063606,17447429,38,3,375-382,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00155.x,51,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,55,"The availability of exactly dated tree-ring chronologies is limited in tropical regions. However, these chronologies could contribute widely to studies of the influence of natural and human-induced factors on tropical forests. We examine the potential for building a chronology based on three sites in the miombo woodland of western Zambia. Brachystegia spiciformis Benth., a dominant species from this vegetation type, is used. Response of the chronology to several climatic factors is examined. All specimens showed very clear growth rings, and cross-dating between radii of a tree was successful for all trees. Site chronologies could be constructed after cross-dating of growth ring series of individual trees. The mean growth ring curves of the three sites were significantly similar, allowing for the construction of a regional chronology. Correlation function analysis between the tree-ring chronology and regional climatic variables revealed that climate at the core of the rainy season, in December and January, has an explicit influence on tree growth. Where precipitation and relative humidity in these months influence tree growth positively, temperature correlates in a negative way. Some 20 percent of the variance in the B. spiciformis tree-ring chronology is accounted for by wet season rainfall. The successful cross-dating and correlation between a tree-ring chronology and climate demonstrated in this study indicate annual ring formation in B. spiciformis trees and sensitivity to climatic conditions. © 2006 by The Association for Tropical Biology and Conservation.",Brachystegia spiciformis | Dendroclimatology | Dry tropical forest | Miombo | Tree rings | Woodland | Zambia,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646473282,SCOPUS_ID:33646473282,2-s2.0-33646473282,"Forest structure and biomass of a tropical seasonal rain forest in Xishuangbanna, Southwest China",Zheng Z.,Biotropica,00063606,17447429,38,3,318-327,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00148.x,35,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,56,"Xishuangbanna is a region located at the northern edge of tropical Asia. Biomass estimates of its tropical rain forest have not been published in English literature. We estimated forest biomass and its allocation patterns in five 0.185-1.0 ha plots in tropical seasonal rain forests of Xishuangbanna. Forest biomass ranged from 362.1 to 692.6 Mg/ha. Biomass of trees with diameter at 1.3 m breast height (DBH) ≥ 5 cm accounted for 98.2 percent of the rain forest biomass, followed by shrubs (0.9%), woody lianas (0.8%), and herbs (0.2%). Biomass allocation to different tree components was 68.4-70.0 percent to stems, 19.8-21.8 percent to roots, 7.4-10.6 percent to branches, and 0.7-1.3 percent to leaves. Biomass allocation to the tree sublayers was 55.3-62.2 percent to the A layer (upper layer), 30.6-37.1 percent to the B layer (middle), and 2.7-7.6 percent to the C layer (lower). Biomass of Pometia tomentosa, a dominant species, accounted for 19.7-21.1 percent of the total tree biomass. The average density of large trees (DBH ≥100 cm) was 9.4 stems/ha on two small plots and 3.5 stems/ha on two large plots, illustrating the potential to overestimate biomass on a landscape scale if only small plots are sampled. Biomass estimations are similar to typical tropical rain forests in Southeast Asia and the Neotropics. © 2006 by The Association for Tropical Biology and Conservation.",Forest biomass | Forest community | Forest structure | Tropical Asia | Tropical forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646473281,SCOPUS_ID:33646473281,2-s2.0-33646473281,Leaf litter decomposition and substrate chemistry of early successional species on landslides in Puerto Rico,Shiels A.B.,Biotropica,00063606,17447429,38,3,348-353,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00140.x,28,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,57,"Decomposition is a critical process for nutrient release and accumulation of soil organic matter in disturbed soils, such as those found on landslides. I conducted a decomposition experiment on five landslides in the Luquillo Mountains of Puerto Rico as part of an investigation of the successional roles of two of the most common plant colonists to landslides, Cecropia schreberiana Miq. (Cecropiaceae) a pioneer tree species, and Cyathea arborea (L.) Sm. (Cyatheaceae) a pioneer tree fern. I compared leaf litter decomposition over one year and the initial and 1-yr chemistry for both species. Initial litter chemistry differed between the two species, as Cecropia had slightly higher nitrogen (9.2 mg/g) than Cyathea (8.2 mg/g) and higher lignin (28.6%) than Cyathea (26.0%), but water-soluble carbon and nonpolar extractable carbon (fats and oils, waxes, chlorophylls) were higher in Cyathea than Cecropia. Total carbon, acid-soluble carbon, total phosphorus, and pH did not differ significantly between leaf litter species. Across all five landslides, Cyathea (k= 0.93 ± 0.06) leaves decomposed significantly faster than Cecropia (k= 0.68 ± 0.06). The differences in these species leaf litter decomposition rates and chemical composition could potentially influence organic matter dynamics and nutrient cycling rates in these early successional systems. © 2006 by The Association for Tropical Biology and Conservation.",Cecropia schreberiana | Cyathea arborea | Decomposition | Disturbance | Foliar chemistry | Landslides | Lignin | Litter quality | Puerto Rico | Succession,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646472802,SCOPUS_ID:33646472802,2-s2.0-33646472802,"Tropical forests of Xishuangbanna, China",Cao M.,Biotropica,00063606,17447429,38,3,306-309,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00146.x,189,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,58,"Lowland tropical forests once covered a large fraction of tropical southern China, but currently have an extent of ca 633,800 ha, mostly in Xishuangbanna of southern Yunnan. The Xishuangbanna region has a typical monsoon climate with a mean annual temperature ranging between 15.1°C and 21.7°C, and precipitation between 1200 and 2500 mm. There is a pronounced dry season between November and April with frequent occurrence of heavy fog. Rainfall during the wet season between May and October accounts for over 80 percent of total annual precipitation. Water deposition from fog accounts for over one-third of total water input during the dry season in the forests, suggesting an important role that fog may play in pushing up the northern limit of tropical rain forest in Southeast Asia. © 2006 by The Association for Tropical Biology and Conservation.",Climate | Geography | Soil | Tropical rain forest | Yunnan,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646471300,SCOPUS_ID:33646471300,2-s2.0-33646471300,"Litter decomposition and nutrient release in a tropical seasonal rain forest of Xishuangbanna, Southwest China",Zheng Z.,Biotropica,00063606,17447429,38,3,342-347,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00151.x,31,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,59,"We studied litter decomposition and nutrient release in a tropical seasonal rain forest of Xishuangbanna, Southwest China. The monthly decay rates (k) of leaf litter ranged from 0.02 to 0.21/mo, and correlated with rainfall and soil moisture. Annual k values for leaf litter (1.79/yr) averaged 4.2 times of those for coarse wood (2.5-3.5 cm in diameter). The turnover coefficients of forest floor mass (annual litterfall input/mean floor mass) were: 4.11/yr for flowers and fruits, 2.07/yr for leaves, and 1.17/yr for fine wood (≤2 cm in diameter), with resident time decreasing from fine woods (0.85 yr) to leaves (0.48 yr) and to flower and fruits (0.24 yr). Nutrient residence times in the forest floor mass were ranked as: Ca (1.0 yr) > P (0.92 yr) > Mg (0.64 yr) > N (0.36 yr) > K (0.31 yr). Our data suggest that rates of litter decomposition and nutrient release in the seasonal rain forest of Xishuangbanna are slower than those in typical lowland rain forests, but similar to those in tropical semideciduous forests. © 2006 by The Association for Tropical Biology and Conservation.",Litter decay rates | Litter turnover coefficients | Nutrient cycling | Tropical rain forests,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646469464,SCOPUS_ID:33646469464,2-s2.0-33646469464,"Allometry and shade tolerance in pole-sized trees of two contrasting dipterocarp species in Sabah, Malaysia",Barker M.,Biotropica,00063606,17447429,38,3,437-440,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00145.x,7,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,60,"We compared the allometry of two contrasting late-successional dipterocarp species to test whether a monolayer (shade-tolerant)-multilayer (shade-intolerant) model applies to pole-sized trees. Crown traits of the more shade-tolerant species (Vatica micrantha) did not conform to either of the familiar monolayer or multilayer models for pole-sized trees, but instead were consistent with a ""persistent multilayer"" model. Species differences in crown traits may be influenced more by future rather than present light environments. © 2006 by The Association for Tropical Biology and Conservation.",Crown traits | Dipterocarpaceae | Malaysia | Monolayer | Multilayer | Sabah | Sapling | Shorea macroptera | Vatica micrantha,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646468698,SCOPUS_ID:33646468698,2-s2.0-33646468698,Momentum drives the crash: Mass extinction in the tropics,Brook B.W.,Biotropica,00063606,17447429,38,3,302-305,2006-05-01,May 2006,10.1111/j.1744-7429.2006.00141.x,120,Journal,no,Note,100,4,4,13817,undefined,0,FALSE,61,NA,Deforestation | Extinctions | Habitat loss | Tropics,NA,NA,NA,NA
