@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0029745793,SCOPUS_ID:0029745793,2-s2.0-0029745793,"Quantitative genetic and optimality analyses of life-history plasticity in the eastern mosquitofish, Gambusia holbrooki",Weeks S.C.,Evolution,00143820,50,3,1358-1365,1996-01-01,June 1996,NA,14,Journal,ar,Article,100,2,2,Additive genetic variance | food limitation | genotype by environment interaction | norms of reaction | phenotypic plasticity,22104,undefined,1,TRUE,130,10.1111/j.1558-5646.1996.tb02378.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029741949,SCOPUS_ID:0029741949,2-s2.0-0029741949,Temporal changes in chromosomal polymorphism of Drosophila subobscura related to climatic changes,Orengo D.J.,Evolution,00143820,50,3,1346-1350,1996-01-01,June 1996,NA,65,Journal,ar,Article,100,2,2,Chromosomal polymorphism | Drosophila subobscura | flexible polymorphism | temperature | temporal,22104,undefined,1,TRUE,131,10.1111/j.1558-5646.1996.tb02376.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029740288,SCOPUS_ID:0029740288,2-s2.0-0029740288,Reaction norms for age and size at maturity in Lasiommata butterflies: Predictions and tests,Nylin S.,Evolution,00143820,50,3,1351-1358,1996-01-01,June 1996,NA,56,Journal,ar,Article,100,3,3,Growth rate | Lepidoptera | life history | photoperiod | plasticity | Satyrinae | seasonality,22104,undefined,1,TRUE,132,10.1111/j.1558-5646.1996.tb02377.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029731915,SCOPUS_ID:0029731915,2-s2.0-0029731915,The reconstruction of ancestral character states,Schultz T.R.,Evolution,00143820,50,2,504-511,1996-01-01,1996,"The problem of error in the phylogenetic reconstruction of ancestral character states is explored. Information about the evolutionary rate of change within a character is inferred from the distribution of its character states on a known phylogeny; this information is used to impose confidence limits on the error associated with ancestral state inference. Ancestral state inference is robust under model assumptions for a wide range of parameter values, but the probability of error increases when the number of species within a clade is small and/or state-transition probabilities are strongly skewed in favor of the non-ancestral state. The rationale for expecting such a skew, a hypothesis of parallelism, relies on assumptions of low rates of change in at least two phylogenetically inherited characters: the tendency to occupy a particular ecological niche and the tendency to respond in a particular way to selection. A means for judging the relative likelihoods of parallelism vs. straightforward homology as explanations for a given character-state distribution is suggested. -from Authors",72,Journal,ar,Article,100,3,3,NA,22104,undefined,0,FALSE,133,10.1111/j.1558-5646.1996.tb03863.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029731030,SCOPUS_ID:0029731030,2-s2.0-0029731030,Mating system and asymmetric hybridization in a mixed stand of European oaks,Bacilieri R.,Evolution,00143820,50,2,900-908,1996-01-01,April 1996,"The sessile (Quercuspetraea [Matt.] Liebl.) and pedunculate (Quercus robur L.) oaks are two closely related species having a wide sympatric distribution over Europe. Under natural conditions, they frequently form mixed forests, where hybridization is suspected to occur. In this paper, two different approaches have been applied to the study of the mating system and the interspecific gene flow in a mixed stand formed by the two species. The mating systems of both species have been studied separately by means of the mixed-mating model. The relative contribution of the parental species to the progenies have been estimated with two different methods. The first uses the admixture model. The second is an extension of the mixed-mating model and subdivides the outcrossing rate into intra- and interspecific components. The two species were almost completely outcrossing. This high level of outcrossing and interspecific gene flow could play an important role in the maintenance of the genetic diversity in these long-lived forest tree species. The contribution of the sessile oak to the pedunculate oak progenies varied from 17% to 48%. In contrast, ovules of sessile oak trees appear to be preferentially fertilized by other extreme sessile genotypes. We suggest that interspecific and directional gene flow was responsible for such patterns. Pedunculate oak is considered as a pioneer species and is progressively replaced by sessile oak. Our present findings add a further genetic component to this succession scheme, suggesting that unidirectional gene flow reinforces succession between the two species.",162,Journal,ar,Article,100,4,4,Gene flow | Hybridization | Mating system | Mixed-mating model | Quercus,22104,undefined,1,TRUE,134,10.1111/j.1558-5646.1996.tb03898.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730953,SCOPUS_ID:0029730953,2-s2.0-0029730953,Evolutionary adaptation to temperature. V. Adaptive mechanisms and correlated responses in experimental lines of Escherichia coli,Bennett A.F.,Evolution,00143820,50,2,493-503,1996-01-01,April 1996,"We previously demonstrated temperature-specific genetic adaptation in experimental lines of Escherichia cou. Six initially identical populations were propagated for 2000 generations under each of five regimes: constant 20°C, 32°C, 37°C, and 42°C, and a daily switch between 32°C and 42°C. Glucose was the sole carbon source in all cases. Here, we examine the physiological bases of adaptation to determine whether the same mechanisms evolved among the replicate lines within each thermal regime and across different regimes. Specifically, we investigate whether changes in glucose transport may account for the temperature-specific adaptation. We compared each line's direct response of fitness to glucose with its correlated response to maltose; glucose and maltose enter the cell by different pathways, but their catabolism is identical. Except for lines maintained at the ancestral temperature (37°C), almost all derived lines had significantly different fitnesses (relative to their common ancestor) in glucose and maltose, supporting the hypothesis that adaptation involved changes in glucose transport. An alternative explanation, that maltose transport decayed by genetic drift, appears unlikely for reasons that are discussed. Although most lines showed evidence of temperature-specific adaptation in glucose transport, several different mechanisms may underlie these improvements, as indicated by heterogeneity in correlated responses (across temperatures and substrates) among replicate lines adapted to the same regime. This heterogeneity provides a latent pool of genetic variation for responding to environmental change.",29,Journal,ar,Article,100,2,2,Adaptation | Bacteria | Correlated responses | Escherichia coli | Fitness | Glucose | Maltose | Pleiotropy | Preadaptation | Sugar transport | Temperature,22104,undefined,1,TRUE,135,10.1111/j.1558-5646.1996.tb03862.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730868,SCOPUS_ID:0029730868,2-s2.0-0029730868,Female control of sperm transfer and intraspecific variation in sperm precedence: Antecedents to the evolution of a courtship food gift,Sakaluk S.K.,Evolution,00143820,50,2,694-703,1996-01-01,April 1996,"Manipulation of ejaculates is believed to be an important avenue of female choice throughout the animal kingdom, but evidence of its importance to sexual selection remains scarce. In crickets, such manipulation is manifest in the premature removal of the externally attached spermatophore, which may afford females an important means of postcopulatory mate choice. We tested the hypothesis that premature spermatophore removal contributes significantly to intraspecific variation in sperm precedence by (1) experimentally manipulating spermatophore attachment durations of competing male Gryllodes sigillatus and (2) employing protein electrophoresis to determine the paternity of doubly mated females. The relative spermatophore attachment durations of competing males had a significant influence on male paternity, but the pattern of sperm precedence deviated significantly from the predictions of an ideal lottery. Instead, paternity data and morphological evidence accorded best with a model of partial sperm displacement derived here. Our model is similar to a displacement model of Parker et al. in that sperm of the second male mixes instantaneously with that of the first throughout the displacement process, but the novel feature of our model is that the number of sperm displaced is only a fraction of the number of sperm transferred by the second male. Regardless of the underlying mechanism, female G. sigillatus can clearly alter the paternity of their offspring through their spermatophore-removal behavior, and employ such cryptic choice in favoring larger males and those providing larger courtship food gifts. We discuss how female control of sperm transfer and intraspecific variation in sperm precedence may be important precursors to the evolution of gift giving in insects.",115,Journal,ar,Article,100,2,2,Courtship feeding | Crickets | Gryllodes sigillatus | Mate choice | Sexual selection | Sperm competition | Spermatophore,22104,undefined,1,TRUE,136,10.1111/j.1558-5646.1996.tb03879.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730585,SCOPUS_ID:0029730585,2-s2.0-0029730585,Phylogeny and evolution of parthenogenetic weevils of the Aramigus tessellatus species complex (Coleoptera: Curculionidae: Naupactini): Evidence from mitochondrial DNA sequences,Normark B.B.,Evolution,00143820,50,2,734-745,1996-01-01,April 1996,"Molecular-phylogenetic studies of parthenogenetic animals have been a valuable recent addition to the literature on the evolutionary biology of sex. By illuminating the origins and ages of parthenogenetic lineages, such studies can help to define the temporal scale at which selection acts against parthenogenetic lineages, as well as provide an essential framework for further study. Although parthenogenetic weevils have played an important role in cytogenetic and protein-electrophoretic studies of parthenogenesis, they have not previously been subjects of DNA-based molecular-phylogenetic study. A mitochondrial DNA study of Aramigus tessellatus, a species complex of weevils native to South America, indentified 12 distinct (1-9% divergent) maternal lineages, of which 2 represent sexual populations, while at least 9 represent parthenogenetic lineages. These lineages partially correspond to lineages previously recognized by morphological differences. Phylogenetic analysis found 14 most parsimonious trees, according to which parthenogenesis appears to have arisen 3-7 times. There is a monophyletic group of lineages (the ""brown clade""), having up to 4.5% sequence divergence within it, which may be primitively parthenogenetic and over 2 million years old.",87,Journal,ar,Article,100,1,1,Apomixis | Evolution of sex | Parthenogenesis | Phylogeny | Polyploidy | Root weevil,22104,undefined,1,TRUE,137,10.1111/j.1558-5646.1996.tb03883.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730411,SCOPUS_ID:0029730411,2-s2.0-0029730411,Why are there so many species of brooding antarctic echinoids?,Poulin E.,Evolution,00143820,50,2,820-830,1996-01-01,April 1996,"Marine invertebrates display a great variety of life-history traits and reproductive strategies. In echinoids, four patterns of larval development are generally recognized: planktotrophy, pelagic lecithotrophy, bottom dwelling, and brood protecting. Each broad type of free and protected development is found in all the oceans, but comparisons of the principal reproductive modes between different geographic regions have shown that they are not equally distributed. Frequency of pelagic development (planktotrophic and lecithotrophic) decreases from equator to Antarctic, where brood protecting becomes dominant. Numerous theories have been proposed to explain the richness of nonpelagic development in most marine invertebrates within the Southern Ocean. These theories can be grouped into three categories: (1) larval survival, where selection acts on larval; (2) energy allocation; and (3) dispersal. All of them consider the adaptative significance of brood protecting as the key to the success of this strategy in the Antarctic. However, the adaptative significance of brooding and the evolutionary success of this strategy in the Antarctic must be considered as two separate questions. To consider the problem at an evolutionary level, we have examined the consequences of different reproductive strategies on the genetic structure of species and on the long-term evolution of the clade. We examine this problem in the case of echinoids, a clade particularly well suited to addressing this question. In echinoids, the reduction of larval-stage duration is associated with a decrease in gene flow and consequently in the geographical scale of genetic differentiation. This allows us to reconsider the high-speciation-rate model, which leads to an increase in the number of low-dispersal species (isolation by distance). This model, previously tested by means of fossils is not satisfactory in living echinoids. Thus, the model is rebuilt with the addition of differential extinction rate between planktotrophic and brooding species in relation with the climatic history of the Antarctic.",73,Journal,ar,Article,100,2,2,Antarctic | Brooding | Echinoderm | Echinoid | Evolution | Extinction | Larval dispersal | Speciation,22104,undefined,0,FALSE,138,10.1111/j.1558-5646.1996.tb03891.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730111,SCOPUS_ID:0029730111,2-s2.0-0029730111,The use of DNA divergence to help determine the correlates of evolution of morphological characters,Thorpe R.S.,Evolution,00143820,50,2,524-531,1996-01-01,April 1996,"Even though, from Darwin onwards, interisland evolution has been a cornerstone of evolutionary theory it has not been possible to determine to what extent this geographic variation reflects the phylogeny (e.g., pattern of island colonization) or ecogenetic adaptation to different ecological conditions on each island. Using the morphology of western Canary Island lacertids (Gallotia galloti) as an example, a procedure is explored that gives a preliminary answer to this problem when there are a limited number of islands. The phylogenetic component (represented by patristic distances derived from 1005 mitochondrial DNA [mtDNA] base pairs) can be separated from two potential ecogenetic factors (environmental richness and climate) by partial Mantel tests. This reveals that, although these components interact, some characters are correlated primarily to biodiversity/paucity (e.g., size), others are correlated to wet and lush environments (e.g., dorsal pattern), and others are correlated primarily to the phylogeny (e.g., sexual leg markings). The former two correlations may be due to ecogenetic adaptation to current ecological conditions, wheras the latter reflects historical processes.",44,Journal,ar,Article,100,1,1,Canary Island lizards | Ecogenesis | Geographic variation | Island evolution | Morphology | mtDNA sequence | Natural selection | Partial Mantel tests | Phylogenesis | Phylogeography | Selective neutrality,22104,undefined,1,TRUE,139,10.1111/j.1558-5646.1996.tb03865.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029729870,SCOPUS_ID:0029729870,2-s2.0-0029729870,Complex trade-offs and the evolution of starvation resistance in Drosophila melanogaster,Chippindale A.K.,Evolution,00143820,50,2,753-766,1996-01-01,April 1996,"The measurement of trade-offs may be complicated when selection exploits multiple avenues of adaptation or multiple life-cycle stages. We surveyed 10 populations of Drosophila melanogaster selected for increased resistance to starvation for 60 generations, their paired controls, and their mutual ancestors (a total of 30 outbred populations) for evidence of physiological and life-history trade-offs that span life-cycle stages. The directly selected lines showed an impressive response to starvation selection, with mature adult females resisting starvation death 4-6 times longer than unselected controls or ancestors - up to a maximum of almost 20 days. Starvation-selected flies are already 80% more resistant to starvation death than their controls immediately upon eclosion, suggesting that a significant portion of their selection response was owing to preadult growth and acquisition of metabolites relevant to the stress. These same lines exhibited significantly longer development and lower viability in the larval and pupal stages. Weight and lipid measurements on one of the starvation-selected treatments (SB1-5), its control populations (CB1-5), and their ancestor populations (B1-5) revealed three important findings. First, starvation resistance and lipid content were linearly correlated; second, larval lipid acquisition played a major role in the evolution of adult starvation resistance; finally, increased larval growth rate and lipid acquisition had a fitness cost exacted in reduced viability and slower development. This study implicates multiple life-cycle stages in the response to selection for the stress resistance of only one stage. Our starvation-selected populations illustrate a case that may be common in nature. Patterns of genetic correlation may prove misleading unless multiple pleiotropic interconnections are resolved.",215,Journal,ar,Article,100,3,3,Aging | Development rate | Drosophila melanogaster | Growth rate | Life-history evolution | Starvation | Stress resistance | Trade-offs,22104,undefined,0,FALSE,140,10.1111/j.1558-5646.1996.tb03885.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668828,SCOPUS_ID:0029668828,2-s2.0-0029668828,Dependence of gene flow on geographic distance in two solitary corals with different larval dispersal capabilities,Hellberg M.E.,Evolution,00143820,50,3,1167-1175,1996-01-01,June 1996,"When the level of gene flow among populations depends upon the geographic distance separating them, genetic differentiation is relatively enhanced. Although the larval dispersal capabilities of marine organisms generally correlate with inferred levels of average gene flow, the effect of different models of larval development on the association between gene flow and geographic distance unknown. In this paper, I examined the relationship between gene flow and distance in two co-occurring solitary corals. Balanophyllia elegans brood large, nonfeeding planulae that generally crawl only short distances from their place of birth before setting. In contrast, Paracyathus stearnsii free-spawns and produces small planktonic larvae presumably capable of broad dispersal by oceanic. I calculated E- statistics using genetic variation at six (P stearnsii) or seven (B. elegans) polymorphic allozyme loci revealed by starch gel electrophoresis, and used these F-statistics to infer levels of gene flow. Average levels of gene flow among twelve Californian localities agreed with previous studies; the species with planktonic, feeding larvae was less genetically subdivided than the brooding species. In addition, geographic isolation between populations appeared to affect gene flow between populations in very different ways in the two species. In the brooding B. elegans, gene flow decline with increasing separation, and distance explained 31% of the variation in gene flow. In the planktonically dispersed P. stearnsii distance of separation between populations at the scale studied (10-1000 km) explained only 1% of the variation in gene flow between populations. The mechanisms generating geographic genetic differentiation in species with different models of larval development should vary fundamentally as a result of these qualitative differences in the dependence of gene flow on distance.",195,Journal,ar,Article,100,1,1,Balanophyllia elegans | genetic subdivision | isolation by distance | local adaptation | Paracyathus stearnsii | philopatry | stepping stone,22104,undefined,0,FALSE,141,10.1111/j.1558-5646.1996.tb02357.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668490,SCOPUS_ID:0029668490,2-s2.0-0029668490,Resource-associated population subdivision in a symbiotic coral-reef shrimp,Duffy J.E.,Evolution,00143820,50,1,360-373,1996-01-01,February 1996,"The importance of sympatric speciation remains controversial. An empirical observation frequently offered in its support is the occurrence of sister taxa living in sympatry but using different resources. To examine the possibility of sympatric differentiation in producing such cases, I measured genetic, behavioral, and demographic differentiation between populations of the tropical sponge-dwelling shrimp Synalpheus brooksi occupying two alternate host species on three reefs in Caribbean Panama. This species belongs to an apparently monophyletic group of ≥ 30 species of mostly obligate, host-specific sponge-dwellers, many of which occur in sympatry. Demographic data demonstrated the potential for disruptive selection imposed by the two host species: shrimp demes from the sponge Agelas clathrodes were consistently denser, poorer in mature females, more heavily parasitized by branchial bopyrid isopods, and less parasitized by thoracic isopods, than conspecific shrimp from the sponge Spheciospongia vesparium. Laboratory assays demonstrated divergence in host preference: shrimp on all three reefs tended to choose their native sponge species more often than did conspecific shrimp from the other host. Because S. brooksi mates within the host, this habitat selection should foster assortative mating by host species. A hierarchical survey of protein-electrophoretic variation also supported host-mediated divergence, revealing the following: (1) shrimp from the two hosts are conspecific, as evidenced by absence of fixed allelic differences at any of nine allozyme loci scored; (2) strong genetic subdivision among populations of this philopatric shrimp on reefs separated by 1-3 km; and (3) significant host-associated genetic differentiation within two of the three reefs. Finally, intersexual aggression (a proxy for mating incompatibility) between shrimp from different host species was significantly elevated on the one reef where host-associated genetic differences were strongest, demonstrating concordance between genetic and behavioral estimates of divergence. Adjacent reefs appear to be semi-independent sites of host-associated differentiation, as evidenced by differences in the degree of host-associated behavioral and genetic differentiation, and in the specific loci involved, on different reefs. In philopatric organisms with highly subdivided populations, such as S. brooksi, resource-associated differentiation can occur independently in different populations, thus providing multiple ""experiments"" in differentiation and resulting in a mosaic pattern of polymorphism as reflected by neutral genetic markers. Several freshwater fishes, an amphipod, and a snail similarly show independent but remarkably convergent patterns of resource-associated divergence in different conspecific populations, often in the absence of obvious spatial barriers. In each case, substantial differentiation has occurred in the face of continuing gene flow.",66,Journal,ar,Article,100,1,1,Allozymes | Habitat selection | Host races | Parasitism | Population structure | Speciation | Symbiosis | Sympatric differentiation | Synalpheus,22104,undefined,1,TRUE,142,10.1111/j.1558-5646.1996.tb04499.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029667050,SCOPUS_ID:0029667050,2-s2.0-0029667050,Sequential radiations and patterns of speciation in the Hawaiian cricket genus Laupala inferred from DNA sequences,Shaw K.L.,Evolution,00143820,50,1,237-255,1996-01-01,February 1996,"The tremendous diversity of endemic Hawaiian crickets is thought to have originated primarily through intraisland radiations, in contrast to an interisland mode of diversification in the native Hawaiian Drosophila. The Hawaiian cricket genus Laupala (family Gryllidae) is one of several native genera of flightless crickets found in rain-forest habitat across the Hawaiian archipelago. I examined the phylogenetic relationships among mitochondrial DNA (mtDNA) sequences sampled from 17 species of Laupala, including the 12S ribosomal RNA (rRNA), transfer RNA (RNA)val and 16S rRNA regions. The distribution of mtDNA variants suggests that species within Laupala are endemic to single islands. The phylogenetic estimate produced from both maximum likelihood and maximum parsimony supports the hypothesis that speciation in Laupala occurred mainly within islands. The inferred biogeographical history suggests that diversification in Laupala began on Kauai, the oldest rain-forested Hawaiian island. Subsequently, colonization to younger islands in the archipelago resulted in a radiation of considerable phylogenetic diversity. Phylogenetic patterns in mtDNA are not congruent with prior systematic or taxonomic hypotheses. Hypotheses that may explain the conflict between the phylogenetic patterns of mtDNA variation and the species taxonomy are discussed.",91,Journal,ar,Article,100,1,1,Biogeography | Crickets | Hawaii | Laupala | mtDNA | Phylogeny | Radiation | Speciation,22104,undefined,1,TRUE,143,10.1111/j.1558-5646.1996.tb04488.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029666981,SCOPUS_ID:0029666981,2-s2.0-0029666981,Evolutionary adaptation to temperature. IV. Adaptation of Escherichia coli at a niche boundary,Mongold J.A.,Evolution,00143820,50,1,35-43,1996-01-01,February 1996,"Following an environmental change, the course of a population's adaptive evolution may be influenced by environmental factors, such as the degree of marginality of the new environment relative to the organism's potential range, and by genetic factors, including constraints that may have arisen during its past history. Experimental populations of bacteria were used to address these issues in the context of evolutionary adaptation to the thermal environment. Six replicate lines of Escherichia coli (20°C group), founded from a common ancestor, were propagated for 2000 generations at 20°C, a novel temperature that is very near the lower thermal limit at which it can maintain a stable population size in a daily serial transfer (100-fold dilution) regime. Four additional groups (32/20, 37/20, 42/ 20, and 32-42/20°C groups) of six lines, each with 2000 generation selection histories at different temperatures (32, 37, 42, and daily alternation of 32 and 42°C), were moved to the same 20°C environment and propagated in parallel to ascertain whether selection histories influence the adaptive response in this novel environment. Adaptation was measured by improvement in fitness relative to the common ancestor in direct competition experiments conducted at 20°C. All five groups showed improvement in relative fitness in this environment; the mean fitness of the 20°C group after 2000 generations increased by about 8%. Selection history had no discernible effect on the rate or final magnitude of the fitness responses of the four groups with different histories after 2000 generations. The correlated fitness responses of the 20°C group were measured across the entire thermal niche. There were significant tradeoffs in fitness at higher temperatures; for example, at 40°C the average fitness of the 20°C group was reduced by almost 20% relative to the common ancestor. We also observed a downward shift of 1-2°C in both the upper and lower thermal niche limits for the 20°C selected group. These observations are contrasted with previous observations of a markedly greater rate of adaptation to growth near the upper thermal limit (42°C) and a lack of trade-off in fitness at lower temperatures for lines adapted to that high temperature. The evolutionary implications of this asymmetry are discussed.",67,Journal,ar,Article,100,3,3,Adaptation | Bacteria | Correlated responses | Escherichia coli | Fitness | Niche | Stress | Temperature,22104,undefined,0,FALSE,144,10.1111/j.1558-5646.1996.tb04470.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029666958,SCOPUS_ID:0029666958,2-s2.0-0029666958,Global mitochondrial DNA phylogeography of holarctic breeding dunlins (Calidris alpina),Wenink P.W.,Evolution,00143820,50,1,318-330,1996-01-01,February 1996,"Comparison of mitochondrial DNA (mtDNA) control-region sequences of 155 dunlins from 15 breeding populations confirmed the existence of five major phylogeographic groups in the circumpolar breeding range of this migratory shorebird species. Time estimates of the origin of groups, based on sequence divergences and a molecular clock for birds, suggest a scenario of repeated fragmentation of populations in isolated tundra refugia during the late Pleistocene. The distribution of about three-quarters of all detected molecular variance between phylogeographic groups attests to the strongly subdivided genetic population structure in dunlins that is being maintained by natal philopatry. Each mtDNA phylogeographic group can be related to a morphometrically defined subspecies, but several other recognized subspecies are not supported by monophyletic mtDNA lineages within their purported ranges. More detailed analysis of several European populations reveals low amounts of gene flow and the partitioning of a substantial fraction of molecular variance between them. This ongoing evolution of population-genetic structuring within the European phylogeographic group most likely started with the last retreat of the ice sheets some 10,000 years ago. Dunlins thus provide one of the clearest examples of the linkage between historical and contemporary components of mtDNA phylogeographic structuring in birds.",136,Journal,ar,Article,100,4,4,Dunlin | Mitochondrial DNA | Molecular systematics | Philopatry | Phylogeography | Pleistocene,22104,undefined,0,FALSE,145,10.1111/j.1558-5646.1996.tb04495.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029666957,SCOPUS_ID:0029666957,2-s2.0-0029666957,Comparative phylogeography in North American birds,Zink R.M.,Evolution,00143820,50,1,308-317,1996-01-01,February 1996,"Modern molecular methods yield descriptions of the phylogenetic deployment of genetic variation within species, or phylogeography. A developing field is the comparison of geographic patterns of genetic variation in codistributed species, or comparative phylogeography. One determines whether species that currently share the same broad area exhibit congruent phylogeographic patterns, which would indicate that they were historically codistributed and differentiated in response to same geological or environmental events. I reviewed studies of mitochondrial DNA (mtDNA) variation in five codistributed, widespread species of North American birds. In addition to phylogeographic patterns, data were available on levels of genetic variation, gene flow, and evolutionary distance from common ancestors (an index of a species' relative age) for each species, all important factors involved in geographic differentiation. Two species, Canada goose (Branta canadensis) and fox sparrow (Passerella iliaca), exhibited incongruent phylogeographic patterns of mtDNA variation, whereas three other codistributed species, the song sparrow (Melospiza melodia), chipping sparrow (Spizella passerina), and red-winged blackbird (Agelaius phoeniceus), lacked geographically structured mtDNA patterns. Thus, the first two species have had demonstrably different histories, whereas the histories of the latter three are speculative. However, the three species without geographic variation in mtDNA exhibit shallow mtDNA haplotype trees, which are consistent with recent population expansion. Thus, lack of geographic variation in mtDNA is likely due to these three species arriving relatively recently at their current distributions, and after historical isolating events produced genetic divisions in the fox sparrow and Canada goose. Within the geographically uniform species, or parts thereof, dispersal seems a likely homogenizing factor; no consistent explanations emerged from consideration of levels of genetic variation. Lack of congruent phylogeographic patterns suggests that currently codistributed species have not had a long history of co-association. These results and comparison of other North American species for which less extensive mtDNA surveys are available, reveal that the North American avifauna is probably a composite of species with different histories.",167,Journal,re,Review,100,1,1,Community evolution | Geographic variation | Historical biogeography | Mitochondrial DNA | Phylogeography,22104,undefined,1,TRUE,146,10.1111/j.1558-5646.1996.tb04494.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029666943,SCOPUS_ID:0029666943,2-s2.0-0029666943,The evolution of oviparity with egg guarding and viviparity in lizards and snakes: A phylogenetic analysis,De Fraipont M.,Evolution,00143820,50,1,391-400,1996-01-01,February 1996,"This paper investigates the evolution of viviparity and of egg guarding in lizards and snakes in which three modes of reproduction can be described: oviparity without egg guarding, oviparity with egg guarding, and viviparity. All possible transitions of reproductive modes were detected in each taxon using Maddison's method. We then tested two specific hypotheses. First, egg guarding can be regarded as an alternative to viviparity. A relatively frequent association of egg guarding and viviparous species in the same taxon may be due to similar environmental conditions or species characteristics leading to two different solutions. Second, egg guarding may facilitate the evolution of viviparity. This hypothesis is supported by the high frequency of viviparous species in taxa containing egg guarding species and by a tendency for prolonged uterine retention of eggs in brooding squamates. Our analyses demonstrate that the first hypothesis is the best supported. Egg guarding and viviparity most often evolved independently. If a major benefit of egg guarding is the repulsion of potential predators, size is one of the most obvious morphological characters that should be correlated with the evolution of reproductive modes. The two reproductive traits were correlated to a reduction in body size for viviparous species and an increase in body size for egg guarding species. This could partly explain why the evolution of these reproductive modes seems almost antagonist.",49,Journal,ar,Article,100,3,3,Egg guarding | Lizard | Parental care | Snake | Squamata | Viviparity,22104,undefined,1,TRUE,147,10.1111/j.1558-5646.1996.tb04501.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029666939,SCOPUS_ID:0029666939,2-s2.0-0029666939,"Postglacial range fluctuation, genetic subdivision and speciation in the Western North American spotted frog complex, rana pretiosa",Green D.M.,Evolution,00143820,50,1,374-390,1996-01-01,February 1996,"The western North American complex of spotted frogs (Rana pretiosa) exhibits isolation-by-distance, genetic subdivision, and speciation in association with its extensive northward range shift in postglacial times. The southern relict populations of R. pretiosa species B existing at high altitudes or in desert springs have been subjected to restricted gene flow, high inbreeding, and bottlenecks to produce significant between-population genetic diversity. The more recently established northern populations, however, show genetic uniformity and isolation-by-distance, as estimated using Slatkin's (1993) statistic M̂. Middle latitude populations have higher heterozygosities than populations at either extreme. Fixed differences in allozyme variation separate 21 populations of species B from five populations of R. pretiosa species A found in southwest Washington State and the Cascades Mountains of Oregon. Morphological variation of 20 metric characters among 38 samples, examined using multiple discriminant function analysis, could partially resolve partitioning among populations but specimens from the vicinity of the type series of R. p. pretiosa could not be assigned to either species A or species B. Speciation in these frogs may not be correlated with morphological evolution since comparatively neutral allozyme changes may be established more rapidly than changes in morphology.",98,Journal,ar,Article,100,4,4,Allozyme variation | Colonization | Extinction | Isolation-by-distance | Morphometrics | Rana pretiosa | Range shift | Speciation | Spotted frog,22104,undefined,1,TRUE,148,10.1111/j.1558-5646.1996.tb04500.x,all,All Open Access,NA,NA
