@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0023495926,SCOPUS_ID:0023495926,2-s2.0-0023495926,Exploitation competition influences the use of foraging sites by tits: experimental evidence.,Alatalo R.,Ecology,00129658,68,2,284-290,1987-01-01,1987,10.2307/1939259,"In coniferous forests of C Sweden, tits (Paridae) and goldcrest, Regulus regulus, exploit nonrenewable resources in their group territories during winter. The smaller and socially subordinate species, goldcrest and coal tit Parus ater, forage on the outermost tree parts, while the larger and dominant willow tit P. montanus, and crested tit P. cristatus, forage on the inner tree parts. Coal tits and goldcrests were removed in early winter to see if their absence would cause changes in the foraging patterns of the dominant species. In late winter, crested tits foraged farther outward on branches of spruce in experimental flocks than they did in the control flocks. In spruce, willow tits foraged nearer the trunk than crested tits, and they did not respond to the experiment. In pine, willow tits, however, did move from branches to twigs in the absence of coal tits and goldcrests. Exploitation competition directly based on food depletion, without any interference, thus may influence use of foraging sites by tits in coniferous forests.-from Authors",67,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,101,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023495182,SCOPUS_ID:0023495182,2-s2.0-0023495182,Daily variation in the body temperatures of free-ranging garter snakes.,Peterson C.,Ecology,00129658,68,1,160-169,1987-01-01,1987,10.2307/1938816,"On cool days or at night, when operative temperatures (Tc) were <15oC, Thamnophis elegans vagrans in E Washington remained underground and body temperatures changed gradually. On moderate days (15o < Te < 30oC), snakes usually emerged but were unable to maintain preferred body temperatures, and body temperatures (Tb) variation was marked. On warm days (Te > 30o), snakes selected Tb's within their preferred temperature range, and variation in Tb was small. Snakes stayed within their preferred temperature range >90% of the time when Te >30o. -from Author",99,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,102,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023495171,SCOPUS_ID:0023495171,2-s2.0-0023495171,Leaf quality and enemy avoidance by the larvae of a pyralid moth.,Damman H.,Ecology,00129658,68,1,88-97,1987-01-01,1987,10.2307/1938808,"Larvae of Omphalocera munroei developed 20% more slowly on old Asimina leaves than they did on young foliage. Predators, which accounted for most of the mortality of O. munroei caterpillars, reached maximum densities at the same time that O. munroei populations peaked. Two aspects of larval feeding behavior, leaf tying and gregarious feeding, reduced the impact of natural enemies. Leaf ties built of old leaves were more effective at reducing predation than were those built of young leaves, probably because old leaves maintained their shape, while young leaves wilted, following feeding by O. munroei. The greater rigidity of old leaves, however, required that O. munroei feed in groups of at least 20 caterpillars, which could then pull the leaves together. A group size of 20 coincided with the mean size of egg masses laid by females in the field. Given a choice, larvae preferred nutritionally poor old leaves arranged to form a shelter rather than nutritionally superior young leaves without shelter, ie protection from enemies was more important than nutrition to the larvae. -from Author",190,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,103,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023495153,SCOPUS_ID:0023495153,2-s2.0-0023495153,The relative importance of snow avalanche disturbance and thinning on canopy plant populations.,Johnson E.,Ecology,00129658,68,1,43-53,1987-01-01,1987,10.2307/1938803,"In the S Californian Rockies, lodgepole pine Pinus contorta and Engelmann spruce Picea engelmannii bend when small, but were broken by avalanches when larger than c6 cm in diameter at the base. Glandular birch Betula glandulosa and willow Salix glauca never grew large enough to break. Breakage was influenced by size rather than wood elasticity or strength. Avalanche mortality of trees was more important than thinning mortality when the average interval between avalanches was <150 yr. The shift from shrub- to tree-dominated growth habit down the avalanche path occurred when the average interval between avalanches was <15-20 yr. -from Author",78,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,104,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023490952,SCOPUS_ID:0023490952,2-s2.0-0023490952,"Dynamics of Mojave Desert shrub assemblages in the Panamint Mountains, California.",Webb R.,Ecology,00129658,68,3,478-490,1987-01-01,1987,10.2307/1938453,"Recent debris-flow deposits were colonized by shrub assemblages of different species composition than those on the surrounding, older debris-flow deposits and other geomorphically stable surfaces. Colonization of human-disturbed sites was highly variable, but species compositions were different from the predisturbance species composition. In Grayia-Lycium andersonii assemblages, Grayia spinosa reasserted its dominance over colonizers relatively quickly. In Coleogyne assemblages, typically found on older geomorphic surfaces, species composition differences persisted considerably longer, depending on the severity of the initial disturbance. Extremely stable assemblages, dominated by Coleogyne ramosissima, occurred on the oldest, least disturbed surfaces. The variability of species composition, among disturbed sites was greater than the variability among undisturbed and geomorphically stable sites, in accord with 'convergent succession'. Models of desert succession should consider: 1) colonization is dependent largely on the severity of disturbances and residual biotic components; 2) the time span for recovery may be longer than past periods of climatic and geomorphic stability; and 3) colonizing species may have considerable range in their life-history strategies.-from Authors",46,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,105,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023490929,SCOPUS_ID:0023490929,2-s2.0-0023490929,Effects of nutrients and zooplankton size on the structure of a phytoplankton community.,Vanni M.,Ecology,00129658,68,3,624-635,1987-01-01,1987,10.2307/1938467,"In an oligo-mesotrophic lake containing planktivorous fish and small zooplankton species, exclusion of fish resulted in an increase in mean individual zooplankton size, primarily because the cladocerans Ceriodaphnia and Diaphanosoma attained larger sizes. Nutrient enrichment caused phytoplankton density to increase greatly, in the presence and absence of fish. Nutrient enrichment increased phytoplankton density a much greater amount than did reduction in zooplankton size.-from Author",130,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,106,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023490921,SCOPUS_ID:0023490921,2-s2.0-0023490921,Testing theories of clutch overlap with the reproductive ecology of Heterandria formosa.,Travis J.,Ecology,00129658,68,3,611-623,1987-01-01,1987,10.2307/1938466,"Used the poeciliid fish Heterandria formosa to examine possible mechanisms that have driven the evolution of superfetation (simultaneous provision of maternal care to sets of dependent offspring in diverse stages of development). Increased food levels increased the number of broods that a female produced by increasing the level of superfetation. Brood sizes were determined by female body size and were unaffected by food level. Offspring size was unaffected by food level but varied with female age. Brood size and offspring size were not correlated, even when female size was held apart. The level of superfetation increased with the total number of embryos, even when female size was held apart. Larger, older females displayed high levels of superfetation than smaller, younger females. Superfetation appeared to increase offspring production rate without compromising brood size or individual offspring size. Heterandria exhibited a demographic regime characterized by overlapping generations but high adult mortality rates relative to juvenile mortality. Results support the hypothesis that clutch overlap is an adaptation to maximize offspring production rates in the face of limited maternal effort.-from Authors",52,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,107,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023490735,SCOPUS_ID:0023490735,2-s2.0-0023490735,The relationship between gap size and performance of several colonizing annuals.,McConnaughay K.,Ecology,00129658,68,2,411-416,1987-01-01,1987,10.2307/1939272,"Several colonizing annual species comprising a range of seed masses were grown in disturbances in an old field. Gaps of 5, 10, 20 and 40 cm in diameter were established in a Poa pratensis background. Although survivorship was greater in larger gaps only for small-seeded species, the probability of reaching reproductive maturity increased with gap size for 6 of the species tested. Other measures of species performance, such as plant mass and number and mass of seeds produced, followed similar trends. Ipomoea hederacea, a climbing plant, was unique in its lack of response to gap size. Many differences in responses among species suggest that the size of a disturbance might direct the events of colonization. -from Authors",89,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,108,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023490691,SCOPUS_ID:0023490691,2-s2.0-0023490691,Predation risk and use of intertidal habitats by young fishes and shrimp.,Kneib R.,Ecology,00129658,68,2,379-386,1987-01-01,1987,10.2307/1939269,"Salt-marsh populations of killifish Fundulus heteroclitus and grass shrimp Palaemonetes pugio exhibit similar age-specific habitat-use patterns. At low tide, the young of both species are found in shallow aquatic microhabitats on the surface of the intertidal marsh, separated from the adults, which reside in adjacent subtidal creek habitats. Experimental results suggest that young killifishes and shrimp remain in the intertidal zone at low tide as an adaptation to avoid high risk of mortality from concentrations of predatory adults in subtidal marsh habitats.-from Author",160,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,109,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023488289,SCOPUS_ID:0023488289,2-s2.0-0023488289,"Leafcutting ant diet selection: the role of nutrients, water, and secondary chemistry.",Howard J.,Ecology,00129658,68,3,503-515,1987-01-01,1987,10.2307/1938455,"The palatability of leaves to Atta cephalotes was determined in tropical dry forest of Costa Rica. Plants of high relative palatability generally lacked deterrent nonpolar extracts but did contain hydrolyzable tannins; the opposite was true for plants of low palatability. Little or no relationship was found between plant palatability and measures of leaf N, energy content and moisture content, or presence of alkaloids and condensed tannins in leaves. The number of leaf disks harvested by ant colonies decreased during the study period, possibly related to changes in secondary chemistry over the course of the season. Results suggest that plant secondary chemistry is the best predictor of plant species utilization by leafcutting ants.-from Author",90,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,110,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023487049,SCOPUS_ID:0023487049,2-s2.0-0023487049,Variation in host preference affects movement patterns within a butterfly population.,Thomas C.,Ecology,00129658,68,5,1262-1267,1987-01-01,1987,10.2307/1939210,"Within a population of Euphydryas editha (Nymphalidae) there is variation in post-alighting oviposition preference. After alighting, most females prefer to lay eggs on Pedicularis semibarbata, while a minority prefer Collinsia torreyi. Females were likely to leave areas without preferred hosts and stay where preferred hosts were present. This association between preference and movement increases the correlation between oviposition preference and host use, and increases the likelihood of host race formation. Repeated encounters with one or the other host species have no influence on acceptance for oviposition of either host.-from Authors",52,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,111,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023487047,SCOPUS_ID:0023487047,2-s2.0-0023487047,Thermal requirements for development in Chrysopa oculata: a geographically stable trait.,Tauber C.,Ecology,00129658,68,5,1479-1487,1987-01-01,1987,10.2307/1939231,"Chrysopa oculata (Neuroptera) from 5 widespread localities (S Canada to montane Mexico) exhibited remarkable similarities in their thermal requirements for nondiapause development. Lower thermal thresholds varied by only 1.2oC, and the degree-days required for total preimaginal development differed among the populations by approx 85od. Despite the similarities among populations, results suggest that the thermal requirements for development are genetically variable. However, 2 factors may limit the geographical expression of this variation: 1) the multivoltine life cycle could result in seasonal oscillations in the magnitude and projection of directional selection on the non-diapuase thermal responses, and/or 2) the thermal thresholds for development and the rates of development above the thresholds may be functionally correlated and constrained in their evolution. Males from all populations emerged slightly but consistently earlier than females. Temperature did not affect sex ratio or survival, other than at 15.6oC where mortality was significantly increased.-from Authors",54,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,112,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023487045,SCOPUS_ID:0023487045,2-s2.0-0023487045,Life history consequences of sexual dimorphism in a chernetid pseudoscorpion.,Zeh D.,Ecology,00129658,68,5,1495-1501,1987-01-01,1987,10.2307/1939233,"Nymphal development is prolonged in male Dinocheirus arizonensis. A causal relationship between pedipalpal size and development rate was suggested by 1) a positive correlation between sexual difference in developmental period and sexual dimorphism in chela size, and 2) the absence of sexual differences in adult body mass after removal of the pedipalps. Parent-offspring regression provided some evidence for additive genetic variation underlying male chela size, but also suggested a high genetic correlation between the sexes for the trait.-from Author",14,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,113,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023487002,SCOPUS_ID:0023487002,2-s2.0-0023487002,Predator foraging characteristics and prey population structure on a sheltered shore.,Robles C.,Ecology,00129658,68,5,1502-1514,1987-01-01,1987,10.2307/1939234,"Investigated predation on mussels occurring at upper levels of a sheltered rocky shore on Santa Catalina Island. Despite continuous recruitment, Mytilus californianus, M. edulis and Septifer bifurcatus seldom survived to lengths >1.5cm, and they remained inconspicuous beneath a canopy of perennial algae. Intertidal mussels were preyed upon by whelks (Ceratostoma nuttali, Maxwellia gemma), diurnal fishes (Halichoeres semisinctus, Semicossyphus pulcher), and nocturnal spiny lobsters (Panulirus interruptus). Whelks and fishes foraged primarily on mid to low shore levels, the lower half of the mussels' vertical range, but lobsters foraged over the entire intertidal zone and were the only predator to specialize on mussels. Exclusion of lobsters from upper shore levels caused significant increases in the densities and sizes of the mussels and herbivorous molluscs. Increases in the percent cover of mussels coincided with decreases in the percent cover of understory algae. Mussel beds form in upper shore refugia where brief submergence intervals preclude predators that require long foraging times and are intolerant of exposure. On some sheltered temperate shores, predators that move quickly with the tides may influence upper shore zonation.-from Author",70,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,114,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486991,SCOPUS_ID:0023486991,2-s2.0-0023486991,Coral reef recovery on Guam (Micronesia) after catastrophic predation by Acanthaster planci.,Colgan M.,Ecology,00129658,68,6,1592-1605,1987-01-01,1987,10.2307/1939851,"At Tanguisson Reef, in 1968-1969 a population explosion of the coral-eating sea star Acanthaster planci devastated the coral community: coral species richness, density and cover were drastically reduced, and the species composition was altered. In 2 of 3 reef zones examined, <1% coral cover remained. The preference of A. planci for certain prey (eg Montipora, Acropora) shifted the species composition to one in which nonpreferred prey predominated (eg Porites, Leptastrea). The predominance of nonpreferred prey was short-lived, and by 1980, preferred prey were the primary colonists of 2 zones. The 3 biological zones (reef front, submarine terrace, and seaward slope) had their own characteristic species assemblages soon after the disturbance. Nonrandom recruitment or survival of juvenile corals (diameter = or <4cm) established these zones. Although the percentage of juvenile corals fell throughout the survey, their highest density was reached after adult colonies were established. As the result of recruitment, species diversity rose from 84 species in 1970 to 154 species in 1981. As surviving corals and new recruits developed, the distribution of coral growth forms became more diversified. There was a drastic increase in coral cover, which corresponded to an increase in size and number of the coral colonies. In 12yr, species richness, cover, and composition reached or exceeded measurements of comparable reefs before the disturbance.-from Author",118,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,115,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486956,SCOPUS_ID:0023486956,2-s2.0-0023486956,"Seasonal energy, water, and food consumption of Negev chukars and sand partridges.",Kam M.,Ecology,00129658,68,4,1029-1037,1987-01-01,1987,10.2307/1938374,"Alectoris chukar and Ammoperdix heyi are permanent residents of the Negev Desert and are sympatric over much of their ranges. Sand partridges (body mass 150-250g), however, inhabit only arid and very arid areas, whereas chukars (350-600g) are widely distributed and inhabit deserts only at the margins of their ranges. Both species showed adaptation in the form of low energy metabolism, which ranged from 43-81% of that expected for birds of similar body mass. During summer, sand partridges had lower energy expenditures (5.47kJ.g-0.61.d-1) and water influxes (72.3mL.kg-0.75.d-1) than did chukars (6.42kJ.g-0.61.d-1 and 93.5mL.kg-0.75.d-1, respectively), indicating more pronounced adjustments to arid conditions in the desert specialist. Both species obtained more than half of their water influx in summer by drinking. Summer diet was relatively dry, mainly seeds (80%) with some green vegetation (18%) and, in chukars, occasional arthropods. Winter rains induced germination and reduced availability of seeds. Chukars were unable to maintain energy balance in the face of low ambient temperatures and a diet (90% green vegetation) that contained much water but comparatively little energy, and they mobilized fat reserves to meet energy requirements. Most sand partridges left the study area after winter rain, apparently migrating to the lower elevation, warmer, and drier Arava. The adaptations to hot dry conditions possessed by sand partridges may be accompanied by constraints on their abilities to cope with cool, wet conditions, and this may restrict them to arid and very arid habitats.-from Authors",22,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,116,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486521,SCOPUS_ID:0023486521,2-s2.0-0023486521,Greater land bird densities on island vs. mainland: relation to nest predation level.,George T.,Ecology,00129658,68,5,1393-1400,1987-01-01,1987,10.2307/1939223,"Densities of black-throated sparrows Amphispiza bilineata are greater on Coronados Island in the Gulf of California than on the adjacent Baja California peninsula, while those of verdins Auriparus flaviceps and Costa's hummingbirds Calypte costae are not. Data are consistent with the hypothesis that higher densities of black-throated sparrows are due to reduced predation on the island, and suggest that processes affecting density differences between island and mainland locations may differ among species.-from Author",65,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,117,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486520,SCOPUS_ID:0023486520,2-s2.0-0023486520,Comparative life histories of Holbrookia maculata and Sceloporus undulatus in western Nebraska.,Jones S.,Ecology,00129658,68,6,1828-1838,1987-01-01,1987,10.2307/1939874,"The reproductive strategy of H. maculata is invariant from year to year. Yearlings consistently produced a single clutch and older females (= or >2 yr) consistently produced 2 clutches. The reproductive strategy of S. undulatus is opportunistic: clutch frequency varied among years, ranging from 1-3 for yearlings and 2-3 for older females, in turn a function of the length of the breeding season. Significant differences in age-specific survivals of H. maculata and S. undulatus were found for juveniles and yearlings females. In both cases, survival of H. maculata was greater. Food does not appear to be limiting to either iguanid, and mortality due to predation is low. Mortality is density-independent and is highest during the overwintering period. Differences in the reproductive strategies of H. maculata and S. undulatus are most likely due to their phylogenetic histories rather than to adaptation to different environments. The high fecundity of yearling S. undulatus may explain its lower survival relative to H. maculata. Evidence for a cost of reproduction is provided by a negative relationship between clutch frequency of yearling S. undulatus and postreproductive survival.-from Authors",38,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,118,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486519,SCOPUS_ID:0023486519,2-s2.0-0023486519,Effects of sex ratio on milkweed beetle emigration from host plant patches.,Lawrence W.,Ecology,00129658,68,3,539-546,1987-01-01,1987,10.2307/1938459,"The effect of conspecifics on Tetraopes tetraophthalmus (Coleoptera: Cerambycidae) emigration from patches of Asclepias syriaca was tested. Male beetles emigrated at a higher rate from host plant patches with male-biased sex ratios. Sex ratio had no effect on rate of female emigration, and beetle density had no effect on the emigration rate of either sex. Male emigration rate was correlated with male flight frequency: males flew more when the sex ratio was male-biased. Males that had disappeared from a patch were more likely to return if the sex ratio was female-biased. Males remained in patches with receptive females, but since not all unmated females were receptive, sex ratio was a better measure of mate availability than female density. Since the probability of mating was sex ratio dependent, male emigration patterns resulted in males leaving areas where mating was unlikely. Thus, movement patterns were directly linked to male fitness.-from Author",24,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,119,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486481,SCOPUS_ID:0023486481,2-s2.0-0023486481,Behavioral interactions between two desmognathine salamander species: importance of competition and predation.,Roudebush R.,Ecology,00129658,68,5,1453-1458,1987-01-01,1987,10.2307/1939228,"Substrate choice for Desmognathus monticola was altered in the presence of D. quadramaculatus, but the converse was not observed. Substrate choice of small D. monticola was altered in the presence of large D. monticola. Interspecific competition for substrate was not detected, and the species-specific avoidance of D. quadramaculatus by D. monticola may thus represent predator avoidance. Intraspecific competition for substrate was detected in D. monticola.-from Authors",24,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,120,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486473,SCOPUS_ID:0023486473,2-s2.0-0023486473,Does invasion sequence affect community structure.,Robinson J.,Ecology,00129658,68,3,587-595,1987-01-01,1987,10.2307/1938464,"Thirty 400mL beakers were inoculated with replicated subsets of species from a species pool consisting of green, blue-green, and golden algae, ciliates, a rotifer, a dinoflagellate, and euglenoids. These species were added according to 4 distinct sequences and 2 different rates over a 23wk period, resulting in 4 replicated sets of insular communities. Significant differences in community structure and species richness could be attributed to both sequence of invasion and distance effects. 'Priority' effects were important in some but not all instances.-from Authors",113,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,121,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486434,SCOPUS_ID:0023486434,2-s2.0-0023486434,Estimating the location of the focal center in red squirrel home ranges.,Lair H.,Ecology,00129658,68,4,1092-1101,1987-01-01,1987,10.2307/1938381,"Evaluated the relative usefulness of 3 statistical estimates of focal center location in Tamiasciurus hudsonicus activity fields (defined as the distribution of an animal's time as a function of location): the bivariate arithmetic mean center, the bivariate median, and the harmonic mean center. Use of the harmonic mean center is recommended to field biologists wanting to estimate the location of an animal's point of greatest activity from the geographical distribution of its active time.-from Author",105,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,122,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486380,SCOPUS_ID:0023486380,2-s2.0-0023486380,Mutual predation in assembled communities of odonate species.,Robinson J.,Ecology,00129658,68,4,921-927,1987-01-01,1987,10.2307/1938363,"Larval individuals from 6 anisopteran species were added to artificial ponds so that each pond contained an equal number and size distribution of each species. Half of these ponds were exposed to an additional anisopteran, Anax junius. Interodonate predation in Anax-free ponds was size dependent, with the smallest species, Perithemis tenera, experiencing the highest mortality. Predation in ponds containing Anax was not size dependent, but was species dependent. Plathemis lydia individuals were not significantly affected by Anax, probably due to the tendency of Plathemis to dig deeply into the sediment. Pe. tenera have a different allometric relationship between head width and body volume compared to the other 6 dragonfly species; this is correlated with its small size and is possibly an adaptation to increase the range of prey available to it. -from Authors",36,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,123,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023486370,SCOPUS_ID:0023486370,2-s2.0-0023486370,Substrate selection and use by a deposit-feeding crab.,Zimmer-Faust R.,Ecology,00129658,68,4,955-970,1987-01-01,1987,10.2307/1938367,"Foraging by Scopimera inflata was examined for at 3 sandy beaches in SE Queensland. Crabs emerged from burrows only on the ebb tide in daylight and remained close to their burrows (<30 cm radius). Initial position and direction in which foraging crabs moved were random relative to cues provided by biotic (substrate biomass concentration) and physical (wind direction, sun position, beach slope, magnetic north, landmarks) factors. Each crab foraged in a systematic fashion along a unidirectional, radial path around its burrow entrance. This minimized distances traveled and reduced the chances of reharvesting areas already grazed. Crabs feed on a wide range of micro-flora and fauna. Biomass concentrations were always low and unpredictable in space within the foraging areas of individual crabs. Crabs did not prefer to feed where biomass was most abundant and instead foraged in an even manner; they exhibited stereotyped, all-or-nothing responses to feeding stimuli. It is shown that benefits potentially gained by selective grazing are small. Foraging crabs need water and refuge, which are typically provided only by the burrow. The foraging behavior of this crab approaches an optimal trade-off in which path lengths and distances traveled from burrows are minimized, and use of substrates immediately adjacent to burrows is nearly maximized. -from Author",26,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,124,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023485634,SCOPUS_ID:0023485634,2-s2.0-0023485634,Distribution-abundance relationships of some Arizona landbirds: a matter of scale?,Bock C.,Ecology,00129658,68,1,124-129,1987-01-01,1987,10.2307/1938812,"Distribution and local abundance of 62 landbird species were measured in winter across an elevational gradient in the Huachuca Mts, SE Arizona. The number of 35 m radius plots and the number of habitats occupied by the species were positively correlated with their average abundances within occupied plots and habitats. Common species were no more conspicuous than rare ones, as measured by detectability on variable distance point counts. The positive correlation between distribution and abundance of winter landbirds seems to be an intrinsic property of the species themselves. -from Author",73,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,125,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483935,SCOPUS_ID:0023483935,2-s2.0-0023483935,The detection of density-dependence from a series of annual censuses.,Pollard E.,Ecology,00129658,68,6,2046-2055,1987-01-01,1987,10.2307/1939895,"Reports a distribution-free approach to the detection of density-dependence in the variation of population abundance, measured by a series of annual censuses. The method uses the correlation coefficient between the observed population changes and population size and proposes a randomization procedure to define a rejection region for the hypothesis of density-independence.-from Authors",176,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,126,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483908,SCOPUS_ID:0023483908,2-s2.0-0023483908,"Body size, interspecific interactions, and use of foraging sites in tits ( Paridae).",Alatalo R.,Ecology,00129658,68,6,1773-1777,1987-01-01,1987,10.2307/1939868,"In mixed-species flocks, the heavier tit species forage in the inner tree parts, while smaller species exploit food items of the outer canopy. Willow tit Parus montanus, however, was not more efficient in food searching in the inner tree parts than the smaller species, coal tit P. ater. In confrontation experiments only individuals of the smaller species changed their foraging sites in the presence of an individual of the other species in the aviary. Body size thus influences social dominance relations and thereby relegates the smaller species to poorer foraging sites, but presumably gives them an advantage in exploitation competition via reduced energy demands for basal metabolism.-from Authors",86,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,127,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483886,SCOPUS_ID:0023483886,2-s2.0-0023483886,Stem dynamics of the shrub Alnus incana ssp. rugosa: transition matrix models.,Huenneke L.F.,Ecology,00129658,68,5,1234-1242,1987-01-01,1987,10.2307/1939207,"An old-field alder thicket showed slow population decline over all 3 yr of study. The other population, in an undisturbed natural swamp, showed decline in each year but overall increase when data from all 3 yr were combined. Transition matrix models are here best viewed not as projections of long-term population behaviour, but as indicators of current demographic trends.-from Authors",55,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,128,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483862,SCOPUS_ID:0023483862,2-s2.0-0023483862,Theoretical analysis of the long-term dynamics of carbon and nitrogen in soils.,Agren G.,Ecology,00129658,68,5,1181-1189,1987-01-01,1987,10.2307/1939202,"Carbon and nitrogen turnover in soils having continuous inputs of litter is described using theory developed for single cohorts of litter. Fresh litter is characterized by its quality (how easily it is decomposed by microbes) and its N:C ratio. The decomposition process is described as a continuum; no transition between litter and humus is recognized. Depending upon the microbial production-to-assimilation ratio when substrate of the lowest quality (most-degraded litter) is decomposed, steady state implies either constant or linearly increasing amounts of soil carbon and nitrogen.-from Authors",84,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,129,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483858,SCOPUS_ID:0023483858,2-s2.0-0023483858,"Patch size, pollinator behaviour, and pollinator limitation in catnip.",Sih A.,Ecology,00129658,68,6,1679-1690,1987-01-01,1987,10.2307/1939860,"The most important floral visitors to Nepeta cataria were honey bees Apis mellifera, solitary bees (Halictidae) and bumble bees (Bombus spp.). Visitation rate was higher in larger patches for honey bees and bumble bees, but lower for solitary bees. Patch size explained 74-83% of the variation in visitation rate. Intraspecific isolation also had an effect: isolated patches received relatively few visits. Visitation rate depended both on visitor abundance and on the proportion of flowers entered during one visit. All three visitor types were more abundant in larger patches, ie flowers showed mutual attraction of pollinators. Relative to a visit to a small patch, during a visit to a large patch, honey bees visited more flowers but a lower proportion of flowers; solitary bees visited fewer flowers and thus a lower proportion of flowers; and bumble bees visited not only more flowers but a higher proportion of flowers as well. Thus, within patches, flowers competed for visits from honey bees and solitary bees but showed facilitation regarding bumble bee visits. Patch size explained 63% of the variation in pollinator limitation.-from Authors",330,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,130,NA,NA,NA,NA
