@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/21044447827,SCOPUS_ID:21044447827,2-s2.0-21044447827,Forensic implementation of DNA technology in Costa Rica: A retrospective analysis,Morales C. A.,Revista de Biologia Tropical,00347744,52,3,695-712,2004-09-01,September 2004,NA,2,17361562,Journal,re,Review,100,3,3,Costa Rica | DNA technology | Forensic genetics | Paternity test | Population studies,13567,undefined,0,FALSE,73,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044447010,SCOPUS_ID:21044447010,2-s2.0-21044447010,Lafora's progressive myoclonus epilepsy and diagnosed cases in Costa Rica,Solís V.,Revista de Biologia Tropical,00347744,52,3,571-584,2004-09-01,September 2004,"A review of the main clinical, pathologic and genetic aspects of progressive myoclonus epilepsy Lafora type was undertaken. The diagnosed cases of this disorder in Costa Rica are mentioned.",1,17361551,Journal,re,Review,100,1,1,Costa Rica | Lafora disease | Myoclonic epilepsy,13567,undefined,0,FALSE,74,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044445521,SCOPUS_ID:21044445521,2-s2.0-21044445521,Interethnic variability and admixture in Latin America - Social implications,Salzano F.,Revista de Biologia Tropical,00347744,52,3,405-415,2004-09-01,September 2004,"Past and present attempts to classify and characterize the human biological variability are examined, considering the race concept, ethnic identification problems, assortative mating based on ethnicity, and historical genetics. In relation to the latter, a review is made of the methods presently available for admixture quantification and of previous studies aimed at the characterization of the parental continental contributions to Latin American populations, with emphasis in global evaluations of the Costa Rican and Brazilian gene pools. Finally, the question of racism and discrimination is considered, including the relation between human rights and affirmative actions. The right to equal opportunity should be strictly respected. Biological inequality has nothing to do with the ethical principle that someone's position in a given society should be an accurate reflection of her/his individual ability.",28,17361535,Journal,re,Review,100,1,1,Affirmative policies | Assortative mating | Ethnic discrimination | Interethnic variability | Race | Racism,13567,undefined,0,FALSE,75,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044445519,SCOPUS_ID:21044445519,2-s2.0-21044445519,Environmental mutagenesis and use of biomarkers in cancer risk prediction,Cuenca P.,Revista de Biologia Tropical,00347744,52,3,585-590,2004-09-01,September 2004,"The field of environmental mutagenesis or toxicology genetics aims to study the genetic damage that leads to mutations produced by physical, chemical and biological agents, to identify these agents and analyze their interactions and ways of action. There are enough experimental and epidemiological evidences implicating mutations in oncogenes, tumor suppressor genes and DNA repair genes as determinants in the onset and progression of the neoplastic process. A valuable tool in public and occupational health is the monitoring of populations exposed to potentially hazardous agents. The objective is to protect the health and quality of life of high risk groups on account of the nature of the agents of exposure. Monitoring of genotoxic effects in exposed populations as well as the analysis of susceptibility polymorphism are visualized as key tools in the realm of future public and occupational health in order to prevent the occurrence of environmental and specially occupational origin of tumors. This paper reviews the main concepts concerning this issue and refers to studies on the subject in Costa Rica.",1,17361552,Journal,re,Review,100,2,2,Costa Rica | Environmental mutagenesis | Pesticides | Population monitoring | Toxicology,13567,undefined,0,FALSE,76,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044445379,SCOPUS_ID:21044445379,2-s2.0-21044445379,Evolution and innovations of the National Neonatal and High Risk Screening Program in Costa Rica,De Céspedes C.,Revista de Biologia Tropical,00347744,52,3,451-466,2004-09-01,September 2004,"We present the evolution, organization and results of the National Neonatal and High Risk Screening Program in Costa Rica (PNT). This program has been working uninterruptedly for more than fourteen years. Costa Rica currently has a literacy rate of 95%. To August 2004 the rate of infant mortality was 9.74 per 1000 births and to 2003, life expectancy was 76.3 years for men and 81.1 years for women. The control of infectious and parasitic diseases, as well as of severe malnutrition, has given room to a prevalence of chronic diseases with a pathology profile similar to that of a developed country. The clinical observation, mainly starting from early 70s, of a growing number of patients with mental retardation and other disabilities caused by congenital hypothyroidism and hereditary metabolic diseases that could have been prevented in many cases with an early diagnosis and opportune treatment, led us to the decision to implement a systematically massive neonatal screening for these diseases. The presence of a single Public System of Social Security in Costa Rica, which currently includes from primary health care up to the hospitals of tertiary attention, with a single Children's Hospital for the whole country, as well as communication facilities, are factors that offered, in principle, favorable conditions for this effort, even for a developing country. To September 2004, 835,217 children have been screened. There is a coverage of 95.1% of the newborns in the country. Also to this date, 259 children with congenital hypothyroidism, 18 with phenylketonuria, 20 with the maple syrup disease, 30 with congenital adrenal hyperplasia and 10 with galactosemia have been detected, confirmed and treated, for a total of 337 children that were spared of mental retardation, other disabilities and even death. Massive neonatal screening for organic acidemias recently started in June of 2004. Cystic fibrosis is under a pilot study and the screening for hemoglobinopathies and toxoplasmosis is planned. The Center for Prevention of Disabilities, which started its functions on September 23, 2002, made feasible to integrate neonatal screening, high risk screening and diagnostic confirmation of the diseases now included in the national screening program as well as those to be added in the future.",7,17361538,Journal,re,Review,100,6,6,Congenital hypothyroidism | Disabilities | High risk | Inherited metabolic diseases | Newborn screening,13567,undefined,0,FALSE,77,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044443816,SCOPUS_ID:21044443816,2-s2.0-21044443816,Molecular diagnosis of hemophilia A and B. Report of five families from Costa Rica,Salazar-Sánchez L.,Revista de Biologia Tropical,00347744,52,3,521-530,2004-09-01,September 2004,"Hemophilia A and B are X-chromosome linked bleeding disorders caused by deficiency of the respective coagulation factor VIII and IX. Affected individuals develop a variable phenotype of hemorrhage caused by a broad range of mutations within the Factor VIII or Factor IX gene. Here, were report the results of the molecular diagnosis in a five Costa Rican families affected with Hemophilia. Methods of indirect and direct molecular diagnosis are applied in three Hemophilia A and two Hemophilia B families from Costa Rica as well as preconditions, practicability and facilities of this diagnosis. In two families with Hemophilia A and both families with Hemophilia B the causative mutation could be detected by Southern blotting, polymerase chain reaction or sequence analysis. One Hemophilia A family could only analyzed by linkage analysis using genomic markers.",3,17361545,Journal,ar,Article,100,9,9,Carrier detection | Factor IX | Factor VIII | Hemophilia A | Hemophilia B | Molecular diagnosis,13567,undefined,0,FALSE,78,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044443673,SCOPUS_ID:21044443673,2-s2.0-21044443673,"Polymorphisms in detoxification genes CYP1A1, CYP2E1, GSTT1 and GSTM1 in gastric cancer susceptibility",González A.,Revista de Biologia Tropical,00347744,52,3,591-600,2004-09-01,September 2004,"Cytochrome P450 (CYP) and glutathione S-transferase (GST) enzymes are involved in activation and detoxification of many potential carcinogens. Genetic polymorphisms in those enzymes have been found to influence the interindividual susceptibility to cancer. Some polymorphisms of those enzymes have been associated specifically with susceptibility to gastric cancer. We conducted a study in a Costa Rican population, where gastric cancer incidence and mortality rates are among the highest in the world. We investigated whether such variations affected the risk of developing gastric cancer. Subjects included 31 with gastric cancer, 58 controls with gastric injures others than cancer and 51 normal controls confirmed by X-rays (double-contrast) or endoscopic diagnostic. DNA from peripheral white blood cell was obtained from all subjects. Deletion of GSTT1 and GSTM1 was assessed by multiplex PCR and genotyping of CYP2E1 was performed using a PCR-based restriction fragment length polymorphism assay with the restriction enzyme PstI and the gene CYP1A1 using the restriction enzyme MspI. The prevalence of CYP1A1 MspI polymorphism, GSTT1 and GSTM1 null genotype was similar in the three groups of individuals (p=0.73, 0=0.88 y p= 0.89 respectively). Our findings suggest that the polymorphism CYP2E1 PstI could be associated with a reduced risk of having gastric cancer (OR=0.09, IC 95%:0.01-0.83).",25,17361553,Journal,ar,Article,100,4,4,(GST) | Cytochrome P450 (CYP) | Gastric cancer | Genetic susceptibility | Glutathione S-transferase | Molecular epidemiology,13567,undefined,0,FALSE,79,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044442300,SCOPUS_ID:21044442300,2-s2.0-21044442300,"The STR polymorphism (AAAAT)<inf>n</inf> within the intron 1 of the tumor protein 53 (TP53) locus in 17 populations of different ethnic groups of Africa, America, Asia and Europe",Azofeifa J.,Revista de Biologia Tropical,00347744,52,3,645-657,2004-09-01,September 2004,"The STR (AAAAT)n within intron 1 of the TP53 locus was screened in 17 populations from 3 main ethnic groups: Europeans, Asiatics, and Africans, and from the hybrid population of Costa Rica (1968 samples). Three alleles, 126/7 (bp/copies of the repeat), 131/8 and 136/9 were the most prevalent in all populations. Other alleles rarely reached frequencies of 10% or higher. Observed heterozygosities ranged between 0.351 and 0.829. Patterns of diversity fit well with both the geographic origin of the samples and the history of the populations screened. A statistical test suggests that single-step mutational events have been the main mechanism producing new alleles at this locus. Fixation indexes (RST) for this marker showed an effect of population subdivision on divergence only within the Asiatic group; they were insensitive at the level of major ethnic groups as well as within Africans and within Europeans.",7,17361558,Journal,ar,Article,100,7,7,Asiatics | Europeans | Microsatellite polymorphism | Population genetics | Sub-Saharan Africans,13567,undefined,0,FALSE,80,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044440652,SCOPUS_ID:21044440652,2-s2.0-21044440652,Glaucoma in Costa Rica. Initial approaches,Chavarría-Soley G.,Revista de Biologia Tropical,00347744,52,3,507-520,2004-09-01,September 2004,"Glaucoma is the second most frequent cause of irreversible blindness worldwide. Genetic factors have been implicated in the development of the disease. So far six loci (GLC1A-GLC1F) and two genes (TIGR/MYOC and OPTN) are involved in the development of juvenile (JOAG) and adult onset or chronic primary open angle glaucoma (COAG), while two loci (GLC3A,GLC3B) and one gene (CYP1B1) are known for primary congenital glaucoma (PCG). Here we summarize the results of the first genetic studies of glaucoma in Costa Rica. Nine families: 1 with JOAG, 1 with PCG and 7 with COAG were screened for mutations at the known genes. A 10 bp duplication, 1546-1555dupTCATGCCACC, at the CYP1B1 gene, causes, in homozygous state, glaucoma in the consanguineous PCG family. This mutation has been found in different countries and generates an early stop codon that termitates protein synthesis 140 amino acids earlier than the normal allele. In exon 1 of the TIGR/MYOC the innocuous Arg76Lys variant was found in two of the COAG families. In the OPTN gene two variants in the coding region (Thr34Thr, Met 98Lys) and 7 intronic changes were found in other Costa Rican glaucoma patients. One of the COAG families was chosen for a genome scan with 379 microsatellite markers and linkage analysis. LOD scores ""suggestive"" of linkage were obtained for several chromosomal regions. Evidence indicates that hereditary glaucoma in Costa Rica is highly heterogeneous and that further studies in the country will probably disclose some up to now unknown genes responsible for the disease.",3,17361544,Journal,sh,Short Survey,100,3,3,CYP1B1 | Genome scan | Glaucoma | Linkage analysis | OPTN | TIGR/MYOC,13567,undefined,0,FALSE,81,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044440189,SCOPUS_ID:21044440189,2-s2.0-21044440189,Genetics of hereditary motor and sensory neuropathy and the Costa Rican contribution,Leal A.,Revista de Biologia Tropical,00347744,52,3,475-483,2004-09-01,September 2004,"Hereditary motor and sensory neuropathy (HMSN) or Charcot-Marie-Tooth disease (CMT) is the most common hereditary illness of the peripheral nervous system. The genetics and the physiopathological aspects of the disease clarified until know, are here summarized. More than twenty genes and ten additional loci have been related with HMSN. These findings contribute to understand the metabolism of peripheral nerves and give the basis for molecular diagnostics and future therapy. Several Costa Rican families with CMT have been identified, specially with axonal forms. Two families present mutations in the myelin protein zero gene (MPZ). In addition, linkage have been found between the disease and locus 19q13.3 in an extended family, and a mutation segregating with the disease is present in a candidate gene of the critical interval. Costa Rica has several advantages for genetical studies, that can contribute importantly in the generation of knowledge in the neurogenetical field.",2,17361540,Journal,re,Review,100,1,1,Charcot-Marie-Tooth disease | CMT | Costa Rica | Genetics | HMSN,13567,undefined,0,FALSE,82,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044439425,SCOPUS_ID:21044439425,2-s2.0-21044439425,Is the Central Valley of Costa Rica a genetic isolate?,Morera B.,Revista de Biologia Tropical,00347744,52,3,629-644,2004-09-01,September 2004,"In the last decade, the Costa Rican Central Valley population (CRCV), has received considerable scientific attention, attributed in part to a particularly interesting population structure. Two different and contradictory explanations have emerged: (1) An European-Amerindian-African admixed population, with some regional genetic heterocigosity and moderate degrees of consanguinity, similar to other Latin-American populations. (2) A genetic isolate, with a recent founder effect of European origin, genetically homogeneous, with a high intermarriage rate, and with a high degree of consanguinity. Extensive civil and religious documentation, since the settlement of the current population, allows wide genealogy and isonymy studies useful in the analysis of both hypotheses. This paper reviews temporal and spatial aspects of endogamy and consanguinity in the CRCV as a key to understand population history. The average inbreeding coefficients (α) between 1860 and 1969 show a general decrease within time. The consanguinity in the CRCV population is not homogeneous, and it is related to a variable geographic pattern. Results indicate that the endogamy frequencies are high but in general it was not correlated with α values. The general tendency shows a consanguinity decrease in time, and from rural to urban communities, repeating the tendencies observed in other countries with the same degree of development, and follows the general Western World tendency. Few human areas or communities in the world can be considered true genetic isolates. As shown, during last century, the CRCV population has had consanguinity values that definitively do not match those of true genetic isolates. A clear knowledge of the Costa Rican population genetic structure is needed to explain the origin of genetic diseases and its implications to the health system.",19,17361557,Journal,re,Review,100,2,2,Central Valley | Consanguinity | Costa Rica | Endogamy | Human genetics | Population structure,13567,undefined,0,FALSE,83,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044438679,SCOPUS_ID:21044438679,2-s2.0-21044438679,Comparison of three methods for DNA extraction from bone remains,Del Valle C.,Revista de Biologia Tropical,00347744,52,3,717-725,2004-09-01,September 2004,"Extraction of amplifiable DNA is a frequent problem when working with degraded specimens like bone samples. The possibility of obtaining as much information as possible from these samples has a particular significance in many forensic investigations. The present investigation was aimed to assess the efficiency of three organic extraction methods for purifying amplifiable DNA from bone samples. The amount of nucleic acids obtained, the success rate in the amplification of DNA microsatellite (STR) markers and amelogenin by PCR, the influence of PCR inhibitors and environmental conditions, and where the samples were found before their processing in the laboratory, were all evaluated in this investigation for the three methods. Results showed that method A (a modification of FBI method for DNA extraction) performed better in producing not a higher amount but a better quality amplifiable DNA, in comparison with the other two methods evaluated. It was also demonstrated that the quality of the DNA to be amplified by PCR was influenced by the presence of inhibitors and/or contaminants and the environmental conditions where the bone sample was taken from. The worst conditions were observed from aquatic environments. The results suggest that the implementation of some specific modifications in the method A (use of purification columns, reliable quantification methods and different dilutions) would help to obtain better DNA extracts intended to be used in different molecular identification tests.",2,17361564,Journal,ar,Article,100,3,3,Bones | Costa Rica | DNA extraction | Inhibitors | PCR | STRs,13567,undefined,0,FALSE,84,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044438380,SCOPUS_ID:21044438380,2-s2.0-21044438380,Expression of the rice hoja blanca virus (RHBV) non-structural protein 3 (NS3) in Escherichia coli and its in situ localization in RHBV-infected rice tissues,Muñoz M.,Revista de Biologia Tropical,00347744,52,3,765-775,2004-09-01,September 2004,"The non-structural NS3 protein gene from the rice hoja blanca virus (RHBV) was fused to the glutathione-S-transferase carboxilic end and expressed in Escherichia coli strain JM83. Large quantities of fusion protein were produced in insoluble form. The fusion protein was fractionated in SDS-PAGE and purified by electroelution, polyclonal antibodies were raised in rabbit and the antiserum was absorbed with bacterial crude extract. A band of similar size as that of NS3 protein was observed in Western blots using extracts from RHBV-infected rice plants. Immunoelectron microscopy with colloidal gold-labeled antibodies against NS3 protein and the viral nucleocapsid protein revealed in situ accumulation of NS3 protein in the cytoplasm but not in the viral inclusion bodies, vacuoles or chloroplasts of RHBV-infected plants, following the same pattern of distribution as the RHBV nucleocapsid protein.",5,17361569,Journal,ar,Article,100,4,4,Immunoelectron microscopy | NS3 | Polyclonal antibodies | RHBV | Rice hoja blanca virus,13567,undefined,0,FALSE,85,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044437580,SCOPUS_ID:21044437580,2-s2.0-21044437580,Cytogenetic studies in children with Acute Lymphocitic Leukemia-B in Costa Rica,Venegas P.,Revista de Biologia Tropical,00347744,52,3,551-558,2004-09-01,September 2004,"Chromosome analyses were performed on bone marrow of 177 pediatric patients with Acute Lymphocitic Leukemia at the ""Hospital Nacional de Niños"". The standard cytogenetic techniques now belongs to the panel of mandatory analyses performed at diagnosis of our acute leukemia patients and represent a major advantage to be effective and independent prognostic factors, essential for therapeutic choices. Cytogenetic results were achieved in 83% of the bone marrow samples: normal karyotypes represented 29% and abnormal karyotypes 71% with the follow distribution: t(9;22) 3%; t(1;19) 5%; t(4;11) 3%, Hyperdiploidy 39%; other chromosomal abnormalities 21%. Systematic cytogenetic analyses are essencial to define morpho-immunologic sub-types of leukemia and to detect new translocations that allows to understand hematopoiesis and leukemogenesis.",5,17361549,Journal,ar,Article,100,2,2,Acute Lymphocytic leukemia | Chromosomal abnormalities | Costa Rica | Cytogenetics | Prognostic factors,13567,undefined,0,FALSE,86,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044436357,SCOPUS_ID:21044436357,2-s2.0-21044436357,Genética y Biotecnología en Costa Rica: Introduction,Monge-Nájera J.,Revista de Biologia Tropical,00347744,52,3,NA,2004-09-01,September 2004,NA,0,NA,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,87,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044436356,SCOPUS_ID:21044436356,2-s2.0-21044436356,Phylogenetic position of the yeast-like symbiotes of Tagosodes orizicolus (Homoptera: Delphacidae) based on 18S ribosomal DNA partial sequences,Xet-Mull A.M.,Revista de Biologia Tropical,00347744,52,3,777-785,2004-09-01,September 2004,"Tagosodes orizicolus Muir (Homoptera: Delphacidae), the endemic delphacid species of tropical America carries yeast-like symbiotes (YLS) in the abdominal fat bodies and the ovarial tissues, like other rice planthoppers of Asia. These YLS are obligate symbiotes, which are transmitted transovarially, and maintain a mutualistic relationship with the insect host. This characteristic has made in vitro culture and classification of YLS rather difficult using conventional methods. Nevertheless, microorganisms of similar characteristics have been successfully classified by using molecular taxonomy. In the present work, the YLS of Tagosodes orizicolus (YLSTo) were purified on Percoll® gradients, and specific segments of 18S rDNA were amplified by PCR, cloned and sequenced. Sequences were aligned by means of the CLUSTAL V (DNASTAR) program; phylogenetic trees were constructed with the Phylogeny Inference Package (PHYLIP), showing that YLSTo belong to the fungi class Pyrenomycetes, phylum Ascomycota. Similarities between 98% and 100% were observed among YLS of the rice delphacids Tagosodes orizicolus, Nilaparvata lugens, Laodelphax striatellus and Sogatella furcifera, and between 89.8% and 90.8% when comparing the above to YLS of the aphid Hamiltonaphis styraci. These comparisons revealed that delphacid YLS are a highly conserved monophyletic group within the Pyrenomycetes and are closely related to Hypomyces chrysospermus.",16,17361570,Journal,ar,Article,100,3,3,18S rDNA | Genetic relationships | Pyrenomycetes | Rice planthoppers | Tagosodes orizicolus | Yeast-like symbiotes,13567,undefined,0,FALSE,88,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044436190,SCOPUS_ID:21044436190,2-s2.0-21044436190,The dystrophinopathies in Costa Rica,Azofeifa J.,Revista de Biologia Tropical,00347744,52,3,485-490,2004-09-01,September 2004,"A five-years long study aiming to describe the basic genetic epidemiology of the dystrophinopathies in Costa Rica recruited 31 patients with clinical symptoms of DMD/BMD at the National Children's Hospital (HNN). This center is the obligate reference hospital of the national health system for genetic diseases, however, the geographic origin of the patients, a low percentage of deletions and a high proportion of de novo mutations found among them indicate that a significant ascertainment bias impedes a substantial scientific approach to confront and alleviate the problems posed by these severe diseases in Costa Rica.",1,17361541,Journal,sh,Short Survey,100,1,1,Becker | Carriers | Deletions | Duchenne | Haplotypes | Muscular dystrophy | X chromosome,13567,undefined,0,FALSE,89,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044436026,SCOPUS_ID:21044436026,2-s2.0-21044436026,Perception about biotechnology in university students in Costa Rica,Valdez M.,Revista de Biologia Tropical,00347744,52,3,745-756,2004-09-01,September 2004,"A survey was carried out to determine the perception and knowledge about biotechnology and genetically modified organisms (GMOs) in a sample (n = 750) of university students from three public universities in Costa Rica: Universidad de Costa Rica, Universidad Nacional and Instituto Tecnológico de Costa Rica. The study revealed that 88% of the students showed a satisfactory level of knowledge about modern biotechnology and 79% of them reported a favorable opinion and good acceptance of this technology. Students would accept some risks associated to biotechnology if it represents an improvement to the competitiveness of Costa Rica. Some differences were detected in the opinions from students of the three universities that can be associated to the area of study. Students from social disciplines showed a higher percentage of negative acceptances to biotechnology and GMOs when their opinions were compared with those of students from life sciences and technologies.",4,17361567,Journal,ar,Article,100,3,3,Biotechnology | Costa Rica | Genetically modified organisms | GMOs | Public perception | University students,13567,undefined,0,FALSE,90,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044435574,SCOPUS_ID:21044435574,2-s2.0-21044435574,Genotype profiles for the Costa Rican population at 7 PCR-based loci,Morera B.,Revista de Biologia Tropical,00347744,52,3,713-715,2004-09-01,September 2004,"Complete electronic DNA profiles of 2006 randomly selected Costa Ricans, typed for 7 PCR-based loci, are presented. Such data may prove valuable for anthropological and forensic studies of the Costa Rican population.",2,17361563,Journal,ar,Article,100,3,3,Costa Rica | DNA profiles | Electronic communication | Forensic | PCR-based loci,13567,undefined,0,FALSE,91,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044435253,SCOPUS_ID:21044435253,2-s2.0-21044435253,Diversity of Bacillus thuringiensis strains isolated from coffee plantations infested with the coffee berry borer Hypothenemus hampei,Arrieta G.,Revista de Biologia Tropical,00347744,52,3,757-764,2004-09-01,September 2004,"The coffee berry borer Hypothenemus hampei Ferrari (Coleoptera: Scolytidae) was first reported infecting Costa Rican coffee plantations in the year 2000. Due to the impact that this plague has in the economy of the country, we were interested in seeking new alternatives for the biological control of H. hampei, based on the entomopathogenic bacteria Bacillus thuringiensis. A total of 202 B. thuringiensis isolates obtained from Costa Rican coffee plantations infested with H. hampei were analyzed through crystal morphology of the crystal inclusions and SDS-PAGE of δ-endotoxins, while 105 strains were further evaluated by PCR for the presence cry, cyt and vip genes. Most of the Bt strains showed diverse crystal morphologies: pleomorphic (35%), oval (37%), bipyramidal (3%), bipyramidal and oval (12%), bipyramidal, oval and pleomorphic (10%) and bipyramidal, oval and cubic (3%). The SDS-PAGE analyses of the crystal preparations showed five strains with δ-endotoxin from 20 to 40 kDa, six from 40 to 50 kDa, seven from 50 to 60 kDa, 19 from 60 to 70 kDa, 29 from 70 to 100 kDa and 39 from 100-145 kDa. PCR analyses demonstrated that the collection showed diverse cry genes profiles having several genes per strain: 78 strains contained the vip3 gene, 82 the cry2 gene, 45 the cry1 and 29 strains harbored cry3-cry7 genes. A total of 13 strains did not amplified with any of the cry primers used: cry1, cry2, cry3-7, cry5, cry11, cry12 and cry14. Forty-three different genetic profiles were found, mainly due to the combination of cry1A genes with other cry and vip genes. The genetic characterization of the collection provides opportunities for the selection of strains to be tested in bioassays against H. hampei and other insect pests of agricultural importance.",37,17361568,Journal,ar,Article,100,3,3,δ-endotoxins | Bacillus thuringiensis | Coffee | Cry genes | Crystals | Hypothenemus hampei,13567,undefined,0,FALSE,92,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044434825,SCOPUS_ID:21044434825,2-s2.0-21044434825,Chromosomic aberrations in female workers exposed to pesticides,Cuenca P.,Revista de Biologia Tropical,00347744,52,3,623-628,2004-09-01,September 2004,"The purpose of this work was to determine if the occupational exposure to those pesticides used at banana plantations' packaging plants produces genetic damage to somatic cells of female workers. Chromosomal aberrations were scored in lymphocytes of 20 women, 10 female exposed workers and 10 female controls. Workers were recruited from independent farms from two locations in Costa Rica, during January through June in 1996 and 1997. These females had a minimum of three months of work, had never received chemotherapy or radiotherapy and did some of these labors: sealing, spraying or weighting of bananas. Control unexposed females lived in the same area, were of similar age and neither them nor their husbands/mates had ever worked in pesticide related labors. For each female, 100 mitotic figures were scored. The kind of aberrations detected were acentric fragments, dicentric chromosomes, rings, gaps and breaks. Among workers, 16% of cells (n=1000) had one or more abnormalities, whereas control unexposed females had 6% of cells (n=1000) with comparable anomalies (p<0.05). In conclusion, the pesticide exposure is a risk factor for chromosome aberrations in female somatic cells.",8,17361556,Journal,ar,Article,100,2,2,Banana parking | Chromosomal aberrations | Costa Rica | Pesticides,13567,undefined,0,FALSE,93,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044434550,SCOPUS_ID:21044434550,2-s2.0-21044434550,Micronuclei and other nuclear abnormalities in the oral epithelium of female workers exposed to pesticides,Castro R.,Revista de Biologia Tropical,00347744,52,3,611-621,2004-09-01,September 2004,"In order to study if banana fields labour exposure to pesticides produces some kind of DNA damage, we determine the presence of micronuclei in epithelial oral cells in working women in Guapiles and Siquirres, Costa Rica, as an effect biomarker. We also analyzed other abnormalities in the nucleus of those cells such as broken-egg, karyolysis or kariorrhexis, to see if there was some kind of genotoxicity or citotoxicity. The women group exposed to pesticides worked in packing bananas plant from different independent farms. The control group of women had never done any farming tasks; they did not live in the banana fields, neither their husband. We got information about the life style, medical and familial history of the participants through an interview. We did not found any significant increment in the frequency of micronuclei form the exposed group compared with the controls. The other nuclei abnormalities showed signs of citotoxicity or genotoxicity in the controls, associated with the intake of coffee and dental x-rays. These results do not rule out at that pesticides used in packing bananas are agents capable of producing damage to the DNA, but it seems that micronuclei from the oral epithelium is not the most adequate marker to measure it.",11,17361555,Journal,ar,Article,100,3,3,Banana plantations | Biomonitoring | Bucal micronucleous | Costa Rica | Female farmers | Pesticides,13567,undefined,0,FALSE,94,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044434248,SCOPUS_ID:21044434248,2-s2.0-21044434248,"Past, present and future of cytogenetics in Costa Rica",Volio I.C.,Revista de Biologia Tropical,00347744,52,3,537-544,2004-09-01,September 2004,"This is an overview of the past, present and future of human Cytogenetics in Costa Rica. It started in 1965 at the University of Costa Rica where it has been developed slowly but steadily. There is only one overloaded clinical cytogenetic laboratory in the social security system. The tests currently performed are peripheral blood and blood marrow karyotypes, prenatal cytogenetic diagnosis (amniotic fluid and fetal blood) and less frequently skin biopsies. The task now is to standardize molecular cytogenetic techniques, we are actually working with PRINS in order to study submicroscopic subtelomeric rearrangements associated with mental retardation and other microdeletion syndromes as well.",1,17361547,Journal,re,Review,100,1,1,Costa Rica | Cytogenetics | Human genetics | Karyotypes,13567,undefined,0,FALSE,95,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/21044434246,SCOPUS_ID:21044434246,2-s2.0-21044434246,"Distribution, ecology, life history, genetic variation, and risk of extinction of nonhuman primates from Costa Rica",Zaldívar M.,Revista de Biologia Tropical,00347744,52,3,679-693,2004-09-01,September 2004,"We examined the association between geographic distribution, ecological traits, life history, genetic diversity, and risk of extinction in nonhuman primate species from Costa Rica. All of the current nonhuman primate species from Costa Rica are included in the study; spider monkeys (Ateles geoffroyi), howling monkeys (Alouatta palliata), capuchins (Cebus capucinus), and squirrel monkeys (Saimiri oerstedii). Geographic distribution was characterized accessing existing databases. Data on ecology and life history traits were obtained through a literature review. Genetic diversity was characterized using isozyme electrophoresis. Risk of extinction was assessed from the literature. We found that species differed in all these traits. Using these data, we conducted a Pearson correlation between risk of extinction and ecological and life history traits, and genetic variation, for widely distributed species. We found a negative association between risk of extinction and population birth and growth rates; indicating that slower reproducing species had a greater risk of extinction. We found a positive association between genetic variation and risk of extinction; i.e., species showing higher genetic variation had a greater risk of extinction. The relevance of these traits for conservation efforts is discussed.",9,17361561,Journal,re,Review,100,7,7,Alouatta palliata | Ateles geoffroyi | Biological conservation | Cebus capucinus | Habitat destruction | Isozymes | New World monkeys | Saimiri oerstedii,13567,undefined,0,FALSE,96,NA,NA,NA
