@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,pubmed-id,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/77955476214,SCOPUS_ID:77955476214,2-s2.0-77955476214,Taxonomy and distribution of aquatic and semiaquatic Heteroptera (Insecta) from Cuba,Naranjo C.,Revista de Biologia Tropical,00347744,58,3,897-907,2010-09-01,September 2010,20,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,83,"Heteroptera is a worldwide distributed group of insects inhabiting both terrestrial and aquatic habitats and has an important ecological role. A survey of aquatic and semiaquatic Heteroptera from Cuba is provided based on literature reports and field collections. General data on species geographical distribution are given, along with altitude and collection season. Representatives of 86 species and morphospecies of the infraorders Dipsocoromorpha, Leptopodomorpha, Gerromorpha and Nepomorpha are listed, distributed in 35 genera and 16 families were found. Based on distributional data, a preference for habitats of stagnant water or slow current and lower altitudes is inferred. Fifteen species are distributed throughout the entire island. A higher species diversity was found in the Eastern sector, with 53 species (61.63%), 16 of which (18.60%) are confined to this area. The strongest biological similarity was found between Eastern and Western sectors (25%), and the weakest between Western and Central sectors (14%).",20737845,Biodiversity | Biogeography | Check list | Neotropical region | Water bugs,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954081540,SCOPUS_ID:77954081540,2-s2.0-77954081540,"Spatial and temporal land cover changes in Terminos Lagoon Reserve, Mexico",Soto-Galera E.,Revista de Biologia Tropical,00347744,58,2,565-575,2010-06-01,June 2010,23,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,84,"Terminos Lagoon ecosystem is the largest fluvial-lagoon estuarine system in the country and one of the most important reserves of coastal flora and fauna in Mexico. Since the seventies, part of the main infra-structure for country's oil extraction is located in this area. Its high biodiversity has motivated different type of studies including deforestation processes and land use planning. In this work we used satellite image analysis to determine land cover changes in the area from 1974 to 2001. Our results indicate that tropical forest and mangroves presented the most extensive losses in its coverage. In contrast, urban areas and induced grassland increased considerably. In 2001 more than half of the ecosystem area showed changes from its original land cover, and a third part of it was deteriorated. The main causes of deforestation were both the increase in grassland and the growth of urban areas. However, deforestation was attenuated by natural reforestation and plant canopy recovery. We conclude that the introduction of cattle and urban development were the main causes for the land cover changes; however, the oil industry activity located in the ecosystem, has promoted indirectly to urban growth and rancher boom.",20527459,Coastal ecosystems | Deforestation | Land cover | Oil industry | Remote sensing,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954080479,SCOPUS_ID:77954080479,2-s2.0-77954080479,Mitotic karyotype of the tropical freshwater crayfish Procambarus (Austrocambarus) llamasi (Decapoda: Cambaridae),Indy J.,Revista de Biologia Tropical,00347744,58,2,655-662,2010-06-01,June 2010,11,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,85,"In Mexico, the biology of Procambarus has been more studied than the biology of other Cambarids because of its diversity and potential use in aquaculture. We determined the karyotype of the Mexican tropical freshwater crayfish Procambarus (Austrocambarus) llamasi from 189 metaphase spreads from gill tissues of 17 adults. They had 98-120 chromosomes (mode 2n=120 chromosomes). There are 60 pairs of monoarm, telo-centric chromosomes. Sex chromosomes were not detected and we propose that the P. llamasi karyotype can be used to distinguish this species from other Mexican crayfish. Additionally, we suggest using karyological data in aquaculture and conservation biology.",20527466,Chromosome number | Karyotype | Procambarus (austrocambarus) llamasi | Tropical crayfish,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954079507,SCOPUS_ID:77954079507,2-s2.0-77954079507,The moth Copitarsia decolora: A review of the species complex based on egg and male genital morphology (Lepidoptera: Noctuidae),Angulo A.,Revista de Biologia Tropical,00347744,58,2,769-776,2010-06-01,June 2010,6,Journal,re,Review,100,2,2,13567,undefined,0,FALSE,86,"Copitarsia decolora is a widely distributed polyphagous species with a large number of nominal changes due to phenotypic plasticity. We reviewed 14 males from Mexico, Colombia, venezuela, Peru and Chile and the literature produced between 2003 and 2008. An analysis of the clasper com-plex of C. decolora male genitalia was performed by standard dissection. Scanning electron microscope (SEM) photographs of eggs structures were used as taxonomic characters. The genus Copitarsia comprises 23 species. C. corruda is considered a synonym of C. decolora.",20527474,Eggs | Male genitalia | Moths | New combinations | New synonym | South America | Subspecies,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954069119,SCOPUS_ID:77954069119,2-s2.0-77954069119,A new species of the chiton Lepidochitona (Polyplacophora: Ischnochitonidae) from Puerto Rico,García-Ríos C.,Revista de Biologia Tropical,00347744,58,2,635-644,2010-06-01,June 2010,2,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,87,"The genus Lepidochitona Gray, 1821 has two species in the Caribbean: L. liozonis (Dall & Simpson, 1901) and L. rosea Kaas, 1972. We describe a third species: Lepidochitona rufoi sp. nov. from Puerto Rico. Lepidochitona rufoi differs from both in having a finely granulose tegmentum, smaller size, a very fine central radula tooth, and different anal plate form and color pattern. It also differs from L. liozonis in having longer marginal spicules.",20527464,Lepidochitona | Mollusca | New species | Polyplacophora | Puerto rico,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954068378,SCOPUS_ID:77954068378,2-s2.0-77954068378,Bibliometry of biological systematics in Latin America during the twentieth century in three global databases,Michán L.,Revista de Biologia Tropical,00347744,58,2,531-545,2010-06-01,June 2010,24,Journal,re,Review,100,2,2,13567,undefined,0,FALSE,88,"We present a review of the biological systematic research in Latin America during the twentieth century, applying a bibliometric analysis to the information contained in international databases with the largest number of biological records: Biosis (since 1969), CAB (since 1910) and Science Citation Index (since 1900), to recognize certain patterns and trends regarding the document production. We obtained 19 079 documents and 1 387 journals for Biosis, 14326 and 2537 for CAB, 3257 and 1636 for SCI. Of the documents, 54.6% related to new species, 15.3% dealt with morphology, 14.9% keys, 12.5% descriptions, 10.6% cases of synonymies, 6% new genera, 4.9% new geographical records, 23.6% geographical distribution, 4.2% redescriptions, and 3.6% with new nomenclatural combinations. The regions mentioned were South America with 11.9%, Central America with 4% and America (all) with 2.56%. Nineteen Latin American countries appear, whereas outside this region we found the United States of America with 12.6% of representation and Canada with 3%. Animals (65.6%) were the most studied taxa, which was 1.7 times higher than what was published for plants (37%), 11 times higher than fungi (6%) and nearly 30 times higher than microorganisms (2.3%). Out of the 155 journals that produced 66% of the papers, 76.5% were better represented in Biosis, 21.4% in CAB and 2% in SCI. Twenty-nine journals published 33% of the articles, the maximum number of records obtained was 69% for Biosis, CAB 24% and 6.9% for SCI, three (10.3%) are in biology, 11 (37.9%) in botany, 13 (44.8%) zoology, and two (6.9%) paleontology; eight of these journals (27.5%) were published in Latin America and twenty were indexed in the Science Citation Index. In the last two years more journals of the region that publish on taxonomy have been indexed, but their impact factor is still low. However, the impact factor of a number of Latin American journals that published biodiversity increased with time. Countries that are more interested in studying the Latin American biota from the taxonomic point of view are Brazil, the United States, Argentina and Mexico. The most active institutions in this discipline were the Universidade de São Paulo, Universidad Nacional Autónoma de México, and the Universidade Federal do Rio de Janeiro; together they produced 24% of the documents.",20527457,Bibliometry | Biosis | Cab | Latin america | Science citation index | Taxonomy,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954066127,SCOPUS_ID:77954066127,2-s2.0-77954066127,"Abundance, distribution and size structure of Diadema antillarum (Echinodermata: Diadematidae) in South Eastern Cuban coral reefs",Blanco F.,Revista de Biologia Tropical,00347744,58,2,663-676,2010-06-01,June 2010,18,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,89,"The 1983-1984 mass mortality event of Diadema antillarum affected more than 93% of the total Caribbean population. Although there are no records about the status of Diadema populations before and after die-off on Cuban reefs, anecdotal information suggests that populations were struck. We analyzed spatial variation in the abundance and size structure of D. antillarum in 22 reefs sites in Jardines de la Reina, from June 2004 to September 2005. Counts of Diadema were performed in five 30x2m transects at each sampling site and sampling time, and test diameters were measured in September 2005 at the same fore reefs. Abundances were higher at reef crests (mean densities 0.08-2.18 ind./m2), while reef slope populations reached a maximum site level of 0.13 ind./m2 at only one site and showed values up to three orders of magnitude lower than those from reef crests. Highest abundance occurred at the west margin of major channels between keys where larval recruitment seems to be favored by local oceanographic features and facilitated by the abundance of Echinometra lucunter. The size frequency distribution of D. antillarum indicates that recruitment began to be noticeable three years before September 2005, suggesting these populations were depleted in the past and they are recovering now.",20527467,Cuba | Diadema antillarum | Jardines de la reina | Population density | Sea urchin recovery | Size structure,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954057083,SCOPUS_ID:77954057083,2-s2.0-77954057083,Seed germination and key to seedling identification for six native tree species of wetlands from southeast Mexico,Zamora-Cornelio L.F.,Revista de Biologia Tropical,00347744,58,2,717-732,2010-06-01,June 2010,7,Journal,ar,Article,100,5,5,13567,undefined,0,FALSE,90,"Wetland tree species are of importance for economic and restoration purposes. We describe the germination process and seedling morphology of six arboreal native species typical of Southeastern Mexico: Annona glabra, Ceiba pentandra, Pachira aquatica, Haematoxylum campechianum, Coccoloba barbadensis and Crataeva tapia. A total of 300 seeds per species were planted in a mixture of sand, cocoa plant husk and black soil (1: 1: 1), and maintained in a tree nursery with 30% artificial shade, from February to November of 2007. We carried out the morphological characterization, and elaborated a key to seedlings based on: 1) ger- mination type 2) seedling axis and 3) leaf elements. P. aquatica has cryptocotylar hypogeal germination, the others have phanerocotylar epigeal germination. Germination rates were high (>86%), except for C. barbadensis (69%).",20527471,Germination | Native trees | Riverine vegetation | Seedling morphology | Wetlands,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954056371,SCOPUS_ID:77954056371,2-s2.0-77954056371,Diversity of vegetation during its recovery from a catastrophic flood of the Medium Paraná River (Argentina),Franceschi E.A.,Revista de Biologia Tropical,00347744,58,2,707-716,2010-06-01,June 2010,4,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,91,"River floodplains have a high biological diversity that is intensely influenced by vegetation dynamics, changes in space and time scales, and the river's hydrological regime. The vegetation composition of the medium and lower Paraná River has been analyzed previously, with different approaches and criteria that cannot be compared. The aim of this study is to analyze the diversity of the herbaceous vegetation over long time spans, from its regeneration after a catastrophic flood to its recovery, in the North and South sites of the flooding valley of the Medium Paraná River. The first sampling of a pioneer community was performed after the 1982-83 catastrophic flood, and included the surveillance of two plots in two successive recovery stages. Floristic com-position and cover-abundance of all species were recorded per plot. Floristic richness, using jackknife, Shannon and Hurlbert diversity and Simpson dominance curves were calculated for each site and for each survey, using EcoSim (software). Floristic richness was higher in the North of Medium Paraná, while dominance was higher in the South. Diversity indexes did not varied significantly and resulted in relatively stable values, because its components compensate each other.",20527470,Diversity | Ecosim | Floodplain | Floristic richness | Regeneration | River paraná | Vegetation dynamics,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954055315,SCOPUS_ID:77954055315,2-s2.0-77954055315,Fatty acids in an estuarine mangrove ecosystem,Alikunhi N.M.,Revista de Biologia Tropical,00347744,58,2,577-587,2010-06-01,June 2010,9,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,92,"Fatty acids have been successfully used to trace the transfer of organic matter in coastal and estuarine food webs. To delineate these web connections, fatty acid profiles were analyzed in species of microbes (Azotobacter vinelandii, and Lactobacillus xylosus), prawns (Metapenaeus monoceros and Macrobrachium rosenbergii) and finfish (Mugil cephalus), that are associated with decomposing leaves of two mangrove species, Rhizophora apiculata and Avicennia marina. The fatty acids, except long chain fatty acids, exhibit changes during decomposition of mangrove leaves with a reduction of saturated fatty acids and an increase of monounsaturated fatty acids. The branched fatty acids are absent in undecomposed mangrove leaves, but present significantly in the decomposed leaves and in prawns and finfish, representing an important source for them. This revealed that the microbes are dominant producers that contribute significantly to the fishes and prawns in the mangrove ecosystem. This work has proved the fatty acid biomarkers as an effective tool for identifying the trophic interactions among dominant producers and consumers in this mangrove.",20527460,Biomarker | Fatty acid | Fish | Mangroves | Microbes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954050313,SCOPUS_ID:77954050313,2-s2.0-77954050313,Fatty acids composition of the marine snails Phyllonotus pomum and Chicoreus brevifrons (Muricidae),D'Armas H.,Revista de Biologia Tropical,00347744,58,2,645-654,2010-06-01,June 2010,7,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,93,"Muricid species of P. pomum and C. brevifrons are of economic importance in the Caribbean. This study includes a comparative evaluation of fatty acid content in the total lipid composition of Phyllonotus pomum and Chicoreus brevifrons. Snail samples were collected during the rainy, dry and transition seasons, in Punta Arena, Sucre (Venezuela). Total lipids were extracted and the specific fatty acid contents were analyzed by gas chromatography. Lipid concentrations varied between 0.87 and 1.85%, with minimum and maximum values corresponding to C. brevifrons collected during rainy and dry seasons, respectively. In the case of total lipids, a high concentration of unsaturated fatty acids (57.21-70.05%) was observed followed by saturated fatty acids (20.33-31.94%), during all seasons. The polyunsaturated occurred in higher proportion among the unsaturated fatty acids, except for P. pomum which showed higher proportion of monounsaturated fatty acids (38.95%) during the transition season. The prevailing fatty acids were: C14:0, C16:0, C18:0, C20:1, C22:1 ω-11, C22:1 ω-9, C18:3 ω-3, C20:5 ω-3 and C22:6 ω-3, among which docosahexaenoic acid was the predominant polyunsaturated fatty acid, showing values between 4.62 and 33.11%. The presence of high concentrations of polyunsaturated fatty acids found in P. Pomum and C. brevifrons allow their recommendation for human consumption with appropriate resource utilization.",20527465,Chicoreus brevifrons | Fatty acids | Lipids | Phyllonotus pomum | Snails,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954050059,SCOPUS_ID:77954050059,2-s2.0-77954050059,"High spatial variability of coral, sponges and gorgonian assemblages in a well preserved reef",González-Díaz P.,Revista de Biologia Tropical,00347744,58,2,621-634,2010-06-01,June 2010,4,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,94,"The main goal of this research was to obtain baseline field data of the composition of sponges, cor-als, and gorgonian assemblages that can be used as a reference for future analyses of anthropogenic impact. We tested the hypothesis that relatively homogeneous and well preserved reef units can present notable natural variability in the composition of their communities which are unassociated with changes in land proximity or a human impact gradient. Research was carried out in July 2006 at Los Colorados reef, located in the northwestern region of Pinar del Río Province, Cuba at 12 sampling stations. The biotopes selected were crest, terrace edge and spur and grove. Ecological indicators were diversity of corals, species composition, density of corals, hydro-corals, gorgonians and sponges, and density of selected coral species. A total of 2659 colonies of scleractineans corals representing 36 species were counted. The most abundant species in the crest biotope were Millepora alcicornis, Acropora palmata and Porites astreoides; in the terrace edge and spur and grove, the most abun-dant species were Siderastrea siderea, Stephanocoenia intersepta, Porites astreoides, Agaricia agaricites and Montastraea cavernosa. We found differences among sites for several indicators (e.g. density of corals, sponges and gorgonians and for selected species), but they could not be associated to any gradient of land influence or human impact. Therefore, sites inside a relatively homogeneous reef unit can present notable natural differences in the composition of their communities.",20527463,Benthic invertebrate's communities | Biotopes | Cuba | Ecological indicators | Natural variability,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954049318,SCOPUS_ID:77954049318,2-s2.0-77954049318,"Dynamics of soil properties in forests of Rhizophora mangle L. (Rhizophoraceae) in Margarita Island, Venezuela",Sánchez-Arias L.,Revista de Biologia Tropical,00347744,58,2,547-564,2010-06-01,June 2010,10,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,95,"Biochemical and microbiological properties of soils can provide information related to ecosystems environmental status. With the aim to determine the response of microbial biomass, and enzymatic and microbial activity in hypersaline (IS≥55ups) and saline (IS<55ups) mangrove soils exposed to interstitial salinities (IS) greater than 36ups, these properties were measured in mono-specific forests of Rhizophora mangle at Laguna de la Restinga National Park (Margarita Island, Venezuela). During three seasons (dry, wet and transition), a total of 120 soil samples were collected from ten (5 hypersaline and 5 saline) randomly-selected sites of 1000m2 each. Four soil samples (400-500g) per plot were randomly collected with a corer at a depth of 10cm using a 1m2 quadrat; each sample consisted in the combination of 8 sub-samples (50-60g ea.). Physical, chemical, enzymatic, biochemical and microbiological properties of soil samples were determined using standard laboratory protocols. The response of microbial biomass and microbial and enzymatic activity was analyzed taking into account spatial and climatic factors and interstitial salinity. Microbial biomass was linked to each locality conditions, and was not sensitive to seasonal or salinity differences. Microbial activity remained func-tionally active during the study period and presented variable responses. Dehydrogenase activity proved to be a good indicator for flooded and anoxic environments, and arginine ammonification resulted to be the more sensitive microbial activity to changes in salinity. Regarding enzyme activities, spatial variability was the most widespread response. We did not find a unique general pattern between enzymatic activities and spatio-temporal variation; and only the enzyme phosphatase was negatively affected by salinity. We conclude that microbial populations of mangrove soils and their activities have functional adaptations to flooded and highly-saline environments typical of a negative estuary, subjected to drastic changes due to weather and water dynamics. Future studies are needed to determine the relation between the health of mangrove forest and microbial populations, and their activities in mangroves soils.",20527458,Enzymes | Laguna de la restinga | Mangrove forest | Microbial activity | Rhizophora mangle | Salinity | Soils,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954049055,SCOPUS_ID:77954049055,2-s2.0-77954049055,Variations of zooplankton abundance and biomass in a tropical oligo-mesotrophic reservoir in Northern Venezuela,Merayo S.,Revista de Biologia Tropical,00347744,58,2,603-619,2010-06-01,June 2010,6,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,96,"Zooplankton abundance in reservoirs is mainly determined by the speed and content of the water, but relatively little is known regarding tropical reservoirs. We studied the seasonal and spatial distribution of zooplankton abundance and biomass along the longitudinal axis of Clavellinos reservoir, northern Venezuela, from October 2006 to September 2007. Zooplankton was collected from the oxygenated layer using a plankton net. A total of 16 taxa were identified: Copepoda, Cladocera, Rotifera, Ostracoda and Diptera. Thermocyclops decipiens (Copepoda, Cyclopoida) dominated the community, while rotifers were the most diverse, with 10 spe- cies. Zooplankton abundance varied from 31 to 101ind/L in E1, 36 to 84ind/L in E2, and, from 30 to 250ind/L in E3. Biomass varied from 97.4 to 1406.3μg/l in E1, 108.5 to 397.2μg/l in E2, and from 25.9 to 763.9μg/l in E3. This zooplankton community seems to respond to environmental variations in the reservoir, rather than to variations in resource availability.",20527462,Abundance | Biomass | Clavellinos | Tropical reservoir | Venezuela | Zooplankton,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954045075,SCOPUS_ID:77954045075,2-s2.0-77954045075,"Growth and mortality of the fish Citharichthys xanthostigma (Pleuronectiformes: Paralichthyidae) off the Western coast of Baja California, México",Martínez-Muñoz M.,Revista de Biologia Tropical,00347744,58,2,689-705,2010-06-01,June 2010,5,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,97,"Longfin sanddab (Citharichthys xanthostigma) represents a very important fishery resource in Southern and Baja California but are not very well known. The purpose of this study is to provide information on the growth and mortality of longfin sanddab population in the Mexican Pacific Ocean at Baja California, México. Data on growth were obtained for longfin sanddab collected with otter trawls during six cruises off the Western coast of Baja California. A total of 1 017 longfin sanddab were caught over the sampling period, and from 860 specimens, the male to female ratio was 1:1.8. The relationship between total weight (W) and standard length (SL) is described: W=0.00000743 SL3.196 for females and W=0.00000764 SL3.193 for males. Age groups were estimated from length frequency data, and von Bertalanffy annual growth parameters for all fish data combined were the following: L∞=289.2mm SL, k=0.20, t0=-0.73; for males, they were L∞=265.9mm SL, k=0.21, t0=-0.68, and for females, L∞=293.6mm SL, k=0.23, t0=-0.35. Longfin sanddab caught during this study reached a maximum age of 10 years, and at that age, males attained smaller sizes than females. The age groups had a total mortality (Z) rate of 0.82 year-1, a fishing mortality (F) of 0.52 year-1, and a natural mortality (M) of 0.3 year-1. Although the longfin sanddab is not a target species of commercial fisheries, it suffers high mortality as part of the bycatch in the shrimp fishery.",20527469,Baja california | Bycatch shrimp | C. xanthostigma | Flatfish | Growth | Mortality | Pleuronectiformes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954041512,SCOPUS_ID:77954041512,2-s2.0-77954041512,"Larval seasonality of the mosquito Anopheles aquasalis (Diptera: Culicidae) and other insects associated to its habitat in Sucre, Venezuela",Berti J.,Revista de Biologia Tropical,00347744,58,2,777-787,2010-06-01,June 2010,9,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,98,"Anopheles aquasalis Curry is considered the main vector of human malaria in Northern Venezuela. A longitudinal study was carried out in the coastal areas of the Paria Peninsula, Sucre state. The larval habitats of A. aquasalis were classified as: 1- Brackish mangrove, and 2- Freshwater herbaceous swamp. Field surveys of mosquito larvae and aquatic insects were carried out in the same breeding sites over a one-year period, between January and December 1999. At each site, 30 samples of Anopheles larvae and aquatic insects were taken monthly. Simultaneously with mosquito larvae sampling, five selected variables of water were measured: conductivity, salinity, dissolved oxygen, temperature and pH. Seasonal and temporal variations of A. aquasalis larvae and aquatic insects were determined in the two larval habitats. For the entire study period, the abundance of larvae was higher in the mangrove. Correspondence analysis showed a strong relation between some chemical factors of water and larval abundance. The abundance of A. aquasalis larvae in both seasons, was positively correlated with water salinity, pH and conductivity, and negatively with dis-solved oxygen in the dry season. The presence of larvae was positively correlated with the presence of Avicenia germinans. In the mangrove there was a positive association between larvae abundance and Scirtidae family abundance and a negative correlation between larvae abundance and monthly precipitation (Spearman), as well as a significant negative correlation between Gerridae abundance and monthly precipitation. In the herbaceous swamp, there were not significant associations between A. aquasalis larvae abundance and abundance of others aquatic insects associated to habitat.",20527475,Anopheles aquasalis | Aquatic insects | Larval habitat | Malaria vectors | Physicalchemical factors | Seasonal and temporal variations | Venezuela,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954039318,SCOPUS_ID:77954039318,2-s2.0-77954039318,Diversity of mineral inclusions in the subtribe Oncidiinae (Orchidaceae),Sandoval-Zapotitla E.,Revista de Biologia Tropical,00347744,58,2,733-755,2010-06-01,June 2010,10,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,99,"Mineral inclusions in plants, of different chemical constitution and forms, have been studied in some plant groups and are currently used as diagnostic tools in taxonomic identifications. With the aim to identify their possible application in taxonomy, mineral inclusions in the leaves of 140 species of Oncidiinae (Orchidaceae) were analyzed and compared. Leave transversal sections were studied with the aid of clear field, phase contrast, and polarized light microscopy. Crystals commonly occured in mesophyll cells, and only in two species those were observed in epidermal cells. Several forms of calcium oxalate crystals and silicdioxide deposits in the form of stegmata were found. The most common crystalline forms were raphides, prisms and druses. Nevertheless, crystals like sands, and concentric and radial plates were also observed in few species. These crystalline forms of concentric and radial plates are reported for the first time in Oncidiinae and Orchidaceae. The stegmata are conical with rough surface, forming tiers along with fibers. Stegmata commonly occur in the vascular bundle sheath and in the abaxial or adaxial fiber bundles. However, few species do not have stegmata in fiber bundles and other species lack both. The taxonomic importance of these mineral inclusions is discussed for the different clades, genera or species within the subtribe Oncidiinae.",20527472,Calcium oxalate | Crystals | Leaf | Oncidiinae | Orchidaceae | Raphides | Silica | Stegmata,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954038758,SCOPUS_ID:77954038758,2-s2.0-77954038758,"Distribution and size of benthic marine habitats in Dominica, Lesser Antilles",Steine S.C.C.,Revista de Biologia Tropical,00347744,58,2,589-602,2010-06-01,June 2010,6,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,100,"Surveys of benthic marine habitats encompassing 1 814.7ha and lining 90% of Dominica's shoreline were carried out to build the first composite picture of the distribution and size of the island's near-shore sublittoral habitats, and the epibenthic communities they harbor. Field survey sites covered areas ranging from 1 425 to 29.6ha, lining the shore in bands ranging between 50 and 250m in width, in waters no deeper than 30m. Thus a total of 755ha of benthos were surveyed in October and November of 2007. The benthic habitat composition of an additional 1 059.7ha was inferred with the help of unpublished data and satellite imagery. Seagrass beds were the most widespread organism-built habitat type with 265ha. Coral reefs covered 72.2ha. Both of these habitats were predominantly established along the West and North coasts, which included the island's most habitat-diverse regions. Rocky environments (911.5ha) dominated the East and South coast and together with sandy areas (566ha) constituted 81% of the island's marine benthos. It is apparent that seagrass beds, which include four native and one invasive seagrass species, had not been surveyed as previous distribution reports could not be confirmed. Similarly, the benthic cover of Dominica's coral reefs is evidently far below the previously reported 7 000ha. Such discrepancies highlight the advantage of environmental assessments based on field surveys and systematic data compilation, particularly in cases like Dominica where a narrow island shelf stages marginal marine resources in spatial proximity to each other and human settlements. This study has demonstrated how low-tech field methods can be applied on an island-wide scale to build an inventory of marine resources in the form of habitat maps and data repositories publicly accessible for future use. In the absence of such efforts, the development of conservation measures and status reports will remain ill founded.",20527461,Benthic habitats | Coral reefs | Dominica | Habitat maps | Seagrasses,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77954037305,SCOPUS_ID:77954037305,2-s2.0-77954037305,"Spider community (Arachnida, Araneae) of alfalfa crops (Medicago sativa) in Buenos Aires, Argentina",Armendano A.,Revista de Biologia Tropical,00347744,58,2,757-767,2010-06-01,June 2010,25,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,101,"Over the last decades there has been an increasing interest in the use of natural enemies to control pest insects, including spiders. We studied a spider community in Argentina by sampling every two weeks during 2004-2006 in one-hectare lots. Soil stratum spiders were collected using nets and pitfall traps. A total of 6229 specimens were collected (15 families and 50 species). Seven families were found in the herbal stratum, the most abundant were Thomisidae (n=2012, 32.30%), Araneidae (n=1516, 24.33%) and Oxyopidae (n=604, 9.70%). The soil had 14 families, mainly: Lycosidae (n=629, 10.10%) and Linyphiidae (n=427, 6.85%). Hunting spiders predominated: ambushers (32.99%); stalkers (11.77%) and ground-runners (10.84%) were less common. The most abundant web building spiders were the orb weavers (27.56%). The diversity indexes were: H́=2.97, Dsp=0.11 and J=0.79, evidencing a moderately diverse spider community with predominance of Misumenops pallidus, Oxyopes salticus, Lycosa poliostoma and L. erythrognatha. The spiders were present throughout the phenological development of the crop with abundance peaks in spring and summer.",20527473,Agroecosystems | Alfalfa | Araneae | Natural enemies,NA,NA,NA,NA,NA
