@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0025596354,SCOPUS_ID:0025596354,2-s2.0-0025596354,Intraspecific variation in ant sex ratios and the Trivers-Hare hypothesis,Boomsma J.J.,Evolution,00143820,NA,44,4,1026-1034,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03823.x,"Examines worker-controlled sex investments in eusocial Hymenoptera and assume that relatedness asymmetry is variable among colonies and that workers are able to assess the relatedness asymmetry in their own colony. Such ""assessing' workers should maximize their inclusive fitness by specializing in the production of the sex to which they are relatively most related, ie colonies whose workers have a relatedness asymmetry below the population average should specialize in males, whereas colonies whose workers have a higher than average relatedness asymmetry should specialize in making females. This yields the expectation that colony sex ratios will be bimodally distributed in ant populations where relatedness asymmetry is variable owing to multiple mating, worker reproduction, and/or polygyny. No such bimodality is expected, however, in ant species where relatedness asymmetry is known to be constant, or in cases where relatedness asymmetry is supposed to be irrelevant due to allospecific brood rearing under queen control, as in the slave-making ants. Data partly support these contentions. -from Authors",183,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,59,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595863,SCOPUS_ID:0025595863,2-s2.0-0025595863,"Food quality, heterozygosity, and fitness correlates in Peromyscus polionotus",Teska W.R.,Evolution,00143820,NA,44,5,1318-1325,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05234.x,Oldfield mice that are more heterozygous utilize food and maintain body weight under varying degrees of dietary stress better than their less heterozygous counterparts. Mice were collected in S Florida and fed diets of 3 qualities. Body weights for all mice decreased during the experiment. More heterozygous mice maintained their weight better during periods of dietary stress than those that were less heterozygous. -from Authors,35,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,60,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595532,SCOPUS_ID:0025595532,2-s2.0-0025595532,Tetrodotoxin resistance in garter snakes: an evolutionary response of predators to dangerous prey,Brodie E.D.,Evolution,00143820,NA,44,3,651-659,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05945.x,Thamnophis sirtalis has evolved resistance to tetrodotoxin in response to the toxicity of the newt Taricha granulosa on which the snake feeds. The predator-prey arms race analogy may be applicable to this system. -from Authors,135,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,61,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595322,SCOPUS_ID:0025595322,2-s2.0-0025595322,Population structure and host use in hybridizing subspecies of Papilio glaucus (Lepidoptera: Papilionidae),Hagen R.H.,Evolution,00143820,NA,44,8,1914-1930,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04299.x,"Two parapatric subspecies of the eastern tiger swallowtail butterfly, Papilio glaucus glaucus and P. g. canadensis, differ greatly in larval survival and growth on host plants in the Magnoliaceae, Salicaceae, and Betulaceae. Differential host use is apparently maintained primarily by independent clines in selection intensity for ability to use allopatric sets of host plants, coupled with restricted gene flow across the hybrid zone. -from Author",33,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,62,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595314,SCOPUS_ID:0025595314,2-s2.0-0025595314,Inbreeding effects in Clarkia tembloriensis (Onagraceae) populations with different natural outcrossing rates,Holtsford T.P.,Evolution,00143820,NA,44,8,2031-2046,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04309.x,"The deleterious effects of forced inbreeding are often thought to be less pronounced in populations with self-pollinating mating systems than in primarily outcrossing populations. This hypothesis was tested by comparing the performance of plants produced by artificial self- and cross-pollination from 3 populations whose outcrossing rate estimates were 0.03, 0.26 and 0.58. There was no detectable inbreeding depression in estimated lifetime fitness. Inbreeding effects for all reproductive yield characters were most severe in the accession from the most outcrossing population and least severe in the accession from the most self-fertilizing population. -from Authors",95,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,63,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595023,SCOPUS_ID:0025595023,2-s2.0-0025595023,Measuring selection on reaction norms: an exploration of the Eurosta- Solidago system,Weis A.E.,Evolution,00143820,NA,44,4,820-831,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03807.x,"The sensitivity of genotypic expression to the environment can be depicted as the reaction norm, which is defined as the array of phenotypes produced by a single genotype over a range of environments. The authors studied selection on reaction norms of the gall-inducing Eurosta solidaginis (Diptera, Tephritidae), which attacks tall goldenrod Solidago altissima (Compositae). Gall size was treated as a component of insect phenotype and attributes of the host plant as environmental influences on gall development. Genetic differences in the response of gall size to plant lag time (number of days before a plant responds to the gall maker) were examined. Reaction norms for full-sib families of flies were quantified as linear functions; the elevation of the function denoted gall size produced by the family averaged across all plants, and the function's slope denoted family sensitivity to lag time. Expected fitness of each family was regressed over reaction norm elevation and slope to yield selection gradients on these reaction norm parameters. Directional selection on gall size averaged across environments is 4 times stronger than selection on sensitivity. Yet, genetic variation for sensitivity contributes more than twice as much to gall phenotypic variance as family mean gall size. Results suggest that selection on environmental sensitivity will be weak for populations restricted to a narrow segment of an environmental gradient, but strong for broadly distributed species. -Authors",78,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,64,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025595019,SCOPUS_ID:0025595019,2-s2.0-0025595019,"""Kin recognition' among spadefoot toad tadpoles: a side-effect of habitat selection?",Pfennig D.W.,Evolution,00143820,NA,44,4,785-798,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03805.x,"Scaphiopus multiplicatus preferentially associated with unfamiliar siblings over unfamiliar nonsiblings, but same age tadpoles also were more likely to orient toward unfamiliar nonsiblings reared on the same food (familiar food) than toward unfamiliar siblings reared on unfamiliar food. Tadpoles may thus orient toward cues learned early in ontogeny, regardless of the cues' source. Tadpoles that preferentially associated with cues learned from their environment at birth would tend to be philopatric. Censuses of 14 natural ponds revealed that tadpole density remained greatest near oviposition sites until 4 days before metamorphosis. Tadpole philopatry may be advantageous: tadpoles restricted to their natal site had greater growth and survivorship than did their siblings restricted to randomly selected sites elsewhere within the same pond. Thus kin affiliative tendency may be a by-product of habitat selection. -from Author",67,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025594058,SCOPUS_ID:0025594058,2-s2.0-0025594058,Selection on locomotor performance capacity in a natural population of garter snakes,Jayne B.C.,Evolution,00143820,NA,44,5,1204-1229,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05226.x,"Selection on locomotor performance was determined for Thamnophis sirtalis fitchi in N California. Survivorship for 127 of 250 yearlings showed that greater values of both speed and distance residual significantly favored survival, whereas intermediate values of mass residual were significantly more likely to survive. -from Authors",346,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,66,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025593718,SCOPUS_ID:0025593718,2-s2.0-0025593718,"Sexual selection through female choice in Lawes' parotia, a lek- mating bird of paradise",Pruett-Jones S.,Evolution,00143820,NA,44,3,486-501,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05934.x,"In Parotia lawesii in Papua New Guinea, there was a high variance in mating success among males, with fewer than half of the individuals mating in any year. A role of female choice in sexual selection was suggested by the patterns of female visitation to courts and correlations across males between phenotypic traits and mating success. Females repeatedly visited most males in their home ranges and began visiting males up to 6 wk before mating. The probability of display positively and significantly influenced mating status and relative mating success among males. Females showed strong fidelity to mates, both within and between seasons. Display sites are variably dispersed, but mating success did not differ for grouped and solitary males. -from Authors",83,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,67,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025592466,SCOPUS_ID:0025592466,2-s2.0-0025592466,"The interaction of behavioral and morphological change in the evolution of a novel locomotor type: ""flying' frogs",Emerson S.,Evolution,00143820,NA,44,8,1931-1946,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04300.x,"The morphological and positional features associated with ""flying' decrease horizontal traveling distance but improve maneuverability. Derived morphological and postural features do not necessarily change a suite of performance variables in the same way. The performance consequences of postural shifts are a function of morphology. -from Authors",91,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,68,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025591927,SCOPUS_ID:0025591927,2-s2.0-0025591927,"Relative fitness of selfed and outcrossed progeny in a self- compatible, protandrous species, Sabatia angularis L. (Gentianaceae) : a comparison in three environments",Dudash M.R.,Evolution,00143820,NA,44,5,1129-1139,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05220.x,"Significant inbreeding depression was detected between the self and far-outcross progeny in each environment. Only the natural environment demonstrated a >50% reduction in relative fitness of self compared to near-outcross progeny. The magnitude of the inbreeding depression expressed among the self progeny was the greatest in the field, intermediate in the garden plot, and the least in the greenhouse. -from Author",356,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,69,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025591609,SCOPUS_ID:0025591609,2-s2.0-0025591609,A phylogenetic analysis of character displacement in Caribbean Anolis lizards,Losos J.B.,Evolution,00143820,NA,44,3,558-569,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05938.x,"Twenty-seven islands in the Lesser Antilles contain either 1 or 2 species of Anolis lizards. On 9 of the 10 2-species islands, the species differ substantially in size; 16 of the 17 one-species islands harbor an intermediate-sized species. Two processes could produce such a pattern: size adjustment (or character displacement), in which similar-sized species evolve in different directions in sympatry; and size assortment, in which only different-sized species can successfully colonize the same island together. Size evolution appears rare (a minimum of 4-7 instances of substantial size evolution). In the northern (but not the southern) Lesser Antilles, size change was significantly greater when a descendant taxon occurred on a 2-species island and its hypothetical ancestor occurred on a 1-species island, supporting the size adjustment hypothesis, though size adjustment might have occurred only once. The relative rarity of size evolution suggests that size assortment might be responsible for non-random patterns. Similar-sized species might not coexist because they interbreed and coalesce into one gene pool. Competitive exclusion is probably responsible for the pattern of size assortment in the N Lesser Antilles; both competitive exclusion and interbreeding of closely related species of similar size might be responsible for the patterns evident in the S Lesser Antilles. -from Author",142,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,70,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025591416,SCOPUS_ID:0025591416,2-s2.0-0025591416,The structure of individual variation in Miocene Globorotalia,Tabachnick R.E.,Evolution,00143820,NA,44,2,416-434,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05209.x,"Miocene Globorotalia (planktonic foraminifera) from Deep Sea Drilling Project 593 are described using two-point registration of landmarks in two views (spiral and apertural) and medial-axis analysis of the shape of the final chamber. The equiangular spiral parameters Θ (the angle of increment), r (the expansion rate), and t (the rate of translation down the spiral axis) appear as principal components of the landmark data. Chamber shape variation is described by three principal components of medial-axis curvature. Partial-least-squares analysis demonstrates that the first components of within-morphospace variation also explain the patterns of correlation between the landmark and chamber-shape morphospaces. -from Authors",34,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,71,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025591363,SCOPUS_ID:0025591363,2-s2.0-0025591363,Targets of sexual selection: song and plumage of wood warblers,Shutler D.,Evolution,00143820,NA,44,8,1967-1977,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04303.x,"Examined patterns of song complexity and plumage dimorphism in 56 species of wood warblers (Parulinae). Overall, males of more dimorphic species sang shorter songs more often, but did not have more complex songs. However, when monomorphic species were excluded from the analysis, the total time spent singing and repertoire size increased with plumage dimorphism. Monomorphic species are predominantly ground-nesters and the greater risk of nest predation for these species may constrain males from becoming more visually conspicuous. Thus, sexual selection may have been restricted to targeting song in these species. Even though song may have been the only target of sexual selection in ground-nesting species, overall, song in those species is not more complex than in species that nest above the ground. -from Authors",86,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,72,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025590694,SCOPUS_ID:0025590694,2-s2.0-0025590694,Habitat selection as an evolutionary game,Brown J.S.,Evolution,00143820,NA,44,3,732-746,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05951.x,"Under habitat selection, mobile foragers may not only possess behavioral flexibility that allows them to utilize habitats selectively or opportunistically, but they may also possess heritable traits that influence their performance within each habitat. A game theoretic model is developed that investigates this evolutionary dimension of habitat selection. Behaviorally, foragers may be selective or opportunistic; morphologically, foragers possess traits that represent a trade-off between performance in 2 distinct habitat types. Depending on the environment's structure, 1 of 3 types of communities emerges as the ESS; 1) a single generalist species that behaves opportunistically, 2) 2 species that are extreme specialists on habitat 1 and 2, respectively; behaviorally, these species are selective on their respective habitat types, and 3) one generalist species that behaves opportunistically and one specialist species that behaves selectively on its preferred habitat. Community 1 emerges when habitat selection is costly, community 2 emerges when habitat selection is cost-free, and community 3 emerges when the relative abundances or productivities of the 2 habitat types are lopsided. -from Author",66,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,73,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025588451,SCOPUS_ID:0025588451,2-s2.0-0025588451,Quantitative variation in finite parthenogenetic populations: what stops Muller's ratchet in the absence of recombination?,Wagner G.P.,Evolution,00143820,NA,44,3,715-731,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05950.x,"Finite parthenogenetic populations with high genomic mutation rates accumulate deleterious mutations if back mutations are rare. This mechanism, known as Muller's ratchet, can explain the rarity of parthenogenetic species among so called higher organisms. However, estimates of genomic mutation rates for deleterious alleles and their average effect in the diploid condition in Drosophila suggest that Muller's ratchet should eliminate parthenogenetic insect populations within several hundred generations, provided all mutations are unconditionally deleterious, a fact inconsistent with the existence of obligatory parthenogenetic insect species. Analysis of the extent ot which compensatory mutations can counter Muller's ratchet is presented. If the intensity of stabilizing selection is too small or the mutation rate too high, the optimal genotype becomes extinct and the population mean drifts from the optimum but still reaches a stationary distribution. This distance is essentially the same as predicted for sexually reproducing populations under the same circumstances. Hence, at least in the short run, compensatory mutations for quantitative characters are as effective as recombination in halting the decline of mean fitness otherwise caused by Muller's ratchet. Compensatory mutations may not be able to prevent Muller's ratchet in the long run because there might be a limit to the capacity of the genome to provide compensatory mutations without eliminating deleterious mutations at least during occasional episodes of sex. -from Authors",60,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,74,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025256435,SCOPUS_ID:0025256435,2-s2.0-0025256435,The evolution of sexual dimorphism by sexual selection: the separate effects of intrasexual selection and intersexual selection,Moore A.J.,Evolution,00143820,NA,44,2,315-331,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05201.x,"Male dragonflies Libellula luctuosa compete for territories, where they attract females and where mating occurs. Female behaviour influences both the copulation success and the fertilization success of males. Sexually dimorphic wing size, body size, wing coloration, and body coloration are distributed either continuously or discontinuously between the sexes. These traits have apparently diverged between the sexes as a result of directional sexual selection. Body size is further influenced by stabilizing selection. Intrasexual selection (success in gaining access to a territory) and intersexual selection (success in copulation and fertilization) can influence the same or different sexually dimorphic characters. Body size is influenced by directional selection during the intrasexual phase of sexual selection and is also influenced by stabilizing selection during intersexual selection. -from Author",128,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025256430,SCOPUS_ID:0025256430,2-s2.0-0025256430,Genotypic variation in leaf damage in Piper arieianum (Piperaceae) by a multispecies assemblage of herbivores,Marquis R.J.,Evolution,00143820,NA,44,1,104-120,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04282.x,"Piper arieianum has a diverse herbivore fauna (95 species) in Costa Rican rain forest. Damage patterns were measured for 2 plots, 4 genotypes per plot. There were significant differences among genotypes in total leaf area missing throughout the 2-5 yr study period. Rankings of genotypes based on overall damage remained constant over time in plot 1 but changed in plot 2. Certain herbivore species caused significantly higher damage in some genotypes than in others; the change in genotype rankings in plot 2 was associated with increased damage to particular genotypes by specific herbivore groups. Resistance to one herbivore species did not necessarily confer resistance against all species; herbivore species causing the greatest proportion of damage for a given plant changed over time. Because total damage resulted from the summation of losses to individual herbivore species, whether an individual plant lost more leaf area than its neighbors depended on the relative abundance of the herbivore species at any one time for a portion of the study period in each plot, more heavily damaged clones grew less than lesser damaged clones. The herbivores of P. arieianum represent a selective force for changes in resistance, but this selective force changes both in intensity and quality over time. -from Author",69,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,76,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025252609,SCOPUS_ID:0025252609,2-s2.0-0025252609,"The sensory basis of sexual selection for complex calls in the tungara frog, Physalaemus pustulosus (sexual selection for sensory exploitation)",Ryan M.J.,Evolution,00143820,NA,44,2,305-314,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05200.x,"Male tungara frogs vocalize to attract females, and enhance the attractiveness of their simple, whine-only call by adding chucks to produce complex calls. Selection appears to have favoured those traits that elicit greater stimulation from the female's sensory system, emphasizing the nonadaptive nature of female preference. -from Authors",214,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,77,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025250872,SCOPUS_ID:0025250872,2-s2.0-0025250872,Enhancement of inbreeding depression by dominance and suppression in Impatiens capensis,Schmitt J.,Evolution,00143820,NA,44,2,269-278,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05197.x,"Investigated the effect of intraspecific competition on the magnitude of inbreeding depression by planting seeds from chasmogamous (CH) and cleistogamous (CL) flowers. The size distributions of plants grown in flats were significantly more hierarchical than those of plants grown individually, indicating that larger plants competitively suppressed smaller plants in the high-density treatments. The magnitude of inbreeding depression at high density depended upon the planting arrangement of CL and CH seeds. CH advantage was greatest when CH and CL seedlings were grow in competition with one another, suggesting that fitness differences between outcrossed and inbred individuals were intensified by dominance and suppression. For plants grown individually, the effects of maternal parent, seed weight, and emergence date on seedling size disappeared with plant age, whereas at high density these effects remained at the final harvest. Thus, plant density may influence patterns of natural selection both on mating system and on juvenile traits in natural Impatiens populations. -from Authors",123,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,78,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025247598,SCOPUS_ID:0025247598,2-s2.0-0025247598,The evolution of maternal investment in lizards: an experimental and comparative analysis of egg size and its effects on offspring performance,Sinervo B.,Evolution,00143820,NA,44,2,279-294,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05198.x,"Used comparative and experimental analysis of egg size in a Sceloporus lizard to examine the presumed trade-offs among offspring number, offspring size, and performance traits related to offspring size that are likely to influence fitness. Mean clutch size among populations increased to the north (7 vs. 12 eggs/clutch, California vs. Washington), whereas egg size decreased (0.65 vs. 0.40 g). The elevational patterns in S California paralleled the latitudinal trends. Several offspring life-history traits that are correlated with egg size also varied geographically, eg incubation time, hatchling size, growth rate, and hatchling spring performance. Hatchling viability of experimentally reduced eggs was remarkably high (c70%), even when up to 50% of the yolk was removed. Northern eggs hatched sooner, in part because of their small size. Though growth rate is allometrically related to size within each population (smaller hatchlings grow faster on a mass-specific basis), population differences in growth rate are likely to reflect genetic differentiation in the underlying physiology of growth. The slower sprint speed of hatchlings from Washington compared to hatchlings from California is largely due to the fact that eggs are smaller in the former population. -from Author",310,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,79,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025247398,SCOPUS_ID:0025247398,2-s2.0-0025247398,The development and application of a refined method for estimating gene flow from angiosperm paternity analysis,Devlin B.,Evolution,00143820,NA,44,2,248-259,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05195.x,"Paternity-exclusion analysis has recently been employed to assess the number of seeds fathered by individuals from outside of a study population (gene flow by pollen). The authors here illustrate a general Monte Carlo method that provides an approximate maximum-likelihood estimate of gene flow by pollen from paternity-exclusion analysis. Some 7% and 6.3% of the seeds assayed from 2 wild radish Raphanus sativus populations were fathered by foreign pollen (95% confidence intervals = 5.0-9,0% and 5.4-7.2%, respectively). Each population was isolated from other radish populations by at least 150 m. -from Authors",95,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025233158,SCOPUS_ID:0025233158,2-s2.0-0025233158,"Fitness consequences of multiple paternity in wild radish, Raphanus sativus",Karron J.D.,Evolution,00143820,NA,44,2,260-268,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05196.x,"In natural populations, wild radish plants typically mate with 6-8 pollen donors, and seeds of individual fruits are usually sired by 1-4 fathers. Since radish fruits are indehiscent and gravity-dispersed, progeny are most likely to compete with a mixture of full and half siblings. Seeds of every possible cross in a 5 × 5 reciprocal diallel mating design were assigned to one of 3 competition regimes (4 full siblings, 4 maternal half siblings, or 4 unrelated individuals per pot) or were grown as singletons. After 14 wk, aboveground biomass of all plants was harvested. Dry weight of singletons was >3 times that of progeny grown in competition. Full- and half-sib progenies did not differ in mean dry weight. Weight hierarchies were much more pronounced in pots of half sibs and unrelated neighbors than in pots of full sibs. Also variance in dry weight attributable to sire was greatest in the half-sib and ""unrelated neighbors' competition regimes. Weight hierarchies thus appear to reinforce genetic differences among the offspring. -from Authors",30,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,81,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025231053,SCOPUS_ID:0025231053,2-s2.0-0025231053,Reproductive behavior of female buntings: isolating mechanisms in a hybridizing pair of species,Baker M.C.,Evolution,00143820,NA,44,2,332-338,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05202.x,"The plumage characteristics of male indigo and lazuli buntings (Passerina cyanea and P. amoena) are distinct, but the species can learn each other's songs. Populations comprising indigo, lazuli and hybrid individuals occur in the Great Plains of North America. Females of both species gave more copulation-solicitation displays when exposed to conspecific plumage and vocalizations than when exposed to heterospecific plumage and vocalizations. Females gave intermediate and similar responses to the combinations of conspecific plumage with heterospecific vocalizations and heterospecific plumage with conspecific vocalizations. Thus, in the absence of other potentially important variables, female reproductive behavior is consistent with the hypothesis of assortative mating, based upon both vocal and visual traits of the males and caused by female choice. -from Authors",66,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,82,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025227253,SCOPUS_ID:0025227253,2-s2.0-0025227253,Phase three of Wright's shifting-balance theory,Crow J.F.,Evolution,00143820,NA,44,2,233-247,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05194.x,"Examined the 3rd phase of Wright's shifting-balance theory of evolution, the exportation by migration of favorable gene combinations from a fitter subgroup to the rest of the population. Most of the models studied involve 2-9 loci in which all intermediates between 2 extreme genotypes are equally unfit. If the favored combination consists of dominant alleles, it is usually fixed even if the migration rate is 2 orders of magnitude less than the selection coefficient, and if the combination is recessive, 1 order. -from Authors",65,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,83,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025227242,SCOPUS_ID:0025227242,2-s2.0-0025227242,Geographical and genetic structure of life-history variation in milkweed bugs (Hemiptera: Lygaeidae: Oncopeltus),Leslie J.F.,Evolution,00143820,NA,44,2,295-304,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05199.x,"Six geographic samples of Oncopeltus fasciatus spanned the species' range, from year-round populations on tropical islands to seasonal middle-latitude populations found in temperate North America. The seasonal populations must be refounded each year by colonists from more southern populations. Marked differences in life-history traits (particularly in age at first reproduction, clutch size, and rate of egg production) were observed, with tropical-island and W-coast populations being the most distinct. In the E and C USA, there was a marked N-S difference in life history. Crossing experiments demonstrated a genetic basis for these differences. -from Author",9,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,84,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025227235,SCOPUS_ID:0025227235,2-s2.0-0025227235,"Phenotypic plasticity in the sailfin molly, Poecilia latipinna (Pisces: Poeciliidae). II. Laboratory experiment",Trexler J.C.,Evolution,00143820,NA,44,1,157-167,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04286.x,"Newborn sailfin mollies were raised from 4 populations in aquaria under all possible combinations of 2 temperatures, 3 salinities, and 2 food levels. Males were much less susceptible than females to temperature variation and were generally less plastic than females in terms of all 3 traits. Members of both sexes matured at larger sizes and at later ages in less saline and in cooler environments. Males from different populations exhibited different average ages and sizes at maturity, but females did not. The strongest sources of interdemic variation are genetic differences in males and differences in postmaturation growth and survivorship in females. -from Authors",58,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,0,FALSE,85,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025224342,SCOPUS_ID:0025224342,2-s2.0-0025224342,The Darwin-Fisher theory of sexual selection in monogamous birds,Kirkpatrick M.,Evolution,00143820,NA,44,1,180-193,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04288.x,"Males of monogamous birds often show secondary sexual traits that are conspicuous but considerably less extreme than those of polygynous species. The authors develop a quantitative-genetic model for the joint evolution of a male secondary sexual trait, a female mating preference, and female breeding date, following a theory proposed by Darwin and Fisher. Good nutritional condition is postulated to cause females to breed early and to have high fecundity. The most-preferred males are mated by early-breeding females and receive a sexual-selection advantage from those females' greater reproductive success. Conspicuous male traits that decrease survival can evolve but suggest that the extent of maladaptive evolution is greatly limited relative to what is possible in a polygynous mating system for 2 reasons. First, in the absence of direct fitness effects of mate choice on the female, the equilibria for the male trait and female preference form a curve whose shape shows that the maximum possible strength of sexual selection on males (and hence the potential for maladaptive evolution) is constrained. Under certain conditions, a segment of the equilibrium curve may become unstable, leading to 2 alternative stable states for the male trait. Second, male parental care will often favor the evolution of mating preferences for less conspicuous males. Sexual selection can appear in the absence of the nutritional effects emphasized by Darwin and Fisher. -from Authors",151,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,86,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025207347,SCOPUS_ID:0025207347,2-s2.0-0025207347,Evolutionary novelty and atavism in the Semionotus complex: relaxed selection during colonization of an expanding lake,McCune A.R.,Evolution,00143820,NA,44,1,71-85,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04280.x,"Fishes of the genus Semionotus diversified in the rift lakes of E North America during the Mesozoic (Newark Supergroup). Semionotids show considerable morphological diversity in body shape and in a modified row of scales (dorsal ridge scales). The author takes advantage of nearly annual stratigraphic resolution to determine whether dorsal-ridge-scale anomalies are concentrated stratigraphically in the early phase of lake formation and colonization by semionotids. Over 1700 specimens were collected from a single lake deposit (Cycle P4), representing 21 000 yr, in the Early Jurassic Towaco Formation of the Newark Basin. Dorsal-ridge-scale anomalies are significantly more frequent in older than in younger lake sediments, interpreted as being the result of relaxed selection during the early colonization of the lake. Some anomalies are atavisms, while others are unique or foreshadow future evolutionary events. -from Author",29,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,87,all,All Open Access
