@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0000272304,SCOPUS_ID:0000272304,2-s2.0-0000272304,Genitalic structure and copulation in Paralabella dorsalis (Dermaptera: Labbidae),Briceño R.,Revista de Biologia Tropical,00347744,45,3,1107-1116,1997-09-01,September 1997,"The genitalia of 30 females and 30 males in Paralabella dorsalis were dissected and drawn using a camera lucida. Between 10 and 20 min from the initiation of copulation 20 pairs were frozen with ethylchloride, and the females were then dissected immediately to determine the location of male genitalic parts. The male genitalia consist of a subcylindrical penis with a single medial distal lobe, ornamented areas with sclerotized spines in the mid section. The cloacal opening of the female is simple with spines surrounding the gonopore. The spermatheca is a thin, coiled tube. During copulation part of the male genitalic teeth reach the sclerotized female spines. The tip of the virga reaches the opening of the spermatheca, where sperm deposition occurs.",12,Journal,ar,Article,100,1,1,Anatomy | Copulation | Dermaptera | Function | Genitalia | Paralabella dorsalis,13567,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/18144432904,SCOPUS_ID:18144432904,2-s2.0-18144432904,"Formaciön de nódulos en estacas recién establecidas de Gliricidia sepium (Fabaceae) en tres suelos de Ciudad Colón, Costa Rica",Di Stéfano J.,Revista de Biologia Tropical,00347744,45,2,919-922,1997-06-01,June 1997,"Nodule formation was studied for 3.5 years in recently established Gliricidia sepium cuttings (5-7 cm diam. 180-190 cm long) planted on three soil types. They were compared with 20 year-old trees on a coffee plantation. After the second year, samples (n=3) were obtained periodically at 1 m from the cutting and 20 cm deep on each of the soil types. No nodules were observed on the first year. On the third year, the highest production occurred during the first rainy period and on Inceptisols (30/cutting/475.2 cm3, SD=14.4 on June), while the poorest took place during the dry season and on Ultisols. These data were correlated with foliar flushing, precipitation and soil humidity. The amount of nodules was similar to those of the older trees after the third year, but the N-rich fertilizer applied to the coffee plantation delayed the process.",0,Journal,ar,Article,100,3,3,Costa Rica | Cuttings | Fertilization | Gliricidia sepium | Nodules,13567,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347801919,SCOPUS_ID:0347801919,2-s2.0-0347801919,"Distribución espacio-temporal de la ictiofauna del río Cutzamala, Michoacán, México",Paulo-Maya J.,Revista de Biologia Tropical,00347744,45,2,845-853,1997-06-01,June 1997,"The fish community in the Cutzamala river, Mexico was sampled six times between December 1985 and November 1986; it showed changes in patterns of distribution and abundance according to rainfall regime. Hybopsis boucardi, Poecilia butleri and Ilyodon whitei were dominant during the dry season; in the rainy season, juveniles of P. butleri comprised 80 % of the total capture. Diversity and evenness values increased in middle and low portions of the river during the dry season; on the other hand these parameters showed high values in headwaters during rainy season. Three fish assemblages were identified with classification methods: (1) in the high section of the river; only Cyprinds were found , (2) Astyanax fasciatus, I. whitei and P. butleri located in the middle section and (3) Heterandria bimaculata, I. balsanus, Poeciliopsis balsas and Ctenopharyngodon idellus in the low section. There may be a shift of the second assemblage to the high section early after of the spawning season.",5,Journal,ar,Article,100,2,2,Assemblages | Diversity | Evenness | Fishfauna | Mexico | Species richness,13567,undefined,0,FALSE,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347801914,SCOPUS_ID:0347801914,2-s2.0-0347801914,Renacuajo de la rana de cristal Hyalinobatrachium colymbiphyllum (Anura: Centrolenidae),Jaramillo F.,Revista de Biologia Tropical,00347744,45,2,867-870,1997-06-01,June 1997,"The tadpole of Hyalinobatrachium colymbiphyllum is distinguished from other Central American centrolenid tadpoles by its almost lateral eyes, spiracle positioned posteriorly towards the lateroventral region, margin of the upper beak nearly uniform, margin of the lower beak with very slightly and uniformly distributed serrations, and anterodorsal area of the tail with a row or narrow strip of melanophores at each fin side.",7,Journal,ar,Article,100,3,3,Amphibia | Anura | Centrolenidae | Hyalinobatrachium colymbiphyllum | Panamá | Tadpole,13567,undefined,0,FALSE,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347801913,SCOPUS_ID:0347801913,2-s2.0-0347801913,Nuevos registros y ampliación de ámbito de especies de Siphonophora (Cnidaria) en aguas del Atlántico mexicano,Gasca R.,Revista de Biologia Tropical,00347744,45,2,933-934,1997-06-01,June 1997,NA,3,Journal,ar,Article,100,1,1,Caribbean Sea | Gulf of Mexico | Siphonophora,13567,undefined,0,FALSE,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347171955,SCOPUS_ID:0347171955,2-s2.0-0347171955,Niveles endógenos de ácido abscísico y giberelinas en Tabebuia rosea (Scrophulariales: Bignoniaceae),Figueroa P.,Revista de Biologia Tropical,00347744,45,2,773-776,1997-06-01,June 1997,"Leaf fall in Tabebuia rosea paralles high concentrations of abscisic acid, high temperatures, drought and low water contents in shoot and soil. Abundant rainfall, and high water content in soil and shoot are associated with high concentrations of gibberellins, that in turn seemed to be related with stimulation of shoot growth.",0,Journal,ar,Article,100,1,1,"Abscisic acid | Costa Rica | Gibberellins | Tabebuia rosea | Tropical trees, phenology",13567,undefined,0,FALSE,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347171950,SCOPUS_ID:0347171950,2-s2.0-0347171950,"Biomasa fitobéntica en corrales de semicultivo del caracol rosado Strombus gigas, en Quintana Roo, México",Oliva-Rivera J.,Revista de Biologia Tropical,00347744,45,2,791-796,1997-06-01,June 1997,"Plant cover in semiculture enclosures was studied in Punta Gavilan (PG) and Banco Chinchorro (BCH) in order to determine the phytobenthic biomass and potential food availability of queen conch Strombus gigas. Samples were collected monthly from two habitats: ""Thalassia"" (T) and ""Thalassia-Sand"" (T-A), from October 1993 to March 1994. In PG the mean biomass of Thalassia and Thalassia epiphytes, were 40.5 ± 18.5 dw.g.m-2 in T, and 29.4 ± 9.2 dw.g.m-2 in T-A, while in BCH, these values were 23.3 ± 5.3 dw.g.m-2 (T) and 16.2 ± 6.0 dw.g.m-2 (T-A). In BCH Halimeda spp biomass was more significant than the biomass of Thalassia and Thalassia epiphytes. In PG shell marginal increment was larger in T-A hábitat (2.1 ± 0.9 mm/month), while in BCH mean shell growth was 1.5 ± 0.4 mm/month, without any significant difference between habitats. Although potential food was available for conchs in T and T-A, shell marginal increment was highest in ""Sand"" (A) and ""Coral"" (C) hábitats. It is necessary to study the microfloral biomass and detritus from bottom sediments in these habitats and to relate them with the growth of S. gigas.",0,Journal,ar,Article,100,2,2,Halimeda | Phytobentic biomass | Shell growth | Strombus gigas | Thalassia,13567,undefined,0,FALSE,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347171949,SCOPUS_ID:0347171949,2-s2.0-0347171949,Uso de microalgas vivas e inertes como alimento para Artemia franciscana (Anostraca: Artemiidae),Arriaga Haro V.,Revista de Biologia Tropical,00347744,45,2,803-811,1997-06-01,June 1997,"Three strains of microalgae and one combination were tested as food for Artemia franciscana . The combined diet was 90% Spirulina maxima (dry weight) and 10% Chaetoceros sp (wet weight). Chaetoceros sp. produced a survival rate of 94.1% and had the highest values on the proximal analysis. A. franciscana fed with the combined diet reached a greater final size than those fed pure microalgae, but individuals fed 5. maxima grew faster until the metanauplius stage. Artemia fed Dunaliella sp were first to reach the adult stage and those fed Chaetoceros sp had the highest number of matings (mean 67.54).",1,Journal,ar,Article,100,2,2,Artemia franciscana | Microalgae | Nutrition,13567,undefined,0,FALSE,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346541674,SCOPUS_ID:0346541674,2-s2.0-0346541674,"Reproducción y alimentación del gaspar Atractosteus tropicus (Pisces : Lepisosteidae) en el Refugio Nacional de Vida Silvestre Caño Negro, Costa Rica",Jamett M.,Revista de Biologia Tropical,00347744,45,2,861-866,1997-06-01,June 1997,"Reproduction, length-weight relationship, and food habits of gar Atractosteus tropicus were studied in streams and ponds of National Wildlife Refuge Carlo Negro, Costa Rica from February 1990 through February 1991.Sex ratio was 0.97 with preponderance of females, especially in the largest size-classes. Macroscopic and microscopic examination of gonads indicate a single, distinct reproductive season from April to October during the wet season. The mean size at maturity for males and females was 50-60 cm total length Fecundity was 1.124 - 99. 087 eggs per ripe female and it is linearly related to fish length and body weight by the equations: F = 1150.6 length - 74130.6 and F = 8.59 weight - 7485.6. The total length-weight regressionwas log10 weight= -2.964 + 3.351 log10 length for males , and log10 weight = -2.729 + 3.211 log10 length for females. The dominant groups found in the stomachs were Cichlidae, Poeciliidae, Characidae, Pimelodidae, Gymnotidae and crustaceans, in order of decreasing importance.",13,Journal,ar,Article,100,3,3,Atractosteus | Costa Rica | Fecundity | Food habits | Lepisosteidae | Reproductive season,13567,undefined,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0342432897,SCOPUS_ID:0342432897,2-s2.0-0342432897,"An annotated checklist of the fishes of Clipperton Atoll, tropical eastern Pacific",Allen G.R.,Revista de Biologia Tropical,00347744,45,2,813-843,1997-06-01,June 1997,"Clipperton Atoll is the most isolated, most westerly and largest coral reef in the tropical eastern Pacific (TEP). We collected and recorded fishes to depths of 60m during a two week visit in April 1994. Previous collections were made late last century and by expeditions from Scripps Institution of Oceanography in 1956 and 1958. One hundred and fifteen identified species from 89 genera and 43 families are now known from the island. The most speciose families present at the island are moray eels (Muraenidae, 14 species), jacks (Carangidae, 11 species), wrasses (Labridae, 8 species), surgeonfishes (Acanthuridae, 8 species), squirrelfishes (Holocentridae, 5 species), groupers (Serranidae, 5 species), and triggerfishes (Balistidae, 5 species). These represent ∼14% of the TEP nearshore fish fauna and 40% of its genera. The 115 species include 14 offshore pelagic species, 22 inshore pelagic and midwater species, 70 demersal species that live on hard reef substrata, and nine demersal species that live in or feed on unconsolidated substrata (rubble and sand). Among the 101 non-oceanic species, 68% are carnivores on mobile organisms, 9.2% feed on sessile benthic invertebrates, 12.9% are planktivorous, and 17.8% are benthic feeding herbivores. At least 70 of the non-oceanic species appear to have resident (i.e. self sustaining) populations at the atoll, while 17 species probably are vagrants. Clipperton's fishes include 63 transpacific species (i.e. species that also occur on the western side of the Eastern Pacific Barrier) and 52 species endemic to the TEP. While most (36) of the TEP species occur throughout the region, four occur only at boh Clipperton and the Revillagigedos, the nearest shoal habitat, 950 km to the north. Nine species or subspecies from seven families are endemic to Clipperton. They represent 11.3% of Clipperton's demersal shorefishes. The sister species of one of them likely is a transpacific species, while the sister species of the other eight likely are TEP species.",28,Journal,ar,Article,100,2,2,Clipperton island | Eastern pacific | Fish fauna,13567,undefined,0,FALSE,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042678489,SCOPUS_ID:0042678489,2-s2.0-0042678489,"Crecimiento y maduración sexual de Astyanax fasciatus (Pisces: Characidae) en el embalse Arenal, Guanacaste, Costa Rica",Jamett M.,Revista de Biologia Tropical,00347744,45,2,855-859,1997-06-01,June 1997,"Growth and sexual maturation of Astyanax fasciatus were studied in shallow areas of the Arenal reservoir in Costa Rica. Von Bertalanffy's equation was T1 = 167.3 (1 - e(-0.093 t - 0.132)). The mean growth for the first six months was 11.7 mm/month, 6.9 for the six following months, and diminishing to 4.0 mm/month in the following months. The relationship between total length and weight was: W = 8.6 × 10-6 Tl3.081 for males and W = 1.8 × 10-6 Tl3.434 for females. Males and females attain sexual maturity at Tl between 70 - 80 mm, approximately when they are six months old. The species reproduces all year with peak activity between July and September.",7,Journal,ar,Article,100,3,3,Arenal reservoir | Astyanax fasciatus | Characidae | Growth | Sexual maturity,13567,undefined,0,FALSE,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042518054,SCOPUS_ID:0042518054,2-s2.0-0042518054,"Crecimiento inicial de una plantación mixta de Quercus, Cornus, Alnus y Cupressus en Costa Rica",Chaverri A.,Revista de Biologia Tropical,00347744,45,2,777-782,1997-06-01,June 1997,"The growth of an eleven year old, mixed plantation of four native tree species (Quercus seemannii, Q. pilarius, Cornus disciflora and Alnus acuminata) and an exotic species (Cupressus lusitanica) was studied in San José de la Montaña, Heredia, Costa Rica. C. lusitanica had the largest diameter (23.46 cm), and A. acuminata, the greatest height (22.08 m). Q. pilarius had the lowest diameter growth rate (0.52 cm/yr), C. lusitanica showed the highest diameter growth rate (2.13 cm/yr) while C. disciflora had a medium growth rate (1.28 cm/yr). The best architectural qualities were seen in A. acuminata and C. lusitanica, followed by C. disciflora. Growth and architectural data show that light intolerant species A. acuminata and C. lusitanica grow well in mixed plantations. Slower growing oaks, known as tolerant species, need more light. Thinning operations around or before age seven are recommended, especially to improve growth of Quercus species.",4,Journal,ar,Article,100,3,3,Alnus | Cornus | Costa Rica | Cupressus | Mixed plantation | Montane forest zone | Native forest species | Quercus | Tree growth | Tropics,13567,undefined,0,FALSE,83,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042177254,SCOPUS_ID:0042177254,2-s2.0-0042177254,Comparación de dos métodos de preparación de tejido para estudiar la anatomía interna del delfácido Tagosodes orizicolus con microscopia de luz y electrónica,Macaya-Lizano A.,Revista de Biologia Tropical,00347744,45,2,927-932,1997-06-01,June 1997,"Two methods of embedding, sectioning and staining were developed to study the internal anatomy of the delphacid planthopper Tagosodes orizicolus, one of the most important plagues of rice in Latin America and the only vector of the hoja blanca tenuivirus (RHBV), using both light and electron microscopy. The paraffine-hematoxiline-eosine Y method allows the color identification of tissues, for example purple for fat tissue, pink for muscles, yellow- brown for exocuticle, while the resin-toluidine-blue method preserves better the ultrastructure but do not permit color identification. The information obtained by these procedures is complementary and the material can also be used for in situ studies by immunomicroscopy, to assess the changes in cell ultrastructure and the localization and replication of the RHBV during its infection cycle in the insect vector.",2,Journal,ar,Article,100,3,3,Delphacid | Internal anatomy | Microscopy techniques | Plant virus vector | Planthopper | Rice hoja blanca tenuivirus | Tagosodes orizicolus,13567,undefined,0,FALSE,84,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042177246,SCOPUS_ID:0042177246,2-s2.0-0042177246,"Daños por Sennius amazonicus, Sennius sp. y Amblycerus sp. (Coleoptera: Bruchidae) en semillas de Sclerolobium sp. (Leguminosae)",Santos G.P.,Revista de Biologia Tropical,00347744,45,2,883-886,1997-06-01,June 1997,"Seeds of Sclerolobium sp.(N=1000), collected in two localities of Viçosa, Minas Gerais State, Brazil were damaged by bruchid beetles: Sennius amazonicus, and two undescribed species ofSennius and Amblycerus. Total seed damage was 22.3±1.93% including 3.40±0.97% of damage by Amblycerus sp. Other agents contributed to seed damage including 0.9±0.4% by fungi. Eighty seven mg of Sclerolobium sp. seeds were necessary for development of either S. amazonicus or Sennius sp. which represented 38.32% of one seed of Sclerolobium sp.",9,Journal,ar,Article,100,4,4,Amblycerus | Bruchidae | Seed insects | Sennius | Sennius amazonicus,13567,undefined,0,FALSE,85,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041676574,SCOPUS_ID:0041676574,2-s2.0-0041676574,"Distribución vertical de zooplancton en El Embalse Arenal, Costa Rica",Umaña G.,Revista de Biologia Tropical,00347744,45,2,923-926,1997-06-01,June 1997,"The vertical distribution of Bomina, Daphnia, Ceriodaphnia, Diaptomus and cyclopoids was studied for a 48 hours period in Arenal Reservoir, Costa Rica. In general the zooplankton decreased during day time across the water column. Daphnia, Diaptomus and the cyclopoids had a constant depth distribution with time, whereas Bosmina, and Ceriodaphnia showed slight evidence of vertical migration. Due to the scarcity of planktivorous fishes in the limnetic zone of the reservoir, the migration of small-sized cladocerans is purpoudtely explained by invertebrate predation pressure (e.g. cyclopoids).",2,Journal,ar,Article,100,3,3,Reservoirs | Tropics | Vertical migration | Zooplankton,13567,undefined,0,FALSE,86,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038131128,SCOPUS_ID:0038131128,2-s2.0-0038131128,Feeding specialization of two species of bats and the fruit quality of Piper arboreum in a Central Brazilian gallery forest,Bizerril M.,Revista de Biologia Tropical,00347744,45,2,913-918,1997-06-01,June 1997,"Two widespread bats Carollia perspicillata and Glossophaga soricina were the main consumers of Piper arboreum fruits in a gallery forest near Brasilia. The success of their specialization relates with the bats' hih efficiency to locate ripe fruits, which occur at low densities. The relatively long fruiting season enabled the bats to specialize on the fruit for about one month. Bat activity apparently reduces the availability of P. arboreum fruits to other frugivores. The fruit food value is low but the nutritional content and volume consumed are enough to supply the metabolic requirements of C. perspicillata.",10,Journal,ar,Article,100,2,2,Bat | Carollia | Frugivory | Gallery forest | Glossophaga | Piper,13567,undefined,0,FALSE,87,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037653169,SCOPUS_ID:0037653169,2-s2.0-0037653169,"Systenotelus, a remarkable new genus of weevil (Coleoptera: Curculionidae) associated with Carludovica (Cyclanthaceae) in Costa Rica and Panamá",Anderson R.,Revista de Biologia Tropical,00347744,45,2,887-904,1997-06-01,June 1997,"Systenotelus Anderson & Gómez, new genus, is described with three included species, S. carludovicae Anderson & Gómez, new species (Costa Rica), S. costaricensis Anderson & Gómez, new species (Costa Rica and Panama), and S. stockwelli Anderson & Gómez, new species (Panama). Adults of Systenotelus are distinguished by very elongate-narrow genitalia in females, female pygydium constricted near the midlength, and tumescent mesostemal process. They are relatively large in body size (4.9-12.4 mm), are pale to dark yellow in color and possess various black dorsal and lateral maculations. Adults are remarkable in that the apex of the abdomen is moderately to markedly tapered in females and the genitalia and associated structures of both sexes are modified and very elongate-narrow. Adults of S. carludovicae have been collected on freshly opened inflorescences of Carludovica palmata Ruíz & Pavón and C. drudei Masters (Cyclanthaceae) in Costa Rica; adults of S. costaricensis have been collected on inflorescences of Carludovica drudei in Panama; and, adults of S. stockwelli have been collected on inflorescences of Carludovica palmata in Panama. Systenotelus is a member of the tribe Derelomini of the Curculioninae (sensu Kuschel), many other species of which attend flowers of various Cyclanthaceae and Arecaceae. The closest relative of Systenotelus appears to be an undescribed monotypic genus associated with Sphaeradenia hamata Harl.(Cyclanthaceae) in Colombia.",15,Journal,ar,Article,100,2,2,Coleoptera | Curculioninae | Cyclanthaceae | Derelomini | Neotropical | Systenotelus | Taxonomy,13567,undefined,0,FALSE,88,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031151675,SCOPUS_ID:0031151675,2-s2.0-0031151675,"Comparison of two sample survey methods for hyperendemic onchocerciasis and a new focus in Dakka, Nigeria",Akogun O.,Revista de Biologia Tropical,00347744,45,2,871-876,1997-06-01,June 1997,"Most researchers rely only on large samples for the assessment of onchocerciasis prevalence in communities where it is endemic . However, because of the large population that must be included in the sample and the cost of surveys, several alternative methods are being explored. One is the selection of a small ""at risk"" sample of 30 persons from each community to determine the level of onchocercal endemicity. In this study both the Small Sample Survey (SSS) and the Complete Enumeration Survey (CES) techniques were used to determine the prevalence and intensity of onchocerciasis infection in sixteen communities in Dakka district, Nigeria, using conventional epidemiological procedures. The SSS showed that 82.3% of 390 at risk persons were microfilarial positive with a mean microfilaria density (MFD) of 90.9 microfilaria per skinsnip (MF/SS) and six communities were classified as hyperendemic (prevalence beyond 59.9%). The CES of 1529 persons produced a count of 78.2% positivity and a MFD of 88.44 MF/SS. For each of the physical symptoms of the disease and the MFD, computed T-test values showed that the SSS gives an estimate that is impressively close to the CES in the estimation of the prevalence of onchocerciasis in a community despite its low cost.",0,Journal,ar,Article,100,3,3,Comparison | Methods | Nigeria | Onchocerciasis | Survey cost reduction,13567,undefined,0,FALSE,89,9458989,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031151274,SCOPUS_ID:0031151274,2-s2.0-0031151274,In search of a bacterial species definition,Moreno E.,Revista de Biologia Tropical,00347744,45,2,753-771,1997-06-01,June 1997,"The bacterial species concept was examined within the framework of plant and animal associated α-2 proteobacteria, taking into consideration the phylogenetic, taxonomic and biological approaches as well as the microbiologists' perception. The virtue of the phylogenetic approach is that it gives an evolutionary perspective of the bacterial lineage; however the methods used possess low resolution for defining species located at the terminal branches of the phylogenetic trees. The merit of the taxonomic approach is that species are defined on the basis of multiple characteristics allowing high resolution at the terminal branches of dendograms; its disadvantage is the inaccuracy in the earlier nodes. On an individual level, the qualitative biological characteristics used for the definition of species frequently reveal shortcomings because many of these properties are the result of coevolution, parallel evolution or the horizontal transfer of genes. Nevertheless, when considered together with the phylogenetic and taxonomic approaches, important uncertainties are discovered: these must be weighed if a practical definition of bacterial species is conceived. The microbiologists' perception is the criterion expressed by a group of sponsors who, based on scientific and practical grounds, propose a new bacterial species. The success of this new proposal is measured by its widespread acceptance and its permanence. A difficult problem concerned with defining bacterial species is how to distinguish if they are independent evolutionary units or if they are reticulate evolutionary units. In the first case the inherence is vertically transmitted as a result of binary fission and clonal expansion. This may be the case of some animal cell associated bacteria in which recombination appears to be precluded or exceptional. In the second case adaptive changes occurring within an individual can be horizontally transferred to many or all group members. This seems to be the condition of many intestinal and plant associated bacteria. Genetic drift and speciation in clonal bacteria will depend almost exclusively on mutation and internal genetic rearrangement processes, whereas speciation in reticulate bacteria will depend not only on these processes but in their genetic interactions with other bacterial strains. This uncertainty, which corresponds to the evolutionary process, is at the same time one of the key factors in defining a bacterial species.",20,Journal,ar,Article,100,1,1,Afipia | Agrobacterium | Bacterial species | Bartonella | Bradyrhizobium | Brucella | Ochrobactrum | Phyllobacterium | Proteobacteria | Review | Rhizobium | Rhodopseudomonas,13567,undefined,0,FALSE,90,9458988,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031150984,SCOPUS_ID:0031150984,2-s2.0-0031150984,"Increasing of Toxoplasma gondii (Coccidia, Sarcocystidae) infections by Trypanosoma lewisi (Kinetoplastida, Trypanosomatidae) in white rats",Guerrero O.,Revista de Biologia Tropical,00347744,45,2,877-882,1997-06-01,June 1997,"To demonstrate that T. lewisi infection increases T. gondii multiplication in white rats, groups of five Wistar or Sprague Dawley rats were inoculated with 106 T. lewisi trypomastigotes and four or seven days later infected with Toxoplasma tachyzoites. Host survival time was monitored, and the presence of T. gondii was confirmed in all dead rats by studying peritoneal exudate smears and lung tissue sections stained with haematoxylin-eosin. The presence of Toxoplasma cysts or antibodies was checked in the brain of surviving rats. The increase is observed four days after trypanosome inoculation and is dependent on rat strain, but not on inoculum size or rat age. Humoral and cellular factors may have a role in the increase as has been reported for other experimental infections with African trypanosomes and T. cruzi.",20,Journal,ar,Article,100,3,3,Immunosuppression | Rats | Toxoplasma gondii | Trypanosoma lewisi,13567,undefined,0,FALSE,91,9458990,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0006936365,SCOPUS_ID:0006936365,2-s2.0-0006936365,Constituyentes volátiles de las hojas y espigas de Piper aduncum (Piperaceae) de Costa Rica,Cicció J.,Revista de Biologia Tropical,00347744,45,2,783-790,1997-06-01,June 1997,"Essential oils in leaves and spikes of Piper aduncum L. (Piperaceae) were examined in two Costa Rican locations by Gas Chromatography-Mass-Spectrometry (GC-MS) methods. Yields were 0.4-1.3% and oil composition was slightly different in each location. The main constituents were the phenylpropanoid dilapiole (32.9-61.8%), the monoterpenoids piperitone (2.2-13.5%), 1,8-cineole (0.1-8.6%), and 4-terpineol (1.6-5.4%) and the sesquiterpene β-caryophyllene (4.0-5.3%). Fourty five constituents not previously reported in this species were identified. The characterization of dilapiole was performed mainly on detailed spectroscopic analyses and via chemical transformation.",25,Journal,ar,Article,100,2,2,Dilapiole | Essential oil composition | GC-MS | Leaves | Monoterpenoids | Phenylpropanoids | Phytochemistry | Piper aduncum | Piperaceae | Sesquiterpenoids | Spikes,13567,undefined,0,FALSE,92,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0006283059,SCOPUS_ID:0006283059,2-s2.0-0006283059,"Densidad, crecimiento y reclutamiento del caracol rosado Strombus gigas L. (Gasteropoda: Strombidae) en Quintana Roo, México",De Jesús Navarrete A.,Revista de Biologia Tropical,00347744,45,2,797-801,1997-06-01,June 1997,"Density, growth and recruitment of queen conch (Strombus gigas L.) was monthly evaluated in a three hectare plot from February 1992 to February 1993. Temperature, dissolved oxygen and salinity were recorded from the water column. Sediment grain size and organic matter content were measured. Apparently, sediment composition and plant cover are important for the presence of S. gigas. Mean density was 0.0052 ± 0.023 individuals m-2, with juveniles dominating numerically. Recruitment had a bimodal distribution, with peaks in March and December. Using the capture-recapture method, a mean growth of 4.93 ± 2.47 mm/month was calculated. The population size was 415 individuals, too small for commercial exploitation. Punta Gavilan should be protected because biological conditions there are unique and represent a high quality environment for the conch.",8,Journal,ar,Article,100,2,2,Density | Growth | Quintana Roo | Recruitment | Strombus gigas,13567,undefined,0,FALSE,93,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001441289,SCOPUS_ID:0001441289,2-s2.0-0001441289,Spittlebug nymphs (Homoptera: Cercopidae) in Heliconia flowers (Zingiberales: Heliconiaceae): Preadaptation and evolution of the first aquatic Homoptera,Thompson V.,Revista de Biologia Tropical,00347744,45,2,905-912,1997-06-01,June 1997,"Spittlebug nymphs (Homoptera: Cercopidae) have a ventral abdominal breathing tube that evolved as an adaptation to life in semi-liquid spittle masses. Although they are clearly ""preadapted"" (exapted) to an aquatic existence, only one aquatic spittlebug has been reported and that report has been challenged. Here I present evidence that nymphs of the Costa Rican spittlebugs Mahanarva insignita (Fowler) and M. costaricensis (Distant) are facultatively aquatic on Heliconia (Zingiberales: Heliconiaceae). Some live submerged in the water-filled flower bracts of Heliconia wagneriana, H. latispatha, H. tortuosa or H. bihai, while some live in drier microhabitats on the leaves, stems or inflorescences of these and other Heliconia species. They represent the first well-documented aquatic Homoptera and may be the first well-documented plant-sucking aquatic insects of any kind. By combining positive xylem pressure and easily accessible xylem tissue removed from ordinary terrestrial and aquatic predators, water-filled Heliconia flowers may offer an especially attractive microhabitat for these xylem-feeding insects. M. costaricensis occurs in three morphological varieties: costaricensis, quatuordecimnotata and semimaculata, originally described as distinct species.",13,Journal,ar,Article,100,1,1,Aquatic | Cercopidae | Exaptation | Heliconia | Preadaptation | Spittlebug | Xylem-feeding,13567,undefined,0,FALSE,94,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/17344395220,SCOPUS_ID:17344395220,2-s2.0-17344395220,Natalidad de Chelydra serpentina (Testudines: Chelydridae) en Costa Rica,Flausín L.,Revista de Biologia Tropical,00347744,44-45,1-3,663-666,1997-03-01,March 1997,"Three Chelydra serpentina nests were monitored from September through October 1993. Maximum natality was 92% (mean 33.73%) and seemed to be associated with high temperature, abundant potasium and a moderate concentration of calcium in the soil. Nests were located at less than 80 m from water and soil characteristics were: 21.8-22.9°C, clay-loam texture, penetrability index 0.27-0.87 kg/cm2, humidity 48-74 %.",0,Journal,ar,Article,100,3,3,Chelydra serpentina | Costa Rica | Natality | Testudines,13567,undefined,0,FALSE,95,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/17344393258,SCOPUS_ID:17344393258,2-s2.0-17344393258,"Abundancia y diversidad de los recursos ícticos aprovechados por la pesca recreativa en Barra del Colorado, Costa Rica",Chaverri D.,Revista de Biologia Tropical,00347744,44-45,1-3,489-498,1997-03-01,March 1997,"Fish abundance and diversity were studied between September 1991 and April 1993 in the northeast Caribbean coast of Costa Rica; including wetlands, rivers, estuarine and offshore ecosystems. The collections were made using reel and rod with artificial and live bait and sport fishing vessels. Total capture and CPUE (a relative abundance index) reached maximum values from October through February (840 fishes and 10 fishes/hour/month, respectively). Thirty species and 5632 individuals were collected. This system has one highly conspicuous species, Centropomus parallelus, which is the most abundant. Megalops atlanticus, Caranx sp., Cichlasoma sp. and Pomadasys crocro represent 72% of the total biomass.",1,Journal,ar,Article,100,1,1,Barra del Colorado | Caribbean | Hook and line | Sport fishing | Tropical fishes,13567,undefined,0,FALSE,96,NA,NA
