@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33646735054,SCOPUS_ID:33646735054,2-s2.0-33646735054,Bayesian analysis of correlated evolution of discrete characters by reversible-jump Markov chain Monte Carlo,Pagel M.,American Naturalist,00030147,167,6,2006-06-01,June 2006,10.1086/503444,"We describe a Bayesian method for investigating correlated evolution of discrete binary traits on phylogenetic trees. The method fits a continuous-time Markov model to a pair of traits, seeking the best fitting models that describe their joint evolution on a phylogeny. We employ the methodology of reversible-jump (RJ) Markov chain Monte Carlo to search among the large number of possible models, some of which conform to independent evolution of the two traits, others to correlated evolution. The RJ Markov chain visits these models in proportion to their posterior probabilities, thereby directly estimating the support for the hypothesis of correlated evolution. In addition, the RJ Markov chain simultaneously estimates the posterior distributions of the rate parameters of the model of trait evolution. These posterior distributions can be used to test among alternative evolutionary scenarios to explain the observed data. All results are integrated over a sample of phylogenetic trees to account for phylogenetic uncertainty. We implement the method in a program called RJ Discrete and illustrate it by analyzing the question of whether mating system and advertisement of estrus by females have coevolved in the Old World monkeys and great apes. © 2006 by The University of Chicago.",653,16685633,Journal,ar,Article,100,2,2,Bayesian | Comparative methods | Correlated evolution | Discrete | MCMC | Reversible-jump,12604,undefined,0,FALSE,88,808-825,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646593240,SCOPUS_ID:33646593240,2-s2.0-33646593240,Individual variation in social aggression and the probability of inheritance: Theory and a field test,Cant M.,American Naturalist,00030147,167,6,2006-06-01,June 2006,10.1086/503445,"Recent theory suggests that much of the wide variation in individual behavior that exists within cooperative animal societies can be explained by variation in the future direct component of fitness, or the probability of inheritance. Here we develop two models to explore the effect of variation in future fitness on social aggression. The models predict that rates of aggression will be highest toward the front of the queue to inherit and will be higher in larger, more productive groups. A third prediction is that, in seasonal animals, aggression will increase as the time available to inherit the breeding position runs out. We tested these predictions using a model social species, the paper wasp Polistes dominulus. We found that rates of both aggressive ""displays"" (aimed at individuals of lower rank) and aggressive ""tests"" (aimed at individuals of higher rank) decreased down the hierarchy, as predicted by our models. The only other significant factor affecting aggression rates was date, with more aggression observed later in the season, also as predicted. Variation in future fitness due to inheritance rank is the hidden factor accounting for much of the variation in aggressiveness among apparently equivalent individuals in this species. © 2006 by The University of Chicago.",73,16615035,Journal,ar,Article,100,3,3,Cooperative breeding | Dominance | Eusociality | Helping | Inheritance | Queuing,12604,undefined,0,FALSE,89,837-852,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646796005,SCOPUS_ID:33646796005,2-s2.0-33646796005,Delayed density-dependent season length alone can lead to rodent population cycles,Smith M.J.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503119,"Studies of cyclic microtine populations (voles and lemmings) have suggested a relationship between the previous year's population density and the subsequent timing of the onset of reproduction by overwintered breeding females. No studies have explored the importance of this relationship in the generation of population cycles. Here we mathematically examine the implications of variation in reproductive season length caused by delayed density-dependent changes in its start date. We demonstrate that when reproductive season length is a function of past population densities, it is possible to get realistic population cycles without invoking any changes in birth rates or survival. When parameterized for field voles (Microtus agrestis) in Kielder Forest (northern England), our most realistic model predicts population cycles of similar periodicity to the Kielder populations. Our study highlights the potential importance of density-dependent reproductive timing in microtine population cycles and calls for investigations into the mechanism(s) underlying this phenomenon. © 2006 by The University of Chicago.",43,16671013,Journal,ar,Article,100,5,5,Delayed density dependence | Life history | Microtus agrestis | Population dynamics | Season length | Seasonality,12604,undefined,0,FALSE,90,695-704,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646754512,SCOPUS_ID:33646754512,2-s2.0-33646754512,Brown ground: A soil carbon analogue for the green world hypothesis?,Allison S.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503443,"For many decades, ecologists have asked what prevents herbivores from consuming most of the plant biomass in terrestrial ecosystems, or ""Why is the world green?"" Here I ask the analogous question for detritivores: what prevents them from degrading most of the organic material in soils, or ""Why is the ground brown?"" For fresh plant detritus, constraints on decomposition closely parallel constraints on herbivory: both herbivore and decomposer populations may be controlled by plant tissue chemistry from the bottom up and predators from the top down. However, the majority of soil carbon is not plant litter but carbon that has been consumed by detritivores and reprocessed into humic compounds with complex and random chemical structures. This carbon persists mainly because the chemical properties of humic compounds and interactions with soil minerals constrain decomposition by extracellular enzymes in soil. Other constraints on decomposers, such as nutrient limitation of enzyme production and competition with opportunistic microbes, also contribute to brown ground. Ultimately, the oldest soil carbon persists via transformation into complex molecules that are impervious to enzymatic attack and effectively decoupled from processing by the soil food web. © 2006 by The University of Chicago.",77,16671007,Journal,ar,Article,100,1,1,Decomposition | Extracellular enzyme | Herbivory | Litter quality | Trophic controls,12604,undefined,0,FALSE,91,619-627,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646750545,SCOPUS_ID:33646750545,2-s2.0-33646750545,Physiological effects on demography: A long-term experimental study of testosterone's effects on fitness,Reed W.L.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503054,"Understanding physiological and behavioral mechanisms underlying the diversity of observed life-history strategies is challenging because of difficulties in obtaining long-term measures of fitness and in relating fitness to these mechanisms. We evaluated effects of experimentally elevated testosterone on male fitness in a population of dark-eyed juncos studied over nine breeding seasons using a demographic modeling approach. Elevated levels of testosterone decreased survival rates but increased success of producing extra-pair offspring. Higher overall fitness for testosterone-treated males was unexpected and led us to consider indirect effects of testosterone on offspring and females. Nest success was similar for testosterone-treated and control males, but testosterone-treated males produced smaller offspring, and smaller offspring had lower postfledging survival. Older, more experienced females preferred to mate with older males and realized higher reproductive success when they did so. Treatment of young males increased their ability to attract older females yet resulted in poor reproductive performance. The higher fitness of testosterone-treated males in the absence of a comparable natural phenotype suggests that the natural phenotype may be constrained. If this phenotype were to arise, the negative social effects on offspring and mates suggest that these effects might prevent high-testosterone phenotypes from spreading in the population. © 2006 by The University of Chicago.",142,16671011,Journal,ar,Article,100,9,9,Age | Dark-eyed junco | Extra-pair fertilization | Fitness | Growth rates | Testosterone,12604,undefined,0,FALSE,92,667-683,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646744922,SCOPUS_ID:33646744922,2-s2.0-33646744922,Logic for designing nature reserves for multiple species,McCarthy M.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503058,"We examine the logic of designing nature reserves to understand better how to integrate the concepts of representativeness and persistence. Simple models of viability are used to evaluate how the expected number of species in the reserve system changes with variation in the risk of extinction among species, their rate of occurrence, and the distribution of species. The optimal size of individual reserves increased with the mean and variance of the probability of extinction among species and with the rate at which the risk of extinction declines with the cost of each reserve. In contrast, the rate of occurrence of species within reserves and their rate of accumulation with increasing reserve area had a relatively minor influence on the optimal size of reserves. Patterns of endemism were most important for the location of reserves. Including differences among species in the analysis reduced the optimal number of individual reserves (and increased the size of each) when operating under a fixed budget compared with reserve designs based on single species. A case study in the city of Melbourne, Australia, demonstrates the conservation value of small (~1 ha) grassland reserves and the underrepresentation of Melbourne's volcanic plains in the region's conservation network. © 2006 by The University of Chicago.",39,16671015,Journal,ar,Article,100,3,3,Conservation planning | Extinction risk | Fragmentation | Metapopulation | Single large or several small (SLOSS) | Urban ecology,12604,undefined,0,FALSE,93,717-727,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646743789,SCOPUS_ID:33646743789,2-s2.0-33646743789,A theory of associating food types with their postingestive consequences,Yearsley J.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/502805,"Animals often face complex and changing food environments. While such environments are challenging, an animal should make an association between a food type and its properties (such as the presence of a nutrient or toxin). We use information theory concepts, such as mutual information, to establish a theory for the development of these associations. In this theory, associations are assumed to maximize the mutual information between foods and their consequences. We show that associations are invariably imperfect. An association's accuracy increases with the length of a feeding session and the relative frequency of a food type but decreases as time delay between consumption and postingestive consequence increases. Surprisingly, the accuracy of an association is independent of the number of additional food types in the environment. The rate of information transfer between novel foods and a forager depends on the forager's diet. In light of this theory, an animal's diet may have two competing goals: first, the provision of an appropriate balance of nutrients, and second, the ability to quickly and accurately learn the properties of novel foods. We discuss the ecological and behavioral implications of making associational errors and contrast the timescale and mechanisms of our theory with those of existing theory. © 2006 by The University of Chicago.",43,16671014,Journal,ar,Article,100,8,8,Diet selection | Mutual information | Postingestive feedback,12604,undefined,0,FALSE,94,705-716,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646742395,SCOPUS_ID:33646742395,2-s2.0-33646742395,Phylogeographic lineages and species comparisons in conservation analyses: A case study of California herpetofauna,Rissler L.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503332,"Many phylogeographic studies have revealed strongly diverged lineages within species that are masked by a lack of congruent morphological differentiation. To assess the extent to which the genetic component of diversity affects conservation assessments, we compared spatial patterns of endemism and conservation value for 22 species of Californian amphibians and reptiles with the 75 phylogeographic lineages that they contain. We used bioclimatic distribution modeling with environmental layers to generate 5-km spatial-resolution maps of predicted distribution for each species and lineage. We found concentrations of lineage breaks across the Central Valley, San Francisco Bay, the Sierra Nevada, and the Tehachapi and Trinity ranges. Subdivision of the ranges of species into phylogeographic units revealed novel areas of endemism. Several areas of very high conservation value for lineages were not evident in the species-level analysis. These observations illustrate the importance of considering multiple levels of biodiversity in conservation assessments. © 2006 by The University of Chicago.",148,16671010,Journal,ar,Article,100,5,5,BIOCLIM | Bioclimatic modeling | California | Conservation | Irreplaceability | Phylogeography,12604,undefined,0,FALSE,95,655-666,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646742394,SCOPUS_ID:33646742394,2-s2.0-33646742394,The strength of direct selection against female promiscuity is associated with rates of extrapair fertilizations in socially monogamous songbirds,Albrecht T.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/502633,"A costs-benefits approach has frequently been used to understand the evolutionary origin and maintenance of promiscuity in animal populations. Recent meta-analyses suggest that direct costs to unfaithful females outweigh indirect benefits from infidelity in socially monogamous songbirds, suggesting that in this taxa, extrapair fertilization (EPF) evolved primarily as a self-interest male tactic. Here we present results of comparative analysis to show that standardized selection gradients acting against female infidelity (direct costs of promiscuity) explain variation in EPF rates at an interspecific level in passerines. This result confirms that costs to females resulting from reduced parental care from cheated males constrain promiscuity in this group. Our data indicate that females exert resistance over EPFs when the costs of infidelity are high and, conversely, that the rate of EPFs increases when selection on females to defend themselves against EPF attempts by males is weak and costs of infidelity are low. © 2006 by The University of Chicago.",38,16671017,Journal,ar,Article,100,3,3,Comparative analysis | Direct costs | Female infidelity | Passerines,12604,undefined,0,FALSE,96,739-744,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646741235,SCOPUS_ID:33646741235,2-s2.0-33646741235,Independent and competing disease risks: Implications for host populations in variable environments,Jolles A.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503055,"Disease models usually assume disease to act independently of other mortality- and morbidity-causing factors. Alternatively, disease may function as a competing risk factor, for example, killing already moribund hosts. Using tuberculosis (TB) in African buffalo as a model system, we explore consequences of competing or independent disease effects for host population dynamics. We include scenarios with density-dependent and density-independent effects of environmental variation, exemplified by variable food availability (driven by rainfall) and catastrophic droughts, respectively. Independent disease effects reduce population size linearly with prevalence, irrespective of the nature of environmental variation. Competing disease risks alter population size only if density-independent variation is present; then, disease reduces population size nonlinearly. Field data indicate that the net effect of TB on buffalo likely falls between the extremes of total independence and competition with other risk factors: TB increases mortality and decreases fecundity in some prime-aged buffalo, suggesting independent disease risks in these individuals, while similar disease effects in senescent buffalo may act as competing risks. Moreover, increased survival and fecundity of TB-negative buffalo may compensate for some disease-related losses. Model assumptions on independent or competing disease risks and environmental variability should be considered explicitly when assessing disease effects on wildlife populations. © 2006 by The University of Chicago.",26,16671018,Journal,ar,Article,100,3,3,African buffalo | Bovine tuberculosis | Compensation | Competing or independent risk | Disease | Environmental variability,12604,0090323,0,FALSE,97,745-757,all,All Open Access,BIO,Directorate for Biological Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/33646739736,SCOPUS_ID:33646739736,2-s2.0-33646739736,Natural history miscellany: The adaptive significance of sexually dimorphic scale rugosity in sea snakes,Avolio C.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503386,"In terrestrial snakes, rugose scales are uncommon and (if they occur) generally are found on both sexes. In contrast, rugose scales are seen in most sea snakes, especially in males. Why has marine life favored this sex-specific elaboration of scale rugosity? We pose and test alternative hypotheses about the function of rugose scales in males of the turtle-headed sea snake (Emydocephalus annulatus) and conclude that multiple selective forces have been involved. First, rugosities may aid male positioning during courtship, because histology shows that tubercles are more highly innervated than adjacent flat areas of each scale and hence are presumably more sensitive to tactile cues, and because biomechanical tests show that rugosities enhance friction between the bodies of males and females. Second, the occurrence of rugosities over the entire body of males and (albeit less well developed) in females as well suggests that rugosities also play a hydrodynamic role by modifying water flow across the snake's surface. Flow tank tests show that rugosities reduce the thickness of the boundary layer by almost 50% and create turbulent flow that should massively enhance rates of cutaneous oxygen uptake and hence prolong maximal courtship duration by males. © 2006 by The University of Chicago.",18,16671016,Journal,ar,Article,100,3,3,Biomechanics | Courtship | Marine | Mate recognition | Sexual selection,12604,undefined,0,FALSE,98,728-738,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646738894,SCOPUS_ID:33646738894,2-s2.0-33646738894,Divergent outcomes of reinforcement speciation: The relative importance of assortative mating and migration modification,Yukilevich R.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503120,"Most studies of reinforcement speciation focus on the evolution of assortative mating, but R. A. Fisher argued that migration modification is likely to be a common alternative mechanism. Despite previous models showing that assortative mating and migration modification may both be involved in reinforcement, no one has determined their relative evolutionary importance. This is surprising because understanding the biological conditions favoring these mechanisms may explain why certain pairs of species exhibit abutting, nonoverlapping geographical ranges with habitat fidelity while other pairs coexist in sympatry with sexual isolation. In this article, we explicitly model the evolution of both mechanisms simultaneously. First, we explore how these mechanisms differ in their evolutionary dynamics. Second, we ask how they affect each other's evolution and whether the interaction alters their relative importance in reinforcement. Our results reveal that assortative mating may evolve faster and under a broader range of biological conditions than migration modification. However, direct evolutionary interactions favor migration modification when populations experience strong divergent selection. Depending on the nature of postmating isolation, these mechanisms may either interfere with each other's evolution or coevolve in the same system. These results illustrate the importance of studying multiple mechanisms of speciation simultaneously in future speciation models. © 2006 by The University of Chicago.",29,16671009,Journal,ar,Article,100,2,2,Dispersal behavior | Ecological selection | Geographical ranges | Hybrid zones | Secondary contact | Sexual isolation,12604,undefined,0,FALSE,99,638-654,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646736783,SCOPUS_ID:33646736783,2-s2.0-33646736783,Erratum: Experimental evolution of Pseudomonas fluorescens in simple and complex environments (The American Naturalist 166 (470-480)),Barrett R.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/504816,NA,0,NA,Journal,er,Erratum,100,3,3,NA,12604,undefined,0,FALSE,100,774,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646735771,SCOPUS_ID:33646735771,2-s2.0-33646735771,Historical contingency and animal diets: The origins of eating in snakes,De Queiroz A.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503118,"Evolutionary changes in animal diets must often begin through the inclusion of a novel food type as a minor component of the diet. An aspect of this initial change that has rarely been studied is the relationship between the existing diet and the use of specific novel foods. We used comparative analyses to test the hypothesis that, in snakes, feeding on squamate (lizard and snake) eggs or bird eggs-items that represent evolutionary derived and, in most cases, minor components of the diet-is associated with feeding on squamates or birds, respectively. Phylogenetic concentrated-changes tests indicate a significant tendency for predation on eggs to arise in snake lineages characterized by feeding on the corresponding animals. These results also generally hold for analyses including only snake species that are likely to encounter eggs and are large enough to ingest them. The inferred histories of specialized egg eaters also support the hypothesis. Because snakes often use chemical cues to recognize prey, the observed phylogenetic patterns might be explained by chemical similarities between eggs and adult animals. Our results suggest broad effects of predispositions on snake diets and thus illustrate how historical contingencies can shape the ecology of organisms. © 2006 by The University of Chicago.",23,16671012,Journal,ar,Article,100,2,2,Chemical cues | Contingency | Dietary evolution | Egg eating | Predisposition | Snakes,12604,undefined,0,FALSE,101,684-694,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646731144,SCOPUS_ID:33646731144,2-s2.0-33646731144,Erratum: The Temperature-size rule in ectotherms: May a general explanation exist after all? (The American Naturalist 167 (510-523)),Walters R.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/504817,NA,3,NA,Journal,er,Erratum,100,2,2,NA,12604,undefined,0,FALSE,102,775,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646728409,SCOPUS_ID:33646728409,2-s2.0-33646728409,Inedible producers in food webs: Controls on stoichiometric food quality and composition of grazers,Hall S.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503059,"Ecological stoichiometry and food web theories focus on distinct mechanisms that shape communities. These mechanisms, however, likely interact in ways that neither theory alone addresses. To illustrate, we show how a model that tracks flow of energy and nutrients through two producers and two grazers reveals two indirect, interrelated roles for ""neutrally inedible"" producers. First, inedible producers can exert controls over the nutrient content of edible producers and indirectly influence whether grazers are nutrient or energy limited. Second, through these controls, inedible producers can shape community assembly by excluding grazers that are weak competitors for nutrients contained in edible producers. A mesocosm experiment revealed patterns consistent with both predictions: high abundances of inedible algae were accompanied by low phosphorus contents of edible algae and low abundances of the grazer Daphnia. Both lines of inference suggest that interactions between stoichiometry and plant heterogeneity may shape plankton communities. © 2006 by The University of Chicago.",19,16671008,Journal,ar,Article,100,4,4,Cascade competition | Coexistence | Ecological stoichiometry | Inedibility | Light: nutrient gradients | Plant defense,12604,undefined,0,FALSE,103,628-637,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646723279,SCOPUS_ID:33646723279,2-s2.0-33646723279,Age-dependent traits: A new statistical model to separate within- and between-individual effects,Van De Pol M.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503331,"Evolutionary questions regarding aging address patterns of within-individual change in traits during a lifetime. However, most studies report associations between age and, for example, reproduction based on cross-sectional comparisons, which may be confounded with progressive changes in phenotypic population composition. Unbiased estimation of patterns of age-dependent reproduction (or other traits) requires disentanglement of within-individual change (improvement, senescence) and between-individual change (selective appearance and disappearance). We introduce a new statistical model that allows patterns of variance and covariance to differ between levels of aggregation. Our approach is simpler than alternative methods and can quantify the relative contributions of within- and between-individual changes in one framework. We illustrate our model using data on a long-lived bird species, the oystercatcher (Haematopus ostralegus). We show that for different reproductive traits (timing of breeding and egg size), either within-individual improvement or selective appearance can result in a positive association between age and reproductive traits at the population level. Potential applications of our methodology are manifold because within- and between-individual patterns are likely to differ in many biological situations. © 2006 by The University of Chicago.",350,16671020,Journal,ar,Article,100,2,2,Age-dependent reproduction | Aging | Haematopus ostralegus | Random effects models | Selection hypothesis,12604,undefined,0,FALSE,104,766-773,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646717549,SCOPUS_ID:33646717549,2-s2.0-33646717549,Leaf traits determine the growth-survival trade-off across rain forest tree species,Sterck F.,American Naturalist,00030147,167,5,2006-05-01,May 2006,10.1086/503056,"A dominant hypothesis explaining tree species coexistence in tropical forest is that trade-offs in characters allow species to adapt to different light environments, but tests for this hypothesis are scarce. This study is the first that uses a theoretical plant growth model to link leaf trade-offs to whole-plant performances and to differential performances across species in different light environments. Using data of 50 sympatric tree species from a Bolivian rain forest, we observed that specific leaf area and photosynthetic capacity codetermined interspecific height growth variation in a forest gap; that leaf survival rate determined the variation in plant survival rate under a closed canopy; that predicted height growth and plant survival rate matched field observations; and that fast-growing species had low survival rates for both field and predicted values. These results show how leaf trade-offs influence differential tree performance and tree species' coexistence in a heterogeneous light environment. © 2006 by The University of Chicago.",182,16671019,Journal,ar,Article,100,3,3,Carbon | Economy | Growth-survival trade-off | Leaf trade-off | Plant growth model | Rain forest trees,12604,undefined,0,FALSE,105,758-765,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646027041,SCOPUS_ID:33646027041,2-s2.0-33646027041,Changes over time in the spatiotemporal dynamics of cyclic populations of field voles (Microtus agrestis L.),Bierman S.M.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501076,"We demonstrate changes over time in the spatial and temporal dynamics of an herbivorous small rodent by analyzing time series of population densities obtained at 21 locations on clear cuts within a coniferous forest in Britain from 1984 to 2004. Changes had taken place in the amplitude, periodicity, and synchrony of cycles and density-dependent feedback on population growth rates. Evidence for the presence of a unidirectional traveling wave in rodent abundance was strong near the beginning of the study but had disappeared near the end. This study provides empirical support for the hypothesis that the temporal (such as delayed density dependence structure) and spatial (such as traveling waves) dynamics of cyclic populations are closely linked. The changes in dynamics were markedly season specific, and changes in overwintering dynamics were most pronounced. Climatic changes, resulting in a less seasonal environment with shorter winters near the end of the study, are likely to have caused the changes in vole dynamics. Similar changes in rodent dynamics and the climate as reported from Fennoscandia indicate the involvement of large-scale climatic variables. © 2006 by The University of Chicago.",80,16671000,Journal,ar,Article,100,6,6,Cyclic populations | Density dependence | Nonstationarity | Seasonality | Spatiotemporal dynamics | Traveling wave,12604,undefined,0,FALSE,106,583-590,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646015389,SCOPUS_ID:33646015389,2-s2.0-33646015389,Circadian rhythmicity and photoperiodism in the pitcher-plant mosquito: Can the seasonal timer evolve independently of the circadian clock?,Bradshaw W.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501032,"The two major rhythms of the biosphere are daily and seasonal; the two major adaptations to these rhythms are the circadian clock, mediating daily activities, and the photoperiodic timer, mediating seasonal activities. The mechanistic connection between the circadian clock and the photoperiodic timer remains unresolved. Herein, we show that the rhythmic developmental response to exotic light: dark cycles, usually used to infer a causal connection between the circadian clock and the photoperiodic timer, has evolved independently of the photoperiodic timer in the pitcher-plant mosquito Wyeomyia smithii across the climatic gradient of eastern North America from Florida to Canada and from the coastal plain to the mountains. We conclude that the photoperiodic timing of seasonal events can evolve independently of the daily circadian clock. © 2006 by The University of Chicago.",30,16671002,Journal,re,Review,100,3,3,Circadian clock | Climatic adaptation | Evolution | Photoperiodism | Seasonal timing,12604,undefined,0,FALSE,107,601-605,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646014481,SCOPUS_ID:33646014481,2-s2.0-33646014481,Manipulation of bee behavior by inflorescence architecture and its consequences for plant mating,Jordan C.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501142,"Angiosperms display flowers in many three-dimensional arrangements, but the functional significance of this diversity is largely unknown. We examined influences of inflorescence architecture on pollination and mating by quantifying the responses of bumblebees to three architectures and then using these observations as the basis of a model that simulated pollen dispersal. On artificial panicles, racemes, and umbels, each with 12 identical flowers, bees visited one more flower, on average, on umbels than on panicles (with racemes being intermediate). In contrast to this weak response, the consistency of foraging paths among flowers differed strongly among architectures (raceme > panicle > umbel). The simulation model revealed limited differences in self-pollination and pollen export among the three inflorescence designs when all flowers presented and received pollen, because mating differences depended on only the number of flowers visited. In contrast, in simulations of inflorescences on which pollen receipt and presentation were segregated so as to minimize interference among flowers, the consistency of movement paths governed mating. In this case, racemes self-pollinated much less than umbels (with panicles being intermediate), and racemes exported much more pollen than umbels and panicles. These effects have diverse consequences for the evolution of inflorescence architecture, flower design, and sexual segregation. © 2006 by The University of Chicago.",44,16670993,Journal,ar,Article,100,2,2,Bombus | Bumblebee | Dichogamy | Monoecy | Pollen export | Self-pollination,12604,undefined,0,FALSE,108,496-509,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646010037,SCOPUS_ID:33646010037,2-s2.0-33646010037,Range size: Disentangling current traits and phylogenetic and biogeographic factors,Böhning-Gaese K.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501078,"The range size of a species can be determined by its current traits and by phylogenetic and biogeographic factors. However, only rarely have these factors been studied in combination. We use data on the geographic range sizes of all 26 Sylvia warblers to explicitly test whether range size was determined by current species-specific traits (e.g., body size, dispersal ability), phylogenetic factors (e.g., age of the lineage), or environmental, biogeographic factors (e.g., latitudinal position of the range). The results demonstrated that current traits and phylogenetic and biogeographic factors were interrelated. While a number of factors were significant in simple regression analyses, only one factor determined range size in the multiple regression analyses-dispersal ability. Species with better dispersal ability had larger ranges than species with poorer dispersal ability. Apparent increases of range size with latitude or with the age of the species resulted from correlations with dispersal ability. While the most significant factor that influences the range size of a group of species might differ from one group to the next, these results demonstrate that studies that focus only on a single, for example, phylogenetic, factor might yield misleading results. © 2006 by The University of Chicago.",105,16670997,Journal,ar,Article,100,4,4,Ecomorphology | Long-distance migratory birds | Phylogenetic effects | Rapoport's rule | Sylvia warblers,12604,undefined,0,FALSE,109,555-567,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646008292,SCOPUS_ID:33646008292,2-s2.0-33646008292,A hydrodynamics approach to the evolution of multicellularity: Flagellar motility and germ-soma differentiation in volvocalean green algae,Solari C.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501031,"During the unicellular-multicellular transition, there are opportunities and costs associated with larger size. We argue that germ-soma separation evolved to counteract the increasing costs and requirements of larger multicellular colonies. Volvocalean green algae are uniquely suited for studying this transition because they range from unicells to multicellular individuals with germ-soma separation. Because Volvocales need flagellar beating for movement and to avoid sinking, their motility is modeled and analyzed experimentally using standard hydrodynamics. We provide comparative hydrodynamic data of an algal lineage composed of organisms of different sizes and degrees of complexity. In agreement with and extending the insights of Koufopanou, we show that the increase in cell specialization as colony size increases can be explained in terms of increased motility requirements. First, as colony size increases, soma must evolve, the somatic-to-reproductive cell ratio increasing to keep colonies buoyant and motile. Second, increased germ-soma specialization in larger colonies increases motility capabilities because internalization of nonflagellated germ cells decreases colony drag. Third, our analysis yields a limiting maximum size of the volvocalean spheroid that agrees with the sizes of the largest species known. Finally, the different colony designs in Volvocales reflect the trade-offs between reproduction, colony size, and motility. © 2006 by The University of Chicago.",53,16670996,Journal,ar,Article,100,3,3,Body size | Cell specialization | Cost of reproduction | Hydrodynamics | Motility | Volvox,12604,undefined,0,FALSE,110,537-554,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646008291,SCOPUS_ID:33646008291,2-s2.0-33646008291,The costs and benefits of genetic heterogeneity in resistance against parasites in social insects,Van Baalen M.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501169,"The occurrence of polygyny and polyandry in social insects has long puzzled evolutionary biologists. If cooperation requires genetic relatedness, how do we explain the occurrence and maintenance of mechanisms that reduce the degree of relatedness among colony members? A much-discussed hypothesis states that genetically diverse colonies are more resistant to parasitism than homogenous colonies because genetic diversity reduces the spread of a disease within a colony. However, as we will argue in this note, a necessary condition for the parasite hypothesis is that genetically heterogeneous colonies have a larger suite of parasites that are capable of infecting them. This implicit relationship is important because it implies that even if the cost per infection is reduced, this may not be sufficient to offset the increased rate of acquiring infections. The advantages of genetic heterogeneity as a defense against parasites thus may not be as big as commonly thought. © 2006 by The University of Chicago.",50,16670998,Journal,re,Review,100,2,2,Evolution | Genetic heterogeneity | Multiple mating | Parasitism | Resistance | Social insects,12604,undefined,0,FALSE,111,568-577,NA,NA,NA,NA
