@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,author-count.$,authkeywords,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027505487,SCOPUS_ID:0027505487,2-s2.0-0027505487,The rise and fall of a dominant planktivore: direct and indirect effects on zooplankton,Ecology,00129658,74,2,303-319,1993-01-01,1993,10.2307/1939294,"Analyzed a 14-yr time series (1976-1989) of planktivorous fish and zooplantkon from Lake Mendota, Wisconsin. Planktivory rates changed by an order of magnitude during this period, primarily due to the rise and fall of the 1977 year class of cisco Coregonus artedi that dominated planktivory rates for a period of 10 yr. Planktivory increased between 1977 and 1978 due to an increase in biomass of that year class and decreased in August 1987 after a summer kill of cisco in the lake. Yellow perch Perca flavescens and other cisco year classes contributed <25% of the total planktivory during 1978-1987. This 10-yr pulse in planktivory rates was associated with changes in the Daphnia species and biomass. In years with low planktivory rates, higher biomass of daphnids dominated by Daphnia pulicaria developed earlier in the spring and lasted longer into the summer. This was also associated with an earlier and longer spring clear-water phase. In years with high planktivory rates, daphnid biomass was generally lower and dominated by the smaller Daphnia galeata mendotae. However, there was no significant effect of planktivory on the early summer peak in Daphnia biomass that is associated with a clear-water phase. The dynamics of this Daphnia peak are apparently regulated by Daphnia-algae interactions and not by planktivory rates. The seasonal and interyear changes in Daphnia species composition can be explained by the combined effects of planktivory, dynamics of food resources, and the physiological ecology of the two Daphnia species. There was no significant effect of increased planktivory on total zooplankton biomass due to a compensatory increase in cyclopoid copepods and no response by calanoid copepods. -from Authors",100,Journal,ar,Article,100,3,20308,undefined,0,FALSE,80,Rudstam L.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027505399,SCOPUS_ID:0027505399,2-s2.0-0027505399,Leaf decomposition in two Mediterranean ecosystems of southwest Spain: influence of substrate quality,Ecology,00129658,74,1,152-161,1993-01-01,1993,10.2307/1939510,"Loss of soluble components from leaves was used to define two phases of decomposition: a leaching phase that lasted 2-4 mo and a postleaching phase. Leaf toughness and the ratio of toughness:phosphorus concentration were the best indicators of mass loss during the leaching phase in both ecosystems, and cutin:nitrogen or cutin:phosphorus ratios were the best predictors of mass loss in the postleaching phase, but only in the drier and a more nutrient-poor ecosystem. When the two phases were combined, leaf toughness, toughness:nitrogen, and/or cutin:nitrogen significantly explained the mass loss in both SW Spanish ecosystems. -from Authors",283,Journal,ar,Article,100,2,20308,undefined,0,FALSE,81,Gallardo A.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027505221,SCOPUS_ID:0027505221,2-s2.0-0027505221,Defining the western spruce budworm's nutritional niche with response surface methodology,Ecology,00129658,74,2,442-454,1993-01-01,1993,10.2307/1939306,"Evaluated how calcium, magnesium, and phosphorus interacted to influence Choristoneura occidentalis fitness. Results suggested budworm performance is best when Mg is at low concentrations and P is at moderate concentrations, and that very high levels of Mg and P are detrimental. On average, host trees had too much Mg and too little P for optimal response by budworms. Interactions between Mg and P imply that balances or ratios of minerals are important in budworm nutritional ecology, but detectable effects from Mg, P, and Ca in the diets diminished as the bioassay continued into the F2 generation, and, consequently, the estimated number of larvae alive at the beginning of the F2 and F3 generations showed no relationship to concentrations of the test minerals. -from Authors",58,Journal,ar,Article,100,2,20308,undefined,0,FALSE,82,Clancy K.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027505115,SCOPUS_ID:0027505115,2-s2.0-0027505115,"Effects of herbivores on growth and reproduction of their perennial host, Erigeron glaucus",Ecology,00129658,74,1,39-46,1993-01-01,1993,10.2307/1939499,"Assessed the effects of the three most abundanct herbivores (a thrips Apterothrips apteris, a spittlebug Philaenus spumarius and plume moth caterpillars Platyptilia williamsii on growth and reproduction of their long-lived, iteroparous host plant. Thrips reduced root biomass of seedlings, but not a shoot biomass. No correlation was found between density of thrips and change in aboveground area of plants after monitoring for three years in the field. Thrips fed on the phyllaries and corollas of flower heads, as well as on leaves, and were particularly damaging to ray petals. Plants in a common garden were subjected to three seasons of feeding by either spittlebugs, plume moth caterpillars, both, or neither. Plant survival was unaffected by these insect herbivores, although gophers Thomomys bottae were a major source of mortality. Plants with caterpillars produced more rosettes than those without moths. By consuming apical buds the caterpillars released axillary buds, thereby causing plants to produce more side rosettes. This difference in architecture did not result in an increase in flower production. Plants that had experienced three years of spittlebug or caterpillar attack produced fewer flower heads than controls during their third year. One year later, and after the herbivory treatments were discontinued, plants that had been damaged by spittlebugs still produced fewer flowers than those in other treatments. -from Authors",149,Journal,ar,Article,100,2,20308,undefined,0,FALSE,83,Karban R.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027503728,SCOPUS_ID:0027503728,2-s2.0-0027503728,"Fruit rot, antifungal defense, and palatability of fleshy fruits for frugivorous birds",Ecology,00129658,74,3,751-762,1993-01-01,1993,10.2307/1940803,"Predicted that: 1) fungal fruit rot should be generally deterrent to frugivores. But because fungi may vary in their negative effects, antifungal defenses should be allocated in relationship to net effects of particular species on dispersal. 2) Defenses of fruits under selection for high palatability should be directed primarily toward microbes. Lower quality fruits, for which high palatability is not crucial to dispersal, may be defended by more general defenses. 3) Preferred fruits should be defended to a lower degree than less preferred fruits, as a result of consistently high dispersal rates (Removal Rate model). Fungal species indeed depressed feeding rates in general accordance with their reported vertebrate toxicity. Relative to nontoxic fungi, toxic fungi were inhibited more strongly by secondary fruit-pulp extracts. Artificial-pulp media of summer small-seeded (SS) fruits were preferred in feeding trials, due both to basic nutritional composition and nondeterrent (microbespecific) secondary defense. In accordance with the Removal-Rate model, artificial-pulp media of the preferred SS fruits showed significant antifungal activity, but at a much lower level than that of fall low-quality fruits. Results suggest that a primary function of secondary chemicals in ripe fruits may be to defend against destructive fungi that compete with seed dispersers for the pulp. Results generally support the hypothesis that selective pressures may result in ripe fruit defenses that are directed primarily against organisms having strong negative effects upon dispersal. Factors influencing risk of pulp consumption by nondispersers may be useful predictors of fruit defense patterns. -from Authors",72,Journal,ar,Article,100,2,20308,undefined,0,FALSE,84,Cipollini M.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027503716,SCOPUS_ID:0027503716,2-s2.0-0027503716,Biological responses of a tundra river to fertilization,Ecology,00129658,74,3,653-672,1993-01-01,1993,10.2307/1940794,"Phosphorus fertilization of a pristine tundra river for four consecutive summers dramatically changed biological processes and populations at all trophic levels. At the primary producer level, both algal biomass and productivity increased and chlorophyll accumulated on the river bottom in the first two summers. Diatom community composition changed little in spite of large chlorophyll changes, but an increase in grazing insects prevented chlorophyll buildup in the third and fourth summers. Total respiration of the epilithon, acetate uptake, and decomposition of lignin monomers were all stimulated but only in light-grown epilithon. Although insects grew more rapidly in the fertilized section of the river, there were community interactions that kept total insect production from appreciable change. The four most abundant large insects did increase their growth rates in response to phosphorus addition and there were increases in population of Baetis lapponicus and Brachycentrus americanus. These increases were offset by the decline in abundance of the dominant species, the black fly Prosimulium martini, perhaps caused by competition for space from Brachycentrus. Growth of both young-of-the year and adult grayling Thymallus arcticus was strongly simulated by P addition. Increases in insect and fish growth were largely attributable to increases in the production of epilithic algae. Overall, results indicate a strong ""bottom-up' response of the riverine food web to additions of the limiting nutrient, phosphorus. The response was modified in later years, however, by a strong ""top-down' feedback of insects grazing on epilithic algae and by competitive exclusion of black flies by caddisflies. -from Authors",269,Journal,ar,Article,100,1,20308,undefined,0,FALSE,85,Peterson B.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027498829,SCOPUS_ID:0027498829,2-s2.0-0027498829,Bet hedging and the diapause strategies of the cricket Allonemobius fasciatus,Ecology,00129658,74,4,1129-1135,1993-01-01,1993,10.2307/1940482,"When reared under naturally changing environmental conditions, first-generation females produced increasing proportions of diapause eggs over their reproductive life-span, presumably reflecting the decreasing probability over time that sufficient growing season remains for a second generation. The transition from direct-developing to diapause eggs occurred over 35 d for the population, suggesting a considerable degree of bet hedging. Analysis of individuals, however, revealed a much more rapid response and large between-female variability in the median (50%) diapause date. This rapid transition from nondiapause to diapause eggs implies that interannaul variability in season length has not resulted in the evolution of a substantial risk-spreading strategy for individual females. -from Authors",72,Journal,ar,Article,100,2,20308,undefined,0,FALSE,86,Bradford M.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027498828,SCOPUS_ID:0027498828,2-s2.0-0027498828,Absence of trade-offs between sexual size dimorphism and early male emergence in a butterfly,Ecology,00129658,74,5,1414-1427,1993-01-01,1993,10.2307/1940071,"Examined speckled wood butterfly Pararge aegeria from C and S Sweden, England, Spain, and Madeira. Protandry was associated with seasonal environments, as it was only exhibited in the three northernmost populations. Protandry in these populations remained largely constant in a variety of temperatures, both under direct development, when protandry results from a sex difference in development time through the egg, larval, and pupal stages, and under diapause development, when it results from a sex difference in pupal development time only. Protandry is thus selected for per se through sexual selection in seasonal environments. Similar female-biased size dimorphism occurred in protandrous and non-protandrous populations alike, and hence sexual size dimorphism in P. aegeria is not a result of selection for protandry, nor the causal factor behind protandry. Protandry and sexual size dimorphism appear to be largely decoupled traits in the life history evolution of P. aegeria. This is achieved by means of variation in pupal developmental time and variation in the relative growth rates of the sexes. Variation in growth rates is likely to be a general phenomenon and may make possible independent optimization of size and development time (age at sexual maturity), and accordingly influence expected paterns of size-related trade-offs. -from Authors",130,Journal,ar,Article,100,4,20308,undefined,0,FALSE,87,Nylin S.,4,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027498719,SCOPUS_ID:0027498719,2-s2.0-0027498719,"Sex, size, and interyear variation in flowering among dioecious trees of the Malayan rain forest",Ecology,00129658,74,5,1529-1537,1993-01-01,1993,10.2307/1940080,"Recorded the flowering activity and sex of reproductive individuals in two separate flowering seasons for c2600 trees representing three species of Aporusa and two species of Baccaurea (all Euphorbiaceae) in a primary rain forest. There were neither sexually mixed trees nor sex switching of trees between years. Flowering sex ratios for the species of smallest stature, A. microstachya and B. parviflora, consistently exhibited a significant degree of male bias, which was greater in years with lower overall levels of flowering in the population. Two-year cumulative sex ratios were significantly male-biased in these two species and in a second relatively small-statured species of Aporusa. The size distributions for male trees broadly overlapped those of female trees in all species. In the smaller statured species, male trees displayed a significantly greater degree of relative size variation than did female trees, suggesting that male trees begin flowering at a smaller size, but also grow to a larger size. Also, males were significantly more likely to flower in both years than were females in the smaller species. Sexual dimorphism in the frequency and size dependence of flowering has previously been explained as a result of higher energy costs of reproduction in females than in males. This physiological constraint is most likley to play a strong role in energy-limited environments. Male-biased sex ratios and associated patterns of sexual dimorphism may thus generally be most pronounced among diminutive treelets of the rain forest understory. -from Authors",110,Journal,ar,Article,100,2,20308,undefined,0,FALSE,88,Thomas S.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027498697,SCOPUS_ID:0027498697,2-s2.0-0027498697,Holocene variation in spatial scales of vegetation pattern in the upper Great Lakes,Ecology,00129658,74,3,826-839,1993-01-01,1993,10.2307/1940809,"From a network of 52 pollen sites pollen percentage data for three dominant tree genera (pine, Pinus; oak, Quercus; birch, Betula) were interpolated from samples bracketing four target years (500, 2500, 4500 and 6500 yr BP). Oak residuals from isopoll maps are relatively small in magnitude; pine and birch residuals are relatively large and show greater local variability in sign and magnitude. This indicates local variability in tree abundance, as pollen of all three taxa is readily dispersed by wind. Spatial correlograms summarize the strength of spatial autocorrelation as a function of distance between pairs of sites for a given taxon. Oak correlograms corroborate the mapped data in indicating the dominance of region-wide trends. The birch and pine correlograms indicate that factors operating at scales at 150 to 300 km are as important as region-wide trends in governing pollen abundances. The structure of the correlograms for birch and pine pollen changes through time, with birch showing a more patchy spatial pattern in the mid-Holocene (4500 and 6500 yr BP) compared to the late-Holocene (500 and 2500 yr BP). Pine shows a more strongly autocorrelated pattern in the mid-Holocene. Results suggest that substrate, an environmental constraint on vegetation at scales of tens to hundreds of kilometres, has been important in governing the spatial distribution of birch and pine in the upper Great Lakes region. The changing distribution of birch and pine is attributed, in part, to changes in the relative abundance of ecologically dissimilar species within these genera. -from Authors",38,Journal,ar,Article,100,2,20308,undefined,0,FALSE,89,Graumlich L.,2,NA,NA,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0027498514,SCOPUS_ID:0027498514,2-s2.0-0027498514,Prey specificity in Chrysopa: an interspecific comparison of larval feeding and defensive behavior,Ecology,00129658,74,5,1384-1393,1993-01-01,1993,10.2307/1940068,"Conducted a comparative experimental analysis of larval behavior in two sympatric predacious lacewing sister-species (Chrysopa quadripunctata, a generalist, and C. slossonae, a specialist on the woolly alder aphid). Responses of the larvae to food (Myzus persicae) and camouflaging material (waxy secretions from woolly alder aphids or exuviae from M. persicae) were quantified during four discrete developmental periods. Larval behaviour could have subserved two processes in the evolution of prey specialization in the sister-species' progenitor: establishment on a specific prey and adaptation to the prey. 1) The presence of the woolly alder aphid's secretions results in generalist larvae camouflaging themselves to a degree that rivals that of the specialist. Such phenotypic plasticity could have promoted the progenitor's initial adoption of the ant-tended woolly alder aphid as prey and its wool as a source of camouflaging material. 2) Quantitative differences between the generalist's and specialist's behaviour indicate that adaptation to the woolly alder aphid did not require the acquisition of novel behavioural traits in the larvae. It involved modifications in the expression of defensive behavior that existed in the generalist ancestor and alterations in the ability to attack and feed on robust prey. -from Authors",41,Journal,ar,Article,100,3,20308,undefined,0,FALSE,90,Milbrath L.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027498513,SCOPUS_ID:0027498513,2-s2.0-0027498513,Resource and pollen limitations to lifetime seed production in a natural plant population,Ecology,00129658,74,4,1043-1051,1993-01-01,1993,10.2307/1940474,"Both hand-pollination and fertilization during the blooming season increased total Ipomopsis aggregata seed production, while water alone had no effect on any component of reproductive success. Hand-pollination boosted number of seeds per flower, with no effect on flower number. Fertilizing had its primary effect on number of flowers produced, while also increasing number of seeds per mature fruit in hand-pollinated plants. Fertilizing increased nectar volume, but path analysis detected no indirect effect of this increased reward rate on seed production, suggesting instead that fertilizing had a slight, but direct, effect on seeds per flower. Results argue against a strict dichotomy between pollen limitation and resource limitation of female reproductive success in plants. -from Authors",272,Journal,ar,Article,100,2,20308,undefined,0,FALSE,91,Campbell D.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027496177,SCOPUS_ID:0027496177,2-s2.0-0027496177,Denitrification in a tallgrass prairie landscape,Ecology,00129658,74,3,855-862,1993-01-01,1993,10.2307/1940811,"At the Konza Prairie site, C Kansas, denitrification was higher in unburned sites than in burned, burned and grazed and cultivated sites. The cultivated site consistently had low rates of denitrification relative to the native prairie sites, even when water and nitrate were added. Levels of microbial biomass C and nitrification and denitrification enzyme activities were an order of magnitude lower in the cultivated site than in the native prairie sites. Although temporal patterns of activity were generally related to patterns of soil moisture, water additions did not stimulate activity in ungrazed prairie soils. Water plus nitrate additions consistently gave significant increases in activity. In certain years, denitrification may be significant to site fertility, landscape water quality, and atmospheric chemistry in the tallgrass prairie region. -from Authors",95,Journal,ar,Article,100,3,20308,undefined,0,FALSE,92,Groffman P.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027492673,SCOPUS_ID:0027492673,2-s2.0-0027492673,Selectivity and growth of the generalist herbivore Dolabella auricularia feeding upon complementary resources,Ecology,00129658,74,3,879-890,1993-01-01,1993,10.2307/1940813,"The sea hare Dolabella auricularia (Gastropoda: Opisthobranchia: Anaspidea) grew far better upon an ad lib mixture of four species of algae than upon any of the algal species alone, suggesting that algae were complementary resources. When offered three pairs of algae in 4:1 and 1:9 ratios, Dolabella changed its foraging behavior so that the rarer alga was preferrred. Consequently, the mixtures of algae consumed where more similar between treatments (ratios) than the mixtures of algae offered. Results suggest that Dolabella actively maintains a mixed diet because it is nutritionally superior to any single diet. An alternative hypothesis (the nonadditive toxin hypothesis) was not supported. -from Authors",128,Journal,ar,Article,100,3,20308,undefined,0,FALSE,93,Pennings S.C.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027492563,SCOPUS_ID:0027492563,2-s2.0-0027492563,Biomass and nutrient dynamics associated with slash fires in Neotropical dry forests,Ecology,00129658,74,1,140-151,1993-01-01,1993,10.2307/1939509,"Quantified the effects of deforestation and varying levels of slash-fire severity on nutrient losses and redistribution in a second-growth tropical dry forest (caatinga) near Serra Talhada, Pernambuco, Brazil. Total aboveground biomass prior to burning was c74 Mg/ha. Nitrogen and P concentrations were highest in litter, leaves attached to slash, and fine wood debris (<0.64 cm diameter). While these components comprised only 30% of the prefire aboveground biomass, they accounted for c60% of the aboveground pools of N and P. With experimental fires during the 1989 burning season, consumption was 78, 88, and 95% of the total aboveground biomass. As much as 95% of the prefire aboveground N and C pools and 56% of the prefire aboveground P pool was lost during combustion processes. Nitrogen losses exceeded 500 ka/ha and P losses exceeded 20 kg/ha in fires of greatest severity. With increasing fire severity, concentrations of N and P in ash decreased while the concentration of Ca increased. This indicates greater amounts of these nutrients were volatilized (ie greater ecosystem losses occurred) with increasing fire severity. Following fire, up to 47% of the residual aboveground N and 84% of the residual aboveground P were in the form of ash, which was quickly lost from the site via wind erosion. Fires appeared to have a minor immediate effects on total N, C, or P in the soils, but soils in forests with no history of cultivation had significantly higher concentrations of C and P than second-growth forests. It would likely require a century or more of fallow for reaccumulation to occur, but current fallow periods in this region are ≤15 yr. -from Authors",147,Journal,ar,Article,100,5,20308,undefined,0,FALSE,94,Kauffman J.,5,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027488306,SCOPUS_ID:0027488306,2-s2.0-0027488306,"Rapid N<inf>2</inf> fixation in pines, alder, and locust: evidence from the sandbox ecosystem study",Ecology,00129658,74,2,583-598,1993-01-01,1993,10.2307/1939318,"Gains of N in pine systems were greatest in vegetation and litter, overshadowing combined losses from mineral soil and leaching by about threefold. Rapid acetylene reduction in pine rhizospheres and in cultures from washed roots suggests that unexplained gains are due to associative N2 fixation. Results provide strong evidence for N2 fixation in pine systems of c50 kg.ha-1.yr-1 N. The symbiotic N2-fixing trees black locust Robinia pseudoacacia and black alder Alnus glutinosa fixed two and five times more N2, respectively, than did pines. In all systems, input in precipitation and dry deposition were relatively unimportant to the N budget. Unexplained losses of N from the nonvegetated control suggest that denitrification is an important flux. Mineral soil organic matter declined sharply and significantly in pines (20%) and even more so in the nonvegetated control (40%). Symbiotic N2-fixing trees caused a small, nonsignificant increase in mineral soil organic matter and large, significant increases in litter layer organic matter. Bulk density (0-20 cm) declined by 5% under symbiotic N2-fixing trees and increased by 5% in one pine sandbox. -from Authors",93,Journal,ar,Article,100,1,20308,undefined,0,FALSE,95,Bormann B.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027488301,SCOPUS_ID:0027488301,2-s2.0-0027488301,Patterns of leaf development and herbivory in a tropical understory community,Ecology,00129658,74,2,455-466,1993-01-01,1993,10.2307/1939307,"Examined patterns of leaf phenology, leaf expansion, and herbivory in saplings of 32 species in a Panamanian lowland moist forest. Leaf phenology ranged from continuous to highly synchronous, and mean monthly damage rates varied from 6-60%. Within species, leaves produced during the dry season, a period of relatively low insect abundance, received less damage than leaves produced during the wet season. Leaves produced during synchronous flushes received less damage than leaves produced out of synchrony. Species with continuous or synchronous leaf production had lower damage rates than intermediate species, but growth rates and survivorship were not correlated with leaf production. Higher damage rates in intermediate species may be compensated by reduced investment in chemical defenses compared with continuous species, and a less restricted growing season and reduced storage costs compared with synchronous species. -from Author",169,Journal,ar,Article,100,1,20308,undefined,0,FALSE,96,Aide T.M.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027487720,SCOPUS_ID:0027487720,2-s2.0-0027487720,Diving behavior during foraging in breeding Adelie penguins,Ecology,00129658,74,4,1204-1215,1993-01-01,1993,10.2307/1940491,"In Pygoscelis adeliae breeding near Palmer Station, Antarctica, most hunting dives consisted of a rapid descent to depth, a period of bottom time at near-constant depth, and a rapid ascent to the surface. Most hunting activity occurred in bouts of consecutive dives to similar depths. Adelies foraged at depths between 3-98m (mean 26m). Descent and ascent rates averaged 1.2 and 1.1 m/s, respectively. Foraging was primarily diurnal, but there was relatively little circadian change in foraging depth. The birds' overall hunting effort (cumulative bottom time) was concentrated between 0500 and 2100 at depths between 10-40m. Bottom time decreased slightly with increasing depth. Dive duration was positively correlated with dive depth. Maximum dive duration was 160 s; most hunting dives lasted 60-90 s (mean 73 s). Post-dive surface intervals averaged c50% of dive duration. Time use efficiency during dive bouts (bottom time/[dive duration + surface interval]) decreased with increasing dive depth. The aerobic dive limmit of Adelies is 46-68 s; most hunting dives require some anaerobic metabolism. -from Authors",103,Journal,ar,Article,100,5,20308,undefined,0,FALSE,97,Chappell M.,5,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027487714,SCOPUS_ID:0027487714,2-s2.0-0027487714,Modeling of wave regeneration in subalpine Abies forests: population dynamics with spatial structure,Ecology,00129658,74,5,1538-1550,1993-01-01,1993,10.2307/1940081,"The wave regeneration of forest trees is studied theoretically in model populations with a lattice structure, in which each lattice point corresponds to a stand containing a cohort of trees. Tree height at each site is assumed to increase at a constant rate, and trees die in unit time if they are taller than their windward neighbors, with the height difference greater than a critical value. Starting from a random initial distribution, the spatial pattern becomes a saw-toothed shape, and moves at a constant rate downwind without changing its shape. Four other models are also examined in which both the absolute height (or age) and the height difference between neighbors affect the tree mortality. Two rules (AND and OR rules) produce very irregular final patterns that are not saw toothed, but the other two (SUM and PRODUCT rules) often generate patterns that are close to saw toothed and more regular than those produced by the basic model. Both periodic boundary conditions and fixed height boundary conditions are examined. Two-dimensional models tend to produce more regular wave regenerating patterns than one-dimensional models. -Authors",68,Journal,ar,Article,100,2,20308,undefined,0,FALSE,98,Sato K.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027487712,SCOPUS_ID:0027487712,2-s2.0-0027487712,"Genotype, fish-mediated chemicals, and phototactic behavior in Daphnia magna",Ecology,00129658,74,5,1467-1474,1993-01-01,1993,10.2307/1940075,"Presence of fish-mediated chemicals induced a more negatively phototactic behavior in all clones tested, a response observed within 24 h after exposure to these chemicals. Release from the presence of the fish-mediated chemicals resulted for most clones in a gradual change back to control behavior, which took several days. Clones isolated from habitats in which fish were present were on average more responsive than clones isolated from a fishless habitat. -from Author",173,Journal,ar,Article,100,1,20308,undefined,0,FALSE,99,De Meester L.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027487578,SCOPUS_ID:0027487578,2-s2.0-0027487578,Complex interactions between dispersal and dynamics: lessons from coupled logistic equations,Ecology,00129658,74,5,1362-1372,1993-01-01,1993,10.2307/1940066,"A study of one of the simplest systems incorporating both dispersal and local dynamics, coupling two discrete time logistic equations, demonstrates several surprising features. Passive dispersal can cause chaotic dynamics to be replaced by simple periodic dynamics. Thus passive movement can be stabilizing, even in a deterministic model without underlying spatial variation in the dynamics. The boundary between initial conditions leading to qualitatively different dynamics can be a fractal, so it is essentially impossible to specify the asymptotic behavior in terms of the initial conditions. In accord with several recent studies of arthropods and earlier theoretical work, density dependence may only be detectable at a small enough spatial scale, so efforts to uncover density dependence must include investigations of movement. -Author",345,Journal,ar,Article,100,1,20308,undefined,0,FALSE,100,Hastings A.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027487568,SCOPUS_ID:0027487568,2-s2.0-0027487568,The role of regeneration stages in the distribution of edaphically restricted fynbos Proteaceae,Ecology,00129658,74,5,1490-1499,1993-01-01,1993,10.2307/1940077,"Compared two species-pairs: Protea obtusifolia and Leucadendron meridianum occurring on shallow soils overlying limestone, and P. susannae and L. coniferum on adjacent, deep, weakly acidic, colluvial sands, testing the hypothesis that abiotic regeneration stage requirements at the seed germination and/or seedling establishment stages determine adult distribution patterns. There was higher seedling emergence of seed of all species on the limestone soils of the Agulhas Plain, South Africa, negating the idea that seeds had germination requirements specific to their natural soil types. This higher emergence is probably related to the higher moisture contents of the limestone soils. Seedlings of the limestone species performed better on their own soil type, with lower seedling mortality and overall increased survival (taking into account seed germination and seedling establishment) on their own soil type. Seedlings of the colluvial sands species had slightly increased seedling mortality, and overall less survivorship, on their own soil type. Despite this, seedlings of these two species growing on the colluvial sands were larger than their counterparts on the limestone soils. There were both more and larger seedlings than those of P. obtusifolia and L. meridianum on the colluvial sands. Competitive exclusion is invoked to explain the sole persistence of the colluvial sands species on their native substrate. -from Authors",39,Journal,ar,Article,100,2,20308,undefined,0,FALSE,101,Mustart P.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027470503,SCOPUS_ID:0027470503,2-s2.0-0027470503,Size-dependent competition: effects on the dynamics vs. the end point of mussel bed succession,Ecology,00129658,74,1,195-206,1993-01-01,1993,10.2307/1939514,"The author manipulated relative body size of mussels Mytilus californianus and glaucous-winged gull Larus glaucescens predation pressure within gaps in a mussel bed to determine 1) whether size differences could cause shifts in competitive dominance between goose barnacles Pollicipes polymerus and Mytilus,. species with indeterminate growth, and 2) if the late-recruiting Mytilus required gull predation on established adult Pollicipes to attain dominance. Increasing relative body size enhanced the area and the rate of change in area covered by both Pollicipes and Mytilus. Preventing gull feeding enhanced Pollicipes and reduced Mytilus cover, slowing the rates of succession and reducing the frequency of disturbance. However, even in the absence of predators on Pollicipes and with an initial size disadvantage, Mytilus maintained positive rates of change in cover, probably because adult recruitment into the gap altered the initial size hierarchy of competitors. Bird predation and initial size asymmetries can thus alter the dynamics, but not the eventual end point, of intertidal succession. -from Author",57,Journal,ar,Article,100,1,20308,undefined,0,FALSE,102,Wootton J.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027470263,SCOPUS_ID:0027470263,2-s2.0-0027470263,Multiple predator effects: predicting combined functional response of stream fish and invertebrate predators,Ecology,00129658,74,1,219-225,1993-01-01,1993,10.2307/1939516,"Derived the functional response curves for two common types of stream predators, sculpins Cottus bairdi and stonefly larvae (Agnetina capitata), on two behaviourally and morphologically distinct types of mayfly prey (Baetis tricaudatus and Ephemerella subvaria). For both types of prey, actual combined functional response curves (both types of predators together in a treatment) differed signficantly from predicted combined functional response for some ranges of prey densities. When Baetis was used as prey, significant departures from the predicted values occurred at moderate and high prey densities and were in an negative direction (interference between predators). With Ephemerella, significant departures occurred at low and moderate densities and were in a positive direction (facilitation between predators). Additive models for predicting combined predator effects cannot account for non-linearities in combined functional response introduced by non-trophic (behavioural) interactions that occur between fish and stoneflies, and between these predators and their prey. -from Author",220,Journal,ar,Article,100,1,20308,undefined,0,FALSE,103,Soluk D.,1,NA,NA,NA,NA,NA
