@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,fund-acr,fund-sponsor,pii
true,https://api.elsevier.com/content/abstract/scopus_id/33747074894,SCOPUS_ID:33747074894,2-s2.0-33747074894,Serengeti wildebeest migratory patterns modeled from rainfall and new vegetation growth,Boone R.,Ecology,00129658,87,8,1987-1994,2006-01-01,2006,10.1890/0012-9658(2006)87[1987:SWMPMF]2.0.CO;2,"We used evolutionary programming to model innate migratory pathways of wildebeest in the Serengeti Mara Ecosystem, Tanzania and Kenya. Wildebeest annually move from the southern short-grass plains of the Serengeti to the northern woodlands of the Mara. We used satellite images to create 12 average monthly and 180 10-day surfaces from 1998 to 2003 of percentage rainfall and new vegetation. The surfaces were combined in five additive and three multiplicative models, with the weightings on rainfall and new vegetation from 0% to 100%. Modeled wildebeest were first assigned random migration pathways. In simulated generations, animals best able to access rainfall and vegetation were retained, and they produced offspring with similar migratory pathways. Modeling proceeded until the best pathway was stable. In a learning phase, modeling continued with the ten-day images in the objective function. The additive model, influenced 25% by rainfall and 75% by vegetation growth, yielded the best agreement, with a multi-resolution comparison to observed densities yielding 76.8% of blocks in agreement (kappa = 0.32). Agreement was best for dry season and early wet season (kappa = 0.22-0.57), and poorest for the late wet season (0.04). The model suggests that new forage growth is a dominant correlate of wildebeest migration. © 2006 by the the Ecological Society of America.",141,16937638,Journal,ar,Article,100,3,3,Connochaetes taurinus | Evolutionary programming | Migration | NDVI | Rainfall estimates | Serengeti Mara Ecosystem | Wildebeest,20308,undefined,0,FALSE,all,All Open Access,242,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747074893,SCOPUS_ID:33747074893,2-s2.0-33747074893,Facilitation in an insect-pollinated herb with a floral display dimorphism,Toräng P.,Ecology,00129658,87,8,2113-2117,2006-01-01,2006,10.1890/0012-9658(2006)87[2113:FIAIHW]2.0.CO;2,"Population context should influence pollination success and selection on floral display in animal-pollinated plants because attraction of pollinators depends not only on the characteristics of individual plants, but also on the attractiveness of co-occurring conspecifics. The insect-pollinated herb Primula farinosa is polymorphic for inflorescence height. Natural populations may include both long-scaped plants, which present their flowers well above the soil surface, and short-scaped plants, with their flowers positioned close to the ground. We experimentally tested whether seed production in short-scaped P. farinosa varied with local morph frequency and surrounding vegetation height. In tall vegetation, short-scaped plants in polymorphic populations produced more fruit and tended to produce more seeds than short-scaped plants did in monomorphic populations. In low vegetation, population composition did not significantly affect fruit and seed output of short-scaped plants. The results suggest that long-scaped plants facilitate short-scaped plants in terms of pollinator attraction and that the facilitation effect is contingent on the height of the surrounding vegetation. The documented facilitation should contribute to the maintenance of the scape length polymorphism in ungrazed areas where litter accumulates and vegetation grows tall. © 2006 by the Ecological Society of America.",32,16937650,Journal,ar,Article,100,3,3,Alternative reproductive strategies | Facilitation | Floral display | Plant height | Pollination | Positive interactions | Predation | Primula farinosa,20308,undefined,0,FALSE,NA,NA,243,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747072590,SCOPUS_ID:33747072590,2-s2.0-33747072590,Barnacle larvae actively select flow environments supporting post-settlement growth and survival,Larsson A.,Ecology,00129658,87,8,1960-1966,2006-01-01,2006,10.1890/0012-9658(2006)87[1960:BLASFE]2.0.CO;2,"Many marine dispersive propagules select specific settlement sites based on a range of environmental cues. However, the link between larval choice and post-settlement growth and survival is still poorly understood. Here we show that cypris larvae of the barnacle Balanus improvisus actively reject surfaces exposed to local flow speeds exceeding 5-10 cm/s. Field experiments show that post-settlement growth and survival decline in freestream flows above 15 cm/s. Moreover, studies in flume flow at local speeds exceeding 10 cm/s reveal that early juveniles show reduced feeding rates caused by deformation of the cirral fan, reduced retention efficiency, and a decrease in time spent feeding. We conclude that cypris larvae actively reject flow environments that will be suboptimal for suspension feeding in the early post-settlement phase. Our study suggests that larval choice can be adaptively connected to a specific part of the life cycle, in this case the very sensitive time after metamorphosis. © 2006 by the the Ecological Society of America.",52,16937634,Journal,ar,Article,100,2,2,Balanus improvisus | Barnacle | Feeding | Flow | Growth | Larval behavior | Spatial distribution | Survival,20308,undefined,0,FALSE,NA,NA,244,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747072038,SCOPUS_ID:33747072038,2-s2.0-33747072038,Orchid bees don't need orchids: Evidence from the naturalization of an orchid bee in Florida,Pemberton R.,Ecology,00129658,87,8,1995-2001,2006-01-01,2006,10.1890/0012-9658(2006)87[1995:OBDNOE]2.0.CO;2,"Almost 200 species of orchid bees are the exclusive pollinators of nearly 700 specialized orchids in the neotropics. This well-known mutualism involves orchids, called perfume orchids, which produce species-specific blends of floral fragrances, and male orchid bees, which collect and use these fragrance compounds during their courtship. We report here the naturalization of an orchid bee, Euglossa viridissima, in southern Florida, USA, where perfume orchids are absent. Chemical analysis of the contents of the fragrance storage organs in the hind tibias of 59 male bees collected in Florida identified 55 fragrance compounds, including 27 known from the perfumes of nine species of E. viridissima's orchid mutualists in Mesoamerica. Aromatic leaves, such as basil, were found to be important surrogate sources of needed fragrance compounds in Florida. The bee's ability to live and become abundant in the absence of its orchid mutualists suggests that the orchid bee-perfume orchid mutualism may be facultative for the bees, even though it is obligatory for the orchids. This invasive bee visits and potentially pollinates the flowers of many plants in Florida, behavior that could promote the abundance of selected exotic and native species. © 2006 by the the Ecological Society of America.",59,16937639,Journal,ar,Article,100,2,2,Euglossa viridissima | Euglossine bees | Fragrance compounds | Invasive species | Mutualism | Naturalization | Orchid bees | Orchids | Pollination,20308,undefined,0,FALSE,NA,NA,245,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747071758,SCOPUS_ID:33747071758,2-s2.0-33747071758,Relationship among the species richness of different taxa,Wolters V.,Ecology,00129658,87,8,1886-1895,2006-01-01,2006,10.1890/0012-9658(2006)87[1886:RATSRO]2.0.CO;2,"Spatially explicit forecasting of changes in species richness is key to designing informative scenarios on the development of diversity on our planet. It might be possible to predict changes in the richness of inadequately investigated groups from that of groups for which enough information is available. Here we evaluate the reliability of this approach by reviewing 237 richness correlations extracted from the recent literature. Of the 43 taxa covered, beetles, vascular plants, butterflies, birds, ants, and mammals (in that order) were the most common ones examined. Forests and grasslands strongly dominated the ecosystem types studied. The variance explanation (R2) could be calculated for 152 cases, but only 53 of these were significant. An average correlation effect size of 0.374 (95% CI = ±0.0678) indicates positive but weak correlations between taxa within the very heterogeneous data set. None of the examined explanatory variables (spatial scale, taxonomic distance, trophic position, biome) could account for this heterogeneity. However, studies focusing on 10-km2 grid cells had the highest variance explanation. Moreover, within-phylum between-class comparisons had marginally significantly lower correlations than between-phylum comparisons. And finally, the explanatory power of studies conducted in the tropics was significantly higher than that of studies conducted in temperate regions. It is concluded that the potential of a correlative approach to species richness is strongly diminished by the overall low level of variance explanation. So far, no taxon has proved to be a universal or even particularly good predictor for the richness of other taxa. Some suggestions for future research are inclusion of several taxa in models aiming at regional richness predictions, improvement of knowledge on species correlations in human dominated systems, and a better understanding of mechanisms underlying richness correlations. © 2006 by the the Ecological Society of America.",174,16937625,Journal,re,Review,100,3,3,Biodiversity | Meta-analysis | Richness correlation | Spatial scale | Taxonomic distance,20308,undefined,0,FALSE,NA,NA,246,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747069966,SCOPUS_ID:33747069966,2-s2.0-33747069966,Demography of central and marginal populations of monkeyflowers (Mimulus cardinalis and M. lewisii),Angert A.,Ecology,00129658,87,8,2014-2025,2006-01-01,2006,10.1890/0012-9658(2006)87[2014:DOCAMP]2.0.CO;2,"Every species occupies a limited geographic area, but how spatiotemporal environmental variation affects individual and population fitness to create range limits is not well understood. Because range boundaries arise where, on average, populations are more likely to go extinct than to persist, range limits are an inherently population-level problem for which a demographic framework is useful. In this study, I compare demographic parameters and population dynamics between central and marginal populations of monkeyflowers, Mimulus cardinalis and M. lewisii, along an elevation gradient spanning both species' ranges. Central and marginal populations of both species differed in survival and fecundity. For M. lewisii, these components of fitness were higher in central than in marginal populations, but for M. cardinalis the converse was true. To assess spatiotemporal variation in population dynamics, I used transition matrix models to estimate asymptotic population growth rates (lambda) and found that population growth rates of M. lewisii were highest at the range center and reduced at the range margin. Population growth rates of M. cardinalis were highest at the range margin and greatly reduced at the range center. Life table response analysis decomposed spatiotemporal variation in lambda into contributions from each transition between life stages, finding that transitions from large nonreproductive and reproductive plants to the seed class and stasis in the reproductive class made the largest contributions to spatial differences in lambda. These transitions had only low to moderate sensitivities, indicating that differences in projected population growth rates resulted mainly from observed differences in transition matrix parameters and their underlying vital rates. © 2006 by the the Ecological Society of America.",87,16937641,Journal,ar,Article,100,1,1,Life table response experiment | LTRE | Matrix population models | Mimulus cardinalis | Mimulus lewisii | Monkeyflower | Population dynamics | Range limit,20308,undefined,0,FALSE,NA,NA,247,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747069107,SCOPUS_ID:33747069107,2-s2.0-33747069107,"Competition among penguins and cetaceans reveals trophic cascades in the western Ross Sea, Antarctica",Ainley D.G.,Ecology,00129658,87,8,2080-2093,2006-01-01,2006,10.1890/0012-9658(2006)87[2080:CAPACR]2.0.CO;2,"An apparent trophic cascade that appears during summer in the western Ross Sea, Antarctica, explains why the Antarctic silverfish (Pleuragramma antarcticum) there becomes cannibalistic; its principal prey, crystal krill (Euphausia crystallorophias) becomes scarce; and the diatom community is minimally grazed compared to adjacent areas. The krill is the major grazer of diatoms. On the basis of fieldwork at Ross Island, we suggest that the cascade results from foraging by unusually numerous Adélie Penguins (Pygoscelis adeliae), minke whales (Balaenoptera bonaerensis), and fish-eating killer whales (Orcinus orca). These species and other top predators apparently deplete the krill and silverfish. In drawing our conclusions, we were aided by two ""natural experiments."" In one ""experiment,"" large, grounded icebergs altered the seasonal pattern of change in regional sea-ice cover, but not the seasonal change in penguin diet and foraging behavior that was also detected during the preiceberg era. In the other ""experiment,"" a short-term polynya (opening in the ice) brought penguins and whales together in a confined area, this time altering both penguin diet and foraging behavior. We conclude that the foraging of penguins and whales, and not a formerly hypothesized seasonal decrease in sea-ice cover, explains (1) the annual switch in the penguins' prey from krill to silverfish, (2) the subsequent lengthening of penguin foraging trips, and (3) a marked decline of cetaceans in the area later in the season. Reduction in the middle-trophic-level prey is expressed in the relaxed grazing pressure on phytoplankton. © 2006 by the the Ecological Society of America.",127,16937647,Journal,ar,Article,100,3,3,Adélie Penguin | Antarctic silverfish | Antarctic toothfish | Antarctica | Crystal krill | Killer whale | Minke whale | Prey availability | Ross Sea | Sea ice | Trophic cascade | Trophic competition,20308,undefined,0,FALSE,NA,NA,248,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747066137,SCOPUS_ID:33747066137,2-s2.0-33747066137,Statistical inference using the G or K point pattern spatial statistics,Loosmore N.,Ecology,00129658,87,8,1925-1931,2006-01-01,2006,10.1890/0012-9658(2006)87[1925:SIUTGO]2.0.CO;2,"Spatial point pattern analysis provides a statistical method to compare an observed spatial pattern against a hypothesized spatial process model. The G statistic, which considers the distribution of nearest neighbor distances, and the K statistic, which evaluates the distribution of all neighbor distances, are commonly used in such analyses. One method of employing these statistics involves building a simulation envelope from the result of many simulated patterns of the hypothesized model. Specifically, a simulation envelope is created by calculating, at every distance, the minimum and maximum results computed across the simulated patterns. A statistical test is performed by evaluating where the results from an observed pattern fall with respect to the simulation envelope. However, this method, which differs from P. Diggle's suggested approach, is invalid for inference because it violates the assumptions of Monte Carlo methods and results in incorrect type I error rate performance. Similarly, using the simulation envelope to estimate the range of distances over which an observed pattern deviates from the hypothesized model is also suspect. The technical details of why the simulation envelope provides incorrect type I error rate performance are described. A valid test is then proposed, and details about how the number of simulated patterns impacts the statistical significance are explained. Finally, an example of using the proposed test within an exploratory data analysis framework is provided. © 2006 by the the Ecological Society of America.",283,16937629,Journal,ar,Article,100,2,2,"G, K, and L statistic | Monte Carlo | Simulation envelope | Spatial point patterns",20308,undefined,0,FALSE,NA,NA,249,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747065833,SCOPUS_ID:33747065833,2-s2.0-33747065833,Dining on disease: How interactions between infection and environment affect predation risk,Johnson P.,Ecology,00129658,87,8,1973-1980,2006-01-01,2006,10.1890/0012-9658(2006)87[1973:DODHIB]2.0.CO;2,"Despite growing interest in ecological interactions between predators and pathogens, few studies have experimentally examined the consequences of infection for host predation risk or how environmental conditions affect this relationship. Here we combined mesocosm experiments, in situ foraging data, and broad-scale lake surveys to evaluate (1) the effects of chytrid infection (Polycaryum laeve) on susceptibility of Daphnia to fish predators and (2) how environmental characteristics moderate the strength of this interaction. In mesocosms, bluegill preferred infected Daphnia 2-5 times over uninfected individuals. Among infected Daphnia, infection intensity was a positive predictor of predation risk, whereas carapace size and fecundity increased predation on uninfected individuals. Wild-caught yellow perch and bluegill from in situ foraging trials exhibited strong selectivity for infected Daphnia (3-10 times over uninfected individuals). In mesocosms containing water high in dissolved organic carbon (DOC), however, selective predation on infected Daphnia was eliminated. Correspondingly, lakes that supported chytrid infections had higher DOC levels and lower light penetration. Our results emphasize the strength of interactions between parasitism and predation while highlighting the moderating influence of water color. P. laeve increases the conspicuousness and predation risk of Daphnia; as a result, infected Daphnia occur predominantly in environments with characteristics that conceal their elevated visibility. © 2006 by the the Ecological Society of America.",91,16937636,Journal,ar,Article,100,5,5,"Bluegill and yellow perch | Chytridiomycota | Daphnia pulicaria | Disease affects predator-prey relationship | Interactions among parasites, prey, and predators | Parasitism | Predator-prey interactions | Selective predation | Wisconsin (USA) lakes",20308,undefined,0,FALSE,NA,NA,250,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747063033,SCOPUS_ID:33747063033,2-s2.0-33747063033,Modeling biodiversity dynamics in countryside landscapes,Pereira H.M.,Ecology,00129658,87,8,1877-1885,2006-01-01,2006,10.1890/0012-9658(2006)87[1877:MBDICL]2.0.CO;2,"The future of biodiversity hinges to a great extent on the conservation value of countryside, the growing fraction of Earth's surface heavily influenced by human activities. How many species, and which species, can persist in such landscapes (and analogous seascapes) are open questions. Here we explore two complementary theoretical frameworks to address these questions: species-area relationships and demographic models. We use the terrestrial mammal fauna of Central America to illustrate the application of both frameworks. We begin by proposing a multi-habitat species-area relationship, the countryside species-area relationship, to forecast species extinction rates. To apply it, we classify the mammal fauna by affinity to native and human-dominated habitats. We show how considering the conservation value of countryside habitats changes estimates derived from the classic species-area approach We also examine how the z value of the species-area relationship affects extinction estimates. Next, we present a framework for assessing the relative vulnerability of species to extinction in the countryside, based on the Skellam model of population dynamics. This model predicts the minimum area of contiguous native habitat required for persistence of a species, which we use as an indicator of vulnerability to habitat change. To apply the model, we use our habitat affinity classification of mammals and we estimate life-history parameters by species and habitat type. The resulting ranking of vulnerabilities is significantly correlated with the World Conservation Union (IUCN) Red List assessment. © 2006 by the the Ecological Society of America.",152,16937624,Journal,ar,Article,100,2,2,Biased random-walk | Countryside biogeography | Critical patch | Extinction | Population growth rate | PVA | Reaction-diffusion PDE | Species-area relationship,20308,undefined,0,FALSE,NA,NA,251,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747062726,SCOPUS_ID:33747062726,2-s2.0-33747062726,Foliar damage to parental plants interacts to influence mating success of Ipomoea purpurea,Hersch E.I.,Ecology,00129658,87,8,2026-2036,2006-01-01,2006,10.1890/0012-9658(2006)87[2026:FDTPPI]2.0.CO;2,"Studies of how herbivory affects plant fitness often determine whether damage to one parent alters reproductive output (i.e., seed set or paternity) but ignore the possibility that the outcome may be different if both parents were damaged (i.e., the presence of maternal x paternal damage interactions). Using inbred lines of the common morning glory, Ipomoea purpurea, I conducted a series of greenhouse experiments to test whether foliar damage from a generalist insect herbivore, Trichoplusia ni, alters male and female fitness components when neither parent, one parent, or both I. purpurea parents had been damaged. In a single-donor experiment, flowers on both damaged and undamaged maternal plants received pollen from either damaged or undamaged paternal plants. I. purpurea flowers were more likely to be aborted when they received pollen from damaged paternal plants, or when maternal plants were both damaged and grown under low-resource conditions. Foliar damaged plants also produced less seed and pollen than undamaged plants, although seed mass and pollen viability were not affected by damage. In a multiple-donor experiment, flowers on damaged and undamaged maternal plants simultaneously received pollen from damaged and undamaged paternal plants, and F1 seeds were analyzed for paternity. Damaged paternal plants had reduced siring success compared to undamaged paternal plants, and this discrepancy was most pronounced when competition occurred on damaged maternal plants. Thus, damaged maternal plants were more ""selective"" than undamaged maternal plants. Although previous studies have demonstrated that herbivory can alter fruit and seed production and paternity patterns, this is the first study to show that the magnitude of herbivore damage experienced by both parents can interact to influence maternal and paternal mating success. © 2006 by the the Ecological Society of America.",8,16937642,Journal,ar,Article,100,1,1,Fitness components | Herbivory | Ipomoea purpurea | Morning glory | Pollen competition | Seed mass | Seed production | Selective abortion | Siring success | Trichoplusia ni,20308,undefined,0,FALSE,NA,NA,252,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747055992,SCOPUS_ID:33747055992,2-s2.0-33747055992,Biological responses to environmental forcing: The linear tracking window hypothesis,Hsieh C.,Ecology,00129658,87,8,1932-1938,2006-01-01,2006,10.1890/0012-9658(2006)87[1932:BRTEFT]2.0.CO;2,"Determining the relative contributions of intrinsic and extrinsic processes to the regulation of biological populations has been a recurrent ecological issue. Recent discussions concerning ecosystem ""regime shifts"" again raise the question of whether population fluctuations are mainly controlled by external forcing. Results of nonlinear time series analyses indicate that pelagic populations typically do not passively track stochastic environmental variables. Rather, population dynamics are better described as nonlinear amplification of physical forcing by biological interactions. However, we illustrate that in some cases populations do show linear tracking of the physical environment. To explain why population dynamics can sometimes be linear, we propose the linear tracking window hypothesis: populations are most likely to track the stochastic environmental forcing when their generation time matches the characteristic time scale of the environmental signal. While our observations follow this hypothesis well, our results indicate that the linear tracking window is a necessary but not a sufficient condition. © 2006 by the the Ecological Society of America.",46,16937630,Journal,ar,Article,100,2,2,Ecosystem shifts | Environmental forcing | Generation time | Linear tracking | Nonlinear responses | Population dynamics,20308,undefined,0,FALSE,all,All Open Access,253,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747055986,SCOPUS_ID:33747055986,2-s2.0-33747055986,"Riparian zones increase regional species richness by harboring different, not more, species: Comment",Hylander K.,Ecology,00129658,87,8,2126-2128,2006-01-01,2006,10.1890/0012-9658(2006)87[2126:RZIRSR]2.0.CO;2,NA,8,16937652,Journal,no,Note,100,1,1,NA,20308,undefined,0,FALSE,NA,NA,254,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747055870,SCOPUS_ID:33747055870,2-s2.0-33747055870,"Predicting biodiversity change: Outside the climate envelope, beyond the species-area curve",Ibáñez I.,Ecology,00129658,87,8,1896-1906,2006-01-01,2006,10.1890/0012-9658(2006)87[1896:PBCOTC]2.0.CO;2,"Efforts to anticipate threats to biodiversity take the form of species richness predictions (SRPs) based on simple correlations with current climate and habitat area. We review the major approaches that have been used for SRP, species-area curves and climate envelopes, and suggest that alternative research efforts may provide more understanding and guidance for management. Extinction prediction suffers from a number of limitations related to data and the novelty of future environments. We suggest additional attention to (1) identification of variables related to biodiversity that are diagnostic and potentially more predictable than extinction, (2) constraints on species dispersal and reproduction that will determine population persistence and range shifts, including limited sources or potential immigrants for many regions, and (3) changes in biotic interactions and phenology. We suggest combinations of observational and experimental approaches within a framework available for ingesting heterogeneous data sources. Together, these recommendations amount to a shift in emphasis from prediction of extinction numbers to identification of vulnerabilities and leading indicators of change, as well as suggestions for surveillance tools needed to evaluate important variables and the experiments likely to provide most insight. © 2006 by the the Ecological Society of America.",150,16937626,Journal,re,Review,100,9,9,Biodiversity | Climate change | Climate envelopes | Limited source | Species-area curves | Species-area prediction,20308,undefined,0,FALSE,NA,NA,255,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747052026,SCOPUS_ID:33747052026,2-s2.0-33747052026,"Habitat loss, trophic collapse, and the decline of ecosystem services",Dobson A.,Ecology,00129658,87,8,1915-1924,2006-01-01,2006,10.1890/0012-9658(2006)87[1915:HLTCAT]2.0.CO;2,"The provisioning of sustaining goods and services that we obtain from natural ecosystems is a strong economic justification for the conservation of biological diversity. Understanding the relationship between these goods and services and changes in the size, arrangement, and quality of natural habitats is a fundamental challenge of natural resource management. In this paper, we describe a new approach to assessing the implications of habitat loss for loss of ecosystem services by examining how the provision of different ecosystem services is dominated by species from different trophic levels. We then develop a mathematical model that illustrates how declines in habitat quality and quantity lead to sequential losses of trophic diversity. The model suggests that declines in the provisioning of services will initially be slow but will then accelerate as species from higher trophic levels are lost at faster rates. Comparison of these patterns with empirical examples of ecosystem collapse (and assembly) suggest similar patterns occur in natural systems impacted by anthropogenic change. In general, ecosystem goods and services provided by species in the upper trophic levels will be lost before those provided by species lower in the food chain. The decrease in terrestrial food chain length predicted by the model parallels that observed in the oceans following overexploitation. The large area requirements of higher trophic levels make them as susceptible to extinction as they are in marine systems where they are systematically exploited. Whereas the traditional species-area curve suggests that 50% of species are driven extinct by an order-of-magnitude decline in habitat abundance, this magnitude of loss may represent the loss of an entire trophic level and all the ecosystem services performed by the species on this trophic level. © 2006 by the the Ecological Society of America.",369,16937628,Journal,ar,Article,100,13,13,Biodiversity | Conservation | Ecosystem function | Ecosystem services | Food web | Little Rock Lake | Species loss | Species-area | Trophic collapse,20308,undefined,0,FALSE,NA,NA,256,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747046964,SCOPUS_ID:33747046964,2-s2.0-33747046964,Variation in dissolved organic matter controls bacterial production and community composition,Judd K.,Ecology,00129658,87,8,2068-2079,2006-01-01,2006,10.1890/0012-9658(2006)87[2068:VIDOMC]2.0.CO;2,"An ongoing debate in ecology revolves around how species composition and ecosystem function are related. To address the mechanistic controls of this relationship, we manipulated the composition of dissolved organic matter (DOM) fed to aquatic bacteria to determine effects on both bacterial activity and community composition. Sites along terrestrial to aquatic flow paths were chosen to simulate movement of DOM through catchments, and DOM was fed to downslope and control bacterial communities. Bacterial production was measured, and DOM chemistry and bacterial community composition (using denaturing gradient gel electrophoresis of 16S rRNA genes) were characterized following incubations. Bacterial production, dissolved organic carbon (DOC)-specific bacterial production, and DOC consumption were greatest in mesocosms fed soil water DOM; soil water DOM enhanced lake and stream bacterial production by 320-670% relative to lake and stream controls. Stream DOM added to lake bacteria depressed bacterial production relative to lake controls in the early season (-78%) but not the mid-season experiment. Addition of upslope DOM to stream and lake bacterial communities resulted in significant changes in bacterial community composition relative to controls. In four of five DOM treatments, the bacterial community composition converged to the DOM source community regardless of the initial inoculum. These results demonstrate that shifts in the supply of natural DOM were followed by changes in both bacterial production and community composition, suggesting that changes in function are likely predicated on at least an initial change in the community composition. The results indicate that variation in DOM composition of soil and surface waters influences bacterial community dynamics and controls rates of carbon processing in set patterns across the landscape. © 2006 by the Ecological Society of America.",231,16937646,Journal,ar,Article,100,3,3,Bacterial community composition | DGGE | DOC | DOM bioavailability | Ecosystem | Landscape | Terrestrial DOM,20308,undefined,0,FALSE,all,All Open Access,257,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747043353,SCOPUS_ID:33747043353,2-s2.0-33747043353,"Linking patch-use behavior, resource density, and growth expectations in fish",Persson A.,Ecology,00129658,87,8,1953-1959,2006-01-01,2006,10.1890/0012-9658(2006)87[1953:LPBRDA]2.0.CO;2,"Optimality theory rests on the assumptions that short-term foraging decisions are driven by variation in environmental quality, and that these decisions have important implications for long-term fitness. These assumptions, however, are rarely tested in a field setting. We linked behavioral foraging decisions in food patches with measures of environmental quality covering larger spatial (resource density) or temporal (growth parameters) scales. In 10 lakes, we measured the food density at which benthic fish give up foraging in experimental food patches (giving-up density, GUD), quantified the biomass of benthic invertebrates, and calculated the maximum individual size (L ∞) of bream (Abramis brama L.), a typical benthivore in these lakes. We found positive relationships between resource density and both GUD and L∞, and a positive relationship between L∞ and GUD. Prey characterized as vulnerable to predation contributed most to the relationships between resource density and either GUD or L∞. A path analysis showed that resource density and L∞ directly explained 54% and 28%, respectively, of the variation in GUD, whereas 86% of the variation in L∞ was explained by resource density, with mostly indirect contribution from GUD. We conclude that the short-term foraging behavior of benthivores matched our expectations based on optimality theory by being positively linked to variables on environmental quality operating at both a larger spatial scale and a longer temporal scale. © 2006 by the the Ecological Society of America.",17,16937633,Journal,ar,Article,100,2,2,"Benthic invertebrates | Bream, Abramis brama | Fish growth | Giving-up density | Lakes, southern Sweden | Optimality theory | Patch-use behavior | Resource density",20308,undefined,0,FALSE,all,All Open Access,258,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747037806,SCOPUS_ID:33747037806,2-s2.0-33747037806,Optimal movement strategies for social foragers in unpredictable environments,Hancock P.,Ecology,00129658,87,8,2094-2102,2006-01-01,2006,10.1890/0012-9658(2006)87[2094:OMSFSF]2.0.CO;2,"Spatial movement models often base movement decision rules on traditional optimal foraging theories, including ideal free distribution (IFD) theory, more recently generalized as density-dependent habitat selection (DDHS) theory, and the marginal value theorem (MVT). Thus optimal patch departure times are predicted on the basis of the densitydependent resource level in the patch. Recently, alternatives to density as a habitat selection criterion, such as individual knowledge of the resource distribution, conspecific attraction, and site fidelity, have been recognized as important influences on movement behavior in environments with an uncertain resource distribution. For foraging processes incorporating these influences, it is not clear whether simple optimal foraging theories provide a reasonable approximation to animal behavior or whether they may be misleading. This study compares patch departure strategies predicted by DDHS theory and the MVT with evolutionarily optimal patch departure strategies for a wide range of foraging scenarios. The level of accuracy with which individuals can navigate toward local food sources is varied, and individual tendency for conspecific attraction or repulsion is optimized over a continuous spectrum. We find that DDHS theory and the MVT accurately predict the evolutionarily optimal patch departure strategy for foragers with high navigational accuracy for a wide range of resource distributions. As navigational accuracy is reduced, the patch departure strategy cannot be accurately predicted by these theories for environments with a heterogeneous resource distribution. In these situations, social forces improve foraging success and have a strong influence on optimal patch departure strategies, causing individuals to stay longer in patches than the optimal foraging theories predict. © 2006 by the the Ecological Society of America.",27,16937648,Journal,ar,Article,100,2,2,Density-dependent habitat selection | Foraging theory | Genetic algorithm | Ideal free distribution | Individual-based model | Marginal value theorem | Optimal patch use | Spatial movement models,20308,undefined,0,FALSE,NA,NA,259,00129658,NA,NA,NA
