@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030618637,SCOPUS_ID:0030618637,2-s2.0-0030618637,Removal of black palm (Astrocaryum standleyanum) seeds by spiny rats (Proechimys semispinosus),Hoch G.,Journal of Tropical Ecology,02664674,13,1,51-58,1997-01-01,January 1997,10.1017/S0266467400010245,"A seed-removal experiment was conducted to assess the role of Proechimys semispinosus (Central American spiny rat) as potential predator and disperser of Astrocaryum standleyanum (black palm) seeds. One hundred fresh ripe A. standleyanum fruits were placed in semipermeable cages on each of 14 small islands in Panama, and seed disappearance rates were calculated for each island. Spiny rat density and biomass were determined by live-trapping on each island for 5 consecutive days and 4 nights. Censuses of fruiting trees were conducted on each island to control for effects of food availability on removal of palm fruits. Disappearance rates were related positively to total spiny rat density, density of adult and subadult spiny rats, and spiny rat biomass, but the density of fruiting trees accounted for very little variation. Spiny rats evidently prey heavily on A. standleyanum seeds, based on the high removal rates and on feeding observations of captive individuals. Since spiny rats may scatterhoard A. standleyanum seeds, they may also function as effective seed dispersers if seeds are removed to favourable germination sites unavailable to other seed predators. Results indicate that spiny rats, because of their abundance and wide distribution, may be important but overlooked predators and dispersers of A. standleyanum seeds and of other large-seeded tree species.",61,Journal,ar,Article,100,2,2,Astrocaryum standleyanum | Islands | Palmae | Panama | Proechimys semispinosus | Rodents | Seed dispersal | Seed predation | Seed removal,23435,NGS,4893-92,National Geographic Society,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617948,SCOPUS_ID:0030617948,2-s2.0-0030617948,The effects of cutting and burning on grass quality and axis deer (Axis axis) use of grassland in lowland Nepal,Moe S.,Journal of Tropical Ecology,02664674,13,2,279-292,1997-01-01,March 1997,10.1017/S0266467400010452,"Man-made grasslands dominated by Imperata cylindrica (L.) Beauv. in forested areas of lowland Nepal are commonly cut and/or burned annually. Changes in grass forage quality following different treatments of cutting and burning and axis deer (Axis axis) response to such habitat manipulations were investigated. Samples of matured grass were collected in December 1990, February and April 1991 from three experimental sites: cut, burned, cut-and-burned. Four locations on cut-and-burned grassland were repeatedly sampled at 12-d intervals from January to April 1992. Numbers of axis deer were recorded during the dry season of 1991/1992 on grassland plots receiving the following treatments: cut, cut-and-burned, and uncut/unburned (controls). Based on grass quality differences between December and February and between December and April, cut-and-burned treatments gave the greater increase in forage quality. N was significantly higher on cut-and-burned plots than on cut plots both in February and in April, while Na, K and P was significantly higher in February. On plots cut-and-burned in January, Ca concentrations were relatively low while the P content fell below required levels for domestic stock towards the end of the dry season in April. Na concentrations were below the minimum required levels for both domestic and wild ruminants during the whole period. When an entire grassland was cut, deer density increased gradually. When the same area was subsequently burned, the daily deer density increased much more rapidly. Axis deer preferred burned plots compared to plots neither cut nor burned and to cut plots. Plots burned in late February had higher densities of axis deer than plots burned 1.5 mo earlier. When nearby recently burned plots were available, deer density was reduced on plots burned earlier.",45,Journal,ar,Article,100,2,2,Asia | Axis axis | Fire management | Forage quality | Grazing ecology | Imperata cylindrica,23435,NA,undefined,Norges Forskningsråd,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617947,SCOPUS_ID:0030617947,2-s2.0-0030617947,Heliotherms in tropical rain forest: The ecology of Kentropyx calcarata (Teiidae) and Mabuya nigropunctata (Scincidae) in the Curua-Una of Brazil,Vitt L.,Journal of Tropical Ecology,02664674,13,2,199-220,1997-01-01,March 1997,10.1017/S0266467400010415,"Kentropyx calcarata (Teiidae) and Mabuya nigropunctata (Scincidae) occur together in lowland tropical forest of the Amazon near the Rio Curua-Una of Brazil. During the wet season of 1995 these lizards were common at forest edge along narrow roads that transect forest, in treefalls and along streams where sun reaches the ground. Both species are heliothermic, basking to gain heat. Their association with open patches results from high activity temperature requirements in an environment where sun availability is low. Null temperature distributions from forest and treefalls showed that forest does not offer opportunities for heat gain similar to treefalls. Moreover, the large proportion of time spent basking by both species indicates the importance of these patches for thermoregulation. K. calcarata is slightly larger in body length and heavier at a given body length than M. nigropunctata. Both species are active foragers that seek out prey while moving through the habitat, feeding on orthopterans, roaches and spiders. M. nigropunctata also eat significant numbers of insects that occur on vegetation, such as hemipterans. Prey size is larger in K. calcarata and associated with lizard body size. Prey size does not vary with body size in M. nigropunctata and prey are typically relatively small. Many of the ecological differences between these two lowland forest species appear to be historical: the ecology of K. calcarata is very similar to that of other species of Kentropyx and teiids in general and the ecology of M. nigropunctata is most similar to that of other studied species of south American Mabuya.",65,Journal,ar,Article,100,3,3,Amazon | Brazil | Ecology | Kentropyx | Lizard | Mabuya | Neotropics | Scinc idae | Teiidae | Th ermoregulation,23435,NA,undefined,NA,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617945,SCOPUS_ID:0030617945,2-s2.0-0030617945,"Altitudinal zonation of rain forest on Bukit Belalong, Brunei: Soils, forest structure and floristics",Pendry C.,Journal of Tropical Ecology,02664674,13,2,221-241,1997-01-01,March 1997,10.1017/S0266467400010427,"Bukit Belalong, Brunei, is a small mountain (913 m) of uniform shale lithology with continuous primary rain forest from its base to its summit. Three 0.25 ha plots were established at each of three altitudes (200, 500 and 850 m) to investigate the altitudinal zonation of the soils and the vegetation. One soil profile from each altitude is described and chemical analyses of the soils indicate that they are similar at all altitudes. In each plot all trees ≤10 cm dbh were measured and identified as far as possible. Maximum tree height was greatest at 200 m (60 m) and least at 850 m (33 m). Tree density (number of individuals ha-1) increased with altitude. The forest at 850 m was the most species- and family-rich, but since the ratio of species to individuals did not vary significantly among altitudes, the higher species richness is attributed partly to the larger number of trees sampled. The Dipterocarpaceae was the most important family in terms of basal area at all altitudes, but its proportion of basal area was much smaller at 850 m than at the other altitudes. The Dipterocarpaceae was the most diverse family at 200 m and 500 m, but at 850 m its diversity was exceeded by the Lauraceae, Myrtaceae and Euphorbiaceae and equalled by the Clusiaceae. The forests at 200 m and 500 m are classified as lowland rain forest and that at 850 m is classified as a lower montane forest.",41,Journal,ar,Article,100,2,2,Altitudinal zonation | Borneo | Brunei | Dipterocarpaceae | Diversity | Montane | Rain forest | Soils,23435,NA,undefined,NA,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617942,SCOPUS_ID:0030617942,2-s2.0-0030617942,Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest,Cintra R.,Journal of Tropical Ecology,02664674,13,2,257-277,1997-01-01,March 1997,10.1017/S0266467400010440,"The role of regeneration strategies in structuring tropical tree communities has been a recent focus of attention of tropical ecologists. Canopy discontinuities created by tree-falls are considered to be critical to many rain forest trees for establishing and completing their life cycles. It was investigated whether it is advantageous for two common large-seeded and shade-tolerant Amazonian tree species, the palm Astrocaryum murumuru and the legume, Dipteryx micrantha, to have their seeds dispersed to gaps. The dispersal process was simulated by placing experimental seeds and seedlings in gaps and in the shaded understorey, and then following their performance. Seeds and seedlings from the two species were used. The Cox proportional hazard model was used to estimate the survival functions and compare survivorship curves. Survival of Astrocaryum seeds, and of Dipteryx seeds and seedlings, was higher in two gap zones (crown and bole) than in the shaded understorey (both near and far away from a conspecific adult). A higher proportion of seedlings of both plant species survived within gaps than in the shaded understorey over an 18-wk period. One year after the seedlings had been transplanted into gaps these patterns still held. Naturally occurring Astrocaryum seeds survived better beneath conspecific adult trees located within 30 m of gaps than beneath trees located 100 m from gaps. Variation in gap size was significant for Dipteryx seeds, but not for Dipteryx seedlings and Astrocaryum seeds and seedlings. Dipteryx seeds survived longer in smaller than in larger gaps. By colonizing tree-fall gaps, these two species improved their chances of completing their life cycles.",49,Journal,ar,Article,100,2,2,Amazonia | Astrocaryum | Dipteryx | Forest gap | Seed dispersal | Seedling survival,23435,CNPq,undefined,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617939,SCOPUS_ID:0030617939,2-s2.0-0030617939,Use of Melastomataceae and pteridophytes for revealing phytogeographical patterns in Amazonian rain forests,Ruokolainen K.,Journal of Tropical Ecology,02664674,13,2,243-256,1997-01-01,March 1997,10.1017/S0266467400010439,"Similarities and differences among eight upland rain forest sites in Peruvian Amazonia were measured separately by using Melastomataceae, pteridophyte and tree species compositions and edaphic characteristics of the sites. All three plant groups showed a similar pattern among the sites, and this pattern could be explained by edaphic differences but not by geographical distances among the sites. The explicability of site-specific edaphic characteristics on the basis of geological history is discussed. The results suggest that both pteridophytes and Melastomataceae can be used as indicators of floristically different rain forest types that are edaphically defined. Distribution patterns of these plant groups can be studied much more rapidly than the patterns of trees and therefore both Melastomataceae and pteridophytes may be used in large scale phytogeographical studies that are urgently needed in the face of rapidly advancing deforestation.",104,Journal,ar,Article,100,3,3,Amazonia | Ferns | Melastomataceae | Nutrients | Phytogeography | Plant community structure | Soil properties | Species diversity | Trees | Tropical rain forest,23435,NA,undefined,Academy of Finland,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617938,SCOPUS_ID:0030617938,2-s2.0-0030617938,Seed predation in a tropical mangrove forest: A test of the dominance-predation model in northern Australia,Mcguinness K.A.,Journal of Tropical Ecology,02664674,13,2,293-302,1997-01-01,March 1997,10.1017/S0266467400010464,"Studies of predation on propagules of the mangroves Avicennia marina, Bruguiera exaristata, Ceriops tagal and Rhizophora stylosa were made in a forest in northern Australia to test the generality of the dominance-predation model. This model states that an inverse relationship exists between the dominance of a species in the canopy of mangrove forests and the rate of predation on the propagules of that species. Significant differences in predation were found among the four species, and among patches of forest dominated by the different species. Predators attacked more than 50% of the propagules of all species except R. stylosa, so are likely to significantly affect forest structure. The intensity of predation did not, however, vary as the dominance-predation model predicted. Instead, predation on the propagules of a species appeared to depend on the availability of propagules of other, more highly preferred, species.",48,Journal,ar,Article,100,1,1,Avicennia | Bruguiera | Ceriops | Crabs | Intertidal mangroves | Rhizophora | Seed predation | Tree dominance,23435,ARC,undefined,Australian Research Council,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617638,SCOPUS_ID:0030617638,2-s2.0-0030617638,A comparison of fish diversity and abundance between nutrient-rich and nutrient-poor lakes in the upper Amazon,Henderson P.,Journal of Tropical Ecology,02664674,13,2,175-198,1997-01-01,March 1997,10.1017/S0266467400010403,"A comparative study was undertaken of Amazonian fish diversity and density (abundance and biomass) in nutrient poor (blackwater) and richer (whitewater-varzea) habitats in the vicinity of Tefe, Brazil. The whitewater sampling sites, in the floodplain of the Rios Solimoes and Japura, had high turbidity (Secchi disc 0.03-0.7 m), a conductivity of 64-110 μS cm-1 at 25°C and a pH of 6.6-6.9. The blackwater sites Lagos Amana, Iama and Tefe had a low turbidity (Secchi disc 2.0-2.2 m), a conductivity of 7-11 μS cm-1 at 25°C and a pH of 5.3-6.0. The fish communities of open water, floating meadow and forest margin were sampled. Both whitewater and blackwater sites held high diversity fish communities with many species in common. Whitewater habitats were more diverse yielding 108 species, compared with only 68 from blackwater. Fish density within floating meadow was estimated during high water April and May 1994, and low water October 1994 and March 1995. During the high water season fish biomasses in blackwater lakes (31.1 g m-2) were significantly greater than those of either whitewater lakes (13.4 g m-2) or whitewater river channels (3.45 g m-2). At low water, in October, whitewater channels were generally found to hold the highest fish biomass (204 g m-2) although in March a blackwater site yielded the highest fish biomass recorded (285.9 g m-2). The amount of floating meadow habitat within whitewaters is however much greater than that in blackwaters. It is suggested that blackwaters may offer a stable habitat resulting in a high standing crop. In comparison, variation in conditions such as dissolved oxygen concentration in the whitewater may limit standing crop, but still allow periods of high productivity. Evidence was found for migration of fish from varzea lakes during periods of low oxygen availability. The high diversity and biomass of fish caught in both whitewater and blackwater lakes indicates that water acidity and conductivity are poor predictors of fish diversity and density in tropical floodplain lakes.",62,Journal,ar,Article,100,2,2,Amazon | Blackwater | Density | Diversity | Fish | Floating meadow | Floodplain | Igapo | Varzea | Whitewater,23435,NA,undefined,NA,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030617632,SCOPUS_ID:0030617632,2-s2.0-0030617632,Plant successional pathways on Puerto Rican landslides,Myster R.W.,Journal of Tropical Ecology,02664674,13,2,165-173,1997-01-01,March 1997,10.1017/S0266467400010397,"To study regeneration on landslides, we counted the number of woody stems at least 1 m tall in 2 m x 5 m permanent plots on Puerto Rican landslides for 5 y and generated successional pathways for all plots in 16 different landslides using principal components analysis (PCA). PCA separated plots well, with early successional plant species (Cecropia schreberiana, Schefflera morototoni, Alchornea latifolia, Gonzalagunia spicata) positively associated with axes I and II, and the negative portion of axis II associated with a mix of those species and mid-successional species (Inga vera, Piper glabrescens). Pathways generally showed (1) a positive association with axis I in early succession, (2) a negative association with both I and II later in succession, (3) little evidence of a decrease in the rate of succession, and (4) a lack of convergence of pathways over the 5 y of our study.",58,Journal,ar,Article,100,2,2,Alchornea | Cecropia | Convergence | Gonzalagunia | Inga | Luquillo Experimental Forest | Piper | Principal components analysis | Schefflera | Successional rate,23435,NSF,undefined,National Science Foundation,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030616508,SCOPUS_ID:0030616508,2-s2.0-0030616508,"Chemistry of bulk precipitation in southwestern Viti Levu, Fiji",Waterloo M.,Journal of Tropical Ecology,02664674,13,3,427-447,1997-01-01,May 1997,10.1017/S0266467400010609,"The amounts and chemical composition of bulk precipitation were investigated over a continuous 21-mo period (January 1990 to September 1991) at four sites along an East-West transect perpendicular to the coast of Southwest Viti Levu, Fiji. Measured rainfall totals in 1990 ranged from 1796 mm at the coastal Korokula station to 2113 mm at the inland Tulasewa station, which is somewhat higher than the long-term average of 1707 mm at a reference weather station located in the centre of the study area. The first 9 mo of 1991 were relatively dry (range 1027-1533 mm) with a total of 1157 mm at the reference site as compared to a long-term average of 1330 mm. Concentrations of all investigated constituents in bulk rainfall were low, except during the passage of cyclone Sine due to the deposition of large amounts of, especially, chloride, sodium and sulphate in sea spray. Concentrations of sodium and magnesium could be explained fully by maritime contributions to the rainfall composition at all sites. Maritime contributions to the concentrations of calcium, sulphate and potassium accounted for 10-40% of the total, whereas bicarbonate, ammonium, nitrate, silicon, aluminium, iron and manganese were derived exclusively from terrestrial sources. The annual atmospheric nutrient deposition rates were low by pantropical standards, particularly when the contribution of cyclone Sine was excluded. Annual totals (in kg ha-1) ranged from 2.4-8.8 for nitrogen, 0.4-1.1 for phosphorus, 2.3-4.9 for potassium, 1.41.9 for calcium and from 1.1-1.3 for magnesium. The inclusion of the contribution by the cyclone more than doubled the deposition of potassium, calcium and magnesium, although values still remained well within the range reported for humid tropical areas. The estimated atmospheric deposition of nutrients over a typical rotation period (16 y) was sufficient to balance losses in harvested Pinus caribaea logs (stemwood plus bark) of potassium, calcium and magnesium, but not of nitrogen and, probably, phosphorus. Nutrient losses associated with the harvesting of stemwood alone were compensated entirely by the atmospheric inputs.",13,Journal,ar,Article,100,6,6,Atmospheric deposition | Fiji | Nutrient budget | Pinus caribaea | Plantation forestry | Rainfall chemistry | South-west Pacific | Sustainability of site fertility | Tropical cyclones,23435,NA,undefined,NA,0,FALSE,57,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0030614022,SCOPUS_ID:0030614022,2-s2.0-0030614022,"Pre-dispersal and early post-dispersal demography, and reproductive litter production, in the tropical tree Dicymbe altsonii in Guyana",Zagt R.,Journal of Tropical Ecology,02664674,13,4,511-526,1997-01-01,July 1997,10.1017/S0266467400010683,"The demographic history of a flower-cohort of the tropical tree Dicymbe altsonii (Caesalpiniaceae) was studied by collecting litter from flowers, fruits and seeds, and by monitoring seedling survival. Flower production was estimated at 137 to 172 m-2 in a plot of 1 ha. Four percent of the flowers yielded a pod, which contained an average of 2.0 seeds. Post-dispersal mortality over 3 mo was 39% of the initial number of dispersed seeds. Most flowers and fruits were aborted. Insect and vertebrate predation in the tree and on the ground was very low. Reproductive litter production of this species was estimated to be equal to leaf litter production. The amount of phosphorus lost in litter from fruits and flowers was much larger than in leaf litter. This implies that the impact of the biennial flowering events on the nutrient dynamics of the trees and of the ecosystem may be large. It is argued that the reproductive cycle and the pre-dispersal demography of Dicymbe seem to be determined by a scarcity of nutrient resources, and possibly by pollinator limitation.",22,Journal,ar,Article,100,1,1,Disrobe altsonii | Flower abortion | Fruiting | Guyana | Leguminosae | Litterfall | Nutr ient dynamics | Phosporus | Seed-demography | Tropical rainforest,23435,NA,undefined,NA,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030614021,SCOPUS_ID:0030614021,2-s2.0-0030614021,"Decomposition and potential nitrogen fixation in Dicranopteris linearis litter on Mauna Loa, Hawai'i",Russell A.,Journal of Tropical Ecology,02664674,13,4,579-594,1997-01-01,July 1997,10.1017/S0266467400010737,"As a consequence of its relatively high productivity in primary successional sites on Mauna Loa, Hawai'i, the mat-forming fern Dicranopteris linearis can influence attributes of soil detrital pools. Decomposition, nutrient release and rates of asymbiotic N fixation in Dicranopteris litter were determined over an elevational range of oligotrophic sites. 'Hot spots' of nitrogen fixation occurred in Dicranopteris litter, as evidenced by acetylene reduction rates as high as 22 nmol g-1 h-1. However, potential N fixation rates for the entire litter mass were 0-0.1 g m-2 y-1, less than other N inputs such as rainfall. Dicranopteris' decomposition rates were low compared to other tropical species, even under high temperature and rainfall conditions, with ≤50% of the original leaf and > 77% of the stem mass remaining after 2 y of decomposition. Slow decomposition was related to high lignin:nitrogen ratios (56-129) in litter and above-ground positioning of unabscised, decomposing litter. As a result of its slow decomposition rates, Dicranopteris is an major contributor to soil detrital pools. Aggradation of the detrital pool is an important process whereby nutrients are accrued within these ecosystems. Consequently, Dicranopteris exerts an important influence on soil genesis and ecosystem development during primary succession on pahoehoe lava.",34,Journal,ar,Article,100,2,2,Decomposition | Dicranopteris linearis | Ecosystem development | Hawai'i | Mauna Loa | Nitrogen fixation | Pahoehoe lava | Primary succession | Species effect,23435,NSF,BSR 8918003,National Science Foundation,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030614020,SCOPUS_ID:0030614020,2-s2.0-0030614020,Abundance and diversity of soil macrofauna in northern Botswana,Dangerfield J.M.,Journal of Tropical Ecology,02664674,13,4,527-538,1997-01-01,July 1997,10.1017/S0266467400010695,"The abundance and diversity of soil macrofauna were assessed in a range of vegetation types in northern Botswana. Hand-sorting of soil was used to extract all fauna greater than 2 mm body length from sandy soils in both the dry season (June) and towards the end of the single rainy season (February). Abundance varied significantly between samples from within a sampling location, within a vegetation type and occasionally between seasons. Greater densities were found in wet season samples from locations within closed canopy woodland except where permanent water was a significant feature of the habitat. Overall abundance was comparable to published estimates from more moist tropical and temperate habitats suggesting an important role for soil macrofauna in semi-arid systems. Ordinal level diversity also varied significantly within vegetation types and with season.",21,Journal,ar,Article,100,1,1,Botswana | Coleoptera | Formicidae | Isoptera | Seasonality | Semi-arid | Vegetation structure,23435,NA,undefined,NA,0,FALSE,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030614019,SCOPUS_ID:0030614019,2-s2.0-0030614019,Seed damage tolerance and seedling resprouting ability of Prioria copaifera in Panama,Dalling J.,Journal of Tropical Ecology,02664674,13,4,481-490,1997-01-01,July 1997,10.1017/S026646740001066X,"Germination and seedling resprouting capacity of the very large-seeded tree species Prioria copaifera Griseb. (Fabaceae) was studied in the seasonally moist forest of Barro Colorado Island, Panama. Seeds with 60% of their cotyledonary mass removed did not suffer a reduced probability of germination compared to unmanipulated seeds and seeds infested with up to eight insect larvae germinated as well as uninfested seeds. Unmanipulated seeds were able to consecutively produce up to four functional resprout shoots after excision of the initial, and subsequent, fully expanded shoots. Even seeds with up to 60% of their reserves removed showed some capacity to resprout. Less than 10% of seeds we encountered in the field 2 mo after the end of the fruiting season were in a viable state, with the majority (55%) of mortality attributable to insect or pathogen damage. Of the 46 seeds that were viable, 30% had suffered partial removal of seed reserves similar to our manipulation treatments. These results indicate that P. copaifera seeds are capable of tolerating severe seed and shoot damage. The selective advantage conferred by damage tolerance may in part have contributed to the evolution of large seed size in this species.",57,Journal,ar,Article,100,3,3,El Gativo | Panama | Prioria copaifera | Resprout | Seed predation | Seed size | Seedling damage,23435,NA,undefined,NA,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030614015,SCOPUS_ID:0030614015,2-s2.0-0030614015,"Seed dispersal, spatial distribution and population structure of Brazilnut trees (Bertholletia excelsa) in southeastern Amazonia",Peres C.A.,Journal of Tropical Ecology,02664674,13,4,595-616,1997-01-01,July 1997,10.1017/S0266467400010749,"Seeds of the Brazilnut tree (Bertholletia excelsa Humb. and Bonpl., Lecythidaceae) sustain one of the most important extractive industries in neotropical forests. Yet little is known about the demography and seed dispersal ecology of Bertholletia, particularly in natural stands which have not been previously harvested. This study presents data on the population density, spatial distribution, and seed dispersal ecology of Brazilnut trees at a pristine stand located within the Kayapo Indian Area of southeastern Amazonia, Para, Brazil. Brazilnut trees were primarily found within groves (castanhais) of 75 to 149 trees, with a few isolated trees in between. Although the density of trees ≤10 cm in diameter at breast height (hereafter, dbh) at two groves was 4.8 to 5.1 trees ha-1, the overall density for the entire study area of c. 950 ha was estimated at 1.3 tree ha-1. Within-grove nearest neighbour distances averaged 21 m and were markedly skewed towards even shorter distances. Seed dispersal experiments using 709 marked seeds indicated that this pattern can be largely explained by the highly restricted seed shadows imparted by the main seed dispersal agents of Bertholletia at this site, the red-rumped agouti (Dasyprocta leporina). Agoutis on average scatterhoard Bertholletia seeds to an average distance of 5 m, and rarely beyond 20 m, from seed stations. We suggest that, once edaphic and climatic conditions are suitable, the highly contagious spatial distribution of Bertholletia trees at the landscape level can be largely accounted for by the quantitatively dominant effect of short-distance dispersal by caviomorph rodents, and rare events of long-distance dispersal provided by other vectors. This mechanism of grove formation need not resort to untested conjectures of human dispersal and intentional planting in prehistoric and historic times as it has often been suggested in the literature.",129,Journal,ar,Article,100,2,2,Amazonia | Bertholletia excelsa | Brazil-nuts | Dasyprocta | Seed dispersal | Seed predation | Spatial distribution,23435,FAPESP,undefined,Fundação de Amparo à Pesquisa do Estado de São Paulo,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030612864,SCOPUS_ID:0030612864,2-s2.0-0030612864,Impact of Hurricane Iniki on native Hawaiian Acacia koa forests: Damage and two-year recovery,Harrington R.,Journal of Tropical Ecology,02664674,13,4,539-558,1997-01-01,July 1997,10.1017/S0266467400010701,"Damage to Hawaiian Acacia koa forest by Hurricane Iniki was assessed by comparison with our previous measures of stand structure and leaf area index (LAI) at sites along a precipitation/elevation gradient on western Kauai. Reductions in LAI ranged from 29 to 80% and were correlated with pre-hurricane LAI and canopy height. The canopy damage resulted in a large pulse of litter, ranging from 4 to 19 t ha--1 across our study sites. In the first year post-hurricane, LAI recovery and relative increase in stand basal area were negatively correlated with the fraction of canopy LAI lost. The two major overstorey species, A. koa and Metrosiderous polymorpha, were damaged less than the sub-canopy species, Dodonaea viscosa and Psidium guajava. Although D. viscosa and P. guajava were both severely damaged in the hurricane, the alien species P. guajava had much higher survival than the native D. viscosa, both as adults and as seedlings. However, seedling density of P. guajava was limited by low recruitment. At these sites, there was no drastic change in species composition following hurricane disturbance, and forest structure and productivity had recovered to a great degree within 2 y.",31,Journal,ar,Article,100,4,4,Acacia koa | Alien species | Canopy | Defoliation | Dodonaea viscosa | Leaf area index | Litterfall | Metrosideros polymorpha | Psidium guajava | Seedling recruitment,23435,NSF,91-37101-6673,National Science Foundation,0,FALSE,63,NA,NA
