@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/20944441976,SCOPUS_ID:20944441976,2-s2.0-20944441976,Size-class distribution of Anogeissus leiocarpus (Combretaceae) along forest-savanna ecotones in northern Ivory Coast,Hennenberg K.,Journal of Tropical Ecology,02664674,21,3,273-281,2005-05-01,May 2005,10.1017/S0266467404002160,NA,"Along eight forest-savanna transects at seven semi-deciduous forest islands in the southern Comoé National Park data on spatial distribution of tree-size classes and environmental parameters (fuel load, shading by upper tree layers, and soil depth) were collected. For dominant tree species, a sequential series was observed from the forest border into the forest interior. At the forest border, Anogeissus leiocarpus was the most abundant tree with juveniles (<1 cm dbh) reaching highest density values (mean of 502 individuals ha -1) at the outer periphery of the forests. Regression analysis of juveniles of dominant tree species and environmental parameters resulted in a separation of forest and savanna species. Forest tree species regenerated well at forest sites, but also in the shade of A. leiocarpus stands. We conclude that (1) the studied forest islands advance against savanna by sequential succession, and (2) A. leiocarpus has a high potential to regenerate at savanna-forest boundaries under moderate fire impact and on rather shallow soils. The potential of A. leiocarpus to act as an important pioneer in the replacement of savanna by forest due to its effective regeneration at savanna sites and subsequent modification of site conditions, especially fire intensity by shading out savanna grasses, is discussed. Copyright © 2005 Cambridge University Press.",35,Journal,ar,Article,100,5,5,Africa | Facilitation | Fire | Forest islands | Regeneration | Succession | Tree density,23435,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844462453,SCOPUS_ID:20844462453,2-s2.0-20844462453,A comparison of methods for determining soil water availability in two sites in Panama with similar rainfall but distinct tree communities,Kursar T.A.,Journal of Tropical Ecology,02664674,21,3,297-305,2005-05-01,May 2005,10.1017/S0266467405002324,NA,"Plant productivity, distribution and diversity in tropical rain forests correlate with water availability. Water availability is determined by rainfall and also by the available water capacity of the soil. However, while rainfall is recognized as important, linkages between plant distribution and differences among soils in available water capacity have not been demonstrated. One reason for this may be that measurements of soil moisture, such as gravimetric water content, may be overly simplistic. To investigate this, we compared two sites in Panama, Allee and Rio Paja, which have similar rainfall but different plant communities. Soil water release curves were obtained from about -0,1 MPa to - 9 MPa, permitting us to calculate available water capacity. The Rio Paja site had 17% greater available water capacity (between - 0.1 MPa to - 3 MPa), whereas the gravimetric water content at Rio Paja was lower by 16% in rainy season and by 41% at the end of the dry season. Hence soil gravimetric water content and soil available water capacity did not correspond. The results suggest that available water capacity may better predict plant distributions. Hence, whenever possible, available water capacity should be determined in addition to gravimetric water content. Copyright © 2005 Cambridge University Press.",16,Journal,ar,Article,100,3,3,Distribution | Diversity | Drought | Edaphic | Matric potential | Panama | Productivity | Soil texture,23435,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844461387,SCOPUS_ID:20844461387,2-s2.0-20844461387,Linking seed fate to natural dispersal patterns: Factors affecting predation and scatter-hoarding of Virola calophylla seeds in Peru,Russo S.,Journal of Tropical Ecology,02664674,21,3,243-253,2005-05-01,May 2005,10.1017/S0266467405002312,NA,"Natural seed deposition patterns and their effects on post-dispersal seed fate are critical in tropical tree recruitment. Previous research showed that the key dispersal agent of the neotropical tree, Virola calophylla, is the spider monkey (Ateles paniscus). Spider monkeys generate a heterogeneous seed deposition pattern because they scatter-disperse seeds diurnally, whereas they clump-disperse seeds at their sleeping sites. The recruitment consequences of this pattern were investigated using manipulative experiments and observations. Scatter-hoarding by spiny rats (Proechimys spp.) caused little rearrangement of the initial seed deposition pattern because they moved seeds only short distances. Seed survival to the seedling stage depended negatively on conspecific seed density and positively on the distance from the nearest adult V. calophylla female. These effects were likely mediated by two important seed predators, spiny rats and beetles (Scolytidae). Furthermore, spider monkeys' seed deposition patterns influenced seed survival. Scatter-dispersed and experimentally dispersed seeds had the highest survival. Conversely, clump-dispersed seeds at sleeping sites, which are far from V. calophylla females, and non-dispersed seeds had equally low survival, suggesting that conspeciflc density- and distance-dependence acted independently and did not explain all variation in seed survival. Instead, other characteristics of the seed deposition pattern, such as the multi-specific assemblage of seeds at sleeping sites, also affected post-dispersal seed fates. Copyright © 2005 Cambridge University Press.",45,Journal,ar,Article,100,1,1,Ateles paniscus | Myristicaceae | Perú | Proechimys | Scatter-hoarding | Scolytidae | Seed dispersal | Seed predation | Spider monkeys | Tropical floodplain forest | Virola calophylla,23435,undefined,0,FALSE,43,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/20844459198,SCOPUS_ID:20844459198,2-s2.0-20844459198,Canopy composition influencing plant patch dynamics in a Brazilian sandy coastal plain,Dias A.,Journal of Tropical Ecology,02664674,21,3,343-347,2005-05-01,May 2005,10.1017/S0266467404002226,NA,NA,31,Journal,ar,Article,100,4,4,Clusia hilariana | Facilitation | Nurse plants | Patch dynamics | Restinga,23435,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844457203,SCOPUS_ID:20844457203,2-s2.0-20844457203,"Reproductive size thresholds in tropical trees: Variation among individuals, species and forests",Wright S.,Journal of Tropical Ecology,02664674,21,3,307-315,2005-05-01,May 2005,10.1017/S0266467405002294,NA,"Relative size at onset of maturity (RSOM) is defined as size at first reproduction divided by asymptotic maximal size. RSOM is remarkably constant among species within many higher clades of animals, but varies widely among tree species from the Pasoh Forest Reserve, Malaysia according to the work of S. C. Thomas. RSOM was examined for 16 mid-storey and canopy tree species from a second tropical forest at Barro Colorado Island (BCI). Panama. Interspecific variation in RSOM was equally large for BCI and Pasoh and was unrelated to gap dependence or life form for BCI species. The shape of the relationship between size and the proportion of individuals that were reproductive differed between forests, with an abrupt increase over a narrow range of sizes at Pasoh and a more gradual increase over a wider range of sizes at BCI. Both overtopping trees and heavy liana infestation reduced the probability that BCI trees were reproductive. This presumably reflects reduced availability of carbon for reproduction. We speculate that greater liana loads and a greater abundance of large, shade-casting trees at BCI may increase variation among individuals and contribute to the relatively wide range of sizes characterized by a mixture of sterile and fertile individuals observed for most BCI species. Copyright © 2005 Cambridge University Press.",115,Journal,ar,Article,100,6,6,Barro Colorado Island | Lianas | Pasoh Forest Reserve | Reproductive size thresholds | Tropical trees,23435,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844454592,SCOPUS_ID:20844454592,2-s2.0-20844454592,Scale-dependent habitat selection in three didelphid marsupials using the spool-and-line technique in the Atlantic forest of Brazil,Moura M.,Journal of Tropical Ecology,02664674,21,3,337-342,2005-05-01,May 2005,10.1017/S0266467405002270,NA,"Habitat selection can be detected at different scales. For small mammals, habitat studies normally evaluate micro- or meso-habitat selection, but rarely are multiple scales analysed simultaneously. These studies use quantitative data of structural characteristics around the trap stations to evaluate selection. We test an alternative method to evaluate habitat selection in three didelphid marsupials (Didelphis aurita, Philander frenatus and Metachirus nudicaudatus), using a spool-and-line device, and measure habitat selection at two spatial scales. Habitat was characterized by seven habitat variables measured at ten points of direction change along the path traversed by each individual, and at 25 trap stations distributed in a 1-ha area. Micro-habitat selection was estimated at each point by comparing habitat measures between the direction selected against other directions. Meso-habitat selection was estimated by comparing habitat measurements on the whole path of an individual against habitat measures on the 25 trap stations. Patterns of selection for each species could only be detected at the meso-habitat scale, although a few individuals in each species were selective at the micro-habitat scale. Studies of habitat selection need to address the scale of study quantitatively, if possible comparing two or more scales to determine the scale of selection. Copyright © 2005 Cambridge University Press.",34,Journal,ar,Article,100,4,4,Didelphis aurita | Metachirus nudicaudatus | Philander frenatus | Scales,23435,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844451950,SCOPUS_ID:20844451950,2-s2.0-20844451950,Vertical stratification of leaf-beetle assemblages (Coleoptera: Chrysomelidae) in two forest types in Panama,Charles E.,Journal of Tropical Ecology,02664674,21,3,329-336,2005-05-01,May 2005,10.1017/S0266467405002300,NA,"To study vertical gradients of arthropod species richness in tropical forests, adult chrysomelids were surveyed with similar sampling effort by beating in four plots of 0.8 ha. representative of the canopy and understorey of one wet and one dry forest in Panama. Samples included in total 4615 individuals representing 253 species, and were of similar species richness at the two study sites. At both sites, chrysomelids were significantly more species-rich in the canopy than in the understorey. The proportion of species shared between the two study sites was 24%, whereas 16% and 28% of species were shared between the canopy and understorey of the wet and dry sites, respectively. Mature trees supported more and different chrysomelid species than conspecific saplings. A higher proportion of liana feeders vs. tree feeders occurred at the dry site than at the wet site. Multivariate analyses confirmed the faunal differences between the wet and dry sites and that stratification was more marked at the wet site than at the dry site. The latter observation may relate to differences in forest physiognomy (a tall and closed canopy at the wet site) and to the high interconnectivity via lianas between the understorey and canopy at the dry site. Copyright © 2005 Cambridge University Press.",49,Journal,ar,Article,100,2,2,Canopy | Dry forest | Rain forest | Resource availability | Species richness | Understorey,23435,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844448106,SCOPUS_ID:20844448106,2-s2.0-20844448106,"Ocelot (Felis pardalis) population densities, activity, and ranging behaviour in the dry forests of eastern Bolivia: Data from camera trapping",Maffei L.,Journal of Tropical Ecology,02664674,21,3,349-353,2005-05-01,May 2005,10.1017/S0266467405002397,NA,NA,108,Journal,ar,Article,100,4,4,Activity | Capture-recapture | Chaco | Felis (Leopardus) pardalis | Population density | Ranging patterns,23435,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844443875,SCOPUS_ID:20844443875,2-s2.0-20844443875,"Dispersal and germination of seeds of Pisonia grandis, an Indo-Pacific tropical tree associated with insular seabird colonies",Burger A.E.,Journal of Tropical Ecology,02664674,21,3,263-271,2005-05-01,May 2005,10.1017/S0266467404002159,NA,"The distribution of the forest tree Pisonia grandis (Nyctaginaceae) coincides with seabird colonies on small tropical islands. Its seeds are enclosed in a calyx exuding extremely sticky resin which adheres strongly to feathers. Birds are obviously seed-dispersal vectors, but the multi-seeded infructescences frequently entangle birds, often fatally. On Cousin Island, Seychelles, I investigated the production, germination, survival, and tolerance to seawater of Pisonia seeds, and the occurrence of entanglement with birds. Fresh seeds had high germination success (62-87% in experimental trays), but seedling survival in Cousin's forests was low (0.1% of 6020 seeds survived as seedlings after 2-8 mo). Some seeds tolerated 30 min daily immersions in seawater (8-15% germination after 14-28 d treatment), but not continuous immersion in seawater (reduced germination after 5 d and none after 12 d), Inter-island dispersal is likely via living unencumbered seabirds carrying a few seeds, but not on floating carcasses. Seeds attached to carcasses did not have improved germination or survival. Intra-island propagation is almost entirely vegetative, with negligible local seed dispersal. Pisonia plants therefore do not benefit from fatal entanglements. The extreme stickiness of the seeds evidently evolved to resist removal by seabirds and so facilitate long-distance dispersal. The mortality of some potential vectors is an unfortunate consequence, but has little impact on the large populations of tree- and ground-nesting seabirds which nest in or under these trees. Copyright © 2005 Cambridge University Press.",38,Journal,ar,Article,100,1,1,Epizoochores | Nyctaginaceae | Pisonia grandis | Seabirds | Seed dispersal | Seychelles | Tropical islands,23435,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844441498,SCOPUS_ID:20844441498,2-s2.0-20844441498,Seasonal balance and vertical pattern of photosynthetically active radiation within canopies of a tropical dry deciduous forest ecosystem in Mexico,Parker G.,Journal of Tropical Ecology,02664674,21,3,283-295,2005-05-01,May 2005,10.1017/S0266467405002282,NA,"Major components of the flux density of global photosynthetically active radiation (PAR) were measured above and within canopies in a tropical deciduous forest on the Pacific coast of Mexico. At each of 69 locations grouped along a topographic sequence the PAR reflected from the top of the canopy, the vertical profile of transmittance, and the reflectance from the ground, were measured as many as four times in the year, including the extremes of the wet and dry seasons. With these observations an annual balance of the portion of PAR radiation reflected and absorbed by the canopy and ground was assembled and the detailed spatial and temporal dynamics of PAR within canopy layers were estimated. Canopy stature declined along the topographic sequence and the shape of the transmittance profiles reflected this. In locations of declining moisture availability the fraction of PAR absorbed by the ground increased and the fraction absorbed by non-foliar tissues decreased. Seasonal variation in canopy structure was the dominant influence on the partitioning of radiation - spatial variation was less important. Of a total annual PAR input of 15 200 mol m -2, about 95% of incident PAR was absorbed, 50% by leaves, 25% by non-foliar tissues and 20% by the ground. The remaining 5% was reflected by the top of the canopy. Copyright © 2005 Cambridge University Press.",23,Journal,ar,Article,100,4,4,Absorbance | Canopy structure | Chamela | Light profile | Reflectance | Seasonality | Transmittance,23435,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844439449,SCOPUS_ID:20844439449,2-s2.0-20844439449,The influence of gibbon primary seed shadows on post-dispersal seed fate in a lowland dipterocarp forest in Central Borneo,McConkey K.,Journal of Tropical Ecology,02664674,21,3,255-262,2005-05-01,May 2005,10.1017/S0266467405002257,NA,"The natural seed shadow created by gibbons (Hylobates mulleri x agilis) in Central Kalimantan. Indonesia, was monitored over 11 mo to discern the role of gibbons and post-dispersal events in the spatial pattern of seed germination. Variability in the content and distribution of 183 scats was used to determine which, if any, scat characteristics influenced seed fate. Nine scat characters were evaluated: (1) seed number; (2) number of seed species per scat; (3) scat weight: (4) seed load; (5) rainfall; (6) scat density; (7) distance to nearest fruiting tree; (8) ripe fig abundance; (9) non-fig fruit abundance. More than 99% of monitored seeds were killed, removed, or had germinated during the monitoring period. Vertebrates killed or removed most seeds (86%) and the probability of them moving seeds was highly dependent on non-fig fruit abundance at the time of deposition: factors (2), (6) and (7) also influenced seed removal/predation by vertebrates, depending on whether seeds were deposited in peak or non-peak times of consumption. Insect predation (2% of seeds) occurred mainly in scats that were deposited in months of high ripe fig abundance, while the actual chance of a seed germinating (11% of seeds) was influenced by non-fig fruit abundance at time of deposition and number of species in the original scat. The gibbon-generated seed shadow was profoundly altered by post-dispersal events and variation in the characteristics of the shadow had little lasting impact on the probability of seeds germinating. Copyright © 2005 Cambridge University Press.",19,Journal,ar,Article,100,1,1,Borneo | Gibbons | Hylobates mulleri x agilis | Indonesia | Kalimantan | Post-dispersal seed predation | Seed fate,23435,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20844439095,SCOPUS_ID:20844439095,2-s2.0-20844439095,"Pair-wise competition-trials amongst seedlings of ten dipterocarp species; the role of initial height, growth rate and leaf attributes",Tanner E.,Journal of Tropical Ecology,02664674,21,3,317-328,2005-05-01,May 2005,10.1017/S0266467405002269,NA,"To investigate whether seedlings of ten dipterocarp species differed significantly in terms of growth and mortality or whether species were not significantly different and could be considered ecologically similar, seedlings were grown, two per pot, in two experiments: (1) where the two seedlings were of equal height (30 cm); and (2) where one seedling was 10 cm shorter than the other. Seedlings were grown in a shade house with 15% above-canopy light in a 50:50 forest soil-sand mixture and were watered frequently; pots were placed so that seedling density was 130 seedlings m-2 of ground. In the first experiment there were 45 pairwise combinations of species when seedlings were 30 cm tall (AB, AC, AD, . . . . BC, BD . . . IJ; where A, B, C . . . J signify different species); each combination was replicated 10 times so there were 450 pots with 900 seedlings. In the second experiment there were 100 pairwise combinations of species and size e.g. Aa (30 cm A with 20 cm a). Ab (30 cm A with 20 cm b), each combination was replicated 10 times hence there were 1000 pots with 2000 seedlings. After 22 mo 79% of the initial 2900 seedlings survived; on average they had grown 42 cm (i.e. to 72 cm tall from their initial 30 cm). The most frequent outcome of competition-trials between different sized individuals (784 of 1000 trials) was that the initially taller seedling of each pair 'won' (it was the taller or surviving seedling). When 900 of these trials (setting aside. Aa, Bb, Cc etc.) were analysed as 45 comparisons between species with different sized individuals (Ab and aB are one interspecific comparison for these purposes), initial height determined the outcome in 23 cases (even in some competitions between light hardwood species and heavy hardwood species); in 6 cases a species (mostly light hardwoods) behaved as a 'dominant' - they usually won even if they were smaller initially. We found few significant differences between species in: initial seedling heights; leaf nitrogen concentrations; and specific leaf areas when they were grown in similar conditions, and these attributes were not correlated with growth rates. The similarity of seedlings of different species meant that often a height difference of just 10 cm was enough to determine the outcome of a pairwise competition-trial in high seedling densities and light equivalent to that in forest gaps. Copyright © 2005 Cambridge University Press.",6,Journal,ar,Article,100,4,4,Competition | Dipterocarpaceae | Dryobalanops | Hopea | Parashorea | Seedlings | Shorea | Size | Tropical trees,23435,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844337486,SCOPUS_ID:14844337486,2-s2.0-14844337486,Seasonal variation in population and community structure of shrews in a tropical forest of Gabon,Nicolas V.,Journal of Tropical Ecology,02664674,21,2,161-169,2005-03-01,March 2005,10.1017/S0266467404002123,NA,"The composition, structure and reproductive phenology of a shrew community were investigated for 1 y at two neighbouring sites in an undisturbed African forest of south-western Gabon. We captured 717 shrews, belonging to four genera and 10 species. The data were analysed to answer three main questions: (1) to what extent does the shrew abundance vary seasonally? (2) is there a shift in species dominance over time? and (3) does the intensity of breeding activity vary seasonally? The number of species captured varied seasonally and tended to be least during the period of minimal trap success. Trap success for the four most abundant species (Sylvisorex johnstoni, Crocidura batesi, Paracrocidura schoutedeni and Sylvisorex ollula) varied seasonally with a minimum around the long dry season. Sylvisorex johnstoni remained the dominant species throughout the year. Seasonal variation in trap success of shrews might be related, at least partly, to their reproductive characteristics. Litter size, based on embryo counts, ranged from 1-4 among the species. Breeding occurred throughout the year, but its intensity was lower during the long dry season corresponding with the period of higher ecological constraints for shrews. Copyright © 2005 Cambridge University Press.",8,Journal,ar,Article,100,3,3,Africa | Community | Dynamics | Gabon | Reproduction | Small mammals | Tropical forest,23435,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844336948,SCOPUS_ID:14844336948,2-s2.0-14844336948,Tap-root depth of tropical seedlings in relation to species-specific edaphic preferences,Yamada T.,Journal of Tropical Ecology,02664674,21,2,155-160,2005-03-01,March 2005,10.1017/S0266467404002238,NA,"We compared seedlings of sandy-soil specialist species (Dryobalanops aromatica and Scaphium borneense) and clay-rich-soil specialist congeners (D. lanceolata and S. longipetiolatum) in a tropical rain forest in Lambir Hills National Park. Malaysia, to determine whether variations in belowground seedling architecture and allometry were related to edaphic specialization. A convergent trait that was phylogenetically independent across the two genera was the presence of a deeper tap-root at any height and any root biomass in sandy-soil specialists than in clay-rich-soil specialists. This trait was fixed independently of the edaphic conditions in which the trees actually grew. Finer-textured soils generally have better water-holding capacity; we concluded that seasonal water limitation would be more severe in sandy soils than in clay-rich soils, and that water limitation would provoke convergence in seedling root depth among species with the same edaphic preferences. All significant differences found in interspecific comparison within Dryobalanops were consistent with the water-availability hypothesis; the sandy-soil specialist had larger root biomass at any total biomass and had smaller leaf biomass at any root biomass than the clay-rich-soil specialist. However, for Scaphium this was not the case, suggesting that factors other than water-limitation may also underlie seedling allometric relationships. Copyright © 2005 Cambridge University Press.",13,Journal,ar,Article,100,4,4,Allometry | Architecture | Dipterocarpaceae | Dryobalanops aromatica | Dryobalanops lanceolata | Lambir Hills National Park | Scaphium borneense | Scaphium longipetiolatum | Sterculiaceae | Tropical rain forests,23435,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844336947,SCOPUS_ID:14844336947,2-s2.0-14844336947,Influence of tree species and compass bearing on insect folivory of nine common tree species in the West African savanna,Unsicker S.,Journal of Tropical Ecology,02664674,21,2,227-231,2005-03-01,March 2005,10.1017/S0266467404002196,NA,NA,19,Journal,ar,Article,100,2,2,Comoé National Park | Leaf damage | Leaf-chewing insects | Plant family | Specificity | Tree characteristics | Tropical insect herbivory,23435,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844331781,SCOPUS_ID:14844331781,2-s2.0-14844331781,Seed bank dynamics in five Panamanian forests,Fornara D.,Journal of Tropical Ecology,02664674,21,2,223-226,2005-03-01,March 2005,10.1017/S0266467404002184,NA,NA,9,Journal,ar,Article,100,2,2,Environmental gradient | Phenology | Seasonally | Soil seed bank,23435,undefined,0,FALSE,56,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/14844330801,SCOPUS_ID:14844330801,2-s2.0-14844330801,Faecal shield of the tortoise beetle Plagiometriona aff. flavescens (Chrysomelidae: Cassidinae) as chemically mediated defence against predators,Nogueira-de-Sá F.,Journal of Tropical Ecology,02664674,21,2,189-194,2005-03-01,March 2005,10.1017/S0266467404002147,NA,"Larvae of Plagiometriona aff. flavescens carry a structure on their back made of faeces and exuviae, called faecal shield, which may protect larvae against natural enemies. Previous investigations suggested that the nature of such protection was chemical. To test if chemicals found in the faecal shield of Plagiometriona aff. flavescens provided defence for larvae, experiments in the field and in the laboratory (using the ant Camponotus crassus, and chicks Gallus gallus as model predators) were undertaken. Both field and laboratory experiments showed that live larvae with faecal shields, as well as baits treated with faecal shield extracts, were rejected by predators, confirming the chemical nature of this kind of defence. Copyright © 2005 Cambridge University Press.",18,Journal,ar,Article,100,2,2,Aureliana fasciculata | Chemical defence | Larval defence | Natural enemies | Predation | Solanaceae,23435,undefined,0,FALSE,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844330729,SCOPUS_ID:14844330729,2-s2.0-14844330729,Mammal assemblage structure in Amazonian flooded and unflooded forests,Haugaasen T.,Journal of Tropical Ecology,02664674,21,2,133-145,2005-03-01,March 2005,10.1017/S026646740400207X,NA,"Few studies have contrasted faunal communities between flooded and unflooded tropical forests, and such attempts have largely been restricted to a few taxonomic groups. We present the first comparison of the composition and structure of an entire assemblage of mid-sized to large-bodied mammals in adjacent unflooded (terra firme) and flooded (várzea) forests of central-western Amazonia. We extend this comparison to 13 other terra firme and várzea forest sites in order to examine the fundamental dichotomy between mammal communities in these Amazonian environments. We found a consistently impoverished fauna in várzea environments both in terms of primates and other non-volant mammals, although primate density and biomass was substantially higher in várzea than in terra firme. The average Bray-Curtis mammal community dissimilarity between terra firme and várzea forests was 74%. whereas mean dissimilarity within várzea and terra firme samples was 40% and 39%. respectively. The results seem to be largely a function of high habitat heterogeneity and floristic diversity in terra firme and the physical connectivity and proximity of várzeas to adjacent terra firme forests. We suggest that inundated forests should be set aside as a crucial complement to Amazonian reserves dominated by terra firme forests in future biodiversity conservation planning. Copyright © 2005 Cambridge University Press.",106,Journal,ar,Article,100,2,2,Amazonia | Assemblage structure | Conservation | Flooded forest | Large-bodied mammals | Mammal assemblage | Neotropical forests | Primates | Terra firme | Várzea,23435,undefined,0,FALSE,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844328084,SCOPUS_ID:14844328084,2-s2.0-14844328084,Low fruit set in a dioecious tree: Pollination ecology of Commiphora harveyi in South Africa,Voigt F.A.,Journal of Tropical Ecology,02664674,21,2,179-188,2005-03-01,March 2005,10.1017/S026646740400210X,NA,"Dioecious plant species differ in floral morphology and rewards between females and males. Pistillate flowers on female plants often lack pollen and can be less attractive to pollinators, which can have consequences for the visitation rates of the sexes. We studied the pollination ecology of the dioecious tree Commiphora harveyi in a coastal scarp forest in eastern South Africa. Floral display, visiting insect species, visitation rate and natural fruit set were recorded. Additionally, we pollinated flowers by hand to determine experimental fruit set. We found that male trees had more and larger flowers per inflorescence than female trees. Both sexes produced nectar in low amounts. During 203.5 h of observation we recorded 28 insect species visiting the flowers. No difference in mean visitation rate (0.20 visits per flower h-1) was recorded between the sexes. The daily and seasonal pattern was similar between the sexes. The natural fruit set was low (3.8%) and increased significantly with hand-pollination (45.5%). an indication of pollen limitation. We compared our results with the pollination ecology of C. guillauminii in Madagascar, a dioecious tree species on an island with a depauperate pollinator fauna. This comparison revealed a similar pattern with low visitation rates, low insect diversity and low fruit set, suggesting that this pattern may be more common in dioecious tree species than previously reported in the literature. Copyright © 2005 Cambridge University Press.",8,Journal,ar,Article,100,4,4,Burseraceae | Dioecy | Oribi Gorge NR | Plant-animal interaction | Pollination success | Visitation rates,23435,undefined,0,FALSE,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844322855,SCOPUS_ID:14844322855,2-s2.0-14844322855,Long- and short-term induction of defences in seedlings of Shores leprosula (Dipterocarpaceae): Support for the carbon:nutrient balance hypothesis,Massey F.,Journal of Tropical Ecology,02664674,21,2,195-201,2005-03-01,March 2005,10.1017/S0266467404002111,NA,"The induction of carbon-based secondary metabolites in leaves following damage has been proposed to be a result of a shift in the carbon:nutrient balance, when growth is limited by nutrients in relation to carbon. Here we test this hypothesis using seedlings of a tropical tree, Shorea leprosula (Dipterocarpaceae). In the short term, we analysed the phenolic content of leaves 7 d after damage on seedlings grown under differing light and nutrient treatments. In the long term, we examined the effect of nutrients, over 12 mo. on leaf phenolic concentration and seedling growth. In both the long and short term, levels of phenolics increased in damaged leaves under low nutrient treatments. No changes in leaf phenolics were detected under high nutrient regimes, or in the short term under low light. In addition, it was found that defoliation of seedlings in high-nutrient environments led to greater rates of leaf production than in undamaged seedlings, suggesting compensation. Copyright © 2005 Cambridge University Press.",11,Journal,ar,Article,100,3,3,Carbon:nutrient balance hypothesis | Compensation | Defence induction | Dipterocarp | Herbivory | Malaysia | Phenolics,23435,undefined,0,FALSE,60,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/14844321933,SCOPUS_ID:14844321933,2-s2.0-14844321933,"Resource allocation to reproductive organs during masting in the tropical emergent tree, Dipterocarpus tempehes",Ichie T.,Journal of Tropical Ecology,02664674,21,2,237-241,2005-03-01,March 2005,10.1017/S0266467404002214,NA,NA,22,Journal,ar,Article,100,5,5,Borneo | Carbon | Dipterocarpaceae | Flowering | Lambir Hills National Park | Masting | Nitrogen | Phosphorus | Reproduction | Tropical rain forest,23435,undefined,0,FALSE,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844320819,SCOPUS_ID:14844320819,2-s2.0-14844320819,"The effects of the wood-boring Oncideres humeralis (Coleoptera, Cerambycidae) on the number and size structure of its host-plants in south-east Brazil",Romero G.,Journal of Tropical Ecology,02664674,21,2,233-236,2005-03-01,March 2005,10.1017/S0266467404002202,NA,NA,12,Journal,ar,Article,100,3,3,Community structure | Herbivory | Indirect effects | Melastomataceae | Resource concentration hypothesis,23435,undefined,0,FALSE,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844311986,SCOPUS_ID:14844311986,2-s2.0-14844311986,"Herbivory in epiphytic bromeliads, orchids and ferns in a Mexican montane forest",Winkler M.,Journal of Tropical Ecology,02664674,21,2,147-154,2005-03-01,March 2005,10.1017/S0266467404002081,NA,"Herbivory is important in tropical woody plants, but the few data available suggest that rates of herbivory are mostly low in epiphytes. We quantified herbivory at the community level in five bromeliad, three orchid and five fern species of a Mexican humid montane forest. Leaf area loss was < 1.5% in bromeliads and orchids, but much higher (7-20%) in ferns. Damage was positively correlated with leaf nitrogen content but not with leaf life span. In contrast to low leaf damage, many bromeliads were infested by curculionid larvae feeding on the meristematic tissue at the ramet base, and we estimate that this accounts for 18 and 31% of ramet and shoot death of large individuals of Tillandsia punctulata and T. deppeana, respectively. Herbivory in flowers, capsules or inflorescence stalks reduced fecundity by c. 14-18% in three of the five bromeliads and by 90% in the orchid Lycaste aromatica, but had little effect on the other species. These data show that even if the leaf area consumed is indeed low in epiphytic orchids and bromeliads, the less conspicuous damage done to reproductive organs and meristematic tissue can have a strong effect on fecundity and survival. Copyright © 2005 Cambridge University Press.",28,Journal,ar,Article,100,5,5,Bromeliaceae | Ferns | Herbivory | Humid montane forest | Mexico | Orchidaceae | Polypodiaceae,23435,undefined,0,FALSE,63,NA,NA
