@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0029773234,SCOPUS_ID:0029773234,2-s2.0-0029773234,Pollination biology of mabea fistulifera (euphorbiaceae) in Southeastern Brazil,Vieira M.,Biotropica,00063606,28,1,61-68,1996-01-01,1996,"The floral biology of the tree Mabia fistulifera and the behavior of its floral visitors were studied in Viçosa. Minas Gerais State, southeastern Brazil. M. fistulifera is monoecious and self-incompatible. Its inflorescences present a female phase that lasts ten days, followed by a bisexual phase of three days during which animals exploit the nectar and pollen produced by male flowers. Pollination is effected by nocrumal as well as diurnal visitors, including mammals, birds and insects The bats Artibeus lituratus. Vampyrops liutatus and Sturuira lilium and the opossum Didelphis marsupialis are the nocturnal pollinators. Several passerine birds and bees are the diurnal pollinators The broad spectrum of unspecialized pollinators suggests that M. fistulisfera reproduction mar be little affected by disturbances of the animal community. Besides being visited by pollinators, the inflorescences are also visited by nectar thieves such as the flower bat Glassophaga soriciua and hummingbirds.",30,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,41,10.2307/2388771,Bees | Breeding system | Feeding behavior | Floral biology | Fruss bats | Mabea | Passerius birds,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029769234,SCOPUS_ID:0029769234,2-s2.0-0029769234,Interspecific variation in rates of trunk wound closure in a Panamanian lowland forest,Guariguata M.,Biotropica,00063606,28,1,23-29,1996-01-01,1996,"We evaluated the ability to close wounds inflicted with a drill to the trunks of seven common tree species from Barro Colorado Nature Monument. Panama. We predicted that species lacking wood antimicrobial activity would rapidly close wounds to prevent pathogen entrance, while those species with wood antimicrobial defenses need not necessarily exhibit fast wound closure. The species studied were Alseis blacksans, Gastaris superba, Micaria argensia, Poulsenia armala, Protium paramense. P. tennifolium, and Tetragastris paramensis. Callus, resins, and latex were all involved in wound closure, but mechanisms varied among species, after 3 months, the only pioneer species, Micusia, had minimal diameter closure, Alseis showed intermediate closure only by callus; and the other five species (which did not differ) had almost completely plugged their wounds by means of combined callus and resin production (Tetragastress and both species of Protium), latex (Poulsenia), or callus and woody fakes (Gustaria). Our initial prediction was supported for Gustavia and Poulsenia (i.e., rapid wound closure and no wood antimicrobial activity) but not for Tetragastris and Protium (that showed both rapid wound closure and strong wood antimicrobial activity). Micosia showed slow wound closure and no wood antimicrobial activity Only for Alseis, was wound closure rate proportional to stem diameter growth.",18,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,42,10.2307/2388768,Antibacterial activity | Antifungal activity | Callus | Latex | Panamá | Resin | Tree damage | Tropical moist forest | Trunk wound closure,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029768370,SCOPUS_ID:0029768370,2-s2.0-0029768370,Activity periods of indonesian rain forest mammals,Van Schaik C.P.,Biotropica,00063606,28,1,105-112,1996-01-01,1996,"Activity periods of run forest animals, especially those with flexible activity periods, arc poorly known. We used camera trapping to describe the activity periods of at least partly terrestrial wildlife in 2 Sumatran and I Javan rain forest sites. We used these data and a comparison with the literature to classify all mammalian taxa occurring in the study areas as either diurnal, nocturnal, or cathemeral (potentially active during both day and night) Exploratory analyses revealed that body sue and substrate are the major correlates of activity period, with diet and travel mode playing minor roles. We explain the substrate effects by noting that vision-related constraints force diurnal mammals in an arboreal environment to stay diurnal regardless of conditions, and that nocturnal mammals are kept from becoming diurnal by predation risk by visually hunting diurnal predators. To explain why the largest animals are cathemeral we suggest that they require more time to forage than is provided by the roughly 12-hour diurnal or nocturnal period.",124,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,43,10.2307/2388775,Activity period | Camera-tapping | Cathemeral | Diurnal | Mammals | Nocturnal | Raptors | Tropical rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029753665,SCOPUS_ID:0029753665,2-s2.0-0029753665,Bruchid oviposition patterns beneath guanacaste trees (mimosaceae) in Venezuela: Probable consequences of extinct seed dispersere,Siemens D.,Biotropica,00063606,28,1,96-104,1996-01-01,1996,"Guanacaste seeds in Venezuela accumulate beneath parent trees presumably because of extinct seed dispersers. We asked if the number of eggs laid per seed by the bruchid beetle Stator generalis and factors affecting this oviposition pattern are consequences of seed accumulation. We compared patterns of oviposition to theoretical expectations and to another study on a congenetic bruchid which faced limited seed availability. Theory predicts bruchids should lay one egg per seed when many seeds are readily available and when there are only negative effects to multiple eggs on seeds. From collections of hundreds of seeds from beneath three trees, we found the median number of eggs per seed to range from 4 to 8.5, even though many seeds (33%) had zero eggs. These patterns of oviposition were non-random. Theory also predicts that when seeds are limited, more eggs per seed should be laid. Thus, the relatively high numbers of eggs per seed on guanacaste seeds could be an anachronism more appropriate for limited seed availability. Alternatively, other factors associated with seed accumulation may cause increased egg densities. Indirect evidence suggests multiple oviposition may be more frequent, and that density dependent egg parasitism has changed from positive to negative, which selects for increased egg densities.",3,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,44,10.2307/2388774,Bruched beetles | Clutch size | Density dependence | Dispersol | Enterolobium cyclocarpum | Extinction | Guanacaste seeds | Stator generalis,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029752211,SCOPUS_ID:0029752211,2-s2.0-0029752211,Millipede fecal pellet production in selected natural and managed habitats of southern africa: Implications for litter dynamics,Dangerfield J.,Biotropica,00063606,28,1,113-120,1996-01-01,1996,"Laboratory experiments were conducted to establish the fecal pellet production rates for four species of tropical millipedes representing the three most common families in the savanna habitats of southern Africa. Fecal pellets were produced at mean rates of between 4 2 and 12.8 pellets per day and varied in individual mass from 8 0 to 85.0 mg with significant variation due to species, sex, and body mass. These results were combined with data on density, species composition, individual size distribution within populations, and seasonal activity to predict field fecal pellet production by millipedes in four different habitais. In natural woodlands fecal pellet production was between 32.7 (woodland) and 64.9 g m yr (savanna) equivalent to 6 and 39 percent of the litter standing crop. In plantations fecal pellet production amounted to less than 1 percent of litter standing crop. The implications of these results are discussed in relation to the role of litter feeding detritivotes in influencing rates of decomposition in tropical habitats.",30,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,45,10.2307/2388776,Alloporus uncinatus | Chaleponcus digitatus | Chaleponcus limbatus | Fecal pellet production | Litter decomposition | Litter stading crop | Milipedes | Paratophilus sp,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029750396,SCOPUS_ID:0029750396,2-s2.0-0029750396,"Movements of cave bats in southeastern brazi, with emphasis on the population ecology of the common vampire bat, desmodus rotundas (chiroptera)",Trajano E.,Biotropica,00063606,28,1,121-129,1996-01-01,1996,"A mark-recapture study of cave bats was carried out in the Alto Vale do no Ribeira. SE Brazil. The size of the colonies varied monthly, indicating the occurrence of frequent movements among caves and a low degree of roost fidelity for the commonest species. Dermodus rotundus. Carollis perspicillats. Artibems fimbritams. Phyllostomines (Trachops cirrbosma, Chrotophtersm artitus) and Peropteryx macrotis seem more sedentary, as suggested by their higher recapture rates D. rosumdus uses multiple roosts, mostly within relatively small areas, with a 2-3 km radius. These vampires move preferentially along valleys, males moving more than females. Frequency of movements is probably related to the availability of roosts and climate. The climate of the Alto Ribeira is substropical, with cool nights during the ""dry"" season, when pan of the vampire population (and other species as well) would migrate to warmer regions. Recapture rates and the estimated individual ranges are similar to those observed for this species in other regions The minimum population density of D. ratundus varied monthly from one to 3.5 individuals per km Diphylla esandata moves more frequently and probably has larger individual ranges than D. rasundus, possibly due to its higher feeding specialization.",48,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,46,10.2307/2388777,Bat roosting behavior | Caves | Desmodus rotundus | Local migration | Neotropical bats | Population ecology,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029750334,SCOPUS_ID:0029750334,2-s2.0-0029750334,"Effects of habitat, plant size, and floral display on male and female reproductive success of the neotropical orchid Brassavola nodosa",Murren C.,Biotropica,00063606,28,1,30-41,1996-01-01,1996,"We examined correlatively the joint effects of light, supporting plant characteristics, plant size, and floral display on pollinia removal and fruit production of 103 individuals of the orchid Brassavola nodasa (L.) Lindl. at Peter Douglas Cay, Belize, Central America This orchid is epiphytic on red mangroves (Rhizofhora mangle L. {Rhizophoraceae}), and grows from 1-300 cm above ground. Light levels above each orchid, measured as direct site factor using hemispherical canopy photography, were 6-46 percent of potential direct sunlight. To characterize plant size, we counted the number of leaves of each plant and measured its longest leaf and the leaf subtending each inflorescence. The largest orchids were found in areas of high light availability, high above ground, and on large support structures. From June through early August 1993, and again in December 1993. orchids were surveyed every 3-4 days for reproductive status and success (removal of pollinia and /or fruit production). The 48 plants that flowered during these 7 months had more and longer leaves than the 55 plants that did not flower at any time in this time period. Plants flowered continuously throughout the summer, a complete reproductive cycle (bud appearance to fruit set) lasts 2-5 weeks. Pollinia were removed from 12 percent, and fruits were set by 30 percent, of the flowers produced in the summer. Because fruit set was much lower in the fall, the total proportion of fruit production relative to flower production over the 7-month study period was only 13 percent. Path analysis indicated that direct site factor, height above ground, and diameter of supporting structures significantly contributed to plant size and floral display area In turn, floral display significantly affected both male and female reproductive success We conclude that resources limit flower product ion and components of floral display, whereas pollinator availability likely limits reproductive success in Brassavola nodasa.",35,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,47,10.2307/2388769,Brassavola nodasa | Epiphytes | Mangroves | Orchids | Path analysis | Pollination | Resource limitation | Rhizophora mangle,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730308,SCOPUS_ID:0029730308,2-s2.0-0029730308,Floral scents and pollination in neotropical lecythidaceae,Knudsen J.T.,Biotropica,00063606,28,1,42-60,1996-01-01,1996,"Floral scent was collected with head-space adsorption and analysed by gas chromatography-mass spectrometry for 12 species of Neotropical Lecythidaceae in the genera Corythophora, Couratari, Couroupita, Eschweilera, Grias, Gustavia. and Lecythis. Most of the species were dominated by a single floral scent compound. Most of the compounds identified in this study have been previously reported in floral scents collected with head-space techniques from other plant families. However, several of the fatty acid derived esters of hexanol and cis-3-hexenol present in Lecythis persistens have been reported only in one or a few other plant families. No apparent correlations were found between amount and number of floral scent compounds produced on the one hand and pollinator reward, morphology, color, or size of flowers on the other hand The fatry acid derivatives found in Grias suggest that beetles may be the pollinators whereas the floral scent compounds of all other species studied are consistent with bee pollination. The floral scents of the nectar-producing species Eschuetleva coriacea and Couratari stellata contain, in contrast to the pollen-producing species, compounds that are highly attractive to male euglossine bees. This suggests that floral scent may play a role in directing male euglossine bees to those species of Lecythidaceae providing nectar as a pollinator reward. The combination of secondary and primary floral attractants interacting with pollinators probably accounts for much of the species diversity of this family in Neotropical forests.",46,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,48,10.2307/2388770,Euglossophtly | Floral scent chemistry | Gc-ms. Head-space adsorption | Lecythida | Melittophtly | Pollination biology,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029730082,SCOPUS_ID:0029730082,2-s2.0-0029730082,"Site conditions limit pioneer tree recruitment after logging of dipterocarp forests in Sabah, Malaysia",Pinard M.,Biotropica,00063606,28,1,2-12,1996-01-01,1996,"In Sabah, Malaysia, logging operations leave substantial areas denuded of vegetation and topsoil. These sites are prone to erosion and slow to become reforested. Stands of pioneer trees established in these heavily disturbed sites may provide environmental conditions that foster recruitment of persistent forest species. Results of a field experiment indicate that recruitment of pioneer trees in recently logged sites is limited more by site conditions than by availability of seeds. In lightly disturbed areas, where the canopy is open and soils are uncompleted, seed addition does not increase the density of pioneer tree seedlings; resprouting vegetation coven such gaps within 3 mo following logging. On landings and skid trails, pioneer seedling densities increase initially following seed addition but by 12 mo after seeding, densities of pioneer seedlings are similar to those on unseeded areas. High seedling mortality in seed addition plots on skid trails and landings indicate that conditions on these compacted and nutrient poor sites during the first year after logging are unfavorable for the persistence of pioneer seedlings. On log landings, seedlings recruit adjacent to debris and bark fragments more frequently than expected by chance. Eighty percent of artificial seeds sown on landings and skid trails were washed away by overland water flow after three storms. The scattering of bark fragments and other small debris over denuded sites may assist seed capture and increase seedling survival temporarily, but many seedlings die within a year. Improving harvesting practices to minimize the area scraped and compacted by heavy machinery will be more effective management than attempting to rehabilitate these areas following logging. The broadcasting of seeds of pioneer trees onto landings and skid trails immediately after logging may be a reasonable management option for hastening tree cover in denuded areas, but only if it is combined with site preparations that improve conditions for the survival of pioneer tree seedlings.",74,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,49,10.2307/2388766,Logging | Macaranga spp | Malaysia | Pioneer trees | Recruitment | Seed availability | Site characteristics | Succession,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0010044789,SCOPUS_ID:0010044789,2-s2.0-0010044789,Dinámica estacional del banco de frutos del teocintle Zea diploperennis (Gramineae),Lorente-Adame R.,Biotropica,00063606,28,2,267-272,1996-01-01,1996,NA,4,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,50,10.2307/2389081,Banco de semillas | Conservación | Palabras clave | Sucesión | Teocintle | Zea diploperennis,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0007981648,SCOPUS_ID:0007981648,2-s2.0-0007981648,"Litter dynamics along stream, riparian and upslope areas following Hurricane Hugo, Luquillo Experimental Forest, Puerto Rico",Vogt K.A.,Biotropica,00063606,28,4 A,458-470,1996-01-01,December 1996,"Litterfall (fine and coarse) due to Hurricane Hugo and subsequent fine annual litterfall inputs (1, 2 and 5 yr after Hugo) were determined for two sites (El Verde and Bisley) in the Luquillo Experimental Forest in Puerto Rico. Litter transfers into streams, riparian and upslope areas were determined within each catchment. The recovery rate of aboveground fine litterfall (leaf, fine wood <1 cm diameter, and other miscellaneous inputs) to predisturbance levels were determined 1, 2, and 5 yr after Hurricane Hugo. The amount of total litter transfers and their individual components into the riparian and upslope areas due to Hurricane Hugo varied significantly by catchments within the Luquillo Experimental Forest. At El Verde, 26-39 percent, 31-35 percent, 14-35 percent and 7-12 percent of the total litter transfers were contributed by leaf litter, fine wood, coarse wood and fine roots, respectively. At Bisley, 28- 31 percent, 26-29 percent, 33-35 percent and 8-10 percent of the litter transfers were contributed by the same categories. Differential decay rates contributed to the relative importance of fine and coarse litter inputs. The recovery of fine aboveground litterfall to pre-hurricane levels after 5 yr varied by topographic location (streams had the slowest recovery, upslope areas the highest) and catchment (El Verde: 55-77%; Bisley: 39-82% of pre-hurricane values).",35,Journal,ar,Article,100,11,11,13817,undefined,0,FALSE,51,10.2307/2389088,"Hurricane Hugo | Litter transfers | Puerto Rico | Stream, riparian and upslope areas | Wood, leaf and root decomposition rates",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0007152096,SCOPUS_ID:0007152096,2-s2.0-0007152096,Trends in the phenology of flowering in the orchidaceae of Western Mexico,Sahagún-Godínez E.,Biotropica,00063606,28,1,130-136,1996-01-01,1996,NA,17,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,52,10.2307/2388778,Energy-budget | Epiphytic and terrestrial orchids | Jalisco and western mexico | Phenology | Resource limitation | Seasonality,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0006177257,SCOPUS_ID:0006177257,2-s2.0-0006177257,"The legacy of disturbance on habitat associations of terrestrial snails in the Luquillo Experimental Forest, Puerto Rico",Secrest M.,Biotropica,00063606,28,4 A,502-514,1996-01-01,December 1996,"Despite recent studies of the effect of disturbance on the abundance and distribution of organisms, little research has focused on the legacy of infrequent and large scale disturbances, especially from the perspective of habitat associations of animals. In 1989, Hurricane Hugo caused considerable damage to the Luquillo Experimental Forest of Puerto Rico, with the degree of disturbance strongly affected by topogeographic considerations. We examined the abundance, distribution, and habitat associations of four species of land snail (Caracolus caracolla, Nenia tridens, Gaeotis nigrolineata, Polydontes, acutangula) in the tabonuco forest at two sites (El Verde and Bisley) which were differentially damaged by the hurricane. Five years after the impact of Hurricane Hugo, significant differences between sites in density persisted for all snails except P. acutangula. Moreover, significant differences in habitat characteristics (central tendency and dispersion) were detected between El Verde and Bisley based on univariate and multivariate analyses of a suite of 31 abiotic and biotic variables. Despite these differences, the basis of habitat association for each snail did not differ between sites. The factors that affected microspatial differences in snail density within sites accounted for differences in density between sites. Insight derived from research conducted at a single location (e.g., El Verde) adequately accounted for patterns of variation at another site (e.g., Bisley), even though differences between sites in the extent and severity of damage were well-documented. We hypothesize that the absence of scale-dependence with regard to habitat selection exists because the association among abiotic and biotic variables (character correlation matrix) within sites was not altered differentially by the hurricane or has recovered to a similar state as a consequence of secondary succession.",22,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,53,10.2307/2389092,Caracolus | Disturbance | Gaeotis | Habitat | Habitat selection | Hurricane | Nenia | Polydontes | Snails,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0002823258,SCOPUS_ID:0002823258,2-s2.0-0002823258,Functional diversity of soil bacterial communities in the tabonuco forest: Interaction of anthropogenic and natural disturbance,Willig M.,Biotropica,00063606,28,4 A,471-483,1996-01-01,December 1996,"Anthropogenic and natural disturbances play critical roles in affecting the structure and function of Caribbean ecosystems, where hurricanes represent important disturbances superimposed on a landscape modified by human agricultural and forestry practices. Based on the differential catabolism of a suite of 128 carbon sources by soil bacterial communities, we focus on four aspects of functional diversity (total substrate activity, substrate richness, substrate evenness, substrate diversity) in the tabonuco forest of Puerto Rico, and assess the degree to which their spatial variability is a consequence of historical landuse or impacts of Hurricane Hugo. Considerable microspatial heterogeneity characterizes the functional diversity of forest soil communities, but the degree of hurricane damage to above-ground plant communities is positively related to all four indexes of functional diversity 5yr after the hurricane. No differences in functional diversity were detected with respect to historical landuse, after controlling for the effects of hurricane damage. However, this lack of significance may be an artifact because the spatial distribution of hurricane damage is not independent of historical landuse. As a consequence, contemporary studies of spatial heterogeneity that do not account for historical patterns of anthropogenic or natural disturbance may yield spurious or incorrect conclusions. Long-term studies help to rectify this problem and are especially important within the context of evaluating the impacts of increasing human demands on natural ecosystems.",32,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,54,10.2307/2389089,Disturbance | Diversity | Hurricane | Landuse | Microbial communities,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0002545563,SCOPUS_ID:0002545563,2-s2.0-0002545563,Effects of nutrient enrichment on leaf anatomy of dwarf rhizophora mangle L. (Red Mangrove),Feller I.,Biotropica,00063606,28,1,13-22,1996-01-01,1996,"I fertilized dwarf Rhizophora mangle trees for two yr to determine how the morphology and internal anatomy of leaves are affected by increased nutrient availability. The sclerophyllous structure of R. mangle leaves decreased on P-and NPK-fertilized trees, but not on X-fertilized and control trees. Leaves from trees treated with phosphorus-containing fertilizers were 40 percent to 80 percent as thick as leaves on control trees. Differences in the hypodermis accounted for most differences in leaf thicknesses. In P- and NPK-fertilized trees, the thickness of the hypodermis in basal leaves was 225 (± 13) μm and 207 (±11) μm, respectively, compared to 572 (± 13) μm in N-fertilized and 594 (±13) μm in Control trees Area per leaf and leaf length width ratio did not change in response to increased nutrient availability Nutrient deficiency rather than salinity and physiological drought appears to be the proximate cause of well-developed xeromorphic traits in leaves of dwarf red mangrove This study provides experimental evidence of the oligotrophic-xeromorphic hypothesis that states that sclerophylly is an adaptation to P-deficient soils rather than to drought or physiological drought.",40,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,55,10.2307/2388767,Belize | Hypodermis | Leaf anatomy | Nutriens enrichmens | Phosphorus deficiency | Rhizophora mangle | Sclerophylly | Xeromorphy,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0002028353,SCOPUS_ID:0002028353,2-s2.0-0002028353,Spatial and temporal variation of seed rain in a tropical lowland wet forest,Loiselle B.A.,Biotropica,00063606,28,1,82-95,1996-01-01,1996,"Patterns of seed rain were observed at five forest locations in recent treefall gaps and paired understory sites in a tropical wet forest in northeast Costa Rica. Seed rain was dominated by animal-dispersed species. Overall, significantly more wind-dispersed seeds arrived into treefall gaps than into forest understory. Contrary to expectations, understory sites received a greater seed rain than did gap sites during three of four sample periods over the course of one year. Considerable spatial heterogeneity, however, existed among forest locations, with some forest sites receiving up to three times more seed rain input than others Results from this seed rain study generally matched those from an earlier study at this site in terms of seed rain volume and dominant plant families Composition of seed rain was more similar among habitat types (i.e., gap, understory) than among forest locations (i.e., paired sites) suggesting that spatial foraging activity and habitat preference of seed dispersers result in non-random patterns of seed rain. If true, then such patterns have implications for evolution of fruit and seed characters that promote survival and establishment of seeds under certain environmental conditions.",54,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,56,10.2307/2388773,Endozoocbovry | Gap | Regeneration | Seed | Seed dispersal | Tropual fovett,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001634796,SCOPUS_ID:0001634796,2-s2.0-0001634796,"Anthropogenic disturbance of Caribbean mangrove ecosystems: Past impacts, present trends, and future predictions",Ellison A.,Biotropica,00063606,28,4 A,549-565,1996-01-01,December 1996,"We review historical, current, and projected future impacts of four classes of anthropogenic disturbance - extraction, pollution, reclamation, and changing climate - on Caribbean mangrove ecosystems (mangal). These disturbances occur, respectively, at increasing spatial and temporal scales, and require increasing recovery time. Small-scale selective extraction has little system-wide effect, but regeneration is slow even on single hectare clear-cuts due to rapid soil acidification. Petroleum is the primary pollutant of Caribbean mangal, and results in tree defoliation, stand death, and loss of associated sessile and mobile animal species. Hydrocarbons persist in mangrove sediments for decades, and are correlated with increasing seedling mutation rates. Chemical, industrial, and urban wastes are associated with increased heavy metal content of seedlings, stand die-back, reduced system-wide species richness, and higher incidence of Vibrio spp. (shellfish poisoning). Mangal has been reclaimed for urbanization, industrialization, and increasingly, for tourism. Overall, the region is losing mangrove forests at ≈1 percent per yr, although the rate is much faster on the Caribbean mainland (≈1.7% yr-1) than it is on the islands (≈0.2% yr-1). The region's fisheries are declining at a similar rate, as most commercial shellfish and finfish use mangal for nurseries and/or refugia. Few Caribbean states have legislation or enforcement capabilities to protect or manage mangal, although at least 11 international treaties and conventions could be applied to conserve or sustainably use these forests. These treaties may protect riverine and basin mangal, but are likely to be most with respect to fringing mangal, which may vanish as a consequence of global climate change. Growth enhancements of mangroves resulting from increasing atmospheric CO2 probably will not compensate for negative effects of concomitant rises in regional sea level.",174,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,57,10.2307/2389096,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001239938,SCOPUS_ID:0001239938,2-s2.0-0001239938,Forest recovery in abandoned cattle pastures along an elevational gradient in northeastern Puerto Rico,Aide T.,Biotropica,00063606,28,4 A,537-548,1996-01-01,December 1996,"A major cause of tropical deforestation has been the conversion of lowland forest into pastures for cattle grazing. We studied forest structure and species composition following abandonment of cattle pastures in 23 abandoned pastures 9.5-60 yr old and seven forested sites > 60 yr old. Sites were chosen along an elevational gradient from 10-450 m and represented subtropical wet and moist forest life zones. Age since abandonment was the best predictor of stand characteristics. Woody plant density, basal area, species number, and diversity were low 10 yr after abandonment, but increased rapidly after 10 to 15 yr post-abandonment. Although distance to nearest seed source and hurricane exposure are factors that could affect forest recovery, there was little variation among sites and no effects were detected. Elevation and age were significant determinants of species composition. At higher elevations (> 100 m), the shrub Miconia prasina (Melastomataceae) was the dominant pioneer species, but in the low elevation, a larger group of shrubs and small trees colonized abandoned pastures. At higher elevations, the species composition of recovering sites did not include many mature forest species. After 40 yr of recovery, secondary forest stands cannot be distinguished from undisturbed sites in terms of density, basal area, species number, or diversity, but it appears that it will require centuries for these sites to return to a species composition similar to undisturbed forests.",166,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,58,10.2307/2389095,Abandoned cattle pastures | Elevation gradient | Forest regeneration | Puerto Rico | Secondary forests | Secondary succession | Tropics,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001195548,SCOPUS_ID:0001195548,2-s2.0-0001195548,At what temporal scales does disturbance affect belowground nutrient pools?,Silver W.,Biotropica,00063606,28,4 A,441-457,1996-01-01,December 1996,"We monitored the effects of both harvesting aboveground biomass and Hurricane Hugo on soil chemical and physical properties, and live and dead root biomass over 6 yr in a subtropical wet forest in Puerto Rico. Our goal was to determine how belowground processes changed at different temporal scales including the immediate period prior to revegetation (9 wk), the intermediate period of initial regrowth (9 mo), and the longer-term reorganization of the vegetation and biogeochemical cycling (6 yr). Harvesting resulted in temporary increases in the availability of exchangeable nutrients, but forest floor and soil nutrient pools had generally returned to pre-harvest values over a 9 wk period. Significant amounts of K moved through the soil over this time period, amounting to 29-46 kg/ha-1, and resulting in a reduction in the size of the exchangeable soil K pool. The hurricane deposited approximately 845 kg/ha-1 of forest floor mass and considerable nutrients on the soil surface, and increased soil NO3-N and exchangeable K pools, but in all cases, pool sizes had returned to pre-hurricane values within 9 mo. Examination of the data on an annual time step over the 6 yr period revealed an increase in soil cation pools and a significant decrease in soil pH. No change in soil organic matter was detected at any time step following the disturbances. Live fine root biomass was dramatically reduced as a result of the hurricane, and was only beginning to show signs of recovery near the end of the 6 yr experiment.",61,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,59,10.2307/2389087,Forest floor | Harvesting hurricane | Nutrient availability | Root biomass | Soil organic matter | Tropical forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001191604,SCOPUS_ID:0001191604,2-s2.0-0001191604,Land-use dynamics in a post-agricultural Puerto Rican landscape (1936-1988),Thomlinson J.,Biotropica,00063606,28,4 A,525-536,1996-01-01,December 1996,"Anthropogenic alteration of the landscape is a long-term disturbance both in duration and consequences. This study addresses land-cover responses to a history of human land use in northeastern Puerto Rico. Analysis of aerial photographs indicated that the pattern of land use in the municipality of Luquillo changed dramatically between 1936 and 1988. In 1936, sugar cane and pasture were the dominant land uses, occupying about one third of the study and each, while dense forest was rare. Pasture still occupied about a quarter of the area by 1988, but the area of sugar cane had declined to zero. Most sugar cane land was transformed to pasture after abandonment, while much of the pasture at higher elevations reverted to forest. More than half the study area in 1988 was occupied by dense forest, and the degree of forest regeneration was greatest adjacent to the Luquillo Experimental Forest and around patches that were dense forest remnants in 1936. The overall trend was from high-intensity agriculture to dense forest, but urban areas increased more than 2000 percent between 1936 and 1988 and are presently encroaching on forested areas. It is unclear from one study whether the same pattern would hold true at other sites in the tropics, but our study indicates the importance of preserving remnants of mature forest as sources of forest regeneration. In addition, the nature of the patches in the Luquillo landscape has changed as the land use has changed. In 1936, dense forest was highly fragmented, the patches were small and many of them had linear configurations (riparian corridors and hedgerows). By 1988, the average patch size of dense forest had increased greatly, although with one exception the patches were still small relative to other land-cover types.",162,Journal,re,Review,100,5,5,13817,undefined,0,FALSE,60,10.2307/2389094,Agriculture | Forest regeneration | GIS | Land-use change | Landscape characteristics | Puerto Rico,NA,NA
