@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0031811885,SCOPUS_ID:0031811885,2-s2.0-0031811885,Contrasting ecological breadth of co-occurring annual Polygonum species,Sultan S.,Journal of Ecology,00220477,86,3,363-383,1998-01-01,1998,10.1046/j.1365-2745.1998.00265.x,"1. Understanding the relative distributions of ecological generalists vs. specialists requires precise characterization of the environmental ranges of closely related taxa. The ecological breadth of four annual species in the genus Polygonum was determined from field measurements taken from five natural populations per species in a common geographical range. 2. Significant early and late-season differences among the species were found for available light (photosynthetically active radiation) at canopy and mid-canopy levels, and for soil temperature, moisture availability, macronutrient content, pH, cation exchange capacity (CEC) and structure, at two depths. Field sites within each species also differed significantly for these variables. 3. The field distribution of P. persicaria covers the broadest range of habitats, from moderate shade with very dark microsites to full insolation, cool to very warm soils, flooded to dry moisture conditions, and organic, high-nutrient to nutrient-poor soils. 4. Polygonum lapathifolium is comparatively intolerant of shade, particularly early in the growth season. Although this species occurs in flooded to moderately dry conditions and in poor as well as rich soils, its moisture and nutrient ranges do not include such low extremes as those of P. persicaria, and its range of soil temperatures is also narrower. 5. Polygonum cespitosum is restricted to low-light habitats and to consistently moist soils that do not flood. The species is, however, found in a moderately broad range of soil types and macronutrient availabilities. Polygonum cespitosum occurs in extremely low-light habitats that are evidently beyond the shade tolerance of the other species. 6 Polygonum hydropiper is restricted to high-light sites with highly organic, consistently very moist or flooded soils. Unlike its congeners, this species can tolerate flooded soils during seedling establishment. The species is limited to soils with high early nitrate and calcium content, moderate CEC, and pH close to 6.0, but tolerates a broad range of soil temperatures. 7. The occurrence of spatial and temporal environmental variability within as well as among field populations of Polygonum species suggests that tolerance of such variability may result from individual phenotypic plasticity rather than from ecotypic adaptation of entire populations.",69,Journal,ar,Article,100,4,4,Environmental variability | Generalists | Niche breadth | Polygonum | Specialists | Species distribution,29602,undefined,1,TRUE,all,All Open Access,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031810969,SCOPUS_ID:0031810969,2-s2.0-0031810969,Can comparative approaches based on plant ecophysiological traits predict the nature of biotic interactions and individual plant species effects in ecosystems?,Wardle D.A.,Journal of Ecology,00220477,86,3,405-420,1998-01-01,1998,10.1046/j.1365-2745.1998.00268.x,"1. The development of general principles regarding biotic interactions involving plants, or plant species effects in ecosystems, is best achieved through simultaneous evaluation of several species. We utilized a comparative approach involving 20 dicotyledonous herbaceous species, to explore possible relationships between several plant ecophysiological traits and plant litter decomposition, interactions involving competition and herbivory, and plant species effects on soil properties. 2. Decomposition rates of plant stem and leaf litter were negatively related to plant mass, time until flowering and vegetative growth rate, and positively related to stem nitrogen content. Root decomposition was also related to several traits. Multiple regression relationships showed that 74% and 84% of the variation across species for stem and root litter decomposition, respectively, could be predicted by plant traits; this suggests that plant traits may be powerful predictors of decomposition and have potential as alternative predictors to the litter quality characteristics that previous studies have concentrated on. 3. Palatability of both seedlings and leaf discs by the invertebrate herbivores Deroceras reticulatum and Listronotus bonariensis were frequently related to plant traits. Those traits that showed the strongest relationships with the palatability data included various vegetative growth characteristics and (for the leaf disc data) nitrogen concentrations of flowering plant stems. 4. Competitive effects of the dicotyledonous species against a phytometer species, the grass Lolium perenne, were negatively related to leaf nitrogen concentration, and multiple regression relationships involving this trait in combination with others explained over 50% of the variation across species. The competitive response of both plant mass and total seed production to L. perenne was poorly related to plant traits. 5. The effects of plant species on soil properties including microbial biomass and activity, pH, nitrate concentration and total nitrogen were often closely related to various plant traits. Multiple regression relationships revealed that combinations of several traits were often important in determining these effects; the strongest relationships found were for effects of senescent plants on soil respiration and for the effects of flowering plants on soil nitrate. Plant traits were therefore clearly important in determining plant species effects on soils. 6. Our study emphasizes the importance of plant traits in understanding (and predicting) species interactions and effects in communities and ecosystems, and shows that properties considered at the whole plant level have the potential to manifest themselves over much larger scales. We therefore conclude that there are clear linkages between plant ecophysiological traits, biotic interactions involving plants, and ecosystem level properties and processes.",203,Journal,ar,Article,100,4,4,Comparative approaches | Competition | Decomposition | Herbivory | Plant traits,29602,undefined,0,FALSE,NA,NA,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031806970,SCOPUS_ID:0031806970,2-s2.0-0031806970,"Nutrients, competition and plant zonation in a New England salt marsh",Levine J.,Journal of Ecology,00220477,86,2,285-292,1998-01-01,1998,10.1046/j.1365-2745.1998.00253.x,"1 We examined the effects of nutrient availability on the competitive interactions of the New England salt marsh perennials that occupy discrete vegetational zones parallel to the shoreline. 2 Fertilized and unfertilized plots of pair-wise mixtures and monocultures of Spartina alterniflora, S. patens and Juncus gerardi were compared in order to assess the effects of nutrient addition on the competitive dynamics of these species in the field. In addition, we examined competition between some of these species and Distichlis spicata, a species common to disturbed marsh habitats. 3 After two growing seasons, changes in above-ground biomass of the species indicated that in fertilized plots, S. alterniflora outcompeted S. patens, S. patens outcompeted J. gerardi, and D. spicata outcompeted both J. gerardi and S. patens. This was the reverse of the interactions seen under ambient marsh conditions, and suggested that, under conditions of nutrient limitation, competitive dominance may result from efficient competition for nutrients. 4 Using a conceptual model of salt marsh zonation as a function of competition, physical stress and nutrient limitation, we hypothesize that a nutrient-induced reversal in the competitive dynamics among salt marsh perennials may result in modification of the pattern of plant zonation in this and similar marshes.",230,Journal,ar,Article,100,3,3,Competitive reversal | Distichlis | Juncus | Nutrients | Spartina | Stress gradient,29602,undefined,0,FALSE,NA,NA,69,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031806267,SCOPUS_ID:0031806267,2-s2.0-0031806267,"Effects of raised CO<inf>2</inf> on potential CH<inf>4</inf> production and oxidation in, and CH<inf>4</inf> emission from, a boreal mire",Saarnio S.,Journal of Ecology,00220477,86,2,261-268,1998-01-01,1998,10.1046/j.1365-2745.1998.00248.x,"1 In a glasshouse experiment we studied the effect of raised CO2 concentration (720 p.p.m.) on CH4 emission at natural boreal peat temperatures using intact cores of boreal peat with living vascular plants and Sphagnum mosses. After the end of the growing season half of the cores were kept unnaturally warm (17-20 °C). The potential for CH4 production and oxidation was measured at the end of the emission experiment. 2 The vascular cores ('Sedge') consisted of a moss layer with sedges, and the moss cores ('Sphagnum') of Sphagnum mosses (some sedge seedlings were removed by cutting). Methane efflux was 6-12 times higher from the Sedge cores than from the Sphagnum cores. The release of CH4 from Sedge cores increased with increasing temperature of the peat and decreased with decreasing temperature. Methane efflux from Sphagnum cores was quite stable independent of the peat temperatures. 3 In both Sedge and Sphagnum samples, CO2 treatment doubled the potential CH4 production but had no effect on the potential CH4 oxidation. A raised concentration of CO2 increased CH4 efflux weakly and only at the highest peat temperatures (17-20 °C). 4 The results suggest that in cool regions, such as boreal wetlands, temperature would restrict decomposition of the extra substrates probably derived from enhanced primary production of mire vegetation under raised CO2 concentrations, and would thus retard any consequent increase in CH4 emission.",57,Journal,ar,Article,100,4,4,CO  enrichment 2 | Glasshouse experiment | Methane efflux | Production and oxidation potentials,29602,undefined,1,TRUE,all,All Open Access,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031806163,SCOPUS_ID:0031806163,2-s2.0-0031806163,"The carbon balance of grazed and non-grazed Spartina anglica saltmarshes at Skallingen, Denmark",Morris J.T.,Journal of Ecology,00220477,86,2,229-242,1998-01-01,1998,10.1046/j.1365-2745.1998.00251.x,"1 Canopy-level CO2 exchange and biomass were measured monthly for 9 consecutive months during 1990 on grazed and non-grazed portions of a Danish salt marsh dominated by Spartina anglica. The empirical measurements were used to calibrate a model of canopy photosynthesis and soil respiration that was subsequently integrated to provide estimates of annual net ecosystem production (NEP). 2 Standing total and green biomass on the non-grazed site reached maxima during September of 1.9 ± 0.2 and 1.1 ± 0.2 kg m2 (± 1 SD, n = 3), respectively. Corresponding maxima (0.8 ± 0.1 and 0.5 ± 0.05 kg m2), were achieved during July at the grazed site. 3 Sediment organic matter as a percentage of dry weight was 31.6% and 5% at the non-grazed and grazed sites, respectively. Accounting for the higher sediment bulk density at the grazed site meant that concentrations of organic carbon were 0.027 and 0.021 g cm-3 at non-grazed and grazed sites, respectively. Thus, the fraction of NEP removed by grazing animals significantly reduced the accumulation of sediment organic matter. 4 Estimate of NEP varied between 17 and 38 mol m-2 year1 of carbon at the grazed site and between 5 and 38 mol m-2 year-1 at the non-grazed site, depending on assumptions about canopy geometry. Soil respiration, 36 mol m-2 year-1, did not differ between sites. Canopy respiration was less (21 mol m-2 year-1) at the grazed site than at the non-grazed site (28 tool m-2 year-1), and accounted for 22-29% and 28-41% of gross photosynthesis at grazed and non-grazed sites, respectively. The decrease in canopy respiration compensated the grazed canopy for losses to herbivores. 5 A canopy photosynthesis model was used to calculate a theoretical envelope of canopy biomass, termed the production window, inside of which NEP is positive and outside of which NEP is negative. The production window is bisected by the optimum canopy biomass, which is the theoretical biomass at which NEP is maximized. The seasonality of NEP is determined by the trajectory of actual canopy biomass through the production window. It was shown that canopy biomass on the grazed site was close to the theoretical optimum biomass late in the season, while the non-grazed canopy biomass was supraoptimal.",51,Journal,ar,Article,100,2,2,Grazing | Model | Net ecosystem production | Photosynthesis | Respiration,29602,undefined,1,TRUE,all,All Open Access,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031805955,SCOPUS_ID:0031805955,2-s2.0-0031805955,Erratum: The detection of vegetational change by multitemporal analysis of LANDSAT data: The effects of goose foraging (Journal of Ecology (1998) 86 (93-99)),Jano A.,Journal of Ecology,00220477,86,2,362,1998-01-01,1998,NA,NA,1,Journal,er,Erratum,100,3,3,NA,29602,undefined,0,FALSE,NA,NA,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031805954,SCOPUS_ID:0031805954,2-s2.0-0031805954,"An isotopic (<sup>15</sup>N) assessment of intraclonal regulation in C<inf>4</inf> perennial grasses: Ramet interdependence, independence or both?",Derner J.D.,Journal of Ecology,00220477,86,2,305-314,1998-01-01,1998,10.1046/j.1365-2745.1998.00258.x,"1 A series of three experiments was conducted with three C4 perennial grasses, Panicum virgatum (short rhizomes forming distinct clones), Schizachyrium scoparium (caespitose) and Bouteloua gracilis (caespitose), to determine whether intraclonal regulation was characterized by interdependence, independence or a combination of both processes. Specific hypotheses tested were: (i) all ramets within individual clones are physiologically integrated; (ii) ramet hierarchies (several connected generations) within individual clones are capable of acquiring soil nitrogen equally from localized nutrient-rich pulses; and (iii) nitrogen is retained within individual hierarchies through allocation to sequentially developed ramet generations. 2 Mean 15N atom percent excess values within labelled ramet hierarchies were 10-21-fold greater than in immediately adjacent ramet hierarchies, and 105-137-fold greater than in the remaining ramet hierarchies within clones for all three species. This pattern of 15N distribution demonstrates that physiological integration does not occur among all ramets within individual clones and that ramet hierarchies function as integrated physiological individuals. 3 Ramets in closer proximity to a 15N pulse in soils acquired disproportionately greater amounts of the isotope compared to more distant ramets within clones for all three species. Inequitable resource acquisition among ramet hierarchies establishes the potential for asymmetric intraclonal competition below-ground and the development of size inequalities among hierarchies. 4 Approximately 21.7%, 3.5%, 1.7% and 2.3% of the initial 15N pool was allocated from the first ramet generation to the second and third (spring cohort), third (autumn cohort) and fourth generations, respectively. However, the magnitude of nitrogen allocation from parent to juvenile ramet generations was relatively consistent, with 17-32% of the 15N pool within parental ramets allocated to juvenile ramets. Intergenerational 15N allocation in S. scoparium clones therefore demonstrates a high degree of interdependence within individual ramet hierarchies. 5 Clones of the rhizomatous and two caespitose grasses investigated functioned as assemblages of autonomous ramet hierarchies, but ramet generations within individual hierarchies were effectively integrated. Consequently, intraclonal regulation in these temperate, perennial grasses is characterized by both ramet interdependence and independence. The occurrence of ramet independence throughout much of the life history of perennial grasses demonstrates the ecological importance of clonal fragments to genet and population maintenance and emphasizes that this may be the most relevant scale to investigate further the ecology of this important and widely distributed group of clonal plants.",31,Journal,ar,Article,100,2,2,Clonal biology | Intraclonal competition | Nitrogen allocation | Physiological integration | Sectoriality,29602,undefined,0,FALSE,NA,NA,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031790511,SCOPUS_ID:0031790511,2-s2.0-0031790511,Selection of micro-organisms in a spatially explicit environment and implications for plant access to nitrogen,Kinzig A.P.,Journal of Ecology,00220477,86,5,841-853,1998-01-01,1998,10.1046/j.1365-2745.1998.8650841.x,"1 Evolution of a microbial nitrogen-uptake strategy that removes nitrogen at less than the maximum potential rate creates soil environments favourable for increased plant access to nitrogen. Plant productivity is thus increased, and achievement of maximum microbial biomass is facilitated through increased microbial access to plant-derived carbon. 2 Simulations show that micro-organisms exhibiting such a 'strategic' nitrogen uptake will be competitively excluded by more voracious micro-organisms in a homogeneous system, but can persist in a spatially explicit system. This persistence of less voracious micro-organisms contrasts with the frequently held view that micro-organisms in soil systems take up nitrogen at the maximum possible rate. 3 The selection of strategic or voracious microbial types in a spatially explicit environment is sensitive to the frequency of plant and microbial disturbance, and to the rate of diffusion of inorganic nitrogen in the soil system. In particular, the strategic (less voracious) microbial types are favoured under conditions of low plant disturbance, low to moderate diffusion of inorganic nitrogen, and moderate microbial disturbance. 4 When selection favours strategic microbial types, plant access to nitrogen is increased. Plants may also evolve strategies in a spatially explicit environment that will increase population densities of favourable, strategic microbial types.",17,Journal,ar,Article,100,2,2,Microbial selection | Mutualism | Nitrogen allocation | Nitrogen cycle | Plant-microbial interactions | Spatially explicit,29602,undefined,0,FALSE,NA,NA,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031770398,SCOPUS_ID:0031770398,2-s2.0-0031770398,"Interactions between root-infecting fungi and plant density in an annual legume, Kummerowia stipulacea",Mihail J.,Journal of Ecology,00220477,86,5,739-748,1998-01-01,1998,10.1046/j.1365-2745.1998.8650739.x,"1 Population dynamics of an annual legume, Kummerowia stipulacea, were followed in permanent plots in a mown field for 4 years. There was a large reduction in the number of plants within seasons. 2 Laboratory studies showed that biotic factors were responsible for seed death in the soil. Using soil from the field plot location, we isolated fungi pathogenic to K. stipulacea seeds and seedlings. 3 Two pathogenic fungi (Rhizoctonia solani and Pythium irregulare) were used in a glasshouse study of the effects of pathogens and intraspecific competition on plant mortality and growth. Our null hypothesis was that death of individual plants due to disease would be balanced by increased growth of survivors. A factorial experiment was established with five soil treatments (three controls, P. irregulare and R. solani) and seven seed densities. 4 Inoculation by both R. solani and P. irregulare led to a reduction in final numbers of plants, with the reduction greatest for populations inoculated with R. solani. Average biomass per plant was reduced with increased sowing density in all treatments except the R. solani inoculation, where surviving plants in high-density pots may be larger because of the reduced density resulting from pathogen-induced death. No treatment differences in size hierarchies were evident 5 Surviving plants in both inoculation treatments could not take full advantage of the reduced density, and thus total biomass and number of trifoliate leaves per population (a surrogate for seed production) were reduced compared to controls, leading us to reject the null hypothesis. The reduction was more severe at high sowing densities. These results suggest that disease has the potential to reduce seed production and thus plant population numbers, if populations are seed limited. Shapes of yield-sowing density relationships were asymptotic for all treatments; thus, disease-induced 'overcompensation' leading to fluctuating population dynamics was not suggested.",16,Journal,ar,Article,100,3,3,Density-dependent mortality | Kummerowia stipulacea | Pythium irregulare | Rhizoctonia solani | Soilborne pathogen,29602,undefined,1,TRUE,all,All Open Access,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031768688,SCOPUS_ID:0031768688,2-s2.0-0031768688,"Shrikes, lizards and lycium intricatum (Solanaceae) fruits: A case of indirect seed dispersal on an oceanic island (Alegranza, Canary Islands)",Nogales M.,Journal of Ecology,00220477,86,5,866-871,1998-01-01,1998,10.1046/j.1365-2745.1998.8650866.x,"1 Indirect seed dispersal in the system Lycium intricatum (Solanaceae)-lizards (Gallotia atlantica)-shrikes (Lanius excubitor) was studied in Alegranza, a xerophytic small island of the Canarian archipelago. 2 A total of 835 seeds (224 obtained from lizard droppings and 611 from shrike pellets) was found by analysing 123 droppings and 146 pellets. Lycium fruit remains (including seeds) were observed in 31.7% of the lizard droppings and 50% of the shrike pellets. 3 As would be expected for legitimate seed dispersers, external seed damage produced by each species was negligible. Lycium seeds were significantly matched with the presence of lizard remains in shrike pellets. Seeds in shrike pellets have come from fruit consumed by lizards that have been predated by the shrikes, and not directly from bird frugivory. 4 Seeds from shrike pellets showed significantly higher germination rates than those from uneaten fruits and lizard droppings. 5 It seems probable that different treatments in the guts of each species and retention time are two main factors influencing the germination process. While gut pass time in G. atlantica has been estimated to be 2.42 days on average, the retention time of a seed inside a shrike gizzard is much shorter (45-55 min). 6 This is a new case of the scarcely known phenomenon of indirect seed dispersal, which seems to acquire a relatively important role in small islands where the animal-plant interaction is very intense and all the elements of the system are native.",64,Journal,ar,Article,100,3,3,Canary Islands | Indirect seed dispersal | Lycium-Gallotia-Lanius,29602,undefined,1,TRUE,all,All Open Access,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031766598,SCOPUS_ID:0031766598,2-s2.0-0031766598,Colonization by annual plants of an experimentally altered desert landscape: Source-sink relationships,Boeken B.,Journal of Ecology,00220477,86,5,804-814,1998-01-01,1998,10.1046/j.1365-2745.1998.8650804.x,"1 We studied how annual plant species colonize a set of patches (natural and humanmade) in a shrubland landscape in the Negev desert. We asked what patch properties and species' attributes affect colonization during 4 years after experimental formation of eight sets of pits and mounds. 2 The 'sink function' of patches was measured as the numbers of colonizing species, the proportion of patches colonized during each year, and the abundance of the colonizers. The effects of species' dispersal mode and propagule size were examined. 3 In the first growing season, pits and mounds were colonized by large numbers of species. The total number of colonizing species was similar for the two patch types, but incidence was higher in pits than in mounds. 4 The early colonizers were mainly wind-dispersed and showed both high abundance and incidence. Dispersal mode did not affect colonization in the second year and later, nor did propagule size throughout the experiment. 5 Most early colonizers became resident in the patches, but pits and mounds showed some further colonization during the second year. In the third and fourth year both the numbers of colonizing species and their incidence decreased. 6 Pits were mainly colonized from outside the experimental units to which they belonged, whereas mounds received species mostly from the adjacent pits within the same units. 7 From the second year on, patches of undisturbed crusted soil were also colonized, mainly from the adjacent pits and mounds. The number of colonizing species in undisturbed patches increased during the last, high-rainfall, year both per patch and for the whole set of patches. 8 We conclude that the sink function of patches for colonization increases with removal of vegetation, soil crust and seed bank, with patch capacity to capture resource and plant propagules, and with amount of rainfall. Sink function decreased with time due to decreasing availability of new species, but increased with the presence of stronger sink patches in the vicinity. 9 We suggest that the concept of sink function, in terms of the numbers, incidence and abundance of species colonizing sets of patches, can be a powerful tool for linking community and landscape processes.",29,Journal,ar,Article,100,2,2,Assemblage dynamics | Desert shrubland | Landscape mosaic | Negev | Sink function,29602,undefined,1,TRUE,all,All Open Access,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031765005,SCOPUS_ID:0031765005,2-s2.0-0031765005,Phenotypic selection and population differentiation in relation to habitat heterogeneity in Arrhenatherum elatius (Poaceae),Petit C.,Journal of Ecology,00220477,86,5,829-840,1998-01-01,1998,10.1046/j.1365-2745.1998.8650829.x,"1 Population differentiation in variable environments is often related to the different local selection pressures that plants may experience. We examine the relation between reproductive success and morphological and phenological traits in woodland and open habitat populations of the tetraploid grass Arrhenatherum elatius. 2 The reproductive correlates of morphological and phenological variation were estimated in woodland and open habitats, and on plants from each of three populations from woodland and three from open habitats grown in a garden environment at two light intensity levels. Genetic variation in these populations was estimated in uniform conditions. 3 Temporal and spatial differences in phenotypic selection on morphology and phenology were observed within and between the two sites. Plants from the two sites showed significant phenotypic and genetic differences, and there is a dramatic reduction in reproductive success in the woodland habitat and in plants from this habitat grown in the two garden environments. 4 In controlled conditions, selection patterns were similar to those observed in natural habitats, suggesting that light availability may be an important ecological factor involved in population differentiation in A. elatius. The presence of significant genetic variability for the studied traits indicates the presence of a genetic potential to respond to the detected selection pressures. 5 We argue that a clear understanding of patterns of local adaptation and phenotypic selection in this species requires that they are examined in the light of regional processes related to seed dispersal and relative abundance in open and woodland habitats.",34,Journal,ar,Article,100,2,2,Adaptation | Environmental variation | Marginal vs. central habitats | Natural selection | Shading,29602,undefined,1,TRUE,all,All Open Access,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031765004,SCOPUS_ID:0031765004,2-s2.0-0031765004,Effects of nitrogen addition on successional dynamics and species diversity in Michigan old-fields,Huberty L.,Journal of Ecology,00220477,86,5,794-803,1998-01-01,1998,10.1046/j.1365-2745.1998.8650794.x,"1 We examined the impact of nitrogen addition on early successional dynamics and plant species diversity in replicate plots of an old-field succession treatment in southwestern Michigan, USA, for 7 years following abandonment from agriculture. 2 Nitrogen addition significantly increased above-ground plant biomass, but had no effect on the displacement or persistence of different life-history groups. Annual species made up a similar proportion of community biomass and decreased at equivalent rates in control and nitrogen-addition microplots. Perennial species biomass increased at similar rates in the control and nitrogen-addition microplots. 3 Annual species dominated initially, but declined in abundance over the first 4 years and were replaced by biennials and then herbaceous perennials. The resulting high numbers of species losses and gains were not affected by nitrogen addition. 4 Nitrogen addition did not affect mean species density or the Shannon index of diversity. There was also no temporal change in the similarity of species composition between control and nitrogen-addition microplots, indicating that nitrogen addition did not cause divergence over time in community composition. In year 7, similar species dominated the nitrogen-addition and control microplots, but there were differences in species composition and abundance of the subordinate species in each community. 5 Only in year 6 of this study was there a significant negative relationship between community biomass and the Shannon diversity index. There was no significant relationship between community biomass and species density in any of the first 7 years following abandonment. Thus, the community response to increased biomass due to nitrogen addition was expressed primarily through changes in community structure, not richness. 6 The effects of nitrogen addition on the early successional dynamics, species composition and consequently diversity of a plant community may depend on initial site conditions. The response to nitrogen enrichment may be slower in sites such as ours with fertile soils that become dominated by herbaceous perennial dicots.",76,Journal,ar,Article,100,3,3,Community structure | Fertilization | Long-term studies | Nitrogen | Old-field | Plant succession | Species composition | Species diversity | Species turnover,29602,undefined,1,TRUE,all,All Open Access,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031763972,SCOPUS_ID:0031763972,2-s2.0-0031763972,Demographic and growth responses of a guerrilla and a phalanx perennial grass in competitive mixtures,Humphrey L.,Journal of Ecology,00220477,86,5,854-865,1998-01-01,1998,10.1046/j.1365-2745.1998.8650854.x,"1 The advantages of guerrilla and phalanx growth for the guerrilla Elymus lanceolatus ssp. lanceolatus and phalanx E. l. ssp. wawawaiensis were evaluated over 2 years in two taxon mixtures with a range of densities of each subspecies and under two levels of watering. 2 Ramet numbers and biomass of the guerrilla subspecies were higher than those of the phalanx grass in the first year but in the second year declined greatly, while the phalanx grass showed no change in biomass and an increase in ramet numbers. High neighbour densities affected the phalanx subspecies more strongly than the guerrilla subspecies in the first year, but in the second year there were few differences between subspecies. Biomass of the guerrilla grass remained greater than that of the phalanx grass but ramet numbers were similar in the second year. 3 For both subspecies in both years, probability of flowering decreased at higher neighbour densities, indicating adaptation for competitive ability. In the first year, biomass was more strongly reduced by densities than flowering was, but in the second year, when crowding was apparently greater, flowering was more severely affected. 4 Genet survival was high and similar for both subspecies. 5 The presumed advantage of guerrilla subspecies in exploiting open space was supported. The guerrilla grass exploited resources more quickly in the first year by faster growth and greater ramet production, but its biomass, ramet numbers and rhizome growth, and thus its advantage, were reduced in the second year. 6 The phalanx subspecies had slower growth, produced more ramets in later years, and delayed flowering until later years. Although less able to exploit open resources, it appeared adapted to more stressful conditions, and may be able to exploit temporal resource pulses more effectively.",102,Journal,ar,Article,100,2,2,Clonal growth | Competition | Elymus Ianceolatus | Resource patches | Sexual reproduction | Vegetative reproduction,29602,undefined,1,TRUE,all,All Open Access,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031736317,SCOPUS_ID:0031736317,2-s2.0-0031736317,Yield-density functions as predictors of community structure in a serpentine annual grassland,Moloney K.,Journal of Ecology,00220477,86,5,749-764,1998-01-01,1998,10.1046/j.1365-2745.1998.8650749.x,"1 Two series of competition experiments involving the four annual plant species Bromus hordeaceus, Calycadenia multiglandulosa, Plantago erecta and Microseris douglasii were conducted in an experimental array of pots located at the Jasper Ridge Biological Preserve, San Mateo County, California, USA. One experiment was conducted during the 1988-89 growing season, the other during the 1989-90 growing season. 2 A four-species yield-density model was constructed using seed yield data from the 1988-89 experiment. Model predictions were tested against seed yield data from the 1989-90 experiment. A systematic bias in predicted seed yields was found. As a consequence, the original model was reparameterized to provide a better fit to the observed yields for the 1989-90 experiment. 3 Analyses were conducted to determine the importance of potential sources of bias in the original model, including (i) mis-specification of density effects at low densities due to the parameterization protocol; (ii) interaction effects among competing species; and (iii) year-to-year variability in competitive interactions. All three sources had a significant effect on at least one of the species in the experiment, although significant sources differed between species. 4 Using two forms of sensitivity analysis, a comparison was made between the original and modified versions of the yield-density model to determine how they differed in predictions of long-term plant community dynamics. Rank order of average densities among species did not differ between models; however, there were several important differences in their predictions with respect to overall community structure. Implications of these results with respect to the use of yield-density models in studying plant community dynamics are discussed. 5 The present study indicates that the effectiveness of the generally employed yield-density model at characterizing competitive interactions under different environmental conditions depends upon the criteria employed in making an assessment. One possible explanation is that competitive interactions within the serpentine community are highly sensitive to changes in environmental conditions and we found some evidence for this in Calycadenia and Plantago.",7,Journal,ar,Article,100,2,2,Competition | Density effects | Seed yield | Serpentine grassland | Temporal heterogeneity,29602,undefined,0,FALSE,NA,NA,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031733541,SCOPUS_ID:0031733541,2-s2.0-0031733541,The effects of air-borne nitrogen pollutants on species diversity in natural and semi-natural European vegetation,Bobbink R.,Journal of Ecology,00220477,86,5,717-738,1998-01-01,1998,10.1046/j.1365-2745.1998.8650717.x,"1 The effects of increased atmospheric nitrogen inputs, from both NO(y) and NH(x), on diversity in various semi-natural and natural ecosystems are reviewed. The severity of these impacts depends on abiotic conditions (e.g. buffering capacity, soil nutrient status and soil factors that influence the nitrification potential and nitrogen immobilization rate) in the particular system. The sensitivity of fresh water ecosystems, wetlands and bogs, species-rich grasslands, heathlands and field layer of forests, all of which have conservational value, are discussed in detail. 2 The most important effects of nitrogen deposition are: (i) accumulation of nitrogenous compounds resulting in enhanced availability of nitrate or ammonium; (ii) soil-mediated effects of acidification; and (iii) increased susceptibility to secondary stress factors. 3 Long-term nitrogen enrichment has gradually increased the availability of nitrogen in several vegetation types, leading to competitive exclusion of characteristic species by more nitrophilic plants, especially under oligo- to mesotrophic soil conditions. 4 Soil acidification (with losses of buffering capacity and increased concentrations of toxic metals) is especially important after nitrification of ammonium in weakly buffered environments: acid-resistant plant species then become dominant at the expense of the often rare plants typical of intermediate pH. The related change in the balance between ammonium and nitrate may also affect the performance of several species. 5 The susceptibility of plant species to secondary stress factors (pathogens; frost and drought) may be affected by air-borne nitrogen but data are only available for a few communities (e.g. dry heathlands). 6 Most global biodiversity is contained within natural and semi-natural vegetation. It is thus crucial to control emissions of nitrogenous compounds to the atmosphere, in order to reduce or prevent effects on diversity in these systems. Most research has focused on acidification in forestry stands and lakes and on the effects on trees. We highlight serious gaps in knowledge of other ecosystems.",990,Journal,re,Review,100,3,3,Acidification | Atmospheric pollution | Diversity | Nitrogen deposition | Species composition | Vegetation,29602,undefined,1,TRUE,all,All Open Access,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031732579,SCOPUS_ID:0031732579,2-s2.0-0031732579,Salix herbacea L.,Beerling D.,Journal of Ecology,00220477,86,5,872-895,1998-01-01,1998,10.1046/j.1365-2745.1998.8650872.x,NA,37,Journal,re,Review,100,1,1,NA,29602,undefined,0,FALSE,NA,NA,83,NA,NA
