@_fa,@seq,author-url,authid,orcid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,6,https://api.elsevier.com/content/author/author_id/57208467829,57208467829,NA,Mansyur K.,Mansyur,Kasim,K.,true,60103784,89
true,7,https://api.elsevier.com/content/author/author_id/22986023100,22986023100,NA,Moore A.M.,Moore,Abigail Mary,A.M.,true,60069390,89
true,1,https://api.elsevier.com/content/author/author_id/57214675934,57214675934,NA,Núñez H.E.H.,Núñez,Héctor Eduardo Hernández,H.E.H.,true,60257190,90
true,2,https://api.elsevier.com/content/author/author_id/24328424000,24328424000,NA,Andrade H.J.,Andrade,Hernán J.,H.J.,true,60056455,90
true,3,https://api.elsevier.com/content/author/author_id/57214149367,57214149367,NA,Salazar J.C.S.,Salazar,Juan Carlos Suárez,J.C.S.,true,60257190,90
true,4,https://api.elsevier.com/content/author/author_id/57221397425,57221397425,NA,Sánchez A. J.R.,Sánchez A.,José R.,J.R.,true,60257190,90
true,5,https://api.elsevier.com/content/author/author_id/57221388803,57221388803,NA,Gutiérrez S. D.R.,Gutiérrez S.,David R.,D.R.,true,60257190,90
true,6,https://api.elsevier.com/content/author/author_id/57221389900,57221389900,NA,García G.A.G.,García,Gustavo Adolfo Gutiérrez,G.A.G.,true,60257190,90
true,7,https://api.elsevier.com/content/author/author_id/26032406200,26032406200,NA,Trujillo E.T.,Trujillo,Edwin Trujillo,E.T.,true,60257190,90
true,8,https://api.elsevier.com/content/author/author_id/7801411930,7801411930,NA,Casanoves F.,Casanoves,Fernando,F.,true,60071928,90
true,1,https://api.elsevier.com/content/author/author_id/57193641958,57193641958,NA,Chahardehi A.M.,Chahardehi,Amir Modarresi,A.M.,true,60111353,91
true,2,https://api.elsevier.com/content/author/author_id/36619576700,36619576700,NA,Arsad H.,Arsad,Hasni,H.,true,60111353,91
true,3,https://api.elsevier.com/content/author/author_id/57191749206,57191749206,NA,Ismail N.Z.,Ismail,Noor Zafirah,N.Z.,true,60111353,91
true,4,https://api.elsevier.com/content/author/author_id/35741064800,35741064800,NA,Lim V.,Lim,Vuanghao,V.,true,60111353,91
true,1,https://api.elsevier.com/content/author/author_id/6506407293,6506407293,NA,Villanueva-Díaz J.,Villanueva-Díaz,José,J.,true,60017983,92
true,2,https://api.elsevier.com/content/author/author_id/56422254300,56422254300,NA,Martínez-Sifuentes A.R.,Martínez-Sifuentes,Aldo Rafael,A.R.,true,60017983,92
true,3,https://api.elsevier.com/content/author/author_id/57221400134,57221400134,NA,Reyes-Camarillo F.D.R.,Reyes-Camarillo,Fátima Del Rocío,F.D.R.,true,60017983,92
true,4,https://api.elsevier.com/content/author/author_id/6506248064,6506248064,NA,Estrada-ávalos J.,Estrada-ávalos,Juan,J.,true,60017983,92
true,1,https://api.elsevier.com/content/author/author_id/15848604300,15848604300,NA,Conesa J.G.,Conesa,Julieta Grajales,J.G.,true,60016888,93
true,2,https://api.elsevier.com/content/author/author_id/57221395433,57221395433,NA,Chirino J.E.,Chirino,Julián Elías,J.E.,true,60016888,93
true,3,https://api.elsevier.com/content/author/author_id/36760783100,36760783100,NA,Guzmán E.L.,Guzmán,Eduardo Lozano,E.L.,true,60014403,93
true,4,https://api.elsevier.com/content/author/author_id/57221394538,57221394538,NA,Cruz F.M.,Cruz,Francisco Moreno,F.M.,true,60014403,93
true,5,https://api.elsevier.com/content/author/author_id/57201681726,57201681726,NA,Flores V.A.,Flores,Víctor Albores,V.A.,true,60016888,93
true,6,https://api.elsevier.com/content/author/author_id/57210322598,57210322598,NA,García A.L.,García,Alfonso López,A.L.,true,60016888,93
true,1,https://api.elsevier.com/content/author/author_id/26633544600,26633544600,NA,Cholich L.A.,Cholich,Luciana Andrea,L.A.,true,100438606,94
true,2,https://api.elsevier.com/content/author/author_id/57219656646,57219656646,NA,Pistán M.E.,Pistán,María Elena,M.E.,true,100438606,94
true,3,https://api.elsevier.com/content/author/author_id/57198471380,57198471380,NA,Torres A.M.,Torres,Ana María,A.M.,true,60004518,94
true,4,https://api.elsevier.com/content/author/author_id/7006679669,7006679669,NA,Ortega H.H.,Ortega,Hugo Héctor,H.H.,true,60008547,94
true,5,https://api.elsevier.com/content/author/author_id/41561263600,41561263600,NA,Gardner D.R.,Gardner,Dale R.,D.R.,true,60017654,94
true,6,https://api.elsevier.com/content/author/author_id/24559010100,24559010100,NA,Bustillo S.,Bustillo,Soledad,S.,true,60004518,94
true,1,https://api.elsevier.com/content/author/author_id/35576226900,35576226900,0000-0002-8974-2355,Lobo J.A.,Lobo,Jorge A.,J.A.,true,60071929,95
true,2,https://api.elsevier.com/content/author/author_id/57367125900,57367125900,0000-0003-2430-7536,Bravo Méndez Y.,Bravo Méndez,Yanil,Y.,true,60071929,95
true,1,https://api.elsevier.com/content/author/author_id/57224968793,57224968793,0000-0003-1093-204X,Nunes Dos Santos V.,Nunes Dos Santos,Viviane,V.,true,60013906,96
true,2,https://api.elsevier.com/content/author/author_id/56485890600,56485890600,0000-0002-6932-6805,Fernandes Santos C.A.,Fernandes Santos,Carlos Antônio,C.A.,true,60070423,96
true,3,https://api.elsevier.com/content/author/author_id/57224972876,57224972876,NA,Ribeiro de Oliveira V.,Ribeiro de Oliveira,Viseldo,V.,true,60070423,96
true,4,https://api.elsevier.com/content/author/author_id/57211488059,57211488059,NA,da Silva Costa A.E.,da Silva Costa,Antonio Elton,A.E.,true,60000958,96
true,5,https://api.elsevier.com/content/author/author_id/33667548700,33667548700,0000-0001-7938-8308,Santos da Silva F.F.,Santos da Silva,Fabricio Francisco,F.F.,true,60018777,96
true,1,https://api.elsevier.com/content/author/author_id/24722226000,24722226000,NA,Vega Á.J.,Vega,Ángel Javier,Á.J.,true,60105337,97
true,2,https://api.elsevier.com/content/author/author_id/57224971999,57224971999,NA,Robles P. Y.A.,Robles P.,Yolani A.,Y.A.,true,60105337,97
true,3,https://api.elsevier.com/content/author/author_id/57224979082,57224979082,NA,Alvarado O.,Alvarado,Onelys,O.,true,60105337,97
true,4,https://api.elsevier.com/content/author/author_id/57224985240,57224985240,NA,Cedeño Mitre C.,Cedeño Mitre,Carlos,C.,true,60105337,97
true,1,https://api.elsevier.com/content/author/author_id/24475781900,24475781900,0000-0002-0584-7310,Vásquez-Bardales J.,Vásquez-Bardales,Joel,J.,true,60089529,98
true,2,https://api.elsevier.com/content/author/author_id/57224973621,57224973621,0000-0002-7166-1223,Vargas-Zelada Y.N.,Vargas-Zelada,Yurisa Norelli,Y.N.,true,60089529,98
true,3,https://api.elsevier.com/content/author/author_id/57224930400,57224930400,0000-0001-6784-0803,Pinedo-Jiménez J.,Pinedo-Jiménez,Julio,J.,true,60071253,98
true,4,https://api.elsevier.com/content/author/author_id/57224922010,57224922010,0000-0002-3827-0036,García-Ruiz A.,García-Ruiz,Alberto,A.,true,60071253,98
true,5,https://api.elsevier.com/content/author/author_id/57224919998,57224919998,0000-0002-6177-2755,Valderrama-Freyre H.,Valderrama-Freyre,Heiter,H.,true,60071253,98
true,6,https://api.elsevier.com/content/author/author_id/57224933008,57224933008,0000-0001-5760-5172,Ramírez-Hernandez J.J.,Ramírez-Hernandez,Juan José,J.J.,true,60071232,98
true,1,https://api.elsevier.com/content/author/author_id/56008210700,56008210700,0000-0003-1859-8381,Duque-Gamboa D.N.,Duque-Gamboa,Diana Nataly,D.N.,true,60066812,99
true,2,https://api.elsevier.com/content/author/author_id/57224982375,57224982375,0000-0001-5639-5273,Clavijo A.A.,Clavijo,Anderson Arenas,A.A.,true,60066812,99
true,3,https://api.elsevier.com/content/author/author_id/55785540200,55785540200,0000-0002-2647-3397,Posso-Terranova A.,Posso-Terranova,Andres,A.,true,60189136,99
true,4,https://api.elsevier.com/content/author/author_id/8633018400,8633018400,0000-0002-2835-7285,Toro-Perea N.,Toro-Perea,Nelson,N.,true,60066812,99
true,1,https://api.elsevier.com/content/author/author_id/57201026798,57201026798,NA,González L.P.,González,Leydy P.,L.P.,true,60055696,100
true,2,https://api.elsevier.com/content/author/author_id/57224981522,57224981522,NA,Vargas-León C.M.,Vargas-León,Carolina M.,C.M.,true,60054312,100
true,3,https://api.elsevier.com/content/author/author_id/57224982339,57224982339,NA,Fuentes-Rodríguez G.A.,Fuentes-Rodríguez,Gustavo Andrés,G.A.,true,60055696,100
true,4,https://api.elsevier.com/content/author/author_id/15764737300,15764737300,NA,Calderón-Espinosa M.L.,Calderón-Espinosa,Martha L.,M.L.,true,60055696,100
true,5,https://api.elsevier.com/content/author/author_id/6602696718,6602696718,NA,Matta N.E.,Matta,Nubia E.,N.E.,true,60055696,100
true,1,https://api.elsevier.com/content/author/author_id/57224985698,57224985698,NA,Pereira J.C.,Pereira,Jalcinês C.,J.C.,true,60011324,101
true,2,https://api.elsevier.com/content/author/author_id/11838903100,11838903100,NA,Gorlach-Lira K.,Gorlach-Lira,Krystyna,K.,true,60011324,101
true,1,https://api.elsevier.com/content/author/author_id/26032331600,26032331600,0000-0003-1347-171X,Barón E.J.R.,Barón,Edgar Javier Rincón,E.J.R.,true,60106657,102
true,2,https://api.elsevier.com/content/author/author_id/50362426300,50362426300,0000-0001-9630-3927,Zarate D.A.,Zarate,Diego A.,D.A.,true,60077376,102
true,3,https://api.elsevier.com/content/author/author_id/57224973136,57224973136,0000-0002-0469-1406,Castañeda G.A.A.,Castañeda,Genaro Andrés Agudelo,G.A.A.,true,60077376,102
true,4,https://api.elsevier.com/content/author/author_id/57218926389,57218926389,0000-0001-7295-0046,Cuarán V.L.,Cuarán,Viviana Lucía,V.L.,true,60077376,102
true,5,https://api.elsevier.com/content/author/author_id/6602669926,6602669926,0000-0002-8870-8622,Passarelli L.M.,Passarelli,Lilian M.,L.M.,true,60023103,102
true,1,https://api.elsevier.com/content/author/author_id/57224981601,57224981601,NA,Hincapié-Cruz J.P.,Hincapié-Cruz,Juan Pablo,J.P.,true,60052098,103
true,2,https://api.elsevier.com/content/author/author_id/24477913800,24477913800,NA,Márquez E.J.,Márquez,Edna J.,E.J.,true,60052098,103
true,1,https://api.elsevier.com/content/author/author_id/56000836200,56000836200,NA,Arrazate C.H.A.,Arrazate,Carlos Hugo Avendaño,C.H.A.,true,60017983,104
true,2,https://api.elsevier.com/content/author/author_id/57204693709,57204693709,NA,Campos Rojas E.,Campos Rojas,Eduardo,E.,true,60010597,104
true,3,https://api.elsevier.com/content/author/author_id/57203816350,57203816350,NA,López Palestina C.U.,López Palestina,Cesar Uriel,C.U.,true,60027135,104
true,4,https://api.elsevier.com/content/author/author_id/57218927237,57218927237,NA,Martínez Bolaños M.,Martínez Bolaños,Misael,M.,true,60017983,104
true,5,https://api.elsevier.com/content/author/author_id/24490790600,24490790600,NA,Caballero Pérez J.F.,Caballero Pérez,Juan Francisco,J.F.,true,60017983,104
true,6,https://api.elsevier.com/content/author/author_id/57224985528,57224985528,NA,Báez Alonso M.,Báez Alonso,Moisés,M.,true,60017983,104
true,7,https://api.elsevier.com/content/author/author_id/15029952400,15029952400,NA,Ariza Flores R.,Ariza Flores,Rafael,R.,true,126490790,104
true,8,https://api.elsevier.com/content/author/author_id/23032961600,23032961600,NA,Cadena Iñiguez J.,Cadena Iñiguez,Jorge,J.,true,60033065,104
true,1,https://api.elsevier.com/content/author/author_id/55644503900,55644503900,0000-0002-2537-3116,Guerrero-Casado J.,Guerrero-Casado,José,J.,true,60003138,105
true,2,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,0000-0001-7764-2966,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,126490431,105
true,1,https://api.elsevier.com/content/author/author_id/34880731400,34880731400,0000-0002-8987-434X,Rostelato-Ferreira S.,Rostelato-Ferreira,Sandro,S.,true,60032751,106
true,2,https://api.elsevier.com/content/author/author_id/57224968591,57224968591,0000-0003-4731-4771,Vettorazzo O.B.,Vettorazzo,Orlando B.,O.B.,true,60027084,106
true,3,https://api.elsevier.com/content/author/author_id/56029465500,56029465500,0000-0002-7661-475X,Tribuiani N.,Tribuiani,Natália,N.,true,60027084,106
true,4,https://api.elsevier.com/content/author/author_id/57197847300,57197847300,0000-0002-4689-4615,Leal A.P.,Leal,Allan P.,A.P.,true,60033356,106
true,5,https://api.elsevier.com/content/author/author_id/9279840000,9279840000,NA,Dal Belo C.A.,Dal Belo,Cháriston A.,C.A.,true,60033356,106
true,6,https://api.elsevier.com/content/author/author_id/6701409040,6701409040,0000-0002-8712-6639,Rodrigues-Simioni L.,Rodrigues-Simioni,Léa,L.,true,60029570,106
true,7,https://api.elsevier.com/content/author/author_id/35761063900,35761063900,0000-0003-0759-5863,Floriano R.S.,Floriano,Rafael S.,R.S.,true,126490028,106
true,8,https://api.elsevier.com/content/author/author_id/54922841200,54922841200,0000-0002-4972-8444,Oshima-Franco Y.,Oshima-Franco,Yoko,Y.,true,60027084,106
true,1,https://api.elsevier.com/content/author/author_id/57224965557,57224965557,NA,Castellanos-Mejía M.C.,Castellanos-Mejía,María C.,M.C.,true,60055833,107
true,2,https://api.elsevier.com/content/author/author_id/57224983917,57224983917,NA,Herrera J.,Herrera,Juliana,J.,true,60055833,107
true,3,https://api.elsevier.com/content/author/author_id/56150717100,56150717100,NA,Noguera-Urbano E.A.,Noguera-Urbano,Elkin A.,E.A.,true,60087090,107
true,4,https://api.elsevier.com/content/author/author_id/57224986769,57224986769,NA,Parra E.,Parra,Edison,E.,true,60055833,107
true,5,https://api.elsevier.com/content/author/author_id/36145964700,36145964700,NA,Jiménez-Segura L.F.,Jiménez-Segura,Luz F.,L.F.,true,60055833,107
true,1,https://api.elsevier.com/content/author/author_id/57196453880,57196453880,NA,Argoitia M.A.,Argoitia,María A.,M.A.,true,60003542,108
true,2,https://api.elsevier.com/content/author/author_id/36162933900,36162933900,NA,Cajade R.,Cajade,Rodrigo,R.,true,60003542,108
true,3,https://api.elsevier.com/content/author/author_id/15055838300,15055838300,NA,Hernando A.B.,Hernando,Alejandra B.,A.B.,true,60003542,108
true,4,https://api.elsevier.com/content/author/author_id/23006733500,23006733500,NA,Teta P.,Teta,Pablo,P.,true,60006888,108
true,1,https://api.elsevier.com/content/author/author_id/6602826941,6602826941,0000-0002-9490-2624,Marenco R.A.,Marenco,Ricardo Antonio,R.A.,true,60029159,109
true,2,https://api.elsevier.com/content/author/author_id/35075640000,35075640000,0000-0001-7949-352X,Antezana-Vera S.A.,Antezana-Vera,Saul Alfredo,S.A.,true,60029159,109
true,1,https://api.elsevier.com/content/author/author_id/6602911783,6602911783,NA,Cisneros-Mata M.A.,Cisneros-Mata,Miguel A.,M.A.,true,60084249,110
true,2,https://api.elsevier.com/content/author/author_id/7202829378,7202829378,NA,Delgado J.A.,Delgado,Juan A.,J.A.,true,60134870,110
true,3,https://api.elsevier.com/content/author/author_id/56928410300,56928410300,NA,Rodríguez-Félix D.,Rodríguez-Félix,Demetrio,D.,true,60084249,110
true,1,https://api.elsevier.com/content/author/author_id/24725590500,24725590500,0000-0001-9323-7653,Santamaría-Ulloa C.,Santamaría-Ulloa,Carolina,C.,true,60071929,111
true,2,https://api.elsevier.com/content/author/author_id/55188556100,55188556100,0000-0003-0840-1186,Bekelman T.A.,Bekelman,Traci A.,T.A.,true,60028392,111
true,1,https://api.elsevier.com/content/author/author_id/54583658800,54583658800,NA,Hürkul M.M.,Hürkul,Muhammed M.,M.M.,true,60012603,112
true,2,https://api.elsevier.com/content/author/author_id/57224207262,57224207262,NA,Sarıaltın S.Y.,Sarıaltın,Sezen Yılmaz,S.Y.,true,60012603,112
true,3,https://api.elsevier.com/content/author/author_id/26647647500,26647647500,NA,Köroğlu A.,Köroğlu,Ayşegül,A.,true,60012603,112
true,4,https://api.elsevier.com/content/author/author_id/6603745283,6603745283,NA,Çoban T.,Çoban,Tülay,T.,true,60012603,112
true,1,https://api.elsevier.com/content/author/author_id/55935524700,55935524700,NA,Hernández-Acosta E.,Hernández-Acosta,Elizabeth,E.,true,60010597,113
true,1,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,0000-0001-7764-2966,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60113197,114
true,2,https://api.elsevier.com/content/author/author_id/16837551600,16837551600,0000-0002-3045-5386,Yi S.,Yi,Siyan,S.,true,60017161,114
true,3,https://api.elsevier.com/content/author/author_id/7402554934,7402554934,0000-0001-5090-3732,Ho Y.S.,Ho,Yuh Shan,Y.S.,true,60072429,114
true,1,https://api.elsevier.com/content/author/author_id/57221339466,57221339466,NA,Chaar F.B.,Chaar,Florencia Belén,F.B.,true,60032344,115
true,2,https://api.elsevier.com/content/author/author_id/57221351968,57221351968,NA,Fernández J.P.,Fernández,Jimena Pía,J.P.,true,60032344,115
true,3,https://api.elsevier.com/content/author/author_id/57221344072,57221344072,NA,Sepúlveda L.R.,Sepúlveda,Lucas R.,L.R.,true,60032344,115
true,4,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60032344,115
true,1,https://api.elsevier.com/content/author/author_id/57223107436,57223107436,NA,Ramírez-Moreno F.J.,Ramírez-Moreno,Frida Jacqueline,F.J.,true,60032442,116
true,2,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,116
true,3,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,116
true,1,https://api.elsevier.com/content/author/author_id/57223102755,57223102755,NA,Rosales-Contreras G.I.,Rosales-Contreras,Gloria Itzel,G.I.,true,60032442,117
true,2,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,117
true,3,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco A.,F.A.,true,60032442,117
true,1,https://api.elsevier.com/content/author/author_id/56290011100,56290011100,NA,Rodríguez-Villalobos J.C.,Rodríguez-Villalobos,Jenny Carolina,J.C.,true,60031287,118
true,2,https://api.elsevier.com/content/author/author_id/36701039400,36701039400,NA,Ayala-Bocos A.,Ayala-Bocos,Arturo,A.,true,115999910,118
true,1,https://api.elsevier.com/content/author/author_id/57211365016,57211365016,NA,Sonnenholzner-Varas J.I.,Sonnenholzner-Varas,Jorge I.,J.I.,true,60108912,119
true,1,https://api.elsevier.com/content/author/author_id/26026711000,26026711000,NA,Meretta P.E.,Meretta,Pablo E.,P.E.,true,60004518,120
true,2,https://api.elsevier.com/content/author/author_id/7101926218,7101926218,NA,Rezende Ventura C.R.,Rezende Ventura,Carlos Renato,C.R.,true,60000036,120
true,1,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco A.,F.A.,true,60032442,121
true,2,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,121
true,3,https://api.elsevier.com/content/author/author_id/57199091280,57199091280,NA,Conejeros-Vargas C.A.,Conejeros-Vargas,Carlos A.,C.A.,true,60032442,121
true,4,https://api.elsevier.com/content/author/author_id/56375983100,56375983100,NA,Caballero-Ochoa A.A.,Caballero-Ochoa,Andrea A.,A.A.,true,60032442,121
true,5,https://api.elsevier.com/content/author/author_id/19336881700,19336881700,NA,Durán-González A.,Durán-González,Alicia,A.,true,60032442,121
true,1,https://api.elsevier.com/content/author/author_id/7101926218,7101926218,NA,Ventura C.R.R.,Ventura,Carlos Renato Rezende,C.R.R.,true,60000036,122
true,2,https://api.elsevier.com/content/author/author_id/57223101966,57223101966,NA,de Oliveira M.S.P.,de Oliveira,Monalisa Sousa Pinto,M.S.P.,true,60000036,122
true,1,https://api.elsevier.com/content/author/author_id/57223111313,57223111313,NA,Mireles-Velázquez D.,Mireles-Velázquez,Daniel,D.,true,60032442,123
true,2,https://api.elsevier.com/content/author/author_id/57223102755,57223102755,NA,Rosales-Contreras G.I.,Rosales-Contreras,Gloria Itzel,G.I.,true,60032442,123
true,3,https://api.elsevier.com/content/author/author_id/57199091280,57199091280,NA,Conejeros-Vargas C.A.,Conejeros-Vargas,Carlos Andrés,C.A.,true,60032442,123
true,4,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,123
true,5,https://api.elsevier.com/content/author/author_id/54880609900,54880609900,NA,Granja-Fernández R.,Granja-Fernández,Rebeca,R.,true,60008943,123
true,1,https://api.elsevier.com/content/author/author_id/54880609900,54880609900,NA,Granja-Fernández R.,Granja-Fernández,Rebeca,R.,true,60008943,124
true,2,https://api.elsevier.com/content/author/author_id/57223086980,57223086980,NA,Maya-Alvarado B.,Maya-Alvarado,Brenda,B.,true,60008943,124
true,3,https://api.elsevier.com/content/author/author_id/6508288685,6508288685,NA,Cupul-Magaña A.L.,Cupul-Magaña,Amílcar L.,A.L.,true,60008943,124
true,4,https://api.elsevier.com/content/author/author_id/35766630100,35766630100,NA,Rodríguez-Troncoso A.P.,Rodríguez-Troncoso,A. Paola,A.P.,true,60008943,124
true,5,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco A.,F.A.,true,60032442,124
true,6,https://api.elsevier.com/content/author/author_id/56151981400,56151981400,NA,Sotelo-Casas R.C.,Sotelo-Casas,Rosa C.,R.C.,true,60172562,124
true,1,https://api.elsevier.com/content/author/author_id/19336881700,19336881700,NA,Durán-González A.,Durán-González,Alicia,A.,true,60032442,125
true,2,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,125
true,3,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,125
true,4,https://api.elsevier.com/content/author/author_id/7006185092,7006185092,NA,Gracia A.,Gracia,Adolfo,A.,true,60032442,125
true,5,https://api.elsevier.com/content/author/author_id/16640707200,16640707200,NA,Vázquez-Bader A.R.,Vázquez-Bader,Ana Rosa,A.R.,true,60032442,125
true,1,https://api.elsevier.com/content/author/author_id/57223092182,57223092182,0000-0002-9667-8670,De los Palos-Peña M.,De los Palos-Peña,Magdalena,M.,true,60032442,126
true,2,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,0000-0001-5729-3316,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,126
true,3,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,126
true,1,https://api.elsevier.com/content/author/author_id/57223098939,57223098939,NA,Vives A.,Vives,Ailet,A.,true,60004432,127
true,2,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60032344,127
true,3,https://api.elsevier.com/content/author/author_id/6505836371,6505836371,NA,Herrero-Pérezrul M.D.,Herrero-Pérezrul,María Dinorah,M.D.,true,60004432,127
true,4,https://api.elsevier.com/content/author/author_id/6602764036,6602764036,NA,Ceballos-Vázquez B.P.,Ceballos-Vázquez,Bertha Patricia,B.P.,true,60004432,127
true,1,https://api.elsevier.com/content/author/author_id/57204929602,57204929602,NA,Flores J.N.,Flores,Jonathan N.,J.N.,true,60006888,128
true,2,https://api.elsevier.com/content/author/author_id/7003995104,7003995104,NA,Penchaszadeh P.E.,Penchaszadeh,Pablo E.,P.E.,true,60006888,128
true,3,https://api.elsevier.com/content/author/author_id/36138765600,36138765600,NA,Brogger M.I.,Brogger,Martín I.,M.I.,true,60004518,128
true,1,https://api.elsevier.com/content/author/author_id/57223086980,57223086980,NA,Maya-Alvarado B.,Maya-Alvarado,Brenda,B.,true,60008943,129
true,2,https://api.elsevier.com/content/author/author_id/6507473041,6507473041,NA,Calva-Benítez L.G.,Calva-Benítez,Laura Georgina,L.G.,true,60028381,129
true,3,https://api.elsevier.com/content/author/author_id/54880609900,54880609900,NA,Granja-Fernández R.,Granja-Fernández,Rebeca,R.,true,60008943,129
true,4,https://api.elsevier.com/content/author/author_id/57223083032,57223083032,NA,Pérez-López J.,Pérez-López,Jessica,J.,true,60028381,129
true,5,https://api.elsevier.com/content/author/author_id/57202916743,57202916743,NA,López-Pérez A.,López-Pérez,Andrés,A.,true,60028381,129
true,1,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60032344,130
true,2,https://api.elsevier.com/content/author/author_id/57223093736,57223093736,NA,Cardozo D.,Cardozo,Dana,D.,true,119832090,130
true,1,https://api.elsevier.com/content/author/author_id/57221344072,57221344072,NA,Sepúlveda L.R.,Sepúlveda,Lucas R.,L.R.,true,60111395,131
true,2,https://api.elsevier.com/content/author/author_id/57221351968,57221351968,NA,Fernandez J.P.,Fernandez,Jimena Pía,J.P.,true,60111395,131
true,3,https://api.elsevier.com/content/author/author_id/57223096841,57223096841,NA,Vera-Piombo M.,Vera-Piombo,Mercedes,M.,true,60111395,131
true,4,https://api.elsevier.com/content/author/author_id/57221339466,57221339466,NA,Chaar F.B.,Chaar,Florencia Belén,F.B.,true,60032344,131
true,5,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60111395,131
true,1,https://api.elsevier.com/content/author/author_id/57223092887,57223092887,NA,Ancin B.L.,Ancin,Barbara Luz,B.L.,true,60032344,132
true,2,https://api.elsevier.com/content/author/author_id/54796541200,54796541200,NA,Epherra L.,Epherra,Lucía,L.,true,60111395,132
true,3,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60111395,132
true,1,https://api.elsevier.com/content/author/author_id/57223100137,57223100137,NA,Ruiz-Nava M.P.,Ruiz-Nava,Mariana P.,M.P.,true,60005058,133
true,2,https://api.elsevier.com/content/author/author_id/57199091280,57199091280,NA,Conejeros-Vargas C.A.,Conejeros-Vargas,Carlos A.,C.A.,true,60032442,133
true,3,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco A.,F.A.,true,60032442,133
true,1,https://api.elsevier.com/content/author/author_id/57223092182,57223092182,0000-0002-9667-8670,De los Palos-Peña M.,De los Palos-Peña,Magdalena,M.,true,60032442,134
true,2,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,0000-0001-5729-3316,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,134
true,3,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,134
true,4,https://api.elsevier.com/content/author/author_id/19336881700,19336881700,NA,Durán-González A.,Durán-González,Alicia,A.,true,60032442,134
true,1,https://api.elsevier.com/content/author/author_id/57188694361,57188694361,NA,Hernández-Morales A.,Hernández-Morales,Alejandro,A.,true,60031287,135
true,2,https://api.elsevier.com/content/author/author_id/6505836371,6505836371,NA,Herrero-Pérezrul M.D.,Herrero-Pérezrul,María Dinorah,M.D.,true,60004432,135
true,3,https://api.elsevier.com/content/author/author_id/56114527900,56114527900,NA,Vázquez-Arce D.I.,Vázquez-Arce,Daniel Israel,D.I.,true,126095778,135
true,1,https://api.elsevier.com/content/author/author_id/57495204800,57495204800,NA,Ballesteros T.,Ballesteros,Tania,T.,true,60122098,136
true,2,https://api.elsevier.com/content/author/author_id/25121613600,25121613600,NA,Tubío A.,Tubío,Ana,A.,true,60122098,136
true,3,https://api.elsevier.com/content/author/author_id/7401545251,7401545251,NA,Rodríguez R.,Rodríguez,Rosana,R.,true,60122098,136
